FID,name,ogc_fid,gdb_geomattr_data,shape
uitbreidingsgebieden_voetpaden_algemeen.1,CID Binkhorst,1809025,,"POLYGON ((80783.0850000009 453255.9979999997, 80781.84600000083 453257.6570000015, 80790.31700000167 453263.69000000134, 80792.51799999923 453265.26000000164, 80793.70100000128 453263.6550000012, 80783.0850000009 453255.9979999997))"
uitbreidingsgebieden_voetpaden_algemeen.2,CID Binkhorst,1809275,,"POLYGON ((81795.29899999872 452856.40300000086, 81795.95100000128 452856.7670000009, 81796.98200000077 452854.9829999991, 81796.31199999899 452854.58399999887, 81805.93899999931 452837.45800000057, 81806.58799999952 452837.8590000011, 81807.65799999982 452835.96599999815, 81806.94099999964 452835.6460000016, 81807.2890000008 452835.1409999989, 81799.40799999982 452830.58300000057, 81797.67300000042 452833.7250000015, 81767.29600000009 452887.7980000004, 81766.86699999869 452888.55900000036, 81767.6099999994 452889.00400000066, 81765.51000000164 452892.73800000176, 81763.50600000098 452896.2719999999, 81762.74300000072 452895.8590000011, 81754.3900000006 452910.7199999988, 81744.34800000116 452905.0529999994, 81743.08399999887 452907.2329999991, 81743.45399999991 452907.4770000018, 81736.26399999857 452920.38800000027, 81737.67599999905 452921.3579999991, 81740.13300000131 452916.96499999985, 81742.95199999958 452911.9470000006, 81745.38800000027 452907.55000000075, 81759.1640000008 452915.3359999992, 81761.43499999866 452916.56500000134, 81773.63300000131 452894.9079999998, 81774.27699999884 452895.26399999857, 81776.8049999997 452890.72399999946, 81776.18299999833 452890.36199999973, 81795.29899999872 452856.40300000086), (81776.65100000054 452874.2129999995, 81785.24599999934 452858.9290000014, 81790.91899999976 452862.118999999, 81782.32400000095 452877.40300000086, 81776.65100000054 452874.2129999995), (81770.52600000054 452885.0780000016, 81774.44000000134 452878.1259999983, 81778.37299999967 452880.34099999815, 81774.45800000057 452887.29199999943, 81770.52600000054 452885.0780000016), (81792.85200000182 452845.4050000012, 81796.25600000098 452839.29300000146, 81800.19099999964 452841.4840000011, 81796.78700000048 452847.59600000083, 81792.85200000182 452845.4050000012), (81764.39600000158 452905.2170000002, 81762.18600000069 452909.1550000012, 81758.23200000077 452906.9360000007, 81760.44200000167 452902.9979999997, 81764.39600000158 452905.2170000002), (81767.79699999839 452893.9970000014, 81764.13800000027 452900.42599999905, 81763.3740000017 452900, 81766.97599999979 452893.55799999833, 81767.81700000167 452892.1030000001, 81768.62000000104 452892.5219999999, 81767.79699999839 452893.9970000014), (81786.97599999979 452855.8229999989, 81787.73600000143 452854.5009999983, 81791.62999999896 452856.7419999987, 81790.87000000104 452858.0639999993, 81786.97599999979 452855.8229999989), (81790.90399999917 452848.8900000006, 81791.65399999917 452847.5549999997, 81795.54100000113 452849.73800000176, 81794.79199999943 452851.0729999989, 81790.90399999917 452848.8900000006), (81773.02699999884 452895.11400000006, 81769.06799999997 452902.13599999994, 81768.64999999851 452901.8999999985, 81772.6090000011 452894.8779999986, 81773.02699999884 452895.11400000006), (81798.85700000077 452837.81700000167, 81799.59600000083 452836.5150000006, 81800.87900000066 452837.2430000007, 81800.1400000006 452838.5450000018, 81798.85700000077 452837.81700000167), (81792.24700000137 452859.97399999946, 81794.21299999952 452856.47300000116, 81794.63199999928 452856.70800000057, 81792.66600000113 452860.20899999887, 81792.24700000137 452859.97399999946), (81766.37999999896 452906.9070000015, 81764.42799999937 452910.41699999943, 81764.03400000185 452910.1979999989, 81765.98600000143 452906.688000001, 81766.37999999896 452906.9070000015), (81795.67599999905 452853.91099999845, 81797.64200000092 452850.3969999999, 81798.00699999928 452850.6009999998, 81796.04199999943 452854.1160000004, 81795.67599999905 452853.91099999845), (81774.23600000143 452891.7890000008, 81775.12200000137 452892.2679999992, 81774.63500000164 452893.1700000018, 81773.7490000017 452892.69099999964, 81774.23600000143 452891.7890000008), (81775.2190000005 452890.02899999917, 81776.10099999979 452890.51999999955, 81775.62200000137 452891.37999999896, 81774.73999999836 452890.88899999857, 81775.2190000005 452890.02899999917))"
uitbreidingsgebieden_voetpaden_algemeen.3,CID Binkhorst,1809291,,"POLYGON ((81883.11400000006 453093.09800000116, 81882.54199999943 453093.7259999998, 81881.4690000005 453094.90300000086, 81885.9450000003 453098.94900000095, 81887.03000000119 453097.76199999824, 81887.57299999893 453097.16800000146, 81883.11400000006 453093.09800000116))"
uitbreidingsgebieden_voetpaden_algemeen.4,CID Binkhorst,1809319,,"POLYGON ((81771.42799999937 452924.8969999999, 81768.78000000119 452923.4470000006, 81766.3909999989 452927.6570000015, 81769.02600000054 452929.15900000185, 81770.25 452926.98699999973, 81771.42799999937 452924.8969999999))"
uitbreidingsgebieden_voetpaden_algemeen.5,CID Binkhorst,1809320,,"POLYGON ((81765.07200000063 452936.17599999905, 81762.43200000003 452934.6889999993, 81761.23699999973 452936.89400000125, 81763.81799999997 452938.40100000054, 81765.07200000063 452936.17599999905))"
uitbreidingsgebieden_voetpaden_algemeen.6,CID Binkhorst,1809321,,"POLYGON ((81758.11899999902 453054.9360000007, 81758.28799999878 453054.7670000009, 81758.75600000098 453053.9519999996, 81758.84800000116 453053.0159999989, 81758.54600000009 453052.1259999983, 81758.44099999964 453051.9690000005, 81758.1559999995 453051.71400000155, 81757.74100000039 453051.3440000005, 81756.84499999881 453051.061999999, 81755.91299999878 453051.17500000075, 81755.1099999994 453051.66099999845, 81752.55200000107 453054.23800000176, 81753.83700000122 453055.86199999973, 81755.12200000137 453057.48699999973, 81758.11899999902 453054.9360000007), (81755.53400000185 453053.7509999983, 81756.43200000003 453052.9600000009, 81757.20499999821 453053.8379999995, 81756.30799999833 453054.62900000066, 81755.53400000185 453053.7509999983))"
uitbreidingsgebieden_voetpaden_algemeen.7,CID Binkhorst,1809324,,"POLYGON ((81767.86300000176 453041.7120000012, 81764.49799999967 453039.5210000016, 81762.88399999961 453041.8969999999, 81762.30799999833 453042.7430000007, 81765.75899999961 453045.0529999994, 81766.07899999991 453044.6030000001, 81767.86300000176 453041.7120000012))"
uitbreidingsgebieden_voetpaden_algemeen.8,CID Binkhorst,1809325,,"POLYGON ((81761.95499999821 453048.05999999866, 81762.9140000008 453047.9789999984, 81763.49100000039 453047.69099999964, 81764.91800000146 453046.3220000006, 81765.75899999961 453045.0529999994, 81762.30799999833 453042.7430000007, 81762.28299999982 453042.7809999995, 81761.8590000011 453043.5170000009, 81761.54600000009 453044.3049999997, 81761.35000000149 453045.131000001, 81761.27499999851 453045.9759999998, 81761.32200000063 453046.8229999989, 81761.6090000011 453047.88800000027, 81761.95499999821 453048.05999999866))"
uitbreidingsgebieden_voetpaden_algemeen.9,CID Binkhorst,1809328,,"POLYGON ((81732.70800000057 452942.1400000006, 81731.29800000042 452941.10599999875, 81730.93800000101 452941.59699999914, 81732.34899999946 452942.62900000066, 81733.875 452943.74599999934, 81734.25 452943.26999999955, 81732.70800000057 452942.1400000006))"
uitbreidingsgebieden_voetpaden_algemeen.10,CID Binkhorst,1809337,,"POLYGON ((81753.83700000122 453055.86199999973, 81752.55200000107 453054.23800000176, 81751.67000000179 453055.1279999986, 81748.73200000077 453057.7179999985, 81749.92399999872 453059.23699999973, 81751.11600000039 453060.756000001, 81755.12200000137 453057.48699999973, 81753.83700000122 453055.86199999973))"
uitbreidingsgebieden_voetpaden_algemeen.11,CID Binkhorst,1809381,,"POLYGON ((81748.28400000185 453043.3220000006, 81748.82400000095 453042.6979999989, 81749.30700000003 453041.62900000066, 81749.40399999917 453040.4609999992, 81749.10599999875 453039.3269999996, 81748.44700000063 453038.3570000008, 81746.93499999866 453037.11300000176, 81746.4990000017 453037.5540000014, 81740.49599999934 453043.63599999994, 81746.09200000018 453045.23600000143, 81748.28400000185 453043.3220000006))"
uitbreidingsgebieden_voetpaden_algemeen.12,CID Binkhorst,1809382,,"POLYGON ((81784.03700000048 452902.5249999985, 81781.36800000072 452901.0780000016, 81779.02400000021 452905.2470000014, 81781.64799999818 452906.76300000027, 81782.84299999848 452904.64400000125, 81784.03700000048 452902.5249999985))"
uitbreidingsgebieden_voetpaden_algemeen.13,CID Binkhorst,1809383,,"POLYGON ((81803.01199999824 452868.8669999987, 81800.36699999869 452867.41699999943, 81799.15500000119 452869.5760000013, 81801.7809999995 452871.0489999987, 81803.01199999824 452868.8669999987))"
uitbreidingsgebieden_voetpaden_algemeen.14,CID Binkhorst,1809384,,"POLYGON ((81790.35200000182 452891.3189999983, 81787.70199999958 452889.81700000167, 81785.28299999982 452893.99599999934, 81787.97199999914 452895.54300000146, 81789.16200000048 452893.4310000017, 81790.35200000182 452891.3189999983))"
uitbreidingsgebieden_voetpaden_algemeen.15,CID Binkhorst,1809394,,"POLYGON ((81893.48200000077 452836.43299999833, 81894.29699999839 452835.4820000008, 81894.25800000131 452835.4600000009, 81890.88699999824 452833.5540000014, 81889.60799999908 452834.75400000066, 81888.38899999857 452835.98699999973, 81887.45399999991 452837.2529999986, 81887.23299999908 452837.69999999925, 81889.29100000113 452838.7749999985, 81889.88100000098 452838.9690000005, 81890.74100000039 452838.868999999, 81891.46700000018 452838.3979999982, 81893.48200000077 452836.43299999833), (81890.22700000182 452836.0489999987, 81891.10099999979 452835.21599999815, 81891.91099999845 452836.08399999887, 81891.02499999851 452836.92500000075, 81890.22700000182 452836.0489999987))"
uitbreidingsgebieden_voetpaden_algemeen.16,CID Binkhorst,1809395,,"POLYGON ((81803.31199999899 453100.5689999983, 81802.41299999878 453099.7679999992, 81796.3599999994 453106.61100000143, 81797.26900000125 453107.4230000004, 81803.31199999899 453100.5689999983))"
uitbreidingsgebieden_voetpaden_algemeen.17,CID Binkhorst,1809397,,"POLYGON ((81802.26199999824 453098.56700000167, 81803.0150000006 453097.71499999985, 81802.3759999983 453097.1559999995, 81801.13500000164 453098.618999999, 81802.41299999878 453099.7679999992, 81803.31199999899 453100.5689999983, 81804.61100000143 453101.7039999999, 81805.87999999896 453100.2580000013, 81805.28700000048 453099.7320000008, 81804.53799999878 453100.56599999964, 81802.26199999824 453098.56700000167))"
uitbreidingsgebieden_voetpaden_algemeen.18,CID Binkhorst,1809399,,"POLYGON ((81790.27699999884 453115.3530000001, 81789.35399999842 453114.5320000015, 81788.23999999836 453115.79100000113, 81789.15300000086 453116.6279999986, 81790.27699999884 453115.3530000001))"
uitbreidingsgebieden_voetpaden_algemeen.19,CID Binkhorst,1809400,,"POLYGON ((81821.95300000161 452835.2740000002, 81819.32699999958 452833.7490000017, 81816.98699999973 452837.98999999836, 81819.54800000042 452839.5390000008, 81820.7509999983 452837.4059999995, 81821.95300000161 452835.2740000002))"
uitbreidingsgebieden_voetpaden_algemeen.20,CID Binkhorst,1809401,,"POLYGON ((81828.26799999923 452824.07400000095, 81825.61699999869 452822.58199999854, 81823.28200000152 452826.79100000113, 81825.86600000039 452828.33399999887, 81827.06700000167 452826.2039999999, 81828.26799999923 452824.07400000095))"
uitbreidingsgebieden_voetpaden_algemeen.21,CID Binkhorst,1809419,,"POLYGON ((81815.6259999983 452846.49500000104, 81812.97399999946 452845.0219999999, 81810.61600000039 452849.22199999914, 81813.22300000116 452850.7569999993, 81814.42500000075 452848.6259999983, 81815.6259999983 452846.49500000104))"
uitbreidingsgebieden_voetpaden_algemeen.22,CID Binkhorst,1809420,,"POLYGON ((81825.75600000098 453033.16899999976, 81823.66000000015 453031.31799999997, 81820.68899999931 453034.6719999984, 81809.44999999925 453024.6779999994, 81809.32299999893 453024.813000001, 81802.8040000014 453018.9919999987, 81801.90500000119 453020.1579999998, 81819.41099999845 453035.61100000143, 81819.58300000057 453035.41800000146, 81822.21700000018 453037.74599999934, 81822.0159999989 453037.97300000116, 81827.77899999917 453043.1710000001, 81846.30000000075 453059.90300000086, 81847.41200000048 453058.66000000015, 81850.36800000072 453055.28599999845, 81848.75299999863 453053.8289999999, 81848.28299999982 453053.38899999857, 81845.3209999986 453056.7719999999, 81834.11800000072 453046.73600000143, 81837.11100000143 453043.3599999994, 81835.02499999851 453041.4979999997, 81832.06799999997 453044.9129999988, 81822.70899999887 453036.5390000008, 81825.75600000098 453033.16899999976), (81833.80999999866 453044.1090000011, 81834.70499999821 453044.8909999989, 81833.91800000146 453045.79100000113, 81833.02400000021 453045.01000000164, 81833.80999999866 453044.1090000011), (81821.73299999908 453034.68400000036, 81822.52699999884 453033.7969999984, 81823.4059999995 453034.58199999854, 81822.61199999973 453035.4699999988, 81821.73299999908 453034.68400000036), (81847.05600000173 453056.0009999983, 81847.93499999866 453056.7820000015, 81847.15500000119 453057.65900000185, 81846.27699999884 453056.8779999986, 81847.05600000173 453056.0009999983))"
uitbreidingsgebieden_voetpaden_algemeen.23,CID Binkhorst,1809422,,"POLYGON ((81750.95300000161 453094.6799999997, 81741.32400000095 453086.131000001, 81739.38300000131 453088.30000000075, 81752.00200000033 453099.86300000176, 81752.41299999878 453099.3990000002, 81753.92399999872 453097.69099999964, 81754.59800000116 453098.2879999988, 81754.7490000017 453098.1160000004, 81750.95300000161 453094.6799999997))"
uitbreidingsgebieden_voetpaden_algemeen.24,CID Binkhorst,1809423,,"POLYGON ((81739.82600000128 453050, 81740.84800000116 453049.28400000185, 81745.63100000098 453045.63899999857, 81746.09200000018 453045.23600000143, 81740.49599999934 453043.63599999994, 81736.94999999925 453047.0780000016, 81738.89499999955 453050.6259999983, 81739.82600000128 453050))"
uitbreidingsgebieden_voetpaden_algemeen.25,CID Binkhorst,1809429,,"POLYGON ((81848.32699999958 452979.1180000007, 81849.3599999994 452977.42599999905, 81843.03200000152 452973.8209999986, 81842.58100000024 452973.56700000167, 81841.62700000033 452975.3049999997, 81834.37700000033 452971.20699999854, 81833.09099999815 452970.48000000045, 81826.88399999961 452966.97100000083, 81824.70100000128 452970.8260000013, 81824.19299999997 452971.72399999946, 81827.05700000003 452970.938000001, 81835.83399999887 452975.90900000185, 81843.23800000176 452980.09800000116, 81845.80799999833 452981.5529999994, 81846.14600000158 452981.743999999, 81851.05299999937 452984.51300000027, 81856.07899999991 452987.3500000015, 81856.57800000161 452987.6319999993, 81861.24399999902 452990.2650000006, 81866.33799999952 452993.1400000006, 81867.89699999988 452994.01999999955, 81869.55200000107 452991.08399999887, 81858.23000000045 452984.7010000013, 81854.7100000009 452982.7170000002, 81853.4450000003 452982.00400000066, 81848.32699999958 452979.1180000007))"
uitbreidingsgebieden_voetpaden_algemeen.19362,Havenstad Amsterdam,9897200,,"POLYGON ((120711.08100000024 489054.8429999985, 120710.875 489056.49599999934, 120711.76700000092 489056.3229999989, 120711.08100000024 489054.8429999985))"
uitbreidingsgebieden_voetpaden_algemeen.26,CID Binkhorst,1809432,,"POLYGON ((81736.4609999992 453146.4629999995, 81735.20300000161 453145.3500000015, 81732.41699999943 453148.49500000104, 81729.62999999896 453151.6400000006, 81730.8900000006 453152.76300000027, 81736.4609999992 453146.4629999995))"
uitbreidingsgebieden_voetpaden_algemeen.27,CID Binkhorst,1809433,,"POLYGON ((81753.31500000134 453127.3729999997, 81752.04500000179 453126.256000001, 81749.47899999842 453129.1779999994, 81750.75600000098 453130.28400000185, 81753.31500000134 453127.3729999997))"
