FID,name,ogc_fid,gdb_geomattr_data,shape
uitbreidingsgebieden_voetpaden_algemeen.28,CID Binkhorst,1809455,,"POLYGON ((81797.09800000116 452858.9539999999, 81799.56399999931 452854.57499999925, 81800.56799999997 452852.79199999943, 81802.64799999818 452849.09800000116, 81821.43299999833 452815.7410000004, 81822.25499999896 452814.0009999983, 81822.625 452812.2529999986, 81822.59899999946 452810.4670000002, 81822.47800000012 452809.97100000083, 81819.125 452807.9979999997, 81819.76300000027 452808.6719999984, 81820.45199999958 452810.0700000003, 81820.6790000014 452811.01000000164, 81820.72100000083 452811.7899999991, 81820.5309999995 452812.79100000113, 81819.99799999967 452814.0920000002, 81808.19900000095 452834.993999999, 81807.65799999982 452835.96599999815, 81806.58799999952 452837.8590000011, 81796.98200000077 452854.9829999991, 81795.95100000128 452856.7670000009, 81776.8049999997 452890.72399999946, 81774.27699999884 452895.26399999857, 81759.65199999884 452921.25, 81756.72100000083 452926.4279999994, 81754.02800000086 452931.1770000011, 81753.32699999958 452932.28599999845, 81751.34899999946 452935.77899999917, 81747.96200000122 452941.9360000007, 81745.72700000182 452945.9609999992, 81745.19299999997 452946.5379999988, 81744.44700000063 452946.78400000185, 81743.67500000075 452946.63699999824, 81743.38300000131 452946.45699999854, 81741.35700000077 452949.2179999985, 81744.72899999842 452951.65199999884, 81744.76099999994 452951.67500000075, 81749.10399999842 452944.0480000004, 81748.14499999955 452943.51999999955, 81748.74500000104 452942.45899999887, 81749.70300000161 452943.01199999824, 81754.64600000158 452934.2019999996, 81753.70699999854 452933.6799999997, 81754.57999999821 452932.1090000011, 81755.53000000119 452932.63599999994, 81755.83900000155 452932.0879999995, 81758.31100000069 452927.7419999987, 81760.78200000152 452923.39499999955, 81762.0399999991 452921.1649999991, 81762.80900000036 452919.80000000075, 81763.40100000054 452918.75, 81763.95399999991 452917.7679999992, 81764.17500000075 452917.3759999983, 81764.73800000176 452916.3779999986, 81766.06899999827 452914.0179999992, 81766.63199999928 452913.01999999955, 81769.25899999961 452908.3599999994, 81768.30099999905 452907.8200000003, 81769.03799999878 452906.51300000027, 81769.99599999934 452907.0529999994, 81775.20199999958 452897.8200000003, 81774.27199999988 452897.2960000001, 81775.15100000054 452895.73600000143, 81776.08100000024 452896.26099999994, 81782.21799999848 452885.3759999983, 81797.09800000116 452858.9539999999))"
uitbreidingsgebieden_voetpaden_algemeen.29,CID Binkhorst,1809460,,"POLYGON ((81740.28400000185 453052.98000000045, 81740.10300000012 453052.6730000004, 81740.07899999991 453052.6889999993, 81738.7650000006 453053.47199999914, 81737.14900000021 453054.3060000017, 81735.70800000057 453054.9360000007, 81734.75299999863 453055.3060000017, 81733.59899999946 453055.69299999997, 81733.52100000158 453055.71499999985, 81733.89299999923 453057.4200000018, 81734.48200000077 453059.1559999995, 81737.80700000003 453058.0390000008, 81738.72599999979 453057.6479999982, 81739.6240000017 453057.1979999989, 81740.28400000185 453052.98000000045), (81736.92199999839 453056.0300000012, 81736.3759999983 453054.90900000185, 81737.75200000033 453054.23900000006, 81738.29800000042 453055.3599999994, 81736.92199999839 453056.0300000012))"
uitbreidingsgebieden_voetpaden_algemeen.30,CID Binkhorst,1809462,,"POLYGON ((81750.43499999866 453050.74599999934, 81751.2659999989 453050, 81751.57400000095 453049.7039999999, 81752.94900000095 453048.33399999887, 81753.75899999961 453047.4279999994, 81749.16800000146 453046.11499999836, 81748.81799999997 453046.0150000006, 81747.86699999869 453046.8579999991, 81746.92599999905 453047.66699999943, 81745.8759999983 453048.4789999984, 81744.74500000104 453049.38599999994, 81743.05299999937 453050.63800000027, 81740.10300000012 453052.6730000004, 81740.28400000185 453052.98000000045, 81739.6240000017 453057.1979999989, 81745.55099999905 453054.0150000006, 81748.00499999896 453052.5610000007, 81750.43499999866 453050.74599999934))"
uitbreidingsgebieden_voetpaden_algemeen.31,CID Binkhorst,1809463,,"POLYGON ((81755.60300000012 453045.3590000011, 81753.55200000107 453043.7679999992, 81753.29300000146 453043.618999999, 81752.95800000057 453043.47199999914, 81752.61499999836 453043.37900000066, 81752.23999999836 453043.3680000007, 81751.87799999863 453043.436999999, 81751.47300000116 453043.58100000024, 81751.0390000008 453043.875, 81749.97500000149 453044.88599999994, 81749.0159999989 453045.83999999985, 81748.81799999997 453046.0150000006, 81749.16800000146 453046.11499999836, 81753.75899999961 453047.4279999994, 81754.56899999827 453046.5219999999, 81754.76000000164 453046.3299999982, 81755.60300000012 453045.3590000011))"
uitbreidingsgebieden_voetpaden_algemeen.32,CID Binkhorst,1809696,,"POLYGON ((81777.34099999815 454044.9519999996, 81779.68400000036 454040.7030000016, 81782.12200000137 454036.2829999998, 81783.33300000057 454034.0870000012, 81784.54100000113 454031.8900000006, 81786.90799999982 454027.5850000009, 81789.3359999992 454023.1719999984, 81791.75299999863 454018.77600000054, 81794.1400000006 454014.4360000007, 81796.53799999878 454010.0760000013, 81799.01399999857 454005.7809999995, 81801.59200000018 454001.11199999973, 81803.8590000011 453997.006000001, 81806.35300000012 453992.4910000004, 81808.68800000101 453988.26199999824, 81811.14699999988 453983.80799999833, 81813.61800000072 453979.33399999887, 81816.02899999917 453974.9679999985, 81818.3759999983 453970.7179999985, 81818.27499999851 453970.6770000011, 81818.42399999872 453970.39400000125, 81818.47199999914 453970.4200000018, 81819.0399999991 453969.3669999987, 81819.3599999994 453968.7729999982, 81818.54600000009 453968.33100000024, 81812.27600000054 453979.73999999836, 81796.96200000122 454007.381000001, 81795.21400000155 454010.54199999943, 81784.58900000155 454029.75499999896, 81779.90900000185 454038.2270000018, 81777.58399999887 454042.438000001, 81775.1799999997 454046.7890000008, 81765.69399999827 454063.9919999987, 81759.88800000027 454074.52899999917, 81751.49700000137 454089.6739999987, 81748.65700000152 454094.80799999833, 81746.32400000095 454099.0249999985, 81740.62099999934 454109.33199999854, 81732.28299999982 454124.45899999887, 81733.08700000122 454125.01300000027, 81735.44399999827 454120.7520000003, 81738.70699999854 454114.85500000045, 81741.20100000128 454110.34699999914, 81743.70199999958 454105.8260000013, 81745.89699999988 454101.8570000008, 81748.30000000075 454097.51300000027, 81750.18100000173 454094.11400000006, 81750.76900000125 454093.05099999905, 81753.20800000057 454088.6420000009, 81755.56199999899 454084.38500000164, 81758.03599999845 454079.9140000008, 81760.42100000009 454075.6030000001, 81762.8200000003 454071.26399999857, 81765.19900000095 454066.96400000155, 81767.75600000098 454062.33300000057, 81770.24799999967 454057.813000001, 81772.57699999958 454053.59099999815, 81774.92700000107 454049.3299999982, 81777.34099999815 454044.9519999996))"
uitbreidingsgebieden_voetpaden_algemeen.33,CID Binkhorst,1809699,,"POLYGON ((81911.03200000152 453981.1319999993, 81910.54300000146 453980.79399999976, 81907.34499999881 453984.71499999985, 81905.86600000039 453986.76399999857, 81898.98200000077 453996.7179999985, 81899.19799999893 453996.83199999854, 81899.49700000137 453996.41600000113, 81899.86600000039 453996.25400000066, 81900.20600000024 453996.4679999985, 81900.22100000083 453996.87099999934, 81900.20800000057 453996.89499999955, 81899.89699999988 453997.31599999964, 81908.61100000143 454003.3420000002, 81906.47399999946 454001.80799999833, 81905.88699999824 454001.21400000155, 81905.63699999824 454000.41699999943, 81905.7809999995 453999.5949999988, 81905.96499999985 453999.2719999999, 81902.48000000045 453996.84699999914, 81910.4990000017 453985.2989999987, 81913.98999999836 453987.73000000045, 81914.63199999928 453987.1700000018, 81915.45699999854 453986.95899999887, 81916.2890000008 453987.1420000009, 81916.51399999857 453987.2710000016, 81916.85399999842 453986.7719999999, 81916.46799999848 453986.3660000004, 81916.29899999872 453985.69099999964, 81916.52199999988 453985.0329999998, 81916.84299999848 453985.2529999986, 81916.88899999857 453985.186999999, 81911.03200000152 453981.1319999993))"
uitbreidingsgebieden_voetpaden_algemeen.34,CID Binkhorst,1809708,,"POLYGON ((81752.92100000009 454031.1400000006, 81753.83300000057 454029.48699999973, 81756.14499999955 454025.2950000018, 81764.10599999875 454010.86499999836, 81771.41699999943 453997.58900000155, 81771.85500000045 453996.79399999976, 81776.80600000173 453987.8969999999, 81777.97300000116 453985.7989999987, 81783.4849999994 453975.8929999992, 81794.82800000161 453955.3299999982, 81793.99399999902 453954.875, 81792.81199999899 453956.9750000015, 81792.12000000104 453958.2049999982, 81790.47199999914 453961.18200000003, 81788.06799999997 453965.5219999999, 81785.62299999967 453969.936999999, 81783.17199999839 453974.36199999973, 81780.89999999851 453978.46599999815, 81778.41899999976 453982.9439999983, 81775.98099999875 453987.34800000116, 81773.4609999992 453991.8979999982, 81770.99500000104 453996.29300000146, 81768.64200000092 454000.55799999833, 81766.1649999991 454005.0480000004, 81763.75699999928 454009.4129999988, 81761.36400000006 454013.7520000003, 81758.88699999824 454018.2419999987, 81756.58100000024 454022.4210000001, 81754.1240000017 454026.8759999983, 81751.70800000057 454031.25499999896, 81749.45300000161 454035.3429999985, 81746.95100000128 454039.8770000003, 81744.62099999934 454044.1020000018, 81742.0309999995 454048.7960000001, 81739.6240000017 454053.1400000006, 81738.5 454055.1790000014, 81737.1259999983 454057.6710000001, 81734.87200000137 454061.76000000164, 81732.4140000008 454066.21599999815, 81730.04500000179 454070.51300000027, 81727.5 454075.12900000066, 81725.20899999887 454079.28400000185, 81722.88800000027 454083.493999999, 81720.3740000017 454088.0529999994, 81717.95899999887 454092.43200000003, 81715.54199999943 454096.81599999964, 81713.30999999866 454100.86400000006, 81710.6959999986 454105.60500000045, 81708.66600000113 454109.2870000005, 81709.47500000149 454109.8189999983, 81716.48600000143 454097.1229999997, 81722.48099999875 454086.2820000015, 81724.80600000173 454082.0769999996, 81726.37000000104 454079.2490000017, 81734.65500000119 454064.25, 81740.58799999952 454053.47100000083, 81752.92100000009 454031.1400000006))"
uitbreidingsgebieden_voetpaden_algemeen.35,CID Binkhorst,1809722,,"POLYGON ((81683.42199999839 453921.1220000014, 81682.69999999925 453922.19999999925, 81683.5399999991 453922.80000000075, 81687.7890000008 453924.9780000001, 81691 453926.80000000075, 81689.80000000075 453928.80000000075, 81690.63599999994 453929.29199999943, 81691.5 453929.80000000075, 81692.64200000092 453927.72399999946, 81696.07800000161 453929.65399999917, 81699.89999999851 453931.80000000075, 81698.80000000075 453933.80000000075, 81699.4609999992 453934.19099999964, 81700.7490000017 453934.9539999999, 81701.8049999997 453933.03400000185, 81705.25 453935.0080000013, 81705.8900000006 453933.8759999983, 81700 453930.5, 81696.88300000131 453928.73699999973, 81683.42199999839 453921.1220000014))"
uitbreidingsgebieden_voetpaden_algemeen.36,CID Binkhorst,1809723,,"POLYGON ((81786.26799999923 453998.8579999991, 81781.80900000036 453996.43200000003, 81777.89699999988 453994.3049999997, 81770.67000000179 454007.1550000012, 81770.76000000164 454007.2039999999, 81771.02899999917 454006.7349999994, 81774.95300000161 454008.8819999993, 81774.71400000155 454009.3370000012, 81779.18699999899 454011.75, 81786.26799999923 453998.8579999991))"
uitbreidingsgebieden_voetpaden_algemeen.37,CID Binkhorst,1809730,,"POLYGON ((81882.80299999937 454010.03599999845, 81883.03400000185 454010.18200000003, 81885.96599999815 454006.1220000014, 81886.1959999986 454006.2820000015, 81888.53799999878 454003.0480000004, 81888.77899999917 454003.1950000003, 81889.95100000128 454001.6099999994, 81890.22700000182 454001.7280000001, 81892.07400000095 453999.1400000006, 81892.03799999878 453999.11499999836, 81891.93100000173 453999.27699999884, 81891.01999999955 453998.6499999985, 81891.21799999848 453998.36199999973, 81891.23800000176 453998.3209999986, 81891.20100000128 453998.2870000005, 81882.80299999937 454010.03599999845))"
uitbreidingsgebieden_voetpaden_algemeen.38,CID Binkhorst,1809733,,"POLYGON ((81816.35799999908 453963.88599999994, 81814.99100000039 453966.37000000104, 81815.90300000086 453966.87099999934, 81818.54600000009 453968.33100000024, 81819.3599999994 453968.7729999982, 81820.17399999872 453967.34800000116, 81816.35799999908 453963.88599999994))"
uitbreidingsgebieden_voetpaden_algemeen.39,CID Binkhorst,1809738,,"POLYGON ((81705.79199999943 453949.86499999836, 81703.04300000146 453948.2740000002, 81702.2190000005 453949.71599999815, 81704.96599999815 453951.3440000005, 81705.22500000149 453951.4990000017, 81706.04600000009 453950.0020000003, 81705.79199999943 453949.86499999836))"
