FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertijd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_lrl_2018.1,2018_04_20_09_02_30_101901001_RGB_lrl,101901001,2018-04-20,09:02:30,UC-SXp-1-10311100_Rev12.00,8,350,131900.612,414319.256,4142.692,0.3709,0.2089,359.9552,,POINT (131900.61199999973 414319.256000001)
beeldmiddenoverzicht_lrl_2018.2,2018_04_20_09_02_43_101901002_RGB_lrl,101901002,2018-04-20,09:02:43,UC-SXp-1-10311100_Rev12.00,8,350,132989.216,414310.027,4148.006,-0.5355,-0.6716,0.1295,,POINT (132989.21599999815 414310.02699999884)
beeldmiddenoverzicht_lrl_2018.3,2018_04_20_09_02_56_101901003_RGB_lrl,101901003,2018-04-20,09:02:56,UC-SXp-1-10311100_Rev12.00,8,350,134072.674,414322.245,4149.668,0.9265,0.8932,359.9259,,POINT (134072.67399999872 414322.24500000104)
beeldmiddenoverzicht_lrl_2018.4,2018_04_20_09_03_08_101901004_RGB_lrl,101901004,2018-04-20,09:03:08,UC-SXp-1-10311100_Rev12.00,8,350,135140.307,414257.163,4145.368,0.3822,0.1673,0.4647,,POINT (135140.30700000003 414257.1629999988)
beeldmiddenoverzicht_lrl_2018.5,2018_04_20_09_03_21_101901005_RGB_lrl,101901005,2018-04-20,09:03:21,UC-SXp-1-10311100_Rev12.00,8,350,136220.48,414261.557,4140.97,0.4647,0.1696,0.094,,POINT (136220.48000000045 414261.55700000003)
beeldmiddenoverzicht_lrl_2018.6,2018_04_20_09_03_33_101901006_RGB_lrl,101901006,2018-04-20,09:03:33,UC-SXp-1-10311100_Rev12.00,8,350,137300.135,414286.112,4141.908,0.3735,0.2604,0.0231,,POINT (137300.13500000164 414286.11199999973)
beeldmiddenoverzicht_lrl_2018.7,2018_04_20_09_03_46_101901007_RGB_lrl,101901007,2018-04-20,09:03:46,UC-SXp-1-10311100_Rev12.00,8,350,138379.623,414298.257,4145.269,0.4914,0.1661,0.0373,,POINT (138379.62299999967 414298.2569999993)
beeldmiddenoverzicht_lrl_2018.8,2018_04_20_09_03_58_101901008_RGB_lrl,101901008,2018-04-20,09:03:58,UC-SXp-1-10311100_Rev12.00,8,350,139448.764,414296.688,4145.19,0.4538,0.1769,359.984,,POINT (139448.76399999857 414296.688000001)
beeldmiddenoverzicht_lrl_2018.9,2018_04_20_09_04_11_101901009_RGB_lrl,101901009,2018-04-20,09:04:11,UC-SXp-1-10311100_Rev12.00,8,350,140531.819,414286.341,4142.365,0.426,0.1821,359.9866,,POINT (140531.81899999827 414286.34099999815)
beeldmiddenoverzicht_lrl_2018.10,2018_04_20_09_04_23_101901010_RGB_lrl,101901010,2018-04-20,09:04:23,UC-SXp-1-10311100_Rev12.00,8,350,141600.377,414268.108,4144.146,0.4269,0.1992,0.0471,,POINT (141600.37700000033 414268.1079999991)
beeldmiddenoverzicht_lrl_2018.11,2018_04_20_09_04_36_101901011_RGB_lrl,101901011,2018-04-20,09:04:36,UC-SXp-1-10311100_Rev12.00,8,350,142683.316,414266.302,4143.677,0.3754,0.1916,359.9994,,POINT (142683.31599999964 414266.3020000011)
beeldmiddenoverzicht_lrl_2018.12,2018_04_20_09_04_49_101901012_RGB_lrl,101901012,2018-04-20,09:04:49,UC-SXp-1-10311100_Rev12.00,8,350,143757.732,414282.907,4145.639,0.4152,0.2184,359.8727,,POINT (143757.73200000077 414282.9070000015)
beeldmiddenoverzicht_lrl_2018.13,2018_04_20_09_05_02_101901013_RGB_lrl,101901013,2018-04-20,09:05:02,UC-SXp-1-10311100_Rev12.00,8,350,144828.533,414305.839,4144.272,1.0164,-1.0055,359.9346,,POINT (144828.53299999982 414305.83900000155)
beeldmiddenoverzicht_lrl_2018.14,2018_04_20_09_05_15_101901014_RGB_lrl,101901014,2018-04-20,09:05:15,UC-SXp-1-10311100_Rev12.00,8,350,145909.36,414291.505,4141.718,0.626,0.2963,0.1006,,POINT (145909.3599999994 414291.50499999896)
beeldmiddenoverzicht_lrl_2018.15,2018_04_20_09_05_27_101901015_RGB_lrl,101901015,2018-04-20,09:05:27,UC-SXp-1-10311100_Rev12.00,8,350,146980.058,414296.84,4144.686,0.4126,0.2065,359.9636,,POINT (146980.05799999833 414296.83999999985)
beeldmiddenoverzicht_lrl_2018.16,2018_04_20_09_05_40_101901016_RGB_lrl,101901016,2018-04-20,09:05:40,UC-SXp-1-10311100_Rev12.00,8,350,148060.121,414285.849,4147.288,0.3979,0.1996,0.058,,POINT (148060.12099999934 414285.84899999946)
beeldmiddenoverzicht_lrl_2018.17,2018_04_20_09_05_53_101901017_RGB_lrl,101901017,2018-04-20,09:05:53,UC-SXp-1-10311100_Rev12.00,8,350,149130.329,414283.66,4147.374,0.4066,0.2016,0.0277,,POINT (149130.3289999999 414283.66000000015)
beeldmiddenoverzicht_lrl_2018.18,2018_04_20_09_06_06_101901018_RGB_lrl,101901018,2018-04-20,09:06:06,UC-SXp-1-10311100_Rev12.00,8,350,150210.524,414273.475,4144.898,0.399,0.1875,0.0081,,POINT (150210.5240000002 414273.4750000015)
beeldmiddenoverzicht_lrl_2018.19,2018_04_20_09_06_19_101901019_RGB_lrl,101901019,2018-04-20,09:06:19,UC-SXp-1-10311100_Rev12.00,8,350,151282.926,414286.767,4151.457,0.5008,0.2597,0.104,,POINT (151282.92599999905 414286.7670000009)
beeldmiddenoverzicht_lrl_2018.20,2018_04_20_09_06_32_101901020_RGB_lrl,101901020,2018-04-20,09:06:32,UC-SXp-1-10311100_Rev12.00,8,350,152359.095,414313.8,4149.453,0.3711,0.2322,0.0609,,POINT (152359.0949999988 414313.80000000075)
beeldmiddenoverzicht_lrl_2018.21,2018_04_20_09_06_45_101901021_RGB_lrl,101901021,2018-04-20,09:06:45,UC-SXp-1-10311100_Rev12.00,8,350,153434.896,414306.203,4147.388,0.3858,0.1885,359.9288,,POINT (153434.89600000158 414306.2030000016)
beeldmiddenoverzicht_lrl_2018.22,2018_04_20_09_06_58_101901022_RGB_lrl,101901022,2018-04-20,09:06:58,UC-SXp-1-10311100_Rev12.00,8,350,154512.905,414279.585,4149.835,0.3917,0.2011,0.0356,,POINT (154512.9050000012 414279.5850000009)
beeldmiddenoverzicht_lrl_2018.23,2018_04_20_09_07_11_101901023_RGB_lrl,101901023,2018-04-20,09:07:11,UC-SXp-1-10311100_Rev12.00,8,350,155588.738,414272.872,4148.938,0.4046,0.1923,0.013,,POINT (155588.73800000176 414272.8720000014)
beeldmiddenoverzicht_lrl_2018.24,2018_04_20_09_07_24_101901024_RGB_lrl,101901024,2018-04-20,09:07:24,UC-SXp-1-10311100_Rev12.00,8,350,156658.861,414281.682,4146.004,0.4266,0.1787,359.9896,,POINT (156658.86100000143 414281.68200000003)
beeldmiddenoverzicht_lrl_2018.25,2018_04_20_09_07_37_101901025_RGB_lrl,101901025,2018-04-20,09:07:37,UC-SXp-1-10311100_Rev12.00,8,350,157734.22,414279.734,4149.145,0.3974,0.1981,0.0805,,POINT (157734.2199999988 414279.7340000011)
beeldmiddenoverzicht_lrl_2018.26,2018_04_20_09_07_50_101901026_RGB_lrl,101901026,2018-04-20,09:07:50,UC-SXp-1-10311100_Rev12.00,8,350,158812.714,414295.106,4147.728,0.4067,0.1911,359.9835,,POINT (158812.71400000155 414295.10599999875)
beeldmiddenoverzicht_lrl_2018.27,2018_04_20_09_08_03_101901027_RGB_lrl,101901027,2018-04-20,09:08:03,UC-SXp-1-10311100_Rev12.00,8,350,159888.478,414291.272,4149.927,0.4031,0.2006,359.9677,,POINT (159888.47800000012 414291.2719999999)
beeldmiddenoverzicht_lrl_2018.28,2018_04_20_09_08_15_101901028_RGB_lrl,101901028,2018-04-20,09:08:15,UC-SXp-1-10311100_Rev12.00,8,350,160962.932,414291.835,4148.954,0.4542,0.1896,359.9848,,POINT (160962.93200000003 414291.8350000009)
beeldmiddenoverzicht_lrl_2018.29,2018_04_20_09_08_28_101901029_RGB_lrl,101901029,2018-04-20,09:08:28,UC-SXp-1-10311100_Rev12.00,8,350,162038.231,414283.799,4146.413,0.4063,0.1962,0.0307,,POINT (162038.23099999875 414283.7989999987)
beeldmiddenoverzicht_lrl_2018.30,2018_04_20_09_08_41_101901030_RGB_lrl,101901030,2018-04-20,09:08:41,UC-SXp-1-10311100_Rev12.00,8,350,163112.268,414265.874,4147.774,0.3963,0.1824,0.0109,,POINT (163112.26799999923 414265.8740000017)
beeldmiddenoverzicht_lrl_2018.31,2018_04_20_09_08_54_101901031_RGB_lrl,101901031,2018-04-20,09:08:54,UC-SXp-1-10311100_Rev12.00,8,350,164194.317,414257.827,4148.742,0.4678,0.19,0.0835,,POINT (164194.31700000167 414257.8269999996)
beeldmiddenoverzicht_lrl_2018.32,2018_04_20_09_09_07_101901032_RGB_lrl,101901032,2018-04-20,09:09:07,UC-SXp-1-10311100_Rev12.00,8,350,165270.185,414293.276,4145.67,0.7941,-0.4789,359.9032,,POINT (165270.18499999866 414293.27600000054)
beeldmiddenoverzicht_lrl_2018.33,2018_04_20_09_09_20_101901033_RGB_lrl,101901033,2018-04-20,09:09:20,UC-SXp-1-10311100_Rev12.00,8,350,166343.67,414281.458,4149.334,0.3708,0.2083,0.0288,,POINT (166343.6700000018 414281.45800000057)
beeldmiddenoverzicht_lrl_2018.34,2018_04_20_09_09_33_101901034_RGB_lrl,101901034,2018-04-20,09:09:33,UC-SXp-1-10311100_Rev12.00,8,350,167420.649,414282.971,4149.502,0.4625,0.1787,359.8784,,POINT (167420.6490000002 414282.97100000083)
beeldmiddenoverzicht_lrl_2018.35,2018_04_20_09_09_46_101901035_RGB_lrl,101901035,2018-04-20,09:09:46,UC-SXp-1-10311100_Rev12.00,8,350,168493.071,414278.635,4147.953,0.4145,0.1822,0.0025,,POINT (168493.0709999986 414278.63500000164)
beeldmiddenoverzicht_lrl_2018.36,2018_04_20_09_09_59_101901036_RGB_lrl,101901036,2018-04-20,09:09:59,UC-SXp-1-10311100_Rev12.00,8,350,169569.044,414277.563,4146.871,0.3664,0.1875,0.1928,,POINT (169569.04399999976 414277.563000001)
beeldmiddenoverzicht_lrl_2018.37,2018_04_20_09_10_12_101901037_RGB_lrl,101901037,2018-04-20,09:10:12,UC-SXp-1-10311100_Rev12.00,8,350,170646.797,414279.762,4147.99,0.4275,0.1795,359.9318,,POINT (170646.7969999984 414279.76199999824)
beeldmiddenoverzicht_lrl_2018.38,2018_04_20_09_10_25_101901038_RGB_lrl,101901038,2018-04-20,09:10:25,UC-SXp-1-10311100_Rev12.00,8,350,171721.077,414283.181,4148.352,0.4976,0.1925,359.9907,,POINT (171721.07699999958 414283.1810000017)
beeldmiddenoverzicht_lrl_2018.39,2018_04_20_09_10_38_101901039_RGB_lrl,101901039,2018-04-20,09:10:38,UC-SXp-1-10311100_Rev12.00,8,350,172794.071,414269.604,4145.771,0.4713,0.1741,0.1542,,POINT (172794.0709999986 414269.6039999984)
beeldmiddenoverzicht_lrl_2018.40,2018_04_20_09_10_51_101901040_RGB_lrl,101901040,2018-04-20,09:10:51,UC-SXp-1-10311100_Rev12.00,8,350,173871.01,414256.594,4149.918,0.3845,0.1927,0.2501,,POINT (173871.01000000164 414256.5940000005)
