FID,id,gebied,omschrijving,geldig_van,geldig_tot,aanmaak_dd,mutatie_dd,bron,entiteit,systeem,status,lengte_km,se_anno_cad_data,gdb_geomattr_data,shape
clearway.95,107,Rijnveld,Vrije Scheepvaartzone van nabij Texel VSS naar Noord Hinder Noord,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,34.54151996,,,"LINESTRING (505919.17810000014 5795630.8408, 526179.0007999996 5823606.833699999)"
clearway.96,108,Rijnveld,Vrije Scheepvaartzone nabij Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,7.786276,,,"LINESTRING (499135.08910000045 5799452.1271, 505919.17810000014 5795630.8408)"
clearway.97,109,Rijnveld,Vrije Scheepvaartzone nabij Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,7.34113276,,,"LINESTRING (496372.4818000002 5794880.793500001, 502768.7252000002 5791277.975099999)"
clearway.98,110,Rijnveld,Vrije Scheepvaartzone van nabij Texel VSS naar NHN,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,6.63268434,,,"LINESTRING (498879.90500000026 5785904.9332, 502768.7252000002 5791277.975099999)"
clearway.100,112,Rijnveld,Vrije Scheepvaartzone nabij Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,7.77996438,,,"LINESTRING (514139.65830000024 5784873.0579, 507361.06620000023 5788691.2424)"
clearway.101,113,Rijnveld,Vrije Scheepvaartzone van Noord Hinder Noord naar Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,9.22898618,,,"LINESTRING (507521.9101999998 5778440.3607, 514139.65830000024 5784873.0579)"
clearway.102,114,Rijnveld,Vrije Scheepvaartzone van nabij Texel VSS naar Noord Hinder Noord,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,7.68515673,,,"LINESTRING (502986.92009999976 5782372.343699999, 507361.06620000023 5788691.2424)"
clearway.104,116,Rijnveld,Vrije Scheepvaartzone van Noord Hinder Noord naar Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,10.12122777,,,"LINESTRING (518036.62870000023 5782678.0075, 511052.9883000003 5775352.1613)"
clearway.106,118,Rijnveld,Vrije Scheepvaartzone en voorzorgsgebied Maas naar Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,10.01663826,,,"LINESTRING (522311.95529999956 5769502.0451, 523858.8542999998 5779398.5165)"
clearway.108,120,Rijnveld,Vrije Scheepvaartzone en voorzorgsgebied Maas naar Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,5.93748752,,,"LINESTRING (530569.1140000001 5775618.821699999, 529925.2408999996 5769716.349300001)"
clearway.109,121,Rijnveld,Vrije Scheepvaartzone van Maas Noord West VSS naar Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,4.464806,,,"LINESTRING (534459.2472000001 5773427.6225000005, 530569.1140000001 5775618.821699999)"
clearway.110,122,Rijnveld,Vrije Scheepvaartzone van Maas Noord West VSS naar Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,4.01933194,,,"LINESTRING (537215.2909000004 5778002.6225000005, 533713.2947000004 5779975.1975)"
clearway.111,123,Rijnveld,Vrije Scheepvaartzone nabij Rijnveld,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,8.85802802,,,"LINESTRING (518130.6582000004 5788752.4581, 510412.7644999996 5793099.7303)"
clearway.112,124,Rijnveld,Vrije Scheepvaartzone van nabij Texel VSS naar Noord Hinder Noord,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,14.05232209,,,"LINESTRING (518410.89749999996 5804653.8475, 510412.7644999996 5793099.7303)"
clearway.113,125,Rijnveld,Aanbevolen route Nabij Breeveertien,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,10.28622989,,,"LINESTRING (530806.1010999996 5801073.460100001, 532394.6250999998 5811236.2903)"
clearway.114,126,Rijnveld,Vrije Scheepvaartzone nabij De Ruyter,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,11.72475106,,,"LINESTRING (519671.9913999997 5806475.626, 530280.2200999996 5811469.148800001)"
clearway.115,127,IJgeul,Vrije Scheepvaartzone nabij De Ruyter,2013-08-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,RWS Zee en Delta,clearway,VSS,Actief,18.90589237,,,"LINESTRING (532601.8415999999 5812561.986199999, 547611.7163000004 5819627.4585, 549927.7021000003 5819660.3675)"
