FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2009_50.1,0,300204,3,204,210,198.114,-11.886,-11.712,-,1 - 3 4 5 -,4,1511.2,,,"POLYGON ((169372.58999999985 607769.925999999, 169821.1860000007 607393.5100000016, 169711.91200000048 607263.2820000015, 169263.31599999964 607639.699000001, 169372.58999999985 607769.925999999))"
trend_2009_50.2,0,300220,3,220,360,273.75622951,-86.24377049,-14.25,-,1 - 3 4 5 -,4,1765,,,"POLYGON ((169517.061999999 607936.2129999995, 170054.79199999943 607468.7710000016, 169943.26199999824 607340.4699999988, 169405.53200000152 607807.9120000005, 169517.061999999 607936.2129999995))"
trend_2009_50.3,0,300240,3,240,440,310.12733333,-129.87266667,-18.422,-,1 - 3 4 5 -,4,1840,,,"POLYGON ((169647.061999999 608089.2129999995, 170213.0940000005 607597.1689999998, 170101.5639999993 607468.8680000007, 169535.53200000152 607960.9120000005, 169647.061999999 608089.2129999995))"
trend_2009_50.4,0,300260,3,260,450,286.84201093,-163.15798907,-25.828,-,1 - 3 4 5 -,4,1840,,,"POLYGON ((169778.061999999 608241.2129999995, 170344.0940000005 607749.1689999998, 170232.5639999993 607620.8680000007, 169666.53200000152 608112.9120000005, 169778.061999999 608241.2129999995))"
trend_2009_50.5,0,300280,3,280,450,259.35934973,-190.64065027,-27.701,-,1 - 3 4 5 -,4,1840,,,"POLYGON ((169910.061999999 608395.2129999995, 170476.0940000005 607903.1680000015, 170364.5639999993 607774.8680000007, 169798.53200000152 608266.9120000005, 169910.061999999 608395.2129999995))"
trend_2009_50.6,0,300300,3,300,455,241.9179071,-213.0820929,-26.597,-,1 - 3 4 5 -,4,1840,,,"POLYGON ((170039.7349999994 608544.2919999994, 170597.0940000005 608042.4439999983, 170483.34200000018 607916.1099999994, 169925.98299999908 608417.9580000006, 170039.7349999994 608544.2919999994))"
trend_2009_50.7,0,300301,3,301,460,241.9605847,-218.0394153,-26.317,-,1 - 3 4 5 -,4,1840,,,"POLYGON ((170120.04199999943 608612.0009999983, 170621.8900000006 608054.6420000009, 170495.55600000173 607940.8900000006, 169993.70800000057 608498.2490000017, 170120.04199999943 608612.0009999983))"
trend_2009_50.8,0,300302,3,302,465,246.02620219,-218.97379781,-29.285,-,1 - 3 4 5 -,4,1840,,,"POLYGON ((170237.2809999995 608688.5940000005, 170656.67599999905 608066.8159999996, 170515.73900000006 607971.7529999986, 170096.3440000005 608593.5309999995, 170237.2809999995 608688.5940000005))"
trend_2009_50.9,0,300303,3,303,475,257.11744809,-217.88255191,-31.403,-,1 - 3 4 - -,4,1840,,,"POLYGON ((170380.41099999845 608754.2349999994, 170697.375 608074.5040000007, 170543.30200000107 608002.6590000018, 170226.33900000155 608682.3900000006, 170380.41099999845 608754.2349999994))"
trend_2009_50.10,0,602271,6,2271,324,405.8,81.8,7.261,-,- - - - 5 -,1,1106.1,,,"POLYGON ((113473.61100000143 571246.3729999997, 113165.72700000182 571438.7600000016, 113266.41200000048 571599.8889999986, 113574.29500000179 571407.5020000003, 113473.61100000143 571246.3729999997))"
trend_2009_50.11,0,701585,7,1585,-55,-40.9,14.1,0.469,-,- - - - 5 -,1,386.9,,,"POLYGON ((106297.84299999848 536681.0890000015, 106275.41800000146 536687.9450000003, 106325.12099999934 536850.5170000009, 106347.54699999839 536843.6609999985, 106297.84299999848 536681.0890000015))"
trend_2009_50.12,0,701606,7,1606,-69,-62.8,6.2,-0.051,>2019,- - - - 5 -,3,345.1,,,"POLYGON ((106295.21200000122 536662.8399999999, 106297.63699999824 536662.0520000011, 106245.10399999842 536500.3720000014, 106242.6790000014 536501.1600000001, 106295.21200000122 536662.8399999999))"
trend_2009_50.13,0,1603340,16,3340,68,78.48319126,10.48319126,-1.276,2017,- - - 4 - -,3,427.6,,,"POLYGON ((26425.758999999613 385655.1779999994, 26466.76900000125 385704.05099999905, 26581.675999999046 385607.6330000013, 26540.666000001132 385558.76000000164, 26425.758999999613 385655.1779999994))"
trend_2009_50.14,0,1603360,16,3360,34,58.2,24.2,-1.427,>2019,- - - 4 - -,3,442.7,,,"POLYGON ((26579.76000000164 385527.1779999994, 26625.622999999672 385581.8350000009, 26740.528999999166 385485.41699999943, 26694.666000001132 385430.76000000164, 26579.76000000164 385527.1779999994))"
trend_2009_50.15,0,1603380,16,3380,72,81.19247268,9.19247268,1.045,-,- - - 4 - -,1,404.5,,,"POLYGON ((26848.666000001132 385302.76000000164, 26815.08100000024 385262.7340000011, 26700.17399999872 385359.15199999884, 26733.76000000164 385399.1779999994, 26848.666000001132 385302.76000000164))"
trend_2009_50.16,0,1603400,16,3400,-109,-26.86939071,82.13060929,12.839,-,- - - 4 - -,1,1583.9,,,"POLYGON ((27002.666000001132 385174.76000000164, 26590.028999999166 384682.9970000014, 26475.12200000137 384779.41600000113, 26887.758999999613 385271.1779999994, 27002.666000001132 385174.76000000164))"
trend_2009_50.17,0,1603420,16,3420,-146,-99.41064754,46.58935246,-3.141,>2019,- - - 4 - -,3,614.1,,,"POLYGON ((27040.758999999613 385144.1779999994, 27141.708999998868 385264.4849999994, 27256.616000000387 385168.06700000167, 27155.666000001132 385047.76000000164, 27040.758999999613 385144.1779999994))"
trend_2009_50.18,0,1603440,16,3440,-144,-116.30671312,27.69328689,0.099,-,- - - 4 - -,1,309.9,,,"POLYGON ((27308.666000001132 384920.76000000164, 27305.484000001103 384916.9679999985, 27190.576999999583 385013.38599999994, 27193.758999999613 385017.1779999994, 27308.666000001132 384920.76000000164))"
trend_2009_50.19,0,1603458,16,3458,-128,-115.93012022,12.06987978,-0.892,>2019,- - - 4 - -,3,389.2,,,"POLYGON ((27333.76000000164 384900.1779999994, 27362.427999999374 384934.3440000005, 27477.335000000894 384837.92599999905, 27448.666000001132 384803.76000000164, 27333.76000000164 384900.1779999994))"
trend_2009_50.20,0,1700011,17,11,243,290.7,47.7,4.571,-,- - - 4 - -,1,757.1,,,"POLYGON ((28482.315999999642 381330.80700000003, 28603.4290000014 381524.6279999986, 28730.63699999824 381445.1400000006, 28609.52400000021 381251.3189999983, 28482.315999999642 381330.80700000003))"
trend_2009_50.21,0,1700031,17,31,197,228.9,31.9,0.225,-,- - - 4 - -,1,322.5,,,"POLYGON ((28311.31700000167 381433.80700000003, 28317.278000000864 381443.34699999914, 28444.484999999404 381363.8590000011, 28438.52400000021 381354.3189999983, 28311.31700000167 381433.80700000003))"
trend_2009_50.22,0,1700051,17,51,157,175.9,18.9,-4.648,2013,- - - 4 - -,3,764.8,,,"POLYGON ((28253.324999999255 381467.52899999917, 28133.629999998957 381268.3229999989, 28005.054999999702 381345.5789999999, 28124.7490000017 381544.78400000185, 28253.324999999255 381467.52899999917))"
trend_2009_50.23,0,1700071,17,71,179,165.6,-13.4,-8.272,-,1 - - 4 - -,4,1127.2,,,"POLYGON ((28081.324999999255 381570.52899999917, 27868.304999999702 381216.00400000066, 27739.730000000447 381293.26000000164, 27952.75 381647.78400000185, 28081.324999999255 381570.52899999917))"
trend_2009_50.24,0,1700146,17,146,139,182.1,43.1,1.016,-,- - - - - -,1,401.6,,,"POLYGON ((27309.7490000017 382034.78400000185, 27335.912999998778 382078.3280000016, 27464.48800000176 382001.0729999989, 27438.324000000954 381957.52800000086, 27309.7490000017 382034.78400000185))"
trend_2009_50.25,0,1700161,17,161,108,140.1,32.1,0.909,-,- - - - - -,1,390.9,,,"POLYGON ((27181.7490000017 382111.78400000185, 27205.15799999982 382150.7430000007, 27333.732999999076 382073.48699999973, 27310.324000000954 382034.52899999917, 27181.7490000017 382111.78400000185))"
trend_2009_50.26,0,1700171,17,171,106,126.5,20.5,0.443,-,- - - - - -,1,344.3,,,"POLYGON ((26703.903999999166 382249.7190000005, 26706.98600000143 382271.65300000086, 26855.526999998838 382250.77800000086, 26852.44399999827 382228.8429999985, 26703.903999999166 382249.7190000005))"
trend_2009_50.27,0,1700188,17,188,104,125.5,21.5,-0.375,>2019,- - - - - -,3,337.5,,,"POLYGON ((26703.51000000164 382249.9549999982, 26700.576999999583 382231.4360000007, 26552.42399999872 382254.90100000054, 26555.357000000775 382273.4200000018, 26703.51000000164 382249.9549999982))"
trend_2009_50.28,0,1700208,17,208,98,106.2,8.2,-0.486,>2019,- - - - - -,3,348.6,,,"POLYGON ((26511.51000000164 382279.9549999982, 26507.708999998868 382255.9539999999, 26359.55600000173 382279.41899999976, 26363.357000000775 382303.4200000018, 26511.51000000164 382279.9549999982))"
