FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
meer.6477,13000,305000,9474,Meren,85K-100-26,85K-100-2626,Meren,v. 2010-11,Meer,Droog,HWN,,,13,305,,85K-100-26,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
meer.6894,201382,504516,10017,Zwarte Waterdelta,75A-120,75A-120-01,Zwarte Water ZW2,Zwarte meer,Meer,Nat,HVWN,,,201.382,504.516,,75A-120-01,1679,RWS ON / ON District Noord,1679,,,POINT (201382 504516)
meer.6900,142802,559054,10023,IJsselmeer,75A-123,75A-123-01,IJsselmeergebied YMYM,Zuiderhaven te Breezanddijk,Meer,Nat,HVWN,,,142.802,559.054,1929,75A-123-01,1675,RWS MN / MN District Noord,1675,,,POINT (142802 559054)
meer.6901,132098,549237,10024,IJsselmeer,75A-123,75A-123-02,IJsselmeergebied YMAD,Binnenhaven Den Oever,Meer,Nat,HVWN,,,132.098,549.237,1927,75A-123-02,1675,RWS MN / MN District Noord,1675,,,POINT (132098 549237)
meer.6903,38512,406877,10026,Oosterschelde West,75A-125,75A-125-01,Oosterschelde West DK1,Havens Oosterschelde kering,Meer,Nat,HVWN,,,38.512,406.877,,75A-125-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (38512 406877)
meer.6960,74587,391432,10083,"Zoommeer, Schelde-Rijnverbinding",75B-103,75B-103-01,NVO246 Prinsesseplaat,Natuurvriendelijke oever Prinsesseplaat NVO246    ,Meer,Nat,HWS,,,74.587,391.432,1992,75B-103-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (74587 391432)
meer.6961,151583,498014,10084,Markermeer,75B-104,75B-104-01,NVO065 Oostvaardersdijk,Natuurvriendelijke oever Oostvaardersdijk NVO065    ,Meer,Nat,HWS,,,151.583,498.014,,75B-104-01,1675,RWS MN / MN District Noord,1675,,,POINT (151583 498014)
meer.6962,153731,519750,10085,Markermeer,75B-104,75B-104-02,NVO063 Houtribdijk,Natuurvriendelijke oever Houtribdijk NVO063    ,Meer,Nat,HWS,,,153.731,519.75,1998,75B-104-02,1675,RWS MN / MN District Noord,1675,,,POINT (153731 519750)
meer.6977,179731,512109.00000000006,10100,Ketelmeer,75B-110,75B-110-01,NVO269 IJsseloog,Natuurvriendelijke oever IJsseloog NVO269    ,Meer,Nat,HWS,,,179.731,512.109,,75B-110-01,1675,RWS MN / MN District Noord,1675,,,POINT (179731 512109)
meer.6980,170437,485994,10103,Toegangsgeul naar de havens van Harderwijk,75B-112,75B-112-01,NVO314 Knardijk open vooroever,Natuurvriendelijke oever Knardijk open vooroever NVO314    ,Meer,Nat,HWS,,,170.437,485.994,,75B-112-01,1675,RWS MN / MN District Noord,1675,,,POINT (170437 485994)
meer.6982,148741,521945.00000000006,10105,Vaarweg door het naviduct Krabbersgat,75B-114,75B-114-01,NVO064 Naviduct,Natuurvriendelijke oever Naviduct NVO064    ,Meer,Nat,HWS,,,148.741,521.945,2001,75B-114-01,1675,RWS MN / MN District Noord,1675,,,POINT (148741 521945)
meer.6983,184969,509692,10106,Vossemeer,75B-115,75B-115-01,NVO069 Kampen,Natuurvriendelijke oever Kampen NVO069    ,Meer,Nat,HWS,,,184.969,509.692,1997,75B-115-01,1675,RWS MN / MN District Noord,1675,,,POINT (184969 509692)
meer.6985,163047,475078,10108,Nuldernauw,75B-117,75B-117-01,NVO270 Schuitenbeek,Natuurvriendelijke oever Schuitenbeek NVO270    ,Meer,Nat,HWS,,,163.047,475.078,,75B-117-01,1675,RWS MN / MN District Noord,1675,,,POINT (163047 475078)
meer.6986,186804,501707,10109,Drontermeer,75B-118,75B-118-01,NVO049 De Abbert,Natuurvriendelijke oever De Abbert NVO049    ,Meer,Nat,HWS,,,186.804,501.707,1989,75B-118-01,1675,RWS MN / MN District Noord,1675,,,POINT (186804 501707)
meer.6987,186876,501519,10110,Drontermeer,75B-118,75B-118-02,NVO048 De Abbert 2,Natuurvriendelijke oever De Abbert 2 NVO048    ,Meer,Nat,HWS,,,186.876,501.519,1994,75B-118-02,1675,RWS MN / MN District Noord,1675,,,POINT (186876 501519)
meer.6998,74551,409224,10121,Noordergat,75B-124,75B-124-01,NVO240 Krammerse Slikken,Natuurvriendelijke oever Krammerse Slikken NVO240    ,Meer,Nat,HWS,,,74.551,409.224,1990,75B-124-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (74551 409224)
meer.6999,75734,406888,10122,Noordergat,75B-124,75B-124-02,NVO241 Noordplaat,Natuurvriendelijke oever Noordplaat NVO241    ,Meer,Nat,HWS,,,75.734,406.888,1990,75B-124-02,1672,RWS ZD / ZD District Noord,1672,,,POINT (75734 406888)
meer.7000,85794,409356,10123,Noord-Volkerak,75B-125,75B-125-01,NVO247 Schor Sabina Hendricapolder,Natuurvriendelijke oever Schor Sabina Hendricapolder NVO247    ,Meer,Nat,HWS,,,85.794,409.356,1994,75B-125-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (85794 409356)
meer.7017,129744,488244,10140,Pampusgeul,75B-129,75B-129-01,NVO053 IJdoorn,Natuurvriendelijke oever IJdoorn NVO053    ,Meer,Nat,HWS,,,129.744,488.244,2003,75B-129-01,1675,RWS MN / MN District Noord,1675,,,POINT (129744 488244)
meer.7018,179018,490279,10141,Veluwemeer,75B-130,75B-130-01,NVO067 Polsmaten,Natuurvriendelijke oever Polsmaten NVO067    ,Meer,Nat,HWS,,,179.018,490.279,1989,75B-130-01,1675,RWS MN / MN District Noord,1675,,,POINT (179018 490279)
meer.7021,169339,485974,10144,Wolderwijd,75B-132,75B-132-01,NVO070 De Biezen,Natuurvriendelijke oever De Biezen NVO070    ,Meer,Nat,HWS,,,169.339,485.974,,75B-132-01,1675,RWS MN / MN District Noord,1675,,,POINT (169339 485974)
meer.7022,169840,486427,10145,Wolderwijd,75B-132,75B-132-02,NVO313 Knardijk dichte vooroever,Natuurvriendelijke oever Knardijk dichte vooroever NVO313    ,Meer,Nat,HWS,,,169.84,486.427,,75B-132-02,1675,RWS MN / MN District Noord,1675,,,POINT (169840 486427)
meer.7023,168305,482574,10146,Wolderwijd,75B-132,75B-132-03,NVO071 Horst,Natuurvriendelijke oever Horst NVO071    ,Meer,Nat,HWS,,,168.305,482.574,1992,75B-132-03,1675,RWS MN / MN District Noord,1675,,,POINT (168305 482574)
meer.7024,130416,484104,10147,IJmeer,75B-133,75B-133-01,NVO264 PEN eiland,Natuurvriendelijke oever PEN eiland NVO264    ,Meer,Nat,HWS,,,130.416,484.104,,75B-133-01,1675,RWS MN / MN District Noord,1675,,,POINT (130416 484104)
meer.7025,72581,400217,10148,"Eendracht, Schelde-Rijnverbinding",75B-134,75B-134-01,NVO238 Boereplaat,Natuurvriendelijke oever Boereplaat NVO238    ,Meer,Nat,HWS,,,72.581,400.217,1993,75B-134-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (72581 400217)
meer.7026,78745,406096,10149,"Eendracht, Schelde-Rijnverbinding",75B-134,75B-134-02,NVO237 Dintelse Gorzen,Natuurvriendelijke oever Dintelse Gorzen NVO237    ,Meer,Nat,HWS,,,78.745,406.096,1991,75B-134-02,1672,RWS ZD / ZD District Noord,1672,,,POINT (78745 406096)
meer.7027,184155,512159.99999999994,10150,Keteldiep,75B-135,75B-135-01,NVO062 IJsselmonding,Natuurvriendelijke oever IJsselmonding NVO062    ,Meer,Nat,HWS,,,184.155,512.16,1997,75B-135-01,1675,RWS MN / MN District Noord,1675,,,POINT (184155 512160)
meer.7048,0,0,10171,Kreil,75B-140,75B-140-01,NVO265 de Kreupel,Natuurvriendelijke oever de Kreupel NVO265    ,Meer,Nat,HWS,,,0,0,,75B-140-01,1675,RWS MN / MN District Noord,1675,,,POINT (0 0)
meer.7113,73671,406128,10236,Zuid-Vlije,75B-150,75B-150-01,NVO244 Slikken van de Heen Oost,Natuurvriendelijke oever Slikken van de Heen Oost NVO244    ,Meer,Nat,HWS,,,73.671,406.128,1994,75B-150-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (73671 406128)
meer.7114,72348,407170,10237,Zuid-Vlije,75B-150,75B-150-02,NVO243 Slikken van de Heen west,Natuurvriendelijke oever Slikken van de Heen west NVO243    ,Meer,Nat,HWS,,,72.348,407.17,1994,75B-150-02,1672,RWS ZD / ZD District Noord,1672,,,POINT (72348 407170)
meer.7115,84210,410376,10238,Hellegat,75B-151,75B-151-01,NVO242 Ooltgensplaat,Natuurvriendelijke oever Ooltgensplaat NVO242    ,Meer,Nat,HWS,,,84.21,410.376,1991,75B-151-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (84210 410376)
meer.7116,84986,411933,10239,Hellegat,75B-151,75B-151-02,NVO239 Hellegatsplaten,Natuurvriendelijke oever Hellegatsplaten NVO239    ,Meer,Nat,HWS,,,84.986,411.933,1991,75B-151-02,1672,RWS ZD / ZD District Noord,1672,,,POINT (84986 411933)
meer.7145,71074,408210,10268,Voorhavens Krammersluizen,75B-156,75B-156-01,NVO245 Plaat van de Vliet,Natuurvriendelijke oever Plaat van de Vliet NVO245    ,Meer,Nat,HWS,,,71.074,408.21,1992,75B-156-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (71074 408210)
meer.7583,13000,305000,10806,Meren,86K-100-24,86K-100-2424,Meren,v.1.3,Meer,Droog,HWN,,,13,305,,86K-100-24,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
