Ministerie;Leverancier;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
DEF;Bloembinderij De Kelk;1;;;;;;;;;;1
DEF;Bloembinderij van der Maat;;1;;;;;;;;;1
DEF;Bloemdecoratie Harlekijn V.O.F.;;1;;;;;;;;;1
DEF;Bloemenboutique Het westen;1;;;;;;;;;;1
DEF;Bloemenboutique Nicole V.O.F.;1;1;;;;;;;;;1
DEF;Bloemennis;;;;;;;;1;;;1
DEF;BloemenNoord;1;;;;;;;;;;1
DEF;Bloemisterij Labberton B.V.;1;;;;;;;1;;;1
DEF;Bloemsierkunst BLOEM;1;;;;;;;;;;1
DEF;Bloemsierkunst Florina;;1;;;;;;;;;1
DEF;Bloemsierkunst Het Bloemenhoekje;;1;;;;;;;;;1
DEF;Blom Opleidingen;1;;;;;;;;;;1
DEF;Blommetje van Blom;1;1;;;;;;;1;;1
DEF;BLOOM your message;;1;;;;;;;;;1
DEF;BO Motor Oil;1;;;;;;;;;;1
DEF;Bob's Bloemen en Zo;1;;;;;;;;;;1
DEF;Boca Kaarsen Groep B.V.;;1;;;;;;;;;1
DEF;Boeketcadeau.nl;;1;;;;;;;;;1
DEF;Boeketterie Binnenweg;1;;;;;;;;;;1
DEF;Boekhandel van de Ven B.V.;;1;;;;;;;;;1
DEF;Boels Verhuur;2;;;;;;;2;;;2
DEF;Boelstra Winkelinterieur;1;;;;;;;;;;1
DEF;Boes Almelo Lastechniek B.V.;1;;;;;;;;;;1
DEF;Bollys;;1;;;;;;;;;1
DEF;Bonsema Verpakking B.V.;1;;;;;;;;;;1
DEF;Boode in Bathmen B.V.;;1;;;;;;;;;1
DEF;Boom B.V.;1;;;;;;;;1;;1
DEF;Boom uitgevers Amsterdam B.V.;4;;;;;;;;;;4
DEF;Boonstra Retail B.V.;1;1;;;;;;;;;1
DEF;Boot & Stuurliedencoöp. 'De Koperen Ploeg' WA;1;;;;;;;;;;1
DEF;Borduurwerkdeal B.V.;1;;;;;;;;;;1
DEF;BO-Rent;1;;;;;;;;;;1
DEF;Bos Systemen V.O.F.;;;1;;;;;;;;1
DEF;Boso B.V.;1;;;;;;;;;;1
DEF;Boterhal;;1;;;;;;;;;1
DEF;Bouter B.V.;;;;;;;;1;;;1
DEF;Bouwbedrijf DiJo;1;;;;;;;;;;1
DEF;Bouwhekken Nederland B.V.;;;1;;;;;;;;1
DEF;Bovomed;1;;;;;;;;;;1
DEF;Bowlen & Zo B.V.;1;;;;;;;;;;1
DEF;Bowling en Party Centrum Breda;;1;;;;;;;;;1
DEF;Bracamonte Convenient Kitchen B.V.;;4;;;;;;;;;4
DEF;Brady B.V.;1;;;;;;;;;;1
DEF;BrainBoxConcepts;1;;;;;;;;;;1
DEF;Brand Commerce B.V.;1;;;;;;;;;;1
DEF;Brandenburg Industry Service Specials;1;;;;;;;;;;1
DEF;Brandsma B.V.;1;;;;;;;;;;1
DEF;Brasserie de Koepel;;1;;;;;;;;;1
DEF;Brasserie Sequenza;;1;;;;;;;;;1
DEF;Brasserie Vuur B.V.;1;1;;;;;;;;;1
DEF;Bravour Nederland B.V.;1;;;;;;;;;;1
DEF;Bredemeijer Group B.V.;1;;;;;;;;;;1
DEF;Bredenoord B.V.;1;;;;;;;;;;1
DEF;Breur IJzerhandel Vlietlaan B.V.;1;;;;;;;;1;;1
DEF;Brezan Automaterialen Goes;1;;;;;;;;;;1
DEF;Brilliant Group B.V.;1;;;;;;;;;;1
DEF;Brink Industrial B.V.;;;;;;;4;;;;4
DEF;Brocacef B.V.;5;;;;;;;;;;5
DEF;Brocacef Healthcare Services B.V.;1;;;;;;;;;;1
DEF;Bron Gascare B.V.;1;;;;;;;;;;1
DEF;Bron Snijder wonen en slapen;;;;;;;;1;;;1
DEF;Bronsheim Music;1;;;;;;;;;;1
DEF;Brothers Bag;2;;;;;;;;;;2
DEF;Brouwer Motors B.V.;1;;;;;;;;;;1
DEF;Brouwer Online Shops;1;;;;;;;;;;1
DEF;Brug-Management;;;;;;;2;;;;2
DEF;Bruynzeel Storage Systems B.V.;;;;;;;;1;;;1
DEF;BSI Group The Netherlands B.V.;1;;;;;;;;;;1
DEF;BTTLNS B.V.;1;;;;;;;;;;1
DEF;Buffel B.V.;1;;;;;;;;;;1
DEF;Buijtendijk B.V.;5;;;1;;;;1;1;;5
DEF;Buitenkado;1;;;;;;;;;;1
DEF;Buko Infrasupport B.V.;2;;;;;;;;;;2
DEF;Bumax B.V.;2;;;;;;;;;;2
DEF;Bumper Experience;1;;;;;;;;;;1
DEF;Bunzl Verpakkingen Arnhem B.V.;;;;;;;;1;6;;6
DEF;Bureau Lekkerbek;2;;;;;;;;;;2
DEF;Burger Ferry Agencies B.V.;1;;;;;;;;;;1
DEF;Burger's Dierenhotel Egmond;;;1;;;;;;;;1
DEF;Burrata Turfmarkt B.V.;;1;;;;;;;;;1
DEF;Busch B.V.;1;;;;;;;;;;1
DEF;Buveco Gasdetection B.V.;1;;;;;;;;;;1
DEF;Buxus Bloemenatelier;1;;;;;;;;;;1
DEF;BV Expl. Pleisterplaatsen langs Autosnelwegen;;1;;;;;;;;;1
DEF;C.:Worx;;;;;;;;;1;;1
DEF;C.J. Agencies B.V.;1;;;;;;;;;;1
DEF;Cadeaubonnen.nl B.V.;1;;;;;;;;;;1
DEF;Café De Molen;;1;;;;;;;;;1
DEF;Café-Restaurant de Lage Vuursche;1;;;;;;;;;;1
DEF;Café-Restaurant 'Stad Parijs';;1;;;;;;;;;1
DEF;CaJa Music;1;;;;;;;;;;1
DEF;Calumet Photographic B.V.;1;;;;;;;;;;1
DEF;CameraNU.nl;1;;;;;;;;1;;1
DEF;Camping Wittelterbrug V.O.F.;;1;;;;;;;;;1
DEF;Canonline B.V.;;;;;;;;;1;;1
DEF;CanvasCompany.nl B.V.;1;;;;;;;;;;1
DEF;Car Cool Center;1;;;;;;;;;;1
DEF;Carberto;1;;;;;;;;;;1
DEF;Card ID Solutions;1;;;;;;;;;;1
DEF;Cardio Solutions B.V.;1;;;;;;;;;;1
DEF;cards PLM Solutions B.V.;1;;;;;;;;;;1
DEF;Carebo B.V.;1;;;;;;;;;;1
DEF;CarePack Holland B.V.;2;;;;;;;;4;;4
DEF;Cargo Security Systems B.V.;1;;;;;;;;;;1
DEF;Carlux B.V.;1;;;;;;;;;;1
DEF;Carrosserie Akkermans B.V.;1;;;;;;;;;;1
DEF;Cartal Schagen;1;;;;;;;;;;1
DEF;CARU Containers B.V.;1;;;;;;;;;;1
DEF;Cavaloop B.V.;1;;;;;;;;;;1
DEF;CCMP;1;;;;;;;;;;1
DEF;C-DEVICE;1;;;;;;;;;;1
DEF;CD-Rom-Land B.V.;1;;;;;;;;;;1
DEF;Cedere B.V.;;;;;;;;1;;;1
DEF;Celexon Netherlands B.V.;1;;;;;;;1;;;1
DEF;Centix B.V.;1;;;;;;;;;;1
DEF;Central Point Nederland B.V.;1;;;;;;;;;;1
DEF;Challenge Coins;1;1;;;;;;;;;1
DEF;Channel Classics Records B.V.;1;;;;;;;;;;1
DEF;Chrono Eyewear B.V.;2;;;;;;;;;;2
DEF;CHS Special Products B.V.;1;;;;;;;;;;1
DEF;Ciao! Ciao! B.V.;;1;;;;;;;;;1
DEF;Cikam B.V.;1;;;;;;;;;;1
DEF;Circle Graphics;;;;;;;;1;;;1
DEF;Citygis B.V.;1;;;;;;;;;;1
DEF;Clean & Green;;;;;;;;;1;;1
DEF;Clockparts;;;;;;;;;1;;1
DEF;Cloose;;1;;;;;;;;;1
DEF;CMB Badhoevedorp;1;;;;;;;;;;1
DEF;CN Trading;1;;;;;;;;;;1
DEF;COBBS Industries B.V.;4;;;;;;;;;;4
DEF;Cocomp;1;;;;;;;;;;1
DEF;Coelho Musica;1;;;;;;;;;;1
DEF;Coin Design;1;;;;;;;;;;1
DEF;Collectief Saxenburgh Groep;1;;;;;;;;;;1
DEF;Color Wood Photo B.V.;2;;;;;;;;;;2
DEF;Colourfile;2;;;;;;;;;;2
DEF;Combigas B.V.;1;;;;;;;;;;1
DEF;Comfort Best B.V.;2;;;;;;;;;;2
DEF;Compass Group Nederland B.V.;2;4;;;;;;;;;4
DEF;Compressor Service Techniek B.V.;1;;;;;;;;;;1
DEF;Concepts&Storm;1;;;;;;;;;;1
DEF;Condor Arnhem B.V.;3;;;;;;;;;;3
DEF;Conducto B.V.;;;;;;;3;;;;3
DEF;Conferentiehotel Villa Heidebad;;1;;;;;;;;;1
DEF;Conrad Electronic Benelux B.V.;4;;;;;;;;1;;4
DEF;Constr.- en Machinefabriek Moergestel B.V.;1;;;;;;;;;;1
DEF;Constructor Dexion Holland B.V.;1;;;;;;;;;;1
DEF;Control Risks Benelux B.V.;2;;;;;;;;;;2
DEF;Coolblue B.V.;4;;;;;;;;1;;4
DEF;Coolsnit Design en Management B.V.;1;;;;;;;;;;1
DEF;Coolworld Nederland B.V.;;;;;;;;1;;;1
DEF;Coöperatie Action Equipment & Services U.A.;1;;;;;;;;;;1
DEF;Coöperatieve Rabobank UA;1;;;;;;;;;;1
DEF;Copijn Realisatie B.V.;;;;;;;;2;;;2
DEF;Cordstrap B.V.;1;;;;;;;;;;1
DEF;Cormet Enjoy the Good Life B.V.;1;1;;;;;;;;;1
DEF;Cornelese Technical Systems B.V.;2;;;;;;;;;;2
DEF;Cortex B.V.;1;;;;;;;;;;1
DEF;Covebo Techniek;1;;;;;;;;;;1
DEF;CrossFit Uphold Dongen;1;;;;;;;;;;1
DEF;CSU B.V.;3;;;8;;;;;;;8
DEF;CTS Nederland B.V.;2;;;;;;;;;;2
DEF;Customize-it B.V.;1;;;;;;;;;;1
DEF;Cyklop Nederland B.V.;;;;;;;;;1;;1
DEF;Cyphers;1;;;;;;;;;;1
DEF;D.D.S. Electronics Europe B.V.;1;;;;;;;;;;1
DEF;D.E.G. Nederland B.V.;2;;;;;;;;;;2
DEF;D.E.V. Emmen B.V.;;1;;;;;;;;;1
DEF;D.H.T.C. Den Helder Training Centre B.V.;1;;;;;;;;;;1
DEF;D.T. C. Solutions B.V.;1;;;;;;;;;;1
DEF;DAC de Peelhorst GZD;;;1;;;;;;;;1
DEF;Dacon Inspection Technology B.V.;3;;;;;;;;;;3
DEF;DaddysCool;;1;;;;;;;;;1
DEF;Danckaarts Prof. Keukeninrichtingen B.V.;;;;1;;;;;;;1
DEF;DAP Salland;;;1;;;;;;;;1
DEF;Daqpoint Benelux;1;;;;;;;;;;1
DEF;DARA B.V.;;1;;;;;;;;;1
DEF;DAT Training;2;;;;;;;;;;2
DEF;Datona B.V.;;;;;;;;1;;;1
DEF;David's Corner;;1;;;;;;;;;1
DEF;Davilex Software B.V.;1;;;;;;;;;;1
DEF;Daxtrio B.V.;1;;;;;;;;;;1
DEF;DCE Nederland B.V.;2;;;;;;;;;;2
DEF;DDJ Music B.V.;1;;;;;;;;;;1
DEF;De Berenkuil B.V.;;1;;;;;;;;;1
DEF;De Bloemerij;1;;;;;;;;;;1
DEF;De Boer Structures B.V.;2;;;;;;;;;;2
DEF;De Bolhaar Wijnen & Dranken;;1;;;1;;;;;;1
DEF;De Burgh Acht B.V.;2;;;;;;;;;;2
DEF;De Burgh Eindhoven B.V.;1;;;;;;;;;;1
DEF;de Centrale;1;;;;;;;;;;1
DEF;De Digitale B.V.;;;;;;;;2;;;2
DEF;De Gezelligheid;;1;;;;;;;;;1
DEF;De Gouden Ton;;1;;;;;;;;;1
DEF;De Groot Houtbewerkingsmachines B.V.;1;;;;;;;;;;1
DEF;De heren van de Rechter B.V.;;1;;;;;;;;;1
DEF;De Hoeve B.V.;1;;;;;;;;;;1
DEF;De Hooge Woning;;1;;;;;;;;;1
DEF;De Horeca Academie Zakelijk B.V.;;1;;;;;;;;;1
DEF;De Indische B.V.;;1;;;;;;;;;1
DEF;De Kabouterhut B.V.;;1;;;;;;;;;1
DEF;De Kluizenier;1;;;;;;;;;;1
DEF;De Kort Catering B.V.;;1;;;1;;;;;;2
DEF;De Leemskuilen Uden B.V.;1;;;;;;;;;;1
DEF;De leestafel;1;;;;;;;;;;1
DEF;De Liefdesdokter;;1;;;;;;;;;1
DEF;De Lijsten Fabriek;1;;;;;;;;1;;2
DEF;De Lisdodde;1;1;;;;;;;;;1
DEF;de Meisjes met de Wijsjes;1;;;;;;;;;;1
DEF;De Milieu Concurrent;1;;;;;;;;;;1
DEF;De Mispelhoef;;1;;;;;;;;;1
DEF;De Molen Banden B.V.;1;;;;;;;;;;1
DEF;De Nieuwe Pelgrim;;1;;;;;;;;;1
DEF;De Nonnen in Vught;1;;;;;;;;;;1
DEF;De Pennenwinkel;1;;;;;;;;;;1
DEF;de Persgroep Nederland B.V.;1;;;;;;;;1;;1
DEF;De Projectinrichter B.V.;1;;;;;;;;;;1
DEF;De Ridder B.V.;2;;;;;;;7;;;7
DEF;De Ronde Engineering;1;;;;;;;;;;1
DEF;De Rotterdam B.V.;1;;;;;;;;;;1
DEF;De Schaluinenhoeve;;1;;;;;;;;;1
DEF;De Schout Gerechtsdeurwaarders;1;;;;;;;;;;1
DEF;De Sleutelspecialist Leeuwarden V.O.F.;;;;;;;;1;;;1
DEF;De Sleutelspecialist Van den Acker;;;;;;;;2;;;2
DEF;De Splinter B.V.;1;;;;;;;;;;1
DEF;De Sprint Hoogvliet B.V.;3;;;;;;;;;;3
DEF;De Toekomst B.V.;;1;;;;;;;;;1
DEF;De Utrechtse Haven B.V.;;1;;;;;;;;;1
DEF;de ViB fabriek;1;;;;;;;;;;1
DEF;De Vlas Transport B.V.;1;;;;;;;;;;1
DEF;De Voordelige Groep B.V.;;;;;;;;1;;;1
DEF;De Vries Projekt Design B.V.;1;;;;;;;2;;;2
DEF;De Waterreus;;1;;;;;;;;;1
DEF;DE WIT datacenterkoeling B.V.;1;;;;;;;;;;1
DEF;De Witte Raaf;1;;;;;;;;;;1
DEF;Deal It;2;;;;;;;;;;2
DEF;Deba 2000 B.V.;1;;;;;;;3;;;4
DEF;Decathlon Netherlands B.V.;;;;;;;;1;;;1
DEF;Decilux AV Sales;1;;;;;;;;;;1
DEF;Decoma B.V.;;;;;;;;1;;;1
DEF;De-Connectors;2;;;;;;;;;;2
DEF;Decoprints B.V.;;;;;;;;;1;;1
DEF;Defenture B.V.;4;;;;;;;;;;4
DEF;Dekker Vlaggen;;;;;;;;;1;;1
DEF;DEKRA Certification B.V.;2;;;;;;;;;;2
DEF;Delft Congress Support B.V.;1;;;;;;;;;;1
DEF;Delphi;1;;;;;;;;;;1
DEF;Delta Chesterfield B.V.;2;;;;;;;;;;2
DEF;DELTA Comfort B.V.;1;;;;;;;;;;1
DEF;Delta Dierenartsen;;;1;;;;;;;;1
DEF;DELTA Energie B.V.;1;;;;;;;;;;1
DEF;Delta International Promotioneel B.V.;3;1;;;;;;;;;3
DEF;Delta International Uniformuitrustingen B.V.;2;;;;;;;;;;2
DEF;Demcon Production;1;;;;;;;;;;1
DEF;Dentalair Consumables B.V.;1;;;;;;;;;;1
DEF;Dentalair Products Nederland B.V.;1;;;;;;;;;;1
DEF;depoorte.com;1;;;;;;;;;;1
DEF;DerTrade;1;;;;;;;;;;1
DEF;Dertronics B.V.;1;;;;;;;;;;1
DEF;Design Solutions;1;;;;;;;;;;1
DEF;Destil B.V.;;;;;;;;;1;;1
DEF;Devani Creative;;;;;;;;1;;;1
DEF;Deventrade B.V.;1;;;;;;;;;;1
DEF;DG Plus B.V.;;;;;;5;;;;;5
DEF;DHL Express (Netherlands) B.V.;1;;;;;;;;;;1
DEF;Dickens Horecabedrijven B.V.;;1;;;;;;;1;;1
DEF;Diebels Relatiegeschenken B.V.;1;;;;;;;;;;1
DEF;Dierenartsenpraktijk Noord-Oost Twente;;;1;;;;;;;;1
DEF;Dierenartsenpraktijk Schouwen-Duiveland B.V.;;;1;;;;;;;;1
DEF;Dierenartspraktijk Assendelft;1;;;;;;;;;;1
DEF;Dierenartspraktijk de Grauw';;;1;;;;;;;;1
DEF;Dierenartspraktijk Wormer;;;1;;;;;;;;1
DEF;Dierenhospitaal Visdonk;1;;1;;;;;;;;1
DEF;Dierenhotel De Hendrik's Hoeve;;;1;;;;;;;;1
DEF;Dierenkliniek de Kempen;1;;;;;;;;;;1
DEF;Dierenkliniek en Stoeterij Enterbrook;;;1;;;;;;;;1
DEF;Dierenkliniek Hellendoorn-Nijverdal;;;1;;;;;;;;1
DEF;Dierenkliniek Papendrecht;1;;1;;;;;;;;1
DEF;Dierenkliniek Rijen B.V.;;;2;;;;;;;;2
DEF;Dierenkliniek Uden;1;;2;;;;;;;;2
DEF;Dierenkliniek Velperweg;;;1;;;;;;;;1
DEF;Dierenkliniek Zamenhofdreef;1;;;;;;;;;;1
DEF;Dierenpension de Johanneshoeve;;;1;;;;;;;;1
DEF;Dierenpension Melishoeve;1;;;;;;;;;;1
DEF;Dierenpension 't Schipperke;1;;;;;;;;;;1
DEF;Dierenpension Vasco;;;3;;;;;;;;3
DEF;Dierenpension, dierenasiel 'De Hooge Hoeve';;;1;;;;;;;;1
DEF;Digidoc B.V.;1;;;;;;;;;;1
DEF;Digital Pixel Marketing;1;;;;;;;;;;1
DEF;Digital Revolution B.V.;1;;;1;;;;1;1;;1
DEF;Dijk Consult;;;;;;;1;;;;1
DEF;Dijkgraaf-Rijsdorp B.V.;1;;;;;;;;;;1
DEF;Dimanex B.V.;1;;;;;;;;;;1
DEF;Dinee Cafe De Kempen;1;1;;;;;;;;;1
DEF;Diner Thuis;;1;;;;;;;;;1
DEF;Dirmar Seon B.V.;1;;;;;;;;;;1
DEF;Discountoffice.nl B.V.;1;;;;;;;1;2;;2
DEF;Discus Stiens;;;1;;;;;;;;1
DEF;Divoza Ruitersport B.V.;1;;;;;;;;;;1
DEF;Diwolar;1;;;;;;;;;;1
DEF;DJ-Matic B.V.;1;1;;;;;;;;;1
DEF;DK Horeca B.V.;;1;;;;;;;;;1
DEF;DKL Putten B.V.;;;1;;;;;;;;1
DEF;DLS-Drive Line Systems B.V.;1;;;;;;;;;;1
DEF;DNV GL Business Assurance;2;;;;;;;;;;2
DEF;Dog Sport Holland;;;2;;;;;;;;2
DEF;Dogmills;;;1;;;;;;;;1
DEF;Dokkumer Vlaggen Centrale B.V.;1;;;;;;;4;;;4
DEF;Dokmar Maritime Publishers B.V.;1;;;;;;;;;;1
DEF;Dolfi Laser;1;;;;;;;;;;1
DEF;Donar Groen B.V.;;;;;;;;;1;;1
DEF;Doornbos Equipment B.V.;1;;;;;;;;;;1
DEF;dormakaba Nederland B.V.;;;;;;;;1;;;1
DEF;Dorpshuis 'De Brug';;1;;;;;;;;;1
DEF;Double Alpha Academy B.V.;1;;;;;;;;;;1
DEF;Double You Promotions B.V.;;1;;;;;;;;;1
DEF;Douwe Egberts Horeca;;7;;;;;;;;;7
DEF;Douwe's Dump;1;;;;;;;;;;1
DEF;DPI Animation House B.V.;3;;;;;;;;;;3
DEF;Dragonfly Creations;1;;;;;;;;;;1
DEF;DRAGT;2;;;;;;;;1;;2
DEF;Drentea Kantoormeubelen;1;;;;;;;;;;1
DEF;Drinxx Groothandel;;1;;;;;;;;;1
DEF;Driving 4 U B.V.;1;;;;;;;;;;1
DEF;Drogisterij Drossaard;1;;;;;;;;;;1
DEF;Dronestars B.V.;2;;;;;;;;;;2
DEF;Drukbedrijf.nl B.V.;1;;;;;;;;;;1
DEF;Drukproef;1;;;;;;;;;;1
DEF;Druktemaker B.V.;1;;;;;;;;;;1
DEF;Drukwerkoffice B.V.;;;;;;;;;1;;1
DEF;Dryfast B.V.;1;;;;;;;;;;1
DEF;DSH Domburg Sportprijzen Holland/Promopin.nl;1;;;;;;;;;;1
DEF;Duba Beheer B.V.;;1;;;;;;;;;1
DEF;Dudink & Starink Advocaten B.V.;1;;;;;;;;;;1
DEF;Dudok RDM B.V.;1;;;;;;;;;;1
DEF;Duifhuizen e-shop B.V.;1;;;;;;;;;;1
DEF;Duizend Woorden B.V.;;1;;;;;;;;;1
DEF;Dujardin Brandkasten B.V.;1;;;;;;;;;;1
DEF;Duotent B.V.;1;;;;;;;;;;1
DEF;Duratherm Nederland B.V.;1;;;;;;;;;;1
DEF;Dusseldorp Zwolle B.V.;1;;;;;;;;;;1
DEF;Dutch Card Printing;1;;;;;;;;;;1
DEF;Dutch Drone Group B.V.;4;;;;;;;;;;4
DEF;Dutch Etail Network;1;;;;;;;;;;1
DEF;Dutch Hygiene Company B.V.;2;;;;;;;;;;2
DEF;Dutch Maintenance Service B.V.;1;;;;;;;;;;1
DEF;Dutchwood B.V.;1;;;;;;;;;;1
DEF;Dutraco Gouda B.V.;7;;1;;;;;;;;7
DEF;Duursma Electro V.O.F.;1;;;;;;;;;;1
DEF;Duurzaam Resultaat B.V.;;1;;;;;;;;;1
DEF;DWC B.V.;1;;;;;;;;;;1
DEF;E Z Up Europe B.V.;3;;;;;;;;;;3
DEF;E. Cure;1;;;;;;;;;;1
DEF;E.T. Euro Trade Nederland B.V.;1;;;;;;;;;;1
DEF;Eagle Music;1;;;;;;;;;;1
DEF;Easterly Treasure;;1;;;;;;;;;1
DEF;Easy Actors B.V.;5;;;;;;;;;;5
DEF;Easyplants;1;;;;;;;;;;1
DEF;Ecoloss Project B.V.;1;;;;;;;;;;1
DEF;Ecomondo;1;;;;;;;;;;1
DEF;Econox B.V.;1;;;;;;;;;;1
DEF;EcoSmart Nederland B.V.;;;;;;;2;;;;2
DEF;ECR Services B.V.;1;;;;;;;;;;1
DEF;Edelburijn;;;;;;;;;1;;1
DEF;Eden Springs Nederland B.V.;1;;;;;;;;;;1
DEF;Edutech Bouwmachine-Service;1;;;;;;;;;;1
DEF;Eekels Bedrijfskleding;;;;;;;;1;;;1
DEF;Een Veilig Gevoel B.V.;1;;;;;;;;;;1
DEF;Eenkhoorn Financiële Dienstverlening B.V.;1;;;;;;;;;;1
DEF;Eet/Feestcafé De Klok Zalencentrum Catering;;1;;;;;;;;;1
DEF;Eetcafé Janssen & Janssen B.V.;;1;;;;;;;;;1
DEF;Eetcafe Westgaag V.O.F.;;1;;;;;;;;;1
DEF;Eethuis 'De Stoeterij';;1;;;;;;;;;1
DEF;Eet-Villa Van den Brink;;1;;;;;;;;;1
DEF;Effe Anders Ede B.V.;1;;;;;;;;;;1
DEF;Egner kantoorspecialisten;1;;;;;;;;1;;1
DEF;EGS ICT B.V.;1;;;;;;;;;;1
DEF;Eijkelboom B.V.;2;;;;;;;;;;2
DEF;Eijlander Electronics B.V.;2;;;;;;;;;;2
DEF;Eilers Handel Nederland B.V.;2;;;;;;;;6;;6
DEF;Eindhoven Airport Hotel B.V.;1;;;;;;;;;;1
DEF;Eindhoven Airport N.V.;1;;;;;;;;;;1
DEF;EJBdesignery B.V.;1;;;;;;;;;;1
DEF;Electrostart B.V.;1;;;;;;;;;;1
DEF;Elektramat B.V.;1;;;;;;;;;;1
DEF;Elis Nederland B.V.;2;;;;;;;;;;2
DEF;Elnosro B.V.;1;;;;;;;;;;1
DEF;Elscolab B.V.;1;;;;;;;2;;;2
DEF;Elsto Drives & Lifting;1;;;;;;;;;;1
DEF;Elycio Talen B.V.;1;;;;;;;;;;1
DEF;Embedded Management B.V.;1;;;;;;;;;;1
DEF;Emblemen-Badges B.V.;1;;;;;;;;;;1
DEF;Emeritor Procurement Services B.V.;;;;;;;4;;;;4
DEF;Emerson Process Management;2;;;;;;;;;;2
DEF;Emgas B.V.;1;;;;;;;;;;1
DEF;Emkatec;1;;;;;;;;;;1
DEF;EMMA Communicatie B.V.;;1;;;;;;;;;1
DEF;Emmens Geluid;1;;;;;;;;;;1
DEF;EN consultancy;2;;;;;;;;;;2
DEF;Eneco Zakelijk;1;;;;;;;;;;1
DEF;Engels;1;;;;;;;;;;1
DEF;Enjoy Beauty Flowers;;1;;;;;;1;;;1
DEF;EnJoy Bedrijfskleding;1;;;;;;;;;;1
DEF;ENM Design;2;;;;;;;;;;2
DEF;Entertainmentservice Langenberg E.S.L.;1;;;;;;;;;;1
DEF;Epidemic Sound, Netherlands Branch;1;;;;;;;;;;1
DEF;EPS-Presentation B.V.;;;;;;;;2;;;2
DEF;EQIN Industrial B.V.;;;;;;;;;2;;2
DEF;Erdi Las- en Constructiebedrijf B.V.;1;;;;;;;;;;1
DEF;Eriks B.V.;1;;;;;;;;;;1
DEF;Ernst Sillem Hoeve B.V.;;1;;;;;;;;;1
DEF;Errea' Sport Nederland B.V.;1;;;;;;;;;;1
DEF;Ertronix;4;;;;;;;;;;4
DEF;E-Semble;2;;;;;;;;;;2
DEF;Essilor Nederland B.V.;1;;;;;;;;;;1
DEF;Esve B.V.;1;;;;;;;;;;1
DEF;Esvo Campingshop B.V.;;;;;;;;1;;;1
DEF;ESVSHOP B.V.;1;;;;;;;;;;1
DEF;ETCP B.V.;1;;;;;;;;;;1
DEF;Euro Eventservices B.V.;;1;;;;;;;;;1
DEF;Eurofins Salux B.V.;1;;;;;;;;;;1
DEF;Euroforum;1;;;;;;;;;;1
DEF;Eurofysica B.V.;1;;;;;;;;;;1
DEF;Euro-Index B.V.;1;;;;;;;;;;1
DEF;EuropeSecurity B.V.;1;;;;;;;;;;1
DEF;Europlan International V.O.F.;1;;;;;;;;;;1
DEF;EVC Centrum Nederland B.V.;1;;;;;;;;;;1
DEF;Even Uit Evenementen;1;;;;;;;;;;1
DEF;Event Rent Roadshowprodukties;1;;;;;;;;;;1
DEF;EventGoodz B.V.;1;;;;;;;;;;1
DEF;EVENTO party&event-rent B.V.;;;;;;;;1;;;1
DEF;every media;2;;;;;;;;;;2
DEF;Evidensia Dierenklinieken B.V.;;;2;;;;;;;;2
DEF;Evidensia Dierenziekenhuis Nunspeet;;;1;;;;;;;;1
DEF;Evidensia NL Dierenklinieken B.V.;1;;1;;;;;;;;1
DEF;EVO Fenedex;1;;;;;;;;;;1
DEF;Evura;1;;;;;;;;;;1
DEF;Excent Tandtechniek Amsterdam B.V.;1;;;;;;;;;;1
DEF;Experian Nederland B.V.;1;;;;;;;;;;1
DEF;Expert Barneveld;1;;;;;;;;;;1
DEF;Exploit.maatsch. Landgoed Stakenberg B.V.;;1;;;;;;;;;1
DEF;Exploitatiemij. Grand Hotel Karel V B.V.;;1;;;;;;;;;1
DEF;Exploitatiemij. Havencompl. Lauwersoog B.V.;1;;;;;;;;;;1
DEF;Expo Display Service;1;;;;;;;;;;1
DEF;Expovorm International B.V.;1;;;;;;;;;;1
DEF;Extreme Tackle;1;;;;;;;;;;1
DEF;EZW Trading;1;;;;;;;;;;1
DEF;Fa. Schoonhoven Service;1;;;;;;;;;;1
DEF;Fa. Veldwijk Sportprijzen en Relatiegesch.;1;;;;;;;;;;1
DEF;FaberExposize B.V.;1;1;;;;;;;;;1
DEF;Fabory Nederland;1;;;;;;;;;;1
DEF;Faes Cases B.V.;2;;;;;;;1;1;;2
DEF;Falkplan B.V.;1;;;;;;;;;;1
DEF;Farnell (Netherlands) B.V.;1;;;;;;;;;;1
DEF;FBD Producties;1;;;;;;;;;;1
DEF;FCC Advisory B.V.;1;;;;;;;;;;1
DEF;Federal Express Nederland;1;;;;;;;;;;1
DEF;FedEx Express Netherlands B.V.;1;;;;;;;;;;1
DEF;Feeture Insoles B.V.;1;;;;;;;;;;1
DEF;Fémur B.V.;1;;;;;;;;;;1
DEF;Ferry Tekent;1;;;;;;;;;;1
DEF;Festo B.V.;1;;;;;;;;;;1
DEF;Fetum B.V.;1;;;;;;;;;;1
DEF;FIETSBETER;1;;;;;;;;;;1
