FID,MASTNUMMER,LONGITUDE,LATITUDE,LICHTPUNT,X_COORDINAAT,Y_COORDINAAT,LICHTPUNT_SOORT,GEOM
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f46,011926-323,6.53525696,53.21366018,11926,231693.165,581392.972,Abri,POINT (231693.165 581392.972)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f47,011927-324,6.53484595,53.21399072,11927,231665.124,581429.317,Abri,POINT (231665.124 581429.317)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f48,011928-325,6.52708821,53.21475765,11928,231145.567,581506.431,Abri,POINT (231145.567 581506.431)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f49,011929-326,6.5460638,53.214124,11929,232414.22,581456.147,Abri,POINT (232414.22 581456.147)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f4a,011930-327,6.48705005,53.21197628,11930,228475.841,581155.333,Abri,POINT (228475.841 581155.333)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f4b,012209-065,6.56265797,53.20687736,12209,233535.84,580667.711,Abri,POINT (233535.84 580667.711)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f4c,012655-092,6.55604812,53.23391483,12655,233045.409,583669.244,Abri,POINT (233045.409 583669.244)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f4d,012656-093,6.55524475,53.23553093,12656,232988.853,583848.213,Abri,POINT (232988.853 583848.213)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f4e,013368-025,6.50334853,53.20584755,13368,229575.181,580490.077,Abri,POINT (229575.181 580490.077)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f4f,013369-026,6.50130625,53.20791305,13369,229435.178,580717.814,Abri,POINT (229435.178 580717.814)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f50,013370-027,6.50148174,53.20793324,13370,229446.868,580720.242,Abri,POINT (229446.868 580720.242)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f51,014354-040,6.55557836,53.22997168,14354,233021.164,583229.941,Abri,POINT (233021.164 583229.941)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f52,014355-041,6.55538746,53.23002633,14355,233008.318,583235.816,Abri,POINT (233008.318 583235.816)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f53,014356-042,6.55572279,53.23018999,14356,233030.414,583254.391,Abri,POINT (233030.414 583254.391)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f54,014357-043,6.5555295,53.23022831,14357,233017.438,583258.446,Abri,POINT (233017.438 583258.446)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f55,014358-044,6.55322286,53.23210061,14358,232860.043,583464.299,Abri,POINT (232860.043 583464.299)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f56,014359-45,6.55334429,53.23269477,14359,232867.08,583530.548,Abri,POINT (232867.080109782 583530.548383375)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f57,015014-049,6.60657662,53.2363303,15014,236414.505,583993.978,Abri,POINT (236414.505 583993.978)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f58,015015-050,6.6077945,53.23633557,15015,236495.805,583995.942,Abri,POINT (236495.805 583995.942)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f59,015079-028,6.55022617,53.20946266,15079,232700.635,580941.918,Abri,POINT (232700.635 580941.918)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f5a,015099-048,6.54979021,53.20950241,15099,232671.439,580945.871,Abri,POINT (232671.439 580945.871)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f5b,015459-092,6.56239055,53.22744793,15459,233480.621,582956.5,Abri,POINT (233480.621 582956.5)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f5c,015460-093,6.56252569,53.22739269,15460,233489.746,582950.5,Abri,POINT (233489.746 582950.5)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f5d,015461-094,6.56663368,53.22937901,15461,233760.447,583176.022,Abri,POINT (233760.447 583176.022)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f5e,015462-095,6.56992455,53.23089669,15462,233977.419,583348.513,Abri,POINT (233977.419 583348.513)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f5f,015463-096,6.57570329,53.23360823,15463,234358.297,583656.605,Abri,POINT (234358.297 583656.605)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f60,015583-025,6.55102301,53.21724966,15583,232739.866,581809.311,Abri,POINT (232739.865589761 581809.31050022)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f61,015899-106,6.55909532,53.19310379,15899,233322.759,579131.125,Abri,POINT (233322.759 579131.125)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f62,015900-107,6.55779255,53.19360398,15900,233234.79,579185.37,Abri,POINT (233234.79 579185.37)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f63,015917-124,6.5558948,53.19376475,15917,233107.673,579201.201,Abri,POINT (233107.673 579201.201)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f64,015918-125,6.56146792,53.19290775,15918,233481.677,579111.892,Abri,POINT (233481.676517728 579111.892460943)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f65,015919-126,6.55779697,53.19361223,15919,233235.07,579186.293,Abri,POINT (233235.07 579186.293)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f66,016256-097,6.50373432,53.22639735,16256,229565.504,582777.266,Abri,POINT (229565.504 582777.266)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f67,016659-038,6.62476413,53.23543303,16659,237630.476,583914.846,Abri,POINT (237630.476 583914.846)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f68,016660-039,6.62536493,53.23813072,16660,237665.426,584215.732,Abri,POINT (237665.426 584215.732)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f69,016661-040,6.62457402,53.24060058,16661,237607.902,584489.668,Abri,POINT (237607.902 584489.668)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f6a,016718-031,6.58291352,53.22267573,16718,234859.907,582448.013,Abri,POINT (234859.907 582448.013)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f6b,016832-035,6.6162466,53.23795644,16832,237057.015,584185.909,Abri,POINT (237057.015 584185.909)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f6c,016834-037,6.6167741,53.2406195,16834,237087.171,584482.854,Abri,POINT (237087.171 584482.854)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f6d,017281-017,6.5747481,53.19261756,17281,234369.733,579094.151,Abri,POINT (234369.733 579094.151)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f6e,017757-052,6.57807724,53.21380308,17757,234553.244,581455.32,Abri,POINT (234553.244 581455.32)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f6f,017939-026,6.5351696,53.22218496,17939,231672.208,582341.516,Abri,POINT (231672.208 582341.516)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f70,017940-027,6.53494221,53.22232298,17940,231656.777,582356.633,Abri,POINT (231656.777 582356.633)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f71,017941-028,6.5295345,53.22117903,17941,231297.639,582223.591,Abri,POINT (231297.639 582223.591)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f72,018788-051,6.56016111,53.22745497,18788,233331.732,582954.856,Abri,POINT (233331.732 582954.856)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f73,018789-052,6.56116784,53.22708543,18789,233399.629,582914.829,Abri,POINT (233399.629 582914.829)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f74,019361-074,6.641547,53.21470854,19361,238791.141,581628.049,Abri,POINT (238791.141 581628.049)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f75,019713-124,6.5744889,53.22909766,19713,234285.49,583153.333,Abri,POINT (234285.49 583153.333)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f76,019714-125,6.57496515,53.22918304,19714,234317.135,583163.359,Abri,POINT (234317.135 583163.359)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f77,019715-126,6.57985857,53.23154535,19715,234639.537,583431.636,Abri,POINT (234639.537 583431.636)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f78,019716-127,6.58036631,53.2316656,19716,234673.218,583445.579,Abri,POINT (234673.218 583445.579)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f79,019717-128,6.58957963,53.23490894,19717,235282.371,583816.728,Abri,POINT (235282.371 583816.728)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f7a,019718-129,6.59308206,53.2358635,19718,235514.434,583926.861,Abri,POINT (235514.434 583926.861)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f7b,019719-130,6.59356404,53.23584426,19719,235546.649,583925.26,Abri,POINT (235546.649 583925.26)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f7c,019765-047,6.57400269,53.23488502,19765,234242.41,583796.814,Abri,POINT (234242.41 583796.814)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f7d,019766-048,6.57041837,53.23596956,19766,234001.117,583913.563,Abri,POINT (234001.117 583913.563)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f7e,020437-019,6.56972987,53.1949592,20437,234030.081,579349.207,Abri,POINT (234030.081 579349.207)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f7f,020730-057,6.60313089,53.23668593,20730,236183.789,584029.663,Abri,POINT (236183.789 584029.663)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f80,020811-064,6.5596439,53.20699019,20811,233334.268,580676.984,Abri,POINT (233334.268 580676.984)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f81,021110-272,6.54489657,53.18369461,21110,232390.676,578068.74,Abri,POINT (232390.676 578068.74)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f82,021112-274,6.55798198,53.20623343,21112,233224.605,580590.967,Abri,POINT (233224.605 580590.967)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f83,021113-275,6.55844832,53.20437202,21113,233259.13,580384.337,Abri,POINT (233259.13 580384.337)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f84,021114-276,6.55842631,53.2035923,21114,233259.07,580297.547,Abri,POINT (233259.07 580297.547)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f85,021115-277,6.55978343,53.20158278,21115,233353.386,580075.405,Abri,POINT (233353.386 580075.405)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f86,021116-278,6.55864556,53.19867695,21116,233282.615,579750.81,Abri,POINT (233282.615 579750.81)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f87,021118-280,6.55716563,53.19692108,21118,233186.897,579553.812,Abri,POINT (233186.897 579553.812)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f88,021119-281,6.55556451,53.19436253,21119,233084.521,579267.363,Abri,POINT (233084.521 579267.363)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f89,021120-282,6.5465883,53.18057618,21120,232509.345,577723.544,Abri,POINT (232509.345 577723.544)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f8a,021125-287,6.55647966,53.19631641,21125,233142.15,579485.78,Abri,POINT (233142.15 579485.78)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f8b,021495-267,6.52789604,53.2036322,21495,231219.136,580269.249,Abri,POINT (231219.136 580269.249)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f8c,021508-281,6.54377317,53.20774788,21508,232272.604,580744.156,Abri,POINT (232272.604 580744.156)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f8d,021762-031,6.53475209,53.23401876,21762,231623.34,583657.94,Abri,POINT (231623.34 583657.94)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f8e,021917-061,6.54223892,53.22876711,21917,232132.591,583081.527,Abri,POINT (232132.591 583081.527)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f8f,021918-062,6.53925226,53.2279992,21918,231934.522,582992.879,Abri,POINT (231934.522 582992.879)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f90,021919-063,6.53778136,53.22792655,21919,231836.429,582983.224,Abri,POINT (231836.429 582983.224)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f91,021962-038,6.5377681,53.23436655,21962,231824.093,583699.856,Abri,POINT (231824.093 583699.856)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f92,022337-045,6.54838121,53.21969862,22337,232559.017,582078.982,Abri,POINT (232559.017 582078.982)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f93,022338-046,6.54766722,53.22147518,22338,232508.144,582275.909,Abri,POINT (232508.144 582275.909)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f94,022339-047,6.54769094,53.22325502,22339,232506.537,582473.995,Abri,POINT (232506.537 582473.995)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f95,022548-150,6.5193505,53.24031124,22548,230584.003,584341.896,Abri,POINT (230584.003 584341.896)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f96,022549-151,6.52177315,53.24224429,22549,230742.345,584559.553,Abri,POINT (230742.345 584559.553)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f97,022553-155,6.52168152,53.24257545,22553,230735.648,584596.309,Abri,POINT (230735.648 584596.309)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f98,022880-024,6.50197697,53.21066189,22880,229475.253,581024.398,Abri,POINT (229475.253 581024.398)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f99,023409-125,6.59559472,53.22617807,23409,235700.275,582851.886,Abri,POINT (235700.275 582851.886)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f9a,023411-127,6.59817132,53.2262056,23411,235872.286,582857.839,Abri,POINT (235872.286 582857.839)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f9b,023413-129,6.61880475,53.23070732,23413,237241.595,583382.153,Abri,POINT (237241.595 583382.153)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f9c,023414-130,6.62020669,53.23086078,23414,237334.913,583400.831,Abri,POINT (237334.913 583400.831)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f9d,023415-131,6.63459042,53.2338934,23415,238289.489,583754.838,Abri,POINT (238289.489 583754.838)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f9e,023418-134,6.63288716,53.23390391,23418,238175.748,583754.038,Abri,POINT (238175.748 583754.038)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5f9f,024045-019,6.55924251,53.19191092,24045,233334.756,578998.544,Abri,POINT (233334.756 578998.544)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa0,024517-150,6.51841829,53.22279513,24517,230552.39,582391.713,Abri,POINT (230552.39 582391.713)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa1,024518-151,6.53242867,53.22641196,24518,231481.673,582808.983,Abri,POINT (231481.673 582808.983)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa2,024519-152,6.52256859,53.22459425,24519,230826.412,582596.281,Abri,POINT (230826.412 582596.281)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa3,025009-027,6.56749367,53.23653225,25009,233804.825,583972.975,Abri,POINT (233804.825 583972.975)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa4,025104-060,6.58678417,53.21763641,25104,235127.747,581891.541,Abri,POINT (235127.747 581891.541)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa5,025105-061,6.58691332,53.21766994,25105,235136.311,581895.415,Abri,POINT (235136.311 581895.415)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa6,025106-062,6.59065793,53.2189565,25106,235384.03,582042.755,Abri,POINT (235384.03 582042.755)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa7,025107-063,6.59079877,53.21876961,25107,235393.784,582022.116,Abri,POINT (235393.784 582022.116)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa8,025505-043,6.5648089,53.21146572,25505,233671.193,581180.647,Abri,POINT (233671.193 581180.647)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fa9,025506-044,6.56671411,53.21152674,25506,233798.354,581189.52,Abri,POINT (233798.354 581189.52)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5faa,025507-045,6.56695701,53.2115335,25507,233814.568,581190.538,Abri,POINT (233814.568 581190.538)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fab,025508-046,6.56715167,53.2115337,25508,233827.571,581190.773,Abri,POINT (233827.571 581190.773)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fac,025509-047,6.56738075,53.21152829,25509,233842.884,581190.421,Abri,POINT (233842.884 581190.421)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fad,025510-048,6.56745241,53.21153321,25510,233847.662,581191.047,Abri,POINT (233847.662 581191.047)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fae,025511-049,6.56758278,53.21154108,25511,233856.357,581192.066,Abri,POINT (233856.357 581192.066)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5faf,025512-050,6.56799164,53.21159231,25512,233883.576,581198.214,Abri,POINT (233883.576 581198.214)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb0,025513-051,6.56807258,53.2114004,25513,233889.333,581176.948,Abri,POINT (233889.333 581176.948)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb1,025514-052,6.56796714,53.2114032,25514,233882.284,581177.144,Abri,POINT (233882.284 581177.144)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb2,025515-053,6.56781829,53.21138461,25515,233872.375,581174.912,Abri,POINT (233872.375 581174.912)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb3,025516-054,6.5676802,53.21137294,25516,233863.171,581173.462,Abri,POINT (233863.171 581173.462)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb4,025517-055,6.56755281,53.21136646,25517,233854.673,581172.601,Abri,POINT (233854.673 581172.601)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb5,025518-056,6.56741593,53.21135689,25518,233845.547,581171.387,Abri,POINT (233845.547 581171.387)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb6,025519-057,6.56728842,53.21134583,25519,233837.049,581170.016,Abri,POINT (233837.049 581170.016)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb7,025520-058,6.56717712,53.21134973,25520,233829.607,581170.329,Abri,POINT (233829.607 581170.329)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb8,025521-059,6.56706927,53.21135044,25521,233822.401,581170.29,Abri,POINT (233822.401 581170.29)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fb9,025522-060,6.56692587,53.21133742,25522,233812.845,581168.684,Abri,POINT (233812.845 581168.684)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fba,025523-061,6.56680793,53.21133401,25523,233804.973,581168.175,Abri,POINT (233804.973 581168.175)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fbb,025524-062,6.566687,53.21132816,25524,233796.905,581167.392,Abri,POINT (233796.905 581167.392)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fbc,025525-063,6.566581,53.21133237,25525,233789.816,581167.744,Abri,POINT (233789.816 581167.744)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fbd,025526-064,6.56644875,53.21131994,25526,233781.004,581166.217,Abri,POINT (233781.004 581166.217)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fbe,025527-065,6.56626988,53.21165832,25527,233768.439,581203.676,Abri,POINT (233768.439 581203.676)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fbf,025694-028,6.58806226,53.24659161,25694,235159.382,585115.083,Abri,POINT (235159.382 585115.083)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc0,025816-080,6.62127221,53.24175741,25816,237385.279,584614.616,Abri,POINT (237385.279 584614.616)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc1,026421-010,6.57598921,53.21456429,26421,234412.369,581537.722,Abri,POINT (234412.369 581537.722)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc2,027415-099,6.57756472,53.19385953,27415,234555.687,579235.462,Abri,POINT (234555.687 579235.462)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc3,027417-102,6.57624995,53.19362419,27417,234468.254,579207.823,Abri,POINT (234468.254 579207.823)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc4,027418-103,6.56882134,53.19310915,27418,233972.744,579142.34,Abri,POINT (233972.744 579142.34)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc5,027419-104,6.56373891,53.19235194,27419,233634.459,579052.519,Abri,POINT (233634.459 579052.519)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc6,027420-105,6.56560906,53.19281012,27420,233758.61,579105.548,Abri,POINT (233758.61 579105.548)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc7,027470-038,6.56944027,53.19371263,27470,234013.005,579210.173,Abri,POINT (234013.005 579210.173)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc8,027702-045,6.55213988,53.19259623,27702,232858.837,579067.104,Abri,POINT (232858.837 579067.104)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fc9,027703-046,6.55175878,53.19276761,27703,232833.059,579085.763,Abri,POINT (232833.059 579085.763)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fca,027707-050,6.54845928,53.19136264,27707,232615.07,578925.86,Abri,POINT (232615.07 578925.86)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fcb,027708-051,6.54872868,53.19073526,27708,232634.201,578856.337,Abri,POINT (232634.201 578856.337)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fcc,027927-040,6.53784432,53.23097378,27927,231835.215,583322.388,Abri,POINT (231835.215 583322.388)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fcd,028049-108,6.57866686,53.19987905,28049,234618.262,579906.523,Abri,POINT (234618.262 579906.523)
Bushaltes gemeente Groningen.fid-214b96d3_1861ee9c111_5fce,028050-109,6.58159559,53.19534639,28050,234822.323,579405.377,Abri,POINT (234822.323 579405.377)
