X,Y,OBJECTID,KCPHOOGT,KCPBREED,KCPSLUIT,IWS_AANTAL_SPONNINGEN,IWS_HYPERLINK,LBISTATG,KWKKEREN,KWKAFSL1,KWKSTATU,KWKKERHG,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,KWKAFSL3,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_STATUSTEKST,IWS_DATUM_LAATSTE_WIJZIGING,IWS_AFST_B,KCPIDENT,KERIDENT,GlobalID
6.15834462100003,52.250016213,1,,,,,,,1,,300,,,,,,,,coupure Welle Zandpoort trotoir,1,,,,IWK-53-0230,IWK-53-0230,{C9A7D914-86E8-4370-B060-A429028F18CE}
6.15773981000007,52.250119913,2,,,,,,,1,,300,,,,,,,,coupure Melksterstraat,1,,,,IWK-53-0240,IWK-53-0240,{3180FF8F-0E35-452C-8F4C-38CDC32FB5CD}
6.13633786600008,52.5405065580001,3,2.5,3.7,2,,,,1,,204,,,huize arnichem,,,,"Gewoon onderhoud is eigenaar, buitengewoon onderhoud WDOD.",coupure Arnichem,1,,,,IWK-09-0205,IWK-09-0205,{F8A54366-24D6-4D34-AA47-7174DD175B0A}
6.16771369500003,52.2442269000001,4,,,,,,,1,,300,,,,,,,deur is roldeur,coupure Hartenaasje,1,,,,IWK-53-0120,IWK-53-0120,{D01F6706-07DE-4E55-8F21-C3EE2093BD3E}
6.15905565900005,52.2494237610001,5,7.6999998,11,,2,,,1,,300,,,Coupure Pothoofd,,,,,Coupure Pothoofd,2,,,,3135,IWK-53-0200,{C0961359-5C3D-4E99-93E4-D4EE3012E15A}
6.15831841400006,52.249849295,6,,,,,,,1,,300,,,,,,,,Welle Zandpoort,1,,,,IWK-53-0210,IWK-53-0210,{6132424D-ECB9-4E2D-9FEC-38CA0D638C5B}
6.15067814600008,52.2539356340001,7,,,,,,,1,,300,,,,,,,,coupure Lindenstraat,1,,,,IWK-53-0320,IWK-53-0320,{FD0E3436-EADC-4075-975C-105A3DF6F291}
5.91337871500002,52.5626662780001,8,,,,,,,1,,300,,KM04,,,,,,Schotbalkkering Smalle IJsselkade,1,,,,IWK-11-0250,IWK-11-0250,{10C3583D-C994-456E-A7EA-CE53CB7B639E}
5.91403996100007,52.562004717,9,2.1700001,11.8,,8,,,1,,300,,KM05,IJsselkad Y5-1,,,,,Klepkering v Heutzplein,2,,,,IWK-11-0260,IWK-11-0260,{E1D8690B-9B16-402E-AD24-1D008BD418CF}
5.91431047600003,52.561372013,10,,,,,,,1,,300,,KM06,Van Heutzplein Y4,,,,,Schotbalkkering v heutzplein kazerne,1,,,,IWK-11-0270,IWK-11-0270,{40FC8173-177D-4C24-BA85-7A8BE7775769}
5.91460211300006,52.561083303,11,,,,,,,1,,300,,KM07,Van Heutzplein Y1,,,,,Schotbalkkering v Heutzplein Vrooland,1,,,,IWK-11-0280,IWK-11-0280,{8A1E5DB2-42E4-4452-BBA5-C1E13FECC206}
5.91479549300004,52.560926963,12,,,,,,,1,,300,,KM08,IJsselkade 64,,,,,Waterkerende deur,1,,,,IWK-11-0290,IWK-11-0290,{A90B42BA-2F6C-4BE6-A816-AA9BD6F4C8B8}
5.91485361100007,52.5608296410001,13,,,,,,,1,,300,,KM09,IJsselkade 63,,,,,Waterkerende deur,1,,,,IWK-11-0300,IWK-11-0300,{D4FF0EE3-A622-4B0A-B21D-A2A94742CF47}
5.91505127000005,52.560624391,14,,,,,,,1,,300,,KM10,IJsselkade 60A/Oudenstraat 179,,,,,Waterkerende deur,1,,,,IWK-11-0310,IWK-11-0310,{7E846530-0C15-4A30-AA53-E96D5F83AEAF}
