FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
hectometersprong_66.188,7078,1414,P2.1,Hectometersprong,A1, ,hm 99.0 = 104.0, ,0, ,990,1040,1040,990, ,1,0,0,0,0, ,2261,3002,0,7079,7077,0,1,1,0, , ,0,0,1,610,,POINT (208632.19909999892 471932.95859999955)
hectometersprong_66.231,7150,1457,P2.1,Hectometersprong,A1, ,hm 178.4 = 0.0, ,0, ,1784,0,0,1784, ,1,0,0,0,0, ,2276,3003,0,7128,7127,0,1,1,0, , ,0,0,1,630,,POINT (267933.50609999895 481923.9114000015)
hectometersprong_66.269,7216,1495,P2.1,Hectometersprong,A10, ,hm 33.1 = 1.0, ,0, ,331,10,10,331, ,1,0,0,0,0, ,2415,3015,0,7180,7215,0,1,1,0, , ,0,0,10,421,,POINT (121896.625 492968.89510000125)
hectometersprong_66.322,7307,1548,P2.1,Hectometersprong,A12, ,hm 92.2 = 102.2, ,0, ,922,1022,1022,922, ,1,0,0,0,0, ,2403,3021,0,21783,7306,0,1,1,0, , ,0,0,12,434,,POINT (167043.42570000142 450409.7635000013)
hectometersprong_66.360,7350,1586,P2.1,Hectometersprong,A12, ,hm 149.8 = 0.0, ,0, ,1498,0,2,1500, ,1,0,0,0,0, ,2372,3022,0,7339,7338,0,1,1,0, , ,0,0,12,645,,POINT (208577.1827000007 434744.4081999995)
hectometersprong_66.416,7455,1642,P2.1,Hectometersprong,A15, ,hm 66.5 = 70.1, ,0, ,665,701,669,665, ,1,0,0,0,0, ,2535,3056,0,7453,21947,0,1,1,0, , ,0,0,15,427,,POINT (100496.94249999896 430300.0865000002)
hectometersprong_66.527,7687,1753,P2.1,Hectometersprong,A16, ,hm 79.6 = 72.3, ,0, ,796,723,723,796, ,0,0,0,0,0, ,2601,3064,0,7586,7585,0,1,1,0, , ,0,0,16,577,,POINT (109735.70030000061 388756.5260999985)
hectometersprong_66.560,7771,1786,P2.1,Hectometersprong,N18, ,hm 211.4 = 215.0, ,0, ,2114,2150,2150,2114, ,1,0,0,0,0, ,2328,3091,0,7772,7770,0,1,1,0, , ,0,0,15,630,,POINT (227471.53020000085 440544.44249999896)
hectometersprong_66.583,7850,1809,P2.1,Hectometersprong,A2, ,hm 263.4 = 258.3, ,0, ,2634,2583,2583,2634, ,-1,0,0,0,0, ,2674,3101,0,7847,7844,0,1,1,0, , ,0,0,2,550,,POINT (178324.05429999903 315721.76630000025)
hectometersprong_66.612,7894,1838,P2.1,Hectometersprong,A2, ,hm 200.0 = 194.4, ,0, ,2000,1944,1944,2000, ,-1,0,0,0,0, ,2695,3102,0,7895,7892,0,1,1,0, , ,0,0,2,550,,POINT (179404.1660999991 365161.60280000046)
hectometersprong_66.636,7927,1862,P2.1,Hectometersprong,A2, ,hm 154.9 = 144.1, ,0, ,1549,1441,1432,1545, ,-1,0,0,0,0, ,2606,3102,0,7929,7928,0,1,1,0, , ,0,0,2,578,,POINT (157338.8033999987 388632.0080999993)
hectometersprong_66.666,7964,1892,P2.1,Hectometersprong,A2, ,hm 100.1 = 95.6, ,0, ,1001,956,956,1001, ,-1,0,0,0,0, ,2370,3104,0,7965,7963,0,1,1,0, , ,0,0,2,578,,POINT (146255.72030000016 425380.60770000145)
hectometersprong_66.720,8043,1946,P2.1,Hectometersprong,A2, ,hm 0.0 = 272.7, ,0, ,0,2727,2727,0, ,-1,0,0,0,0, ,2660,3101,0,7838,7837,0,1,1,0, , ,0,0,2,550,,POINT (176822.21770000085 307279.82180000097)
hectometersprong_66.773,8168,1999,P2.1,Hectometersprong,N200, ,hm 18.3 = 16.1, ,0, ,183,161,161,183, ,-1,0,0,0,0, ,2424,3330,0,8169,8153,0,1,1,0, , ,0,0,0,0,,POINT (102863.53139999881 489411.2111000009)
hectometersprong_66.795,8199,2021,P2.1,Hectometersprong,N208, ,hm 23.0 = 46.6, ,0, ,230,466,466,230, ,1,0,0,0,0, ,2436,3140,0,8200,8198,0,1,1,0, , ,0,0,0,0,,POINT (102373.96719999984 485781.6821999997)
hectometersprong_66.800,8211,2026,P2.1,Hectometersprong,A208, ,hm 57.4 = 7.4, ,0, ,574,74,74,574, ,1,0,0,0,0, ,2462,3141,0,8212,8209,0,1,1,0, , ,0,0,708,409,,POINT (105011.02560000122 495110.00079999864)
hectometersprong_66.867,8337,2093,P2.1,Hectometersprong,A27, ,hm 59.0 = 64.0, ,0, ,590,640,640,590, ,1,0,0,0,0, ,1961,3173,0,8338,8336,0,1,1,0, , ,0,0,27,434,,POINT (136156.0650999993 445486.52050000057)
hectometersprong_66.878,8350,2104,P2.1,Hectometersprong,A27, ,hm 72.0 = 77.0, ,0, ,720,770,770,720, ,1,0,0,0,0, ,2402,3173,0,22525,8348,0,1,1,0, , ,0,0,27,434,,POINT (138476.09640000015 453075.0502000004)
hectometersprong_66.915,8476,2141,P2.1,Hectometersprong,A28, ,hm 22.7 = 26.7, ,0, ,227,267,267,227, ,1,0,0,0,0, ,2379,3191,0,8589,8475,0,1,1,0, , ,0,0,28,434,,POINT (157424.80790000036 464456.8548000008)
hectometersprong_66.948,8517,2174,P2.1,Hectometersprong,A28, ,hm 87.5 = 90.5, ,0, ,875,905,905,875, ,1,0,0,0,0, ,2334,3191,0,8518,8515,0,1,1,0, , ,0,0,28,610,,POINT (199952.27039999887 501263.45479999855)
hectometersprong_66.1023,8677,2249,P2.1,Hectometersprong,A29, ,hm 89.9 = 23.2, ,0, ,899,232,232,899, ,-1,0,0,0,0, ,1963,3210,0,8678,8675,0,1,1,0, , ,0,0,29,427,,POINT (88291.91169999912 421395.97780000046)
hectometersprong_66.1053,8770,2279,P2.1,Hectometersprong,N31, ,hm 35.5 = 41.9, ,0, ,355,419,419,355, ,1,0,0,0,0, ,2743,3232,0,22256,8761,0,1,1,0, , ,0,0,31,705,,POINT (177234.8051000014 580094.3900999986)
hectometersprong_66.1176,8982,2402,P2.1,Hectometersprong,N348, ,hm 27.9 = 29.0, ,0, ,279,290,290,279, ,1,0,0,0,0, ,2373,3271,0,8947,8946,0,1,1,0, , ,0,0,0,0,,POINT (211737.5064000003 459611.8792000003)
hectometersprong_66.1294,9250,2520,P2.1,Hectometersprong,A4, ,hm 54.2 = 250.2, ,0, ,542,2502,2502,542, ,0,0,0,0,0, ,2645,3290,0,9104,9103,0,1,1,0, , ,0,0,4,577,,POINT (79602.3927000016 376979.88540000096)
hectometersprong_66.1431,9840,2788,P2.1,Hectometersprong,N59, ,hm 0.0 = 14.9, ,0, ,0,149,149,0, ,0,0,0,0,0, ,2714,3385,0,9732,9731,0,1,1,0, , ,0,0,59,509,,POINT (53472.89959999919 408317.2963999994)
hectometersprong_66.1465,9917,2822,P2.1,Hectometersprong,A6, ,hm 112.5 = 279.7, ,0, ,1125,2797,2798,2798, ,1,0,0,0,0, ,961,3371,0,9918,9916,0,1,1,0, , ,0,0,6,406,,POINT (181080.91209999844 523462.2908000015)
hectometersprong_66.1479,9934,2836,P2.1,Hectometersprong,A6, ,hm 77.0 = 80.0, ,0, ,770,800,800,770, ,1,0,0,0,0, ,2698,3370,0,9902,9899,0,1,1,0, , ,0,0,6,406,,POINT (164048.92909999937 500236.53869999945)
hectometersprong_66.1548,10075,2905,P2.1,Hectometersprong,A67, ,hm 58.0 = 0.1, ,0, ,580,1,1,580, ,1,0,0,0,0, ,2734,3391,0,10014,10013,0,1,1,0, , ,0,0,67,578,,POINT (142592.19790000096 369990.3530000001)
hectometersprong_66.1549,10076,2906,P2.1,Hectometersprong,A67, ,hm 75.1 = 0.0, ,0, ,751,0,0,751, ,1,0,0,0,0, ,2692,3398,0,10064,10063,0,1,1,0, , ,0,0,67,550,,POINT (212734.2489 377524.2094999999)
hectometersprong_66.1559,10265,3048,P2.1,Hectometersprong,A7, ,hm 253.3 = 0.0, ,0, ,2533,0,0,2533, ,1,0,0,0,0, ,2740,3404,0,10223,10222,0,1,1,0, , ,0,0,7,712,,POINT (278018.08779999986 578655.8236000016)
hectometersprong_66.1587,10371,3076,P2.1,Hectometersprong,A73, ,hm 105.1 = 110.1, ,0, ,1051,1101,1101,1101, ,1,0,0,0,0, ,2349,3410,0,10372,22534,0,1,1,0, , ,0,0,73,645,,POINT (181450.50609999895 428509.75510000065)
hectometersprong_66.1645,10467,3134,P2.1,Hectometersprong,A76, ,hm 0.0 = 0.1, ,0, ,0,1,1,0, ,0,0,0,0,0, ,2686,3420,0,10410,10409,0,1,1,0, , ,0,0,76,550,,POINT (180809.84800000116 329943.6898000017)
hectometersprong_66.1646,10468,3135,P2.1,Hectometersprong,A76, ,hm 27.0 = 0.0, ,0, ,270,0,0,270, ,1,0,0,0,0, ,2665,3421,0,10442,10441,0,1,1,0, , ,0,0,76,550,,POINT (199928.11039999872 314519.318500001)
hectometersprong_66.1665,10500,3154,P2.1,Hectometersprong,A77, ,hm 11.1 = 0.0, ,0, ,111,0,0,111, ,1,0,0,0,0, ,2655,3433,0,10488,10487,0,1,1,0, , ,0,0,77,578,,POINT (199775.44750000164 409754.34600000083)
hectometersprong_66.1719,11825,3867,P2.1,Hectometersprong,N246, ,hm 25.6 = 30.9, ,0, ,256,309,309,256, ,1,0,0,0,0, ,2473,3950,0,11826,11824,0,1,1,0, , ,0,0,0,0,,POINT (113007.20430000126 498437.0995000005)
hectometersprong_66.1837,13145,4251,P2.1,Hectometersprong,N307, ,hm 32.3 = 33.0, ,0, ,323,330,330,323, ,1,0,0,0,0, ,2275,22571,0,13143,13141,0,1,1,0, , ,0,0,0,0,,POINT (186969.79529999942 506496.9312000014)
hectometersprong_66.1911,13268,4327,P2.1,Hectometersprong,N314, ,hm 29.5 = 29.9, ,0, ,295,299,299,295, ,1,0,0,0,0, ,2373,4590,0,13270,13267,0,1,1,0, , ,0,0,0,0,,POINT (211744.8546999991 459612.90260000154)
hectometersprong_66.1974,10129,2939,P2.1,Hectometersprong,A7,Afsluitdijk,hm 64.6 = 71.4, ,0, ,646,714,714,646, ,1,0,0,0,0, ,2468,3411,0,10130,10128,0,1,1,0, , ,0,0,7,409,,POINT (131686.48429999873 549678.2712000012)
hectometersprong_66.2074,10256,3039,P2.1,Hectometersprong,A7, ,hm 233.7 = 237.5, ,0, ,2337,2375,2375,2337, ,1,0,0,0,0, ,2740,3404,0,10217,10215,0,1,1,0, , ,0,0,7,712,,POINT (264000.50549999997 576573.9637999982)
hectometersprong_66.2099,10571,3195,P2.1,Hectometersprong,A9, ,hm 12.3 = 21.1, ,0, ,123,211,202,122, ,1,0,0,0,0, ,2455,3460,0,10570,10568,0,1,1,0, , ,0,0,9,421,,POINT (124720.15769999847 478260.4481000006)
hectometersprong_66.2131,10607,3227,P2.1,Hectometersprong,A9,Ring Alkmaar,hm 70.4 = 74.7, ,0, ,704,747,747,704, ,1,0,0,0,0, ,2413,3461,0,10606,10605,0,1,1,0, , ,0,0,9,409,,POINT (111198.51089999825 514281.7756999992)
hectometersprong_66.2196,10725,3292,P2.1,Hectometersprong,N196, ,hm 40.5 = 50.1, ,0, ,405,501,501,405, ,1,0,0,0,0, ,2591,3526,0,22023,10727,0,1,1,0, , ,0,0,0,0,,POINT (117103.62040000036 471550.27160000056)
hectometersprong_66.2210,10739,3306,P2.1,Hectometersprong,N201, ,hm 65.3 = 70.0, ,0, ,653,700,700,653, ,1,0,0,0,0, ,2396,3521,0,10740,10738,0,1,1,0, , ,0,0,0,0,,POINT (131321.24340000004 471362.8614999987)
hectometersprong_66.2296,10888,3392,P2.1,Hectometersprong,N207, ,hm 48.2 = 50.8, ,0, ,482,508,508,482, ,1,0,0,0,0, ,2433,3582,0,10889,10887,0,1,1,0, , ,0,0,0,0,,POINT (105946.13859999925 471693.05310000107)
hectometersprong_66.2331,10971,3428,P2.1,Hectometersprong,N210, ,hm 20.6 = 30.0, ,0, ,206,300,300,206, ,1,0,0,0,0, ,2479,3600,0,10972,10970,0,1,1,0, , ,0,0,0,0,,POINT (118704.41000000015 440161.000599999)
hectometersprong_66.2604,22043,7267,P2.1,Hectometersprong,N352, ,hm 10.8 = 24.2, ,0, ,108,242,242,108, ,1,0,0,0,0, ,2279,4960,0,22044,14334,0,1,1,0, , ,0,0,0,0,,POINT (184458.96290000156 516555.8984999992)
hectometersprong_66.2605,22044,7268,P2.1,Hectometersprong,N352, ,hm 24.9 = 13.0, ,0, ,249,130,130,249, ,1,0,0,0,0, ,2279,4960,0,14335,22043,0,1,1,0, , ,0,0,0,0,,POINT (184096.68450000137 517028.3931999989)
hectometersprong_66.2609,22049,7273,P2.1,Hectometersprong,N196, ,hm 2.8 = 33.0, ,0, ,28,330,330,28, ,1,0,0,0,0, ,2411,3526,0,10721,10720,0,1,1,0, , ,0,0,0,0,,POINT (111583.26720000058 476344.49529999867)
hectometersprong_66.2662,22116,7326,P2.1,Hectometersprong,N329, ,hm 130.8 = 1.4, ,0, ,1308,14,14,1307, ,1,0,0,0,0, ,2626,6415,0,21319,21310,0,1,1,0, , ,0,0,0,0,,POINT (167671.65720000118 416400.15040000156)
hectometersprong_66.2664,22118,7328,P2.1,Hectometersprong,N244, ,hm 40.0 = 0.1, ,0, ,400,1,1,400, ,0,0,0,0,0, ,2413,3930,0,11771,11770,0,1,1,0, , ,0,0,0,0,,POINT (113193.4167000018 514481.4340999983)
hectometersprong_66.2673,22128,7337,P2.1,Hectometersprong,N236, ,hm 17.1 = 21.8, ,0, ,171,218,218,171, ,1,0,0,0,0, ,996,3850,0,22127,11559,0,1,1,0, , ,0,0,0,0,,POINT (139636.29940000176 474739.5183000006)
hectometersprong_66.2680,22137,7344,P2.1,Hectometersprong,A4, ,hm 211.1 = 104.6, ,0, ,2111,1046,1046,2111, ,-1,0,0,0,0, ,2728,3290,0,22138,22136,0,1,1,0, , ,0,0,4,577,,POINT (87617.67040000111 407819.41849999875)
hectometersprong_66.2692,22151,7356,P2.1,Hectometersprong,A348, ,hm 134.2 = 0.3, ,0, ,1342,3,3,1342, ,1,0,0,0,0, ,2353,3270,0,8980,8985,0,1,1,0, , ,0,0,0,0,,POINT (195884.87249999866 444025.67870000005)
hectometersprong_66.2706,22170,7370,P2.1,Hectometersprong,A16, ,hm 35.2 = 34.9, ,0, ,352,349,349,352, ,-1,0,0,0,0, ,2490,3065,0,7614,22172,0,1,1,0, , ,0,0,16,427,,POINT (104151.44350000098 423947.5412000008)
hectometersprong_66.2717,22184,7382,P2.1,Hectometersprong,N201, ,hm 43.6 = 49.1, ,0, ,436,491,491,436, ,1,0,0,0,0, ,2591,3523,0,22034,22033,0,1,1,0, , ,0,0,0,0,,POINT (118524.21240000054 472700.56010000035)
hectometersprong_66.3247,11222,3567,P2.1,Hectometersprong,N221, ,hm 11.4 = 36.8, ,0, ,114,368,368,114, ,0,0,0,0,0, ,2401,3710,0,11217,22230,0,1,1,0, , ,0,0,0,0,,POINT (147798.75279999897 467148.7831000015)
hectometersprong_66.3248,11223,3568,P2.1,Hectometersprong,N221, ,hm 32.9 = 0.5, ,0, ,329,5,5,329, ,-1,0,0,0,0, ,2380,3710,0,11220,11219,0,1,1,0, , ,0,0,0,0,,POINT (145967.4028000012 470452.8794)
hectometersprong_66.3279,11276,3600,P2.1,Hectometersprong,N224, ,hm 25.4 = 30.0, ,0, ,254,300,300,254, ,1,0,0,0,0, ,2321,3730,0,11277,11275,0,1,1,0, , ,0,0,0,0,,POINT (166814.35330000147 452287.6667000018)
hectometersprong_66.3304,11314,3625,P2.1,Hectometersprong,N225, ,hm 42.7 = 50.0, ,0, ,427,500,500,427, ,1,0,0,0,0, ,2400,3741,0,11315,11313,0,1,1,0, , ,0,0,0,0,,POINT (171414.52639999986 441019.69519999996)
hectometersprong_66.3558,12932,4145,P2.1,Hectometersprong,N298, ,hm 3.6 = 7.6, ,0, ,36,76,76,36, ,1,0,0,0,0, ,1954,4420,0,12933,12937,0,1,1,0, , ,0,0,0,0,,POINT (187756.89660000056 323539.7648999989)
hectometersprong_66.3589,12994,4177,P2.1,Hectometersprong,N301, ,hm 10.0 = 7.2, ,0, ,100,72,72,100, ,-1,0,0,0,0, ,2348,4460,0,12991,12990,0,1,1,0, , ,0,0,0,0,,POINT (160700.1048000008 475004.2184000015)
hectometersprong_66.3626,13083,4214,P2.1,Hectometersprong,N303, ,hm 18.1 = 18.4, ,0, ,181,184,184,181, ,1,0,0,0,0, ,2351,4480,0,13089,13082,0,1,1,0, , ,0,0,0,0,,POINT (170728.18719999865 476174.6273000017)
hectometersprong_66.3750,11692,3810,P2.1,Hectometersprong,N242, ,hm 32.6 = 40.1, ,0, ,326,401,401,326, ,1,0,0,0,0, ,2413,3910,0,11694,11691,0,1,1,0, , ,0,0,0,0,,POINT (113223.54850000143 514512.1689000018)
hectometersprong_66.3759,11705,3819,P2.1,Hectometersprong,N242, ,hm 52.0 = 56.6, ,0, ,520,566,566,520, ,1,0,0,0,0, ,2437,3910,0,11706,11704,0,1,1,0, , ,0,0,0,0,,POINT (116765.64589999989 524833.5887000002)
hectometersprong_66.3915,13775,4506,P2.1,Hectometersprong,N332, ,hm 20.0 = 19.3, ,0, ,200,193,193,200, ,-1,0,0,0,0, ,2285,4750,0,13776,13773,0,1,1,0, , ,0,0,0,0,,POINT (224081.54089999944 473579.53990000114)
hectometersprong_66.4009,13936,4601,P2.1,Hectometersprong,N34, ,hm 74.2 = 78.0, ,0, ,742,780,780,742, ,1,0,0,0,0, ,2717,4832,0,13937,13934,0,1,1,0, , ,0,0,0,0,,POINT (251760.4646999985 545054.1163999997)
hectometersprong_66.4081,14074,4674,P2.1,Hectometersprong,N344, ,hm 59.7 = 53.6, ,0, ,597,536,536,597, ,1,0,0,0,0, ,2261,4891,0,14075,14079,0,1,1,0, , ,0,0,0,0,,POINT (213276.34259999916 473879.0839000009)
hectometersprong_66.4157,14277,4752,P2.1,Hectometersprong,N350, ,hm 7.9 = 4.9, ,0, ,79,49,49,79, ,1,0,0,0,0, ,2285,4940,0,14273,14272,0,1,1,0, , ,0,0,0,0,,POINT (230469.82919999957 480133.27479999885)
hectometersprong_66.4247,14428,4842,P2.1,Hectometersprong,N355, ,hm 32.6 = 33.6, ,0, ,326,336,336,326, ,1,0,0,0,0, ,1970,4991,0,14429,14427,0,1,1,0, , ,0,0,0,0,,POINT (212864.58639999852 587274.5256000012)
hectometersprong_66.4518,14980,5116,P2.1,Hectometersprong,N370, ,hm 0.0 = 53.2, ,0, ,0,532,532,0, ,0,0,0,0,0, ,2205,6330,0,22376,14975,0,1,1,0, , ,0,0,0,0,,POINT (231168.8951999992 583683.5643999986)
