FID,name,folder,group_,latitude,longitude,urlbig,rd_coord,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2007_08.24,a58-196,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.547057,5.118593,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-196.jpg,136368.106094,,,POINT (136368.10599999875 395378.02800000086)
zn_helicopterfotos_2007_08.25,a58-197,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.548185,5.119845,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-197.jpg,136455.387595,,,POINT (136455.38800000027 395503.23800000176)
zn_helicopterfotos_2007_08.26,a58-198,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.549427,5.121145,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-198.jpg,136546.063254,,,POINT (136546.063000001 395641.0450000018)
zn_helicopterfotos_2007_08.27,a58-199,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.550052,5.121765,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-199.jpg,136589.32013,,,POINT (136589.3200000003 395710.4210000001)
zn_helicopterfotos_2007_08.28,a58-200,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.55051,5.122278,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-200.jpg,136625.110158,,,POINT (136625.1099999994 395761.2809999995)
zn_helicopterfotos_2007_08.29,a58-201,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.551325,5.12317,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-201.jpg,136687.2838,,,POINT (136687.28400000185 395851.7270000018)
zn_helicopterfotos_2007_08.30,a4-067,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.47477,4.313778,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-067.jpg,80425.7115908,,,POINT (80425.71200000122 387850.66600000113)
zn_helicopterfotos_2007_08.31,a4-068,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.488615,4.316465,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-068.jpg,80634.9777123,,,POINT (80634.97800000012 389388.08199999854)
zn_helicopterfotos_2007_08.32,a4-069,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.476945,4.314762,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-069.jpg,80497.5832663,,,POINT (80497.58300000057 388091.61400000006)
zn_helicopterfotos_2007_08.33,a4-070,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.491057,4.316727,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-070.jpg,80657.1392357,,,POINT (80657.13899999857 389659.43299999833)
zn_helicopterfotos_2007_08.34,a4-071,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.477848,4.315137,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-071.jpg,80525.111131,,,POINT (80525.11100000143 388191.7199999988)
zn_helicopterfotos_2007_08.35,a4-072,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.494415,4.3165,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-072.jpg,80646.8863237,,,POINT (80646.88599999994 390033.256000001)
zn_helicopterfotos_2007_08.36,a4-073,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.478073,4.315228,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-073.jpg,80531.8468555,,,POINT (80531.84699999914 388216.6559999995)
zn_helicopterfotos_2007_08.37,a4-074,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.495997,4.315977,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-074.jpg,80613.1320536,,,POINT (80613.13199999928 390209.73999999836)
zn_helicopterfotos_2007_08.38,a4-075,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.478525,4.315403,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-075.jpg,80544.7419754,,,POINT (80544.74199999869 388266.72199999914)
zn_helicopterfotos_2007_08.39,a4-076,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.4966,4.315558,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-076.jpg,80585.0708443,,,POINT (80585.0709999986 390277.28400000185)
zn_helicopterfotos_2007_08.40,a4-077,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.478983,4.315563,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-077.jpg,80556.6058069,,,POINT (80556.60599999875 388317.5450000018)
zn_helicopterfotos_2007_08.41,a4-078,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.496952,4.315165,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-078.jpg,80558.3345206,,,POINT (80558.3350000009 390316.8060000017)
zn_helicopterfotos_2007_08.42,a4-079,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.481127,4.315975,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-079.jpg,80588.705518,,,POINT (80588.70600000024 388555.5560000017)
zn_helicopterfotos_2007_08.43,a4-080,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.484857,4.316177,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-080.jpg,80608.810085,,,POINT (80608.80999999866 388970.2870000005)
zn_helicopterfotos_2007_08.44,a4-081,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.486657,4.31628,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-081.jpg,80618.9289592,,,POINT (80618.9290000014 389170.41899999976)
zn_helicopterfotos_2007_08.45,a4-082,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.487715,4.31637,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-082.jpg,80626.9092231,,,POINT (80626.90900000185 389288.05999999866)
zn_helicopterfotos_2007_08.46,a4-083,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.488155,4.316413,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-083.jpg,80630.6377842,,,POINT (80630.63800000027 389336.9620000012)
zn_helicopterfotos_2007_08.47,a4-084,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.48883,4.316457,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-084.jpg,80634.7503159,,,POINT (80634.75 389412.0069999993)
zn_helicopterfotos_2007_08.48,a4-085,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.491617,4.316563,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-085.jpg,80646.7115938,,,POINT (80646.71200000122 389721.8960000016)
zn_helicopterfotos_2007_08.49,a4-086,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.492105,4.316587,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-086.jpg,80649.129892,,,POINT (80649.12999999896 389776.1959999986)
zn_helicopterfotos_2007_08.50,a4-087,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.492835,4.316615,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-087.jpg,80652.2902451,,,POINT (80652.2899999991 389857.375)
zn_helicopterfotos_2007_08.51,a4-088,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.493995,4.316572,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-088.jpg,80651.1765551,,,POINT (80651.17700000107 389986.4609999992)
zn_helicopterfotos_2007_08.52,a4-089,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.494855,4.316502,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-089.jpg,80647.7210846,,,POINT (80647.72100000083 390082.2019999996)
zn_helicopterfotos_2007_08.53,a4-090,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.495277,4.31645,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-090.jpg,80644.8224925,,,POINT (80644.82200000063 390129.1620000005)
zn_helicopterfotos_2007_08.54,a4-091,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.49651,4.31617,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-091.jpg,80627.3957762,,,POINT (80627.39600000158 390266.6479999982)
zn_helicopterfotos_2007_08.55,a4-092,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.4973,4.315867,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-092.jpg,80607.6250664,,,POINT (80607.625 390354.83900000155)
zn_helicopterfotos_2007_08.56,a4-093,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.497873,4.31559,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-093.jpg,80589.3523017,,,POINT (80589.35200000182 390418.90100000054)
zn_helicopterfotos_2007_08.57,a4-094,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.498827,4.315103,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-094.jpg,80557.12074,,,POINT (80557.12099999934 390525.44999999925)
zn_helicopterfotos_2007_08.58,a4-095,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.499213,4.314903,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-095.jpg,80543.866937,,,POINT (80543.86699999869 390568.66800000146)
zn_helicopterfotos_2007_08.59,a4-096,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a4_groot,51.499605,4.314698,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a4_groot/a4-096.jpg,80530.2743969,,,POINT (80530.27400000021 390612.4479999989)
zn_helicopterfotos_2007_08.60,a16-001,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.483635,4.733215,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-001.jpg,109573.522659,,,POINT (109573.52299999818 388491.6550000012)
zn_helicopterfotos_2007_08.61,a16-002,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.484073,4.733482,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-002.jpg,109592.482494,,,POINT (109592.48200000077 388540.2529999986)
zn_helicopterfotos_2007_08.62,a16-003,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.48735,4.734903,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-003.jpg,109694.491612,,,POINT (109694.49199999869 388903.8920000009)
zn_helicopterfotos_2007_08.63,a16-004,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.491052,4.737207,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-004.jpg,109858.139019,,,POINT (109858.13899999857 389314.2670000009)
zn_helicopterfotos_2007_08.64,a16-005,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.493477,4.738748,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-005.jpg,109967.60495,,,POINT (109967.60500000045 389583.09099999815)
zn_helicopterfotos_2007_08.65,a16-006,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.495545,4.73967,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-006.jpg,110033.653673,,,POINT (110033.65399999917 389812.62099999934)
zn_helicopterfotos_2007_08.66,a16-007,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.498112,4.740845,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-007.jpg,110117.779223,,,POINT (110117.77899999917 390097.43499999866)
zn_helicopterfotos_2007_08.67,a16-008,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.500993,4.74193,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-008.jpg,110195.956794,,,POINT (110195.95699999854 390417.34899999946)
zn_helicopterfotos_2007_08.68,a16-009,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a16_groot,51.504405,4.742698,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a16_groot/a16-009.jpg,110252.660421,,,POINT (110252.66000000015 390796.4200000018)
