FID,name,folder,group_,latitude,longitude,urlbig,rd_coord,se_anno_cad_data,gdb_geomattr_data,shape
zn_helicopterfotos_2007_08.1,a58-173,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.539618,5.026978,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-173.jpg,130009.206862,,,POINT (130009.20699999854 394577.91699999943)
zn_helicopterfotos_2007_08.2,a58-174,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.539983,5.033232,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-174.jpg,130443.232328,,,POINT (130443.23200000077 394616.3990000002)
zn_helicopterfotos_2007_08.3,a58-175,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.539978,5.040222,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-175.jpg,130928.160845,,,POINT (130928.16099999845 394613.51099999994)
zn_helicopterfotos_2007_08.4,a58-176,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.539875,5.044035,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-176.jpg,131192.656771,,,POINT (131192.65700000152 394600.76300000027)
zn_helicopterfotos_2007_08.5,a58-177,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.539528,5.048383,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-177.jpg,131494.143927,,,POINT (131494.14400000125 394560.78400000185)
zn_helicopterfotos_2007_08.6,a58-178,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.538985,5.054307,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-178.jpg,131904.803442,,,POINT (131904.80299999937 394498.4450000003)
zn_helicopterfotos_2007_08.7,a58-179,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.538557,5.05916,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-179.jpg,132241.296635,,,POINT (132241.2969999984 394449.2659999989)
zn_helicopterfotos_2007_08.8,a58-180,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.538345,5.062453,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-180.jpg,132469.674106,,,POINT (132469.67399999872 394424.6939999983)
zn_helicopterfotos_2007_08.9,a58-181,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.53797,5.065035,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-181.jpg,132648.599492,,,POINT (132648.59899999946 394382.1810000017)
zn_helicopterfotos_2007_08.10,a58-182,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.537272,5.07228,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-182.jpg,133150.908622,,,POINT (133150.90900000185 394302.29399999976)
zn_helicopterfotos_2007_08.11,a58-183,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.53639,5.080527,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-183.jpg,133722.643509,,,POINT (133722.64400000125 394201.7679999992)
zn_helicopterfotos_2007_08.12,a58-184,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.53574,5.087323,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-184.jpg,134193.90295,,,POINT (134193.90300000086 394127.4930000007)
zn_helicopterfotos_2007_08.13,a58-185,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.534962,5.09162,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-185.jpg,134491.661564,,,POINT (134491.66200000048 394039.68499999866)
zn_helicopterfotos_2007_08.14,a58-186,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.53512,5.097983,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-186.jpg,134933.237481,,,POINT (134933.23699999973 394055.52899999917)
zn_helicopterfotos_2007_08.15,a58-187,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.536213,5.103267,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-187.jpg,135300.282601,,,POINT (135300.28299999982 394175.72300000116)
zn_helicopterfotos_2007_08.16,a58-188,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.536422,5.10377,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-188.jpg,135335.294448,,,POINT (135335.29399999976 394198.76399999857)
zn_helicopterfotos_2007_08.17,a58-189,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.538898,5.107863,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-189.jpg,135620.348213,,,POINT (135620.34800000116 394473.19999999925)
zn_helicopterfotos_2007_08.18,a58-190,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.53991,5.109285,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-190.jpg,135719.408026,,,POINT (135719.40799999982 394585.3729999997)
zn_helicopterfotos_2007_08.19,a58-191,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.541197,5.110905,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-191.jpg,135832.338536,,,POINT (135832.33900000155 394728.08900000155)
zn_helicopterfotos_2007_08.20,a58-192,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.54156,5.111335,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-192.jpg,135862.322034,,,POINT (135862.32200000063 394768.3969999999)
zn_helicopterfotos_2007_08.21,a58-193,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.544748,5.115993,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-193.jpg,136186.803232,,,POINT (136186.80299999937 395121.8909999989)
zn_helicopterfotos_2007_08.22,a58-194,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.545098,5.116415,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-194.jpg,136216.198012,,,POINT (136216.19799999893 395160.7199999988)
zn_helicopterfotos_2007_08.23,a58-195,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/,a58_groot,51.54527,5.116607,https://downloads.rijkswaterstaatdata.nl/Regio/zuid_nederland/helicopterfotos_dnb/geogegevens/raster/aug_07/a58_groot/a58-195.jpg,136229.56432,,,POINT (136229.5639999993 395179.76900000125)
