POLE_NUMBE,STREETNAME,lat,lon
0371-0020,Charlotte de Bourbonlaan,52.08118905350,5.25619581060
0371-0022,Charlotte de Bourbonlaan,52.08140816460,5.25687052766
1151-0014,Heideweg,52.07488310210,5.25535925443
1151-0015,Heideweg,52.07504469730,5.25569081659
1151-0012,Heideweg,52.07462843780,5.25461798402
1151-0013,Heideweg,52.07474833680,5.25497365048
0411-0006,Breullaan,52.06791919770,5.26110876923
1201-0010,Hertenlaan,52.13715770050,5.25355040323
1201-0015,Hertenlaan,52.13616547500,5.25492812170
2632-0011,Prinses Beatrixlaan,52.08090309760,5.25270513715
2632-0014,Prinses Beatrixlaan,52.08055645410,5.25369689447
0051-0017,Anna Paulownalaan,52.07295305120,5.26239225953
0051-0019,Anna Paulownalaan,52.07255758050,5.26289805242
2501-0029,Burgemeester Patijnlaan,52.09729286390,5.23888026975
2501-0027,Burgemeester Patijnlaan,52.09717733030,5.23825334357
2501-0026,Burgemeester Patijnlaan,52.09711356680,5.23792145754
2501-0024,Burgemeester Patijnlaan,52.09694476390,5.23715932590
2501-0022,Burgemeester Patijnlaan,52.09675212020,5.23645170388
0931-0003,Jan Willem Frisolaan,52.08141841870,5.25783791767
0931-0009,Jan Willem Frisolaan,52.08019795010,5.25902311543
0931-0012,Jan Willem Frisolaan,52.07963475200,5.25957377552
0531-0001,Louise de Colignyplein,52.07926253930,5.25111565829
0531-0006,Louise de Colignyplein,52.07825366430,5.25242423781
0861-0001,Ernst Casimirlaan,52.07895382200,5.25217846946
2935-0001,Schermerslaan,52.09485579440,5.22749979982
2935-0002,Schermerslaan,52.09477820310,5.22797704727
2935-0015,Schermerslaan,52.09553400730,5.22973788840
2935-0025,Schermerslaan,52.09620097710,5.23141519083
2935-0031,Schermerslaan,52.09638816980,5.23284902073
2935-0033,Schermerslaan,52.09657437740,5.23296986453
2251-0007,Nepveulaan,52.10024610980,5.24469593518
2251-0010,Nepveulaan,52.10026950780,5.24608878847
2251-0012,Nepveulaan,52.10043078790,5.24692470218
2251-0013,Nepveulaan,52.10060725810,5.24729514776
2251-0018,Nepveulaan,52.10109087080,5.24893118386
2251-0020,Nepveulaan,52.10125707640,5.24964565890
2131-0006,Van der Merschlaan,52.09559044810,5.23807621529
2131-0005,Van der Merschlaan,52.09532070710,5.23795869744
2541-0003,Van de Polllaan,52.09704838240,5.24041319912
0802-0007,Egelinglaan,52.09603953060,5.23809191852
0802-0015,Egelinglaan,52.09530506400,5.24088526336
1221-0024,Van der Heijdenlaan,52.09716388590,5.24256968950
1221-0022,Van der Heijdenlaan,52.09697969760,5.24184979996
2131-0007,Van der Merschlaan,52.09586428120,5.23820160418
2131-0008,Van der Merschlaan,52.09610842280,5.23836162839
2131-0010,Van der Merschlaan,52.09659529080,5.23889764063
1221-0010,Van der Heijdenlaan,52.09602268470,5.24004940115
1221-0015,Van der Heijdenlaan,52.09617673890,5.24126971429
2231-0007,Ds. Nahuyslaan,52.09514181950,5.23656993319
3551-0009,Joost van den Vondellaan,52.09478476110,5.23541082891
3551-0017,Joost van den Vondellaan,52.09619019800,5.23417738188
1371-0005,Constantijn Huygenslaan,52.09291157270,5.23458757738
1371-0013,Constantijn Huygenslaan,52.09493027630,5.23372533752
0962-0002,De Genestetlaan,52.09298396150,5.23061588577
0962-0006,De Genestetlaan,52.09365618070,5.23174035156
0291-0008,Borneolaan,52.10027606780,5.25086197703
1696-0002,Burg Korthals Altesln,52.09667514260,5.24987340133
1696-0003,Burg Korthals Altesln,52.09692827610,5.24967287388
3442-0002,Valckenboschlaan,52.09774030900,5.25006274662
2391-0050,Oude Arnhemseweg,52.09437763930,5.22893513529
0501-0019,Jacob Catslaan,52.09433442270,5.22954440410
2881-0038,Schaerweijdelaan,52.09365092910,5.23909085810
2881-0039,Schaerweijdelaan,52.09379400170,5.23940704267
2881-0047,Schaerweijdelaan,52.09446096700,5.24060246748
1761-0007,Mw. Kuipers-Rietberglaan,52.10360801560,5.24656902737
1111-0004,Walraven van Halllaan,52.10327883690,5.24622874310
0781-0003,Leendert Edelmanlaan,52.10309007990,5.24716577924
1761-0010,Mw. Kuipers-Rietberglaan,52.10357963670,5.24689049991
3451-0002,Gerrit Jan vd Veenln,52.10251445680,5.24388922158
3451-0003,Gerrit Jan vd Veenln,52.10270262090,5.24377226261
3451-0005,Gerrit Jan vd Veenln,52.10311647080,5.24353307193
2891-0005,Hannie Schaftlaan,52.10284225230,5.24162616580
1431-0002,Javalaan,52.09970738200,5.24752046237
3211-0004,Sumatralaan,52.10001497790,5.24795674084
2901-0001,Schaperlaan,52.10040683910,5.24131727720
1691-0023,Korte Bergweg,52.10733112450,5.25521548124
1691-0021,Korte Bergweg,52.10783483640,5.25503041916
1691-0008,Korte Bergweg,52.11054401900,5.25329185207
1691-0011,Korte Bergweg,52.10992820410,5.25375772716
2651-0014,Prinses Margrietlaan,52.07402545010,5.26644886921
2661-0024,Prinses Marijkelaan,52.07348676230,5.26484707814
2486-0002,Parmentiersvak,52.09689289170,5.22180618163
2486-0007,Parmentiersvak,52.09718610740,5.22246146469
2391-0070,Oude Arnhemseweg,52.09666992110,5.22450207846
1421-0029,Jagersingel,52.08681965960,5.26479855017
1421-0036,Jagersingel,52.08547623410,5.26613979189
1421-0040,Jagersingel,52.08471197180,5.26700894655
1421-0040,Jagersingel,52.08453033820,5.26729460200
1701-0017,Kouwenhovenselaan,52.08101950750,5.21740628581
2351-0017,Oranje Nassaulaan,52.07643108730,5.25971954584
1701-0020,Kouwenhovenselaan,52.08093877170,5.21727980469
1701-0018,Kouwenhovenselaan,52.08099418950,5.21736788751
1701-0019,Kouwenhovenselaan,52.08096469220,5.21732023422
1701-0021,Kouwenhovenselaan,52.08091553320,5.21724370652
0861-0015,Ernst Casimirlaan,52.08059845160,5.25722693174
2501-0014,Burgemeester Patijnlaan,52.09567403330,5.23408313117
