FID,MASTNUMMER,LONGITUDE,LATITUDE,LICHTPUNT,X_COORDINAAT,Y_COORDINAAT,LICHTPUNT_SOORT,GEOM
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-35d,OVL-0276-,6.57824494,53.24803784,OVL,234501.438,585265.136,Schakelkast,POINT (234501.43755013 585265.135671736)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-35c,OVL-0277,6.60701583,53.2364822,OVL,236443.542,584011.378,Schakelkast,POINT (236443.541809616 584011.37816368)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-35b,OVL-0279,6.60293314,53.2144385,OVL,236212.38,581553.768,Schakelkast,POINT (236212.380064553 581553.768248556)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-35a,OVL-0280-,6.54302278,53.22361633,OVL,232194.132,582509.188,Schakelkast,POINT (232194.132470927 582509.187629367)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-359,OVL-0393,6.54802902,53.18912494,OVL,232590.327,578676.388,Schakelkast,POINT (232590.327376084 578676.388119637)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-358,OVL-0463,6.59029037,53.23178462,OVL,235335.632,583469.848,Schakelkast,POINT (235335.6324005 583469.848145647)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-357,OVL-0519,6.558838,53.19631324,OVL,233299.753,579487.988,Schakelkast,POINT (233299.753256992 579487.988218053)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-356,OVL-0542,6.55422991,53.17952269,OVL,233022.086,577614.562,Schakelkast,POINT (233022.085594518 577614.562108109)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-355,OVL-0800,6.58373566,53.2069493,OVL,234943.888,580698.904,Schakelkast,POINT (234943.887952269 580698.903607103)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-354,OVL-0801,6.56577382,53.21308896,OVL,233732.696,581362.333,Schakelkast,POINT (233732.69609002 581362.333330522)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-353,OVL-0802,6.58252178,53.21612514,OVL,234845.843,581718.634,Schakelkast,POINT (234845.843297533 581718.634228239)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-352,OVL-0803,6.52513738,53.2374313,OVL,230975.388,584027.503,Schakelkast,POINT (230975.388057336 584027.502820501)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-351,OVL-0804,6.53973537,53.21378781,OVL,231992.091,581411.953,Schakelkast,POINT (231992.091022316 581411.953132129)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-350,OVL-0805,6.57675285,53.19122663,OVL,234506.269,578941.581,Schakelkast,POINT (234506.268952195 578941.581299339)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-34f,OVL-0806,6.59493861,53.21392456,OVL,235679.328,581487.594,Schakelkast,POINT (235679.327597865 581487.593621305)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-34e,OVL-0807,6.54314288,53.17870653,OVL,232282.357,577511.791,Schakelkast,POINT (232282.357227128 577511.79065647)
Verkeerslichten gemeente Groningen.fid-214b96d3_1861f39e703_-34d,OVL-0808,6.54598271,53.18011935,OVL,232469.679,577672.057,Schakelkast,POINT (232469.678828398 577672.057429467)
