X,Y,OBJECTID,Straat,NUMMER,LETTER,Huisnummer,PLAATS,OMSCHRIJVING,TYPE,BESTAND,Monument_nummer
6.58331148526378,52.9917047874452,1,Amelte,,, ,Assen,"Restant landgoed Valkenstijn met graftombe Valkenstijn en toegangshek, oprijlaan en waterpartijen",Gemeentelijk monument,Amelte_GM1_001.pdf,GM1_001
6.58580914557608,52.993162632918,2,Amelte ,1,,1 ,Assen,Woonhuis,Gemeentelijk monument,Amelte_1_GM1_002.pdf,GM1_002
6.60219286573995,52.9894203663483,3,Amelte ,24,,24 ,Assen,"Boerderij, krimpentype",Gemeentelijk monument,Amelte_24_GM2_001.pdf,GM2_001
6.61039940707255,53.0116875122403,4,Asserweg,3,,3 ,Loon,Boederij,Gemeentelijk monument,Asserweg_3_GM2_004.pdf,GM2_004
6.61113085706426,53.0117339500729,5,Asserweg,8,,8 ,Loon,Boerderij Aorendshoes,Gemeentelijk monument,Asserweg_8_GM2_005.pdf,GM2_005
6.61204087703959,53.012830037518,6,Asserweg,10,,10 ,Loon,Transformatorhuisje op brink,Gemeentelijk monument,Asserweg_10_GM1_134.pdf,GM1_134
6.61225449598126,53.0130075899605,7,Balloërweg,1,,1 ,Loon,Boederij,Gemeentelijk monument,Balloerweg_1_GM2_006.pdf,GM2_006
6.5579402879983,52.9897900931169,8,Beilerstraat,32,,32 ,Assen,Conciërgewoning,Gemeentelijk monument,Beilerstraat_32_GM1_018.pdf,GM1_018
6.55784653554405,52.9780000030887,9,Beilerstraat,221,,221 ,Assen,Marechausseekazerne,Gemeentelijk monument,Beilerstraat_221_GM2_014.pdf,GM2_014
6.5584529154991,52.9905759298782,10,Beilerstraat,26,,26 ,Assen,Woonhuis,Gemeentelijk monument,Beilerstraat_26_GM2_009.pdf,GM2_009
6.55863742562914,52.9896844058072,11,Beilerstraat,43,,43 ,Assen,Woonhuis,Gemeentelijk monument,Beilerstraat_43_GM1_021.pdf,GM1_021
6.55885520119464,52.9894755696467,12,Beilerstraat,45,,45 ,Assen,Woonhuis,Gemeentelijk monument,Beilerstraat_45_GM2_010.pdf,GM2_010
6.55904269232041,52.9903544608301,13,Beilerstraat,37,,37 ,Assen,Woonhuis,Gemeentelijk monument,Beilerstraat_37_GM1_020.pdf,GM1_020
6.55923722388178,52.9903885017307,14,Beilerstraat,35,,35 ,Assen,Woonhuis,Gemeentelijk monument,Beilerstraat_35_GM1_019.pdf,GM1_019
6.55926009889167,52.9906848493653,15,Beilerstraat,22,,22 ,Assen,Woonhuis,Gemeentelijk monument,Beilerstraat_22_GM2_008.pdf,GM2_008
