ZK_VOLGNR;SUBSIDIEJAAR;SUBSIDIEREGELING;NAAM_ACTIVITEIT_OF_PROJECTNAAM;RESULTAAT;VOORLOPIG_BEDRAG;DEFINITIEF_BEDRAG;AANVRAGER;KVK
2639107;2018;Buurthuizen;buurthuis, aanvullende subsidie aanvraag i.v.m. ventilatie;Verstrekt;;11.543;Stichting Bewonersinitiatief Rosmolenwijk;
2269626;2018;Buurthuizen;Diverse activiteiten buurt- en speeltuinvereniging het Havenkwartier 2018 ;Verstrekt;;2.852;buurt- en speeltuinvereniging het Havenkwartier;
2862918;2018;Buurthuizen;extra subsidie tbv vervanging van tafels;Verstrekt;;3.987;Wijkcentrum Dirk Prins;
2278249;2018;Buurthuizen;Maatschappelijke activiteiten;Verstrekt;;2.000;Stichting Het BrandtWeer;
2010380;2018;Evenementen;BouleVaart ;Verleend;20.148;;Stichting BouleVaart;61.976.024
2240991;2018;Evenementen;Hembrug Happening;Verleend;40.000;;Stg. Halte Hembrug;60.847.654
2010981;2018;Evenementen;IFIKZ;Verleend;42.706;;Stichting Zaanse Industriecultuur;62.290.312
2010931;2018;Evenementen;Midzomerzaan;Verleend;18.081;;Stichting Midzomerzaan;34.258.254
2011167;2018;Evenementen;PinksterZaan;Verleend;7.175;;Stichting PinksterZaan;60.687.851
2011165;2018;Evenementen;Zaans Film Festival 2018;Verleend;20.449;;ImagineAll;54.990.424
2001817;2018;Evenementen;Slag om de Zaan;Verleend en Lager vastgesteld;;19.375;Stichting Zaanslag;815.669.951
2006223;2018;Evenementen;Stad aan de Zaan optimist on tour;Verleend en Lager vastgesteld;;20.296;Stad aan de Zaan;62.914.510
1983173;2018;Evenementen;ARTzaanstad event 2018;Verleend en Vastgesteld conform;;14.350;Stichting ARTzaanstad;59.687.924
2010850;2018;Evenementen;Foodfestival aan de Zaan;Verleend en Vastgesteld conform;;11.939;Stichting Foodfestival aan de Zaan;69.553.106
2011155;2018;Evenementen;Haltpop 2018;Verleend en Vastgesteld conform;;19.287;Stichting Haltpop;34.384.992
2301470;2018;Evenementen;Kinderboekenmarkt op de Zaanse Schans;Verleend en Vastgesteld conform;;30.000;Stichting Oeverloos;34.261.160
2011065;2018;Evenementen;Monet op de Zaan;Verleend en Vastgesteld conform;;13.202;Stichting Monet in Zaandam;50.024.949
2008346;2018;Evenementen;Zaanse UITmarkt;Verleend en Vastgesteld conform;;28.700;Stichting UITdeZaanstreek;68.638.760
1851112;2018;Harmonisatie;Antroposofische peutergroep Windekind;Verleend;18.137;;De Vlinderboom op school BV;2.161.684
1938989;2018;Harmonisatie;Peuterspelen cbs de Evenaar/Kinderopvang Boefje;Verleend;89.089;;Kinderopvang Boefje/cbs de Evenaar;34.319.047
1948314;2018;Harmonisatie;Regulier voorschool Peuterspelen;Verleend;8.244;;Freekids BV;34.164.779
1819507;2018;Harmonisatie;reguliere peuterplaatsen;Verleend;24.732;;Stichting et Nabuut;34.281.911
1949021;2018;Harmonisatie;reguliere peuterplaatsen en VVE;Verleend;1.096.093;;PeuterTuin BV;63.303.515
1827349;2018;Harmonisatie;reguliere peuterplaatsen en VVE;Verleend;782.085;;Peuteropvang Zaanstad B.V. ;63.094.754
1827278;2018;Harmonisatie;reguliere peuterspeelplaatsen en VVE;Verleend;134.193;;Babino Peuteropvang B.V.;58.408.630
1827179;2018;Harmonisatie;reguliere peuterspeelplaatsen en VVE;Verleend;139.071;;Babino B.V.;52.407.713
1948265;2018;Harmonisatie;VVE / Regulier voorschool Peuterspelen;Verleend;265.457;;Freekids Peuterzorg BV;34.151.112
2979671;2018;Harmonisatie;Afschrijvingskosten inventaris Freekids Peuterzorg B.V.;Verstrekt;;29.005;Freekids Peuterzorg B.V.;34.151.112
2938380;2018;Harmonisatie;Afschrijvingskosten overname inventaris PeuterSaen;Verstrekt;;55.407;PeuterTuin BV;63.303.515
2315315;2018;Instandhouding erfgoed;De groene Bark;Verleend;6.600;;Business Center BedrijvigeBij;
2261672;2018;Instandhouding erfgoed;DE KOGGE;Verleend;8.500;;EN Vastgoed B.V. i.o. De Kogge Ontwikkeling BV;
2991551;2018;Instandhouding erfgoed;Herstel en onderhoud Oostzijderkerk;Verleend;12.000;;Stichting Beheer Oostzijderkerk Zaandam;
3051059;2018;Instandhouding erfgoed;Huis der Cardinalen;Verleend;1.779;;;
2237644;2018;Instandhouding erfgoed;Kosterij Protestantse kerk Wormerveer;Verleend;1.200;;Protestantse kerk Wormerveer;
2779403;2018;Instandhouding erfgoed;Lagendijk te Koog aan de Zaan;Verleend;50.000;;Stadherstel Amsterdam N.V.;
2747390;2018;Instandhouding erfgoed;Nauernasche Vaartdijk;Verleend en Lager vastgesteld;;5.324;;
2567221;2018;Instandhouding erfgoed;Dorpsstraat;Verleend en Vastgesteld conform;;5.932;;35.031.365
2265359;2018;Instandhouding erfgoed;hanenpad, zaandam;Verleend en Vastgesteld conform;;12.000;;
2661730;2018;Instandhouding erfgoed;Lagendijk ;Verleend en Vastgesteld conform;;5.000;Stadherstel Amsterdam N.V.;
2477456;2018;Instandhouding erfgoed;Orthodoxe kerk;Verleend en Vastgesteld conform;;12.000;Bouwbedrijf Zaanland;
2382034;2018;Instandhouding erfgoed;Project Bonifatiuskerk DE PAROCHIE;Verleend en Vastgesteld conform;;12.000;R.K. Gemeente van den H. Bonifatius Zaandam;
2167206;2018;Instandhouding erfgoed;Zaanweg  te Wormerveer;Verleend en Vastgesteld conform;;3.174;VVE Gebouw Zaanweg 46 te Wormerveer;
2315529;2018;Instandhouding erfgoed;De Witte Villa;Verleend en Vastgesteld op nul;;0;Business Center BedrijvigeBij;
2667365;2018;Jobcoach (extern);Administratief medewerker;Verleend;1.350;;Gemeente Zaanstad;
2961008;2018;Jobcoach (extern);Administratief medewerker;Verleend;1.350;;Heliomare;
2225849;2018;Jobcoach (extern);Administratief medewerker;Verleend;2.250;;Voorzet Arbeid;
2303673;2018;Jobcoach (extern);Administratief ondersteuner jongerenpunt;Verleend;1.125;;Gemeente Amsterdam;
2756322;2018;Jobcoach (extern);Algemeen medewerker;Verleend;2.250;;De Boer Kistenfabriek;
2659417;2018;Jobcoach (extern);Algemeen medewerker;Verleend;2.250;;Kistenfabriek de Boer;
2894706;2018;Jobcoach (extern);algemeen schoonmaakmedewerker 1;Verleend;2.250;;Hago Airport Services;
2779408;2018;Jobcoach (extern);All round horeca medewerker;Verleend;2.250;;Happy Tosti Amsterdam De Pijp B.V.;
3030205;2018;Jobcoach (extern);allround medewerker;Verleend;2.250;;Stichting Jobstap;
2634255;2018;Jobcoach (extern);allround medewerker;Verleend;2.250;;Stichting Jobstap;
2270279;2018;Jobcoach (extern);allround medewerker ;Verleend;2.250;;Stichting Jobstap;
2278048;2018;Jobcoach (extern);Chauffeur / bijrijder;Verleend;2.250;;Het Goed Zaanstad;
2502709;2018;Jobcoach (extern);facilitair medewerker;Verleend;1.238;;Heliomare Arbeidsintegratie;
2980104;2018;Jobcoach (extern);financieel medewerker;Verleend;375;;Stichting Jobstap;
2892990;2018;Jobcoach (extern);Magazijnmedewerker;Verleend;2.250;;Voorzet Arbeid B.V.;
2395155;2018;Jobcoach (extern);matcher;Verleend;2.250;;Stichting Heliomare;
2577138;2018;Jobcoach (extern);medewerker financiele administratie;Verleend;1.125;;Stichting Jobstap;
2901175;2018;Jobcoach (extern);Medewerker Hallen en Parken Noord ;Verleend;900;;Stichting Jobstap;
2728375;2018;Jobcoach (extern);Medewerker onderhoud;Verleend;2.250;;Heliomare Arbeidsintegratie;
2462726;2018;Jobcoach (extern);Medewerker Winkel;Verleend;750;;Het Goed;
2419422;2018;Jobcoach (extern);produktiemedewerker;Verleend;2.250;;Stichting Odibaan;
2838377;2018;Jobcoach (extern);produktiemedewerker;Verleend;1.350;;Stichting OdiBaan;
2909585;2018;Jobcoach (extern);Transporteur;Verleend;2.250;;Voorzet Arbeid BV;
2445747;2018;Jobcoach (extern);Vulploegmedewerker;Verleend;2.250;;Deen Winkels B.V. ;
2317891;2018;Jobcoach (extern);Winkelmedewerker;Verleend;750;;Het Goed;
2359400;2018;Jobcoach (extern);Winkelmedewerker;Verleend;2.250;;Het Goed;
2747317;2018;Jobcoach (extern);assistent medewerker sportparken;Verstrekt;;900;Stichting Jobstap;
2813771;2018;Jobcoach (intern);Baliemedewerker/secretarieel medewerker;Verleend;1.150;;Randstad HR Solutions;
2494801;2018;Jobcoach (intern);facilitair medewerker;Verleend;450;;Randstad HR Solutions;
2673756;2018;Jobcoach (intern);facilitair medewerker;Verleend;975;;Randstad HR Solutions;
2829817;2018;Jobcoach (intern);Gastvrouw;Verleend;2.025;;The Colour Kitchen at Work BV;
2604848;2018;Jobcoach (intern);IT allround servicemedewerker;Verleend;1.219;;Randstad HR Solutions;
2897921;2018;Jobcoach (intern);klantcontactcenter medewerker;Verleend;750;;Randstad HR Solutions bv;
2878363;2018;Jobcoach (intern);Vulploegmedewerker;Verleend;2.250;;Deen Winkels B.V.;
2788492;2018;Jobcoach (intern);receptionist/telefonist;Verstrekt;;300;Randstad HR Solutions inzake Regio College;
2295810;2018;Jongerenvoucher;Aankomend Monteur/ magazijnmedewerker;Verstrekt;;2.500;Solar Store;
2698720;2018;Jongerenvoucher;Fiets- Bromfietsmonteur;Verstrekt;;2.500;Zaandam Bicycle;
3031282;2018;Jongerenvoucher;helpende;Verstrekt;;1.250;Maison Thuiszorg B.V.;
3112636;2018;Jongerenvoucher;Leerling Timmerman;Verstrekt;;2.500;Bouwmensen;
2295847;2018;Jongerenvoucher;Monteur Zonnepanelen;Verstrekt;;2.500;Zelfstroom Montage BV;
2870549;2018;Jongerenvoucher;Rijwielhersteller;Verstrekt;;2.500;Gerard Metz Tweewielers;
2924109;2018;Jubileum;100-jarig jubileum;Verstrekt;;500;Zaandamse Korfbal Vereniging;40.617.451
2222059;2018;Jubileum;75-jarig jubileum;Verstrekt;;250;Vogelbeschermingswacht Zaanstreek;40.617.384
2948873;2018;Lokale duurzame energieopwekking;Tranche 1 : 3 aanvragen van bedrijven in samenwerking met SAENZ U.A. voor zonne-pv-panelen 2018;Verleend en Vastgesteld conform;;23.580;SAENZ U.A.;
2948884;2018;Lokale duurzame energieopwekking;Tranche 2 : 3 aanvragen van bedrijven in samenwerking met SAENZ U.A. voor zonne-pv-panelen 2018;Verleend en Vastgesteld conform;;22.080;SAENZ U.A.;
2951615;2018;Lokale duurzame energieopwekking;Tranche 3 : 3 aanvragen van bedrijven in samenwerking met SAENZ U.A. voor zonnepanelen in 2018;Verleend en Vastgesteld conform;;23.040;SAENZ U.A.;
2961503;2018;Lokale duurzame energieopwekking;Tranche 4 : 3 aanvragen van bedrijven in samenwerking met SAENZ U.A. voor zonne-pv-panelen in 2018 ;Verleend en Vastgesteld conform;;21.000;SAENZ U.A.;
2961536;2018;Lokale duurzame energieopwekking;Tranche 5 : 5 aanvragen van bedrijven in samenwerking met SAENZ U.A. voor zonne-pv-panelen in 2018 ;Verleend en Vastgesteld conform;;10.300;SAENZ U.A.;
2612669;2018;Loonkostensubsidie;Agrarisch medewerker;Verleend;6.141;;De Koebel Melkveehouderij;
2487068;2018;Loonkostensubsidie;Algemeen medewerker;Verleend;8.335;;Kistenfabriek W de Boer BV;
2762944;2018;Loonkostensubsidie;algemeen medewerker;Verleend;11.166;;Stichting Het Goed;
2856218;2018;Loonkostensubsidie;algemeen medewerker;Verleend;8.516;;Het Goed Zaanstad;
2959131;2018;Loonkostensubsidie;algemeen medewerker schoonmaak onderhoud;Verleend;4.794;;HAGO Airport Services;
3187523;2018;Loonkostensubsidie;All round horeca medewerker;Verleend;2.074;;Happy Tosti Amsterdam De Pijp B.V.;
2936181;2018;Loonkostensubsidie;Ass. Ambachelijke Bakkerijmedewerker;Verleend;2.520;;Bonbonatelier N.Limmen B.V.;
2954559;2018;Loonkostensubsidie;assistent facilitaire ondersteuning;Verleend;11.787;;Pennemes;
2935060;2018;Loonkostensubsidie;Assistent medewerker hondencreche;Verleend;856;;Hus Zaanstreek;
2799510;2018;Loonkostensubsidie;Baliemedewerker/receptioniste;Verleend;6.057;;Stichting VU ;
2815558;2018;Loonkostensubsidie;Cateringmedewerker A;Verleend;1.316;;Albron BV;
2829560;2018;Loonkostensubsidie;Gastvrouw;Verleend;2.456;;The Colour Kitchen at Work BV;
3177199;2018;Loonkostensubsidie;Leerling BBL;Verleend;1.134;;Gemeente Zaanstad;
3026089;2018;Loonkostensubsidie;Leerling BBL;Verleend;7.031;;Gemeente Zaanstad;
2697313;2018;Loonkostensubsidie;Logistiek medewerker;Verleend;9.682;;Zaan Logistics B.V.;
2781483;2018;Loonkostensubsidie;Logistiek medewerker;Verleend;15.182;;Singeling Constructie- Lastechniek B.V.;
2889081;2018;Loonkostensubsidie;Magazijnmedewerker;Verleend;6.379;;Industrieel Klimmen BV;
2881947;2018;Loonkostensubsidie;Maintenance medewerker;Verleend;3.402;;PDZ Uitzendbureau;
3177508;2018;Loonkostensubsidie;Medewerker A;Verleend;5.793;;Gemeente Zaanstad;
3025966;2018;Loonkostensubsidie;Medewerker A;Verleend;4.848;;gemeete Zaanstad;
3123676;2018;Loonkostensubsidie;Medewerker Elektromontage;Verleend;5.862;;Servorg Projecten BV;
2625441;2018;Loonkostensubsidie;Medewerker groenvoorziening;Verleend;11.227;;TC Groentechniek;
2480115;2018;Loonkostensubsidie;Medewerker Lunchroom;Verleend;6.516;;Delifrance;
2777381;2018;Loonkostensubsidie;medewerker ondersteuning Metro (Algemeen medewerker B) ;Verleend;10.206;;GVB Exploitatie B.V.;
2633218;2018;Loonkostensubsidie;Medewerker Productie;Verleend;711;;Nederlandse Spoorwegen / NS Stations Retailbedrijf BV;
2990781;2018;Loonkostensubsidie;medewerker Receptie;Verleend;3.424;;stichting doopsgezind zorgcentrum het Mennistenerf;
2805645;2018;Loonkostensubsidie;medewerker textieldrukkerij;Verleend;6.897;;Carebo B.V.;
2458204;2018;Loonkostensubsidie;Medewerker Verkoopklaar;Verleend;3.891;;Albert Heijn Wajong;
3036373;2018;Loonkostensubsidie;Medewerker Vulploeg;Verleend;3.955;;Vos Supermarkten Holding B.V.;
2894627;2018;Loonkostensubsidie;Ontwikkelaar;Verleend;5.455;;Premiums Websites BV;
3088133;2018;Loonkostensubsidie;participatie medewerker;Verleend;7.145;;Stichting Het Goed;
3088116;2018;Loonkostensubsidie;participatie medewerker;Verleend;5.653;;Stichting Het Goed;
2471620;2018;Loonkostensubsidie;Productiemedewerker;Verleend;1.122;;NS Stations Retailbedrijf BV;
2867099;2018;Loonkostensubsidie;Productiemedewerker;Verleend;2.173;;M. Kapteijn h/o Vleeshandel Heemskerk;
2630763;2018;Loonkostensubsidie;Schoonmaker;Verleend;5.590;;Vastenburg Hoorn B.V.;
2938140;2018;Loonkostensubsidie;Vulploegmedewerker;Verleend;4.309;;Albert Heijn Wajong;
2486905;2018;Loonkostensubsidie;1e jaars leerling;Verleend;6.718;;Prinsenstichting;
2778904;2018;Loonkostensubsidie;All round horeca medewerker;Verleend en Lager vastgesteld;;2.544;Happy Tosti Amsterdam De Pijp B.V.;
2306045;2018;Loonkostensubsidie;Assistent Finishing Operator;Verleend en Lager vastgesteld;;9.545;Scanlaser;
2617138;2018;Loonkostensubsidie;Loods Medewerker;Verleend en Lager vastgesteld;;1.358;Transportbedrijf St. van den Brink;
2390504;2018;Loonkostensubsidie;Medewerker Algemeen Schoonmaakonderhoud I;Verleend en Lager vastgesteld;;1.114;Asito Transport Stationsreiniging B.V.;
2434035;2018;Loonkostensubsidie;Medewerker Fastservice;Verleend en Lager vastgesteld;;1.660;McDonald's Zaandam Drive;
2801437;2018;Loonkostensubsidie;zorgassistent;Verleend en Lager vastgesteld;;602;Evean Festina Lente;
2546286;2018;Loonkostensubsidie;( junior) ontwikkelaar work-press;Verleend en Vastgesteld conform;;5.455;Premium Group BV;
2419371;2018;Loonkostensubsidie;algemeen medewerker;Verleend en Vastgesteld conform;;6.314;Stichting Het Goed;
2419382;2018;Loonkostensubsidie;algemeen medewerker;Verleend en Vastgesteld conform;;6.314;Stichting Het Goed;
2756674;2018;Loonkostensubsidie;Allround medewerker;Verleend en Vastgesteld conform;;4.465;Medical Werff B.V.;
2300927;2018;Loonkostensubsidie;Bijrijder;Verleend en Vastgesteld conform;;6.314;De Graaf Security B.V.;
2725929;2018;Loonkostensubsidie;facilitair medewerker;Verleend en Vastgesteld conform;;1.063;Randstad HR Solutions inzake Provincie NH;
2253975;2018;Loonkostensubsidie;Groenvoorzieningmedewerker;Verleend en Vastgesteld conform;;3.882;Servorg Payroll B.V.;
2613587;2018;Loonkostensubsidie;Hulpmonteur Zonnepanelen;Verleend en Vastgesteld conform;;6.379;De Solar Store BV;
2489716;2018;Loonkostensubsidie;Hulpmonteur zonnepanelen;Verleend en Vastgesteld conform;;3.579;De Solar Store BV;
2662870;2018;Loonkostensubsidie;Magazijn medewerker;Verleend en Vastgesteld conform;;3.030;Kabel-Zaandam BV;
2674805;2018;Loonkostensubsidie;Matcher;Verleend en Vastgesteld conform;;924;WFA Personeelsdiensten B.V.;
2409571;2018;Loonkostensubsidie;Matcher;Verleend en Vastgesteld conform;;3.401;Werkgeversinstituut ;
2883444;2018;Loonkostensubsidie;Matcher;Verleend en Vastgesteld conform;;964;WFA Personeelsdiensten B.V.;
2562604;2018;Loonkostensubsidie;Mede. algemeen schoonmaakonderhoud ;Verleend en Vastgesteld conform;;151;Bayar Cleaning;
2779328;2018;Loonkostensubsidie;Medewerker;Verleend en Vastgesteld conform;;1.468;Nederlandse Spoorwegen;
2323711;2018;Loonkostensubsidie;Medewerker A;Verleend en Vastgesteld conform;;5.917;Gemeente Zaanstad;
2326020;2018;Loonkostensubsidie;Medewerker A;Verleend en Vastgesteld conform;;5.613;Gemeente Zaanstad;
2468666;2018;Loonkostensubsidie;Medewerker A;Verleend en Vastgesteld conform;;5.613;Gemeente Zaanstad;
2326077;2018;Loonkostensubsidie;Medewerker A;Verleend en Vastgesteld conform;;5.613;Gemeente Zaanstad;
2633178;2018;Loonkostensubsidie;Medewerker Productie;Verleend en Vastgesteld conform;;996;Nederlandse Spoorwegen / NS Stations Retailbedrijf BV ;
2596316;2018;Loonkostensubsidie;medisch secretarieel medewerker;Verleend en Vastgesteld conform;;2.133;Stichting Het Nederlands Kanker Instituut - Antoni van Leeuwenhoek Ziekenhuis;
2520088;2018;Loonkostensubsidie;Ondersteuner;Verleend en Vastgesteld conform;;3.578;Gemeente Zaanstad;
2329283;2018;Loonkostensubsidie;Postbezorger ;Verleend en Vastgesteld conform;;6.314;Servorg Payroll B.V.;
2404096;2018;Loonkostensubsidie;Productie Medewerker;Verleend en Vastgesteld conform;;6.314;Servorg Projecten ;
2478907;2018;Loonkostensubsidie;Productie medewerker;Verleend en Vastgesteld conform;;2.315;Servorg Projecten BV;
2800216;2018;Loonkostensubsidie;Productiemedewerker;Verleend en Vastgesteld conform;;3.359;Flens BV;
2757520;2018;Loonkostensubsidie;verkoper 1;Verleend en Vastgesteld conform;;1.259;"M&R Optiek t.h.o.d.n. Eye Wish Opticiens";
2388484;2018;Loonkostensubsidie;Algemeen medewerker magazijn;Verstrekt;;3.157;Waboplast;
3084939;2018;Loonkostensubsidie;Groenvoorzieningmedewerker;Verstrekt;;4.700;Servorg Payroll BV;
3038196;2018;Loonkostensubsidie;Groenvoorzieningsmedewerker;Verstrekt;;4.441;Servorg Payroll BV;
3037758;2018;Loonkostensubsidie;Groenvoorzieningsmedewerker;Verstrekt;;4.458;Servorg Payroll BV;
3159211;2018;Loonkostensubsidie;Helpende;Verstrekt;;4.083;Evean;
3159284;2018;Loonkostensubsidie;Helpende;Verstrekt;;4.083;Evean;
3031298;2018;Loonkostensubsidie;Matcher;Verstrekt;;321;WFA Personeelsdiensten B.V.;
1795788;2018;Meedoen in sport;Jeugdschaatsen;Verleend;10.000;;District Zaanstreek van de KNSB;0
1891695;2018;Meedoen in sport;onderhoud sportaccommodatie;Verleend;23.616;;Stichting Beheer Sportpark Schanszicht;41.232.184
1786193;2018;Meedoen in sport;Onderhoud sportaccommodatie SVA;Verleend;22.746;;Stichting Voetbalaccommodaties Assendelft;34.364.865
2117027;2018;Meedoen in sport;Onderhoud Voeltalvereniging Zaanlandia;Verleend;30.543;;VV Zaanlandia;40.617.024
1839990;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;22.647;;SV Fortuna Wormerveer;34.276.733
2002427;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;59.594;;Stichting Onderhoud SPortpark Hoornseveld;41.232.160
1825556;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;18.900;;RK VOETBALVER SAENDEN;40.617.496
1818105;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;16.823;;"sc Hercules-Zaandam (Stichting de Kuil)";34.350.234
1756416;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;24.080;;Voetbalvereniging Assendelft;40.617.253
1820189;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;32.514;;z.v.v. Zilvermeeuwen;40.617.281
1738731;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;46.243;;Stichting Sportpark Jagersveld;41.232.376
1759274;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;36.866;;Stichting Beheer Sportpark Karnemelspolder;4.123.244
1742894;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;25.127;;Stichting Voetbal Westzaan;34.391.855
1818115;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;14.076;;Beachvolleybal Vereniging Silicium;57.987.645
1827879;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;13.466;;ZHC De Kraaien;40.617.508
1769804;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verleend;11.973;;Stichting Sportpark Zaanland;41.232.145
1771027;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie / beheer  (KZ/Hiltex en KFC);Verleend;33.974;;Stichting Beheer Sportpark de Koog;41.232.142
1735508;2018;Meedoen in sport;Onderhoudssubsidie 2018 buitensportaccommodatie;Verleend;81.143;;Stichting Beheer Provily Sportpark;41.232.215
1787427;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verstrekt;;3.720;Stichting Beheer RODA Sportcomplex;34.276.259
2034659;2018;Meedoen in sport;Onderhoudssubsidie buitensportaccommodatie;Verstrekt;;3.560;KV Zaandam Zuid;40.617.498
1980981;2018;Meedoen in sport;Schaatsen;Verstrekt;;1.400;STG Zaanstreek;40.617.573
2629237;2018;Scholingsbegeleidingsvoucher;Dakbedekker;Verleend;584;;BOKO BV Dakbedekkers;
2407861;2018;Scholingsbegeleidingsvoucher;Algemeen maatschappelijk werkster;Verstrekt;;2.497;WWZ Academie;
2868383;2018;Scholingsbegeleidingsvoucher;BBL Leerling;Verstrekt;;786;Gemeente Zaanstad;
2574714;2018;Scholingsbegeleidingsvoucher;Beveiliger;Verstrekt;;1.247;D.E.V. Security BV;
3082975;2018;Scholingsbegeleidingsvoucher;Chauffeur Leerlingenvervoer;Verstrekt;;750;TPS Noord Holland Noord;
2589195;2018;Scholingsbegeleidingsvoucher;Conciërge;Verstrekt;;2.500;"Stichting ROC Noord Kennmerland/West Friesland  (Horizon College)";
2491167;2018;Scholingsbegeleidingsvoucher;Informatie Analist - Data Management professional;Verstrekt;;2.500;Ocean BI B.V.;
2852841;2018;Scholingsbegeleidingsvoucher;Leerling Helpende;Verstrekt;;1.936;Stichting De Zorgcirkel;
2852808;2018;Scholingsbegeleidingsvoucher;Leerling Helpende;Verstrekt;;1.936;Stichting De Zorgcirkel;
2852876;2018;Scholingsbegeleidingsvoucher;Leerling Verzorgende IG/MZ;Verstrekt;;2.250;Stichting De Zorgcirkel;
2757359;2018;Scholingsbegeleidingsvoucher;medior handhaver ;Verstrekt;;2.500;gemeente Zaanstad;
2705565;2018;Stimuleringssubsidie;Accountmanager Inside Sales ;Verleend;1.667;;Hazet v.o.f.;
2465576;2018;Stimuleringssubsidie;BunQer Ambassador ;Verleend;4.444;;QO Amsterdam ;
2766826;2018;Stimuleringssubsidie;Keukenhulp;Verleend;2.269;;Hotel Zaan Inn BV;
2957709;2018;Stimuleringssubsidie;Leerling Metselaar;Verleend;2.500;;HSB Bouw B.V.;
2586219;2018;Stimuleringssubsidie;Magazijnmedewerker;Verleend;5.000;;VOF de Peperbol;
2796132;2018;Stimuleringssubsidie;matcher;Verleend;1.250;;Werkgeversinstituut ;
3075529;2018;Stimuleringssubsidie;Medewerker algemeen;Verleend;2.500;;Kistenfabriek W. de Boer BV;
2362483;2018;Stimuleringssubsidie;medewerker reisbureau;Verleend;5.000;;Nuhr BV;
2761505;2018;Stimuleringssubsidie;Medewerker Technische dienst;Verleend;5.000;;Connecting BV;
2840125;2018;Stimuleringssubsidie;orderpicker;Verleend;1.620;;Olympia Uitzendbureau;
2840168;2018;Stimuleringssubsidie;orderpicker;Verleend;1.620;;Olympia Uitzendbureau;
2840176;2018;Stimuleringssubsidie;orderpicker;Verleend;1.620;;Olympia Uitzendbureau;
2840018;2018;Stimuleringssubsidie;orderpicker;Verleend;1.620;;Olympia Uitzendbureau;
2840182;2018;Stimuleringssubsidie;orderpicker;Verleend;1.620;;Olympia Uitzendbureau;
2840156;2018;Stimuleringssubsidie;orderpicker;Verleend;1.620;;Olympia Uitzendbureau;
2840196;2018;Stimuleringssubsidie;orderpicker;Verleend;1.620;;Olympia Uitzendbureau;
2820630;2018;Stimuleringssubsidie;Pizzabakker;Verleend;2.778;;Pizza 'Dam Zuid;
2626698;2018;Stimuleringssubsidie;productiemedewerker;Verleend;5.000;;Connectin BV;
2955948;2018;Stimuleringssubsidie;Sales;Verleend;2.500;;Argo360;
2336168;2018;Stimuleringssubsidie;Winkel medewerker;Verleend;4.444;;Slagerij van 't Oever;
2271005;2018;Stimuleringssubsidie;;Verleend;5.000;;HFC Klussenbedrijf;
2677575;2018;Stimuleringssubsidie;Bouwvakhelper ;Verleend en Lager vastgesteld;;890;Klussenbedrijf Wensen;
2446748;2018;Stimuleringssubsidie;Chauffeur;Verleend en Lager vastgesteld;;3.750;Taxi Ayata;
2472208;2018;Stimuleringssubsidie;Intercedent;Verleend en Lager vastgesteld;;1.973;Multi Craft BV;
2308887;2018;Stimuleringssubsidie;F en B Medewerker;Verleend en Vastgesteld conform;;2.815;NH Collection Barbizon Palace;
2261710;2018;Stimuleringssubsidie;keukenmedewerker algemeen;Verleend en Vastgesteld conform;;2.917;Cateringservice Holterman;
2530522;2018;Stimuleringssubsidie;Magazijnmedewerker/ Chauffeur;Verleend en Vastgesteld conform;;2.083;"Peter's Verpakkingen";
2301089;2018;Stimuleringssubsidie;Medewerker bediening;Verleend en Vastgesteld conform;;2.106;Hotel Zaan Inn BV;
2570747;2018;Stimuleringssubsidie;planner;Verleend en Vastgesteld conform;;2.500;Snijder Installatie;
1877192;2018;Vrijwilligers en herdenkactiviteiten;Jaarlijkse herdenkingsactiviteiten;Verleend;20.472;;Stichting 4 en 5 mei comite Zaanstad;67.440.649
1825591;2018;Vrijwilligers en herdenkactiviteiten;Activiteiten Stichting Islamitisch Centrum Zaandam 2018;Verstrekt;;4.000;Stichting Islamitisch Centrum Zaandam;41.231.165
1825581;2018;Vrijwilligers en herdenkactiviteiten;Activiteiten Stichting Mizaan;Verstrekt;;2.800;Stichting Mizaan;34.217.573
1746570;2018;Vrijwilligers en herdenkactiviteiten;Activiteiten voor en door vrouwen;Verstrekt;;450;Vereniging NBvP Vrouwen van Nu;40.001.154
