Ministerie;handelsnaam na kvk;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
DEF;AD NieuwsMedia B.V.;1;;;;;;;;;;1
DEF;AD2 Textiles B.V.;1;;;1;;;;;;;1
DEF;Adama Business Kleding B.V.;1;;;;;;;;;;1
DEF;Add-Mission B.V.;1;;;;;;;;1;;1
DEF;ADESIGN Art Support V.O.F.;1;;;;;;;;;;1
DEF;Adfo Groep B.V.;1;;;;;;;;;;1
DEF;Adola B.V.;1;;;;;;;;;;1
DEF;Adriaan Blom Bloemenspecialist;1;;;;;;;;;;1
DEF;Adrienne SA;;1;;;;;;;;;1
DEF;ADS Propulsion B.V.;1;;;;;;;;;;1
DEF;ADT International B.V.;1;;;;;;;;;;1
DEF;Advies en Opleidingen Kloosterman B.V.;1;;;;;;;;;;1
DEF;Advisafe Risk Management B.V.;1;;;;;;;;;;1
DEF;Adyen B.V.;;1;;;;;;;;;1
DEF;Ae Sensors B.V.;1;;;;;;;;;;1
DEF;AEB Exploitatie B.V.;1;;;;;;;;;;1
DEF;Aebi Schmidt Nederland B.V.;1;;;;;;;;;;1
DEF;AEG Power Solutions B.V.;;;;;;;;;1;;1
DEF;Aegon Schadeverzekering;1;;;;;;;;;;1
DEF;AEROFLEX WICHITA, INC.;;;;;;;;;;1;1
DEF;Aeroport Nimes;1;;;;;;;;;;1
DEF;Aeroworks Composites B.V.;1;;;;;;;;;;1
DEF;Aeves B.V.;1;;;;;;;;;;1
DEF;Ãƒâ€“ssur Europe B.V.;1;;;;;;;;;;1
DEF;AG Connect B.V.;1;;;;;;;;;;1
DEF;Agrima II B.V.;1;1;;;;;;;;;1
DEF;Agriport Truckwash B.V.;1;;;;;;;;;;1
DEF;Ahrend Nederland B.V.;;;;;;;;1;;;1
DEF;Ahrend Support B.V.;1;;;;;;;1;1;;1
DEF;AIM Nederland B.V.;1;;;;;;;;;;1
DEF;Air Liquide B.V.;1;;;;;;;;;;1
DEF;Airborne Systems North America of NJ Inc;;;;;;;;;;1;1
DEF;Aircorent B.V.;1;;;;;;;;;;1
DEF;Aircr. Develop. and Systems Engineering B.V.;1;;;;;;;;;;1
DEF;Aircraft Maintenance & Training School B.V.;1;;;;;;;;;;1
DEF;Airlusion Holding B.V.;1;;;;;;;;;;1
DEF;AirPart GmbH;1;;;;;;;;;;1
DEF;Airport Medical Services C.V.;1;;;;;;;;;;1
DEF;Airport Plovdiv EAD;1;;;;;;;;;;1
DEF;AirsoftShopNL;1;;;;;;;;;;1
DEF;AIS-Scanology B.V.;1;;;;;;;;;;1
DEF;Akaza sport;1;;;;;;;;;;1
DEF;AKB Longs B.V.;;;;;;;;1;;;1
DEF;AKKERMANS AUTO SUPPLIES;1;;;;;;;;;;1
DEF;Albersen Verhuur B.V.;1;;;;;;;;;;1
DEF;Albyco Nederland B.V.;1;;;;;;;1;1;;1
DEF;Aledda N.V.;;;;;;;1;;;;1
DEF;Alert Teleservices B.V.;1;;;;;;;;;;1
DEF;Alewijnse Marine Rotterdam B.V.;1;;;;;;;;;;1
DEF;Alfa & Omega;1;;;;;;;;;;1
DEF;Alfa Laval Benelux B.V.;1;;;;;;;;;;1
DEF;Alg. Christelijke Organisatie van Militairen;;1;;;;;;;;;1
DEF;"ALGEMEEN BOUWBEDRIJF ""ALBO ARUBA""";1;;;;;;;;;;1
DEF;Algemene Verpakkingsindustrie B.V.;;;;;;;;;1;;1
DEF;All Areas Rental & Sales B.V.;;;;;;;;1;;;1
DEF;All In Verhuur B.V.;1;1;;;;;;;1;;1
DEF;All Music Publishing B.V.;1;;;;;;;;;;1
DEF;All Star Embroidery;;;;;;;;1;;;1
DEF;Alle Ophangsystemen;;;;;;;;1;;;1
DEF;Allekabels B.V.;1;;;;;;;;1;;1
DEF;Allers;1;;;;;;;;;;1
DEF;Alles voor je truck B.V.;1;;;;;;;;;;1
DEF;AllRest Meer NV;1;1;;;;;;;;;1
DEF;Aloha Bar;;1;;;;;;;;;1
DEF;Alpha Hondencentrum;1;;;;;;;;;;1
DEF;alpincenter.com GmbH & Co. KG;1;;;;;;;;;;1
DEF;Altec Industriële Identificatie;1;;;;;;;1;1;;1
DEF;Altena Civiele Techniek B.V.;1;;;;;;;;;;1
DEF;Altheris B.V.;1;;;;;;;1;1;;1
DEF;Altrex B.V.;1;;;;;;;;;;1
DEF;Aluminiumjon.nl;1;;;;;;;;;;1
DEF;Alup Grassair Kompressoren B.V.;1;;;;;;;;1;;1
DEF;A-Mac B.V.;1;;;;;;;;;;1
DEF;Ambitious;1;;;;;;;;;;1
DEF;AMC Centre;1;;;;;;;;;;1
DEF;AMC Unicon;;;;;;;;1;;;1
DEF;Amco;1;;;;;;;;;;1
DEF;Amcom;1;;;;;;;;;;1
DEF;Amethist Developing People B.V.;;1;;;;;;;;;1
DEF;AMI Productions;1;;;;;;;;;;1
DEF;AMIGOE;1;;;;;;;;;;1
DEF;Amigo-Produkties;;;;;;;;;1;;1
DEF;Amstel Graphics B.V.;;;;;;;;;1;;1
DEF;Amsterdam Boat Center;1;;;;;;;;;;1
DEF;Amsterdam Marriott Hotel;1;;;;;;;;;;1
DEF;Amsterdamse Bloemenmarkt;1;;;;;;;;;;1
DEF;Amtec-Less-Lethal-Systems;1;;;;;;;;;;1
DEF;Analytisch Diagnostisch Centrum N.V;1;;;;;;;;;;1
DEF;Andries de Jong B.V.;1;;;;;;;;;;1
DEF;AndyCobben.com Light - Sound - Show Event Support;1;;;;;;;;;;1
DEF;Angel ArunA;;1;;;;;;;;;1
DEF;Angenita;1;;;;;;;;;;1
DEF;Animo B.V.;1;;;;;;;;;;1
DEF;Anker & Kompas;1;;;;;;;;;;1
DEF;Anko Management B.V.;;1;;;;;;;;;1
DEF;Anlag International B.V.;1;;;;;;;;;;1
DEF;Annabelle Design NV;1;;;;;;;;;;1
DEF;annatommie - centra voor orthopedie - B.V.;1;;;;;;;;;;1
DEF;Anoniem 101;1;;;;;;;;;;1
DEF;Anoniem 107;1;;;;;;;;;;1
DEF;Anoniem 114;1;;1;;;;;;;1;1
DEF;Anoniem 117;1;;;;;;;;;;1
DEF;Anoniem 119;1;;;;;;;;;;1
DEF;Anoniem 120;1;;;;;;;;;;1
DEF;Anoniem 121;1;;;;;;;;;;1
DEF;Anoniem 122;1;;;;;;;;;;1
DEF;Anoniem 128;;;;;;;;1;;;1
DEF;Anoniem 129;1;;;;;;;;;;1
DEF;Anoniem 130;1;;;;;;;;;;1
DEF;Anoniem 132;1;;;;;;;;;;1
DEF;Anoniem 133;1;;;;;;;;;;1
DEF;Anoniem 135;1;;;;;;;1;;;1
DEF;Anoniem 136;1;;;;;;;;;;1
DEF;Anoniem 137;;;;;;;;1;1;;1
DEF;Anoniem 138;1;1;;;;;;;;;1
DEF;Anoniem 139;1;;;;;;;;;;1
DEF;Anoniem 14;;1;;;;;;;;;1
DEF;Anoniem 140;;1;;;;;;;;;1
DEF;Anoniem 141;1;;;;;;;;;;1
DEF;Anoniem 143;1;;;;;;;;;;1
DEF;Anoniem 147;1;;;;;;;;;;1
DEF;Anoniem 148;1;;;;;;;;;;1
DEF;Anoniem 149;;;;;;;;1;;;1
DEF;Anoniem 151;;1;;;;;;;;;1
DEF;Anoniem 152;1;;;;;;;;;;1
DEF;Anoniem 155;1;;;;;;;;;;1
DEF;Anoniem 157;;;;;;;;;1;;1
DEF;Anoniem 158;1;;;;;;;;;;1
DEF;Anoniem 16;1;;;;;;;;;;1
DEF;Anoniem 161;;1;;;;;;;;;1
DEF;Anoniem 164;1;;;;;;;;;;1
DEF;Anoniem 165;1;;;;;;;;;;1
DEF;Anoniem 168;1;;;;;;;;;;1
DEF;Anoniem 169;1;;;;;;;;;;1
DEF;Anoniem 17;;;1;;;;;;;;1
DEF;Anoniem 172;;;;;;;;;;1;1
DEF;Anoniem 173;1;;;;;;;;;;1
DEF;Anoniem 174;1;;;;;;;;;;1
DEF;Anoniem 175;1;;;;;;;;;;1
DEF;Anoniem 176;1;;;;;;;;;;1
DEF;Anoniem 179;1;;;;;;;;;;1
DEF;Anoniem 182;1;;;;;;;;;;1
DEF;Anoniem 186;1;;;;;;;;;;1
DEF;Anoniem 187;1;;;;;;;;;;1
DEF;Anoniem 188;1;;;;;;;;;;1
DEF;Anoniem 19;;1;;;;;;;1;;1
DEF;Anoniem 195;1;;;;;;;;;;1
DEF;Anoniem 196;1;;;;;;;;;;1
DEF;Anoniem 197;1;;;;;;;;;;1
DEF;Anoniem 2;1;1;;;;;;;;;1
DEF;Anoniem 20;1;;;;;;;;;;1
DEF;Anoniem 207;1;;;;;;;;;;1
DEF;Anoniem 208;1;;;;;;;;;;1
DEF;Anoniem 209;1;;;;;;;;;1;1
DEF;Anoniem 212;1;;;;;;;;;;1
DEF;Anoniem 216;1;;;;;;;;;;1
DEF;Anoniem 224;1;;;;;;;;;;1
DEF;Anoniem 226;1;;;;;;;;;;1
DEF;Anoniem 228;1;;;;;;;;;;1
DEF;Anoniem 23;1;;;;;;;;;;1
DEF;Anoniem 231;1;;;;;;;;;;1
DEF;Anoniem 236;;;;;;;;1;;;1
DEF;Anoniem 237;1;;;;;;;;;;1
DEF;Anoniem 238;1;;;;;;;;;;1
DEF;Anoniem 240;1;;;;;;;;;;1
DEF;Anoniem 241;;;;;;;;1;;;1
DEF;Anoniem 242;1;;;;;;;;;;1
DEF;Anoniem 247;1;;;;;;;;;;1
DEF;Anoniem 25;1;;;;;;;;;;1
DEF;Anoniem 251;;;;;;;;1;;;1
DEF;Anoniem 255;1;;;;;;;;;;1
DEF;Anoniem 257;1;;;;;;;;;;1
DEF;Anoniem 261;1;;;;;;;;;;1
DEF;Anoniem 263;1;;;;;;;;;;1
DEF;Anoniem 264;1;;;;;;;;;;1
DEF;Anoniem 266;;1;;;;;;;;;1
DEF;Anoniem 267;1;;;;;;;;;;1
DEF;Anoniem 268;;;;;;;;1;;;1
DEF;Anoniem 269;1;;;;;;;;;;1
DEF;Anoniem 271;1;;;;;;;;;;1
DEF;Anoniem 276;1;;;;;;;;;;1
DEF;Anoniem 280;1;;;;;;;;;;1
DEF;Anoniem 285;1;;;;;;;;;;1
DEF;Anoniem 286;1;;;;;;;;;;1
DEF;Anoniem 287;1;;;;;;;;;;1
DEF;Anoniem 290;1;;;;;;;;;;1
DEF;Anoniem 293;1;;;;;;;;;;1
DEF;Anoniem 300;1;1;;;;;;;;;1
DEF;Anoniem 301;;;;;;;;;1;;1
DEF;Anoniem 311;1;;;;;;;;;;1
DEF;Anoniem 312;;;;;;;;;1;;1
DEF;Anoniem 314;1;;;;;;;;;;1
DEF;Anoniem 316;1;;;;;;;;;;1
DEF;Anoniem 318;;;1;;;;;;;;1
DEF;Anoniem 33;;1;;;;;;;;;1
DEF;Anoniem 330;1;;;;;;;;;;1
DEF;Anoniem 332;1;;;;;;;;;;1
DEF;Anoniem 335;1;;;;;;;;;;1
DEF;Anoniem 338;1;;;;;;;;;;1
DEF;Anoniem 345;;1;;;;;;;;;1
DEF;Anoniem 35;;;;;;;;1;;;1
DEF;Anoniem 37;1;;;;;;;;;;1
DEF;Anoniem 4;1;;;;;;;;;;1
DEF;Anoniem 41;1;;;;;;;;;;1
DEF;Anoniem 43;1;1;;;;;;;;;1
DEF;Anoniem 49;1;;;;;;;;;;1
DEF;Anoniem 51;1;;;;;;;;;;1
DEF;Anoniem 53;;;;;;;;1;;;1
DEF;Anoniem 56;1;;;;;;;;;;1
DEF;Anoniem 60;1;;;;;;;;;;1
DEF;Anoniem 62;1;;;;;;;;1;;1
DEF;Anoniem 64;1;;;;;;;;;;1
DEF;Anoniem 67;;1;;;;;;;;;1
DEF;Anoniem 7;;;;;;;;;1;;1
DEF;Anoniem 70;;;;;;;;;1;;1
DEF;Anoniem 71;1;;;;;;;;;1;1
DEF;Anoniem 72;1;;;;;;;;;;1
DEF;Anoniem 73;1;;;;;;;;;;1
DEF;Anoniem 77;1;;;;;;;;;;1
DEF;Anoniem 79;;1;;;;;;;;;1
DEF;Anoniem 81;1;;;;;;;;;;1
DEF;Anoniem 82;1;1;;;;;;;;;1
DEF;Anoniem 83;;;;;1;;;1;;;1
DEF;Anoniem 85;;1;;;;;;;;;1
DEF;Anoniem 9;1;;;;;;;;;;1
DEF;Anoniem 90;1;;;;;;;;;;1
DEF;Anoniem 91;1;;;;;;;;;;1
DEF;Anoniem 92;;;1;;;;;;;;1
DEF;Anoniem 93;1;;;;;;;;;;1
DEF;Anoniem 95;;;;;;;;1;;;1
DEF;Anoniem 99;1;;;;;;;;;;1
DEF;Antalis B.V.;;;;;;;;;1;;1
DEF;Antargaz Nederland B.V.;1;;;;;;;;;;1
DEF;Antennebouw Wind;1;;;;;;;;;;1
DEF;ANWB B.V.;1;;;;;;;;;;1
DEF;ANWB Enschede;1;;;;;;;;;;1
DEF;Ap-Art;1;;;;;;;;;;1
DEF;APB Campus Vesta;1;;;;;;;;;;1
DEF;Apotheekhoudende Huisartsenpraktijk Kuinre;1;;;;;;;;;;1
DEF;Apothekers Combinatie Coevorden B.V.;1;;;;;;;;;;1
DEF;Apox B.V.;1;;;;;;;;;;1
DEF;Appeldoorn B.V.;;;;1;;;;;;;1
DEF;Applus RTD Certification;1;;;;;;;;;;1
DEF;Aqua Light Nederland B.V.;1;;;;;;;;;;1
DEF;Aqua Zoo Friesland Exploitatie B.V.;;;;;;;;;1;;1
DEF;AquaBubble;1;;;;;;;;;;1
DEF;ARAM Software & Consultancy B.V.;;;1;;;;;;;;1
DEF;ARBO Opleidingscentrum B.V.;1;;;;;;;;;;1
DEF;Ardea Auto Naaldwijk;1;;;;;;;;;;1
DEF;Arendje Verhuur B.V.;;1;;;;;;;;;1
DEF;Arends Houten Emballage B.V.;1;;;;;;;;;;1
DEF;ArjoHuntleigh Nederland B.V.;1;;;;;;;;;;1
DEF;Arkin;1;;;;;;;;;;1
DEF;Arli B.V.;;;1;;;;;;;;1
DEF;Arnhemse Borduurcentrale B.V.;1;;;;;;;;;;1
DEF;Arob Antennebouw B.V.;1;;;;;;;;;;1
DEF;Arseus Dental Nederland;1;;;;;;;;;;1
DEF;Arthrex Nederland B.V.;1;;;;;;;;;;1
DEF;Artiestenverloningen B.V.;1;;;;;;;;;;1
DEF;Artifac B.V.;1;;;;;;;;;;1
DEF;Artihove Regina B.V.;1;;;;;;;;;;1
DEF;ArtimedÃƒÂ¨s B.V.;;;;;;;;;1;;1
DEF;Aruba Courier Express;;;;;1;;;;;;1
DEF;ARUBA INDUSTRIAL SERVICES NV;1;;;;;;;;;;1
DEF;Arufreight International Inc.;1;;;;;;;;;;1
DEF;Aruron NV Total Services;1;;;;;;;;;;1
DEF;Asat.nl;;;;;;;;;1;;1
DEF;ASCA Amersfoort;1;;;;;;;;;;1
DEF;Ascent Safety B.V.;1;;;;;;;;;;1
DEF;Ascom (Nederland) B.V.;1;;;;;;;;;;1
DEF;asDARTS;1;;;;;;;;;;1
DEF;Asfra B.V.;1;;;1;;;;1;;;1
DEF;Asian Sourcing Link UK Limited;;;;;;;;;1;;1
DEF;Asito Gebõudereinigung GmbH;1;;;;;;;;;;1
DEF;Askove Kunststof Industrie B.V.;1;;;;;;;;;;1
DEF;ASP Adventure B.V.;;1;;;;;;;;;1
DEF;Aspatec holland;1;;;;;;;;;;1
DEF;Assa Abloy Hospitality Benelux B.V.;1;;;;;;;1;1;;1
DEF;Asset Manag. Control Tools & Training B.V.;1;;;;;;;;;;1
DEF;Astrid Sportprijzen;1;;;;;;;;;;1
DEF;Astrum Helicopters;;;;;;;;;;1;1
DEF;ASV Automobielbedrijven B.V.;1;;;;;;;;;;1
DEF;AT Automatisering;1;;;;;;;;;;1
DEF;Atal B.V.;1;;;;;;;1;;;1
DEF;Atelier Sjoerd Didden B.V.;1;;;;;;;;;;1
DEF;Atelier van Kedoes;;;;;;;;;1;;1
DEF;Ateq International B.V.;;;;;;;;;1;;1
DEF;Atheniem Ltd;;;;;;;;;;1;1
DEF;Athlete.nl B.V.;1;;;;;;;;;;1
DEF;Atimo Nederland B.V.;1;;;;;;;;;;1
DEF;Atlas Copco Internationaal B.V.;;;;;;;;;1;;1
DEF;Atlas Copco Tools Nederland;1;;;;;;;;;;1
DEF;Atletiekvereniging 1934 (AV '34);1;;;;;;;;;;1
DEF;Atrium Medisch Centrum Parkstad;1;;;;;;;;;;1
DEF;Attractie Verhuur Kuiters;1;;;;;;;;;;1
DEF;Attractie Verhuur Moonen B.V.;1;;;;;;;;;;1
DEF;Auberge De Hilver B.V.;;1;;;;;;;;;1
DEF;Audion Elektro B.V.;1;;;;;;;;1;;1
DEF;Auto Bleeker B.V.;1;;;;;;;;;;1
DEF;Auto Hobby Club 'De Peel';1;;;;;;;;;;1
DEF;Auto Muntstad Zeist;1;;;;;;;;;;1
DEF;Autobedrijf P.W.Y. Zantingh;1;;;;;;;;;;1
DEF;Autobedrijf van den Udenhout B.V.;1;;;;;;;;;;1
DEF;Autobedrijf Van Mossel B.V.;1;;;;;;;;;;1
DEF;Automat-Meppel;;;;;;;;;1;;1
DEF;Automator B.V.;;;;;;;;;1;;1
DEF;Autoschade Rijnders Amersfoort B.V.;1;;;;;;;;;;1
DEF;Autoservice Pennings;1;;;;;;;;;;1
DEF;Autotaalglas Nederland B.V.;1;;;;;;;;;;1
DEF;Autoverhuur Bultman B.V.;1;;;;;;;;;;1
DEF;Avans Hogeschool MB B.V.;1;;;;;;;;;;1
DEF;Avantgarde Media B.V.;1;;;;;;;;;;1
DEF;AVD Solutions;1;;;;;;;;;;1
DEF;Avex B.V.;1;;;;;;;;;;1
DEF;Aviall Services Inc.;1;;;;;;;;;;1
DEF;Aviation War Books;1;;;;;;;;;;1
DEF;Aviocom B.V.;1;;;;;;;;;;1
DEF;Aviodrome Exploitatie B.V.;;1;;;;;;;1;;1
DEF;Aviteq Triltechniek Nederland B.V.;1;;;;;;;;;;1
DEF;AVR-Afvalverwerking B.V.;1;;;;;;;;;;1
DEF;Awe Mainta;1;;;;;;;;;;1
DEF;AWM M³nster;1;;;;;;;;;;1
DEF;Axitraxi B.V.;1;;;;;;;;;;1
DEF;Ayers Rock Island B.V.;;1;;;;;;;;;1
DEF;Azerty Large Accounts B.V.;1;;;;;;;;;;1
DEF;B.L. Mulder B.V.;;;;;;;;;1;;1
DEF;B.V. Algemeen Verpakkings Centrum A.V.C.;1;;;;;;;;;;1
DEF;B.V. Eerste Hulp Dichtbij!;1;;;;;;;;1;;1
DEF;B.V. Elspec;1;;;;;;;;;;1
DEF;B.V. Korthofah;1;;1;;;;;;1;;1
DEF;B.V. Leerdam Crystal;1;;;;;;;;;;1
DEF;B.V. Ludre;1;;;;;;;;;;1
DEF;B.V. Motor-Parts Etten-Leur;;;1;;;;;;;;1
DEF;B.V. Nederlandse Plastic Industrie Tzummarum;1;;;;;;;;;;1
DEF;B.V. Rederij G. Doeksen en Zonen;1;;;;;;;;;;1
DEF;B.V. Technisch Bureau Duspra;1;;;;;;;;1;;1
DEF;B.V. Tilb. Uniformkleermakerij;1;;;;;;;;;;1
DEF;B.V. Weekbladpers;1;;;;;;;;;;1
DEF;B.V.D.A. International B.V.;1;;;;;;;;1;;1
DEF;B+B Vakmedianet B.V.;1;;;;;;;;;;1
DEF;Baan Bedrijfskleding B.V.;;;;;;;;;1;;1
DEF;Baan Twente B.V. Vestiging Hengelo;1;;;;;;;;;;1
DEF;Babcock Integrated Technology LTD;;;;;;;;;1;;1
DEF;Back Quality Europe (B.Q.E.) B.V.;;;;;;;;1;;;1
DEF;Backshop B.V.;;;;;;;;1;;;1
DEF;Baco B.V.;1;;;;;;;;;;1
DEF;Badges Unlimited;1;;;;;;;;;;1
DEF;Bagageonline B.V.;1;;;;;;;;;;1
DEF;Bakker Bedrijfswagens Apeldoorn;1;;;;;;;;;;1
DEF;Bakker Brandstoffen;1;;;;;;;;;;1
DEF;Bakker Geluidsverhuur;1;;;;;;;1;;;1
DEF;Bakker Ulrum LMB B.V.;1;;;;;;;;;;1
DEF;Bakkerij van der Westen;1;;;;;;;;;;1
DEF;Bakkers Brigade B.V.;;1;;;;;;;;;1
DEF;Balans Horeca;;;;;;;;;1;;1
DEF;Balans Trainingsapparatuur B.V.;;;1;;;;;;;;1
DEF;Balde's Banden Service Ermelo B.V.;;;;;;;;;1;;1
DEF;Balk Hechttechniek BV;;;;1;;;;;;;1
DEF;Bals Nederland;1;;;;;;;;;;1
DEF;BAM Bouw en Techniek B.V.;;;;;;;;;1;;1
DEF;Banketbakkerij Oonk;1;;;;;;;;;;1
DEF;BAP Medical B.V.;1;;;;;;;;;;1
DEF;Bar IJsselhal;1;;;;;;;;;;1
DEF;Bar Restaurant Pavlov B.V.;;1;;;;;;;;;1
DEF;Barcodewinkel.nl;;;;;;;;;;1;1
DEF;Barista Cafe Njoy;1;;;;;;;;;;1
DEF;Barlow Bar&Restaurant;;1;;;;;;;;;1
DEF;Barlucca;1;1;;;;;;;;;1
DEF;Barrera B.V.;;;1;;;;;;;;1
DEF;Barret Firearms Manufacturing, inc.;1;;;;;;;;;;1
DEF;Bartels, Jacquas. A.C.;1;;;;;;;;;;1
DEF;Bartholomee, T.E.L.;1;;;;;;;;;;1
DEF;Bartimeus;1;;;;;;;;;;1
DEF;Bas Stoffelen;1;;;;;;;;;;1
DEF;Bascom Camera's B.V.;;;;;;;;;1;;1
DEF;Base Aerienne 133;1;;;;;;;;;;1
DEF;Basko Healthcare;1;;;;;;;;;;1
DEF;Bastion Hotel Breda B.V.;;;;;;;;1;1;;1
DEF;Baston Management B.V.;;;1;;;;;;;;1
DEF;Bauerfeind Benelux B.V.;1;;;;;;;;;;1
DEF;Bavaria N.V.;;1;;;1;;;;;;1
DEF;Bax Verkeersscholen B.V.;1;;;;;;;;;;1
DEF;Bay West Bonaire;1;;;;;;;;;;1
DEF;Bazelmans Audio Visual Rentals;1;;;;;;;;;;1
DEF;BBS Beamerbedrijf Spierenburg B.V.;1;;;;;;;;;;1
DEF;BCD Travel B.V.;1;;;;;;;;;;1
DEF;BCD Travel Nederland B.V.;1;;;;;;;;;1;1
DEF;BCF Mobiliteit;1;;;;;;;;;;1
DEF;BDUmedia;1;;;;;;;;;;1
DEF;Beach Professionals B.V.;;1;;;;;;;;;1
DEF;Beachclub 57;;1;;;;;;;;;1
DEF;Beaumont B.V.;1;;;;;;;;;;1
DEF;BeBalanced, Balans in leven en loop;;1;;;;;;;;;1
DEF;Bechtle direct B.V.;1;;1;;;;;;;;1
DEF;Beckman Coulter Nederland B.V.;1;;;;;;;;;;1
DEF;Becx Tuinmachines Moergestel B.V.;;;;;;;;;1;;1
DEF;Bedrukken.nl B.V.;;;;;;;;;1;;1
DEF;Beekman B.V.;1;;;;;;;;;;1
DEF;Beeldengieterij TENAX;1;;;;;;;;;;1
DEF;Beeldspraak;1;;;;;;;;;;1
DEF;Beers & Barrels;;1;;;;;;;;;1
DEF;Beker- en Biljarthuis Lambregts V.O.F.;1;;;;;;;;;;1
DEF;Beleef Eindhoven;;1;;;;;;;;;1
DEF;Belimed B.V.;1;;;;;;;;;;1
DEF;Bendertechniek B.V.;;;;;;;;;1;;1
DEF;Benegas;1;;;;;;;;;;1
DEF;Berdo;;;;;;;;1;;;1
DEF;Bergans Outdoor GmbH;1;;;;;;;;;;1
DEF;BergingsCombinatie Utrecht (B.C.U.) V.O.F.;1;;;;;;;;;;1
DEF;Berg-O-Tool B.V.;1;;;;;;;;;;1
DEF;Berkers Dartsport;1;;;;;;;;;;1
DEF;Berlitz Schools of Languages B.V.;1;;;;;;;;;;1
DEF;Bernax simulators;1;;;;;;;;;;1
DEF;Beroepsver. van Professionals in Sociaal Werk;1;;;;;;;;;;1
DEF;Beroepsvereniging Vide;1;;;;;;;;;;1
DEF;Berre Music Works GCV;1;;;;;;;;;;1
DEF;Bert Gasenbeek Historisch onderzoeker en publicist;;1;;;;;;;;;1
DEF;Besseling Travel B.V.;1;;;;;;;1;;;1
DEF;Besthoma Trading International B.V.;1;;;;;;;;;;1
DEF;Bestuursacademie;1;;;;;;;;;;1
DEF;Betam Truck & Carwash;1;;;;;;;;;;1
DEF;Better Deals Curaþao N.V.;1;;;;;;;;;;1
DEF;Beuk Horeca B.V.;;;;;;;;1;;;1
DEF;Beukenhorst Koffie;;1;;;;;;;;;1
DEF;Bevahuis V.O.F.;;;;;;;;;1;;1
DEF;Bevlogen Advies;1;;;;;;;;;;1
DEF;Beweeg Mee B.V.;;1;;;;;;;;;1
DEF;BHV Centrale B.V.;1;;;;;;;;;;1
DEF;Bhv-Specialist.Nl;1;;;;;;;1;1;;1
DEF;BHVstore.nl;1;;;;;;;;;;1
DEF;Biemond & Van Wijk;1;;;;;;;;;;1
DEF;BIERBROUWERIJ DUITS & LAURET B.V.;;1;;;;;;;;;1
DEF;Biertap-Shop.nl;1;;;;;;;;;;1
DEF;Big Rock Engineerin NV;1;;;;;;;;;;1
DEF;BijzonderStrafrecht B.V.;1;;;;;;;;;;1
DEF;Biljartfabriek Van den Broek;;;;;;;;1;;;1
DEF;Biljartvereniging Sterrebos;;1;;;;;;;;;1
DEF;Billink B.V.;;;;;;;;;1;;1
DEF;Bintra;1;;;;;;;;1;;1
DEF;Bio Trading Benelux B.V.;1;;;;;;;;;;1
DEF;Birdland International B.V.;1;;;;;;;;;;1
DEF;bisou B.V.;1;;;;;;;;;;1
DEF;Bistro de Verwennerij;;1;;;;;;;;;1
DEF;Bistro 't Kannetje B.V.;;1;;;;;;;;;1
DEF;Bitmap' Software;1;;;;;;;;;;1
DEF;BjÃƒÂ¶rn & Marieke's Bloembinderij;1;;;;;;;;;;1
DEF;BKV Groep B.V.;1;;;;;;;;;;1
DEF;Black Box International B.V.;1;;;;;;;;;;1
DEF;Blanks & Centralfab;1;;;;;;;;;;1
DEF;Blend Distributors;1;;;;;;;;;;1
DEF;Blickle Wielen B.V.;;;;;;;;1;;;1
DEF;Bloem Bloem;;;;;;;;1;;;1
DEF;Bloembinderij All Seasons;;1;;;;;;;;;1
DEF;Bloembinderij de Korenschoof;1;;;;;;;;;;1
DEF;Bloembinderij De Nobel;1;;;;;;;;;;1
DEF;Bloembinderij van der Maat;1;;;;;;;;;;1
DEF;Bloemboetiek Dille;1;;;;;;;;1;;1
DEF;Bloemenboutique Nicole V.O.F.;1;1;;;;;;;;;1
DEF;Bloemendéco;1;;;;;;;;;;1
DEF;Bloemenhandel Kraak;1;;;;;;;;;;1
DEF;Bloemenkas Eindhoven;1;;;;;;;;;;1
DEF;Bloemennis;;;;;;;;1;;;1
DEF;BloemenNoord;;1;;;;;;;;;1
DEF;Bloemisterij Fleurina;1;;;;;;;;;;1
DEF;Bloemisterij Labberton B.V.;1;;;;;;;1;;;1
DEF;Bloemketerp Horeca B.V.;;1;;;;;;;;;1
DEF;Bloemsierkunst Anneke Kapteyn;1;;;;;;;;;;1
DEF;Bloemsierkunst De Klerk B.V.;1;;;;;;;;1;;1
DEF;Bloemsierkunst De Roozelaar;1;;;;;;;;;;1
DEF;Bloemsierkunst Dick Willemsen;1;;;;;;;;;;1
DEF;Bloemsierkunst Violet;1;;;;;;;;;;1
DEF;Bloks Auto en Autoschade;1;;;;;;;;;;1
DEF;BLOSSOM bloemisterij;;1;;;;;;;;;1
DEF;Bluekens Truck en Bus B.V.;1;;;;;;;;;;1
DEF;Blumen Wohlers;1;;;;;;;;;;1
DEF;Blumenhaus Fremming;;1;;;;;;;;;1
DEF;Blus Barneveld;1;;;;;;;;;;1
DEF;BMW Den Haag B.V.;1;;;;;;;;;;1
