Ministerie;handelsnaam na kvk;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
BZK;Dok2 B.V.;;;;;;;;1;;;1
BZK;Dokkumer Vlaggen Centrale B.V.;;;1;;;;;;;;1
BZK;DOMINO'S PIZZA TORENSTRAAT;;1;;;;;;;;;1
BZK;DOPPER B.V.;;;;;;1;;;;;1
BZK;Drukkerij Excelsior B.V.;;;;;;;;;1;;1
BZK;DSIGN SQUAD;;;;;;;;;1;;1
BZK;Duel;;;;;;1;;;;;1
BZK;Dulang Restaurant;;1;;;;;;;;;1
BZK;Dyson B.V.;;;;;;;;;1;;1
BZK;E L CRAVATTE B.V.;;;;;;;;;1;;1
BZK;E.A.L. Electronic Application Laboratory B.V.;;;1;;;;;;;;1
BZK;EASY ERGONOMICS;;;;;;;;;1;;1
BZK;Echte Bakker Keurhorst;;1;;;;;;;;;1
BZK;Ecolab B.V.;;1;;;;;;;;;1
BZK;Eden Springs Nederland B.V.;;1;;;;;;;;;1
BZK;Edery International B.V.;;;;;;;;;1;;1
BZK;Eduard Bos Electronic Publishing II B.V.;;;;;;;;1;;;1
BZK;EetcafÃƒÂ© Het Gesprek;;1;;;;;;;;;1
BZK;EHM Hotel Breda B.V.;;1;;;;;;;;;1
BZK;EIM YOURSERVICE;;;;;;1;;;;;1
BZK;Elba Media B.V.;;;;;;1;;;;;1
BZK;Element offices;;1;;;;;;;;;1
BZK;ELLE EVENTS & COMMUNICATIE;;;;;;;;1;;;1
BZK;EmpÃ³reuma;;;;;;1;;;;;1
BZK;Engels Logistiek B.V.;;;;;;;;;1;;1
BZK;Envision-S;;;;;;1;;;;;1
BZK;Event Medical Service B.V.;;;1;;;;;;;;1
BZK;Evers Events;;1;;;;;;;;;1
BZK;EXIL stempels;;;;;;;;;1;;1
BZK;Exploit. Maatsch. De Nwe Poort Amsterdam B.V.;;1;;;;;;;;;1
BZK;Exploitatie Maatschappij Komfort B.V.;;1;;;;;;;1;;1
BZK;Exploitatie Zuiderkerk B.V.;;1;;;;;;;;;1
BZK;Extreme Air Products B.V.;;;;;;;;;1;;1
BZK;FERRETTO GROUP HOLLAND;;;;;;;;1;;;1
BZK;Ferretto Group Holland B.V.;;;;;;;;;1;;1
BZK;Firma Hof der Muzen;;1;;;;;;;;;1
BZK;Flashbay Limited;;;;;;;;;1;;1
BZK;Fleetlogic B.V.;;;;;;;;;1;;1
BZK;Fletcher Hotel Exploitaties B.V.;;1;;;;;;;;;1
BZK;FloorFriendly B.V.;;;;;;;;1;;;1
BZK;FMT Vastgoed Beheer;;;1;;;;;;;;1
BZK;Fonville Schoonhouden B.V.;;;;1;;;;;;;1
BZK;FOR CONFERENCE;;;;;;;;;1;;1
BZK;Fotovaklaboratorium 'De Verbeelding' B.V.;;;;;;;;1;;;1
BZK;Frama Nederland;;;;;1;1;;;;;1
BZK;Franke Koffieservices;;;;;;;;1;;;1
BZK;Fransen Beveiligingen;;;1;;;;;;;;1
BZK;FUDURA;;;1;;;;;;;;1
BZK;Futureproof Document Solutions;;;;;;;;;1;;1
BZK;G4S Secure Monitoring BV;;;1;;;;;;;;1
BZK;Galerie Bart;;;;;;;;1;;;1
BZK;GEBR. BARENDSEN B.V.;;;;;;;;1;;;1
BZK;Geesink B.V.;;;;;;;1;;;;1
BZK;Gemaco B.V.;;;;;;;;;1;;1
BZK;Gielissen's Bedrijven B.V.;;;;;;;;;1;;1
BZK;Glemz Support;;;;1;;;;;;;1
BZK;Good Conditions B.V.;;;;;;;;;1;;1
BZK;GRAFISCH BURO VAN ERKELENS;;;;;;1;;;;;1
BZK;Grafisch Buro van Erkelens B.V.;;;;;;1;;;;;1
BZK;Grand Cafe Lubeck;;1;;;;;;;;;1
BZK;Grandcafe De Wens;;1;;;;;;;;;1
BZK;Granny's Corner;;1;;;;;;;;;1
BZK;GRAPHIC IMPROVEMENTS B.V.;;;;;;;;;1;;1
BZK;GRAYDON INCASSO B.V.;;;;;;;;;1;;1
BZK;Greenbean;;1;;;;;;;1;;1
BZK;Grey Amsterdam B.V.;;;;;;;;;1;;1
BZK;Groeneveld Eten;;1;;;;;;;;;1
BZK;Groenraad;;;;;;;;1;;;1
BZK;HAAGSE BEEK ORGANISATIEADVIES B.V.;;;1;;;;;;;;1
BZK;Hako B.V.;;;;1;;;;;;;1
BZK;Hampshire Hotel Management B.V.;;1;;;;;;;;;1
BZK;Havengebouw Amsterdam B.V.;;1;1;;;;;;;;1
BZK;HCV Architecten B.V.;;;;;1;;;;;;1
BZK;Health2Work B.V.;;;;;;;;;1;;1
BZK;HEERING OFFICE;;;;;;;;;1;;1
BZK;HEIGO;;;;;;;;;1;;1
BZK;Heijmerink- Wagemakers Vormgeversatelier B.V.;;;;;;;;1;;;1
BZK;HELICON CONSERVATION SUPPORT;;;;;;1;;;;;1
BZK;Hendriks Fotografie;;;;;;;;1;;;1
BZK;Henri Culinair;;1;;;;;;;;;1
BZK;HERINGA VAN KALSBEEK;;;;;;;;1;;;1
BZK;Het Bakkertje;;1;;;;;;;;;1
BZK;Het Coachhuis B.V.;;1;;;;;;;;;1
BZK;Het Stempel No. 539 B.V.;;;;;;;;;1;;1
BZK;Heuvelpoort Hotel B.V.;;1;;;;;;;;;1
BZK;HG Exploitatie B.V.;;1;;;;;;;;;1
BZK;HOEKMAN HOUTINDUSTRIE RIJSSEN B.V.;;;;;;1;;;;;1
BZK;Hofstad Catering;;1;;;;;;;;;1
BZK;Holding Beheermaatschappij Ropeni B.V.;;1;;;;;;;;;1
BZK;Hollandse Hoogte B.V.;;;;;;1;;;;;1
BZK;Horeca Adviescentrum HTC;;1;;;;;;;;;1
BZK;Horequip B.V.;;1;;;;;;;;;1
BZK;Hortus Horeca en Catering B.V.;;1;;;;;;;;;1
BZK;Hotel Central/Restaurant Sistermans B.V.;;1;;;;;;;;;1
BZK;Hotel Heerlickheijd van Ermelo B.V.;;1;;;;;;;;;1
BZK;Hotel Mozaic Den Haag;;1;;;;;;;;;1
BZK;Hotel-Brasserie De Kroon;;1;;;;;;;;;1
BZK;House of Brands B.V.;;;;;;;;1;;;1
BZK;House of Lords B.V.;;1;;;;;;;;;1
BZK;HUIS TEN HAGHE;;1;;;;;;;;;1
BZK;Huurland Horeca Verhuur;;;;1;;;;;;;1
BZK;Hydra Group B.V.;;;;1;;;;;;;1
BZK;Iedema Projectstoffering Wateringen B.V.;;;;;;;;1;;;1
BZK;Igluu B.V.;;1;;;;;;;;;1
BZK;Igo-Post B.V.;;;;;;;;;1;;1
BZK;In d´Ouwe Peel Hotel eetcafé;;1;;;;;;;;;1
BZK;In Pace B.V.;;1;;;;;;;;;1
BZK;Incendio B.V.;;;1;;;;;;;;1
BZK;Indonesisch Restaurant Poentjak;;1;;;;;;;;;1
BZK;Initial Hokatex (NIET GEBRUIKEN, ZIE 122090);;;;1;;;;;;;1
BZK;Innosell;;;;;;;;;1;;1
BZK;InsightsWorld B.V.;;;;;;;;;1;;1
BZK;Instock Amsterdam;;1;;;;;;;;;1
BZK;INTERNATIONALE GESCHENKEN ORGANISATIE;;;;;;1;;;1;;1
BZK;INTEROFFICE KANTOORINRICHTING B.V.;;;;1;;;;1;1;;1
BZK;Interparking Nederland B.V.;;;;;;;;;1;;1
BZK;Interval B.V.;;;1;;;;;;;;1
BZK;Intimus International Netherlands B.V.;;;;;;;;;1;;1
BZK;Jimmy's Broodje;;1;;;;;;;;;1
BZK;JOH ENSCHEDE AMSTERDAM;;;;;;1;;;;;1
BZK;Jongerius-Seghwaert B.V.;;1;;;;;;;;;1
BZK;Joppe Put Photography & Film;;;;;;;;1;;;1
BZK;Kamera Express Den Haag B.V.;;;;;;;;;1;;1
BZK;Kardex Systemen B.V.;;;;;;;;1;;;1
BZK;Karisma B.V.;;;;;1;;;;;;1
BZK;Kasteel de Vanenburg B.V.;;1;;;;;;;;;1
BZK;Kasteel Duivenvoorde;;1;;;;;;;;;1
BZK;KB consult;;;1;;;;;;;;1
BZK;Klarna B.V.;;;;;;;;;1;;1
BZK;Koen Ketel Hoveniers;;;;;;;;1;;;1
BZK;KOENEN INTERN TRANSPORT B.V.;;;;;;;;1;;;1
BZK;Koffiesnel.nl.;;1;;;;;;;;;1
BZK;KONINKLIJKE POSTNL;;;;;1;;;;;;1
BZK;Kookkunsten;;1;;;;;;;;;1
BZK;Kools & Ravenhorst Brandkasten B.V.;;;;;;;;1;;;1
BZK;KOP BEVEILIGING;;;1;;;;;;;;1
BZK;Korte Poten 1-3 B.V.;;1;;;;;;;;;1
BZK;KSG INCOMPANY;;;1;;;;;;;;1
BZK;Kuijpers t.h.o.d.n. Run2Day Den Haag;;;;;;1;;;;;1
BZK;Kumpulan ReÃƒÂ¼nie- en Congrescentrum;;1;;;;;;;;;1
BZK;La Lanterna;;1;;;;;;;;;1
BZK;Lab-44;;1;;;;;;;;;1
BZK;Landgoed Duin & Kruidberg B.V.;;1;;;;;;;;;1
BZK;Larik's Hoeve;;1;;;;;;;;;1
BZK;Leaseplan Nederland N.V.;;1;;;;;;;;1;1
BZK;Leen Bakker Nederland B.V.;;;;;;;;1;;;1
BZK;Lingewaard Incasso;;;;;;;;;;1;1
BZK;Linguist Link Europe;;;;;;1;;;;;1
BZK;Linkeroever;;1;;;;;;;;;1
BZK;Linnenatwork B.V.;;;;;;;;;1;;1
BZK;Liz Events & Communicatie;;1;;;;;;;;;1
BZK;LM+MC BV EXPLOITATIE FOKKER TERMINAL;;;;;;;;;1;;1
BZK;LUDEN DEN HAAG;;1;1;;;;;;;;1
BZK;LUNA CATERING & ORGANISATIE;;1;;;;;;;;;1
BZK;Lunchgelegenheid aan de Tafel;;1;;;;;;;;;1
BZK;Lyreco Nederland B.V.;;;;;;;;;1;;1
BZK;Madestein Restaurant & Events B.V.;;1;;;;;;;;;1
BZK;Madurodam B.V.;;;;;;;;1;;;1
BZK;Maison van den Boer B.V.;;1;;;;;;;;;1
BZK;Management Drives Holding B.V.;;;;;;;;;1;;1
BZK;MANAGEMENTBOEK NL;;;;;;;;;1;;1
BZK;MANUTAN;;1;;;;1;;1;1;;1
BZK;Martini Budget Hotel;;1;;;;;;;;;1
BZK;Maxilia B.V.;;;;;;1;;;;;1
BZK;MDX communicatie;;;;;;1;;;;;1
BZK;Meet & Connect 's-Hertogenbosch B.V.;;1;;;;;;;;;1
BZK;Melitta Professional Coff. Sol. Benelux B.V.;;1;;;;;;;;;1
BZK;Mercateo Nederland B.V.;;;;;;;;;1;;1
BZK;METALET B.V.;;;;;;;;;1;;1
BZK;Mettler-Toledo B.V.;;;;;1;;;;;;1
BZK;Miko Koffie Service B.V.;;1;;;;;;;;;1
BZK;MODULI PRINT;;;;;;1;;;1;;1
BZK;More Balls Than Most B.V.;;1;;;;;;;;;1
BZK;Mosselman Cafetaria;;1;;;;;;;;;1
BZK;Multi-Post Mail Systems B.V.;;;;;1;;;;;;1
BZK;Munckhof Regie;;;;;1;;;;;;1
BZK;Natuurmuseum Brabant Stichting;;1;;;;;;;;;1
BZK;Nederlandse Stichting voor Verlichtingskunde;;;;;;1;;;;;1
BZK;Nespresso Nederland B.V.;;1;;;;;;;;;1
BZK;Network Innovations;;;;;;;;;1;;1
BZK;Neuland GmBH;;;;;;;;;1;;1
BZK;Neuland Nederland;;;;;;;;;1;;1
BZK;NEVI-Purspective B.V.;;1;;;;;;;;;1
BZK;New York Pizza Delivery Zoetermeer I;;1;;;;;;;;;1
BZK;NH Barbizon Palace;;1;;;;;;;;;1
BZK;NH Collection Barbizon Palace;;1;;;;;;;;;1
BZK;NIB Nationaal Incasso Bureau;;;;;;;;;;1;1
BZK;NIBHV B.V.;;;1;;;;;;;;1
BZK;Nieuw Engelhard;;1;;;;;;;;;1
BZK;Nieuwe of Litteraire Sociëteit De Witte;;1;;;;;;;;;1
BZK;Norisk Keymanagement B.V.;;;1;;;;;;;;1
BZK;Nouvelles Images BV;;;;;;;;1;;;1
BZK;Novon Benelux B.V.;;;;;;;;1;;;1
BZK;NSD International NL B.V.;;;;;;;;;1;;1
BZK;OFFICE DEPOT;;1;;;;;;1;1;;1
BZK;Onlinestempels.nl;;;;;;;;;1;;1
BZK;OPTIMA FORMA;;;;;;;;1;;;1
BZK;Optima Forma B.V.;;;;;;;;1;;;1
BZK;Ottenhome B.V.;;1;;;;;;;;;1
BZK;Oudaen B.V.;;;;;;;;;1;;1
BZK;P.&P. Regisseurs;;1;;;;;;;;;1
BZK;Paagman Den Haag B.V.;;;;;;;;;1;;1
BZK;PALLETCENTRALE;;;;;;1;;;;;1
BZK;PANDA STOMERIJ;;;;;;;;;1;;1
BZK;PAPYRUS OFFICE;;;;;;;;;1;;1
BZK;PARK PLAZA UTRECHT;;1;;;;;;;;;1
BZK;Parkcafe Buiten B.V.;;;;;;;;;1;;1
BZK;Pathe Theatres BV;;1;;;;;;;;;1
BZK;Paviljoen te Werve;;1;;;;;;;;;1
BZK;PBLQ B.V.;;1;;;;;;;;;1
BZK;PBT Consult B.V.;;;1;;;;;;;;1
BZK;PELS RIJCKEN & DROOGLEEVER FORTUIJN;;;1;;;;;;;;1
BZK;PeP Restaurants B.V.;;1;;;;;;;;;1
BZK;Pistache CafÃ©;;1;;;;;;;;;1
BZK;Platforum 'Economie&Ruimte';;;;;;1;;;;;1
BZK;Plaza BW Den Haag B.V.;;1;;;;;;;;;1
BZK;Pleidooi Het;;1;;;;;;;;;1
BZK;PLEIN 10A;;1;;;;;;;;;1
BZK;Plein 9 A B.V.;;1;;;;;;;;;1
BZK;Plompetorengracht De Ruimte;;1;;;;;;;;;1
BZK;Postcode.NL B.V.;;;;;;1;;;;;1
BZK;POSTILLION ARNHEM B.V.;;1;;;;;;;;;1
BZK;PostNL Marketing en Sales;;;;;1;;;;;;1
BZK;Prins27 Stichting;;;;;;;;;1;;1
BZK;Proeflokaal Hoop Doet Eten B.V.;;1;;;;;;;;;1
BZK;Propertynl B.V.;;;;;;1;;;;;1
BZK;Publieke Werken B.V.;;1;;;;;;;;;1
BZK;Puur Utrecht;;1;;;;;;;;;1
BZK;Questionmarkgroup B.V.;;1;;;;;;;;;1
BZK;R2B Inspecties B.V.;;;1;;;;;;;;1
BZK;RACK INSPECS;;;;;;;;1;;;1
BZK;RAI Amsterdam B.V.;;1;;;;;;;;;1
BZK;Ravage B.V.;;;;;;;;;1;;1
BZK;Rebel Strategy & Finance B.V.;;;;;;;;;1;;1
BZK;Reisswolf;;;;;;;;;1;;1
BZK;Reisswolf Randstad I B.V.;;;;;;;1;;;;1
BZK;Rentokil pest control;;;;;;;;1;;;1
BZK;Restaurant De Basiliek B.V.;;1;;;;;;;;;1
BZK;Restaurant Fouquet;;1;;;;;;;;;1
BZK;Rietvelt Herenmode;;;;;;;;;1;;1
BZK;Rijksvastgoedbedrijf;;;;;;1;;;;;1
BZK;Rijnja Repro;;;;;1;;;;;;1
BZK;ROHDE & GRAHL B.V.;;;;;;;;1;;;1
BZK;Röntgen Technische Dienst B.V.;;;1;;;;;;;;1
BZK;Roossien Hoogwerktechniek;;;;;;;;1;;;1
BZK;RRS Nederland B.V.;;;;1;;;;;;;1
BZK;Ruys Handelsvereniging B.V.;;;;;1;;;;;;1
BZK;S.D.O. Schoonmaakdienstverlening;;;;1;;;;;;;1
BZK;Safety Control Real Estate B.V.;;;;1;;;;;;;1
BZK;SAIT B.V.;;;1;;;;;;;;1
BZK;Saver N.V.;;;;1;;;;;;;1
BZK;SCHEERES HANDELSMAATSCHAPPIJ B.V.;;;;;;;;1;1;;1
BZK;Scholten Awater B.V.;;;;;;;;;1;;1
BZK;Schoonmaakbedrijf Exclusive;;;;1;;;;;;;1
BZK;SCRUM SHOP;;;;;;;;;1;;1
BZK;Sdu Uitgevers B.V.;;;;;;;;;1;;1
BZK;Seats2Meet.com Utrecht B.V.;;1;;;;;;;;;1
BZK;SECEURTRONICS NEDERLAND B.V.;;;;;;;;;1;;1
BZK;Securitas alert service bv;;1;;;;;;;;;1
BZK;SECURITAS ALERT SERVICES;;;1;;;;;;;;1
BZK;SECURITAS BEVEILIGING;;;1;;;;;;;;1
BZK;Security Monitoring Centre;;;1;;;;;;;;1
BZK;See You Sign;;1;;;;;;;;;1
BZK;Sensz B.V.;;1;;;;;;;;;1
BZK;SignPlan B.V.;;;;;;;;1;;;1
BZK;Simply Thai;;1;;;;;;;;;1
BZK;Sita Recycling Services West;;;;1;;;;;;;1
BZK;Sligro B.V.;;;;;;;;;1;;1
BZK;Smartphonereiniger.nl;;;;1;;;;;;;1
BZK;SMC;;;1;;;;;;;;1
BZK;Snackbar 't pontje;;1;;;;;;;;;1
BZK;SNIJDERS;;;;;;1;;;;;1
BZK;SODEXO;;1;;;;;;;;;1
BZK;SOESBEEK;;;;;;1;;;;;1
BZK;SolBeach B.V.;;;;;;;;1;;;1
BZK;Sonisa's Party Decoration;;;;;;;;1;;;1
BZK;SPACES RODE OLIFANT;;1;;;;;;;;;1
BZK;Spaces Rode Olifant B.V.;;1;;;;;;;;;1
BZK;Sparked services bv;;1;;;;;;;;;1
BZK;SPG Netherlands B.V.;;;;;1;;;;;;1
BZK;SPIE-ICS;;;;;;;;1;;;1
BZK;Spinnewiel Restaurant;;1;;;;;;;;;1
BZK;SPL Group Oy;;;;;;;;1;;;1
BZK;Sportsdesign Utrecht B.V.;;;;;;;;;1;;1
BZK;Stadsvilla Sonsbeek B.V.;;1;;;;;;;;;1
BZK;STARPROJECT;;;;;;1;;;;;1
BZK;Stas Picture Hanging Systems B.V.;;;;;;;;;1;;1
BZK;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;;;;;;;;1
BZK;Sticht. Nederlands Register Vastg. Taxateurs;;;;;;;;;1;;1
BZK;Stichting Aanbestedingsrecht;;;;;;1;;;;;1
BZK;Stichting ArchiNed;;;;;;;;;1;;1
BZK;Stichting Arta;;;;;;1;;;;;1
BZK;Stichting beheer derden gelden X-Pact;;;;;;;;;;1;1
BZK;Stichting CAOP;;;1;;;;;;;;1
BZK;STICHTING CORDAAN;;1;;;;;;;;;1
BZK;Stichting Farm of the World;;;;;;;;1;;;1
BZK;Stichting Haags Historisch Museum;;1;;;;;;;;;1
BZK;Stichting Humanity House;;1;;;;;;;;;1
BZK;STICHTING INSTITUUT VOOR BOUWRECHT;;;;;;1;;;;;1
BZK;Stichting KdK Conferentiehotel;;1;;;;;;;;;1
BZK;STICHTING KUNSTUITLEEN UTRECHT;;;;;;;;1;;;1
BZK;Stichting Monumentenwacht Limburg;;;1;;;;;;;;1
BZK;STICHTING REPRORECHT;;;;;;1;;;;;1
BZK;Stichting Research Strategische Communicatie;;;;;;;;;1;;1
BZK;STICHTING SBRCURNET;;;;;;1;;;;;1
BZK;STICHTING STIMULERINGSKADER;;;;;;;;;1;;1
BZK;Stichting World Biodiversity Fund;;1;;;;;;;;;1
BZK;Still Intern Transport BV;;;;;;;;;1;;1
BZK;Stoof Verhuizingen;;;;;;;;1;;;1
BZK;Suer Mai-Cha;;;;;;;;;1;;1
BZK;Sunshine Yoga;;;;;;;;;1;;1
BZK;SYNERGON DIENSTVERLENING;;;;1;;;;1;1;;1
BZK;t Goude Hooft Exploitatie B.V.;;1;;;;;;;;;1
BZK;t Veldhoentje;;1;;;;;;;;;1
BZK;TÃƒÅ“V Nederland QA B.V.;;;;;;;;;1;;1
BZK;TAPPAN COMMUNICATIE;;;;;;1;;;;;1
BZK;Tapwacht Service B.V.;;1;;;;;;;;;1
BZK;Te Gekke Etentjes;;1;;;;;;;;;1
BZK;Technisch Bureau Magema B.V.;;;;;;;;;1;;1
BZK;Tek Tok;;1;;;;;;;;;1
BZK;Teka Groep B.V.;;1;;;;;;;;;1
BZK;Telekom Deutschland GmbH;;;;;;;;1;;;1
BZK;TERBORGSE HANDELS ONDERNEMING B.V.;;;;;;;;1;;;1
BZK;Terlingen Druk B.V.;;;;;;;;;1;;1
BZK;TEZET BUSINESS GIFTS;;;;;;;;;1;;1
BZK;The Suri Taste;;1;;;;;;;;;1
BZK;Tilkema Horeca B.V.;;1;;;;;;;;;1
BZK;Timmer Kantoor & Project meubelen;;;;;;;;;1;;1
BZK;Tip-Top Fashion;;;;;;;;;1;;1
BZK;TNO B.V.;;;;;;;;;;1;1
BZK;Toolstation;;;;;;;;;1;;1
BZK;TRANSCRIPTIE ONLINE;;;1;;;;;;;;1
BZK;Trigion Alarmcentrale B.V.;;;1;;;;;;;;1
BZK;TROMPENBURG;;;;;;;;1;;;1
BZK;Tropisch Huis Abdoel;;1;;;;;;;;;1
BZK;Tyco Fire and Security Nederland B.V.;;;1;;;;;;;;1
BZK;UITGEVERIJ EIGEN BOEK B.V.;;;;;;;;;1;;1
BZK;Union Springs B.V.;;1;;;;;;;;;1
BZK;UTS ABBINK;;;;;;1;;;;;1
BZK;UTS ABBINK Den Haag;;;;;;;;1;;;1
BZK;UvA Cafe de Krater;;1;;;;;;;;;1
BZK;Vakmedianet BouwCommunities B.V.;;;;;;;;;1;;1
BZK;Van den Hamer Exploitatie B.V.;;1;;;;;;;;;1
BZK;Van der Plas Meubel en Projekt B.V.;;;;;;;;1;;;1
BZK;Van der Spek Heftrucks B.V.;;;;;;;;;1;;1
BZK;VAN DER VALK HOTEL DEN HAAG B.V.;;1;;;;;;;;;1
BZK;Van der Valk Hotel Heerlen;;1;;;;;;;;;1
BZK;Van Dis Catering;;1;;;;;;;;;1
BZK;VAN KRALINGEN;;;;;;;;1;;;1
BZK;van Lindenberg Kinderspeelhoeken;;;;;;;;1;;;1
BZK;Van Maarseveen Bedrijfskleding & Producten;;;;;;;;;1;;1
BZK;Van Randwijk Paperflow Solutions B.V.;;;;;1;;;;1;;1
BZK;Van Stockum, Belinfante & Coebergh B.V.;;;;;;;;;1;;1
BZK;Van Uffelen Mode B.V.;;;;;;;;;1;;1
BZK;Van Zwanenburg Handelmaatschappij B.V.;;1;;;;;;;;;1
BZK;Vastgoed Adviseurs Online B.V.;;;;;;1;;;;;1
BZK;Vastgoedjournaal.nl B.V.;;;;;;1;;;1;;1
BZK;VCK TRAVEL;;;1;;;;;;;;1
BZK;VD Most Bouw;;;;;;;;;1;;1
BZK;Venditoris B.V.;;;;;;;;;1;;1
BZK;Verenig. v. Onr. Goed-Onderzoekers Nederland;;;;;;;;;1;;1
BZK;VERENIGING CANON SOCIAAL WERK;;;;;;;;;1;;1
BZK;Vereniging Facility Management Nederland;;;;;;;;;1;;1
BZK;Vereniging JuristenRijk;;;;;;;;;1;;1
BZK;Vereniging v. Nederlandse Proj.ontw. Mij.;;1;;;;;;;;;1
BZK;Vereniging van Registercontrollers;;;;;;;;;1;;1
BZK;VERHUISBEDRIJF NOBBE B.V.;;;;;;1;;;;;1
BZK;Verhuurbedrijf Zuid-Holland B.V.;;1;;;;;;;;;1
BZK;Verso Cucina;;1;;;;;;;;;1
BZK;Vertaalbureau.co;;;;;;;;;1;;1
BZK;Vertus B.V.;;1;;;;;;;;;1
BZK;Villa Augustus B.V.;;1;;;;;;;;;1
BZK;Villa Jongerius;;1;;;;;;;;;1
BZK;VINDIQ OFFICE;;;;;;;;;1;;1
BZK;Vitasys B.V.;;;;1;;;;;;;1
BZK;Vitens N.V.;;1;;;;;;;;;1
BZK;VLAGGEN LEVERANCIER;;;;;;;;1;;;1
BZK;Voetcomfort Deventer B.V.;;;;;;;;;1;;1
BZK;Voets Tractoren en Werktuigen BV;;;;;;;;;1;;1
BZK;VOG;;;;;;;;;1;;1
BZK;VORM VIJF;;;;;;1;;;;;1
BZK;Wardenburg Beveiliging;;;1;;;;;;;;1
BZK;Watercompany B.V.;;1;;;;;;;;;1
BZK;Webo Promotion B.V.;;;;;;;;;1;;1
BZK;Werkman Den Haag B.V.;;;;;;;;;1;;1
BZK;Wiltec B.V.;;;;;;1;;;1;;1
BZK;Winnock B.V.;;1;;;;;;;;;1
BZK;WMF Nederland B.V.;;1;;;;;;;;;1
BZK;WorkinFlow;;1;;;;;;;;;1
BZK;Xerox Financial Services B.V.;;;;;;;;;1;;1
BZK;ZAADHOF CARTONNAGEFABRIEKEN;;;;;;1;;;;;1
BZK;ZIGGO;;;;;;;;1;1;;1
BZK;Ziggo Services B.V.;;;;;;;;;;1;1
BZK;ZINTUIG B.V.;;;;;;;;;1;;1
DEF;!pet handel B.V.;1;;;;;;;;;;1
DEF;013music;1;;;;;;;;;;1
DEF;123Horeca.com;1;;;;;;;;;;1
DEF;123RF B.V.;1;;;;;;;;;;1
DEF;2 Beren;1;1;;;;;;;;;1
DEF;247wood;1;;;;;;;;;;1
DEF;2Cheap B.V.;;;;;;;;1;;;1
DEF;2Hills Ecommerce;1;;;;;;;;;;1
DEF;2-Rescue;1;;;;;;;;;;1
DEF;4Dental Tandtechniek;1;;;;;;;;;;1
DEF;4Divers Veenendaal;;;;;;;;;1;;1
DEF;A & K Broadcasting Corp N.V.;1;;;;;;;;;;1
DEF;A&A Vertaal- en tolkbureau;1;;;;;;;;;;1
DEF;A. Appelo;1;;;;;;;;;;1
DEF;A. de Bruin-Folgerts;1;;;;;;;;;;1
DEF;A.D. Jansen Zwolle B.V.;;;;1;;;;;;;1
DEF;A.J. Steenkist-Rooijmans B.V.;1;;;;;;;;;;1
DEF;A.J. Visser;1;;;;;;;;;;1
DEF;A.M. Burger;1;;;;;;;;;;1
DEF;A.R.S. Office & Storage B.V.;1;;;;;;;;;;1
DEF;A.S.D. Aruba Supplies & Distribution N.V.;1;;;;;;;;;;1
DEF;A1 Keurmeesters;1;;;;;;;;;;1
DEF;A1-City B.V.;1;1;;;;;;;;;1
DEF;AAB Beveiligingen B.V.;1;;;;;;;;;;1
DEF;Aabeco Winkelmateriaal;1;;;;;;;;;;1
DEF;AA-Equipment Launch Tech Benelux B.V.;1;;;;;;;;;;1
DEF;Aakwadraat Networks B.V.;1;;;;;;;;;;1
DEF;Aannemingsmaatschappij van Gelder B.V.;1;;;;;;;;;;1
DEF;Aata International B.V.;;;;;;;;;1;;1
DEF;AAWater;;;;;;;;1;;;1
DEF;ABB B.V.;;;;;;;;;1;;1
DEF;ABC Display Industry B.V.;1;;;;;;;;;;1
DEF;ABC Fitness & Health Bonaire NV;1;;;;;;;;;;1
DEF;abcourant;1;;;;;;;;;;1
DEF;ABN AMRO Bank;1;;;;;;;;;;1
DEF;ABN AMRO Bank N.V.;1;;;;;;;;;;1
DEF;Aboma;1;;;;;;;;;;1
DEF;About Flowers;1;;;;;;;;;;1
DEF;Abram, R.;;;;;;;;;1;;1
DEF;ABS IT-Dienstleistungen;;;;;;;;;1;;1
DEF;Academy Payroll Professionals;1;;;;;;;;;;1
DEF;Acaza Bvba;;;;;;;;1;1;;1
DEF;Accell Nederland;1;;;;;;;;;;1
DEF;ACCO Brands Benelux B.V.;1;;;;;;;;1;;1
DEF;AccuCompany B.V.;;;;;;;;;1;;1
DEF;Accuservice-Holland.nl;1;;;;;;;;;;1
DEF;Aceituna Catering B.V.;;1;;;;;;;;;1
DEF;ACES Direct B.V.;1;;1;;;;;;;;1
DEF;Achterberg-Budding, M.D.;;;;;;;;;1;;1
DEF;Acin Instrumenten B.V.;1;;;;;;;;;;1
DEF;Acoutronics B.V.;1;;;;;;;;;;1
DEF;ACP Identificatiesystemen B.V.;;;;;;;;;1;;1
DEF;Acropolis;;1;;;;;;;;;1
DEF;Active kids;;;;;;;;;1;;1
DEF;Actra Amersfoort B.V.;1;;;;;;;;;;1
DEF;Ad Ballon Ballonvaarten B.V.;1;;;;;;;;;;1
DEF;Ad Hoc Beheer B.V.;1;;;;;;;;;;1
