FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
rivier.6861,197602,505179,9984,Ijssel,75A-108,75A-108-02,IJsseldelta YS3,Nieuw Koeluchtergat de Welle,Rivier,Nat,HVWN,,,197.602,505.179,,75A-108-02,1679,RWS ON / ON District Noord,1679,,,POINT (197602 505179)
rivier.6862,195404,442956,9985,Ijssel,75A-108,75A-108-03,IJsseldelta YS1,Watervak,Rivier,Nat,HVWN,,,195.404,442.956,,75A-108-03,1679,RWS ON / ON District Noord,1679,,,POINT (195404 442956)
rivier.6864,129441,426004,9987,Boven-Rijn en Waal,75A-109,75A-109-02,Boven Rijn en Waal BR4,Watervak Waal,Rivier,Nat,HVWN,,,129.441,426.004,,75A-109-02,1680,RWS ON / ON District Zuid,1680,,,POINT (129441 426004)
rivier.6878,47283,418876,10001,Grevelingenmeer,75A-113,75A-113-01,Grevelingenmeer DK2,Grevelingenmeer,Rivier,Nat,HVWN,,,47.283,418.876,,75A-113-01,1672,RWS ZD / ZD District Noord,1672,,,POINT (47283 418876)
rivier.6879,205108,369876,10002,Plassenmaas,75A-114,75A-114-01,Plassenmaas WR05,"Voorhaven sluis Belfeld (km 99,8 - km 102,0)",Rivier,Nat,HVWN,,,205.108,369.876,1899,75A-114-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (205108 369876)
rivier.6880,192182,353588,10003,Plassenmaas,75A-114,75A-114-02,Plassenmaas WR02,"Voorhaven sluis Linne (km 68,0 - km 74,2)",Rivier,Nat,HVWN,,,192.182,353.588,1899,75A-114-02,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (192182 353588)
rivier.6881,196509,357999,10004,Plassenmaas,75A-114,75A-114-03,Plassenmaas WR03,"Voorhaven sluis Roermond (km 80,1 - km 84,1)",Rivier,Nat,HVWN,,,196.509,357.999,1899,75A-114-03,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (196509 357999)
rivier.6889,188454,443681,10012,Neder-Rijn en Lek,75A-117,75A-117-01,Neder-Rijn en Lek RL2,Rijn R2.1,Rivier,Nat,HVWN,,,188.454,443.681,,75A-117-01,1680,RWS ON / ON District Zuid,1680,,,POINT (188454 443681)
rivier.6890,138323,443666,10013,Neder-Rijn en Lek,75A-117,75A-117-02,Neder-Rijn en Lek RL3,Stuw Hagestein,Rivier,Nat,HVWN,,,138.323,443.666,1960,75A-117-02,1680,RWS ON / ON District Zuid,1680,,,POINT (138323 443666)
rivier.6891,137443,444781,10014,Neder-Rijn en Lek,75A-117,75A-117-03,Neder-Rijn en Lek RL4,Rijn R3,Rivier,Nat,HVWN,,,137.443,444.781,,75A-117-03,1680,RWS ON / ON District Zuid,1680,,,POINT (137443 444781)
rivier.6892,28205,380396,10015,Westerschelde,75A-118,75A-118-01,Handelshaven van Breskens ZV3,Handelshaven Breskens,Rivier,Nat,HVWN,,,28.205,380.396,,75A-118-01,1673,RWS ZD / ZD District Zuid,1673,,,POINT (28205 380396)
rivier.6896,200343,502663,10019,Zwarte Waterdelta,75A-120,75A-120-03,Zwarte Water ZW1,Zwarte Water,Rivier,Nat,HVWN,,,200.343,502.663,,75A-120-03,1679,RWS ON / ON District Noord,1679,,,POINT (200343 502663)
rivier.6897,194417,412450,10020,Noordelijke Maas,75A-121,75A-121-01,Noordelijke Maas NM1,Maas Boxmeer-Heumen,Rivier,Nat,HVWN,,,194.417,412.45,1926,75A-121-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (194417 412450)
rivier.6898,203003,395477,10021,Noordelijke Maas,75A-121,75A-121-02,Noordelijke Maas WR06,"Maas (km. 102,0 - km. 148,0)",Rivier,Nat,HVWN,,,203.003,395.477,1899,75A-121-02,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (203003 395477)
rivier.6899,159514,424743,10022,Getijdemaas,75A-122,75A-122-01,Getijdenmaas NM3,Maas Lith-Well,Rivier,Nat,HVWN,,,159.514,424.743,1936,75A-122-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (159514 424743)
rivier.6902,176751,314368,10025,Bovenmaas,75A-124,75A-124-01,Bovenmaas MM2,Maas,Rivier,Nat,HVWN,,,176.751,314.368,1899,75A-124-01,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (176751 314368)
rivier.6904,82674,425923,10027,Middendeel,75A-126,75A-126-01,Spui 113,Spui,Rivier,Nat,HVWN,,,82.674,425.923,,75A-126-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (82674 425923)
rivier.6905,131499,423191,10028,Middendeel,75A-126,75A-126-02,Afgedamde Maas 120B,Afgedamde Maas Noord van de Wilhelminasluis,Rivier,Nat,HVWN,,,131.499,423.191,,75A-126-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (131499 423191)
rivier.6906,120397,425151,10029,Middendeel,75A-126,75A-126-03,Nieuwe Merwede 108A,Nieuwe Merwede,Rivier,Nat,HVWN,,,120.397,425.151,,75A-126-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (120397 425151)
rivier.6912,119570,425408,10035,Beneden-Merwede,75B-100,75B-100-01,NVO188 MILAB,Natuurvriendelijke oever MILAB NVO188    ,Rivier,Nat,HWS,,,119.57,425.408,1995,75B-100-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (119570 425408)
rivier.6913,117504,425582,10036,Beneden-Merwede,75B-100,75B-100-02,NVO185 Diverse Constructies,Natuurvriendelijke oever Diverse Constructies NVO185    ,Rivier,Nat,HWS,,,117.504,425.582,1986,75B-100-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (117504 425582)
rivier.6914,118561,425475,10037,Beneden-Merwede,75B-100,75B-100-03,"NVO186 Kraagstuk, stortsteen en wilg","Natuurvriendelijke oever Kraagstuk, stortsteen en wilg NVO186    ",Rivier,Nat,HWS,,,118.561,425.475,1986,75B-100-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (118561 425475)
rivier.6915,114345,425379,10038,Beneden-Merwede,75B-100,75B-100-04,"NVO187 Kraagstuk, stortsteen en wilg","Natuurvriendelijke oever Kraagstuk, stortsteen en wilg NVO187    ",Rivier,Nat,HWS,,,114.345,425.379,1986,75B-100-04,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (114345 425379)
rivier.6916,101240,424369,10039,Oude Maas,75B-101,75B-101-01,NVO218 Groote Lindt,Natuurvriendelijke oever Groote Lindt NVO218    ,Rivier,Nat,HWS,,,101.24,424.369,,75B-101-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (101240 424369)
rivier.6917,95322,427000,10040,Oude Maas,75B-101,75B-101-02,NVO214 Buitenzomerlanden,Natuurvriendelijke oever Buitenzomerlanden NVO214    ,Rivier,Nat,HWS,,,95.322,427,,75B-101-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (95322 427000)
rivier.6918,92943,427467,10041,Oude Maas,75B-101,75B-101-03,NVO222 Zomerlanden,Natuurvriendelijke oever Zomerlanden NVO222    ,Rivier,Nat,HWS,,,92.943,427.467,,75B-101-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (92943 427467)
rivier.6919,88724,428633,10042,Oude Maas,75B-101,75B-101-04,NVO294 Klein Profijt,Natuurvriendelijke oever Klein Profijt NVO294    ,Rivier,Nat,HWS,,,88.724,428.633,,75B-101-04,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (88724 428633)
rivier.6920,90178,427810,10043,Oude Maas,75B-101,75B-101-05,NVO219 Klein Profeit,Natuurvriendelijke oever Klein Profeit NVO219    ,Rivier,Nat,HWS,,,90.178,427.81,2004,75B-101-05,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (90178 427810)
rivier.6921,90257,427308,10044,Oude Maas,75B-101,75B-101-06,NVO293 Heinenoord,Natuurvriendelijke oever Heinenoord NVO293    ,Rivier,Nat,HWS,,,90.257,427.308,,75B-101-06,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (90257 427308)
rivier.6922,88983,428401,10045,Oude Maas,75B-101,75B-101-07,NVO221 Rhoonse Grienden,Natuurvriendelijke oever Rhoonse Grienden NVO221    ,Rivier,Nat,HWS,,,88.983,428.401,,75B-101-07,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (88983 428401)
rivier.6923,96581,427127,10046,Oude Maas,75B-101,75B-101-08,NVO215 Geertruide Agathapolder,Natuurvriendelijke oever Geertruide Agathapolder NVO215    ,Rivier,Nat,HWS,,,96.581,427.127,,75B-101-08,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (96581 427127)
rivier.6924,95424,427471,10047,Oude Maas,75B-101,75B-101-09,NVO213 Buitenzomerlanden,Natuurvriendelijke oever Buitenzomerlanden NVO213    ,Rivier,Nat,HWS,,,95.424,427.471,,75B-101-09,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (95424 427471)
rivier.6925,98145,426208,10048,Oude Maas,75B-101,75B-10110,NVO220 Lindt,Natuurvriendelijke oever Lindt NVO220    ,Rivier,Nat,HWS,,,98.145,426.208,,75B-101-10,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (98145 426208)
rivier.6926,94166,427981,10049,Oude Maas,75B-101,75B-10111,NVO292 Jan Gerritspolder - Carnisse Grienden,Natuurvriendelijke oever Jan Gerritspolder - Carnisse Grienden NVO292    ,Rivier,Nat,HWS,,,94.166,427.981,,75B-101-11,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (94166 427981)
rivier.6927,94051,427519,10050,Oude Maas,75B-101,75B-10112,NVO216 Gorzenbosch,Natuurvriendelijke oever Gorzenbosch NVO216    ,Rivier,Nat,HWS,,,94.051,427.519,,75B-101-12,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (94051 427519)
rivier.6928,100388,424263,10051,Oude Maas,75B-101,75B-10113,NVO223 Zuiddiep,Natuurvriendelijke oever Zuiddiep NVO223    ,Rivier,Nat,HWS,,,100.388,424.263,,75B-101-13,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (100388 424263)
rivier.6929,84920,429228,10052,Oude Maas,75B-101,75B-10114,NVO295 Poortugaal-Hoogvliet,Natuurvriendelijke oever Poortugaal-Hoogvliet NVO295    ,Rivier,Nat,HWS,,,84.92,429.228,,75B-101-14,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (84920 429228)
rivier.6930,87328,428396,10053,Oude Maas,75B-101,75B-10115,NVO217 Griendplaat + Weiplaat,Natuurvriendelijke oever Griendplaat + Weiplaat NVO217    ,Rivier,Nat,HWS,,,87.328,428.396,,75B-101-15,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (87328 428396)
rivier.6931,177128,421088,10054,Maas,75B-102,75B-102-01,NVO299 Balgoij,Natuurvriendelijke oever Balgoij NVO299    ,Rivier,Nat,HWS,,,177.128,421.088,,75B-102-01,1683,RWS ZN / ZN District Midden,1683,,,POINT (177128 421088)
rivier.6932,208476,382995,10055,Maas,75B-102,75B-102-02,NVO082 Lomm,Natuurvriendelijke oever Lomm NVO082    ,Rivier,Nat,HWS,,,208.476,382.995,1994,75B-102-02,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (208476 382995)
rivier.6933,173773,423288,10056,Maas,75B-102,75B-102-03,NVO302 Niftrik,Natuurvriendelijke oever Niftrik NVO302    ,Rivier,Nat,HWS,,,173.773,423.288,,75B-102-03,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (173773 423288)
rivier.6934,178149,420588,10057,Maas,75B-102,75B-102-04,NVO301 Lage Wijth,Natuurvriendelijke oever Lage Wijth NVO301    ,Rivier,Nat,HWS,,,178.149,420.588,,75B-102-04,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (178149 420588)
rivier.6935,154917,424360,10058,Maas,75B-102,75B-102-05,NVO310 Cluster 13.1,Natuurvriendelijke oever Cluster 13.1 NVO310    ,Rivier,Nat,HWS,,,154.917,424.36,,75B-102-05,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (154917 424360)
rivier.6936,157479,424969,10059,Maas,75B-102,75B-102-06,NVO305 Cluster 1.1,Natuurvriendelijke oever Cluster 1.1 NVO305    ,Rivier,Nat,HWS,,,157.479,424.969,,75B-102-06,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (157479 424969)
rivier.6937,199397,400595,10060,Maas,75B-102,75B-102-07,NVO083 Maashees,Natuurvriendelijke oever Maashees NVO083    ,Rivier,Nat,HWS,,,199.397,400.595,1993,75B-102-07,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (199397 400595)
rivier.6938,197931,404629,10061,Maas,75B-102,75B-102-08,NVO315 Vortum-Mullum,Natuurvriendelijke oever Vortum-Mullum NVO315    ,Rivier,Nat,HWS,,,197.931,404.629,1999,75B-102-08,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (197931 404629)
rivier.6939,198364,361456,10062,Maas,75B-102,75B-102-09,NVO085 Swalmen,Natuurvriendelijke oever Swalmen NVO085    ,Rivier,Nat,HWS,,,198.364,361.456,1988,75B-102-09,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (198364 361456)
rivier.6940,176706,421132,10063,Maas,75B-102,75B-10210,NVO086 Keentse Oevers,Natuurvriendelijke oever Keentse Oevers NVO086    ,Rivier,Nat,HWS,,,176.706,421.132,,75B-102-10,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (176706 421132)
rivier.6941,155053,424200,10064,Maas,75B-102,75B-10211,NVO307 Cluster 2,Natuurvriendelijke oever Cluster 2 NVO307    ,Rivier,Nat,HWS,,,155.053,424.2,,75B-102-11,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (155053 424200)
rivier.6942,175924,422464,10065,Maas,75B-102,75B-10212,NVO300 Loonschewaard,Natuurvriendelijke oever Loonschewaard NVO300    ,Rivier,Nat,HWS,,,175.924,422.464,,75B-102-12,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (175924 422464)
rivier.6943,164455,425463,10066,Maas,75B-102,75B-10213,NVO090 De Ossenkamp,Natuurvriendelijke oever De Ossenkamp NVO090    ,Rivier,Nat,HWS,,,164.455,425.463,2002,75B-102-13,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (164455 425463)
rivier.6944,176978,316145,10067,Maas,75B-102,75B-10214,NVO304 Kleine Weerd,Natuurvriendelijke oever Kleine Weerd NVO304    ,Rivier,Nat,HWS,,,176.978,316.145,,75B-102-14,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (176978 316145)
rivier.6945,162971,426549,10068,Maas,75B-102,75B-10215,NVO093 Het Scheel (Oijen),Natuurvriendelijke oever Het Scheel (Oijen) NVO093    ,Rivier,Nat,HWS,,,162.971,426.549,2000,75B-102-15,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (162971 426549)
rivier.6946,154785,424193,10069,Maas,75B-102,75B-10216,NVO311 Cluster 13.2,Natuurvriendelijke oever Cluster 13.2 NVO311    ,Rivier,Nat,HWS,,,154.785,424.193,,75B-102-16,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (154785 424193)
rivier.6947,152476,418538,10070,Maas,75B-102,75B-10217,NVO094 Kerkdriel (Zandmeren),Natuurvriendelijke oever Kerkdriel (Zandmeren) NVO094    ,Rivier,Nat,HWS,,,152.476,418.538,1994,75B-102-17,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (152476 418538)
rivier.6948,171920,425594,10071,Maas,75B-102,75B-10218,NVO303 Demen,Natuurvriendelijke oever Demen NVO303    ,Rivier,Nat,HWS,,,171.92,425.594,,75B-102-18,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (171920 425594)
rivier.6949,205509,395127,10072,Maas,75B-102,75B-10219,NVO084 Wellerlooi,Natuurvriendelijke oever Wellerlooi NVO084    ,Rivier,Nat,HWS,,,205.509,395.127,1994,75B-102-19,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (205509 395127)
rivier.6950,156155,425823,10073,Maas,75B-102,75B-10220,NVO306 Cluster 1.2,Natuurvriendelijke oever Cluster 1.2 NVO306    ,Rivier,Nat,HWS,,,156.155,425.823,,75B-102-20,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (156155 425823)
rivier.6951,155808,425657,10074,Maas,75B-102,75B-10221,NVO309 Cluster 12,Natuurvriendelijke oever Cluster 12 NVO309    ,Rivier,Nat,HWS,,,155.808,425.657,,75B-102-21,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (155808 425657)
rivier.6952,195003,409736,10075,Maas,75B-102,75B-10222,NVO092 Heijen,Natuurvriendelijke oever Heijen NVO092    ,Rivier,Nat,HWS,,,195.003,409.736,1997,75B-102-22,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (195003 409736)
rivier.6953,172700,425166,10076,Maas,75B-102,75B-10223,NVO087 Batenburg,Natuurvriendelijke oever Batenburg NVO087    ,Rivier,Nat,HWS,,,172.7,425.166,2010,75B-102-23,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (172700 425166)
rivier.6954,200076,400012,10077,Maas,75B-102,75B-10224,NVO076 Aijen,Natuurvriendelijke oever Aijen NVO076    ,Rivier,Nat,HWS,,,200.076,400.012,,75B-102-24,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (200076 400012)
rivier.6955,173076,423899,10078,Maas,75B-102,75B-10225,NVO099 Ravenstein,Natuurvriendelijke oever Ravenstein NVO099    ,Rivier,Nat,HWS,,,173.076,423.899,1999,75B-102-25,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (173076 423899)
rivier.6956,156704,426031,10079,Maas,75B-102,75B-10226,NVO308 Cluster 11,Natuurvriendelijke oever Cluster 11 NVO308    ,Rivier,Nat,HWS,,,156.704,426.031,,75B-102-26,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (156704 426031)
rivier.6957,208314,383082,10080,Maas,75B-102,75B-10227,NVO079 Grubbenvorst,Natuurvriendelijke oever Grubbenvorst NVO079    ,Rivier,Nat,HWS,,,208.314,383.082,1994,75B-102-27,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (208314 383082)
rivier.6958,159719,424407,10081,Maas,75B-102,75B-10228,NVO096 Lith,Natuurvriendelijke oever Lith NVO096    ,Rivier,Nat,HWS,,,159.719,424.407,1999,75B-102-28,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (159719 424407)
rivier.6959,153022,419447,10082,Maas,75B-102,75B-10229,NVO312 Cluster 15,Natuurvriendelijke oever Cluster 15 NVO312    ,Rivier,Nat,HWS,,,153.022,419.447,,75B-102-29,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (153022 419447)
rivier.6963,75878,421166,10086,Korendijksche Geul,75B-105,75B-105-01,NVO165 Korendijkse slikken,Natuurvriendelijke oever Korendijkse slikken NVO165    ,Rivier,Nat,HWS,,,75.878,421.166,1985,75B-105-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (75878 421166)
rivier.6964,116493,413573,10087,Amer,75B-106,75B-106-01,NVO179 Drimmelen 1,Natuurvriendelijke oever Drimmelen 1 NVO179    ,Rivier,Nat,HWS,,,116.493,413.573,,75B-106-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (116493 413573)
rivier.6965,109273,414823,10088,Amer,75B-106,75B-106-02,NVO182 Lage Zwaluwe/Buitendijk,Natuurvriendelijke oever Lage Zwaluwe/Buitendijk NVO182    ,Rivier,Nat,HWS,,,109.273,414.823,1994,75B-106-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (109273 414823)
rivier.6966,115648,414134,10089,Amer,75B-106,75B-106-03,NVO184 Onderplaat/De Fortuin,Natuurvriendelijke oever Onderplaat/De Fortuin NVO184    ,Rivier,Nat,HWS,,,115.648,414.134,1991,75B-106-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (115648 414134)
rivier.6968,110359,415723,10091,Amer,75B-106,75B-106-05,NVO183 Vischplaat,Natuurvriendelijke oever Vischplaat NVO183    ,Rivier,Nat,HWS,,,110.359,415.723,1994,75B-106-05,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (110359 415723)
rivier.6973,64262,425668,10096,"Deltageul, Haringvliet",75B-108,75B-108-01,NVO168 Scheelhoek,Natuurvriendelijke oever Scheelhoek NVO168    ,Rivier,Nat,HWS,,,64.262,425.668,1996,75B-108-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (64262 425668)
rivier.6974,108585,416581,10097,Noordergat van de Visschen,75B-109,75B-109-01,NVO191 Deeneplaat,Natuurvriendelijke oever Deeneplaat NVO191    ,Rivier,Nat,HWS,,,108.585,416.581,2003,75B-109-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (108585 416581)
rivier.6975,109606,416705,10098,Noordergat van de Visschen,75B-109,75B-109-02,NVO192 Deenepolder,Natuurvriendelijke oever Deenepolder NVO192    ,Rivier,Nat,HWS,,,109.606,416.705,2000,75B-109-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (109606 416705)
rivier.6976,108590,415778,10099,Noordergat van de Visschen,75B-109,75B-109-03,NVO189 Boerenplaat,Natuurvriendelijke oever Boerenplaat NVO189    ,Rivier,Nat,HWS,,,108.59,415.778,1991,75B-109-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (108590 415778)
rivier.6979,202874,518634,10102,Meppelerdiep,75B-111,75B-111-02,NVO118 Kranerweerd 1,Natuurvriendelijke oever Kranerweerd 1 NVO118    ,Rivier,Nat,HWS,,,202.874,518.634,1992,75B-111-02,1679,RWS ON / ON District Noord,1679,,,POINT (202874 518634)
rivier.6981,91850,411211,10104,"Willemstad, haven te",75B-113,75B-113-01,NVO200 Tonnenkreek-Bovensluis + Willemstad,Natuurvriendelijke oever Tonnenkreek-Bovensluis + Willemstad NVO200    ,Rivier,Nat,HWS,,,91.85,411.211,1992,75B-113-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (91850 411211)
rivier.6984,115906,413554,10107,Amertak,75B-116,75B-116-01,NVO181 Drimmelen (Amer 6),Natuurvriendelijke oever Drimmelen (Amer 6) NVO181    ,Rivier,Nat,HWS,,,115.906,413.554,1993,75B-116-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (115906 413554)
rivier.6993,118557,414656,10116,Bergsche Maas,75B-122,75B-122-01,NVO285 Aakvlaai,Natuurvriendelijke oever Aakvlaai NVO285    ,Rivier,Nat,HWS,,,118.557,414.656,,75B-122-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (118557 414656)
rivier.6994,103862,441271,10117,Hollandsche IJssel,75B-123,75B-123-01,NVO262 Klein Hitland,Natuurvriendelijke oever Klein Hitland NVO262    ,Rivier,Nat,HWS,,,103.862,441.271,,75B-123-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (103862 441271)
rivier.6995,103482,440419,10118,Hollandsche IJssel,75B-123,75B-123-02,NVO201 Groenendijk,Natuurvriendelijke oever Groenendijk NVO201    ,Rivier,Nat,HWS,,,103.482,440.419,2001,75B-123-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (103482 440419)
rivier.6996,101937,438371,10119,Hollandsche IJssel,75B-123,75B-123-03,NVO261 Zandrak,Natuurvriendelijke oever Zandrak NVO261    ,Rivier,Nat,HWS,,,101.937,438.371,,75B-123-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (101937 438371)
rivier.6997,106443,445135,10120,Hollandsche IJssel,75B-123,75B-123-04,NVO202 Moordrecht-oost,Natuurvriendelijke oever Moordrecht-oost NVO202    ,Rivier,Nat,HWS,,,106.443,445.135,2000,75B-123-04,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (106443 445135)
rivier.7001,99834,435453,10124,Nieuwe Maas,75B-126,75B-126-01,NVO225 Stormpoldervloedbos,Natuurvriendelijke oever Stormpoldervloedbos NVO225    ,Rivier,Nat,HWS,,,99.834,435.453,1994,75B-126-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (99834 435453)
rivier.7002,101532,434094,10125,Nieuwe Maas,75B-126,75B-126-02,NVO224 Kleine Zaag,Natuurvriendelijke oever Kleine Zaag NVO224    ,Rivier,Nat,HWS,,,101.532,434.094,,75B-126-02,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (101532 434094)
rivier.7003,100142,434895,10126,Nieuwe Maas,75B-126,75B-126-03,NVO263 Grote Zaag,Natuurvriendelijke oever Grote Zaag NVO263    ,Rivier,Nat,HWS,,,100.142,434.895,,75B-126-03,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (100142 434895)
