FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
gemaal.2364,84300,451390,4737,Knooppunt Ypenburg,30G-002,30G-002-07,naam onbekend,Pompgemaal tussen de verb.wegen Rijswijk-Centrum en Rotterdam,Gemaal,Droog,HWN,A4,niet RW,84.3,451.39,1988,30G-405-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (84300 451390)
gemaal.2407,86460,454120,4784,Tedingerbroekpolder,30G-401,30G-401-01,Tedingerbroekpolder,Gemaal ten westen van rijksweg ,Gemaal,Droog,HWN,A4,niet RW,86.46,454.12,1983,30G-401-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (86460 454120)
gemaal.2714,133713,456471,5103,"Gemaal, sluis en brug Vleutense Wetering",31H-356,31H-356-02,Gemaal Vleutense Wetering (westzijde ARK),Gemaal in de Vleutense Wetering westzijde Amsterdam-Rijnkanaal,Gemaal,Nat,HWS,,,133.713,456.471,1937,31H-401-00,1676,RWS MN / MN District Zuid,1676,,,POINT (133713 456471)
gemaal.2718,135726,451463,5107,Noordergemaal en sifon,31H-400,31H-400-01,Noordergemaal,Noordergemaal in het Merwedekanaal,Gemaal,Nat,HWS,,,135.726,451.463,1974,31H-400-00,887,Waterschap/Waterschap,887,,,POINT (135726 451463)
gemaal.3014,212936,463862,5417,Sluiscomplex Eefde,33F-001,33F-001-03,Nieuw Gemaal,Nieuw gemaal bij sluis Eefde,Gemaal,Nat,HWS,,,212.936,463.862,1967,33F-400-00,1678,RWS ON / ON District Oost,1678,,,POINT (212936 463862)
gemaal.3049,243105,473871,5452,Sluiscomplex Delden,34E-001,34E-001-03,Gemaal Delden,Gemaal bij sluis Delden,Gemaal,Nat,HWS,,,243.105,473.871,1933,34E-400-00,1678,RWS ON / ON District Oost,1678,,,POINT (243105 473871)
gemaal.3066,251770,474020,5469,Sluiscomplex Hengelo,34F-001,34F-001-04,Gemaal Hengelo,Gemaal bij sluis Hengelo,Gemaal,Nat,HWS,,,251.77,474.02,1936,34F-400-00,1678,RWS ON / ON District Oost,1678,,,POINT (251770 474020)
gemaal.3196,82069,449209,5600,Prinses Beatrixlaan,37E-005,37E-005-04,Prinses Beatrixlaan gemaal,Gemaal nabij oprit Rijksweg,Gemaal,Droog,HWN,A4,niet RW,82.069,449.209,1983,37E-403-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (82069 449209)
gemaal.3212,85408,447956,5630,Bieslandsebrug,37E-126,37E-126-02,Bieslandsebrug gemaal,Gemaal Bieslandsche-Molensloot,Gemaal,Droog,HWN,A13,niet RW,85.408,447.956,1934,37E-401-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85408 447956)
gemaal.3215,85807,447439,5633,Poortweg,37E-127,37E-127-03,Poortweg gemaal,Gemaal Poortweg,Gemaal,Droog,HWN,A13,niet RW,85.807,447.439,1965,37E-402-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85807 447439)
gemaal.3717,152876,440765,6155,Prs. Marijkesluis,39B-001,39B-001-05,Dieselgemaal Prs. Marijkesluis,Dieselgemaal Prinses Marijkesluis,Gemaal,Nat,HWS,,,152.876,440.765,1937,39B-401-00,1676,RWS MN / MN District Zuid,1676,,,POINT (152876 440765)
gemaal.3771,158268,436943,6215,Linge-sifon,39D-002,39D-002-03,Linge Gemaal,Gemaal tussen de Linge en het Amsterdam-Rijnkanaal,Gemaal,Nat,HWS,,,158.268,436.943,1977,39D-400-00,887,Waterschap/Waterschap,887,,,POINT (158268 436943)
gemaal.4111,69990,408500,6561,Krammersluizen,43C-002,43C-002-06,Gemaal duwvaartsluizen,Gemaal bij de duwvaartsluizen,Gemaal,Nat,HWS,,,69.99,408.5,1987,43C-400-00,1672,RWS ZD / ZD District Noord,1672,,,POINT (69990 408500)
gemaal.4112,70070,409210,6562,Krammersluizen,43C-002,43C-002-07,Gemaal jachtensluis,Gemaal bij de jachtensluis,Gemaal,Nat,HWS,,,70.07,409.21,1987,43C-401-00,1672,RWS ZD / ZD District Noord,1672,,,POINT (70070 409210)
gemaal.4292,117075,406303,6752,Sluis I,44D-002,44D-002-03,Gemaal Oosterhout,Gemaal Oosterhout nabij sluis I Wilhelminakanaal,Gemaal,Nat,HWS,,,117.075,406.303,1999,44D-400-00,1682,RWS ZN / ZN District West,1682,,,POINT (117075 406303)
gemaal.4560,187018,420016,7029,Sluiscomplex Heumen,46A-001,46A-001-02,Gemaal Heumen,Gemaal bij de sluis Heumen in het Maas-Waalkanaal,Gemaal,Nat,HWS,,,187.018,420.016,1927,46A-400-00,1680,RWS ON / ON District Zuid,1680,,,POINT (187018 420016)
gemaal.4739,75048,383505,7234,Gemaal Kreekrak,49D-400,49D-400-01,Gemaal Kreekrak,Gemaal t.b.v. de Kreekraksluizen,Gemaal,Nat,HWS,,,75.048,383.505,1984,49D-400-00,1672,RWS ZD / ZD District Noord,1672,,,POINT (75048 383505)
gemaal.5247,188298,354042,7773,Sluis Panheel,58C-001,58C-001-06,Gemaal Panheel,Gemaal sluis Panheel in het kanaal Wessem-Nederweert,Gemaal,Nat,HWS,,,188.298,354.042,1987,58C-400-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (188298 354042)
gemaal.5252,189514,350390,7778,Sluiscomplex Maasbracht,58C-002,58C-002-05,Gemaal Maasbracht,Gemaal bij sluis Maasbracht in het Juliananakanaal,Gemaal,Nat,HWS,,,189.514,350.39,1990,58C-401-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (189514 350390)
gemaal.5320,183680,338570,7847,Sluiscomplex Born,60A-001,60A-001-05,Gemaal Born,Gemaal bij sluis Born in het Julianakanaal,Gemaal,Nat,HWS,,,183.68,338.57,1938,60A-400-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (183680 338570)
gemaal.5681,212948,463821,8298,Sluiscomplex Eefde,33F-001,33F-001-04,Oud Gemaal,Oud gemaal bij sluis Eefde,Gemaal,Nat,HWS,,,212.948,463.821,1933,33F-401-00,1678,RWS ON / ON District Oost,1678,,,POINT (212948 463821)
gemaal.5986,95765,427410,8721,Pompgemaal Barendrecht,37H-356,37H-356-01,Pompgemaal Barendrecht,Pompgemaal nabij de A29 te Barendrecht,Gemaal,Droog,HWN,A29,niet RW,95.765,427.41,1956,37H-356-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (95765 427410)
gemaal.6469,13000,305000,9466,Gemalen,85K-100-18,85K-100-1818,Gemalen,v. 2010-11,Gemaal,Droog,HWN,,,13,305,,85K-100-18,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
gemaal.6634,117470,406215,9713,Sluis I,44D-002,44D-002-04,Oude Gemaal Oosterhout,Oude gemaal te Oosterhout,Gemaal,Nat,HWS,,,117.47,406.215,1920,44D-002-04,883,Nog niet bekend/Nog niet bekend,883,,,POINT (117470 406215)
gemaal.7146,216820,585031,10269,Gaarkeuken,06H-350,06H-350-04,Gaarkeuken,Gemaal naast het benedenhoofd van de sluis Gaarkeuken,Gemaal,Nat,HWS,,,216.82,585.031,1980,06H-350-00,887,Waterschap/Waterschap,887,,,POINT (216820 585031)
gemaal.7152,235454,583047,10275,Oostersluis,07D-002,07D-002-05,Oostersluis,Gemaal naast het benedenhoofd,Gemaal,Nat,HWS,,,235.454,583.047,1994,07D-002-00,887,Waterschap/Waterschap,887,,,POINT (235454 583047)
gemaal.7162,229826,586091,10286,Dorkwerdersluis,07C-003,07C-003-03,Dorkwerd,Gemaal 1932,Gemaal,Nat,HWS,,,229.826,586.091,1932,07C-003-00,887,Waterschap/Waterschap,887,,,POINT (229826 586091)
gemaal.7163,229840,586094,10287,Dorkwerdersluis,07C-003,07C-003-04,Dorkwerd,Gemaal 1990,Gemaal,Nat,HWS,,,229.84,586.094,1990,07C-003-00,887,Waterschap/Waterschap,887,,,POINT (229840 586094)
gemaal.7166,252344,592218,10290,Groevesluis-Noord,07F-125,07F-125-03,Groevesluis-Noord,Gemaal,Gemaal,Nat,HWS,,,252.344,592.218,1960,07F-125-00,887,Waterschap/Waterschap,887,,,POINT (252344 592218)
gemaal.7576,13000,305000,10799,Gemalen,86K-100-17,86K-100-1717,Gemalen,v.1.3,Gemaal,Droog,HWN,,,13,305,,86K-100-17,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
gemaal.7861,117577,421920,11086,Roek,44B-138,44B-138-01,Roek,Natuurpoldergemaal (N20a) t.b.v. polder Kooiwaard West,Gemaal,Nat,HWS,,,117.577,421.92,2015,44B-138-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117577 421920)
gemaal.7679,114050,420620,10902,De Kroon,44B-118,44B-118-01,De Kroon,Gemaal nabij Polder De Kroon,Gemaal,Nat,HWS,,,114.05,420.62,2015,44B-118-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (114050 420620)
gemaal.7680,114205,419881,10903,De Zalm west,44B-119,44B-119-01,De Zalm west,Gemaal nabij Polder De Zalm,Gemaal,Nat,HWS,,,114.205,419.881,2015,44B-119-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (114205 419881)
gemaal.7681,115171,419625,10904,De Zalm oost,44B-120,44B-120-01,De Zalm oost,Gemaal nabij Polder Kleine Zalm,Gemaal,Nat,HWS,,,115.171,419.625,2015,44B-120-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (115171 419625)
gemaal.7844,114142,422503,11069,Merel,44B-121,44B-121-01,Merel,Doorspoelgemaal (DS22) onder de Witboomkil t.b.v. polder Happenhennip,Gemaal,Nat,HWS,,,114.142,422.503,2015,44B-121-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (114142 422503)
gemaal.7845,113893,420002,11070,Spreeuw,44B-122,44B-122-01,Spreeuw,Trafogemaal (TG21) nabij de Noordwaardweg t.b.v. polder de Zalm (west),Gemaal,Nat,HWS,,,113.893,420.002,2015,44B-122-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (113893 420002)
gemaal.7846,117499,421844,11071,Vink,44B-123,44B-123-01,Vink,Natuurpoldergemaal (N14a) t.b.v. polder Kleine Eijerwaard,Gemaal,Nat,HWS,,,117.499,421.844,2015,44B-123-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117499 421844)
gemaal.7847,116910,421263,11072,Koolmees,44B-124,44B-124-01,Koolmees,Natuurpoldergemaal (N14b) t.b.v. polder Kleine Eijerwaard,Gemaal,Nat,HWS,,,116.91,421.263,2015,44B-124-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (116910 421263)
gemaal.7848,116106,420721,11073,Winterkoning,44B-125,44B-125-01,Winterkoning,Natuurpoldergemaal (N14c) t.b.v. polder Kleine Eijerwaard,Gemaal,Nat,HWS,,,116.106,420.721,2015,44B-125-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (116106 420721)
gemaal.7849,116338,420935,11074,Roodborst,44B-126,44B-126-01,Roodborst,Natuurpoldergemaal (N15a) onder de Galeiweg t.b.v. polder Donderzand,Gemaal,Nat,HWS,,,116.338,420.935,2015,44B-126-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (116338 420935)
gemaal.7850,116095,420517,11075,Pimpelmees,44B-127,44B-127-01,Pimpelmees,Natuurpoldergemaal (N15b) onder de Galeiweg t.b.v. polder Donderzand,Gemaal,Nat,HWS,,,116.095,420.517,2015,44B-127-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (116095 420517)
gemaal.7851,116718,421105,11076,Kievit,44B-128,44B-128-01,Kievit,Natuurpoldergemaal (N16a) onder de Galeiweg t.b.v. polder Donderzand,Gemaal,Nat,HWS,,,116.718,421.105,2015,44B-128-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (116718 421105)
gemaal.7852,117144,420715,11077,Meerkoet,44B-129,44B-129-01,Meerkoet,Natuurpoldergemaal (N16b) onder de Onderzand t.b.v. polder Donderzand,Gemaal,Nat,HWS,,,117.144,420.715,2015,44B-129-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117144 420715)
gemaal.7853,117161,420743,11078,Boerenzwaluw,44B-130,44B-130-01,Boerenzwaluw,Natuurpoldergemaal (N16c) onder de Onderzand t.b.v. polder Donderzand,Gemaal,Nat,HWS,,,117.161,420.743,2015,44B-130-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117161 420743)
gemaal.7854,117259,421554,11079,Rietgors,44B-131,44B-131-01,Rietgors,Natuurpoldergemaal (N17a) onder de Galeiweg t.b.v. polder Donderzand,Gemaal,Nat,HWS,,,117.259,421.554,2015,44B-131-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117259 421554)
gemaal.7855,117296,420908,11080,Grutto,44B-132,44B-132-01,Grutto,Natuurpoldergemaal (N17b) t.b.v. polder Donderzand,Gemaal,Nat,HWS,,,117.296,420.908,2015,44B-132-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117296 420908)
gemaal.7856,117538,421688,11081,Fazant,44B-133,44B-133-01,Fazant,Natuurpoldergemaal (N18a) onder de Galeiweg t.b.v. polder Eijerwaard,Gemaal,Nat,HWS,,,117.538,421.688,2015,44B-133-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117538 421688)
gemaal.7857,117607,421844,11082,Ekster,44B-134,44B-134-01,Ekster,Natuurpoldergemaal (N18b) onder de Galeiweg t.b.v. polder Eijerwaard,Gemaal,Nat,HWS,,,117.607,421.844,2015,44B-134-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117607 421844)
gemaal.7858,117655,421861,11083,Zanglijster,44B-135,44B-135-01,Zanglijster,Natuurpoldergemaal (N18c) onder de Galeiweg t.b.v. polder Eijerwaard,Gemaal,Nat,HWS,,,117.655,421.861,2015,44B-135-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117655 421861)
gemaal.7859,118516,422077,11084,Groenling,44B-136,44B-136-01,Groenling,Natuurpoldergemaal (N19a) onder de Galeiweg t.b.v. polder Kooiwaard Oost,Gemaal,Nat,HWS,,,118.516,422.077,2015,44B-136-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (118516 422077)
gemaal.7860,118421,422068,11085,Zilvermeeuw,44B-137,44B-137-01,Zilvermeeuw,Natuurpoldergemaal (N19b) t.b.v. polder Kooiwaard Oost,Gemaal,Nat,HWS,,,118.421,422.068,2015,44B-137-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (118421 422068)
gemaal.7862,117761,421926,11087,Waterhoen,44B-139,44B-139-01,Waterhoen,Natuurpoldergemaal (N20b) t.b.v. polder Kooiwaard West,Gemaal,Nat,HWS,,,117.761,421.926,2015,44B-139-01,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (117761 421926)
gemaal.7970,142436,389905,11203,Sluis IV,51A-002,51A-002-05,Gemaal sluis IV,Gemaal nabij sluis IV,Gemaal,Nat,HWS,,,142.436,389.905,1920,51A-350-00,1682,RWS ZN / ZN District West,1682,,,POINT (142436 389905)
gemaal.8089,130481,399258,11324,Sluis III,50F-350,50F-350-04,Gemaal nabij sluis III,Gemaal nabij sluis III,Gemaal,Nat,HWS,,,130.481,399.258,2018,50F-350-04,1682,RWS ZN / ZN District West,1682,,,POINT (130481 399258)
gemaal.8213,131893,549855,11450,Stevinsluizen,14E-001,14E-00147,Pompgroep 1 pompnr 1-3,Westelijk gemaal in de afsluitdijk,Gemaal,Nat,HVWN,,,131.893,549.855,,14E-001-47,1675,RWS MN / MN District Noord,1675,,,POINT (131893 549855)
gemaal.8214,132310,550174,11451,Stevinsluizen,14E-001,14E-00148,Pompgroep 2 pompnr 4-6,Oostelijk gemaal in de afsluitdijk,Gemaal,Nat,HVWN,,,132.31,550.174,,14E-001-48,1675,RWS MN / MN District Noord,1675,,,POINT (132310 550174)
