GEMEENTE,CBS_GEMEENTECODE,BETREFT,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000286,Ter Aaseweg,8,,,3626AA,Nieuwer Ter Aa,4.983829,52.189502,127416.76,466896.15,"POLYGON ((127392.998 466901.66,127404.091 466877.306,127404.256 466876.944,127411.85 466880.358,127422.974 466885.394,127424.269 466885.979,127425.089 466884.147,127431.561 466887.073,127437.571 466891.997,127438.109 466897.165,127438.117 466897.243,127423.256 466915.356,127392.998 466901.66))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000287,Ter Aaseweg,14,,,3626AA,Nieuwer Ter Aa,4.984357,52.188636,127452.27,466799.61,"POLYGON ((127442.04 466794.63,127450.157 466788.488,127450.752 466789.263,127462.467 466804.514,127454.35 466810.732,127442.04 466794.63))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000397,Industrieweg,3,b,,3628EZ,Kockengen,4.960998,52.161088,125836.92,463743.75,"POLYGON Z ((125776.472 463721.183 0,125790.957 463698.464 0,125897.366 463766.31 0,125882.881 463789.028 0,125776.472 463721.183 0))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000399,Industrieweg,5,a,,3628EZ,Kockengen,4.961849,52.161442,125895.43,463782.76,"POLYGON ((125889.657 463782.224,125894.025 463775.384,125902.21 463780.528,125897.804 463787.426,125889.657 463782.224))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000400,Industrieweg,6,,,3628EZ,Kockengen,4.959458,52.16098,125731.54,463732.38,"POLYGON ((125719.688 463742.562,125736.022 463717.464,125743.273 463722.164,125726.98 463747.303,125719.688 463742.562))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000402,Industrieweg,8,,,3628EZ,Kockengen,4.959564,52.161024,125738.82,463737.14,"POLYGON ((125726.98 463747.303,125743.273 463722.164,125750.645 463726.942,125734.344 463752.093,125726.98 463747.303))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000404,Industrieweg,10,,,3628EZ,Kockengen,4.959669,52.161066,125745.97,463741.77,"POLYGON ((125734.344 463752.093,125750.645 463726.942,125757.568 463731.429,125741.261 463756.59,125734.344 463752.093))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000405,Industrieweg,12,,,3628EZ,Kockengen,4.959771,52.161107,125753,463746.34,"POLYGON ((125741.261 463756.59,125757.568 463731.429,125764.751 463736.084,125748.402 463761.234,125741.261 463756.59))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000483,Industrieweg,14,,,3628EZ,Kockengen,4.959875,52.161149,125760.15,463750.98,"POLYGON ((125748.402 463761.234,125764.751 463736.084,125771.898 463740.716,125755.543 463765.877,125748.402 463761.234))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000484,Industrieweg,16,,,3628EZ,Kockengen,4.959979,52.161191,125767.29,463755.62,"POLYGON Z ((125779.044 463745.348 0,125762.683 463770.52 0,125755.543 463765.877 0,125771.898 463740.716 0,125779.044 463745.348 0))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000485,Industrieweg,18,,,3628EZ,Kockengen,4.960083,52.161233,125774.43,463760.26,"POLYGON ((125762.683 463770.52,125779.044 463745.348,125786.191 463749.98,125769.824 463775.164,125762.683 463770.52))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000486,Industrieweg,20,,,3628EZ,Kockengen,4.960187,52.161275,125781.58,463764.89,"POLYGON ((125769.824 463775.164,125786.191 463749.98,125793.337 463754.612,125776.965 463779.807,125769.824 463775.164))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Portengense Brug,WK19040506,0311010000000487,Industrieweg,22,,,3628EZ,Kockengen,4.960292,52.161318,125788.8,463769.58,"POLYGON ((125776.965 463779.807,125793.337 463754.612,125800.635 463759.342,125784.248 463784.543,125776.965 463779.807))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000503,Kerkweg,1,,,3628AL,Kockengen,4.950085,52.147337,125081.01,462218.26,"POLYGON Z ((125073.692 462216.701 0,125075.968 462210.875 0,125076.268 462210.149 0,125090.016 462215.4 0,125085.789 462226.378 0,125072.016 462221.203 0,125073.692 462216.701 0))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000507,Kerkweg,4,a,,3628AN,Kockengen,4.950094,52.14708,125081.47,462189.61,"POLYGON ((125075.297 462188.143,125080.796 462177.938,125081.199 462177.465,125082.835 462178.267,125088.544 462181.065,125093.345 462183.418,125092.596 462185.161,125088.72 462194.319,125088.52 462194.644,125083.78 462192.676,125078.046 462190.294,125078.372 462189.393,125075.297 462188.143))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000508,Kerkweg,4,b,,3628AN,Kockengen,4.950178,52.147104,125087.21,462192.25,"POLYGON ((125075.297 462188.143,125080.796 462177.938,125081.199 462177.465,125082.835 462178.267,125088.544 462181.065,125093.345 462183.418,125092.596 462185.161,125088.72 462194.319,125088.52 462194.644,125083.78 462192.676,125078.046 462190.294,125078.372 462189.393,125075.297 462188.143))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000553,Kerkweg,114,,,3628AS,Kockengen,4.962167,52.149828,125909.61,462490.44,"POLYGON ((125894.932 462491.368,125896.03 462488.515,125899.317 462479.978,125924.268 462489.582,125920.258 462500,125919.887 462500.899,125917.356 462500,125894.932 462491.368))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000000755,Nieuwstraat,10,,,3628AC,Kockengen,4.947275,52.148624,124889.58,462362.56,"POLYGON ((124880.914 462370.454,124881.207 462369.756,124887.906 462353.8,124890.124 462354.69,124892.018 462349.977,124898.714 462352.466,124899.734 462349.803,124904.247 462351.606,124903.209 462354.187,124903.103 462354.452,124903.354 462354.553,124899.603 462363.888,124895.131 462362.091,124891.7 462370.461,124889.71 462375.315,124887.859 462374.292,124881.204 462370.614,124880.914 462370.454))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000001152,Dannestraat,12,,,3621AE,Breukelen,5.003894,52.171815,128778.36,464920.89,"POLYGON ((128773.508 464923.802,128775.831 464915.975,128783.176 464918.177,128787.087 464919.349,128784.632 464926.636,128783.118 464931.395,128779.103 464930.007,128779.469 464928.839,128779.891 464928.948,128780.847 464925.803,128773.508 464923.802))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000001153,Dannestraat,14,,,3621AE,Breukelen,5.003894,52.171815,128778.36,464920.89,"POLYGON ((128773.508 464923.802,128775.831 464915.975,128783.176 464918.177,128787.087 464919.349,128784.632 464926.636,128783.118 464931.395,128779.103 464930.007,128779.469 464928.839,128779.891 464928.948,128780.847 464925.803,128773.508 464923.802))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Breukelen,WK190402,Breukelen Zuid,WK19040213,0311010000001154,Dannestraat,2,a,,3621AE,Breukelen,5.004251,52.171216,128802.46,464854.02,"POLYGON ((128793.984 464861.532,128797.413 464844.29,128804.798 464845.759,128804.763 464845.935,128806.36 464846.253,128810.939 464847.164,128809.683 464853.047,128808.87 464857.054,128807.987 464861.406,128807.8 464861.384,128807.371 464863.758,128806.385 464863.531,128806.33 464863.715,128801.461 464862.741,128801.395 464863.008,128793.984 464861.532))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Breukelen,WK190402,Breukelen Midden,WK19040215,0311010000001580,Beatrixstraat,9,a,,3621ET,Breukelen,4.996649,52.175009,128284.69,465278.87,"POLYGON ((128277.905 465289.82,128278.694 465283.171,128279.238 465278.587,128280.487 465268.06,128303.791 465270.842,128303.295 465275.096,128305.748 465275.382,128305.515 465277.379,128303.062 465277.092,128302.868 465278.751,128289.631 465277.184,128289.311 465279.312,128287.297 465279.031,128286.336 465287.275,128277.905 465289.82))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Breukelen,WK190402,Corridor,WK19040208,0311010000001650,Broekdijk West,10,,bij,3621LV,Breukelen,4.992386,52.169286,127989.63,464643.65,"POLYGON ((127983.492 464645.08,127988.194 464637.515,127995.759 464642.217,127991.059 464649.779,127983.492 464645.08))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Breukelen,WK190402,Corridor,WK19040208,0311010000001689,Broekdijk West,18,,,3621LV,Breukelen,4.991762,52.168367,127946.37,464541.72,"POLYGON Z ((127959.689 464549.818 0,127938.109 464554.918 0,127933.039 464533.599 0,127954.618 464528.531 0,127959.689 464549.818 0))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Breukelen,WK190402,Breukelen Zuid,WK19040213,0311010000001737,Brouwerij,11,,,3621AD,Breukelen,5.00453,52.171232,128821.58,464855.78,"POLYGON ((128808.87 464857.054,128809.683 464853.047,128810.939 464847.164,128820.544 464849.074,128820.579 464848.897,128824.169 464849.611,128824.134 464849.788,128859.109 464856.743,128859.144 464856.567,128861.335 464857.002,128861.515 464857.038,128861.508 464857.457,128861.431 464862.241,128859.86 464870.147,128859.749 464870.706,128856.169 464869.995,128856.204 464869.818,128821.55 464862.932,128821.514 464863.109,128821.016 464863.009,128817.933 464862.387,128818.634 464858.914,128813.695 464858.028,128813.358 464859.718,128811.073 464859.237,128811.011 464859.224,128811.358 464857.577,128808.87 464857.054))"
Stichtse Vecht,G1904,StichtseVecht-kantoorfunctie,Kockengen,WK190405,Kockengen Dorp,WK19040505,0311010000002028,Voorstraat,2,,,3628AH,Kockengen,4.948458,52.147169,124969.58,462200.25,"POLYGON ((124964.456 462201.542,124965.959 462199.009,124965.53 462198.792,124969.665 462192.392,124975.081 462184.01,124975.894 462184.484,124981.783 462187.916,124980.597 462189.761,124982.084 462190.717,124992.691 462197.398,124993.835 462198.118,124993.17 462199.151,124995.397 462200.495,124993.838 462203.079,124988.383 462211.98,124986.841 462214.58,124969.887 462204.705,124964.456 462201.542))"
