straatnaam,soort_weg,straatcode,openbareruimte_id
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
onbenoemd,fietspaden,99998,
