FYSIEK_VOORKOMEN_CODE;FYSIEK_VOORKOMEN_OMSC;FYSIEK_VOORKOMEN_PLUS_CODE;FYSIEK_VOORKOMEN_PLUS_OMSC;ID;GUID;CODE;IDENTIFICATIE;TIJDSTIPREGISTRATIE;PLAATSINGSDATUM;BOUWJAAR;LEEFTIJD;OPPERVLAKTE;GEBIED_OMSC;BUURT_CODE;BUURT_OMSC;IMGEO_STADSDEEL_CODE;IMGEO_STADSDEEL_OMSC;IMGEO_WIJK_CODE;IMGEO_WIJK_OMSC;BEHEERDER_OMSC;EIGENAAR_OMSC;WERKPAKKET_VLAK_CODE;WERKPAKKET_VLAK_OMSC;BEHEERGEBIEDEN_OMSC;GROEN_VAKKEN_CODE;GROEN_VAKKEN_OMSC;GROEN_OPPERVLAKTE_KLASSE_CODE;GROEN_OPPERVLAKTE_KLASSE_OMSC;X;Y
LFB;loofbos;LFB_GHHBT;griend en hakhout;225037;{09EDE8D7-BA0B-3FE1-E053-293C0B0AF01F};957325;G0518.08D6E6F3-3492-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;205.3;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;A;< 2000 m2;80987.822;457429.985
LFB;loofbos;LFB_GHHBT;griend en hakhout;225038;{09EDE8D7-BA0C-3FE1-E053-293C0B0AF01F};957326;G0518.08D6E6F3-3494-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;241.2;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;A;< 2000 m2;81017.735;457430.554
LFB;loofbos;LFB_GHHBT;griend en hakhout;225039;{09EDE8D7-BA0D-3FE1-E053-293C0B0AF01F};957327;G0518.08D6E6F3-3493-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;1188.7;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;A;< 2000 m2;81023.307;457403.827
LFB;loofbos;LFB_GHHBT;griend en hakhout;225040;{09EDE8D7-BA0E-3FE1-E053-293C0B0AF01F};957328;G0518.08D6E6F2-C9D0-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;1592.6;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;A;< 2000 m2;80981.359;457425.304
LFB;loofbos;LFB_GHHBT;griend en hakhout;225041;{09EDE8D7-BA0F-3FE1-E053-293C0B0AF01F};957329;G0518.08D6E6F2-C8C0-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;1515.9;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;A;< 2000 m2;80885.256;457364.028
LFB;loofbos;LFB_GHHBT;griend en hakhout;225042;{09EDE8D7-BA10-3FE1-E053-293C0B0AF01F};957330;G0518.08D6E6F2-C8F7-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;1006.0;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;A;< 2000 m2;80887.838;457314.882
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;224995;{09EDE8D7-C029-3FE1-E053-293C0B0AF01F};965496;G0518.14280CBD-ACEC-0772-E053-530A0B0AF16A;20150410183503;20060401000000;2006;15;476.8;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Miamihof;;;A;< 2000 m2;79335.329;449636.786
GRV;groenvoorziening;GRV_HSTBT;heesters;224996;{09EDE8D7-C02A-3FE1-E053-293C0B0AF01F};965497;G0518.14280CBD-F71F-0772-E053-530A0B0AF16A;20150410183500;20060401000000;2006;16;93.8;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Miamihof;;;A;< 2000 m2;79387.926;449671.511
GRV;groenvoorziening;GRV_HSTBT;heesters;224997;{09EDE8D7-C02B-3FE1-E053-293C0B0AF01F};965498;G0518.14280CBD-F71E-0772-E053-530A0B0AF16A;20150410183500;20060401000000;2006;16;54.5;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Miamihof;;;A;< 2000 m2;79386.806;449668.676
GRV;groenvoorziening;GRV_HSTBT;heesters;224998;{09EDE8D7-C02D-3FE1-E053-293C0B0AF01F};965500;G0518.14280CBD-F721-0772-E053-530A0B0AF16A;20150410183500;20060401000000;2006;16;31.1;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Miamihof;;;A;< 2000 m2;79367.652;449662.387
GRV;groenvoorziening;GRV_HSTBT;heesters;224999;{09EDE8D7-C02E-3FE1-E053-293C0B0AF01F};965501;G0518.14280CBD-7FD7-0772-E053-530A0B0AF16A;20150410183503;20060401000000;2006;16;20.6;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Miamihof;;;A;< 2000 m2;79344.438;449658.491
GRV;groenvoorziening;GRV_HSTBT;heesters;225000;{09EDE8D7-C030-3FE1-E053-293C0B0AF01F};965503;G0518.14280CBD-7FD6-0772-E053-530A0B0AF16A;20150410183503;20060401000000;2006;15;21.5;;102;Hoge Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Miamihof;;;A;< 2000 m2;79330.625;449647.134
GRV;groenvoorziening;GRV_HSTBT;heesters;225101;{09EDE8D7-EB76-3FE1-E053-293C0B0AF01F};923488;G0518.14280CBD-8F89-0772-E053-530A0B0AF16A;20150410182126;19980601000000;1998;23;42.5;;30;Rustenburg;2;Escamp;31;Rustenburg en Oostbroek;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Bilthovenselaan;;;A;< 2000 m2;79022.887;453381.392
GRV;groenvoorziening;GRV_HSTBT;heesters;225102;{09EDE8D7-EB77-3FE1-E053-293C0B0AF01F};923489;G0518.14280CBD-8CC1-0772-E053-530A0B0AF16A;20180509161602;19980601000000;1998;23;63.3;;30;Rustenburg;2;Escamp;31;Rustenburg en Oostbroek;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Bilthovenselaan;;;A;< 2000 m2;79104.53;453429.094
GAO;grasland overig;GRSO; ;225103;{09EDE8D7-E4F1-3FE1-E053-293C0B0AF01F};926916;G0518.FCB8EA55-F521-B4FA-E040-2A0A313C2F1B;20200127160739;20090901000000;2009;12;9.7;;40;Nieuw Waldeck;1;Loosduinen;18;Waldeck;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Puccinistraat;;;A;< 2000 m2;76421.787;453411.888
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225104;{09EDE8D7-BDA9-3FE1-E053-293C0B0AF01F};962839;G0518.0512F759-6A6F-C180-E050-2A0A313C70A8;20191119100253;20060301000000;2006;15;349.4;;51;Bloemenbuurt-oost;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;75B;Grasveld bollen vlak;Segbroeklaan;;;A;< 2000 m2;77646.397;454981.778
LFB;loofbos;LFB_GHHBT;griend en hakhout;225105;{09EDE8D7-C6A5-3FE1-E053-293C0B0AF01F};957291;G0518.08D6E6F2-C8BA-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;3775.9;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;B;> 2000 m2;80914.052;457181.134
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225106;{09EDE8D8-D5C4-3FE1-E053-293C0B0AF01F};77807;G0518.0512F759-7027-C180-E050-2A0A313C70A8;20141006173030;20000701000000;2000;21;360.5;;51;Bloemenbuurt-oost;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Irisplein;;;A;< 2000 m2;77729.479;454668.707
GRV;groenvoorziening;GRV_STRBT;struikrozen;225107;{09EDE8D8-F05D-3FE1-E053-293C0B0AF01F};97255;G0518.08D6E6F3-31BD-653A-E050-2A0A313C2FF8;20141118071141;20020701000000;2002;17;15.6;Westbroekpark;73;Westbroekpark;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag; 50;Rozen oppervlak;Westbroekpark Rosarium;GGG01;Grote groengebieden;A;< 2000 m2;79900.376;457971.047
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225051;{09EDE8D7-DF39-3FE1-E053-293C0B0AF01F};549858;G0518.08D6E6F2-BF16-653A-E050-2A0A313C2FF8;20141118072726;20001201000000;2000;21;130.4;;7;Statenkwartier;4;Scheveningen;9;Geuzen- en Statenkwartier;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Frankenstraat;;;A;< 2000 m2;78842.288;457235.268
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225052;{09EDE8D7-E500-3FE1-E053-293C0B0AF01F};794732;G0518.14280CBD-A541-0772-E053-530A0B0AF16A;20170720150406;20050701000000;2005;14;445.9;;36;Zuiderpark;2;Escamp;35;Zuiderpark;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Henriëtte Roland Holstweg;GGG01;Grote groengebieden;A;< 2000 m2;79532.979;452981.974
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225053;{09EDE8D7-E504-3FE1-E053-293C0B0AF01F};794733;G0518.14280CBD-A444-0772-E053-530A0B0AF16A;20170720150406;20040701000000;2004;15;454.2;;36;Zuiderpark;2;Escamp;35;Zuiderpark;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Henriëtte Roland Holstweg;GGG01;Grote groengebieden;A;< 2000 m2;79541.109;452966.494
GRV;groenvoorziening;GRV_HSTBT;heesters;225054;{09EDE8D7-CD4B-3FE1-E053-293C0B0AF01F};663903;G0518.14280CBD-A131-0772-E053-530A0B0AF16A;20150410182011;20040701000000;2004;17;579.5;;96;Zijden, Steden en Zichten;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Winkelstede;;;A;< 2000 m2;77652.846;450954.583
LFB;loofbos;LFB_GHHBT;griend en hakhout;225055;{09EDE8D7-D08E-3FE1-E053-293C0B0AF01F};955989;G0518.08D6E6F2-C4F5-653A-E050-2A0A313C2FF8;20220217101942;20021001000000;2002;17;7057.1;;5;Van Stolkprk./Schev.Bosjes;4;Scheveningen;6;Van Stolkpark en Scheveningse Bosjes;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Scheveningse Bos;GGG01;Grote groengebieden;B;> 2000 m2;79948.926;457646.337
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225056;{09EDE8D7-DFC8-3FE1-E053-293C0B0AF01F};803496;G0518.14280CBD-AF50-0772-E053-530A0B0AF16A;20150410183525;20010701000000;2001;20;222.0;;87;Venen, Oorden en Raden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Hengelolaan;;;A;< 2000 m2;77280.701;450823.584
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225057;{09EDE8D7-C113-3FE1-E053-293C0B0AF01F};929540;G0518.61B808FF-0797-42AD-BC99-C68AC87D4F55;20190628141500;20031101000000;2003;18;101.3;Gazon en Doorgroei;105;Zonne Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Middenweg;;;A;< 2000 m2;79734.339;448275.568
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225058;{09EDE8D7-C117-3FE1-E053-293C0B0AF01F};929487;G0518.14280CBD-56A0-0772-E053-530A0B0AF16A;20150410182139;20091101000000;2009;12;680.6;Groene Assen Zuidwestzone;96;Zijden, Steden en Zichten;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 91;Ruiggrasveld talud;Parkzijde;;;A;< 2000 m2;77409.23;450371.306
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225059;{09EDE8D7-D0A6-3FE1-E053-293C0B0AF01F};795556;G0518.14280CBD-F6FA-0772-E053-530A0B0AF16A;20150410182213;20001201000000;2000;21;66.7;;80;Morgenstond-zuid;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Erasmusweg;;;A;< 2000 m2;79512.158;451175.783
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225060;{09EDE8D7-D8E5-3FE1-E053-293C0B0AF01F};809073;G0518.14280CBD-ACA5-0772-E053-530A0B0AF16A;20150410182339;20040701000000;2004;15;702.3;;36;Zuiderpark;2;Escamp;35;Zuiderpark;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Henriëtte Roland Holstweg;GGG01;Grote groengebieden;A;< 2000 m2;79259.74;452230.356
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225061;{117907C1-9FE9-0191-E053-293C0B0A0EB1};1054812;G0518.14280CBD-A90C-0772-E053-530A0B0AF16A;20200701130759;19981101000000;1998;21;231.0;Recreatiegebied;99;De Uithof;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag; 90;Ruiggrasveld vlak;Nicolas de Ferpad;GGG01;Grote groengebieden;A;< 2000 m2;77265.44;450059.854
LFB;loofbos;LFB_GHHBT;griend en hakhout;225062;{09EDE8D7-BCAF-3FE1-E053-293C0B0AF01F};957339;G0518.08D6E6F3-3859-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;19;141.8;Sint Hubertuspark;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Hubertuspark;GGG01;Grote groengebieden;A;< 2000 m2;80928.249;457211.582
GAO;grasland overig;GRSO; ;225063;{09EDE8D8-3F13-3FE1-E053-293C0B0AF01F};927837;G0518.FCB8EA55-F15A-B4FA-E040-2A0A313C2F1B;20190628141500;19991001000000;1999;22;148.4;;85;Kerketuinen en Zichtenburg;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Escamplaan;;;A;< 2000 m2;77406.325;452302.697
GRV;groenvoorziening;GRV_PLNBT;planten;225064;{09EDE8D8-DE8F-3FE1-E053-293C0B0AF01F};79851;G0518.0512F759-5579-C180-E050-2A0A313C70A8;20141006170514;20010201000000;2001;20;124.7;;52;Bomenbuurt;3;Segbroek;12;Bomen- en Bloemenbuurt;DSB/DPZ;Gemeente Den Haag;B60;Vaste planten bodembedekkend;Beeklaan;;;A;< 2000 m2;78701.891;455466.702
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225065;{09EDE8D8-F3D2-3FE1-E053-293C0B0AF01F};919327;G0518.FCB8EA55-ECFD-B4FA-E040-2A0A313C2F1B;20131001060000;20050201000000;2005;16;25.3;;92;Bohemen en Meer en Bos;1;Loosduinen;14;Bohemen en Meer en Bos;DSB/DPZ;Gemeente Den Haag; 76;Grasveld talud;Pinksterbloemplein;;;A;< 2000 m2;76402.575;453831.295
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225066;{09EDE8D8-F3D3-3FE1-E053-293C0B0AF01F};919311;G0518.14280CBD-AA91-0772-E053-530A0B0AF16A;20150410182049;20010201000000;2001;20;175.6;;87;Venen, Oorden en Raden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag;75C;Grasveld bollen talud;Hengelolaan;;;A;< 2000 m2;77238.741;450767.269
GRV;groenvoorziening;GRV_HSTBT;heesters;225067;{09EDE8D8-ECFB-3FE1-E053-293C0B0AF01F};91326;G0518.08D6E6F3-36A8-653A-E050-2A0A313C2FF8;20141118070452;19940401000000;1994;27;161.9;;41;Zorgvliet;4;Scheveningen;10;Zorgvliet;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Alexander Gogelweg;;;A;< 2000 m2;79464.683;456010.048
GRV;groenvoorziening;GRV_HSTBT;heesters;225068;{09EDE8D8-ECFF-3FE1-E053-293C0B0AF01F};91333;G0518.08D6E6F3-286B-653A-E050-2A0A313C2FF8;20141118071737;19940401000000;1994;27;129.5;;41;Zorgvliet;4;Scheveningen;10;Zorgvliet;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;Alexander Gogelweg;;;A;< 2000 m2;79432.395;456006.418
GRV;groenvoorziening;GRV_HSTBT;heesters;225069;{09EDE8D8-ED07-3FE1-E053-293C0B0AF01F};91345;G0518.08D6E6F3-340C-653A-E050-2A0A313C2FF8;20141118072246;19940401000000;1994;27;217.6;;41;Zorgvliet;4;Scheveningen;10;Zorgvliet;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;R. J. Schimmelpennincklaan;;;A;< 2000 m2;79393.443;456002.279
GRV;groenvoorziening;GRV_HSTBT;heesters;225070;{09EDE8D8-ED08-3FE1-E053-293C0B0AF01F};91315;G0518.08D6E6F2-C04C-653A-E050-2A0A313C2FF8;20141118072312;19930101000000;1993;28;730.4;;41;Zorgvliet;4;Scheveningen;10;Zorgvliet;DSB/DPZ;Gemeente Den Haag; 45;Fijne heesters oppervlak;R. J. Schimmelpennincklaan;;;A;< 2000 m2;79403.947;456044.103
GAO;grasland overig;GRSO; ;225071;{09EDE8D8-416C-3FE1-E053-293C0B0AF01F};1021557;G0518.08D6E6F3-2B8E-653A-E050-2A0A313C2FF8;20190628141500;20000701000000;2000;20;10.2;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Nieuwe Scheveningse Bosjes;GGG01;Grote groengebieden;A;< 2000 m2;80576.488;458197.822
HOU;houtwal;HTWL; ;225072;{09EDE8D7-CE49-3FE1-E053-293C0B0AF01F};1038489;G0518.FCB8EA55-F6A3-B4FA-E040-2A0A313C2F1B;20190628141500;20040201000000;2004;17;17.9;;86;Houtwijk;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Wijkpark Bokkefort;;;A;< 2000 m2;77004.912;452209.383
GRV;groenvoorziening;GRV_HSTBT;heesters;225073;{09EDE8D7-DC62-3FE1-E053-293C0B0AF01F};877151;G0518.14280CBD-AD2A-0772-E053-530A0B0AF16A;20150410182019;19990701000000;1999;22;41.4;;101;Erasmus Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 40;Grove heesters oppervlak;Noordweg;;;A;< 2000 m2;79011.834;450142.667
HOU;houtwal;HTWL; ;225074;{09EDE8D7-DFF3-3FE1-E053-293C0B0AF01F};814981;G0518.14280CBD-9210-0772-E053-530A0B0AF16A;20150410182044;20060201000000;2006;15;929.7;Erasmuszone;98;Dreven en Gaarden;2;Escamp;33;Bouwlust;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Erasmusweg;;;A;< 2000 m2;78800.88;450579.484
LFB;loofbos;LFB_GHHBT;griend en hakhout;225075;{09EDE8D7-B98E-3FE1-E053-293C0B0AF01F};957405;G0518.08D6E6F3-3339-653A-E050-2A0A313C2FF8;20190630080000;20021101000000;2002;17;546.6;;74;Duttendel;4;Scheveningen;3;Westbroekpark en Duttendel;DSB/DPZ;Gemeente Den Haag;30N;Natuurbos oppervlak;Nieuwe Scheveningse Bosjes;GGG01;Grote groengebieden;A;< 2000 m2;80335.326;458176.937
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225076;{09EDE8D7-CB45-3FE1-E053-293C0B0AF01F};982914;G0518.14280CBD-A9B1-0772-E053-530A0B0AF16A;20150410182240;20000901000000;2000;21;1135.8;Groengebied Groene Assen Zuidwest;88;Morgenstond-west;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Drentheplantsoen;;;A;< 2000 m2;78768.736;451281.93
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225077;{09EDE8D7-CB48-3FE1-E053-293C0B0AF01F};982916;G0518.14280CBD-A6BF-0772-E053-530A0B0AF16A;20171019092728;20000901000000;2000;21;104.8;Groengebied Groene Assen Zuidwest;88;Morgenstond-west;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Drentheplantsoen;;;A;< 2000 m2;78616.061;451187.575
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225078;{09EDE8D7-CB49-3FE1-E053-293C0B0AF01F};982917;G0518.14280CBD-A7EB-0772-E053-530A0B0AF16A;20150410181450;20000901000000;2000;21;24.2;Groengebied Groene Assen Zuidwest;88;Morgenstond-west;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Drentheplantsoen;;;A;< 2000 m2;78626.021;451184.571
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225079;{09EDE8D7-CB4A-3FE1-E053-293C0B0AF01F};982918;G0518.14280CBD-AC28-0772-E053-530A0B0AF16A;20220726121151;20000901000000;2000;21;1396.5;Groengebied Groene Assen Zuidwest;88;Morgenstond-west;2;Escamp;34;Morgenstond;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Drentheplantsoen;;;A;< 2000 m2;78650.52;451197.727
LFB;loofbos;LFB_GHHBT;griend en hakhout;225080;{117907C1-9F63-0191-E053-293C0B0A0EB1};1047403;G0518.FCB8EA55-E61B-B4FA-E040-2A0A313C2F1B;20190630080000;20020701000000;2002;17;81.3;;92;Bohemen en Meer en Bos;1;Loosduinen;14;Bohemen en Meer en Bos;DSB/DPZ;Gemeente Den Haag;30P;Parkbos oppervlak;Meer en Bos;GGG01;Grote groengebieden;A;< 2000 m2;75821.23;453646.2
LFB;loofbos;LFB_GHHBT;griend en hakhout;225081;{09EDE8D7-D1BB-3FE1-E053-293C0B0AF01F};749012;G0518.FCB8EA55-F4A0-B4FA-E040-2A0A313C2F1B;20190630080000;20000901000000;2000;19;64.9;Meer en Bos;92;Bohemen en Meer en Bos;1;Loosduinen;14;Bohemen en Meer en Bos;DSB/DPZ;Gemeente Den Haag;30P;Parkbos oppervlak;Meer en Bos;GGG01;Grote groengebieden;A;< 2000 m2;75820.147;453890.744
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225082;{09EDE8D8-F041-3FE1-E053-293C0B0AF01F};255644;G0518.291C4B76-367F-4296-8AC6-46E1A86D6BC8;20181031154201;20030701000000;2003;18;968.1;;7;Statenkwartier;4;Scheveningen;9;Geuzen- en Statenkwartier;DSB/DPZ;Gemeente Den Haag; 77;Grasveld trambaan;Van Boetzelaerlaan;;;A;< 2000 m2;78653.148;455931.139
GAO;grasland overig;GRSO; ;225083;{117907C1-A41D-0191-E053-293C0B0A0EB1};1044678;G0518.FCB8EA55-E78E-B4FA-E040-2A0A313C2F1B;20190628141500;20010301000000;2001;20;141.8;;95;Kom Loosduinen;1;Loosduinen;15;Kijkduin en Ockenburgh;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Loosduinse Hoofdstraat;;;A;< 2000 m2;75519.294;452186.404
GAO;grasland overig;GRSO; ;225084;{09EDE8D8-A9A2-3FE1-E053-293C0B0AF01F};923050;G0518.14280CBD-A3EA-0772-E053-530A0B0AF16A;20190628141500;20090501000000;2009;12;17.4;Wateringse Veldzone;105;Zonne Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Waterbiespad;;;A;< 2000 m2;80761.105;448503.207
HOU;houtwal;HTWL; ;225085;{09EDE8D8-41EA-3FE1-E053-293C0B0AF01F};1013459;G0518.01B58193-B94B-4A1C-A590-2BE6F09E2CED;20200227125310;20050201000000;2005;16;2859.4;;9;Vogelwijk;3;Segbroek;13;Vogelwijk;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Tjalie Robinsonduin;GGG01;Grote groengebieden;B;> 2000 m2;78192.697;455782.324
HOU;houtwal;HTWL; ;225086;{09EDE8D8-3F0D-3FE1-E053-293C0B0AF01F};927831;G0518.FCB8EA55-FA7B-B4FA-E040-2A0A313C2F1B;20190630090454;20000701000000;2000;21;270.9;;85;Kerketuinen en Zichtenburg;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag;35H;Houtsingel oppervlak;Dr. C. Hofstede de Grootstraat;;;A;< 2000 m2;77279.048;452174.212
GAO;grasland overig;GRSO; ;225087;{09EDE8D8-3F0F-3FE1-E053-293C0B0AF01F};927833;G0518.FCB8EA55-F153-B4FA-E040-2A0A313C2F1B;20190628141500;19991001000000;1999;22;65.8;;85;Kerketuinen en Zichtenburg;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 86;Berm vlak;Escamplaan;;;A;< 2000 m2;77279.704;452166.988
GAO;grasland overig;GRSO; ;225088;{09EDE8D8-3F12-3FE1-E053-293C0B0AF01F};927836;G0518.FCB8EA55-F23F-B4FA-E040-2A0A313C2F1B;20190628141500;19991001000000;1999;22;161.6;;85;Kerketuinen en Zichtenburg;1;Loosduinen;17;Loosduinen;DSB/DPZ;Gemeente Den Haag; 88;Berm talud;Dr. C. Hofstede de Grootstraat;;;A;< 2000 m2;77309.027;452203.722
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225089;{09EDE8D7-C0A7-3FE1-E053-293C0B0AF01F};928700;G0518.14280CBD-AFC0-0772-E053-530A0B0AF16A;20150410182616;20031001000000;2003;18;20.8;Gazon en Doorgroei;105;Zonne Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Middenweg;;;A;< 2000 m2;80325.598;448650.233
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225090;{09EDE8D7-C0A8-3FE1-E053-293C0B0AF01F};928701;G0518.14280CBD-A4CA-0772-E053-530A0B0AF16A;20150410182806;20031001000000;2003;18;21.8;;105;Zonne Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Middenweg;;;A;< 2000 m2;80330.376;448640.621
GRV;groenvoorziening;GRV_GEKBT;gras- en kruidachtigen;225091;{09EDE8D7-C0A9-3FE1-E053-293C0B0AF01F};928702;G0518.14280CBD-AFC1-0772-E053-530A0B0AF16A;20150410182617;20031001000000;2003;18;59.0;Gazon en Doorgroei;105;Zonne Veld;2;Escamp;40;Wateringse Veld;DSB/DPZ;Gemeente Den Haag; 75;Grasveld vlak;Middenweg;;;A;< 2000 m2;80325.909;448638.04
