AreaManagerId,FareCalculationCode,FareCalculationDesc,StartDateFare,EndDateFare,VATPercentage,PeriodNameTariff
394,ZONEA,,20130613,20130614,0.0,
512,TAR00,"Vrij van verrekening 0,00 euro tbv feestdagen",20140903,29991231,0.0,
361,REG10,Kortparkeren,20120404,29991231,0.0,
772,STRIJP02,"M2: 1,80 per uur",20190913,20190927,0.0,Strijp S2
718,GAR01,"1,80 per uur",20131002,29991231,0.0,
2451,WEEKK18E,Weekkaart 18 euro,20130917,29991231,0.0,
375,TAR02,Kortparkeren max 30 min,20111212,29991231,0.0,
984,TER01,"1,00 per 47 minuten",20131122,29991231,0.0,
344,AVK02,Avondkaart gebied 2,20111123,29991231,0.0,
575,TAR01,"0,40 per uur",20131024,29991231,0.0,
439,TAR05,Kop van West,20200501,29991231,0.0,Kop van West
2460,GAR12,"Dagkaart 50,00",20131112,29991231,0.0,
957,TAR08,"Dagkaart 5,20",20131018,29991231,0.0,
363,TC4_A1924,Avondkaart 1924 tarief4,20050101,29991231,0.0,
203,TER10,Gratis,20200511,29991231,0.0,
715,GAR02,Dagtarief 4 euro,20131010,29991231,0.0,
715,TAR03,"TAR03 - 1,60 per uur - 1e uur gratis",20150601,29991231,0.0,
2459,GAR12,"Zaterdagkaart 7,00 voor 7 uur",20131111,29991231,0.0,
632,TAR02,"15,00 dagkaart",20121011,20121012,0.0,
301,TAR01,Langparkeren,20130128,29991231,0.0,
632,GAR00,Garage parkeren nul tarief,20200511,29991231,0.0,
513,DAGK8E,Dagkaart 8 euro,20130918,29991231,0.0,
34,34_WEEK1,Weekkaart off-street Almere Buiten,20140101,29991231,0.0,
361,REG01,Centrumtarief,20120404,29991231,0.0,
361,REG01AV,Centrum avondtarief,20120406,29991231,0.0,
505,GAR09,"1,30 per uur",20131218,29991231,0.0,
2449,GAR32,"Dagkaart 24,00",20131108,29991231,0.0,
794,TAR06,"dagkaart 10,00",20120328,20120619,0.0,
569,NULL,NULL,20120420,29991231,0.0,
141,GRATIS,Gratis,20130919,29991231,0.0,
388,NULL,NULL,20120606,29991231,0.0,
2449,GAR17,"Dagkaart 11,00",20131107,29991231,0.0,
363,TC7_Z1219,Zondagkaart 1219 tarief7,20050101,29991231,0.0,
166,TAR03,"Avondkaart 3,00",20120510,29991231,0.0,
855,TAR07,"0,50 per 30 min",20131219,29991231,0.0,
983,TAR04,"1,70 per uur",20120710,29991231,0.0,
505,TAR7831,Mengvorm tariefzone 3,20130314,29991231,0.0,
797,TAR01,"0,20 per 12 min; 1,00 p/u",20120314,29991231,0.0,
363,TC2_Z1219,Zondagkaart 1219 tarief2,20050101,29991231,0.0,
299,NULL,NULL,20120316,29991231,0.0,
2062,GAR39,"Dagkaart 12,50",20131105,29991231,0.0,
384,DMNMBON,"eerste 2 uur gratis, na 2 uur 1,50 per uur",20191001,29991231,0.0,
2062,GAR25,"1,60 per uur",20131105,29991231,0.0,
424,DAG02,Dagkaart 7.20,20120412,29991231,0.0,
281,NULL,NULL,20120419,29991231,0.0,
512,TAR01,"2,00 p/u",20140903,29991231,0.0,
2199,2199_PR,P+R Gratis parkeren,20191001,29991231,0.0,
1952,1952_CPSLO,Carpool Slochteren,20180101,29991231,0.0,
457,TAR02,"Dagkaart 7,50",20131017,29991231,0.0,
794,TAR03,overbodig,20120328,29991231,0.0,
1952,1952_CPZUI,Carpool Zuidwolde,20180101,29991231,0.0,
715,TER01,"1,60 per uur",20131010,29991231,0.0,
34,34_AVOND2,Maximaal avondtarief off-street Almere Stad,20140101,29991231,0.0,
1952,1952_CPMEE,Carpool Meeden,20180101,29991231,0.0,
200,TB_ANKLAAR,Tarief basis Anklaar,20191001,29991231,21.0,
935,TARIEF4,"Tarief4: E1,50 p u",20160224,29991231,0.0,Tarief4
17,GAR01,0.60 ct per 30 minuten,20130930,20191028,0.0,
17,TAR01,"1,20 per uur",20120316,20191028,0.0,
715,TAR01,"1,60 per uur",20120403,29991231,0.0,
2463,GAR02,"Dagkaart 5,00",20131115,29991231,0.0,
715,TAR02,"1,60 per uur",20120403,29991231,0.0,
153,TAR4,Tariefcode 04,20110101,29991231,0.0,
2449,GAR38,"0,80 per uur",20131108,29991231,0.0,
505,TAR7833,Betaald parkeren NS-Station,20130314,29991231,0.0,
158,TAR02,"0,75 per uur",20120313,29991231,0.0,
824,TAR_NUL,Gratis Parkeren,20191031,29991231,0.0,Gratis Parkeren
200,TAR12,,20201014,29991231,0.0,
363,TC4_D0921,Dagkaart 0921 tarief4,20050101,29991231,0.0,
505,GAR11,"Dagkaart 13,00",20131218,29991231,0.0,
718,NULL,NULL,20120625,29991231,0.0,
2459,GAR23,"0,50 per 20 minuten",20131112,29991231,0.0,
575,TAR04,blauwe zone,20131024,29991231,0.0,
164,GAR02,"9,90 max",20170622,29991231,21.0,Dagtarief
150,DAG20,"Dagkaart 6,50",20171003,29991231,0.0,
222,GAR01,"1,50 per uur",20131003,29991231,0.0,
80,GAR05,"Dagkaart 3,50",20131126,29991231,0.0,
718,TAR01,2.00 per uur,20120515,29991231,0.0,
860,TAR02,"0,75 p/u",20120306,29991231,0.0,
994,TAR01,"1,20 per uur",20120524,29991231,0.0,
917,TAR04,"1,00/dag",20120921,29991231,0.0,
2460,GAR23,"Dagkaart 20,00",20131112,29991231,0.0,
177,REG02,NULL,20120501,29991231,0.0,
203,NULL,Gratis,20120905,29991231,0.0,
164,GAR01,"1,90 uur",20170622,29991231,21.0,Uurtarief
642,TAR7892,Mengvorm tariefzone 2 (Maasplein e.o.),20140414,29991231,0.0,
153,BZONE,Blauwe zone,20171010,29991231,0.0,Blauwe zone 2 uur gratis parkeren
758,GAR01,"0,50 per 15 minuten",20130926,29991231,0.0,
484,TAR01,Centrum Hoge-lage zijde,20140101,29991231,0.0,
715,GAR01,"0,14 per 6 minuten",20131010,29991231,0.0,
2062,405_GAR01,"1,00 per 48 min",20131021,29991231,0.0,
505,GAR06,"Dagkaart 16,00",20131218,29991231,0.0,
2483,GAR01,"0,50 per 10 min, 60 min 2,90 vanaf 120 min 0,50 per 12 min",20141204,20201020,0.0,
361,REG13,"Kortparkeren 0,5 uur",20171005,29991231,0.0,
2448,GAR52,"Dagkaart 6,00",20131128,29991231,0.0,
363,TC3_A1924,Avondkaart 1924 tarief3,20050101,29991231,0.0,
321,GAR01,"Eerste 2 uur gratis, daarna 1,50 per uur",20131004,29991231,0.0,
2483,GAR04,"Dagkaart 18,00",20150601,20201020,0.0,
363,TC1_D0921,Dagkaart 0921 tarief1,20050101,29991231,0.0,
2483,GAR03,"Dagkaart 15,00",20141204,20201020,0.0,
2483,GAR02,"Dagkaart 8,00 (actietarief)",20141204,20201020,0.0,
2062,GAR07,"3,00 per uur",20131030,29991231,0.0,
2463,GAR05,"2,20 per uur",20131115,29991231,0.0,
2062,TER05,"Dagkaart 6,00",20131031,29991231,0.0,
345,TAR00,Gratis parkeren,20201001,29991231,0.0,
150,TAR03,"1e 120 minuten 2,50 euro p/u daarna 5,00 euro p/u (zone 2)",20121218,29991231,0.0,
2483,GAR05,"0,50 per 10 min, 60 min 2,90",20160518,20201020,0.0,
150,150_GAR06,"0,50 euro per 60 minuten of een gedeelte hiervan",20150114,29991231,0.0,
58,TAR01,"0,50 per uur",20120704,20130701,0.0,
513,PRSTATDK,"Dagkaart 5,00",20140801,29991231,0.0,
90,GAR02,"Dagkaart 3,50",20140101,29991231,0.0,
267,PR01,"P+R, gratis parkeren",20150813,29991231,0.0,
599,PR01,"0,50 per 17 min",20150402,29991231,0.0,
150,TAR01,"2,50 per uuur (zone 1)",20121218,29991231,0.0,
150,150_GAR05,"Zondagkaart 4,00",20150114,29991231,0.0,
202,PRTAR01,Nul tarief,20130924,29991231,0.0,
794,TAR05,"Dagkaart 12,50",20120328,29991231,0.0,
150,TAR05,"2,50 per uur (zone AS)",20121218,29991231,0.0,
2448,935_GAR03,"0,30 per 13 min, vanaf 3e uur 2,00 per 60 min",20140101,29991231,0.0,
202,NULL,NULL,20120330,29991231,0.0,
361,REG03,Schil tarief,20120404,29991231,0.0,
957,TAR06,"Dagkaart 3,00",20131018,29991231,0.0,
150,TAR02,"1,57 per uur (zone 3)",20121218,29991231,0.0,
439,GAR01,"0,10 per 3 minuten",20131128,29991231,0.0,
2062,GAR08,"Dagkaart 30,00",20131030,29991231,0.0,
150,150_GAR04,"0,50 euro per 60 minuten of een gedeelte hiervan met max 2,00 euro",20150114,29991231,0.0,
34,36020,tarief tegelzetterdek,20120306,29991231,0.0,
441,TAR02,blauwe zone,20131023,29991231,0.0,
575,TER01,"1,50 per 60 minuten",20131017,29991231,0.0,
2451,DAGK5E,Dagkaart 5 euro,20130917,29991231,0.0,
2448,PR31,"2,10 per uur",20131128,29991231,0.0,
