CODE;OBJECTID;STD_KOPPEL;STD_ID_S;STD_ID_I;WK_KOPPEL;WK_ID_S;WK_ID_I;BRT_KOPPEL;BRT_ID_S;SHAPE_LENG;SHAPE_AREA;BRT_NAAM;WK_NAAM;STD_NAAM;AANTBEV;LFT019;LFT2064;LFT65_;GESLM;GESLV;ETNICBS8;ETNICBS9;AANTGEB;AANTSTRF;NATLOOP;VESTTOT;VERTRTOT;SALDVEVE;BEVSALDO;AANTHH;EPHH;MPHHZK;MPHHMK;EENOUD;SRWON1;SRWON2;SRWON3;SRWON4;SRWON5;SRWON6;SRWON7;SRWON8;SRWON9;SRWON10;SRWON11;SRWON12;SRWON13;EIGEND1;EIGEND3;EIGEND2;EIGEND4;AANTOZB;BVOWON;TTPRS;ANIETWON;AKANTOOR;AWINKELS;ABEDRIJF;AHORECA;AHOTELS;AUITGAAN;ACULTUUR;AATRACTI;ASPORTS;ARECREAT;AMEDISCH;ABIJZOND;ASCHOLEN;AKERKEN;ABIJWON;AOVERIG;VESTTOTAAL;WPTOTAAL;POTBEROEP;NWWTOT;WPS1;WPS2;WPS3;WPS4;WPS5;WPS6;WPS7;WPS8;WPS9;PARTAUTO;PARTMOTOR
99;92;02 Escamp;02;2;33 Bouwlust/Vrederust;33;33;99 De Uithof;99;5232.652801790000012;1492672.971499999985099;De Uithof;Bouwlust/Vrederust;Escamp;1333;211;535;587;606;727;1024;309;0;0;0;0;0;0;0;794;474;190;115;15;189;512;0;0;0;512;0;21;20;89;59;0;6;181;4;512;10;707;87710;218898;34;1;2;4;0;0;1;0;0;2;7;1;0;0;0;0;16;88;254;585;60;7;17;43;55;0;15;5;87;0;505;0
100;93;04 Scheveningen;04;4;08 Duindorp;08;8;100 Duindorp;100;4043.467245509999884;847244.707648999989033;Duindorp;Duindorp;Scheveningen;5908;1391;3678;839;2955;2953;4958;950;0;0;0;0;0;0;0;2875;1224;627;722;302;847;1983;215;188;20;833;727;185;638;0;24;0;3;1201;151;1460;21;2833;250202;162508;187;5;15;2;3;0;0;0;0;0;5;5;0;2;1;0;149;306;574;3948;440;2;84;127;172;0;64;69;29;0;1937;157
101;94;02 Escamp;02;2;40 Wateringse Veld;40;40;101 Erasmus Veld;101;4130.198741989999689;762543.122949999989942;Erasmus Veld;Wateringse Veld;Escamp;2105;453;1182;470;999;1106;1234;871;0;0;0;0;0;0;0;778;272;163;262;81;455;259;1;1;0;257;0;70;232;64;89;0;41;258;162;334;1;755;128419;261309;117;3;1;5;0;0;0;0;0;4;10;4;0;0;0;0;90;157;793;1329;70;17;80;40;73;0;516;28;23;0;702;31
102;95;02 Escamp;02;2;40 Wateringse Veld;40;40;102 Hoge Veld;102;4613.292747659999804;1093566.308849999913946;Hoge Veld;Wateringse Veld;Escamp;8393;2889;4825;679;4132;4261;4551;3842;0;0;0;0;0;0;0;3109;763;606;1370;370;1830;1036;37;0;19;980;0;352;1156;110;212;0;27;1517;380;936;60;2893;415967;262401;462;5;24;14;3;0;0;1;0;2;2;8;0;6;0;0;397;587;1460;5413;350;22;177;334;294;0;276;263;34;0;3065;188
103;96;02 Escamp;02;2;40 Wateringse Veld;40;40;103 Parkbuurt Oosteinde;103;3820.411656039999798;460516.332300000009127;Parkbuurt Oosteinde;Wateringse Veld;Escamp;3428;964;2113;351;1808;1620;2302;1126;0;0;0;0;0;0;0;1252;215;357;595;85;1185;118;0;8;2;108;0;245;587;60;293;0;2;1232;39;31;3;1305;211811;326666;22;4;2;3;0;0;0;0;0;0;2;2;1;1;0;0;7;241;414;2415;90;17;32;56;169;0;38;77;12;0;1537;139
104;97;02 Escamp;02;2;40 Wateringse Veld;40;40;104 Lage Veld;104;3052.183473070000218;461201.885299000015948;Lage Veld;Wateringse Veld;Escamp;4271;1102;2626;543;2093;2178;2355;1916;0;0;0;0;0;0;0;1731;438;478;614;201;981;622;0;9;113;500;0;221;760;0;0;0;1;883;34;687;0;1604;205066;228307;26;4;3;2;0;0;0;0;0;0;0;3;0;0;0;0;14;249;393;2965;240;9;78;51;124;0;96;11;11;0;1679;91
105;98;02 Escamp;02;2;40 Wateringse Veld;40;40;105 Zonne Veld;105;3298.678247670000019;499679.450150999997277;Zonne Veld;Wateringse Veld;Escamp;3426;1058;2200;168;1718;1708;1893;1533;0;0;0;0;0;0;0;1224;230;241;607;146;947;142;2;4;4;132;0;186;671;18;72;0;42;709;143;279;0;1131;155699;255105;39;2;11;3;4;0;0;0;0;2;0;4;0;2;0;0;11;243;650;2514;150;4;72;270;114;0;91;59;17;0;1360;95
106;99;08 Leidschenveen-Ypenburg;08;8;41 Hoornwijck;41;41;106 Vlietbuurt;106;9223.485609139999724;1934390.478399999905378;Vlietbuurt;Hoornwijck;Leidschenveen-Ypenburg;173;40;95;38;96;77;151;22;0;0;0;0;0;0;0;69;25;20;19;5;63;1;0;1;0;0;0;9;18;22;14;0;5;59;9;0;1;69;16456;458016;425;18;5;232;1;0;0;0;1;7;2;0;0;0;0;0;159;224;1697;104;0;274;548;348;355;0;18;3;147;0;0;0
107;100;08 Leidschenveen-Ypenburg;08;8;41 Hoornwijck;41;41;107 Vliegeniersbuurt;107;6511.955529419999948;1184360.1320499998983;Vliegeniersbuurt;Hoornwijck;Leidschenveen-Ypenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;33;4;160;0;0;0;0;0;0;2;2;0;0;0;0;90;166;2045;1;0;2;422;368;627;571;17;7;25;0;0;0
108;101;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;108 Bosweide;108;3506.127943080000023;736677.065850000013597;Bosweide;Ypenburg;Leidschenveen-Ypenburg;2029;714;1141;174;1032;997;1350;679;0;0;0;0;0;0;0;674;83;187;374;30;634;48;0;0;0;48;0;40;47;269;278;0;0;626;40;15;1;682;126167;557579;11;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;7;164;361;1359;0;0;7;31;141;0;33;136;7;0;924;67
109;102;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;109 Tedingerbroek;109;2896.8485348600002;495275.399401000002399;Tedingerbroek;Ypenburg;Leidschenveen-Ypenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;29;0;0;0;0;0;0;0
110;103;08 Leidschenveen-Ypenburg;08;8;41 Hoornwijck;41;41;110 De Reef;110;3397.599633480000193;620925.067998999962583;De Reef;Hoornwijck;Leidschenveen-Ypenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;124;0;21;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;12;775;1;0;0;2;0;566;0;64;0;0;0;0;0
111;104;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;111 De Venen;111;3563.019338609999977;353616.140698999981396;De Venen;Ypenburg;Leidschenveen-Ypenburg;1735;520;1149;66;892;843;831;904;0;0;0;0;0;0;0;768;264;171;237;96;289;447;0;0;0;447;0;61;211;17;0;0;3;227;93;415;4;739;89197;213842;371;8;3;15;0;0;0;0;0;1;0;3;1;2;0;0;338;165;1374;1233;80;2;48;87;181;755;109;140;39;0;607;43
112;105;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;112 Morgenweide;112;4399.770970309999939;881715.017900999984704;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;7159;2224;4426;509;3548;3611;3925;3234;0;0;0;0;0;0;0;2814;714;632;1102;366;1746;1082;61;7;10;1004;0;340;1300;8;98;0;0;1318;928;582;0;2828;368901;238662;436;2;39;1;0;0;0;1;0;0;0;8;0;7;0;0;378;538;1265;4957;300;33;120;360;293;0;186;197;27;0;2760;219
113;106;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;113 Singels;113;3308.290486169999895;571474.125849999953061;Singels;Ypenburg;Leidschenveen-Ypenburg;5607;1671;3447;489;2791;2816;3301;2306;0;0;0;0;0;0;0;2118;483;487;919;229;1399;354;35;0;37;282;0;258;1112;11;18;0;20;1060;219;494;0;1773;251376;243835;201;5;1;7;3;0;0;0;0;1;1;5;0;3;1;0;174;354;754;3923;280;7;82;113;190;0;260;73;16;0;2138;168
114;107;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;114 Waterbuurt;114;4683.320888960000048;1065330.994900000048801;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;4767;1474;2976;317;2365;2402;2625;2142;0;0;0;0;0;0;0;1812;433;410;722;247;1557;212;69;0;0;143;0;349;1109;71;28;0;53;978;430;412;2;1822;257744;248031;97;2;0;69;0;0;0;0;0;0;2;3;0;1;0;0;20;352;741;3326;220;5;112;131;319;19;81;38;13;0;1818;130
115;108;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;115 De Bras;115;3988.607200599999942;952131.912449999945238;De Bras;Ypenburg;Leidschenveen-Ypenburg;5901;2262;3384;255;2870;3031;4168;1733;0;0;0;0;0;0;0;1925;252;323;1075;275;1726;140;16;18;2;104;0;374;653;186;513;0;4;1187;160;520;3;1870;288625;344295;43;0;0;1;0;0;0;0;0;4;17;4;0;3;0;0;14;408;593;3909;200;5;70;59;236;0;57;122;27;0;2173;172
116;109;08 Leidschenveen-Ypenburg;08;8;43 Forepark;43;43;116 Westvliet;116;6202.477171540000199;1348087.103799999924377;Westvliet;Forepark;Leidschenveen-Ypenburg;123;14;68;41;66;57;105;18;0;0;0;0;0;0;0;61;22;22;14;3;27;0;0;0;0;0;0;0;0;16;11;0;4;28;3;0;0;31;7445;535815;175;1;2;24;0;0;1;0;0;5;8;0;0;1;0;119;14;45;740;74;0;1;457;103;67;0;6;62;42;0;0;0
117;110;08 Leidschenveen-Ypenburg;08;8;43 Forepark;43;43;117 De Rivieren;117;7841.228095800000119;1706348.735099999932572;De Rivieren;Forepark;Leidschenveen-Ypenburg;25;2;23;0;15;10;25;0;0;0;0;0;0;0;0;8;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;0;1;6;1;0;0;7;1533;420167;372;78;17;214;1;0;0;0;0;4;1;1;1;0;0;0;55;349;7112;24;0;13;1700;1846;3088;62;18;0;151;0;0;0
118;111;08 Leidschenveen-Ypenburg;08;8;44 Leidschenveen;44;44;118 De Lanen;118;3330.927724579999904;698638.771350000053644;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;5228;1881;3140;207;2664;2564;3030;2198;0;0;0;0;0;0;0;1777;294;325;1005;153;1414;238;0;0;8;230;0;384;865;77;88;0;8;1184;15;461;0;1660;237121;300550;145;1;0;0;0;0;0;0;0;1;1;1;0;3;0;0;138;331;832;3493;170;8;95;107;142;0;47;406;17;0;1923;129
119;112;08 Leidschenveen-Ypenburg;08;8;44 Leidschenveen;44;44;119 De Velden;119;3715.395237759999873;751998.114998999983072;De Velden;Leidschenveen;Leidschenveen-Ypenburg;4232;1250;2609;373;2158;2074;2627;1605;0;0;0;0;0;0;0;1561;297;429;693;142;1116;417;0;0;23;394;0;234;761;17;104;0;1;994;249;290;1;1534;216656;279404;323;5;27;1;3;0;0;1;0;2;0;5;0;3;0;0;276;278;2172;2941;170;8;54;458;210;1095;74;224;29;0;1776;160
120;113;08 Leidschenveen-Ypenburg;08;8;44 Leidschenveen;44;44;120 De Vissen;120;4752.107746919999954;1293633.893549999920651;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;8543;2476;5080;987;4226;4317;5429;3114;0;0;0;0;0;0;0;3172;662;813;1394;303;2275;710;37;45;24;604;0;239;1738;59;239;0;32;2030;48;937;2;3017;436519;274324;339;2;0;0;0;0;0;0;0;1;2;15;0;3;1;0;315;512;1273;5769;320;7;102;116;362;0;534;111;22;0;3494;283
121;114;08 Leidschenveen-Ypenburg;08;8;44 Leidschenveen;44;44;121 Rietbuurt;121;4965.68948096999975;1015397.194449999951757;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;2700;1018;1585;97;1357;1343;1555;1145;0;0;0;0;0;0;0;930;189;152;494;95;665;246;46;46;0;154;0;103;357;37;168;0;0;578;9;309;15;911;131804;318130;32;1;0;2;0;0;0;0;0;1;2;1;0;1;0;0;24;143;311;1726;100;0;43;35;75;0;28;115;7;0;1001;61
