CODE;OBJECTID;STD_KOPPEL;STD_ID_S;STD_ID_I;WK_KOPPEL;WK_ID_S;WK_ID_I;BRT_KOPPEL;BRT_ID_S;SHAPE_LENG;SHAPE_AREA;BRT_NAAM;WK_NAAM;STD_NAAM;AANTBEV;LFT019;LFT2064;LFT65_;GESLM;GESLV;ETNICBS8;ETNICBS9;AANTGEB;AANTSTRF;NATLOOP;VESTTOT;VERTRTOT;SALDVEVE;BEVSALDO;AANTHH;EPHH;MPHHZK;MPHHMK;EENOUD;SRWON1;SRWON2;SRWON3;SRWON4;SRWON5;SRWON6;SRWON7;SRWON8;SRWON9;SRWON10;SRWON11;SRWON12;SRWON13;EIGEND1;EIGEND3;EIGEND2;EIGEND4;AANTOZB;BVOWON;TTPRS;ANIETWON;AKANTOOR;AWINKELS;ABEDRIJF;AHORECA;AHOTELS;AUITGAAN;ACULTUUR;AATRACTI;ASPORTS;ARECREAT;AMEDISCH;ABIJZOND;ASCHOLEN;AKERKEN;ABIJWON;AOVERIG;VESTTOTAAL;WPTOTAAL;POTBEROEP;NWWTOT;WPS1;WPS2;WPS3;WPS4;WPS5;WPS6;WPS7;WPS8;WPS9;PARTAUTO;PARTMOTOR
1;1;04 Scheveningen;04;4;07 Scheveningen;07;7;01 Oud Scheveningen;01;2516.749621410000145;256741.563099999999395;Oud Scheveningen;Scheveningen;Scheveningen;2859;467;1861;531;1433;1426;2236;623;0;0;0;0;0;0;0;1594;837;379;264;114;411;1193;154;310;5;450;274;96;291;0;24;0;16;750;328;523;19;1620;142055;179628;195;12;45;13;11;1;0;0;0;0;3;3;2;2;1;0;102;342;711;1955;170;73;69;137;228;38;57;32;41;0;975;93
2;2;04 Scheveningen;04;4;07 Scheveningen;07;7;02 Vissershaven;02;5708.939859690000048;1179184.982099999906495;Vissershaven;Scheveningen;Scheveningen;3355;634;1989;732;1617;1738;2477;878;0;0;0;0;0;0;0;1705;761;451;291;202;115;1708;224;387;33;769;295;16;94;0;5;0;19;846;371;560;65;1842;196443;201131;677;63;57;137;33;0;1;1;1;4;7;5;0;0;1;0;367;616;3146;2102;220;271;371;1195;596;3;176;42;302;0;1094;107
3;3;04 Scheveningen;04;4;07 Scheveningen;07;7;03 Scheveningen Badplaats;03;3283.330704559999958;505183.477300000027753;Scheveningen Badplaats;Scheveningen;Scheveningen;5419;975;3539;905;2697;2722;3638;1781;0;0;0;0;0;0;0;3031;1556;749;510;216;775;2389;395;694;187;866;247;203;540;5;27;0;39;1927;903;303;70;3203;338053;239016;377;35;53;19;40;14;2;4;0;6;8;10;1;1;2;0;182;758;2806;3733;260;3;158;1066;536;247;88;142;516;0;1889;157
4;4;04 Scheveningen;04;4;07 Scheveningen;07;7;04 Visserijbuurt;04;2217.417860019999807;271383.061349999974482;Visserijbuurt;Scheveningen;Scheveningen;3817;730;2228;859;1801;2016;2535;1282;0;0;0;0;0;0;0;2023;978;514;357;174;367;1610;254;448;117;609;182;52;296;1;18;0;17;915;469;594;16;1994;220321;222624;308;23;75;26;19;1;0;1;0;1;4;5;0;2;4;0;147;451;1655;2399;200;4;94;351;233;77;610;137;100;0;1177;80
5;5;04 Scheveningen;04;4;06 Van Stolkpark en Schev. Bos;06;6;05 v Stolkpark/Schev Bosjes;05;4468.195307379999576;1114379.526700000045821;v Stolkpark/Schev Bosjes;Van Stolkpark en Schev. Bos;Scheveningen;809;178;369;262;374;435;482;327;0;0;0;0;0;0;0;360;171;86;85;18;115;256;26;47;10;165;8;30;34;37;14;0;5;241;84;48;3;376;83713;606257;79;19;3;4;1;1;0;0;1;1;0;2;0;2;0;0;45;130;1111;424;0;1;4;91;415;141;198;90;112;0;314;0
6;6;01 Loosduinen;01;1;18 Waldeck;18;18;06 Waldeck-Zuid;06;1921.710662400000047;208190.771149999985937;Waldeck-Zuid;Waldeck;Loosduinen;2033;325;1030;678;921;1112;1355;678;0;0;0;0;0;0;0;1189;641;294;136;118;115;1080;0;0;24;1056;0;42;56;1;16;0;0;542;56;597;0;1195;109793;134479;125;2;0;0;0;0;0;0;0;2;0;6;1;0;1;0;113;86;211;1105;130;4;31;12;25;103;14;6;9;0;720;0
7;7;04 Scheveningen;04;4;09 Geuzen- en Statenkwartier;09;9;07 Statenkwartier;07;4815.575942569999825;1012293.304450000054203;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;9526;2362;5546;1618;4550;4976;5261;4265;0;0;0;0;0;0;0;4571;2030;1150;1139;252;1498;2998;695;1492;14;669;128;167;1277;17;37;0;170;2981;1478;125;82;4666;799960;433011;571;119;188;28;22;7;0;1;0;2;1;21;0;7;2;0;173;1352;5638;6159;250;4;147;1258;1992;78;1580;303;128;0;3319;174
8;8;04 Scheveningen;04;4;09 Geuzen- en Statenkwartier;09;9;08 Geuzenkwartier;08;4640.129441789999873;339317.678550000011455;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;4395;884;2540;971;2094;2301;3222;1173;0;0;0;0;0;0;0;2224;995;574;484;171;625;1632;422;484;3;553;170;82;518;2;23;0;4;1263;316;668;14;2261;237352;214500;223;5;17;10;7;0;0;0;0;1;1;4;0;1;2;0;175;371;574;2745;210;3;89;96;190;0;44;72;43;0;1456;70
9;9;03 Segbroek;03;3;13 Vogelwijk;13;13;09 Vogelwijk;09;7919.559467050000421;2716602.433050000108778;Vogelwijk;Vogelwijk;Segbroek;5233;1571;2627;1035;2519;2714;3834;1399;0;0;0;0;0;0;0;2080;545;620;800;115;1590;490;132;150;9;199;0;557;533;69;431;0;6;1873;166;45;2;2086;361853;563753;95;4;8;4;0;0;1;0;0;8;4;9;0;9;3;0;45;509;1475;3048;80;8;36;69;367;0;558;372;49;0;2346;148
10;10;03 Segbroek;03;3;21 Regentessekwartier;21;21;10 Rond de Energiecentrale;10;3105.377821829999903;515059.494249999988824;Rond de Energiecentrale;Regentessekwartier;Segbroek;5747;1056;4068;623;2884;2863;2405;3342;0;0;0;0;0;0;0;3201;1763;710;459;269;442;2488;342;857;130;824;335;48;392;0;2;0;58;922;1222;798;46;2988;279444;139286;326;13;61;87;17;0;0;2;0;4;9;7;1;3;6;0;116;704;1876;4308;640;9;182;291;286;411;283;130;118;0;1448;118
11;11;05 Centrum;05;5;28 Centrum;28;28;11 Kortenbos;11;3935.675825410000016;630543.690850000013597;Kortenbos;Centrum;Centrum;7134;1149;5124;861;3619;3515;3394;3740;0;0;0;0;0;0;0;4333;2675;951;414;293;292;3729;152;924;419;1918;316;44;246;0;2;0;78;1293;1335;1409;62;4099;398984;180169;1183;89;304;51;90;4;1;3;0;3;14;17;1;2;5;1;598;1198;8088;5407;630;8;130;1657;888;743;3990;130;295;0;1691;140
12;12;05 Centrum;05;5;28 Centrum;28;28;12 Voorhout;12;3434.939789770000061;621221.579350000014529;Voorhout;Centrum;Centrum;2266;191;1740;335;1171;1095;1095;1171;0;0;0;0;0;0;0;1519;1007;392;90;30;199;1267;103;862;21;274;7;19;178;0;2;0;58;484;792;161;87;1524;189283;344778;1105;375;337;25;125;5;6;10;0;3;7;7;0;3;7;0;195;1180;13328;1792;80;2;223;2766;3080;4850;271;550;605;0;643;56
13;13;05 Centrum;05;5;28 Centrum;28;28;13 Uilebomen;13;2193.562031999999817;286998.104449999984354;Uilebomen;Centrum;Centrum;3039;450;2230;359;1601;1438;1200;1839;0;0;0;0;0;0;0;1832;1030;482;179;141;80;1766;59;255;237;1207;8;17;62;0;1;0;12;409;568;813;68;1858;182873;215335;423;76;96;22;42;1;1;1;0;2;3;7;0;2;2;0;168;430;14646;2328;230;0;173;1420;481;12019;116;67;255;0;682;46
14;14;05 Centrum;05;5;28 Centrum;28;28;14 Zuidwal;14;4051.745418309999877;507328.660299999988638;Zuidwal;Centrum;Centrum;6776;894;5171;711;3499;3277;2934;3842;0;0;0;0;0;0;0;4432;2884;908;328;312;321;3699;256;1142;367;1884;50;27;293;0;1;0;171;668;1535;1916;72;4191;357207;147604;1352;79;423;160;142;5;6;5;0;4;5;13;0;6;6;0;498;1300;6884;5430;650;4;281;3661;827;377;526;204;481;0;1297;131
15;15;05 Centrum;05;5;29 Schildersbuurt;29;29;15 Schildersbuurt-West;15;4191.966614250000021;643674.228899999987334;Schildersbuurt-West;Schildersbuurt;Centrum;14038;4027;8784;1227;7106;6932;1084;12954;0;0;0;0;0;0;0;6209;2694;1024;1648;843;549;4767;515;632;383;2412;825;79;470;0;0;0;65;1342;812;3150;77;5381;490048;115384;475;30;98;60;36;0;0;0;0;2;13;9;1;12;10;0;204;931;2294;9964;1800;137;412;455;238;143;388;427;38;0;2850;84
16;16;05 Centrum;05;5;29 Schildersbuurt;29;29;16 Schildersbuurt-Noord;16;3175.110645360000035;472417.618750000023283;Schildersbuurt-Noord;Schildersbuurt;Centrum;9919;2853;6053;1013;4877;5042;1115;8804;0;0;0;0;0;0;0;4558;2170;661;1039;688;677;3610;232;283;322;2738;35;86;590;1;0;0;11;601;372;3313;12;4298;386688;109520;299;12;73;18;22;0;0;2;0;5;11;18;0;8;5;0;125;579;1809;6838;1430;75;170;239;546;53;327;282;87;0;1870;64
17;17;05 Centrum;05;5;29 Schildersbuurt;29;29;17 Schildersbuurt-Oost;17;3028.30492366999988;348506.791949999984354;Schildersbuurt-Oost;Schildersbuurt;Centrum;7225;2199;4368;658;3554;3671;458;6767;0;0;0;0;0;0;0;3014;1172;489;846;507;406;2164;92;146;86;1063;777;58;347;1;0;0;7;408;156;2007;6;2577;252764;117125;196;4;22;51;11;0;0;1;0;0;4;3;1;3;0;0;96;367;899;5023;950;60;138;102;91;173;185;104;28;0;1470;44
18;18;05 Centrum;05;5;27 Stationsbuurt;27;27;18 Huygenspark;18;3782.156982710000193;465588.158300000010058;Huygenspark;Stationsbuurt;Centrum;7722;1506;5699;517;3856;3866;1965;5757;0;0;0;0;0;0;0;5136;3663;706;428;339;280;3059;142;366;166;2358;27;10;270;0;0;0;652;408;612;2887;84;3991;293517;116962;380;42;77;31;29;2;0;0;0;0;2;4;0;2;1;0;190;588;2021;6280;650;14;122;567;539;0;146;294;95;0;1078;99
19;19;06 Laak;06;6;38 Laakkwartier en Spoorwijk;38;38;19 Laakhaven-Oost;19;2741.943986629999927;337671.368799999996554;Laakhaven-Oost;Laakkwartier en Spoorwijk;Laak;4061;873;2861;327;1977;2084;790;3271;0;0;0;0;0;0;0;2377;1396;409;310;262;84;1175;17;16;167;969;6;17;67;0;0;0;580;321;185;1329;4;1839;133418;136371;164;25;25;18;8;0;0;0;0;0;3;2;0;3;0;0;80;265;6297;3143;380;10;58;396;2543;742;310;1817;11;0;796;55
20;20;02 Escamp;02;2;36 Moerwijk;36;36;20 Moerwijk-Oost;20;2988.899026470000081;385900.411248999997042;Moerwijk-Oost;Moerwijk;Escamp;3128;745;2037;346;1706;1422;778;2350;0;0;0;0;0;0;0;1738;1049;217;267;205;111;1456;0;0;16;1440;0;14;95;2;0;0;21;122;10;1456;0;1588;123479;90114;198;8;15;15;6;0;0;0;0;1;0;8;0;4;2;0;139;245;736;2174;480;25;287;102;102;34;124;41;6;0;780;43
21;21;05 Centrum;05;5;37 Groente- en Fruitmarkt;37;37;21 Groente- en Fruitmarkt;21;3484.911486349999905;495612.355700000014622;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;5159;1534;3305;320;2673;2486;583;4576;0;0;0;0;0;0;0;2132;772;403;704;253;439;1200;87;204;74;469;366;101;338;0;0;0;84;699;457;555;12;1723;182039;135005;247;24;40;88;5;1;1;0;0;0;7;5;0;3;1;0;72;670;2816;3743;510;215;1135;387;441;276;275;43;11;0;1372;45
22;22;06 Laak;06;6;38 Laakkwartier en Spoorwijk;38;38;22 Laakhaven-West;22;3997.946714860000156;615536.978549999999814;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;5121;1272;3406;443;2592;2529;887;4234;0;0;0;0;0;0;0;2770;1591;399;489;291;31;2995;0;2;301;2692;0;8;23;0;0;0;5;525;428;1702;376;3031;236714;109762;503;39;88;150;8;0;0;0;0;3;0;4;2;2;3;0;204;534;3742;3756;580;28;537;909;462;623;597;488;86;0;1115;37
23;23;06 Laak;06;6;38 Laakkwartier en Spoorwijk;38;38;23 Spoorwijk;23;2644.853964020000149;332664.652650000003632;Spoorwijk;Laakkwartier en Spoorwijk;Laak;4299;1255;2752;292;2125;2174;959;3340;0;0;0;0;0;0;0;1860;698;311;558;293;856;770;168;225;25;317;35;184;646;0;26;0;5;578;118;934;1;1631;163849;144365;57;1;5;0;3;0;0;0;0;1;4;3;0;1;1;0;38;217;362;3060;440;12;110;42;66;25;66;28;7;0;1215;49
24;24;06 Laak;06;6;38 Laakkwartier en Spoorwijk;38;38;24 Laakkwartier-West;24;3251.98481903999982;467297.103950000018813;Laakkwartier-West;Laakkwartier en Spoorwijk;Laak;8015;1907;5500;608;4222;3793;2487;5528;0;0;0;0;0;0;0;3933;1697;911;898;427;539;2924;230;347;10;168;2169;69;470;0;0;0;13;1788;1290;381;17;3476;298092;112567;209;10;78;12;15;0;1;1;0;2;2;12;0;6;5;0;65;826;1529;5932;770;52;449;385;194;3;136;208;39;0;2340;141
25;25;06 Laak;06;6;38 Laakkwartier en Spoorwijk;38;38;25 Laakkwartier-Oost;25;3977.153496339999947;558978.172600000048988;Laakkwartier-Oost;Laakkwartier en Spoorwijk;Laak;11099;2504;7647;948;5823;5276;3610;7489;0;0;0;0;0;0;0;5728;2588;1423;1175;542;326;4603;169;325;36;52;4021;34;292;0;0;0;20;2588;2298;42;21;4949;410944;107249;251;11;66;34;21;0;0;1;0;1;3;8;0;6;1;0;99;1105;1545;8210;930;77;548;214;254;0;126;156;66;0;3255;229
26;26;06 Laak;06;6;38 Laakkwartier en Spoorwijk;38;38;26 Noordpolderbuurt;26;2926.040825330000189;494430.78035000001546;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;8349;2062;5655;632;4291;4058;1332;7017;0;0;0;0;0;0;0;4188;2045;805;806;532;174;3412;175;230;98;1494;1415;20;154;0;0;0;75;906;989;1750;16;3661;325000;105707;212;13;82;10;18;0;0;0;0;3;7;12;0;4;4;0;59;661;1395;6201;980;29;335;400;173;1;242;112;27;0;1907;91
30;27;02 Escamp;02;2;31 Rustenburg en Oostbroek;31;31;30 Rustenburg;30;2529.11700873000018;344178.212249999982305;Rustenburg;Rustenburg en Oostbroek;Escamp;6103;1344;4099;660;3168;2935;3010;3093;0;0;0;0;0;0;0;3123;1433;704;675;311;639;2278;92;89;0;134;1963;70;569;0;0;0;6;1646;787;486;4;2923;242005;118418;98;6;20;13;10;0;0;0;0;2;4;3;0;2;0;0;38;503;778;4374;440;42;242;121;130;0;113;70;21;0;1910;160
31;28;02 Escamp;02;2;31 Rustenburg en Oostbroek;31;31;31 Oostbroek-Noord;31;2061.086820129999978;225317.44484999999986;Oostbroek-Noord;Rustenburg en Oostbroek;Escamp;4501;1045;3131;325;2311;2190;1468;3033;0;0;0;0;0;0;0;2241;986;527;512;216;26;1983;1;12;4;2;1964;3;23;0;0;0;15;1261;742;6;15;2024;176983;114296;180;15;77;5;19;0;0;0;0;0;2;14;0;1;2;0;45;505;1054;3344;340;165;209;280;205;0;92;35;23;0;1322;72
32;29;05 Centrum;05;5;30 Transvaalkwartier;30;30;32 Transvaalkwartier-Noord;32;1905.627758370000038;184702.169200000003912;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;3972;1022;2565;385;1990;1982;364;3608;0;0;0;0;0;0;0;1973;981;335;395;262;78;1686;116;382;130;940;118;0;77;0;1;0;6;200;360;1199;11;1770;154689;96821;163;1;72;34;14;0;0;0;0;1;4;3;0;1;2;0;31;325;566;2854;610;32;171;134;100;0;40;47;12;0;774;0
33;30;05 Centrum;05;5;30 Transvaalkwartier;30;30;33 Transvaalkwartier-Midden;33;2198.690892460000214;273282.958749999990687;Transvaalkwartier-Midden;Transvaalkwartier;Centrum;4985;1473;2949;563;2490;2495;372;4613;0;0;0;0;0;0;0;2158;919;400;603;236;318;1541;102;268;59;837;275;29;287;1;1;0;6;527;491;815;32;1865;191026;125113;386;8;93;19;20;0;0;1;0;0;6;8;0;4;3;0;224;466;1330;3248;470;51;197;475;120;10;235;170;34;0;1075;33
34;31;05 Centrum;05;5;30 Transvaalkwartier;30;30;34 Transvaalkwartier-Zuid;34;2516.191540499999974;361133.236050000006799;Transvaalkwartier-Zuid;Transvaalkwartier;Centrum;7260;2161;4607;492;3767;3493;475;6785;0;0;0;0;0;0;0;3065;1210;573;942;340;514;1906;91;82;93;400;1240;76;438;0;0;0;9;1118;622;663;26;2429;244631;124527;228;14;66;19;21;0;2;0;0;2;3;8;0;9;3;0;81;752;1589;5183;830;169;325;360;174;10;252;237;13;0;1596;52
35;32;02 Escamp;02;2;31 Rustenburg en Oostbroek;31;31;35 Oostbroek-Zuid;35;2838.312764509999852;376744.246749999991152;Oostbroek-Zuid;Rustenburg en Oostbroek;Escamp;8126;2063;5573;490;4178;3948;2243;5883;0;0;0;0;0;0;0;3950;1707;895;933;415;76;3346;1;12;0;179;3154;15;61;0;0;0;11;1981;1405;32;15;3433;286262;109748;186;12;83;5;7;0;0;0;0;1;1;9;0;4;1;0;63;844;1404;6036;700;135;365;365;227;0;128;98;27;0;2207;104
36;33;02 Escamp;02;2;35 Zuiderpark;35;35;36 Zuiderpark;36;4439.054639400000269;1082118.962749999947846;Zuiderpark;Zuiderpark;Escamp;120;1;27;92;45;75;99;21;0;0;0;0;0;0;0;102;84;18;0;0;0;100;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;7337;95760;39;4;0;2;4;0;0;1;0;7;8;0;1;0;1;0;11;29;589;27;0;0;2;44;179;285;5;3;71;0;0;0
37;34;02 Escamp;02;2;36 Moerwijk;36;36;37 Moerwijk-West;37;3087.615854010000021;508980.116099999984726;Moerwijk-West;Moerwijk;Escamp;6177;1588;3718;871;3123;3054;1659;4518;0;0;0;0;0;0;0;3292;1801;436;522;533;141;2899;13;30;0;2842;14;30;111;0;0;0;36;165;78;2833;0;3076;239190;87897;176;5;72;3;10;0;0;0;0;3;5;6;0;3;2;0;67;348;954;4032;970;50;162;278;67;1;224;123;12;0;1349;57
38;35;02 Escamp;02;2;36 Moerwijk;36;36;38 Moerwijk-Noord;38;3796.065980010000203;474346.584150000009686;Moerwijk-Noord;Moerwijk;Escamp;6994;1782;4502;710;3603;3391;1962;5032;0;0;0;0;0;0;0;3532;1663;680;721;468;288;2835;3;33;34;1469;1296;25;263;0;0;0;2;1163;477;1477;8;3125;263001;105450;99;5;9;5;8;0;1;0;0;2;1;4;0;6;1;0;57;529;884;4885;740;75;272;79;145;0;76;200;11;0;1904;120
39;36;02 Escamp;02;2;36 Moerwijk;36;36;39 Moerwijk-Zuid;39;3187.660966219999864;433185.099849999998696;Moerwijk-Zuid;Moerwijk;Escamp;4286;1079;2815;392;2295;1991;1222;3064;0;0;0;0;0;0;0;2320;1321;351;412;236;309;1966;92;74;35;1765;0;52;257;0;0;0;5;308;39;1912;21;2280;176491;100607;85;7;13;8;3;0;0;0;0;0;8;7;0;1;2;0;36;256;549;2977;620;30;97;55;94;48;139;64;6;0;1174;48
40;37;01 Loosduinen;01;1;18 Waldeck;18;18;40 Nieuw Waldeck;40;3399.221526389999781;645661.383249999955297;Nieuw Waldeck;Waldeck;Loosduinen;7274;1530;4170;1574;3469;3805;4693;2581;0;0;0;0;0;0;0;3484;1497;830;743;414;1386;1987;94;100;585;942;266;369;1004;8;5;0;7;1023;173;2171;13;3380;346074;154144;440;2;10;3;2;0;0;1;0;0;6;6;0;2;0;0;408;354;882;4529;540;12;231;85;117;0;353;34;37;0;2404;154
41;38;04 Scheveningen;04;4;10 Zorgvliet;10;10;41 Zorgvliet;41;3864.564169419999871;875515.336050000041723;Zorgvliet;Zorgvliet;Scheveningen;492;74;241;177;252;240;284;208;0;0;0;0;0;0;0;268;113;108;36;11;49;264;25;22;1;216;0;7;13;11;18;0;5;181;103;16;18;318;59293;538706;222;95;0;1;2;3;0;5;0;0;2;2;0;4;0;0;108;198;4176;256;20;0;7;157;1011;2185;156;359;287;0;244;0
42;39;04 Scheveningen;04;4;11 Duinoord;11;11;42 Stadhoudersplantsoen;42;2223.074960360000205;233285.387450000009267;Stadhoudersplantsoen;Duinoord;Scheveningen;1888;319;1155;414;889;999;1072;816;0;0;0;0;0;0;0;1137;665;254;162;56;113;1036;79;219;43;693;2;6;107;0;0;0;10;520;525;92;22;1159;138764;250846;164;24;29;6;10;0;0;1;0;2;1;3;0;1;1;0;86;306;975;1203;60;0;42;261;309;0;114;54;65;0;647;33
43;40;04 Scheveningen;04;4;11 Duinoord;11;11;43 Sweelinckplein eo;43;3163.005935310000041;444781.802800000004936;Sweelinckplein eo;Duinoord;Scheveningen;5773;1271;3867;635;2819;2954;3501;2272;0;0;0;0;0;0;0;2969;1412;807;606;144;414;2424;659;1408;0;279;78;32;376;0;6;0;34;1641;1024;139;68;2872;414664;321161;263;53;70;26;14;3;0;0;0;1;1;12;0;3;4;0;76;820;1995;4141;320;0;68;276;524;371;395;192;96;0;1735;97
44;41;03 Segbroek;03;3;21 Regentessekwartier;21;21;44 Koningsplein eo;44;2923.863333050000165;427338.728600999980699;Koningsplein eo;Regentessekwartier;Segbroek;7482;1337;5465;680;3676;3806;4192;3290;0;0;0;0;0;0;0;4187;2210;1057;656;264;415;3454;862;2134;82;358;18;30;385;0;0;0;66;1676;1713;444;102;3935;429499;207098;309;23;141;33;31;0;0;1;0;2;2;10;0;0;2;0;64;1024;1901;5732;530;8;107;622;486;2;321;70;205;0;1971;151
45;42;05 Centrum;05;5;22 Zeeheldenkwartier;22;22;45 Zeeheldenkwartier;45;4064.386327619999975;812819.863148999982513;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;11688;1961;8547;1180;5820;5868;6225;5463;0;0;0;0;0;0;0;6723;3937;1506;838;442;725;5257;690;2233;211;1923;200;51;669;4;1;0;197;2198;2147;1536;298;6179;684951;220361;1115;162;257;89;79;5;1;3;0;8;3;24;0;3;4;0;477;1700;5963;8998;850;1;255;1408;1663;423;879;331;367;0;2882;267
46;43;05 Centrum;05;5;05 Archipelbuurt;05;5;46 Archipelbuurt;46;4071.453740349999862;871290.805851000011899;Archipelbuurt;Archipelbuurt;Centrum;5945;1124;3553;1268;2836;3109;3499;2446;0;0;0;0;0;0;0;3302;1803;804;534;161;930;2583;388;893;141;1086;75;94;779;15;42;0;46;1950;1041;492;76;3559;518087;407166;630;182;53;38;14;1;0;1;0;2;5;12;2;1;3;0;316;945;5028;3866;170;43;76;424;2499;1347;264;127;102;0;2132;109
47;44;05 Centrum;05;5;23 Willemspark;23;23;47 Willemspark;47;2880.523694429999978;345816.778349999978673;Willemspark;Willemspark;Centrum;1503;217;1030;256;767;736;762;741;0;0;0;0;0;0;0;952;589;220;111;32;227;854;64;277;51;458;4;12;209;4;2;0;12;379;644;37;33;1093;127054;337221;487;141;73;9;24;13;0;2;0;2;1;7;0;2;0;0;213;482;3274;1071;50;7;26;701;1587;191;211;163;46;0;484;31
48;45;07 Haagse Hout;07;7;04 Benoordenhout;04;4;48 Nassaubuurt;48;2172.586033449999832;287010.696300000010524;Nassaubuurt;Benoordenhout;Haagse Hout;1601;406;880;315;769;832;916;685;0;0;0;0;0;0;0;759;307;223;193;36;345;394;46;126;0;142;80;36;308;1;0;0;14;517;223;8;5;753;153849;497477;113;51;28;3;3;0;0;0;0;1;0;4;0;2;0;0;21;441;4378;969;30;1;32;204;971;2415;400;130;25;0;604;0
49;46;07 Haagse Hout;07;7;24 Haagse Bos;24;24;49 Haagse Bos;49;6098.932085450000159;1277111.328650000039488;Haagse Bos;Haagse Bos;Haagse Hout;422;28;223;171;200;222;221;201;0;0;0;0;0;0;0;272;198;55;14;5;1;332;8;18;8;298;0;0;0;1;0;0;3;156;143;32;5;336;35310;160273;105;19;1;0;2;0;0;0;0;0;0;0;0;1;0;0;82;94;1474;227;0;14;4;29;535;227;179;88;5;0;120;0
50;47;03 Segbroek;03;3;12 Bomen- en Bloemenbuurt;12;12;50 Bloemenbuurt-West;50;2945.92803425000011;282151.538600000028964;Bloemenbuurt-West;Bomen- en Bloemenbuurt;Segbroek;2319;503;1251;565;1059;1260;1798;521;0;0;0;0;0;0;0;1090;436;289;278;87;420;666;107;118;0;344;97;62;358;0;0;0;5;934;135;17;5;1091;143168;270054;68;4;1;0;0;0;0;1;0;1;0;6;0;3;1;0;51;185;544;1382;60;1;28;21;130;0;110;235;12;0;934;46
51;48;03 Segbroek;03;3;12 Bomen- en Bloemenbuurt;12;12;51 Bloemenbuurt-Oost;51;3533.676993550000134;611403.266999999992549;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;6449;1354;3850;1245;2924;3525;4532;1917;0;0;0;0;0;0;0;3354;1538;816;704;296;283;3074;162;241;18;1186;1467;29;224;8;22;0;11;2288;909;165;6;3368;367073;195362;251;8;61;18;12;0;0;0;0;2;1;8;0;4;1;0;136;582;1239;4154;240;0;109;438;279;1;183;90;78;0;2382;174
52;49;03 Segbroek;03;3;12 Bomen- en Bloemenbuurt;12;12;52 Bomenbuurt;52;3257.506950909999887;530968.127650000038557;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;5841;1121;3574;1146;2721;3120;3860;1981;0;0;0;0;0;0;0;3063;1461;784;581;237;356;2772;97;355;0;841;1479;18;335;3;0;0;27;2030;834;263;28;3155;366416;208460;397;34;130;21;22;0;0;1;0;4;1;17;0;7;1;0;159;746;2127;3793;210;1;141;694;435;0;237;415;99;0;1964;140
53;50;03 Segbroek;03;3;19 Vruchtenbuurt;19;19;53 Vruchtenbuurt;53;3449.262385619999804;535095.012349999975413;Vruchtenbuurt;Vruchtenbuurt;Segbroek;7043;1688;4256;1099;3326;3717;5261;1782;0;0;0;0;0;0;0;3209;1158;833;912;306;702;2462;215;446;0;204;1597;47;655;0;0;0;9;2522;475;172;4;3173;393574;232708;213;13;69;22;8;0;0;1;0;2;2;25;0;2;1;0;68;622;1454;4638;240;1;123;216;313;0;579;110;47;0;2527;156
54;51;03 Segbroek;03;3;20 Valkenboskwartier;20;20;54 Heesterbuurt;54;3204.681052649999856;410936.833649999985937;Heesterbuurt;Valkenboskwartier;Segbroek;6754;1382;4696;676;3264;3490;3901;2853;0;0;0;0;0;0;0;3732;1921;768;613;430;170;3413;113;225;0;162;2913;14;153;1;2;0;11;1849;802;930;13;3594;313010;137222;181;4;30;41;12;0;0;1;0;0;4;10;0;1;3;0;75;609;995;4983;560;3;341;141;237;0;84;69;72;0;2061;165
