ID;FOTOBESTAND;BOUWJAAR;LEEFTIJD;OMSCHRIJVING;BIJZONDERHEDEN;BUURT;STADSDEEL;WIJK;STRAAT;UITVOERDER;LOCATIE;GUID;X;Y;LONG;LAT
3338266;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/IMG_2465CentraalStationPortretten.jpg;2016;4;6 pilaren met historische foto's;folie;Bezuidenhout-west;Haagse Hout;Bezuidenhout;Anna van Buerenplein;Modern Murals-Dominic Brown;pilaren;{F706AD0E-1460-4482-9A76-8E495A0EA707};82189.372187797;455334.760894291;4.324978988351764;52.08149058084302
3338274;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/IJsclubpadRoyLichtenstein-tunnel.jpg;2010;10;Street Art afbeeldingen;Liechtensteintunnel;Kampen;Haagse Hout;Mariahoeve en Marlot;IJsclubpad;The Hague Street Art-Damir Segon;spooronderdoorgang;{72AB97FD-2A53-4B0D-AF93-C7EA257528FE};84108.4388735369;455498.650461789;4.352937509591624;52.08321245027622
3607067;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/IMG_2422AagjeDekenlaan.jpg;2016;4;Gedicht op paneel;;Moerwijk-west;Escamp;Moerwijk;Aagje Dekenlaan;Studio Güthschmidt B.V.-Herman Fool;voorgevel;{880C2BCB-65E0-4CBF-BB0D-99D0BA8C8D30};80060.8219534755;451793.30168863;4.29470848248722;52.049380455179474
3607077;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/Kissemstraat.jpg;2017;3;Art noveau-afbeelding;;Voorhout;Centrum;Centrum;Kissemstraat;The Hague Street Art-Jochem Cats;zijgevel;{A18C4AD1-C7D7-45DD-A6D1-B977731D1A88};81300.7769582756;454953.292074613;4.312099965836087;52.07794485720185
3607079;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/IMG_2480AchteromParkeergarage.jpg;2018;2;gekleurde lijnen op zwarte ondergrond;I.h.k.v. 13 vergeten straatjes;Voorhout;Centrum;Centrum;Achterom;The Hague Street Art-Dario Goldbach;muur parkeergarage;{43ADCE5E-05C2-4A36-94D2-2EE527E2F9DD};81154.3246476501;454942.434250087;4.309966271872254;52.077827770758304
3609541;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/IMG_2420HildoKroplaan.jpg;2017;3;Tekst Bokkefort Houtwijk;Participatieproject;Houtwijk;Loosduinen;Loosduinen;Dr. H.E. van Gelderlaan;The Hague Street Art-Ringo Mollinger / Davy de Ronde;voorgevel;{756A4984-2558-432B-9F0C-DF37A69E0EC0};77056.0381980687;452329.445019752;4.250789261588955;52.05378415950656
3609542;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/IMG_2413FrederikRuischstraat.jpg;2000;20;Boom;bouwjaar onbekend;Valkenboskwartier;Segbroek;Valkenboskwartier;Frederik Ruyschstraat;-Onbekend;tuinmuur;{C9F5B73A-5586-4EDE-8C39-E95E203FD3A8};78570.3868442439;454420.199532196;4.27239628880476;52.07278403175449
3610114;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/IMG_2427Hildebrandstraat.jpg;2018;2;Thema: Dieren, kinderen, mensen;;Spoorwijk;Laak;Laakkwartier en Spoorwijk;Hildebrandstraat;The Hague Street Art-Sjors Kouthoofd;speeltuin;{0830880D-0CA5-482F-88E3-277E6EC2E523};81081.3924930059;451937.054264572;4.3095531554431235;52.050809382995006
3610126;;2018;2;Cartoons;Participatieproject;De Venen;Leidschenveen-Ypenburg;Ypenburg;Kiekendiefstraat;The Hague Street Art-Sjors Kouthoofd / Tobias Becker Hoff;Skatebaan;{9574F4B7-ACEE-4BE4-955C-F1741A5E7E60};86365.1849292815;451875.904376935;4.386585512574808;52.05093937687811
3610136;https://gdh70wgmuurschilderingen.blob.core.windows.net/muurschilderingen/Kraayensteinlaan2.jpg;2015;5;bloemen, vissen, vogels;;Kraayenstein;Loosduinen;Kraayenstein en Vroondaal;Kraayensteinlaan;-Grafic Sense & Artdrenaline;voetgangersonderdoorgang;{8F8FCBE1-7040-41A1-ABDD-435920C0F04F};76006.9898667112;451796.86524516;4.235620321114464;52.04884953228594
