X,Y,STD_BOOMTYPE,STD_STANDPLAATS,STD_ONTWIKKELINGSSTADIUM,NEDBOOMSOORT,LATBOOMSOORT,AANLEGJAAR,BIJZONDERE_BOOM,BINNEN_BOSWET,OPENBARE_RUIMTE,BUURT,WIJK,WOONPLAATS,OBJECTID,GlobalID
6.10193502864695,52.5866667304155,Straat- / laanboom,Gras,Eindfase,,Gleditsia triacanthos,1970,,Y,Ruitenstraat,Hasselt Dedemsvaart-Zuid,Wijk 02 Hasselt,Hasselt,3123772,7a6a8802-4c1a-4d58-a0a1-26701df38f1d
6.10194052894035,52.5867156159188,Straat- / laanboom,Gras,Eindfase,,Gleditsia triacanthos,1970,,Y,Ruitenstraat,Hasselt Dedemsvaart-Zuid,Wijk 02 Hasselt,Hasselt,3123773,ca3283b8-ea3a-4486-bad7-abd0b2332550
6.10195521568962,52.5866258688733,Straat- / laanboom,Gras,Eindfase,,Gleditsia triacanthos,1970,,Y,Ruitenstraat,Hasselt Dedemsvaart-Zuid,Wijk 02 Hasselt,Hasselt,3123774,b66e01c0-e0bb-4c9b-87d0-0c35e98dcf5e
6.10230328476777,52.5865536444484,Straat- / laanboom,Gras,Volwas,Amerikaanse eik,Quercus rubra,1975,,Y,Ruitenstraat,Hasselt Dedemsvaart-Zuid,Wijk 02 Hasselt,Hasselt,3123775,4a4cfb57-257a-42c7-8102-f9b21ca50181
6.10236055422711,52.5865628622046,Straat- / laanboom,Gras,Volwas,Amerikaanse eik,Quercus rubra,1975,,Y,Ruitenstraat,Hasselt Dedemsvaart-Zuid,Wijk 02 Hasselt,Hasselt,3123776,2fa89950-a01f-46d5-9c31-48e02bba7836
6.10237730038534,52.5865100410568,Straat- / laanboom,Gras,Volwas,Noorse esdoorn,Acer platanoides,1985,,Y,Ruitenstraat,Hasselt Dedemsvaart-Zuid,Wijk 02 Hasselt,Hasselt,3123777,3409dff5-fcc1-49c4-aafc-22ce6371e00c
6.03812709784061,52.6244472704624,Straat- / laanboom,Gras,Volwas,Moeraseik,Quercus palustris,1985,,Y,Achterweg,Genemuiden Kern,Wijk 00 Genemuiden,Genemuiden,3123778,d3e774e9-5433-4cbd-b08c-4085f7431fce
6.03798086109583,52.6251153094076,Straat- / laanboom,Beplanting,Volwas,Gewone esdoorn,Acer pseudoplatanus,1970,,Y,Blokhuisweg,Genemuiden Kern,Wijk 00 Genemuiden,Genemuiden,3123779,774fb4c8-d535-4d64-88e7-1231b1fca6d8
6.03842601198726,52.6219956397584,Straat- / laanboom,Beplanting,Volwas,Bolesdoorn,Acer platanoides 'Globosum',1985,,Y,Koppel,Achter 't Tag,Wijk 00 Genemuiden,Genemuiden,3123780,4d85a317-95ee-4b7b-b22f-c1c0ad140df3
6.03868507819978,52.6222179056315,Straat- / laanboom,Beplanting,Volwas,Bolesdoorn,Acer platanoides 'Globosum',1985,,Y,Koppel,Achter 't Tag,Wijk 00 Genemuiden,Genemuiden,3123781,8266fd4d-89c0-40e9-880f-8db8b1682b8f
6.04050296536501,52.6185185134638,Straat- / laanboom,Beplanting,Volwas,Valse christusdoorn,Gleditsia triacanthos,1995,,Y,Sportlaan,Binnenlanden-West,Wijk 00 Genemuiden,Genemuiden,3123782,38e36196-5a74-422d-9ed3-1939abbca3c3
6.04037563028413,52.6186674867008,Straat- / laanboom,Beplanting,Volwas,Valse christusdoorn,Gleditsia triacanthos,1995,,Y,Sportlaan,Binnenlanden-West,Wijk 00 Genemuiden,Genemuiden,3123783,d922def4-ef02-4dbb-8a3a-45b93c83c4ae
6.07380259034877,52.6464745524028,Gekandelaberde boom,Gras,Volwas,Gewone plataan,Platanus acerifolia,,,Y,De Gele Plomp,Achter het Singel,Wijk 04 Zwartsluis,Zwartsluis,3123784,2338e669-7da1-472f-a95e-d5397b3805ad
6.09551064945252,52.648378373195,Knotboom,Gras,Volwas,Witbladige wilg,Salix alba,2007,,Y,Stouweweg,Zwartsluis Industrieterrein,Wijk 04 Zwartsluis,Zwartsluis,3123785,f58a41a3-f008-4d02-b0a2-1e678b1b0865
6.07383989318983,52.6464035680123,Gekandelaberde boom,Gras,Volwas,Gewone plataan,Platanus acerifolia,,,Y,De Gele Plomp,Achter het Singel,Wijk 04 Zwartsluis,Zwartsluis,3123786,35f7b762-c690-45ae-bc85-5a42235ad3a5
6.07389076086006,52.6464519190722,Gekandelaberde boom,Gras,Volwas,Gewone plataan,Platanus acerifolia,,,Y,De Gele Plomp,Achter het Singel,Wijk 04 Zwartsluis,Zwartsluis,3123787,c319d12e-fb52-4a76-8401-74ec6c0f2384
6.1000579930795,52.5864587643161,Straat- / laanboom,Gras,Jong,Haagbeuk,Carpinus betulus,2009,,Y,Holtenerstraat,Hasselt Dedemsvaart-Zuid,Wijk 02 Hasselt,Hasselt,3123788,a9057096-53ec-49fa-86e5-94a69c0a1910
6.05344025385953,52.6208493802751,Straat- / laanboom,Gras,Halfwas,Witte paardekastanje,Aesculus hippocastanum,1990,,Y,Schering,Genemuiden Industrieterrein,Wijk 00 Genemuiden,Genemuiden,3123789,0f7d41f9-7b1f-4d76-9e29-2d170f00f4bb
6.07380056209003,52.6466238814744,Gekandelaberde boom,Gras,Volwas,Gewone plataan,Platanus acerifolia,,,Y,De Gele Plomp,Achter het Singel,Wijk 04 Zwartsluis,Zwartsluis,3123790,9a110e16-7cf7-4b58-bc4b-b2d1e6801bce
6.05327982150394,52.6207293368116,Straat- / laanboom,Gras,Volwas,Witte abeel,Populus alba,1980,,Y,Schering,Genemuiden Industrieterrein,Wijk 00 Genemuiden,Genemuiden,3123791,046352ba-0e39-40b6-ad16-4968c2291cb3
6.05349194805574,52.6206939238207,Straat- / laanboom,Gras,Volwas,Witte abeel,Populus alba,1980,,Y,Schering,Genemuiden Industrieterrein,Wijk 00 Genemuiden,Genemuiden,3123792,4813bb1f-82e0-40b9-a444-de3d009e5fdf
6.05355089424075,52.6206711968271,Straat- / laanboom,Gras,Volwas,Witte abeel,Populus alba,1980,,Y,Schering,Genemuiden Industrieterrein,Wijk 00 Genemuiden,Genemuiden,3123793,eb0f2a62-e233-4171-b46e-a091e76396ca
6.0991944728468,52.6538963951618,Knotboom,,Volwas,Witbladige wilg,Salix alba,,,N,Stouweweg,Landelijk gebied Zwartsluis,Wijk 04 Zwartsluis,Zwartsluis,3123794,2169ee2c-a8d5-45db-bb64-f78685d6d24d
6.0991411227082,52.6538234119467,Knotboom,,Volwas,Witbladige wilg,Salix alba,,,N,Stouweweg,Landelijk gebied Zwartsluis,Wijk 04 Zwartsluis,Zwartsluis,3123795,aa9582a7-9824-4756-afb4-ebf5ec1c3ca6
6.09876194453596,52.5958314180287,Straat- / laanboom,Beplanting,Volwas,Zwarte els,Alnus glutinosa,1985,,Y,Sikkel,Nadorst,Wijk 02 Hasselt,Hasselt,3123796,cca3294b-9043-4d17-8b94-12383cec2294
6.09846923075082,52.595460435898,Straat- / laanboom,Beplanting,Volwas,Veldesdoorn,Acer campestre,1980,,Y,Sikkel,Nadorst,Wijk 02 Hasselt,Hasselt,3123797,a54a0a89-42ed-41d9-a67b-b61eb56167e0
6.06780361024707,52.6445019024302,Straat- / laanboom,Gras,Volwas,Gewone es,Fraxinus excelsior,1975,,Y,Julianastraat,Achter het Singel,Wijk 04 Zwartsluis,Zwartsluis,3123798,7484b7b4-79d7-4f74-849b-3adbf38e09d6
6.09910080301648,52.6537413139247,Knotboom,,Volwas,Witbladige wilg,Salix alba,,,N,Stouweweg,Landelijk gebied Zwartsluis,Wijk 04 Zwartsluis,Zwartsluis,3123799,39cd5c3d-e3a3-40f6-8a2f-e07f110f735b
6.04567880119253,52.6185873947962,Straat- / laanboom,Beplanting,Halfwas,Hollandse linde,Tilia vulgaris 'Europaea',1995,,Y,Dorus Rijkersstraat,Binnenlanden-West,Wijk 00 Genemuiden,Genemuiden,3123800,d439737c-1f2b-40e2-8d3b-68a7498c6e5a
