FID,omschr,aant_dgk,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
doelgroepstroken_kenmerk.83,Busstrook,1 -> 1,R,59.32400131,R,59.44800186,T,012,KLK0008087926,L,I,2,,"LINESTRING (134926.4574000016 452340.24980000034, 134929.19999999925 452339.8542000018, 134944.14460000023 452338.56599999964, 134950.55600000173 452338.31859999895, 134955.65399999917 452338.3016999997, 134965.64990000054 452338.62370000035, 134979.31019999832 452339.6385000013, 134987.997299999 452340.6345000006, 134993.01199999824 452341.3916000016, 135000.64460000023 452342.94790000096, 135005.5687999986 452344.22780000046, 135015.1462999992 452347.1068999991, 135024.63529999927 452350.2670000009, 135027.7707999982 452351.3597000018)"
doelgroepstroken_kenmerk.84,Busstrook,1 -> 1,R,59.44800186,R,59.54100037,T,012,KLK0008087929,L,I,3,,"LINESTRING (135027.7707999982 452351.3597000018, 135079.7349999994 452369.4690000005)"
doelgroepstroken_kenmerk.85,Busstrook,1 -> 1,R,136.17300415,R,136.2559967,T,012,KLK0008088839,L,I,3,,"LINESTRING (196872.47839999944 442659.7903999984, 196873.69959999993 442658.71930000186, 196924.63179999962 442615.18879999965)"
doelgroepstroken_kenmerk.86,Busstrook,1 -> 1,R,136.04499817,R,136.06500244,H,012,KLK0008088869,R,I,2,,"LINESTRING (196809.20659999922 442418.2382000014, 196809.04569999874 442418.32389999926, 196805.00389999896 442421.50079999864, 196797.8728 442429.5993999988, 196795.22399999946 442432.4428000003)"
doelgroepstroken_kenmerk.87,Busstrook,1 -> 1,R,136.06500244,R,136.19500732,H,012,KLK0008088870,R,I,4,,"LINESTRING (196795.22399999946 442432.4428000003, 196791.36899999902 442436.58100000024, 196782.86190000176 442446.9783000015, 196735.4140000008 442505.9376000017, 196702 442548)"
doelgroepstroken_kenmerk.88,Vracht- en busstrook,1 -> 1,R,17.77300072,R,23.11700058,T,016,KLK0008099935,L,I,3,,"LINESTRING (96618.39930000156 438344.86499999836, 96626.21770000085 438303.76889999956, 96629.76619999856 438284.08579999954, 96633.07779999822 438264.33260000125, 96637.90839999914 438233.29520000145, 96640.55480000004 438213.4695000015, 96642.8227000013 438193.58850000054, 96644.5802000016 438173.63280000165, 96645.98900000006 438153.62629999965, 96647.07519999892 438133.86879999936, 96647.5251000002 438122.00780000165, 96647.95459999889 438101.9530999996, 96648.10599999875 438081.91380000114, 96647.8284999989 438061.881000001, 96646.42960000038 438034.70600000024, 96644.96860000119 438014.75939999893, 96643.16209999844 437994.75510000065, 96641.73460000008 437981.67880000174, 96639.21909999847 437961.8313000016, 96636.34310000017 437942.03869999945, 96633.00829999894 437922.3159000017, 96629.3498999998 437902.564100001, 96626.38289999962 437888.05270000175, 96622.00800000131 437868.5368000008, 96617.22500000149 437849.1103999987, 96610.76689999923 437824.9283000007, 96605.3033999987 437805.6860000007, 96599.5438000001 437786.5461000018, 96590.20109999925 437757.4241000004, 96577.52479999885 437719.48580000177, 96564.309799999 437681.7270999998, 96550.87660000101 437644.0445000008, 96539.02569999918 437611.6336000003, 96531.99670000002 437592.9079999998, 96517.57840000093 437555.59690000117, 96495.36250000075 437499.8524999991, 96480.77789999917 437464.75079999864, 96427.54360000044 437341.5240999982, 96417.78860000148 437318.55139999837, 96410.39860000089 437299.96460000053, 96403.37159999833 437281.21489999816, 96395.98020000011 437259.8528999984, 96389.84970000014 437240.81280000135, 96384.08139999956 437221.66270000115, 96378.67760000005 437202.35060000047, 96376.08619999886 437192.3841999993, 96371.13159999996 437173.00019999966, 96366.63190000132 437153.5128000006, 96362.60229999945 437133.91860000044, 96358.93120000139 437114.19750000164, 96355.08029999956 437090.8231999986, 96352.28680000082 437071.0192000009, 96349.83689999953 437051.14119999856, 96348.74780000001 437040.9246999994, 96346.9915000014 437021.000599999, 96345.53860000148 437001.0229999982, 96344.85680000111 436988, 96344.05620000139 436963, 96343.78139999881 436943, 96343.99489999935 436918.80469999835, 96344.70710000023 436898.8159000017, 96345.79679999873 436878.84519999847, 96347.26729999855 436858.8924999982, 96349.81599999964 436832.5322000012, 96352.26790000126 436812.682599999, 96355.03610000014 436792.86410000175, 96357.09329999983 436779.6363000013, 96360.51819999889 436759.91530000046, 96362.49469999969 436749.49500000104, 96366.54969999939 436729.89169999957, 96371.16490000114 436709.8524999991, 96378.15439999849 436682.25879999995, 96383.56480000168 436662.99859999865, 96389.43890000135 436643.82550000027, 96396.27109999955 436622.8779999986, 96402.72890000045 436603.94299999997, 96409.46909999847 436585.1121000014, 96416.40469999984 436566.3531000018, 96461.20939999819 436448.7008999996, 96494.54619999975 436362.96709999815, 96538.65700000152 436251.3680999987, 96576.26940000057 436158.70329999924, 96606.7349999994 436085.05790000036, 96629.93039999902 436029.7221000008, 96982.99399999902 435197.90469999984, 97014.52019999921 435123.7917000018, 97038.19469999894 435068.6506000012, 97052.28500000015 435037.57559999824, 97061.02569999918 435019.58399999887, 97070.05310000107 435001.7371999994, 97079.36930000037 434984.03649999946, 97089.11769999936 434966.5214000009, 97097.0551000014 434952.7719999999, 97107.3599999994 434935.60489999875, 97123.26289999858 434910.92379999906, 97134.43710000068 434894.3346000016, 97145.94009999931 434877.9604000002, 97160.7349999994 434857.79190000147, 97172.89249999821 434842.1226999983, 97185.42550000176 434826.5386000015, 97200.96429999918 434807.96990000084, 97210.69819999859 434796.7276000008, 97226.21279999986 434779.75979999825, 97237.23050000146 434768.21829999983, 97251.88369999826 434753.45230000094, 97266.42509999871 434739.7093999982, 97281.19330000132 434726.3288999982, 97290.6697999984 434718.11199999973, 97306.06839999929 434705.3460999988, 97321.76280000061 434693.01150000095, 97339.09679999948 434680.15150000155, 97361.62170000002 434664.59540000185, 97378.39310000092 434653.69640000165, 97395.43320000172 434643.22300000116, 97412.6083999984 434633.0020000003, 97652.97670000046 434495.18299999833, 97687.50950000063 434474.97150000185, 97704.61989999935 434464.693500001, 97736.316300001 434445.17709999904, 97753.18349999934 434434.42720000073, 97769.89400000125 434423.438000001, 97786.49980000034 434412.16270000115, 97798.32290000096 434403.809799999, 97814.44139999896 434391.9695000015, 97830.38540000096 434379.8911000006, 97846.1136999987 434367.5150000006, 97864.43019999936 434352.53539999947, 97874.50389999896 434344.03390000015, 97889.53069999814 434330.8355999999, 97907.99940000102 434313.81109999865, 97922.42610000074 434299.9349000007, 97936.64660000056 434285.86129999906, 97954.7212000005 434267.2355000004, 97968.37249999866 434252.6141999997, 97981.7061999999 434237.6294, 98001.75829999894 434213.8482999988, 98014.33549999818 434198.2974999994, 98026.58069999889 434182.46979999915, 98037.99329999834 434166.995099999, 98049.88589999825 434150.2773000002, 98061.16550000012 434133.74329999834, 98072.82400000095 434115.8550999984, 98083.40909999982 434098.8335000016, 98089.67069999874 434088.4545999989, 98099.71750000119 434071.1570000015, 98109.37310000136 434053.6420000009, 98118.68769999966 434035.9145000018, 98127.69570000097 434018.0971000008, 98136.31500000134 434000.03119999915, 98144.55350000039 433981.79239999875, 98154.47439999878 433958.53009999916, 98161.90480000153 433939.9622000009, 98168.71979999915 433921.8988999985, 98174.85520000011 433904.95910000056, 98181.29199999943 433886.00890000165, 98187.30559999868 433866.9321000017, 98192.97850000113 433847.7534000017, 98198.37669999897 433828.4926000014, 98206.3542000018 433797.5716000013, 98215.91919999942 433758.7316999994, 98230.30759999901 433699.32660000026)"
doelgroepstroken_kenmerk.89,Busstrook,1 -> 1,R,15.89799976,R,16.02300072,H,029,KLK0008114505,R,I,3,,"LINESTRING (93441.75860000029 426039.75890000165, 93351.03090000153 425958.86630000174)"
doelgroepstroken_kenmerk.90,Busstrook,1 -> 1,R,9.95499992,R,10.00699997,T,029,KLK0008114611,L,I,3,,"LINESTRING (94971.7826000005 431365.8790999986, 94971.0465000011 431368.6107000001, 94966.42130000144 431389.51999999955, 94963.03649999946 431409.22040000185, 94961.38500000164 431418.4789999984)"
doelgroepstroken_kenmerk.91,Busstrook,1 -> 1,R,62.61399841,R,62.65399933,T,031,KLK0008116735,L,I,4,,"LINESTRING (194012.25329999998 574318.7120000012, 193974.49340000004 574341.2994000018)"
doelgroepstroken_kenmerk.92,Busstrook,1 -> 1,R,68.69599915,R,68.92199707,T,002,KLK0007949171,L,I,1,,"LINESTRING (132843.87249999866 448213.6656000018, 132843.7890000008 448206.52270000055, 132841.65579999983 448184.5342999995, 132836.71609999985 448167.0461000018, 132828.0234999992 448150.55469999835, 132815.5544999987 448133.28819999844, 132802.9224999994 448118.3616000004, 132792.69289999828 448109.16209999844, 132783.18710000068 448102.91369999945, 132769.94900000095 448096.0240000002, 132717 448075)"
doelgroepstroken_kenmerk.93,Busstrook,1 -> 1,R,72.24099731,R,72.25,T,002,KLK0007949249,L,I,2,,"LINESTRING (134026.68930000067 444865.22150000185, 134023.3038999997 444871.373399999, 134022.78200000152 444872.2006999999)"
doelgroepstroken_kenmerk.94,Busstrook,1 -> 1,R,72.47200012,R,72.55500031,T,002,KLK0007949255,L,I,3,,"LINESTRING (134143.29729999974 444583.80700000003, 134127.07710000128 444622.1607999988, 134113.82009999827 444659.1966999993)"
doelgroepstroken_kenmerk.95,Busstrook,1 -> 1,R,16.4659996,R,17.20999908,T,004,KLK0008064608,L,I,8,,"LINESTRING (105668.35069999844 473222.2776999995, 105759.39139999822 473324.16789999977, 106160.39919999987 473771.4895000011)"
doelgroepstroken_kenmerk.96,Busstrook,1 -> 1,R,94.93000031,R,95.01599884,H,004,KLK0008065715,R,I,4,,"LINESTRING (87507.6895999983 416349.62519999966, 87503.40419999883 416330.1033000015, 87498.90320000052 416310.61510000005, 87494.20589999855 416291.17449999973, 87489.78959999979 416273.71229999885)"
doelgroepstroken_kenmerk.97,Busstrook,1 -> 1,R,7.55700016,R,7.61499977,H,031,KLK0008570221,R,I,4,,"LINESTRING (155450.90619999915 569114.3713999987, 155460.69399999827 569126.0833999999, 155473.22690000013 569141.6052000001, 155484.17749999836 569155.621199999)"
doelgroepstroken_kenmerk.98,Busstrook,1 -> 1,R,7.65700006,R,7.73600006,H,031,KLK0008570222,R,I,4,,"LINESTRING (155510.2100000009 569191.0894000009, 155511.10049999878 569192.3434000015, 155522.36560000107 569208.7679000013, 155533.36199999973 569225.4737999998, 155552.72159999982 569256.2153000012)"
doelgroepstroken_kenmerk.99,Busstrook,1 -> 1,R,7.60699987,R,7.65399981,T,031,KLK0008570224,L,I,3,,"LINESTRING (155492.4851000011 569199.0170000009, 155488.9450000003 569194.1594000012, 155470.1405000016 569169.6821000017, 155463.78049999848 569161.8068999983)"
doelgroepstroken_kenmerk.100,Busstrook,1 -> 1,R,14.17599964,R,14.27000046,H,001,KLK0008185535,R,I,7,,"LINESTRING (134701.22800000012 481297.8436000012, 134701.96539999917 481297.5443999991, 134748.93360000104 481278.0498000011, 134795.6999000013 481257.8999999985)"
doelgroepstroken_kenmerk.101,Busstrook,1 -> 1,R,49.92200089,R,50.83000183,T,059,KLK0008252557,L,I,1,,"LINESTRING (85815.03299999982 412871.14009999856, 85824.04899999872 412870.6264999993, 85838.74680000171 412870.69640000165, 85853.71420000121 412871.4219000004, 85865.67460000142 412872.38340000063, 85880.58740000054 412874.02749999985, 85895.40230000019 412876.3911000006, 85910.08579999954 412879.4818999991, 85925.09629999846 412883.39449999854, 85939.4252000004 412887.82730000094, 85955.9384999983 412893.73589999974, 85965.24139999971 412897.42170000076, 85978.98910000175 412903.44729999825, 85991.22910000011 412909.3374999985, 86004.53830000013 412916.16039999947, 86017.30640000105 412923.20540000126, 86030.22459999844 412930.8429000005, 86045.78060000017 412940.6158999987, 86062.37280000001 412951.7906999998, 86074.60269999877 412960.4759000018, 86085.45850000158 412968.3696000017, 86105.41310000047 412983.42990000173, 86121.20589999855 412995.70490000024, 86161.39609999955 413027.41899999976, 86184.87330000103 413046.09809999913, 86221.6213000007 413075.97480000183, 86279.08909999952 413123.61100000143, 86305.68710000068 413146.36199999973, 86317.3302000016 413156.66259999946, 86332.05550000072 413170.21290000156, 86342.60570000112 413180.875599999, 86353.68230000138 413193.2102999985, 86366.21730000153 413208.7947999984, 86378.00670000166 413224.95419999957, 86382.98930000141 413232.1079000011, 86394.07809999958 413248.7478, 86404.57019999996 413265.7767999992, 86414.20329999924 413283.89930000156, 86416.3574000001 413288.4250999987, 86421.37370000035 413300.0304000005, 86427.09219999984 413313.8990999982, 86430.58659999818 413323.28119999915, 86433.28409999982 413330.6970999986, 86437.75589999929 413344.94000000134, 86445.67570000142 413373.0742999986, 86448.89229999855 413387.7190999985, 86450.62929999828 413397.5676999986, 86451.74749999866 413405.0368999988, 86454.25510000065 413424.87310000136, 86454.64229999855 413429.8599999994, 86454.85960000008 413434.2961000018)"
doelgroepstroken_kenmerk.102,Busstrook,1 -> 1,R,3.28800011,R,3.59500003,H,205,KLK0008253619,R,I,3,,"LINESTRING (108454.53889999911 487319.69860000163, 108509.31230000034 487324.70600000024, 108604.0091000013 487332.29520000145, 108638.91560000181 487334.8726999983, 108720.97830000147 487340.54509999976, 108755.65459999815 487342.61030000076)"
doelgroepstroken_kenmerk.103,Busstrook,1 -> 1,R,265.2250061,R,265.2829895,H,050,KLK0008308473,R,I,4,,"LINESTRING (182409.86059999838 519962.30110000074, 182387.61030000076 520016.94469999894)"
doelgroepstroken_kenmerk.104,Busstrook,1 -> 1,R,265.47000122,R,265.51000977,T,050,KLK0008308474,L,I,4,,"LINESTRING (182292.7591000013 520218.72140000015, 182306.73050000146 520184.4605999999)"
doelgroepstroken_kenmerk.105,Busstrook,1 -> 1,R,31.55599976,R,31.72500038,T,009,KLK0008433628,L,I,3,,"LINESTRING (115614.83430000022 481112.9048999995, 115613.31960000098 481106.9464999996, 115610.93809999898 481100.09959999844, 115606.69590000063 481090.35009999946, 115601.26300000027 481078.9633000009, 115593.82070000097 481066.3114, 115586.45279999822 481054.4780000001, 115583.1037000008 481050.0870999992, 115547.82299999893 481012.8929999992)"
doelgroepstroken_kenmerk.106,Busstrook,1 -> 1,R,17.89999962,R,17.95400047,H,004,KLK0008524533,R,I,2,,"LINESTRING (105099.65419999883 472849.0469000004, 105087.90480000153 472847.8751000017, 105078.02549999952 472846.32400000095, 105068.19429999962 472844.48050000146, 105058.4171999991 472842.30689999834, 105046.8088000007 472839.3531999998, 105036.78849999979 472836.1645999998, 105033.36510000005 472834.8145999983)"
doelgroepstroken_kenmerk.107,Busstrook,1 -> 1,R,17.95400047,R,18.18099976,H,004,KLK0008524537,R,I,3,,"LINESTRING (105033.36510000005 472834.8145999983, 105027.48559999838 472832.496199999, 105022.95160000026 472830.36360000074, 105019.09299999848 472828.31870000064, 105014.86620000005 472825.7335000001, 105008.05550000072 472821.07620000094, 105000.29300000146 472814.79129999876, 104990.28029999882 472805.49650000036, 104979.92210000008 472794.65359999985, 104921.53090000153 472729.66099999845, 104890.55099999905 472688.33100000024)"
doelgroepstroken_kenmerk.108,Busstrook,1 -> 1,R,18.15200043,R,18.20299911,T,004,KLK0008524554,L,I,3,,"LINESTRING (105234.73330000043 472436.7908000015, 105238.10090000182 472440.37680000067, 105270.83480000123 472477.1488999985)"
doelgroepstroken_kenmerk.109,Busstrook,1 -> 1,R,21.65500069,R,21.7140007,H,044,KLK0008545759,R,I,3,,"LINESTRING (88440.18620000035 461955.3898999989, 88413.26990000159 461936.9699999988, 88391.45059999824 461920.4224999994)"
doelgroepstroken_kenmerk.110,Busstrook,1 -> 1,R,21.7140007,R,21.72699928,H,044,KLK0008545760,R,I,4,,"LINESTRING (88391.45059999824 461920.4224999994, 88381.68699999899 461913.0179999992)"
doelgroepstroken_kenmerk.111,Busstrook,1 -> 1,R,25.29999924,R,25.39999962,T,044,KLK0008545816,L,I,3,,"LINESTRING (85849.18620000035 459294.0133000016, 85854.12000000104 459299.02899999917, 85881.83920000121 459327.8674999997, 85915.95399999991 459362.99120000005)"
doelgroepstroken_kenmerk.112,Busstrook,1 -> 1,R,26.06599998,R,26.20999908,T,044,KLK0008545866,L,I,3,,"LINESTRING (85280.92540000007 458723.8295000009, 85332.0987999998 458775.1042000018, 85382.59540000185 458824.8968000002)"
doelgroepstroken_kenmerk.113,Busstrook,1 -> 1,R,66.66500092,R,66.68199921,T,057,KLK0008547511,L,I,3,,"LINESTRING (36119.30750000104 401316.5747000016, 36120.882399998605 401316.70320000127, 36136.137499999255 401318.9512999989)"
doelgroepstroken_kenmerk.114,Busstrook,1 -> 1,R,66.68199921,R,66.89499664,T,057,KLK0008547512,L,I,2,,"LINESTRING (35907.842099998146 401331.7034999989, 35920.33549999818 401328.69959999993, 35939.326900001615 401324.7569999993, 35959.01729999855 401321.375599999, 35972.556099999696 401319.3706, 35992.37090000138 401316.9690999985, 36012.29910000041 401315.2355000004, 36033.00450000167 401314.10550000146, 36052.99749999866 401313.68279999867, 36071.96279999986 401313.87790000066, 36091.92689999938 401314.73209999874, 36111.88910000026 401315.96920000017, 36119.30750000104 401316.5747000016)"
doelgroepstroken_kenmerk.115,Busstrook,1 -> 1,R,117.70600128,R,117.73799896,H,007,KLK0008564814,R,I,3,,"LINESTRING (169845.6812000014 561614.8654000014, 169876.9125000015 561607.8935000002)"
doelgroepstroken_kenmerk.116,Busstrook,1 -> 1,R,117.73799896,R,117.80000305,H,007,KLK0008564815,R,I,4,,"LINESTRING (169876.9125000015 561607.8935000002, 169938.39909999818 561594.1675000004)"
doelgroepstroken_kenmerk.117,Busstrook,1 -> 1,R,117.80000305,R,117.81600189,H,007,KLK0008564816,R,I,3,,"LINESTRING (169938.39909999818 561594.1675000004, 169954.01469999924 561590.6816000007)"
doelgroepstroken_kenmerk.118,Busstrook,1 -> 1,R,7.61499977,R,7.65700006,H,031,KLK0008570711,R,I,3,,"LINESTRING (155484.17749999836 569155.621199999, 155485.54019999877 569157.3654000014, 155500.83819999918 569177.8920999989, 155510.2100000009 569191.0894000009)"
doelgroepstroken_kenmerk.119,Busstrook,1 -> 2,R,12.77999973,R,12.85099983,T,012,KLK0008692374,L,I,6,,"LINESTRING (91847.86450000107 451575.9860999994, 91831.0474999994 451578.4015999995, 91777.5036999993 451585.48589999974)"
doelgroepstroken_kenmerk.120,Busstrook,1 -> 1,R,13.46199989,R,13.87800026,H,012,KLK0008692379,R,I,5,,"LINESTRING (92870.82950000092 451425.5329999998, 92454.48519999906 451472.3867999986, 92458.4990000017 451467.00189999864, 92486.77910000086 451459.01949999854, 92539.80169999972 451452.3520000018, 92640.87269999832 451441.0278000012, 92678.9728000015 451437.00620000064, 92760.46460000053 451427.5870000012, 92775.81049999967 451426.1053000018, 92842.10280000046 451421.43180000037, 92870.82950000092 451425.5329999998, 92871.82319999859 451425.4211000018)"
doelgroepstroken_kenmerk.121,Busstrook,1 -> 1,R,11.52000046,R,11.70800018,T,004,KLK0008775610,L,I,3,,"LINESTRING (109481.37799999863 477156.3990999982, 109484.87810000032 477159.3436000012, 109495.2611999996 477168.98270000145, 109509.43329999968 477183.1264999993, 109519.91039999947 477193.87310000136, 109526.70309999958 477201.21229999885, 109576.78290000185 477257.04560000077, 109610.41000000015 477295.9930000007)"
doelgroepstroken_kenmerk.122,Busstrook,1 -> 1,R,3.03500009,R,3.12299991,T,001,KLK0008783951,L,I,3,,"LINESTRING (125441.72800000012 483892.0370000005, 125432.35570000112 483888.55099999905, 125423.11809999868 483886.9539999999, 125412.22899999842 483886.41160000116, 125395.3647999987 483890.81610000134, 125361.14799999818 483919.9970000014)"
doelgroepstroken_kenmerk.123,Busstrook,1 -> 1,R,27.04800034,R,27.125,H,010,KLK0008799072,R,I,3,,"LINESTRING (118088.86459999904 489371.76399999857, 118089.18800000101 489376.7989999987, 118089.43499999866 489386.7859000005, 118088.503800001 489434.19640000165, 118088.30000000075 489444.5729999989)"
doelgroepstroken_kenmerk.124,Busstrook,1 -> 1,R,27.13400078,R,27.15399933,T,010,KLK0008799092,L,I,4,,"LINESTRING (117981 489487, 117981.16809999943 489498.5397000015, 117981.22470000014 489502.42449999973)"
doelgroepstroken_kenmerk.125,Busstrook,1 -> 1,R,27.15399933,R,27.16799927,T,010,KLK0008799093,L,I,5,,"LINESTRING (117981.42870000005 489516.4230000004, 117981.22470000014 489502.42449999973)"
doelgroepstroken_kenmerk.126,Busstrook,1 -> 1,R,16.90600014,R,16.97299957,T,020,KLK0009657252,L,I,3,,"LINESTRING (78391.02820000052 437890.563000001, 78381.80040000007 437893.98999999836, 78378.2399000004 437895.5214000009, 78365.48099999875 437902.3491999991, 78352.9792000018 437909.36190000176, 78332.55409999937 437921.929299999)"
doelgroepstroken_kenmerk.127,Busstrook,1 -> 1,R,16.97299957,R,16.99300003,T,020,KLK0009657253,L,I,2,,"LINESTRING (78409.56740000099 437883.0689999983, 78399.25519999862 437887.4338000007, 78392.24780000001 437890.1101000011, 78391.02820000052 437890.563000001)"
doelgroepstroken_kenmerk.128,Vracht- en busstrook,1 -> 1,R,15.55200005,R,16.33200073,T,016,KLK0009688251,L,I,3,,"LINESTRING (96288.35779999942 439724.87629999965, 96268.01029999927 439812.2087999992, 96259.52409999818 439851.29830000177, 96251.53909999877 439890.49760000035, 96241.97320000082 439940.0645000003, 96238.35269999877 439959.7386999987, 96231.40890000015 439999.1484999992, 96224.68290000036 440038.6031000018, 96218.37180000171 440079.9288999997, 96215.60539999977 440099.5626000017, 96210.60850000009 440139.26199999824, 96206.3542000018 440180.2778000012, 96204.61800000072 440200.17749999836, 96201.76880000159 440240.07660000026, 96198.76260000095 440298.87220000103, 96196.24859999865 440338.79569999874, 96192.26040000096 440389.60009999946, 96188.52169999853 440426.1358000003, 96184.31430000067 440445.80900000036, 96181.00230000168 440456.3649000004, 96169.97679999843 440481.1843000017)"
doelgroepstroken_kenmerk.129,Vracht- en busstrook,1 -> 1,R,33.54600143,R,35.43500137,T,020,KLK0009690318,L,I,1,,"LINESTRING (93984.5474999994 440041.9563000016, 93994.75310000032 440051.3511000015, 94021.96880000085 440056.2846999988, 94150.2415000014 440080.2859000005, 94189.77450000122 440087.49599999934, 94271.52459999919 440101.8861999996, 94320.73779999837 440110.7254999988, 94368.14939999953 440119.60130000114, 94431.93930000067 440132.0876000002, 94475.00600000098 440140.94750000164, 94534.88049999997 440153.810899999, 94573.93389999866 440162.4620000012, 94629.29910000041 440175.21169999987, 94678.92040000111 440187.03550000116, 94732.28660000116 440200.35550000146, 94766.1801000014 440209.08900000155, 94827.03790000081 440225.47940000147, 94865.43439999968 440236.3729999997, 94919.7052000016 440252.40879999846, 94957.93499999866 440264.1768999994, 94991.30260000005 440274.72300000116, 95025.94220000133 440285.9101999998, 95067.60929999873 440299.8638000004, 95081.79989999905 440304.72459999844, 95143.08529999852 440326.3288999982, 95194.72410000116 440345.2622000016, 95222.85220000148 440355.9283999987, 95258.22850000113 440369.6048000008, 95300.03400000185 440386.2606999986, 95491.13879999891 440463.9219000004, 95518.86620000005 440475.377700001, 95550.64829999954 440488.7670999989, 95568.90029999986 440496.9444000013, 95573.56379999965 440498.7628000006, 95613.66369999945 440516.43129999936, 95784.28029999882 440593.8007999994)"
doelgroepstroken_kenmerk.130,Vracht- en busstrook,1 -> 1,R,15.12800026,R,15.55200005,T,016,KLK0009768712,L,I,1,,"LINESTRING (95784.28029999882 440593.8007999994, 95843.9059999995 440620.7993000001, 95853.11219999939 440624.71339999884, 95857.77439999953 440626.5203999989, 95862.4737999998 440628.2324000001, 95867.32400000095 440629.7686999999, 95879.17920000106 440633.2096000016, 95893.90269999951 440636.18470000103, 95903.93519999832 440637.4444000013, 95906.94200000167 440637.7320000008, 95918.92990000173 440638.35280000046, 95931.28649999946 440639.0841999985, 95942.5337000005 440638.998300001, 95953.00829999894 440638.6548999995, 95967.51810000092 440637.28119999915, 95978.93710000068 440635.5639999993, 95986.32079999894 440634.10449999943, 96000.2296999991 440631.0995000005, 96009.33049999923 440628.52369999886, 96025.04239999875 440623.28649999946, 96035.86039999872 440619.4228999987, 96084.11199999973 440592.6354999989, 96088.4048999995 440589.54459999874, 96101.1975999996 440579.7569000013, 96112.4076000005 440569.8205000013, 96128.92940000072 440552.7120000012, 96142.32310000062 440536.4849999994, 96153.65619999915 440520.2580000013, 96171.85790000111 440487.63230000064, 96169.97679999843 440481.1843000017)"
doelgroepstroken_kenmerk.131,Busstrook,1 -> 1,R,73.38300323,R,73.71299744,T,058,KLK0009845089,L,I,4,,"LINESTRING (106883.12559999898 398584.73959999904, 106917.60289999843 398585.31909999996, 107205.34769999981 398588.2067999989)"
doelgroepstroken_kenmerk.132,Busstrook,1 -> 1,R,42.95500183,R,43.02299881,H,027,KLK0009926175,R,I,1,,"LINESTRING (126843.28959999979 434504.43939999864, 126843.71209999919 434505.3458000012, 126857.97540000081 434537.4043999985, 126873.89829999954 434566.8328999989)"
doelgroepstroken_kenmerk.133,Busstrook,1 -> 1,R,43.02000046,R,43.06499863,H,027,KLK0009926190,R,I,2,,"LINESTRING (126945.79069999978 434550.3968999982, 126945.77089999989 434551.08210000023, 126945.90159999952 434555.0808000006, 126947.20340000093 434581.3159000017, 126948.30750000104 434595.31870000064)"
doelgroepstroken_kenmerk.134,Busstrook,1 -> 1,R,66.52999878,R,66.69999695,H,057,KLK0010138809,R,I,3,,"LINESTRING (36259.315900001675 401362.5007000007, 36233.47679999843 401351.31980000064, 36219.35480000079 401345.89719999954, 36196.3264000006 401339.38859999925, 36176.887099999934 401334.68079999834, 36165.51940000057 401332.3537000008, 36147.15599999949 401329.05050000176, 36124.14420000091 401325.9175999984, 36101.637299999595 401323.7215999998, 36099.95259999856 401323.63280000165)"
doelgroepstroken_kenmerk.135,Busstrook,1 -> 1,R,203.30400085,R,203.5,T,050,KLK0010092451,L,I,3,,"LINESTRING (197786.63610000163 466524.30700000003, 197754.35770000145 466510.810899999, 197713.27950000018 466493.9230000004, 197652.84699999914 466469.98270000145, 197616.24159999937 466455.2862999998, 197609.5186999999 466452.84490000084)"
doelgroepstroken_kenmerk.136,Busstrook,1 -> 1,R,193.36399841,R,193.3730011,H,007,KLK0010124327,R,I,3,,"LINESTRING (230071.61190000176 579767.3889000006, 230078.28440000117 579764.0034000017, 230080.06799999997 579763.0984000005)"
doelgroepstroken_kenmerk.137,Busstrook,1 -> 1,R,193.2460022,R,193.32800293,H,007,KLK0010124309,R,I,2,,"LINESTRING (229925.06340000033 579839.4419, 229936.3370999992 579832.4338000007, 229946.76529999822 579826.496100001, 229947.91259999946 579825.8663000017, 229953.7901000008 579822.6396999992, 229967.2520999983 579815.6108000018, 229985.19170000032 579806.7674000002, 229999.96200000122 579798.2039999999)"
doelgroepstroken_kenmerk.138,Busstrook,1 -> 1,R,195.86099243,R,196.15400696,T,028,KLK0008643899,L,I,4,,"LINESTRING (235341.1325000003 576863.1686999984, 235349.65790000185 576850.7217000015, 235360.95039999858 576833.5923999995, 235371.49929999933 576816.5758000016, 235381.69409999996 576799.368900001, 235390.71130000055 576783.3797999993, 235401.30559999868 576763.5155999996, 235410.39829999954 576745.6981999986, 235419.6464000009 576726.8696999997, 235428.05950000137 576708.7281999998, 235436.37310000136 576689.5623000003, 235443.96700000018 576671.057, 235449.06529999897 576658.1259999983, 235456.11609999835 576639.3999000005, 235465.1596999988 576613.6092999987)"
doelgroepstroken_kenmerk.139,Busstrook,2 -> 2,R,12.91399956,R,12.93999958,T,012,KLK0008693301,L,I,3,,"LINESTRING (91936.19240000099 451567.14079999924, 91933.08170000091 451567.5522999987, 91910.1548999995 451566.55790000036)"
doelgroepstroken_kenmerk.140,Busstrook,2 -> 1,R,12.93999958,R,12.97399998,T,012,KLK0008693302,L,I,2,,"LINESTRING (91969.88129999861 451562.55270000175, 91946.28720000014 451565.8055999987, 91936.19240000099 451567.14079999924)"
