Nummer;Totaal van;Jaar;Maand;Aanleverende organisatie;Nationaliteit;Aantal instroom
1;Jaar;2021;*Alle*;*Alle*;*Alle*;13830
2;Jaar, Maand;2021;01;*Alle*;*Alle*;1180
2;Jaar, Maand;2021;02;*Alle*;*Alle*;1040
2;Jaar, Maand;2021;03;*Alle*;*Alle*;1290
2;Jaar, Maand;2021;04;*Alle*;*Alle*;1170
2;Jaar, Maand;2021;05;*Alle*;*Alle*;1090
2;Jaar, Maand;2021;06;*Alle*;*Alle*;1720
2;Jaar, Maand;2021;07;*Alle*;*Alle*;1220
2;Jaar, Maand;2021;08;*Alle*;*Alle*;1080
2;Jaar, Maand;2021;09;*Alle*;*Alle*;990
2;Jaar, Maand;2021;10;*Alle*;*Alle*;1000
2;Jaar, Maand;2021;11;*Alle*;*Alle*;1030
2;Jaar, Maand;2021;12;*Alle*;*Alle*;1050
3;Jaar, Maand, Aanleverende organisatie;2021;01;Immigratie- en Naturalisatiedienst;*Alle*;790
3;Jaar, Maand, Aanleverende organisatie;2021;01;Koninklijke Marechaussee;*Alle*;70
3;Jaar, Maand, Aanleverende organisatie;2021;01;Nationale Politie;*Alle*;190
3;Jaar, Maand, Aanleverende organisatie;2021;01;Overige;*Alle*;130
3;Jaar, Maand, Aanleverende organisatie;2021;02;Immigratie- en Naturalisatiedienst;*Alle*;740
3;Jaar, Maand, Aanleverende organisatie;2021;02;Koninklijke Marechaussee;*Alle*;40
3;Jaar, Maand, Aanleverende organisatie;2021;02;Nationale Politie;*Alle*;160
3;Jaar, Maand, Aanleverende organisatie;2021;02;Overige;*Alle*;110
3;Jaar, Maand, Aanleverende organisatie;2021;03;Immigratie- en Naturalisatiedienst;*Alle*;860
3;Jaar, Maand, Aanleverende organisatie;2021;03;Koninklijke Marechaussee;*Alle*;70
3;Jaar, Maand, Aanleverende organisatie;2021;03;Nationale Politie;*Alle*;190
3;Jaar, Maand, Aanleverende organisatie;2021;03;Overige;*Alle*;170
3;Jaar, Maand, Aanleverende organisatie;2021;04;Immigratie- en Naturalisatiedienst;*Alle*;780
3;Jaar, Maand, Aanleverende organisatie;2021;04;Koninklijke Marechaussee;*Alle*;50
3;Jaar, Maand, Aanleverende organisatie;2021;04;Nationale Politie;*Alle*;190
3;Jaar, Maand, Aanleverende organisatie;2021;04;Overige;*Alle*;140
3;Jaar, Maand, Aanleverende organisatie;2021;05;Immigratie- en Naturalisatiedienst;*Alle*;750
3;Jaar, Maand, Aanleverende organisatie;2021;05;Koninklijke Marechaussee;*Alle*;80
3;Jaar, Maand, Aanleverende organisatie;2021;05;Nationale Politie;*Alle*;160
3;Jaar, Maand, Aanleverende organisatie;2021;05;Overige;*Alle*;100
3;Jaar, Maand, Aanleverende organisatie;2021;06;Immigratie- en Naturalisatiedienst;*Alle*;1320
3;Jaar, Maand, Aanleverende organisatie;2021;06;Koninklijke Marechaussee;*Alle*;90
3;Jaar, Maand, Aanleverende organisatie;2021;06;Nationale Politie;*Alle*;200
3;Jaar, Maand, Aanleverende organisatie;2021;06;Overige;*Alle*;110
3;Jaar, Maand, Aanleverende organisatie;2021;07;Immigratie- en Naturalisatiedienst;*Alle*;880
3;Jaar, Maand, Aanleverende organisatie;2021;07;Koninklijke Marechaussee;*Alle*;60
3;Jaar, Maand, Aanleverende organisatie;2021;07;Nationale Politie;*Alle*;190
3;Jaar, Maand, Aanleverende organisatie;2021;07;Overige;*Alle*;100
3;Jaar, Maand, Aanleverende organisatie;2021;08;Immigratie- en Naturalisatiedienst;*Alle*;710
3;Jaar, Maand, Aanleverende organisatie;2021;08;Koninklijke Marechaussee;*Alle*;70
3;Jaar, Maand, Aanleverende organisatie;2021;08;Nationale Politie;*Alle*;210
3;Jaar, Maand, Aanleverende organisatie;2021;08;Overige;*Alle*;80
3;Jaar, Maand, Aanleverende organisatie;2021;09;Immigratie- en Naturalisatiedienst;*Alle*;600
3;Jaar, Maand, Aanleverende organisatie;2021;09;Koninklijke Marechaussee;*Alle*;90
3;Jaar, Maand, Aanleverende organisatie;2021;09;Nationale Politie;*Alle*;180
3;Jaar, Maand, Aanleverende organisatie;2021;09;Overige;*Alle*;120
3;Jaar, Maand, Aanleverende organisatie;2021;10;Immigratie- en Naturalisatiedienst;*Alle*;540
3;Jaar, Maand, Aanleverende organisatie;2021;10;Koninklijke Marechaussee;*Alle*;100
3;Jaar, Maand, Aanleverende organisatie;2021;10;Nationale Politie;*Alle*;240
3;Jaar, Maand, Aanleverende organisatie;2021;10;Overige;*Alle*;120
3;Jaar, Maand, Aanleverende organisatie;2021;11;Immigratie- en Naturalisatiedienst;*Alle*;620
3;Jaar, Maand, Aanleverende organisatie;2021;11;Koninklijke Marechaussee;*Alle*;80
3;Jaar, Maand, Aanleverende organisatie;2021;11;Nationale Politie;*Alle*;200
3;Jaar, Maand, Aanleverende organisatie;2021;11;Overige;*Alle*;130
3;Jaar, Maand, Aanleverende organisatie;2021;12;Immigratie- en Naturalisatiedienst;*Alle*;630
3;Jaar, Maand, Aanleverende organisatie;2021;12;Koninklijke Marechaussee;*Alle*;80
3;Jaar, Maand, Aanleverende organisatie;2021;12;Nationale Politie;*Alle*;210
3;Jaar, Maand, Aanleverende organisatie;2021;12;Overige;*Alle*;120
4;Jaar, Aanleverende organisatie;2021;*Alle*;Immigratie- en Naturalisatiedienst;*Alle*;9200
4;Jaar, Aanleverende organisatie;2021;*Alle*;Koninklijke Marechaussee;*Alle*;880
