Ministerie;Handelsnaam;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZ;Cushman & Wakefield V.O.F.;;;;;2;2
BZ;De Vries Projekt Design B.V.;;;;;1;1
BZ;EGM Architecten B.V.;;;;;5;5
BZ;Ex Interiors B.V.;;;;;2;2
BZ;Facilitylinq B.V.;;;;;3;3
BZ;Gunnebo Nederland B.V.;;;;;1;1
BZ;Hago Electronics;;;;;1;1
BZ;HaskoningDHV Nederland B.V.;;;;;4;4
BZ;Het Sleutelhuis B.V.;;;;;2;2
BZ;Ir. Rudy Uytenhaak Architectenbureau B.V.;;;;;1;1
BZ;Kamp & Van Gulik V.O.F.;;;;;1;1
BZ;Koninklijke Haskoning DHV Groep B.V.;;;;;3;3
BZ;Korporaal Installatietechniek B.V.;;;;;5;5
BZ;Kortmann Art Packers & Shippers B.V.;;;;;2;2
BZ;Kwerreveld Dakbedekkingen B.V.;;;;;3;3
BZ;Lyreco Nederland B.V.;;;;;4;4
BZ;Nauta B.V.;;;;;3;3
BZ;New Babylon Meeting Center B.V.;;;;;1;1
BZ;Nextel B.V.;;;;;1;1
BZ;Nonhebel Entreematten en Antislip Producten;;;;;1;1
BZ;PDS Professional Driving Solutions B.V.;;;;;2;2
BZ;Pols Aggregaten B.V.;;;;;2;2
BZ;QC Light Factory B.V.;;;;;2;2
BZ;REDEPT;;;;;2;2
BZ;Regus Amsterdam B.V.;;;;;2;2
BZ;Schut-Copex B.V.;;;;;5;5
BZ;Stas B.V.;;;;;1;1
BZ;Sweco Nederland;;;;;4;4
BZ;Technisch Bureau Koppes B.V.;;;;;4;4
BZ;TNO B.V.;;;;;2;2
BZ;UTS International (Europe) B.V.;;;;;1;1
BZ;Van Vliet Parts B.V.;;;;;2;2
BZ;VCK Travel B.V.;;;;;2;2
BZ;VOB-Issos B.V.;;;;;3;3
BZ;Vogelzang Onroerend Goed Consultant B.V.;;;;;1;1
BZ;Windmill Forwarding B.V.;;;;;1;1
BZ;Zwartwoud Groningen B.V.;;;;;1;1
BZK;&Maes B.V.;;1;;;;1
BZK;3H BAS B.V.;;2;;;;2
BZK;A. Bunnik B.V.;;4;;;;4
BZK;A. de Jong Installatietechniek B.V.;;5;;;;5
BZK;A. Diederiks Montage Techniek;;1;;;;1
BZK;A. Hak Infranet B.V.;;1;;;;1
BZK;A. van Liempd Sloopbedrijf B.V.;;;;;5;5
BZK;A. Wijbenga;;;;;3;3
BZK;A.B.M. Adviesbureau Bouwhistorie & Monumenten;;1;;;;1
BZK;A.C. Autocare Nederland;;2;;;;2
BZK;A.G. van de Scheur Onroerend Goed B.V.;;1;;;4;4
BZK;A.I.V. Asbest B.V.;;7;;;;7
BZK;A.R.K. Audio-video B.V.;;3;;;;3
BZK;A3MC Management & Consultancy B.V.;;1;;;;1
BZK;Aaaaha! The Actor Factory B.V.;;1;;;;1
BZK;AAF-International B.V.;;1;;;;1
BZK;Aakwadraat Networks B.V.;;2;;;;2
BZK;Aan de Stegge Bouw & Werktuigbouw;;;;;2;2
BZK;Aann.bedr. P.A. van Miltenburg & Zn. B.V.;;3;;;2;3
BZK;Aannemersbedrijf Baas;;1;;;;1
BZK;Aannemersbedrijf Berlicum B.V.;;2;;;;2
BZK;Aannemersbedrijf G.B. van Hoek B.V.;;7;;;;7
BZK;Aannemersbedrijf G.L. van den Bosch B.V.;;;;;4;4
BZK;Aannemersbedrijf Gebroeders Horstink B.V.;;2;;;;2
BZK;Aannemersbedrijf H. van Rijswijck B.V.;;3;;;;3
BZK;Aannemersbedrijf Jaap Rasenberg;;1;;;;1
BZK;Aannemersbedrijf M.P. Drijvers B.V.;;4;;;;4
BZK;Aannemersbedrijf Peters B.V.;;4;;;;4
BZK;Aannemersbedrijf Vekemans B.V.;;2;;;2;2
BZK;Aannemingsbedrijf A.W.M. Meeusen en Zn. B.V.;;3;;;1;3
BZK;Aannemingsbedrijf C. Hoogvliet en Zonen B.V.;;6;;;;6
BZK;Aannemingsbedrijf D. Stuit B.V.;;2;;;;2
BZK;Aannemingsbedrijf Dozy B.V.;;4;;;2;5
BZK;Aannemingsbedrijf Gebr. van Stiphout B.V.;;1;;;3;3
BZK;Aannemingsbedrijf Nico de Bont B.V.;;7;;;;7
BZK;Aannemingsbedrijf P. Klein en Zoon B.V.;;2;;;4;4
BZK;Aannemingsmaatschappij Hegeman B.V.;;;;;3;3
BZK;Aannemingsmaatschappij van Gelder B.V.;;;;;4;4
BZK;AAP Klimsportspecialist B.V.;;3;;;;3
BZK;ABC Bouwmanagement;;3;;;;3
BZK;ABC Nova Amsterdam B.V.;;3;;;;3
BZK;ABC Nova Republiq B.V.;;2;;;;2
BZK;ABO Milieuconsult B.V.;;;;;2;2
BZK;Aboma;;2;;;;2
BZK;Absoluta Food and Facilities B.V.;;3;;;;3
BZK;ABT B.V.;;6;;;;6
BZK;Abus Kraansystemen B.V.;;4;;;;4
BZK;Accres Real Estate N.V.;;;;;3;3
BZK;Achmea Gepensioneerden Vereniging;;;;;6;6
BZK;ACS Filtertechniek B.V.;;5;;;;5
BZK;Actief Accuraat AA Service en Onderhoud B.V.;;1;;;;1
BZK;AddVoltage B.V.;;2;;;;2
BZK;Adv.- en Inst.bur. 'Warmtebouw Utrecht' B.V.;;3;;;;3
BZK;Adv.bur. Klimaatbeh. ir. Gy.G.B. Halmos B.V.;;1;;;;1
BZK;Advast Real Estate Office Support;;3;;;;3
BZK;Advies & Technisch Beheer Purmerend;;1;;;;1
BZK;Adviesbureau Chevalking B.V.;;2;;;;2
BZK;Adviesbureau J. Vriesema;;4;;;;4
BZK;Adviesbureau voor Oppervlaktetechnologie B.V.;;4;;;;4
BZK;Aero Groundservices Security;;;;;4;4
BZK;Afvalwater Services B.V.;;2;;;1;2
BZK;Agel Adviseurs B.V.;;;;;2;2
BZK;Agrarisch Loonwerkbedrijf Marcel Kleijweg;;1;;;;1
BZK;Air Liquide B.V.;;1;;;;1
BZK;Airport Maintenance Services B.V.;;;;;1;1
BZK;Airport Real Estate Management B.V.;;;;;2;2
BZK;Ajilon Engineering B.V.;;2;;;;2
BZK;Alewijnse Nijmegen B.V.;;7;;;;7
BZK;Alewijnse Utrecht;;7;;;;7
BZK;ALLSAFE mini opslag Utrecht;;;;;1;1
BZK;Allsorb Air Filter B.V.;;2;;;;2
BZK;Alltech Gas Solutions B.V.;;2;;;;2
BZK;Alp Lift B.V.;;1;;;;1
BZK;Alsta B.V.;;4;;;;4
BZK;Altavilla B.V.;;3;;;2;4
BZK;Altena Services B.V.;;4;;;;4
BZK;Altera Vastgoed N.V.;;;;;4;4
BZK;Alup Grassair Kompressoren B.V.;;1;;;;1
BZK;AMBenschop B.V.;;2;;;;2
BZK;Ambius B.V.;;1;;;;1
BZK;AMI Maastricht;;2;;;;2
BZK;AML B.V.;;3;;;1;3
BZK;Andre Knaapen VOR;;2;;;;2
BZK;Anik ten Have Tekst & Vertaling;;2;;;;2
BZK;Anoniem 108;;4;;;;4
BZK;Anoniem 112;;7;;;;7
BZK;Anoniem 116;;;;;1;1
BZK;Anoniem 131;;1;;;;1
BZK;Anoniem 133;;2;;;;2
BZK;Anoniem 136;;4;;;;4
BZK;Anoniem 140;;1;;;;1
BZK;Anoniem 143;;;;;1;1
BZK;Anoniem 149;;2;;;;2
BZK;Anoniem 153;;1;;;;1
BZK;Anoniem 154;;7;;;;7
BZK;Anoniem 155;;5;;;;5
BZK;Anoniem 167;;1;;;;1
BZK;Anoniem 173;;;;;1;1
BZK;Anoniem 177;;2;;;;2
BZK;Anoniem 184;;1;;;;1
BZK;Anoniem 187;;3;;;;3
BZK;Anoniem 195;;2;;;;2
BZK;Anoniem 201;;3;;;;3
BZK;Anoniem 217;;;;;5;5
BZK;Anoniem 24;;1;;;;1
BZK;Anoniem 241;;;;;1;1
BZK;Anoniem 278;;;;;1;1
BZK;Anoniem 288;;2;;;;2
BZK;Anoniem 295;;1;;;;1
BZK;Anoniem 297;;;;;1;1
BZK;Anoniem 303;;2;;;;2
BZK;Anoniem 306;;1;;;;1
BZK;Anoniem 316;;2;;;;2
BZK;Anoniem 321;;1;;;;1
BZK;Anoniem 338;;1;;;;1
BZK;Anoniem 343;;1;;;;1
BZK;Anoniem 344;;1;;;;1
BZK;Anoniem 351;;1;;;;1
BZK;Anoniem 368;;4;;;;4
BZK;Anoniem 452;;4;;;;4
BZK;Anoniem 460;;;;;1;1
BZK;Anoniem 463;;2;;;;2
BZK;Anoniem 470;;1;;;;1
BZK;Anoniem 471;;5;;;;5
BZK;Anoniem 479;;1;;;;1
BZK;Anoniem 481;;2;;;;2
BZK;Anoniem 483;;2;;;1;2
BZK;Anoniem 489;;1;;;;1
BZK;Anoniem 492;;5;;;;5
BZK;Anoniem 496;;1;;;;1
BZK;Anoniem 506;;1;;;;1
BZK;Anoniem 509;;;;;1;1
BZK;Anoniem 522;;7;;;;7
BZK;Anoniem 532;;1;;;;1
BZK;Anoniem 546;;2;;;2;2
BZK;Anoniem 549;;4;;;;4
BZK;Anoniem 554;;2;;;;2
BZK;Anoniem 567;;1;;;;1
BZK;Anoniem 569;;;1;;;1
BZK;Anoniem 578;;2;;;;2
BZK;Anoniem 59;;2;;;;2
BZK;Anoniem 60;;6;;;;6
BZK;Anoniem 80;;4;;;;4
BZK;Anoniem 82;;1;;;;1
BZK;Anoniem 83;;2;;;;2
BZK;Anoniem 92;;;;;2;2
BZK;Anoniem 94;;4;;;;4
BZK;Antalis B.V.;;1;;;;1
BZK;Antea Nederland B.V.;;6;;;;6
BZK;APAC Services B.V.;;1;;;;1
BZK;APF International;;;;;5;5
BZK;Aprisco B.V.;;;;;4;4
BZK;Aprisco Retail Parks B.V.;;;;;6;6
BZK;Aquaco B.V.;;1;;;;1
BZK;Arcadis;;3;;;;3
BZK;ARCADIS Nederland;;6;;;;6
BZK;Archeomedia B.V.;;;;;1;1
BZK;Architectenbureau Cepezed B.V.;;5;;;;5
BZK;Architektenburo K. van Velsen B.V.;;1;;;;1
BZK;Architektenburo Roos en Ros;;1;;;;1
BZK;Architektenburo Veldman Rietbroek Smit B.V.;;3;;;;3
BZK;ARMAEX B.V.;;2;;;;2
BZK;Aronsohn Construct. Raadgev. Ingenieurs B.V.;;1;;;;1
BZK;Arpalight Projektverlichting B.V.;;;;;1;1
BZK;ARS Longa Tentoonstellingen Amsterdam B.V.;;1;;;;1
BZK;Artikraak;;1;;;;1
BZK;ASA International N.V.;;;;;6;6
BZK;ASB Security B.V.;;2;;;;2
BZK;Asbreuk Service B.V.;;2;;;;2
BZK;ASR Vastgoed Vermogensbeheer B.V.;;;;;5;5
BZK;ASSA ABLOY Entrance Systems;;2;;;1;2
BZK;At Osborne B.V.;;1;;;;1
BZK;Atal B.V.;;1;;;;1
BZK;Automatic Signal Rijsenhout B.V.;;7;;;2;7
BZK;Automotive Publishing B.V.;;1;;;;1
BZK;Axis Holding B.V.;;;;;4;4
BZK;B&G Hekwerk B.V.;;2;;;;2
BZK;B&S Vastgoed Nederland N.V.;;;;;7;7
BZK;B.F. van Tienen Aannemersbedrijf B.V.;;7;;;;7
BZK;B.uu.Q;;3;;;;3
BZK;B.V. Aannemingsbedrijf J.J. Meijer;;1;;;1;2
BZK;B.V. Architectenbureau Cees Dam;;2;;;;2
BZK;B.V. Bouwbedrijf Breumelhof;;5;;;2;5
BZK;B.V. Handel- en Exploitatiemij. Ruygrok;;;;;2;2
BZK;B.V. Ingenieursbureau Ir. K. Boorsma;;2;;;;2
BZK;B.V. Mij. Onr. Goed. 'Het Middenstandshuis';;;;;4;4
BZK;B.V. Ondernemingshuis Kantorenpark Sittard;;;;;2;2
BZK;B.V. Schildersbedrijf Albert Verhoeven Arnhem;;7;;;;7
BZK;B.V. Technisch Bureau Jacot;;4;;;;4
BZK;B.V. Technisch Bureau 'Massier';;6;;;;6
BZK;B2 Projecten B.V.;;3;;;;3
BZK;Baggerbedrijf De Boer;;6;;;;6
BZK;Bakers Architekten B.V.;;2;;;;2
BZK;Bakker & Bakker Vastgoed;;;;;2;2
BZK;Balance Liftadvies B.V.;;;;;1;1
BZK;Balmoral Int. Land Property Holdings B.V.;;;;;3;3
BZK;BAM Bouw en Techniek B.V.;;9;;;;9
BZK;BAM Bouw en Techniek Grote Projecten;;2;;;;2
BZK;BAM Bouw en Techniek regio Zuidwest;;6;;;;6
BZK;BAM Infra B.V.;;;;;2;2
BZK;BAM Infra Energie & Water Noord-Oost B.V.;;2;;;;2
BZK;BAM Infra Regio Zuidoost Wegen;;1;;;9;9
BZK;BAM Techniek;;1;;;;1
BZK;Baopt Benelux B.V.;;2;;;;2
BZK;Bar Restaurant Pavlov B.V.;;1;;;;1
BZK;Bartels Ingenieursbureau;;1;;;;1
BZK;Basalt Bouwadvies B.V.;;2;;;;2
BZK;Base Beheer B.V.;;1;;;;1
BZK;BBC Bouwmanagement B.V.;;4;;;;4
BZK;BCN Groep;;1;;;;1
BZK;bct architecten;;4;;;;4
BZK;BDA Dakadvies;;3;;;;3
BZK;BDG Architecten Ingenieurs Zwolle B.V.;;3;;;;3
BZK;BedrijfsMotivaties B.V.;;1;;;;1
BZK;Beerstra Installatietechniek;;2;;;;2
BZK;Beetech Bedrijfsdeuren & Techniek;;1;;;;1
BZK;Beheer Stadhuisplein C.V.;;;;;6;6
BZK;Beheersmaatschappij Hegeman Nijverdal B.V.;;;;;6;6
BZK;Bejan Engineering B.V.;;2;;;;2
BZK;Ben Kuipers Landschapsarchitect;;1;;;;1
BZK;Berenschot B.V.;;;;;3;3
BZK;Berenschot Groep B.V.;;;;;1;1
BZK;Bergh Brandkasten B.V.;;;;;1;1
BZK;Berki Brandbeveiliging B.V.;;3;;;;3
BZK;Beta-Guard B.V.;;1;;;;1
BZK;Betiva B.V.;;1;;;;1
BZK;Beveco Gebouwautomatisering B.V.;;2;;;;2
BZK;Bevers Installatietechniek;;4;;;;4
BZK;Bevers Service & Onderhoud B.V.;;1;;;;1
BZK;Bierman Henket architecten B.V.;;7;;;;7
BZK;Bijlsma Hijs- en Heftechniek B.V.;;1;;;;1
BZK;BIM Media B.V.;;1;;;;1
BZK;Biolab Research & Solutions B.V.;;3;;;;3
BZK;Bizinline B.V.;;1;;;;1
BZK;BJ projectmanagement B.V.;;3;;;;3
BZK;BK Ingenieurs B.V.;;2;;;2;3
BZK;Bliksembeveiliging Mulhuijzen B.V.;;2;;;;2
BZK;BLM Wegenbouw B.V.;;2;;;;2
BZK;Bloc B.V.;;2;;;;2
BZK;Bloemendal Bouw Holding B.V.;;6;;;;6
BZK;BLOSSOM bloemisterij;;1;;;;1
BZK;Blygold Nederland B.V.;;4;;;1;4
BZK;Blygold Schiphol B.V.;;5;;;;5
BZK;BNP Paribas Leasing Solutions N.V.;;;;;6;6
BZK;Bodac B.V.;;;;;3;3
BZK;Boekweit Vastgoed Beheer B.V.;;;;;3;3
BZK;Boerhof Projectinrichters;;3;;;;3
BZK;Boerman Kreek Architecten B.V.;;1;;;;1
BZK;Boersen Bliksembeveiliging B.V.;;3;;;;3
BZK;Bokali B.V.;;1;;;;1
BZK;Bomendienst;;2;;;;2
BZK;Bomenverzorging Baarn B.V.;;1;;;;1
BZK;Booms & Kuipers technisch adviesbureau B.V.;;2;;;;2
BZK;Boon Edam B.V.;;2;;;;2
BZK;Boot Organiserend Ingenieursburo B.V.;;2;;;;2
BZK;Born Bos- en Faunabeheer;;1;;;;1
BZK;Borrenbergs Bouwbedrijf B.V.;;8;;;6;8
BZK;Bos;;5;;;;5
BZK;Bosan B.V.;;;;;1;1
BZK;Bosch en Slabbers Middelburg B.V.;;2;;;;2
BZK;Bosch Thermotechniek B.V.;;1;;;;1
BZK;Botterweck B.V.;;4;;;1;4
BZK;bouAd adviesgroep;;4;;;;4
BZK;Bouter B.V.;;7;;;;7
BZK;Bouw- en Aannemingsbedrijf L. Dijkxhoorn B.V.;;2;;;;2
BZK;Bouw- en Aannemingsbedrijf Ooijevaar B.V.;;3;;;;3
BZK;Bouw- en Restauratieadviesburo Holtzer;;2;;;;2
BZK;Bouw/Rest.bedr. Van de Burgt en Strooij B.V.;;1;;;;1
BZK;Bouwbedrijf aan de Stegge Twello B.V.;;2;;;;2
BZK;Bouwbedrijf Barten B.V.;;2;;;;2
BZK;Bouwbedrijf Buiteveld B.V.;;6;;;;6
BZK;Bouwbedrijf De Boeck B.V.;;5;;;;5
BZK;Bouwbedrijf De Boer B.V.;;2;;;;2
BZK;Bouwbedrijf De Vries en Verburg B.V.;;2;;;;2
BZK;Bouwbedrijf De Zwart B.V.;;1;;;;1
BZK;Bouwbedrijf Kreeft B.V.;;7;;;5;7
BZK;Bouwbedrijf Meliskerke B.V.;;4;;;;4
BZK;Bouwbedrijf Meliskerke Beheer B.V.;;2;;;;2
BZK;Bouwbedrijf Morona;;3;;;;3
BZK;Bouwbedrijf Pennings B.V.;;9;;;;9
BZK;Bouwbedrijf Theo van Kasteren B.V.;;6;;;7;7
BZK;Bouwbedrijf Van den Engel B.V.;;4;;;;4
BZK;Bouwbedrijf Van der Spek B.V.;;6;;;;6
BZK;Bouwbedrijf van Laar B.V.;;4;;;;4
BZK;Bouwbedrijf Wagemakers B.V.;;4;;;;4
BZK;Bouwburo De Wilde B.V.;;3;;;;3
BZK;Bouwburo Vitruvius B.V.;;3;;;;3
BZK;Bouwconsulting B.V.;;;;;2;2
BZK;Bouwgroep Peters B.V.;;1;;;;1
BZK;Bouwinvest Dutch Institutional Office Fund NV;;;;;9;9
BZK;Bouwkundig Bureau Oudewaal;;4;;;;4
BZK;Bouwonderneming Jager B.V.;;6;;;;6
BZK;Bovenregionaal kantoor;;3;;;;3
BZK;Brabant Water N.V.;;;1;;;1
BZK;Brain of buildings tech-engineering B.V.;;4;;;;4
BZK;Brakel Atmos B.V.;;1;;;;1
BZK;Brands Bouwgroep B.V.;;3;;;;3
BZK;Brandsma Dakservice;;2;;;;2
BZK;Breda Bouw B.V.;;5;;;6;6
BZK;Bredenoord B.V.;;2;;;;2
BZK;Breedveld & Schroder;;5;;;;5
BZK;Breijer Bouw en Installatie B.V.;;1;;;;1
BZK;Breijer Contractonderhoud B.V.;;7;;;;7
BZK;Breman Meppel B.V.;;4;;;;4
BZK;Brian Franken Technieken B.V.;;;;;2;2
BZK;Bright Property Management B.V.;;;;;6;6
BZK;Brink Groep B.V.;;1;;;;1
BZK;Brink Management & Advies B.V.;;2;;;;2
BZK;Brondool B.V.;;1;;;;1
BZK;Brongers Bouw B.V.;;;;;1;1
BZK;Bruil Infra Deelnemingen B.V.;;1;;;4;4
BZK;Bruynzeel Storage Systems B.V.;;;;;2;2
BZK;BTL Realisatie B.V.;;7;;;2;7
BZK;Building Technology B.V.;;6;;;;6
BZK;Buko Verhuur B.V.;;2;;;4;4
BZK;Bulldozerbedrijf J. van Lingen;;4;;;;4
BZK;Bumicom Telecommunicatie B.V.;;1;;;;1
BZK;Bur. voor Toegepast Historisch Onderzoek Vink;;1;;;;1
BZK;Bureau Bouwkunde Nederland;;1;;;;1
BZK;Bureau G.I.T.;;1;;;;1
BZK;Bureau 'Mevrouw de Voorzitter';;1;;;;1
BZK;Bureau Veritas Industrial Services;;1;;;;1
BZK;Bureau Vlaardingerbroek B.V.;;2;;;;2
BZK;Bureau voor bouwhistorisch onderzoek;;1;;;;1
BZK;Bureau Waardenburg B.V.;;2;;;;2
BZK;bureau ZWIRT;;2;;;;2
BZK;Burgland Bouw B.V.;;7;;;;7
BZK;Burgy Bouwbedrijf B.V.;;6;;;;6
BZK;Buro Antares;;;;;2;2
BZK;Buro Bakker;;;;;2;2
BZK;Buro Bentheimer;;2;;;;2
BZK;Buro DSB zorg voor buitenkunst;;1;;;;1
BZK;BURO38;;1;;;;1
BZK;BUROBEB B.V.;;;;;1;1
BZK;Business Art Service Benelux B.V.;;;;;1;1
BZK;Buster Bouwcontrol B.V.;;1;;;;1
BZK;Buveco Gasdetection B.V.;;2;;;;2
BZK;B-Vak;;2;;;;2
BZK;C. Mulckhuyse Bouw- en Aannemingsbedrijf B.V.;;7;;;;7
BZK;C.V. Vastgoed Ankerplaats;;;;;6;6
BZK;Cafe/Restaurant Schlemmer;;1;;;;1
BZK;CAG AMned B.V.;;5;;;;5
BZK;Cantine Service;;1;;;;1
BZK;Capriole Coffee Service;;1;;;;1
BZK;CarBon6 B.V.;;1;;;7;7
BZK;Careson B.V.;;2;;;;2
BZK;Caro Beheer B.V.;;1;;;;1
BZK;Castor (Orion) B.V.;;;;;6;6
BZK;CBRE B.V.;;6;;;;6
BZK;CBRE DOF Custodian B.V.;;2;;;8;8
BZK;Cedric;;2;;;;2
BZK;Centendo B.V.;;1;;;;1
BZK;Centraal Bureau Bouwbegeleiding B.V.;;4;;;;4
BZK;CertWell B.V.;;1;;;;1
BZK;Chalet V B.V.;;;;;6;6
BZK;Chalet X B.V.;;;;;7;7
BZK;Chalet XV B.V.;;;;;6;6
BZK;Chemetall B.V.;;2;;;;2
BZK;Chubb Fire & Security B.V.;1;7;;;2;7
BZK;Chubb Fire & Security Groningen;;6;;;;6
BZK;Cinco Cleaning B.V.;;1;;;;1
BZK;C-Mark B.V.;;4;;;;4
BZK;Cnossen Infra B.V.;;2;;;;2
BZK;Coform B.V.;;;;;2;2
BZK;Colliers International REMS Retail;;4;;;;4
BZK;Colt International B.V.;;3;;;;3
BZK;Comtest Engineering;;2;;;;2
BZK;ComVest Consultancy B.V.;;3;;;;3
BZK;Condair B.V.;;2;;;;2
BZK;Coneco Technical Support B.V.;;2;;;1;2
BZK;Confina B.V.;;1;;;2;2
BZK;Constructie Bureau De Prouw B.V.;;1;;;;1
BZK;Coöperatie Univé UA;;;;;6;6
BZK;Corbulo Interim Management B.V.;;1;;;;1
BZK;Cornelissen Aannemingsbedrijf B.V.;;7;;;;7
BZK;Cornisol Fireprotection B.V.;;2;;;;2
BZK;Cosource B.V.;;6;;;;6
BZK;COT;;1;;;;1
BZK;CRH Mobile Fencing & Security B.V.;;3;;;;3
BZK;Croon advocaten N.V.;;3;;;;3
BZK;Croon Elektrotechniek B.V.;;9;;;4;9
BZK;Crown Point B.V.;;;;;6;6
BZK;Cruxin;;4;;;;4
BZK;Cruz Y. Ortiz Amsterdam B.V.;;2;;;;2
BZK;CSC Installatie B.V.;;5;;;;5
BZK;CSU Food Services;;2;;;;2
BZK;Cumulus Nederland B.V.;;1;;;;1
BZK;Cuppens en Zn. Aannemers B.V.;;4;;;;4
BZK;CWF B.V.;;7;;;;7
BZK;CWN Spuitcabines B.V.;;3;;;;3
BZK;Cyclusbouw;;3;;;3;4
BZK;D&F Techniek B.V.;;1;;;;1
BZK;Da Ponte Reclame B.V.;;1;;;;1
BZK;Daad Architecten;;2;;;;2
BZK;Dassen Bouw B.V.;;5;;;;5
BZK;Davique Sierschilderwerken;;1;;;;1
BZK;DC16 B.V.;;;;;8;8
BZK;de Architekten Cie. B.V.;;1;;;;1
BZK;De Bosman Bedrijven B.V.;;3;;;;3
BZK;De Comme B.V.;;6;;;;6
BZK;De Enk Groen & Golf B.V.;;6;;;;6
BZK;De Graaf en van Stijn B.V.;;2;;;;2
BZK;De Groene Stroomfabriek N.V.;;;1;;;1
BZK;De Groot en Visser B.V.;;1;;;;1
BZK;De Jager Totaal B.V.;;6;;;;6
BZK;de Jong Gortemaker Algra Arch. en Ing. B.V.;;2;;;;2
BZK;De Kabath Vastgoedbescherming B.V.;;2;;;;2
BZK;De Kock Raamfolie B.V.;;2;;;;2
BZK;De Kroon Leveranciers B.V.;;1;;;;1
BZK;De Liemers Wegenbouw B.V.;;2;;;2;3
BZK;De Meeuw Oirschot B.V.;;;;;3;3
BZK;De Melker Sanitairtechniek B.V.;;1;;;;1
BZK;De Raad Vastgoed B.V.;;1;;;;1
BZK;De Roo B.V.;;3;;;;3
BZK;De Ruiter Grondwatertechniek Holding B.V.;;2;;;4;4
BZK;De Vlieg Techniek B.V.;;6;;;1;6
BZK;De Vroome Advies B.V.;;2;;;;2
BZK;De Witte Dame Monumenten B.V.;;;;;3;3
BZK;De Zeeuwse Alliantie;;;;;1;1
BZK;Deba 2000 B.V.;;5;;;;5
BZK;Deerns Nederland B.V.;;7;;;;7
BZK;Dekker Hout Vast Goed B.V.;;;;;4;4
BZK;Dela Vastgoed B.V.;;;;;6;6
BZK;Delight Eventdesign B.V.;;;;;1;1
BZK;DELTA Energy B.V.;;;3;;;3
BZK;Delta Infra B.V.;;1;;;;1
BZK;Delta Vorm Groep B.V.;;4;;;;4
BZK;DELVA Landscape Architects;;2;;;;2
BZK;Den Helder Airport C.V.;;;;;1;1
BZK;Denekamper Metaalindustrie B.V.;;1;;;;1
BZK;Dgi Dak & Gevel Ingenieurs B.V.;;3;;;;3
BZK;DGMR Bouw B.V.;;6;;;;6
BZK;DGMR Industrie Verkeer en Milieu B.V.;;1;;;;1
BZK;Dijkoraad B.V.;;2;;;;2
BZK;Dijkoraad Bometis B.V.;;1;;;;1
BZK;Dijkstra's Schoonmaakbedrijf;;1;;;;1
BZK;Directbouw B.V.;;1;;;;1
BZK;Dirkzwager advocaten & notarissen N.V.;;;;;1;1
BZK;Divisie Power;;4;;;;4
BZK;DKPS Regeltechniek B.V.;;2;;;;2
BZK;DLR Adviesgroep B.V.;;1;;;;1
BZK;Dolfsma Dakbedekkingen;;7;;;;7
BZK;Dolmans Landscaping Zeeland;;2;;;;2
BZK;Donker Inspecties B.V.;;4;;;;4
BZK;Donkergroen B.V.;1;1;;;;1
BZK;Dons en Troost Beheer B.V.;;6;;;2;6
BZK;Doornebal Interieurs B.V.;;4;;;;4
BZK;Dorigo-Wierper B.V.;;2;;;;2
BZK;Dorma Nederland B.V.;;1;;;;1
