FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
parkeerplaats__rest__66.931,8496,2157,P3.4,Parkeerplaats (rest),A28, ,Leuvenhorst, ,0, ,564,569,-1,-1, ,1,1,1,0,0, ,2333,3191,0,8499,8494,0,1,0,0, , ,0,0,28,610,,POINT (175904.7322999984 483895.65399999917)
parkeerplaats__rest__66.936,8503,2162,P3.4,Parkeerplaats (rest),A28, ,De Kraaienberg, ,0, ,692,698,-1,-1, ,1,1,1,0,0, ,2323,3191,0,8504,8502,0,1,0,0, , ,0,0,28,610,,POINT (187007.39299999923 489641.05590000004)
parkeerplaats__rest__66.937,8504,2163,P3.4,Parkeerplaats (rest),A28, ,De Haere, ,0, ,-1,-1,708,702, ,1,0,0,1,1, ,2323,3191,0,8505,8503,0,0,1,0, , ,0,0,28,610,,POINT (187756.9642000012 490186.0951000005)
parkeerplaats__rest__66.939,8506,2165,P3.4,Parkeerplaats (rest),A28, ,Vosbergen, ,0, ,-1,-1,748,744, ,1,0,0,1,1, ,2350,3191,0,8507,8505,0,0,1,0, , ,0,0,28,610,,POINT (190942.16600000113 492729.3300999999)
parkeerplaats__rest__66.956,8526,2182,P3.4,Parkeerplaats (rest),A28, ,De Markte, ,0, ,1009,1016,-1,-1, ,1,1,1,0,0, ,2297,3192,0,8528,8525,0,1,0,0, , ,0,0,28,610,,POINT (208296.18930000067 507506.46130000055)
parkeerplaats__rest__66.988,8576,2214,P3.4,Parkeerplaats (rest),A28, ,Glimmermade, ,0, ,1919,1923,-1,-1, ,1,1,1,0,0, ,2252,3193,0,8577,8575,0,1,0,0, , ,0,0,28,712,,POINT (236706.77930000052 573114.7971000001)
parkeerplaats__rest__66.1024,8678,2250,P3.4,Parkeerplaats (rest),A29, ,Oude Kreek, ,0, ,225,220,-1,-1, ,-1,1,1,0,0, ,1963,3210,0,8681,8677,0,1,0,0, , ,0,0,29,427,,POINT (88488.94559999928 422201.50890000165)
parkeerplaats__rest__66.1026,8682,2252,P3.4,Parkeerplaats (rest),A29, ,Moerkerken, ,0, ,-1,-1,173,179, ,-1,0,0,1,1, ,1963,3210,0,8683,8681,0,0,1,0, , ,0,0,29,427,,POINT (92181.78189999983 424878.8372000009)
parkeerplaats__rest__66.1138,8933,2364,P3.4,Parkeerplaats (rest),A348, ,Vale Waard, ,0, ,-1,-1,66,60, ,1,0,0,1,1, ,2353,3270,0,8934,8932,0,0,1,0, , ,0,0,0,0,,POINT (200489.5324999988 447329.7193999998)
parkeerplaats__rest__66.1284,9238,2510,P3.4,Parkeerplaats (rest),A4, ,Peulwijk-West, ,0, ,-1,-1,530,536, ,-1,0,0,1,1, ,2512,3301,0,9193,9239,0,0,1,0, , ,0,0,4,425,,POINT (81220.71689999849 447676.8841000013)
parkeerplaats__rest__66.1454,9903,2811,P3.4,Parkeerplaats (rest),A6, ,Rivierduin, ,0, ,-1,-1,910,903, ,1,0,0,1,1, ,2698,3371,0,9904,9902,0,0,1,0, , ,0,0,6,406,,POINT (165735.3632999994 510334.9153999984)
parkeerplaats__rest__66.1455,9904,2812,P3.4,Parkeerplaats (rest),A6, ,Oeverwal, ,0, ,905,911,-1,-1, ,1,1,1,0,0, ,2698,3371,0,9906,9903,0,1,0,0, , ,0,0,6,406,,POINT (165839.49650000036 510475.7019999996)
parkeerplaats__rest__66.1472,9926,2829,P3.4,Parkeerplaats (rest),A6, ,De Lanen, ,0, ,3022,3027,-1,-1, ,1,1,1,0,0, ,2219,3372,0,9927,9925,0,1,0,0, , ,0,0,6,705,,POINT (180179.57140000165 544907.2637000009)
parkeerplaats__rest__66.1473,9927,2830,P3.4,Parkeerplaats (rest),A6, ,De Wiel, ,0, ,-1,-1,3027,3024, ,1,0,0,1,1, ,2219,3372,0,9928,9926,0,0,1,0, , ,0,0,6,705,,POINT (180220.18340000138 544990.5122999996)
parkeerplaats__rest__66.1520,10042,2877,P3.4,Parkeerplaats (rest),A67, ,De Leysing, ,0, ,-1,-1,461,455, ,1,0,0,1,1, ,2594,3392,0,10043,10041,0,0,1,0, , ,0,0,67,578,,POINT (184539.82809999958 379605.95149999857)
parkeerplaats__rest__66.1523,10049,2880,P3.4,Parkeerplaats (rest),A67, ,De Slenk, ,0, ,-1,-1,570,565, ,1,0,0,1,1, ,2741,3392,0,10050,10074,0,0,1,0, , ,0,0,67,550,,POINT (195000.46449999884 376709.0725999996)
parkeerplaats__rest__66.1526,10052,2883,P3.4,Parkeerplaats (rest),A67, ,Deersels, ,0, ,617,621,-1,-1, ,1,1,1,0,0, ,2741,3392,0,10054,10051,0,1,0,0, , ,0,0,67,550,,POINT (200034.4774999991 377340.64350000024)
parkeerplaats__rest__66.1960,10111,2925,P3.4,Parkeerplaats (rest),A7, ,De Koggen, ,0, ,296,304,-1,-1, ,1,1,1,0,0, ,2514,3400,0,10112,10110,0,1,0,0, , ,0,0,7,409,,POINT (129959.46909999847 516911.3957999982)
parkeerplaats__rest__66.1972,10125,2937,P3.4,Parkeerplaats (rest),A7, ,De Wierde, ,0, ,-1,-1,564,555, ,1,0,0,1,1, ,2468,3401,0,10269,10124,0,0,1,0, , ,0,0,7,409,,POINT (130333.53959999979 541348.8687000014)
parkeerplaats__rest__66.1983,10138,2948,P3.4,Parkeerplaats (rest),A7, ,Hayum, ,0, ,1030,1035,-1,-1, ,1,1,1,0,0, ,2585,3402,0,10139,10136,0,1,0,0, , ,0,0,7,705,,POINT (156936.4503000006 567488.2320000008)
parkeerplaats__rest__66.2479,9571,2658,P3.4,Parkeerplaats (rest),A58, ,Het Rak, ,0, ,1206,1199,-1,-1, ,-1,1,1,0,0, ,2582,3351,0,9572,9570,0,1,0,0, , ,0,0,58,508,,POINT (76523.08199999854 382892.06650000066)
parkeerplaats__rest__66.2480,9572,2659,P3.4,Parkeerplaats (rest),A58, ,'t Scheld, ,0, ,-1,-1,1194,1202, ,-1,0,0,1,1, ,2582,3351,0,9573,9571,0,0,1,0, , ,0,0,58,508,,POINT (77165.84369999915 382965.73110000044)
parkeerplaats__rest__66.2490,9591,2669,P3.4,Parkeerplaats (rest),A58, ,Spuitendonk, ,0, ,-1,-1,968,972, ,-1,0,0,1,1, ,2713,3352,0,9592,9590,0,0,1,0, , ,0,0,58,577,,POINT (87339.02419999987 391737.0551000014)
parkeerplaats__rest__66.2511,9624,2690,P3.4,Parkeerplaats (rest),A58, ,Hooge Aard, ,0, ,528,521,-1,-1, ,-1,1,1,0,0, ,2610,3354,0,9625,9623,0,1,0,0, , ,0,0,58,577,,POINT (119819.11459999904 396806.13910000026)
parkeerplaats__rest__66.2512,9625,2691,P3.4,Parkeerplaats (rest),A58, ,Lage Aard, ,0, ,-1,-1,517,523, ,-1,0,0,1,1, ,2610,3354,0,9627,9624,0,0,1,0, , ,0,0,58,577,,POINT (120247.15740000084 396770.1964999996)
parkeerplaats__rest__66.2516,9632,2695,P3.4,Parkeerplaats (rest),A58, ,Blaak, ,0, ,-1,-1,427,434, ,-1,0,0,1,1, ,2636,3354,0,9634,9633,0,0,1,0, , ,0,0,58,577,,POINT (128765.27529999986 394462.5089999996)
parkeerplaats__rest__66.2517,9633,2696,P3.4,Parkeerplaats (rest),A58, ,Leikant, ,0, ,438,430,-1,-1, ,-1,1,1,0,0, ,2636,3354,0,9632,9630,0,1,0,0, , ,0,0,58,577,,POINT (128319.29069999978 394432.2056000009)
parkeerplaats__rest__66.2523,9641,2702,P3.4,Parkeerplaats (rest),A58, ,Kerkeind, ,0, ,323,319,-1,-1, ,-1,1,1,0,0, ,2624,3355,0,9642,9640,0,1,0,0, , ,0,0,58,577,,POINT (138618.30939999968 395187.04520000145)
parkeerplaats__rest__66.2524,9642,2703,P3.4,Parkeerplaats (rest),A58, ,Brehees, ,0, ,-1,-1,317,323, ,-1,0,0,1,1, ,2624,3355,0,9670,9641,0,0,1,0, , ,0,0,58,577,,POINT (138662.33029999956 395160.15309999883)
parkeerplaats__rest__66.4508,14964,5106,P3.4,Parkeerplaats (rest),A37, ,Oosterveen, ,0, ,373,381,-1,-1, ,1,1,1,0,0, ,2249,5151,0,14951,14949,0,1,0,0, , ,0,0,37,712,,POINT (264291.2038999982 528611.9048000015)
parkeerplaats__rest__66.6395,21542,6882,P3.4,Parkeerplaats (rest),A270, ,Vaarle, ,0, ,87,92,-1,-1, ,1,1,1,0,0, ,2622,6478,0,21545,21541,0,1,0,0, , ,0,0,0,0,,POINT (168017.89350000024 386083.0934999995)
parkeerplaats__rest__66.6534,21728,7023,P3.4,Parkeerplaats (rest),A7,Afsluitdijk,Monument, ,0, ,770,779,-1,-1, ,1,1,1,0,0, ,2468,3411,0,22477,10130,0,1,0,0, , ,0,0,7,406,,POINT (136234.7985999994 553560.2237000018)
parkeerplaats__rest__66.6873,22476,7627,P3.4,Parkeerplaats (rest),A1, ,Tolnegen, ,0, ,619,625,-1,-1, ,1,1,1,0,0, ,2305,3001,0,7053,7052,0,1,0,0, , ,0,0,1,610,,POINT (174482.9343000017 466287.6616999991)
parkeerplaats__rest__66.6874,22477,7628,P3.4,Parkeerplaats (rest),A7,Afsluitdijk,Monument, ,0, ,-1,-1,778,770, ,1,0,0,1,1, ,2468,3411,0,10131,21728,0,0,1,0, , ,0,0,7,406,,POINT (136252.559799999 553575.3823999986)
