FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_herziening_serie1_index.1,01 schenkenschans_1874,,,"POLYGON ((200282.08300000057 427086.4120000005, 200282.08300000057 432341.3720000014, 209038.62099999934 432341.3720000014, 209038.62099999934 427086.4120000005, 200282.08300000057 427086.4120000005))"
1e_herziening_serie1_index.2,02 kekerdom_1873,,,"POLYGON ((192277.77699999884 428520.44000000134, 192277.77699999884 433584.1579999998, 200329.11400000006 433584.1579999998, 200329.11400000006 428520.44000000134, 192277.77699999884 428520.44000000134))"
1e_herziening_serie1_index.3,03 nijmegen_1873,,,"POLYGON ((184301.84800000116 428597.12099999934, 184301.84800000116 433614.62099999934, 192329.0780000016 433614.62099999934, 192329.0780000016 428597.12099999934, 184301.84800000116 428597.12099999934))"
1e_herziening_serie1_index.4,04 herveld_1873,,,"POLYGON ((176284.76399999857 430249.90100000054, 176284.76399999857 435290.6559999995, 184356.94200000167 435290.6559999995, 184356.94200000167 430249.90100000054, 176284.76399999857 430249.90100000054))"
1e_herziening_serie1_index.5,05 dodewaard_1873,,,"POLYGON ((168322.01900000125 431597.0549999997, 168322.01900000125 436632.7410000004, 176333.57200000063 436632.7410000004, 176333.57200000063 431597.0549999997, 168322.01900000125 431597.0549999997))"
1e_herziening_serie1_index.6,06 leeuwen_1874,,,"POLYGON ((160312.51700000092 431672.7679999992, 160312.51700000092 436667.3220000006, 168349.86400000006 436667.3220000006, 168349.86400000006 431672.7679999992, 160312.51700000092 431672.7679999992))"
1e_herziening_serie1_index.7,07 tiel_1874,,,"POLYGON ((154284.7509999983 427890.46599999815, 154284.7509999983 434966.3229999989, 160341.29300000146 434966.3229999989, 160341.29300000146 427890.46599999815, 154284.7509999983 427890.46599999815))"
1e_herziening_serie1_index.8,08 varik_1874,,,"POLYGON ((152239.68200000003 421896.3229999989, 152239.68200000003 427953.3229999989, 160303.68200000003 427953.3229999989, 160303.68200000003 421896.3229999989, 152239.68200000003 421896.3229999989))"
1e_herziening_serie1_index.9,09 zaltbommel_1875,,,"POLYGON ((144249.04300000146 421953.7030000016, 144249.04300000146 428012.21499999985, 152290.9050000012 428012.21499999985, 152290.9050000012 421953.7030000016, 144249.04300000146 421953.7030000016))"
1e_herziening_serie1_index.10,10 zuilichem_1875,,,"POLYGON ((136251.561999999 423020.11499999836, 136251.561999999 428061.0709999986, 144308.06700000167 428061.0709999986, 144308.06700000167 423020.11499999836, 136251.561999999 423020.11499999836))"
1e_herziening_serie1_index.11,11 brakel_1875,,,"POLYGON ((131228.46700000018 420087.2199999988, 131228.46700000018 428096.43499999866, 136286.17399999872 428096.43499999866, 136286.17399999872 420087.2199999988, 131228.46700000018 420087.2199999988))"
1e_herziening_serie1_index.12,12 gorinchem_1884,,,"POLYGON ((123231.02400000021 422112.8740000017, 123231.02400000021 428160.8200000003, 131305.3040000014 428160.8200000003, 131305.3040000014 422112.8740000017, 123231.02400000021 422112.8740000017))"
1e_herziening_serie1_index.13,13 werkendam_1877,,,"POLYGON ((118241.39200000092 420066.9759999998, 118241.39200000092 428197.4129999988, 123297.8590000011 428197.4129999988, 123297.8590000011 420066.9759999998, 118241.39200000092 420066.9759999998))"
