FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_herziening_serie1_index.14,14 giessendam_1877,,,"POLYGON ((113211.97899999842 419198.20699999854, 113211.97899999842 427231.0480000004, 118289.64600000158 427231.0480000004, 118289.64600000158 419198.20699999854, 113211.97899999842 419198.20699999854))"
1e_herziening_serie1_index.15,15 sliedrecht_1878,,,"POLYGON ((108219.10500000045 419221.9270000011, 108219.10500000045 427277.9270000011, 113278.10500000045 427277.9270000011, 113278.10500000045 419221.9270000011, 108219.10500000045 419221.9270000011))"
1e_herziening_serie1_index.16,16 dordrecht_tweede uitgave_1890,,,"POLYGON ((100252.81799999997 422264.72300000116, 100252.81799999997 427326.7509999983, 108277.31899999827 427326.7509999983, 108277.31899999827 422264.72300000116, 100252.81799999997 422264.72300000116))"
1e_herziening_serie1_index.17,17 heerjansdam_1878,,,"POLYGON ((95233.20600000024 422326.9820000008, 95233.20600000024 430345.89400000125, 100309.08999999985 430345.89400000125, 100309.08999999985 422326.9820000008, 95233.20600000024 422326.9820000008))"
1e_herziening_serie1_index.18,17 krimpen aan de lek_1879,,,"POLYGON ((96308.57699999958 432297.12099999934, 96308.57699999958 437378.2049999982, 104355.5540000014 437378.2049999982, 104355.5540000014 432297.12099999934, 96308.57699999958 432297.12099999934))"
1e_herziening_serie1_index.19,18 heinenoord_1879,,,"POLYGON ((90244.22899999842 423346.84899999946, 90244.22899999842 431404.7199999988, 95310.625 431404.7199999988, 95310.625 423346.84899999946, 90244.22899999842 423346.84899999946))"
1e_herziening_serie1_index.20,18 moerdijk_1885,,,"POLYGON ((100169.07899999991 410271.34899999946, 100169.07899999991 416314.69200000167, 108202.77499999851 416314.69200000167, 108202.77499999851 410271.34899999946, 100169.07899999991 410271.34899999946))"
1e_herziening_serie1_index.21,20 hoogvliet_1880,,,"POLYGON ((80283.22199999914 425440.8660000004, 80283.22199999914 433441.89400000125, 85291.30200000107 433441.89400000125, 85291.30200000107 425440.8660000004, 80283.22199999914 425440.8660000004))"
1e_herziening_serie1_index.22,21 vlaardingen_1881,,,"POLYGON ((80319.0390000008 433269.69000000134, 80319.0390000008 438462.9840000011, 88379.55900000036 438462.9840000011, 88379.55900000036 433269.69000000134, 80319.0390000008 433269.69000000134))"
1e_herziening_serie1_index.23,22 maassluis_1880,,,"POLYGON ((74294.85200000182 430460.36100000143, 74294.85200000182 438496.5780000016, 80352.08799999952 438496.5780000016, 80352.08799999952 430460.36100000143, 74294.85200000182 430460.36100000143))"
1e_herziening_serie1_index.24,23 brielle_1880,,,"POLYGON ((69294.2650000006 430501.6950000003, 69294.2650000006 438539.0150000006, 74362.48299999908 438539.0150000006, 74362.48299999908 430501.6950000003, 69294.2650000006 430501.6950000003))"
1e_herziening_serie1_index.25,25 hoek van holland_1881,,,"POLYGON ((64345.300999999046 437362.54199999943, 64345.300999999046 445553.0639999993, 69416.17700000107 445553.0639999993, 69416.17700000107 437362.54199999943, 64345.300999999046 437362.54199999943))"
1e_herziening_serie1_index.26,supplement_alblasserdam_1879,,,"POLYGON ((100269.6559999995 427253.42599999905, 100269.6559999995 432315.7470000014, 108313.6259999983 432315.7470000014, 108313.6259999983 427253.42599999905, 100269.6559999995 427253.42599999905))"
1e_herziening_serie1_index.27,supplement_nieuw-beijerland_1880,,,"POLYGON ((75238.96400000155 420433.6420000009, 75238.96400000155 425488.4239999987, 83262.96299999952 425488.4239999987, 83262.96299999952 420433.6420000009, 75238.96400000155 420433.6420000009))"
1e_herziening_serie1_index.28,supplement_s_gravendeel_1880,,,"POLYGON ((100188.18800000101 416108.5799999982, 100188.18800000101 422304.631000001, 108243.82899999991 422304.631000001, 108243.82899999991 416108.5799999982, 100188.18800000101 416108.5799999982))"
1e_herziening_serie1_index.29,01 schenkenschans_1874,,,"POLYGON ((200282.08300000057 427086.4120000005, 200282.08300000057 432341.3720000014, 209038.62099999934 432341.3720000014, 209038.62099999934 427086.4120000005, 200282.08300000057 427086.4120000005))"
1e_herziening_serie1_index.30,02 kekerdom_1873,,,"POLYGON ((192277.77699999884 428520.44000000134, 192277.77699999884 433584.1579999998, 200329.11400000006 433584.1579999998, 200329.11400000006 428520.44000000134, 192277.77699999884 428520.44000000134))"
1e_herziening_serie1_index.31,03 nijmegen_1873,,,"POLYGON ((184301.84800000116 428597.12099999934, 184301.84800000116 433614.62099999934, 192329.0780000016 433614.62099999934, 192329.0780000016 428597.12099999934, 184301.84800000116 428597.12099999934))"
1e_herziening_serie1_index.32,04 herveld_1873,,,"POLYGON ((176284.76399999857 430249.90100000054, 176284.76399999857 435290.6559999995, 184356.94200000167 435290.6559999995, 184356.94200000167 430249.90100000054, 176284.76399999857 430249.90100000054))"
1e_herziening_serie1_index.33,05 dodewaard_1873,,,"POLYGON ((168322.01900000125 431597.0549999997, 168322.01900000125 436632.7410000004, 176333.57200000063 436632.7410000004, 176333.57200000063 431597.0549999997, 168322.01900000125 431597.0549999997))"
1e_herziening_serie1_index.34,06 leeuwen_1874,,,"POLYGON ((160312.51700000092 431672.7679999992, 160312.51700000092 436667.3220000006, 168349.86400000006 436667.3220000006, 168349.86400000006 431672.7679999992, 160312.51700000092 431672.7679999992))"
1e_herziening_serie1_index.35,07 tiel_1874,,,"POLYGON ((154284.7509999983 427890.46599999815, 154284.7509999983 434966.3229999989, 160341.29300000146 434966.3229999989, 160341.29300000146 427890.46599999815, 154284.7509999983 427890.46599999815))"
1e_herziening_serie1_index.36,08 varik_1874,,,"POLYGON ((152239.68200000003 421896.3229999989, 152239.68200000003 427953.3229999989, 160303.68200000003 427953.3229999989, 160303.68200000003 421896.3229999989, 152239.68200000003 421896.3229999989))"
1e_herziening_serie1_index.37,09 zaltbommel_1875,,,"POLYGON ((144249.04300000146 421953.7030000016, 144249.04300000146 428012.21499999985, 152290.9050000012 428012.21499999985, 152290.9050000012 421953.7030000016, 144249.04300000146 421953.7030000016))"
1e_herziening_serie1_index.38,10 zuilichem_1875,,,"POLYGON ((136251.561999999 423020.11499999836, 136251.561999999 428061.0709999986, 144308.06700000167 428061.0709999986, 144308.06700000167 423020.11499999836, 136251.561999999 423020.11499999836))"
1e_herziening_serie1_index.39,11 brakel_1875,,,"POLYGON ((131228.46700000018 420087.2199999988, 131228.46700000018 428096.43499999866, 136286.17399999872 428096.43499999866, 136286.17399999872 420087.2199999988, 131228.46700000018 420087.2199999988))"
1e_herziening_serie1_index.40,12 gorinchem_1884,,,"POLYGON ((123231.02400000021 422112.8740000017, 123231.02400000021 428160.8200000003, 131305.3040000014 428160.8200000003, 131305.3040000014 422112.8740000017, 123231.02400000021 422112.8740000017))"
1e_herziening_serie1_index.41,13 werkendam_1877,,,"POLYGON ((118241.39200000092 420066.9759999998, 118241.39200000092 428197.4129999988, 123297.8590000011 428197.4129999988, 123297.8590000011 420066.9759999998, 118241.39200000092 420066.9759999998))"
1e_herziening_serie1_index.42,14 giessendam_1877,,,"POLYGON ((113211.97899999842 419198.20699999854, 113211.97899999842 427231.0480000004, 118289.64600000158 427231.0480000004, 118289.64600000158 419198.20699999854, 113211.97899999842 419198.20699999854))"
1e_herziening_serie1_index.43,15 sliedrecht_1878,,,"POLYGON ((108219.10500000045 419221.9270000011, 108219.10500000045 427277.9270000011, 113278.10500000045 427277.9270000011, 113278.10500000045 419221.9270000011, 108219.10500000045 419221.9270000011))"
1e_herziening_serie1_index.44,16 dordrecht_tweede uitgave_1890,,,"POLYGON ((100252.81799999997 422264.72300000116, 100252.81799999997 427326.7509999983, 108277.31899999827 427326.7509999983, 108277.31899999827 422264.72300000116, 100252.81799999997 422264.72300000116))"
1e_herziening_serie1_index.45,17 heerjansdam_1878,,,"POLYGON ((95233.20600000024 422326.9820000008, 95233.20600000024 430345.89400000125, 100309.08999999985 430345.89400000125, 100309.08999999985 422326.9820000008, 95233.20600000024 422326.9820000008))"
1e_herziening_serie1_index.46,17 krimpen aan de lek_1879,,,"POLYGON ((96308.57699999958 432297.12099999934, 96308.57699999958 437378.2049999982, 104355.5540000014 437378.2049999982, 104355.5540000014 432297.12099999934, 96308.57699999958 432297.12099999934))"
1e_herziening_serie1_index.47,18 heinenoord_1879,,,"POLYGON ((90244.22899999842 423346.84899999946, 90244.22899999842 431404.7199999988, 95310.625 431404.7199999988, 95310.625 423346.84899999946, 90244.22899999842 423346.84899999946))"
1e_herziening_serie1_index.48,18 moerdijk_1885,,,"POLYGON ((100169.07899999991 410271.34899999946, 100169.07899999991 416314.69200000167, 108202.77499999851 416314.69200000167, 108202.77499999851 410271.34899999946, 100169.07899999991 410271.34899999946))"
1e_herziening_serie1_index.49,20 hoogvliet_1880,,,"POLYGON ((80283.22199999914 425440.8660000004, 80283.22199999914 433441.89400000125, 85291.30200000107 433441.89400000125, 85291.30200000107 425440.8660000004, 80283.22199999914 425440.8660000004))"
1e_herziening_serie1_index.50,21 vlaardingen_1881,,,"POLYGON ((80319.0390000008 433269.69000000134, 80319.0390000008 438462.9840000011, 88379.55900000036 438462.9840000011, 88379.55900000036 433269.69000000134, 80319.0390000008 433269.69000000134))"
1e_herziening_serie1_index.51,22 maassluis_1880,,,"POLYGON ((74294.85200000182 430460.36100000143, 74294.85200000182 438496.5780000016, 80352.08799999952 438496.5780000016, 80352.08799999952 430460.36100000143, 74294.85200000182 430460.36100000143))"
1e_herziening_serie1_index.52,23 brielle_1880,,,"POLYGON ((69294.2650000006 430501.6950000003, 69294.2650000006 438539.0150000006, 74362.48299999908 438539.0150000006, 74362.48299999908 430501.6950000003, 69294.2650000006 430501.6950000003))"
1e_herziening_serie1_index.53,25 hoek van holland_1881,,,"POLYGON ((64345.300999999046 437362.54199999943, 64345.300999999046 445553.0639999993, 69416.17700000107 445553.0639999993, 69416.17700000107 437362.54199999943, 64345.300999999046 437362.54199999943))"
1e_herziening_serie1_index.54,supplement_alblasserdam_1879,,,"POLYGON ((100269.6559999995 427253.42599999905, 100269.6559999995 432315.7470000014, 108313.6259999983 432315.7470000014, 108313.6259999983 427253.42599999905, 100269.6559999995 427253.42599999905))"
1e_herziening_serie1_index.55,supplement_nieuw-beijerland_1880,,,"POLYGON ((75238.96400000155 420433.6420000009, 75238.96400000155 425488.4239999987, 83262.96299999952 425488.4239999987, 83262.96299999952 420433.6420000009, 75238.96400000155 420433.6420000009))"
1e_herziening_serie1_index.56,supplement_s_gravendeel_1880,,,"POLYGON ((100188.18800000101 416108.5799999982, 100188.18800000101 422304.631000001, 108243.82899999991 422304.631000001, 108243.82899999991 416108.5799999982, 100188.18800000101 416108.5799999982))"
