FID,soort_kuns,globalid,codebpn,disk_beh_o,districtna,objectnaam,objecttype,materiaal,status,beheersreg,contract,opmerking,info1,info2,info3,info4,info5,stichtings,muteerder,mutatie,geobron,hoofdwater,watersyste,watersys_1,subcat,zijde,km,element,beheerder,eigenaar,onderhoude,risicoaand,monument,se_anno_cad_data,gdb_geomattr_data,shape
kunstwerk_vlak.10,39,{8A4EDED3-67F6-4261-95CC-7E5A0A280942},"109C.KS.-.968,214",44B-353-01,WNZ Z,Oostelijk landhoofd binnenzijde Helsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-05-15T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,968.214,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((113293.22800000012 424821.8280000016, 113292.35099999979 424819.5799999982, 113291.8350000009 424820.18400000036, 113288.68100000173 424819.4979999997, 113289.28400000185 424816.7340000011, 113288.87999999896 424816.6460000016, 113289.41699999943 424814.18299999833, 113291.44099999964 424814.6240000017, 113291.56899999827 424815.3680000007, 113293.76799999923 424813.9990000017, 113295.49799999967 424812.8819999993, 113295.11800000072 424812.2950000018, 113295.0700000003 424812.1970000006, 113293.33799999952 424813.3220000006, 113291.42199999839 424814.5150000006, 113289.33900000155 424814.0610000007, 113288.76900000125 424816.6779999994, 113288.76269999892 424816.7089000009, 113288.77100000158 424816.7100000009, 113288.78420000151 424816.7131000012, 113289.10170000046 424816.69579999894, 113289.09409999847 424816.7846000008, 113289.17799999937 424816.8040000014, 113288.69379999861 424818.97399999946, 113288.56590000167 424819.56060000136, 113290.73710000142 424820.0256000012, 113291.77699999884 424820.2479999997, 113292.49700000137 424822.10599999875, 113293.23530000076 424821.83879999816, 113293.22800000012 424821.8280000016))"
kunstwerk_vlak.11,39,{A36B23CF-3BC2-4AED-890D-5195C99680BC},"109C.KS.-.968,215",44B-353-01,WNZ Z,Steenglooiing westzijde kolk Helsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-08-20T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,968.215,--,RWS,RWS,RWS,Niet bekend,nee,,,"MULTIPOLYGON (((113276.0700000003 424818.01300000027, 113276.87750000134 424817.5287999995, 113276.07899999991 424817.98699999973, 113275.66000000015 424817.32620000094, 113274.77699999884 424817.27899999917, 113273.8440000005 424817.44299999997, 113272.79500000179 424817.8429999985, 113272.02899999917 424818.38800000027, 113271 424819.38500000164, 113270.56100000069 424820.2589999996, 113270.19799999893 424821.26300000027, 113269.17599999905 424826.0069999993, 113267.74909999967 424832.9070000015, 113267.75299999863 424832.9120000005, 113268.40639999881 424833.06069999933, 113270.54100000113 424823.493999999, 113270.74799999967 424822.5689999983, 113271.23099999875 424821.5529999994, 113272.0859999992 424820.3429999985, 113273.19799999893 424819.32499999925, 113274.12700000033 424819.0240000002, 113275.48099999875 424818.4919999987, 113276.0700000003 424818.01300000027)), ((113268.17660000175 424834.0903999992, 113267.56700000167 424833.9539999999, 113267.5309999995 424833.9723000005, 113267.55000000075 424833.9770000018, 113264.85700000077 424846.2870000005, 113264.88199999928 424847.0760000013, 113265.20100000128 424848.21599999815, 113265.83399999887 424848.98000000045, 113266.65199999884 424849.7100000009, 113267.87409999967 424851.2039999999, 113268.57250000164 424850.8101999983, 113268.56700000167 424850.80099999905, 113268.08300000057 424849.9699999988, 113267.32699999958 424849.1279999986, 113266.38699999824 424848.4290000014, 113265.71299999952 424847.5549999997, 113265.5549999997 424846.6950000003, 113267.48299999908 424837.19900000095, 113268.17660000175 424834.0903999992)), ((113277.99700000137 424817.12409999967, 113277.69799999893 424817.05799999833, 113277.65040000156 424817.0852999985, 113277.97819999978 424817.1565999985, 113277.99700000137 424817.12409999967)))"
kunstwerk_vlak.12,39,{0C6C6BBE-A7AF-4B68-BFD4-3D0FC7F00B65},"109C.KS.-.968,216",44B-353-01,WNZ Z,Steenglooiing oostzijde kolk Helsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-05-15T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,968.216,--,RWS,RWS,RWS,Niet bekend,nee,,,"MULTIPOLYGON (((113294.29699999839 424823.3289999999, 113293.23530000076 424821.83879999816, 113292.49700000137 424822.10599999875, 113291.77699999884 424820.2479999997, 113290.73710000142 424820.0256000012, 113290.74170000106 424820.04830000177, 113291.76000000164 424820.26999999955, 113292.48299999908 424822.118999999, 113293.24500000104 424823.7109999992, 113293.54399999976 424824.9600000009, 113293.80299999937 424826.7899999991, 113293.86899999902 424829.9459999986, 113293.77899999917 424832.62099999934, 113293.3049999997 424835.94000000134, 113292.89200000092 424837.90399999917, 113292.88300000131 424837.94220000133, 113293.9459999986 424838.1979999989, 113293.95279999822 424838.1950000003, 113295.48999999836 424829.8220000006, 113295.56300000101 424828.66600000113, 113295.60599999875 424827.76099999994, 113295.39799999818 424826.70699999854, 113295.17500000075 424825.54399999976, 113294.88599999994 424824.5159999989, 113294.29699999839 424823.3289999999)), ((113293.79720000178 424838.9521000013, 113292.7025000006 424838.7096000016, 113291.61600000039 424843.3289999999, 113290.95600000024 424845.9670000002, 113290.01999999955 424848.3020000011, 113288.73299999908 424850.54399999976, 113287.69099999964 424851.96599999815, 113286.5709999986 424853.1950000003, 113285.07420000061 424854.45439999923, 113285.54289999977 424855.10240000114, 113286.96400000155 424853.8999999985, 113288.76700000092 424852.48900000006, 113289.86300000176 424851.4439999983, 113290.7659999989 424850.18200000003, 113291.37799999863 424848.8909999989, 113291.76000000164 424847.4270000011, 113293.79720000178 424838.9521000013)), ((113283.57299999893 424855.6020000018, 113283.62049999833 424855.565200001, 113283.40260000154 424855.7008999996, 113283.40210000053 424855.7060999982, 113283.57299999893 424855.6020000018)))"
kunstwerk_vlak.13,39,{2EF69F73-B8E2-45A7-BD1F-0983576E6B91},"109C.KS.-.968,217",44B-353-01,WNZ Z,Glooiingtrap westzijde kolk Helsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-08-20T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,968.217,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((113268.17660000175 424834.0903999992, 113268.40639999881 424833.06069999933, 113267.75299999863 424832.9120000005, 113267.74909999967 424832.9070000015, 113267.74500000104 424832.9270000011, 113265.5309999995 424832.4079999998, 113265.28799999878 424833.4459999986, 113267.5309999995 424833.9723000005, 113267.56700000167 424833.9539999999, 113268.17660000175 424834.0903999992))"
kunstwerk_vlak.14,39,{E53AEC1D-EBA1-4189-86FB-8DC23CF4BDDE},"109C.KS.-.968,218",44B-353-01,WNZ Z,Glooiingtrap oostzijde kolk Helsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-05-14T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,968.218,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((113296.42100000009 424839.5850000009, 113296.59899999946 424838.8539999984, 113293.95100000128 424838.2030000016, 113293.95279999822 424838.1950000003, 113293.9459999986 424838.1979999989, 113292.88300000131 424837.94220000133, 113292.7025000006 424838.7096000016, 113293.79720000178 424838.9521000013, 113293.80000000075 424838.94099999964, 113296.42100000009 424839.5850000009))"
kunstwerk_vlak.27,30,{B1596D49-DCD3-47D9-A05F-48E5B00D4A76},"109C.KA.-.6,97",44B-003-01,WNZ Z,Wachtsteiger Ottersluis Wantij,Vaste steiger, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2012-10-09T00:00:00,Luchtfoto 2009,Rijn-Maasmonding,Middendeel,109C,KA,-,6.97,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111829.63699999824 422889.66600000113, 111830.22899999842 422888.3449999988, 111830.83300000057 422887, 111832.88300000131 422882.4299999997, 111831.89600000158 422882.0720000006, 111829.9149999991 422886.61400000006, 111829.33799999952 422887.9360000007, 111828.74500000104 422889.2969999984, 111818.68699999899 422884.7870000005, 111818.43899999931 422885.3420000002, 111839.40300000086 422894.7410000004, 111839.66299999878 422894.1620000005, 111829.63699999824 422889.66600000113))"
kunstwerk_vlak.15,39,{9CB47498-BADB-45CA-B737-C28103D22E67},"109C.KS.-.968,22",44B-353-01,WNZ Z,Grasglooing oostzijde kolk Helsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-12-02T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,968.22,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((113295.52100000158 424846.90199999884, 113297.96299999952 424836.3960000016, 113299.19099999964 424831.33300000057, 113299.41800000146 424829.2470000014, 113299.3900000006 424828.0610000007, 113299.2190000005 424826.19099999964, 113298.92799999937 424824.63899999857, 113298.21499999985 424822.91699999943, 113297.59699999914 424821.47300000116, 113297.08199999854 424820.7820000015, 113296.05000000075 424819.94299999997, 113294.9290000014 424819.34699999914, 113293.99399999902 424819.18299999833, 113292.81199999899 424818.94999999925, 113292.79399999976 424818.62999999896, 113291.63599999994 424818.61100000143, 113292.35099999979 424819.5799999982, 113293.22800000012 424821.8280000016, 113293.23530000076 424821.83879999816, 113294.29699999839 424823.3289999999, 113294.88599999994 424824.5159999989, 113295.17500000075 424825.54399999976, 113295.39799999818 424826.70699999854, 113295.60599999875 424827.76099999994, 113295.56300000101 424828.66600000113, 113295.48999999836 424829.8220000006, 113293.95279999822 424838.1950000003, 113293.95100000128 424838.2030000016, 113296.59899999946 424838.8539999984, 113296.42100000009 424839.5850000009, 113293.80000000075 424838.94099999964, 113293.79720000178 424838.9521000013, 113291.76000000164 424847.4270000011, 113291.37799999863 424848.8909999989, 113290.7659999989 424850.18200000003, 113289.86300000176 424851.4439999983, 113288.76700000092 424852.48900000006, 113286.96400000155 424853.8999999985, 113285.54289999977 424855.10240000114, 113284.10399999842 424856.2049999982, 113283.82699999958 424856.3779999986, 113283.58900000155 424856.52699999884, 113283.92199999839 424856.93299999833, 113284.09299999848 424857.0879999995, 113284.24399999902 424857.2270000018, 113284.6099999994 424857.38800000027, 113285.12000000104 424857.52899999917, 113285.72199999914 424857.50499999896, 113288.17799999937 424856.8229999989, 113289.38300000131 424856.3900000006, 113290.33199999854 424855.8920000009, 113291.27100000158 424855.0309999995, 113292.39600000158 424853.85500000045, 113293.30200000107 424852.64499999955, 113294.34800000116 424850.9750000015, 113295.00699999928 424849.23600000143, 113295.52100000158 424846.90199999884))"
kunstwerk_vlak.16,39,{C648BEF4-206E-4E67-A265-9847A558B29B},"109C.KS.-.968,219",44B-353-01,WNZ Z,Grasglooiing westzijde kolk Helsluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-08-20T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,968.219,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((113268.88800000027 424852.87999999896, 113268.70100000128 424852.59099999815, 113267.87900000066 424851.2100000009, 113267.87409999967 424851.2039999999, 113266.65199999884 424849.7100000009, 113265.83399999887 424848.98000000045, 113265.20100000128 424848.21599999815, 113264.88199999928 424847.0760000013, 113264.85700000077 424846.2870000005, 113267.55000000075 424833.9770000018, 113267.5309999995 424833.9723000005, 113265.28799999878 424833.4459999986, 113265.5309999995 424832.4079999998, 113267.74500000104 424832.9270000011, 113267.74909999967 424832.9070000015, 113269.17599999905 424826.0069999993, 113270.19799999893 424821.26300000027, 113270.56100000069 424820.2589999996, 113271 424819.38500000164, 113272.02899999917 424818.38800000027, 113272.79500000179 424817.8429999985, 113273.8440000005 424817.44299999997, 113274.77699999884 424817.27899999917, 113275.66000000015 424817.32620000094, 113275.66290000081 424817.3247999996, 113277.48699999973 424816.23099999875, 113276.8590000011 424815.5309999995, 113276.22199999914 424815.0249999985, 113275.09899999946 424814.7039999999, 113273.81899999827 424814.68299999833, 113272.5859999992 424814.97199999914, 113271.50800000131 424815.34699999914, 113270.57299999893 424815.9299999997, 113269.625 424816.7670000009, 113268.72100000083 424817.7870000005, 113267.76999999955 424818.8900000006, 113267.08999999985 424820.2969999984, 113264.56300000101 424831.52800000086, 113262.91299999878 424839.31700000167, 113261.43699999899 424845.9239999987, 113261.1959999986 424847.1550000012, 113261.48800000176 424848.8200000003, 113262.24100000039 424850.381000001, 113263.4290000014 424851.55000000075, 113264.80299999937 424852.4609999992, 113265.75400000066 424852.8509999998, 113266.31399999931 424852.9310000017, 113268.05999999866 424853.1039999984, 113268.88800000027 424852.87999999896))"
kunstwerk_vlak.17,39,{9C217B89-CBF2-4F76-BC71-66A8150C4FAE},"109C.KS.-.7,014",44B-003-01,WNZ Z,Glooiingtrap sluiskolk Ottersluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-12-02T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.014,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111884.23600000143 422857.02699999884, 111883.86199999973 422856.83900000155, 111883.46200000122 422857.4750000015, 111883.875 422857.6799999997, 111887.25200000033 422859.36499999836, 111887.58300000057 422858.6959999986, 111884.23600000143 422857.02699999884))"
kunstwerk_vlak.18,39,{A28F1030-3A86-4064-BEE1-56127A9A7DF5},"109C.KS.-.7,015",44B-003-01,WNZ Z,Glooiingtrap sluiskolk Ottersluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-05-08T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.015,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111914.51099999994 422873.7520000003, 111910.58300000057 422871.7039999999, 111910.08999999985 422872.5089999996, 111914.06799999997 422874.6229999997, 111914.51099999994 422873.7520000003))"
kunstwerk_vlak.19,39,{D0921D07-F61A-4268-8600-7EFDAA5AED3C},"109C.KS.-.7,018",44B-003-01,WNZ Z,Noordwestelijk sluishoofd Ottersluis,Keersluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-05-08T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.018,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111888.08199999854 422879.1790000014, 111889.1409999989 422877.1629999988, 111888.95630000159 422877.0683000013, 111887.9450000003 422878.98999999836, 111887.54500000179 422879.0760000013, 111881.92399999872 422876.118999999, 111881.82499999925 422876.3110000007, 111884.89009999856 422877.92390000075, 111885.875 422878.44200000167, 111887.51399999857 422879.2870000005, 111888.08199999854 422879.1790000014))"
kunstwerk_vlak.20,39,{5641CD31-CCFD-4D50-9854-6425B01E32BF},"109C.KS.-.7,019",44B-003-01,WNZ Z,Noordoostelijk sluishoofd Ottersluis,Keersluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-05-08T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.019,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111895.37999999896 422880.8183000013, 111895.20899999887 422880.7129999995, 111894.34870000184 422882.3156000003, 111894.34099999815 422882.3299999982, 111894.49300000072 422882.7170000002, 111894.6202000007 422882.9835000001, 111896.55260000005 422884.0289000012, 111896.62959999964 422884.0694999993, 111896.63899999857 422884.07400000095, 111897.4541000016 422884.5047999993, 111897.6596999988 422884.61360000074, 111900.28299999982 422886, 111900.37099999934 422885.81799999997, 111894.75 422882.8440000005, 111894.56599999964 422882.35599999875, 111895.37999999896 422880.8183000013))"
kunstwerk_vlak.21,39,{16954491-D85B-4FEB-9EF3-8C0B4140B33F},"109C.KS.-.7,017",44B-003-01,WNZ Z,Glooiing oostzijde sluiskolk Ottersluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-05-08T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.017,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111913.93800000101 422876.20800000057, 111916.19200000167 422871.28500000015, 111918.375 422866.5320000015, 111920.10099999979 422862.6220000014, 111921.54899999872 422859.43400000036, 111922.87099999934 422856.4530000016, 111925.09800000116 422851.48600000143, 111923.88399999961 422850.8509999998, 111923.36699999869 422852.23800000176, 111921.53599999845 422851.4270000011, 111922.24300000072 422849.7529999986, 111922.58900000155 422849.9120000005, 111923.09699999914 422848.94099999964, 111920.79800000042 422847.73800000176, 111918.60099999979 422846.5870000012, 111917.90500000119 422849.4840000011, 111917.81700000167 422851.6959999986, 111917.86100000143 422853.5760000013, 111917.94999999925 422856.01000000164, 111917.6090000011 422858.6770000011, 111916.0549999997 422862.04100000113, 111914.0159999989 422865.98900000006, 111911.75 422869.83900000155, 111910.58300000057 422871.7039999999, 111914.51099999994 422873.7520000003, 111914.06799999997 422874.6229999997, 111910.08999999985 422872.5089999996, 111909.18600000069 422873.8819999993, 111908.01199999824 422874.9070000015, 111907.43299999833 422875.3579999991, 111904.7509999983 422876.6030000001, 111902.83199999854 422877.36400000006, 111906.22599999979 422879.1579999998, 111906.07899999991 422879.44999999925, 111906.74300000072 422879.8830000013, 111910.98299999908 422877.65399999917, 111913.93800000101 422876.20800000057))"
kunstwerk_vlak.22,39,{3F90FC32-871C-44B0-95FD-EB301F7665C5},"109C.KS.-.7,016",44B-003-01,WNZ Z,Glooiing westzijde sluiskolk Ottersluis,Schutsluis, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,joostena,2013-12-02T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KS,-,7.016,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111887.91710000113 422869.31810000166, 111887.97049999982 422867.1169000007, 111887.83920000121 422866.31430000067, 111887.71889999881 422865.57939999923, 111887.07649999857 422863.76509999856, 111886.96599999815 422863.4530000016, 111886.70399999991 422862.7740000002, 111886.64070000127 422861.7868999988, 111886.63399999961 422861.68200000003, 111886.63540000096 422861.6794999987, 111888.57299999893 422858.2950000018, 111891.52959999815 422852.89510000125, 111891.54720000178 422852.86349999905, 111891.69700000063 422852.58999999985, 111893.95540000126 422848.8011999987, 111894.71440000087 422847.5278000012, 111894.7190000005 422847.51999999955, 111895.4140000008 422846.73800000176, 111895.44990000129 422846.7093000002, 111896.18780000135 422846.1202000007, 111896.19200000167 422846.1169999987, 111898.80429999903 422844.3211000003, 111899.20600000024 422844.0450000018, 111899.31789999828 422843.9615000002, 111901.69200000167 422842.188000001, 111902.95100000128 422840.98900000006, 111904.12200000137 422839.14400000125, 111901.68100000173 422837.84899999946, 111901.77600000054 422837.7100000009, 111900.51099999994 422837.0009999983, 111896.58900000155 422839.9470000006, 111892.54399999976 422843.02699999884, 111891.90900000185 422843.4670000002, 111891.59499999881 422843.8509999998, 111889.0549999997 422847.98000000045, 111885.11300000176 422854.28400000185, 111882.26799999923 422858.8209999986, 111882.11499999836 422859.3040000014, 111882.07299999893 422859.9210000001, 111882.19299999997 422864.46400000155, 111882.22300000116 422867.2659999989, 111883.60500000045 422867.993999999, 111883.89799999818 422867.4360000007, 111887.93899999931 422869.55999999866, 111887.97230000049 422869.3484000005, 111887.91710000113 422869.31810000166), (111883.46200000122 422857.4750000015, 111883.86199999973 422856.83900000155, 111884.23600000143 422857.02699999884, 111887.58300000057 422858.6959999986, 111887.25200000033 422859.36499999836, 111883.875 422857.6799999997, 111883.46200000122 422857.4750000015))"
kunstwerk_vlak.23,30,{E95AC64F-7F79-40E8-98CB-BA0750A7897F},"109C.KA.-.7,021",44B-003-01,WNZ Z,Tuigsteiger Ottersluis Nieuwe Merwede zijde,Drijvende steiger, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2012-10-09T00:00:00,Luchtfoto 2011,Rijn-Maasmonding,Middendeel,109C,KA,-,7.021,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111935.84899999946 422777.08100000024, 111939.5 422772.1009999998, 111938.2899999991 422771.0489999987, 111934.71799999848 422776.0689999983, 111935.84899999946 422777.08100000024))"
kunstwerk_vlak.24,30,{B89BD3C9-68BE-4E7A-B568-DC33EABB7965},"109C.KA.-.7,022",44B-003-01,WNZ Z,Tuigsteiger Ottersluis Nieuwe Merwede zijde,Drijvende steiger, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2012-10-09T00:00:00,Luchtfoto 2011,Rijn-Maasmonding,Middendeel,109C,KA,-,7.022,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((111940.13500000164 422771.20800000057, 111943.29100000113 422766.4450000003, 111942.10000000149 422765.4930000007, 111938.96499999985 422770.2349999994, 111940.13500000164 422771.20800000057))"
kunstwerk_vlak.25,30,{BA431646-510F-4E59-8BEE-B7CB78E1B309},"109C.KA.-.968,221",44B-353-01,WNZ Z,Loopsteiger buitenzijde Helsluis,Loopbrug, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-05-15T00:00:00,DTB,Rijn-Maasmonding,Middendeel,109C,KA,-,968.221,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((113269.09200000018 424859.5549999997, 113268.18400000036 424859.31500000134, 113269.42700000107 424862.34699999914, 113264.54100000113 424875.38599999994, 113263.07499999925 424879.2989999987, 113257.83399999887 424898.84800000116, 113258.79199999943 424899.10500000045, 113264.03799999878 424879.54100000113, 113265.14299999923 424876.5920000002, 113270.39299999923 424862.5789999999, 113269.09200000018 424859.5549999997))"
kunstwerk_vlak.28,30,{9D98D203-E7C2-4ACC-8C37-F389806A4B05},109A.KA.R.962,44B-001-01,WNZ Z,Steiger buitenzijde Biesboschsluis,Vaste steiger, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2012-02-16T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109A,KA,R,962.0,--,RWS,RWS,RWS,Niet bekend,nee,,,"POLYGON ((119798.72599999979 424208.33399999887, 119798.66200000048 424206.66099999845, 119808.83700000122 424206.8189999983, 119813.02299999818 424206.8839999996, 119814.17300000042 424206.90199999884, 119814.61100000143 424206.90900000185, 119814.59699999914 424204.5859999992, 119814.14600000158 424204.5799999982, 119813.0150000006 424204.5370000005, 119809.01399999857 424204.4120000005, 119798.55799999833 424204.0859999992, 119798.51300000027 424202.3040000014, 119797.98900000006 424202.25400000066, 119798.19799999893 424208.28500000015, 119798.72599999979 424208.33399999887))"
kunstwerk_vlak.29,31,{C5293B90-C5D2-4708-BAD5-1347953CD94A},"109A.KB.-.962,5",44B-001-02,WNZ Z,Beweegbare brug Biesboschsluis,Ophaalbrug, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2014-02-25T00:00:00,DTB2000,Rijn-Maasmonding,Middendeel,109A,KB,-,962.5,--,Niet bekend,Niet bekend,Niet bekend,Niet bekend,nee,,,"POLYGON ((119779.53799999878 424046.2879999988, 119778.58799999952 424046.2719999999, 119778.58199999854 424052.26999999955, 119778.57999999821 424053.96499999985, 119779.52800000086 424053.9670000002, 119786.78500000015 424054.0069999993, 119787.48299999908 424054.01099999994, 119787.51799999923 424046.4210000001, 119786.84299999848 424046.41000000015, 119779.53799999878 424046.2879999988))"
kunstwerk_vlak.30,31,{57F90CA4-978C-4D0F-9C2C-7B42B44D98FB},"109C.KB.-.968,21",44B-353-02,WNZ Z,Loopbrug over Helsluis,Rolbasculebrug, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-11-14T00:00:00,DTB2000 landsdekkend,Rijn-Maasmonding,Middendeel,109C,KB,-,968.21,--,Niet bekend,Niet bekend,Niet bekend,Niet bekend,nee,,,"POLYGON ((113268.7650000006 424854.1180000007, 113260.7490000017 424852.47300000116, 113260.35200000182 424854.05999999866, 113268.39400000125 424855.69999999925, 113272.22599999979 424856.48099999875, 113272.32400000095 424856.5, 113272.34209999815 424856.5036999993, 113273.24399999902 424856.688000001, 113278.07800000161 424857.6739999987, 113279.2109999992 424857.90399999917, 113279.22740000114 424857.9074999988, 113279.30900000036 424857.92500000075, 113281.12200000137 424858.29399999976, 113281.65500000119 424856.86400000006, 113281.69099999964 424856.76999999955, 113279.70199999958 424856.36499999836, 113279.61840000004 424856.3440999985, 113279.60599999875 424856.34099999815, 113278.14900000021 424856.04300000146, 113273.59899999946 424855.1099999994, 113272.65819999948 424854.9160999991, 113272.64299999923 424854.9129999988, 113272.54500000179 424854.8929999992, 113270.35399999842 424854.4439999983, 113269.82800000161 424854.3359999992, 113268.7650000006 424854.1180000007))"
kunstwerk_vlak.31,31,{0CE8BAA1-6D47-427B-8F20-7B63BBE6463A},"109C.KB.-.7,025",44B-003-02,WNZ Z,Beweegbare brug Ottersluis,Rolbasculebrug, , ,Wel in beheer,IVOV, , ,vobo, , , ,-999,haakj,2013-05-08T00:00:00,DTB2000,Rijn-Maasmonding,Middendeel,109C,KB,-,7.025,--,Niet bekend,Niet bekend,Niet bekend,Niet bekend,nee,,,"MULTIPOLYGON (((111918.61600000039 422845.43299999833, 111914.87299999967 422843.4979999997, 111914.40500000119 422844.3909999989, 111918.16800000146 422846.3599999994, 111918.61600000039 422845.43299999833)), ((111908.2109999992 422840.0529999994, 111907.98299999908 422839.93400000036, 111907.49700000137 422840.8740000017, 111907.71499999985 422840.98800000176, 111908.2109999992 422840.0529999994)))"
