FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2007_100.1,0,1700791,17,791,126,133.43242,7.43242,-1.318,2012,- - 3 - - -,3,663.6,,,"POLYGON ((20557.258999999613 381067.55000000075, 20595.79399999976 380941.5089999996, 20404.53299999982 380883.03400000185, 20365.997999999672 381009.07499999925, 20557.258999999613 381067.55000000075))"
trend_2007_100.2,0,1700802,17,802,133,136.94761,3.94761,-0.719,2012,- - 3 - - -,3,543.8,,,"POLYGON ((20448.26000000164 381033.55000000075, 20469.280999999493 380964.79100000113, 20278.019999999553 380906.31700000167, 20256.9990000017 380975.07499999925, 20448.26000000164 381033.55000000075))"
trend_2007_100.3,0,1700822,17,822,73,90.92016,17.92016,-1.864,2016,- - 3 - - -,3,772.8,,,"POLYGON ((20436.923000000417 381022.9840000011, 20456.40700000152 380837.60500000045, 20257.50299999863 380816.69900000095, 20238.01900000125 381002.0780000016, 20436.923000000417 381022.9840000011))"
trend_2007_100.4,0,1700851,17,851,-3,20.89595,23.89595,-2.005,>2017,- - 3 - - -,3,801,,,"POLYGON ((20157.923000000417 380989.9840000011, 20178.881000000983 380790.58199999854, 19979.977000001818 380769.6770000011, 19959.01900000125 380969.0780000016, 20157.923000000417 380989.9840000011))"
trend_2007_100.5,0,1700877,17,877,-55,-38.45103,16.54897,-4.063,2011,- - 3 - - -,3,1212.6,,,"POLYGON ((19899.923000000417 380959.9840000011, 19942.392999999225 380555.91000000015, 19743.48900000006 380535.00400000066, 19701.01900000125 380939.0780000016, 19899.923000000417 380959.9840000011))"
trend_2007_100.6,0,1700903,17,903,-123,-102.46865,20.53135,-4.665,2011,- - 3 - - -,3,1333,,,"POLYGON ((19636.923000000417 380928.9840000011, 19685.686000000685 380465.0399999991, 19486.780999999493 380444.1339999996, 19438.01900000125 380908.0789999999, 19636.923000000417 380928.9840000011))"
trend_2007_100.7,0,1700936,17,936,-166,-100.52,65.48,-12.397,2012,- - - - - -,3,2879.4,,,"POLYGON ((19313.923000000417 380890.9840000011, 19443.506999999285 379658.07499999925, 19244.602000001818 379637.1700000018, 19115.017999999225 380870.0789999999, 19313.923000000417 380890.9840000011))"
trend_2007_100.8,0,1700962,17,962,-194,56.07,250.07,-2.295,>2017,- - - - - -,3,859,,,"POLYGON ((19050.923000000417 380859.9840000011, 19074.912000000477 380631.7410000004, 18876.00800000131 380610.8359999992, 18852.017999999225 380839.0780000016, 19050.923000000417 380859.9840000011))"
trend_2007_100.9,0,1700979,17,979,29,75.41,46.41,-3.521,>2017,- - - - - -,3,1104.2,,,"POLYGON ((18886.923000000417 380840.9840000011, 18923.727000001818 380490.813000001, 18724.822999998927 380469.9070000015, 18688.01900000125 380820.0789999999, 18886.923000000417 380840.9840000011))"
trend_2007_100.10,0,1700993,17,993,59,89.01,30.01,-7.646,2010,- - - - - -,3,1929.2,,,"POLYGON ((18421.01099999994 380768.57400000095, 18744.144999999553 380075.61100000143, 18562.883999999613 379991.0879999995, 18239.75 380684.05099999905, 18421.01099999994 380768.57400000095))"
trend_2007_100.11,0,1701007,17,1007,43,72.42,29.42,-6.509,2011,- - - - - -,3,1701.8,,,"POLYGON ((18260.50800000131 380745.618999999, 18545.844000000507 380160.5929999985, 18366.085000000894 380072.91899999976, 18080.75 380657.9439999983, 18260.50800000131 380745.618999999))"
trend_2007_100.12,0,1701021,17,1021,34,66.2,32.2,-6.929,2011,- - - - - -,3,1785.8,,,"POLYGON ((18138.01199999824 380735.57400000095, 18430.844000000507 380107.5940000005, 18249.58199999854 380023.0700000003, 17956.75 380651.05099999905, 18138.01199999824 380735.57400000095))"
trend_2007_100.13,0,1701032,17,1032,26,68.03,42.03,-4.496,2016,- - - - - -,3,1299.2,,,"POLYGON ((18034.01199999824 380723.57400000095, 18224.02100000158 380316.09899999946, 18042.758999999613 380231.57499999925, 17852.75 380639.05099999905, 18034.01199999824 380723.57400000095))"
trend_2007_100.14,0,402360,4,2360,166,429.1,263.1,-9.146,>2017,- - - - - -,3,2229.2,,,"POLYGON ((160474.4840000011 606778.870000001, 160680.22399999946 605887.7109999992, 160485.3500000015 605842.7210000008, 160279.6099999994 606733.879999999, 160474.4840000011 606778.870000001))"
trend_2007_100.15,0,402380,4,2380,170,453,283,-10.453,>2017,- - - - - -,3,2490.6,,,"POLYGON ((160670.4840000011 606822.870000001, 160905.625 605804.3610000014, 160710.7509999983 605759.3709999993, 160475.6099999994 606777.879999999, 160670.4840000011 606822.870000001))"
trend_2007_100.16,0,402400,4,2400,170,476.2,306.2,-10.601,>2017,- - - - - -,3,2520.2,,,"POLYGON ((160865.4840000011 606865.870000001, 161103.9549999982 605832.9409999996, 160909.08100000024 605787.9499999993, 160670.6099999994 606820.879999999, 160865.4840000011 606865.870000001))"
trend_2007_100.17,0,402420,4,2420,174,486.7,312.7,-11.669,>2017,- - - - - -,3,2733.8,,,"POLYGON ((161060.4840000011 606909.870000001, 161322.97899999842 605772.8779999986, 161128.10500000045 605727.8869999982, 160865.6099999994 606864.879999999, 161060.4840000011 606909.870000001))"
trend_2007_100.18,0,402440,4,2440,160,516.8,356.8,-12.797,>2017,- - - - - -,3,2959.4,,,"POLYGON ((161255.4840000011 606952.870000001, 161543.35399999842 605705.9679999985, 161348.48000000045 605660.9780000001, 161060.6099999994 606907.879999999, 161255.4840000011 606952.870000001))"
trend_2007_100.19,0,402460,4,2460,130,539.1,409.1,-12.911,>2017,- - - - - -,3,2982.2,,,"POLYGON ((161450.4840000011 606996.870000001, 161740.91800000146 605738.8610000014, 161546.04399999976 605693.8709999993, 161255.6099999994 606951.879999999, 161450.4840000011 606996.870000001))"
trend_2007_100.20,0,402480,4,2480,115,548.4,433.4,-13.494,>2017,- - - - - -,3,3098.8,,,"POLYGON ((161645.4840000011 607040.870000001, 161949.03299999982 605726.0549999997, 161754.15900000185 605681.0650000013, 161450.6099999994 606995.879999999, 161645.4840000011 607040.870000001))"
trend_2007_100.21,0,402500,4,2500,100,527.6,427.6,-15.798,>2017,- - - - - -,3,3559.6,,,"POLYGON ((161840.4840000011 607083.870000001, 162195.86100000143 605544.5599999987, 162000.98699999973 605499.5700000003, 161645.6099999994 607038.879999999, 161840.4840000011 607083.870000001))"
trend_2007_100.22,0,402520,4,2520,90,537.2,447.2,-16.41,>2017,- - - - - -,3,3682,,,"POLYGON ((162035.4840000011 607127.870000001, 162404.62900000066 605528.9290000014, 162209.75499999896 605483.938000001, 161840.6099999994 607082.879999999, 162035.4840000011 607127.870000001))"
trend_2007_100.23,0,402540,4,2540,80,553.4,473.4,-14.385,>2017,- - - - - -,3,3277,,,"POLYGON ((162230.4840000011 607170.870000001, 162554.07600000128 605769.2390000001, 162359.20199999958 605724.2490000017, 162035.6099999994 607125.879999999, 162230.4840000011 607170.870000001))"
trend_2007_100.24,0,402560,4,2560,70,539.1,469.1,-17.477,>2017,- - - - - -,3,3895.4,,,"POLYGON ((162425.4840000011 607214.870000001, 162818.63100000098 605511.9629999995, 162623.75699999928 605466.9730000012, 162230.6099999994 607169.879999999, 162425.4840000011 607214.870000001))"
trend_2007_100.25,0,402580,4,2580,60,544,484,-19.889,>2017,- - - - - -,3,4377.8,,,"POLYGON ((162621.4840000011 607258.870000001, 163068.88899999857 605320.9459999986, 162874.0150000006 605275.9549999982, 162426.6099999994 607213.879999999, 162621.4840000011 607258.870000001))"
trend_2007_100.26,0,504000,5,4000,60,326.9,266.9,1.845,-,- - - - - -,1,769,,,"POLYGON ((123448.1799999997 585487.4140000008, 123317.7190000005 585617.8759999983, 123459.1400000006 585759.2969999984, 123589.60099999979 585628.8359999992, 123448.1799999997 585487.4140000008))"
