FID,BOOMSOORT,BUURT,EIGENAAR,EPR_INSPECTIEDATUM,EPR_REG_OPMERKINGEN,EPR_UITVOERINGSDATUM,EPR_UITV_OPMERKINGEN,EPR_URGENTIE,EPR_HOOGTE_NEST,EPR_NEST_GROOT,EPR_NEST_KLEIN,EPR_NEST_MIDDEL,FUNCTIE,ID,KROONDIAMETER,NEDERLANDSE_NAAM,PLANTJAAR,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,STRAAT,WIJK,LONGITUDE,BOOMHOOGTE,BOOMKLASSE,LATITUDE

Bomen_eikenprocessierups_2017.472223,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-06,,Normaal (binnen 14 dagen),0 - 8 meter,,,4,Agrarische bestemming,662,9,zomereik,1950,Bomenrij,21-30 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.4580575907291,12-15 m,Geen vrije uitgroei,52.1631565930889

Bomen_eikenprocessierups_2017.472224,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-06,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,663,9,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45799994741377,12-15 m,Geen vrije uitgroei,52.1631684080196

Bomen_eikenprocessierups_2017.472225,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2020-07-08,,,,,,4,Agrarische bestemming,476,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45350375164275,12-15 m,Geen vrije uitgroei,52.1629425704126

Bomen_eikenprocessierups_2017.472226,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,3,1,,Agrarische bestemming,154,9,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43863430846778,12-15 m,Geen vrije uitgroei,52.1632145529248

Bomen_eikenprocessierups_2017.472227,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Agrarische bestemming,155,9,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.43868979991045,12-15 m,Geen vrije uitgroei,52.1631740835537

Bomen_eikenprocessierups_2017.472228,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,2,,3,Agrarische bestemming,157,6,zomereik,1983,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44037024000529,12-15 m,Geen vrije uitgroei,52.1629189894081

Bomen_eikenprocessierups_2017.472229,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,15,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42558997118121,12-15 m,Geen vrije uitgroei,52.1628419669307

Bomen_eikenprocessierups_2017.472230,Quercus robur,De Wieken,Gemeente Amersfoort,2018-07-03,,2019-07-10,,Normaal (binnen 14 dagen),> 8 meter,,1,,Agrarische bestemming,105,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Valleipoort,5.4284456815695,15-18 m,Geen vrije uitgroei,52.1643716511644

Bomen_eikenprocessierups_2017.472231,Quercus robur,De Wieken,Gemeente Amersfoort,2018-07-03,,2018-07-31,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Agrarische bestemming,106,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Valleipoort,5.42819857491103,15-18 m,Geen vrije uitgroei,52.1642566914102

Bomen_eikenprocessierups_2017.472232,Quercus robur,De Wieken,Gemeente Amersfoort,2019-06-26,,2019-07-10,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,107,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Valleipoort,5.4280348092248,15-18 m,Geen vrije uitgroei,52.1641767553551

Bomen_eikenprocessierups_2017.472233,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-09,,Normaal (binnen 14 dagen),> 8 meter,,1,1,Agrarische bestemming,620,9,zomereik,1930,Groep,31-50 cm,Bosplantsoen,Stoutenburgerlaan,Stoutenburg Noord,5.45879021479163,15-18 m,Geen vrije uitgroei,52.1660354514793

Bomen_eikenprocessierups_2017.472234,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,438,9,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45055732726273,18-24 m,Geen vrije uitgroei,52.1625426163346

Bomen_eikenprocessierups_2017.472235,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-02,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,439,9,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45062585640641,18-24 m,Geen vrije uitgroei,52.1625662786739

Bomen_eikenprocessierups_2017.472054,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2019-06-24,,2020-07-06,,Normaal (binnen 14 dagen),> 8 meter,,,4,Agrarische bestemming,464,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45287637328729,15-18 m,Geen vrije uitgroei,52.1628731384954

Bomen_eikenprocessierups_2017.472055,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2018-06-28,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Stadsdeel- en wijkgroen,1747,12,zomereik,1958,Solitair,51-100 cm,Heesters,Ringweg-Randenbroek,Randenbroek,5.40704111369585,15-18 m,Geen vrije uitgroei,52.1505959729368

Bomen_eikenprocessierups_2017.472056,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-11,,2019-06-12,,Normaal (binnen 14 dagen),0 - 8 meter,,,5,Stadsdeel- en wijkgroen,1771,15,zomereik,1950,Groep,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.4022178856581,15-18 m,Geen vrije uitgroei,52.143526083345

Bomen_eikenprocessierups_2017.472057,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-11,,2019-06-12,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Stadsdeel- en wijkgroen,1772,15,zomereik,1950,Groep,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40212871485025,15-18 m,Geen vrije uitgroei,52.1435011735932

Bomen_eikenprocessierups_2017.472058,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-06,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,1046,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47066555106863,18-24 m,Geen vrije uitgroei,52.1643765111926

Bomen_eikenprocessierups_2017.472059,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),> 8 meter,,2,,Agrarische bestemming,1047,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47059217178228,18-24 m,Geen vrije uitgroei,52.1643407235145

Bomen_eikenprocessierups_2017.472060,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),> 8 meter,,2,,Agrarische bestemming,1048,15,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47047177547117,15-18 m,Geen vrije uitgroei,52.1642991895317

Bomen_eikenprocessierups_2017.472061,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2019-07-31,,,,,,,Agrarische bestemming,1049,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47037018931068,18-24 m,Geen vrije uitgroei,52.1642622643309

Bomen_eikenprocessierups_2017.472062,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),> 8 meter,,,,Agrarische bestemming,1051,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.4701331512308,18-24 m,Geen vrije uitgroei,52.1641745666435

Bomen_eikenprocessierups_2017.472063,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,1058,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47057246467142,15-18 m,Geen vrije uitgroei,52.16486675953

Bomen_eikenprocessierups_2017.472064,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,1059,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47052371977998,18-24 m,Geen vrije uitgroei,52.1649384697543

Bomen_eikenprocessierups_2017.472065,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,1060,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47048064471528,18-24 m,Geen vrije uitgroei,52.1650286752346

Bomen_eikenprocessierups_2017.472066,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,1061,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.4704431741924,18-24 m,Geen vrije uitgroei,52.1650980676602

Bomen_eikenprocessierups_2017.472067,Quercus robur Fastigiate Koster,Rubensstraat,Gemeente Amersfoort,2020-06-09,,2020-06-10,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Stadsdeel- en wijkgroen,3200,9,piramidale eik,1970,Groep,31-50 cm,Ruw gras,Cornelis van Zwollaan,Vermeerkwartier,5.39587458878185,18-24 m,Geen vrije uitgroei,52.1482548169174

Bomen_eikenprocessierups_2017.472068,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),> 8 meter,,,2,Agrarische bestemming,241,21,zomereik,1930,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44855494174172,>24 m,Geen vrije uitgroei,52.162045030573

Bomen_eikenprocessierups_2017.472069,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,7,Agrarische bestemming,242,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44864118604577,>24 m,Geen vrije uitgroei,52.1620575691527

Bomen_eikenprocessierups_2017.472070,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-01-01,,2020-07-02,,,,,,3,Agrarische bestemming,244,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44800553963441,>24 m,Geen vrije uitgroei,52.1621288995707

Bomen_eikenprocessierups_2017.472071,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2020-07-02,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,246,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44780392689496,18-24 m,Geen vrije uitgroei,52.1621820307762

Bomen_eikenprocessierups_2017.472072,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),> 8 meter,,4,,Agrarische bestemming,1132,15,zomereik,1950,Bomenrij,51-100 cm,Bosplantsoen,Koedijkerweg,Stoutenburg Noord,5.46117185437385,18-24 m,Geen vrije uitgroei,52.1633122529398

Bomen_eikenprocessierups_2017.472073,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2019-07-31,,,,,,,Agrarische bestemming,976,12,zomereik,1950,Bomenrij,51-100 cm,Bosplantsoen,Koedijkerweg,Stoutenburg Noord,5.4659974575867,15-18 m,Geen vrije uitgroei,52.1638695400292

Bomen_eikenprocessierups_2017.472074,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2019-07-31,,,,,,3,Agrarische bestemming,1052,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47000711227872,18-24 m,Geen vrije uitgroei,52.1641295690577

Bomen_eikenprocessierups_2017.472075,Niet aanwezig,Randenbroekerweg,Gemeente Amersfoort,2019-07-15,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,1208,21,smalbladige wintereik,1945,Niet te beoordelen,51-100 cm,Halfverharding,Reigerstraat,Randenbroek,5.39816232605611,12-15 m,Niet te beoordelen,52.1520126903773

Bomen_eikenprocessierups_2017.472076,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2018-06-28,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Pareltjes,1766,15,zomereik,1989,Bomenrij,31-50 cm,Gazon,Euterpeplein,Randenbroek,5.40767564992916,12-15 m,Geen vrije uitgroei,52.1515288111227

Bomen_eikenprocessierups_2017.472077,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Pareltjes,1767,15,zomereik,1989,Bomenrij,31-50 cm,Gazon,Euterpeplein,Randenbroek,5.40762737555869,12-15 m,Geen vrije uitgroei,52.1514011910961

Bomen_eikenprocessierups_2017.472078,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Agrarische bestemming,20,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42628153586824,15-18 m,Geen vrije uitgroei,52.1631590150123

Bomen_eikenprocessierups_2017.472079,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,1,1,,Agrarische bestemming,31,15,zomereik,1950,Bomenrij,51-100 cm,Haag,Hogeweg,Stoutenburg Noord,5.42772905769755,15-18 m,Geen vrije uitgroei,52.1638550935505

Bomen_eikenprocessierups_2017.472080,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,,,,,,,,Agrarische bestemming,32,15,zomereik,1950,Bomenrij,31-50 cm,Elementverharding,Hogeweg,Stoutenburg Noord,5.42782994730241,15-18 m,Geen vrije uitgroei,52.1639035937948

Bomen_eikenprocessierups_2017.472081,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-07-03,,2018-07-31,,Normaal (binnen 14 dagen),> 8 meter,,2,,Agrarische bestemming,33,15,zomereik,1950,Bomenrij,31-50 cm,Elementverharding,Hogeweg,Stoutenburg Noord,5.4279323002255,15-18 m,Geen vrije uitgroei,52.1639538910647

Bomen_eikenprocessierups_2017.472082,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-07-03,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Agrarische bestemming,34,12,zomereik,1990,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42804050040294,12-15 m,Geen vrije uitgroei,52.1640050850537

Bomen_eikenprocessierups_2017.472083,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,35,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42818087262273,15-18 m,Geen vrije uitgroei,52.1640760411971

Bomen_eikenprocessierups_2017.472084,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2020-07-06,,,,,,3,Agrarische bestemming,656,9,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45858637209455,12-15 m,Geen vrije uitgroei,52.1630548307096

Bomen_eikenprocessierups_2017.472085,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-07,,Normaal (binnen 14 dagen),0 - 8 meter,,,6,Agrarische bestemming,572,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.45768184346308,15-18 m,Geen vrije uitgroei,52.1632948610983

Bomen_eikenprocessierups_2017.472086,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,18,12,zomereik,1950,Bomenrij,51-100 cm,Elementverharding,Hogeweg,Stoutenburg Noord,5.42605636639883,15-18 m,Geen vrije uitgroei,52.163046739938

Bomen_eikenprocessierups_2017.472087,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-07-03,,2020-07-13,,Normaal (binnen 14 dagen),> 8 meter,,,3,Agrarische bestemming,919,15,zomereik,1930,Bomenrij,51-100 cm,Bosplantsoen,Stoutenburgerlaan,Stoutenburg Noord,5.45725331880452,15-18 m,Geen vrije uitgroei,52.1549606901569

Bomen_eikenprocessierups_2017.472088,Quercus robur,De Wieken,Gemeente Amersfoort,2020-06-22,,2020-06-26,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,112,9,zomereik,1950,Groep,31-50 cm,Gazon,Oude Lageweg,Valleipoort,5.42815116856891,15-18 m,Geen vrije uitgroei,52.168394722551

Bomen_eikenprocessierups_2017.472089,Quercus robur,De Wieken,Gemeente Amersfoort,2020-06-22,,2020-06-26,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,113,9,zomereik,1950,Groep,51-100 cm,Gazon,Oude Lageweg,Valleipoort,5.42810437930306,15-18 m,Geen vrije uitgroei,52.1683776615967

Bomen_eikenprocessierups_2017.472090,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-07-03,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Agrarische bestemming,16,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42570693418179,12-15 m,Geen vrije uitgroei,52.1628922614487

Bomen_eikenprocessierups_2017.472091,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,2,3,Agrarische bestemming,224,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44711426951076,18-24 m,Geen vrije uitgroei,52.1623037159194

Bomen_eikenprocessierups_2017.472092,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,2,,6,Agrarische bestemming,227,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44729689024227,15-18 m,Geen vrije uitgroei,52.1622550894388

Bomen_eikenprocessierups_2017.472093,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,1,1,4,Agrarische bestemming,228,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.4473918518067,15-18 m,Geen vrije uitgroei,52.1622289766363

Bomen_eikenprocessierups_2017.472094,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Agrarische bestemming,37,6,zomereik,1990,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42840019817931,9-12 m,Geen vrije uitgroei,52.1641793264155

Bomen_eikenprocessierups_2017.472095,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),> 8 meter,,1,2,Agrarische bestemming,38,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42852594618891,15-18 m,Geen vrije uitgroei,52.1642395017108

Bomen_eikenprocessierups_2017.472096,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-07-03,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Agrarische bestemming,41,15,zomereik,1950,Bomenrij,51-100 cm,Elementverharding,Hogeweg,Stoutenburg Noord,5.42888564608376,15-18 m,Geen vrije uitgroei,52.1644119440396

Bomen_eikenprocessierups_2017.472097,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Agrarische bestemming,62,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.43142702111019,18-24 m,Geen vrije uitgroei,52.1656315834933

Bomen_eikenprocessierups_2017.472098,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2020-07-02,,Normaal (binnen 14 dagen),> 8 meter,,,2,Agrarische bestemming,253,15,zomereik,1931,Bomenrij,51-100 cm,Elementverharding,Koedijkerweg,Stoutenburg Noord,5.44731013475212,18-24 m,Geen vrije uitgroei,52.1623233906152

Bomen_eikenprocessierups_2017.472099,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-01-01,,2020-07-01,,,,1,2,6,Agrarische bestemming,256,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44698872733077,18-24 m,Geen vrije uitgroei,52.1624134310878

Bomen_eikenprocessierups_2017.472100,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,1062,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47039817016856,15-18 m,Geen vrije uitgroei,52.1651593694892

Bomen_eikenprocessierups_2017.472101,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2020-07-06,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,1065,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.47029139054775,18-24 m,Geen vrije uitgroei,52.1653652283109

Bomen_eikenprocessierups_2017.472102,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),> 8 meter,,1,1,Agrarische bestemming,1114,9,zomereik,1970,Groep,31-50 cm,Bosplantsoen,Koedijkerweg,Stoutenburg Noord,5.4657410558966,15-18 m,Geen vrije uitgroei,52.1638792789693

Bomen_eikenprocessierups_2017.472103,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-01-01,,2019-07-31,,,,,,1,Agrarische bestemming,1196,12,zomereik,1970,Groep,31-50 cm,Bosplantsoen,Koedijkerweg,Stoutenburg Noord,5.46449962944085,6-9 m,Flora en Faunaboom,52.1635008914714

Bomen_eikenprocessierups_2017.472104,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,Agrarische bestemming,589,12,zomereik,1930,Bomenrij,31-50 cm,Ruw gras,Stoutenburgerlaan,Stoutenburg Noord,5.45914359603809,15-18 m,Geen vrije uitgroei,52.1634277482202

Bomen_eikenprocessierups_2017.472105,Quercus robur,Stoutenburgerlaan,Gemeente Amersfoort,2018-06-29,,2019-07-31,,Normaal (binnen 14 dagen),> 8 meter,,,1,Agrarische bestemming,1138,9,zomereik,1980,Bomenrij,31-50 cm,Bosplantsoen,Koedijkerweg,Stoutenburg Noord,5.46154600702388,12-15 m,Geen vrije uitgroei,52.163342077444

Bomen_eikenprocessierups_2017.472106,Quercus robur,Willem III,Gemeente Amersfoort,2018-06-28,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Buurt- en blokgroen,1404,9,zomereik,1986,Bomenrij,51-100 cm,Heesters,Willem van Otterloostraat,Randenbroek,5.40140708872907,15-18 m,Geen vrije uitgroei,52.1553019263905

Bomen_eikenprocessierups_2017.472107,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Agrarische bestemming,229,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44749119771812,15-18 m,Geen vrije uitgroei,52.1622028615387

Bomen_eikenprocessierups_2017.472108,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-24,,2020-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,7,Agrarische bestemming,230,12,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44759492315019,18-24 m,Geen vrije uitgroei,52.16217314904

Bomen_eikenprocessierups_2017.472109,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-06-29,,2018-08-03,,Normaal (binnen 14 dagen),> 8 meter,,,2,Agrarische bestemming,250,15,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Koedijkerweg,Stoutenburg Noord,5.44755264253753,>24 m,Geen vrije uitgroei,52.1622495673882

Bomen_eikenprocessierups_2017.472110,Quercus robur,Bloeidaal,Gemeente Amersfoort,2018-07-03,,1900-01-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Agrarische bestemming,28,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42742346414846,15-18 m,Geen vrije uitgroei,52.1637059979977

Bomen_eikenprocessierups_2017.472111,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Agrarische bestemming,29,15,zomereik,1950,Bomenrij,51-100 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42751558065861,15-18 m,Geen vrije uitgroei,52.1637509063665

Bomen_eikenprocessierups_2017.472112,Quercus robur,Rubensstraat,Gemeente Amersfoort,2019-06-11,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Stadsdeel- en wijkgroen,3198,15,zomereik,1970,Groep,31-50 cm,Ruw gras,Cornelis van Zwollaan,Vermeerkwartier,5.39593491836426,18-24 m,Geen vrije uitgroei,52.1483033051812

Bomen_eikenprocessierups_2017.472113,Quercus robur,Bloeidaal,Gemeente Amersfoort,2019-06-26,,2019-07-08,,Normaal (binnen 14 dagen),0 - 8 meter,2,1,,Agrarische bestemming,21,12,zomereik,1950,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Stoutenburg Noord,5.42639850514816,12-15 m,Geen vrije uitgroei,52.1632147015483

