OBJECTID,OBJECT_TYPE,OBJECT_NAAM,BEHEERDER,TOELICHTING,Shape__Length
118,WISSEL_KR_BEEN,4449,ProRail,,3.89996782038006
119,WISSEL_KR_BEEN,4449,ProRail,,36.492037881986
120,WISSEL_KR_BEEN,4449,ProRail,,36.4696968043333
121,WISSEL_KR_BEEN,912,ProRail,,4.50035776355614
122,WISSEL_KR_BEEN,912,ProRail,,34.0880311989398
123,WISSEL_KR_BEEN,912,ProRail,,34.0645839839561
124,WISSEL_KR_BEEN,4081,ProRail,,29.7886632094635
125,WISSEL_KR_BEEN,4081,ProRail,,36.4697234565879
126,WISSEL_KR_BEEN,4081,ProRail,,3.90032049965128
127,WISSEL_KR_BEEN,4129,ProRail,,3.89998064097759
128,WISSEL_KR_BEEN,4129,ProRail,,30.679853602386
129,WISSEL_KR_BEEN,4129,ProRail,,27.2466302519793
130,WISSEL_KR_BEEN,4435,ProRail,,3.90049496859053
131,WISSEL_KR_BEEN,4435,ProRail,,43.3114105547115
132,WISSEL_KR_BEEN,4435,ProRail,,49.8046590692076
133,WISSEL_KR_BEEN,4127,ProRail,,36.4700871675191
134,WISSEL_KR_BEEN,4127,ProRail,,3.90016666310557
135,WISSEL_KR_BEEN,4127,ProRail,,36.485845285864
136,WISSEL_KR_BEEN,4369,ProRail,,43.166663751999
137,WISSEL_KR_BEEN,4369,ProRail,,3.89923710487064
138,WISSEL_KR_BEEN,4369,ProRail,,49.8056170616706
139,WISSEL_KR_BEEN,2821,ProRail,,125.970039213864
140,WISSEL_KR_BEEN,2821,ProRail,,125.988766931818
141,WISSEL_KR_BEEN,2821,ProRail,,5.09952595836123
142,WISSEL_KR_BEEN,4245,ProRail,,34.1106083205797
143,WISSEL_KR_BEEN,4245,ProRail,,27.3479351280787
144,WISSEL_KR_BEEN,4245,ProRail,,2.19779025386864
145,WISSEL_KR_BEEN,4071,ProRail,,19.6491643079292
146,WISSEL_KR_BEEN,4071,ProRail,,3.90067583887715
147,WISSEL_KR_BEEN,4071,ProRail,,30.3744440607561
148,WISSEL_KR_BEEN,4115,ProRail,,3.90053547605967
149,WISSEL_KR_BEEN,4115,ProRail,,36.4695941888905
150,WISSEL_KR_BEEN,4115,ProRail,,30.7799321257363
151,WISSEL_KR_BEEN,4375,ProRail,,49.805105963144
152,WISSEL_KR_BEEN,4375,ProRail,,49.8055049567816
153,WISSEL_KR_BEEN,4375,ProRail,,3.90019743090013
154,WISSEL_KR_BEEN,4259,ProRail,,36.4721462405748
155,WISSEL_KR_BEEN,4259,ProRail,,2.07130924779474
156,WISSEL_KR_BEEN,4259,ProRail,,36.4697712770453
157,WISSEL_KR_BEEN,4229,ProRail,,31.387136887585
158,WISSEL_KR_BEEN,4229,ProRail,,3.89965908766395
159,WISSEL_KR_BEEN,4229,ProRail,,36.4700483273604
160,WISSEL_KR_BEEN,4389,ProRail,,30.743027973835
161,WISSEL_KR_BEEN,4389,ProRail,,3.90022204496103
162,WISSEL_KR_BEEN,4389,ProRail,,27.283245652455
163,WISSEL_KR_BEEN,4089,ProRail,,3.89994935864557
164,WISSEL_KR_BEEN,4089,ProRail,,34.9273576792293
165,WISSEL_KR_BEEN,4089,ProRail,,36.4702079511483
166,WISSEL_KR_BEEN,920,ProRail,,2.05116674115002
167,WISSEL_KR_BEEN,920,ProRail,,34.0647666071558
168,WISSEL_KR_BEEN,920,ProRail,,34.0878832762796
169,WISSEL_KR_BEEN,2825,ProRail,,125.971414430924
170,WISSEL_KR_BEEN,2825,ProRail,,125.989498026621
171,WISSEL_KR_BEEN,2825,ProRail,,5.09895920752461
172,WISSEL_KR_BEEN,913,ProRail,,34.0654180218004
173,WISSEL_KR_BEEN,913,ProRail,,4.4989724382352
174,WISSEL_KR_BEEN,913,ProRail,,34.0890597199363
175,WISSEL_KR_BEEN,4051,ProRail,,3.90057047109779
176,WISSEL_KR_BEEN,4051,ProRail,,36.4697640244738
177,WISSEL_KR_BEEN,4051,ProRail,,36.492161074432
178,WISSEL_KR_BEEN,4379,ProRail,,49.8044600512846
179,WISSEL_KR_BEEN,4379,ProRail,,3.90031024407034
180,WISSEL_KR_BEEN,4379,ProRail,,49.8096734844068
181,WISSEL_KR_BEEN,4137,ProRail,,3.89928621673249
182,WISSEL_KR_BEEN,4137,ProRail,,36.4701811347298
183,WISSEL_KR_BEEN,4137,ProRail,,36.474766629356
184,WISSEL_KR_BEEN,4363,ProRail,,36.5127181351358
185,WISSEL_KR_BEEN,4363,ProRail,,29.7493111636331
186,WISSEL_KR_BEEN,4363,ProRail,,3.94647792341475
187,WISSEL_KR_BEEN,4243,ProRail,,3.89979102004197
188,WISSEL_KR_BEEN,4243,ProRail,,36.4699980257746
189,WISSEL_KR_BEEN,4243,ProRail,,34.8599583271993
190,WISSEL_KR_BEEN,4445,ProRail,,61.1452894751509
191,WISSEL_KR_BEEN,4445,ProRail,,3.89987999815379
192,WISSEL_KR_BEEN,4445,ProRail,,53.703043724139
193,WISSEL_KR_BEEN,901,ProRail,,34.0652482450958
194,WISSEL_KR_BEEN,901,ProRail,,4.49962053955664
195,WISSEL_KR_BEEN,901,ProRail,,26.2102809705363
196,WISSEL_KR_BEEN,4121,ProRail,,36.4700871675191
197,WISSEL_KR_BEEN,4121,ProRail,,34.8598157376253
198,WISSEL_KR_BEEN,4121,ProRail,,3.90016666310557
199,WISSEL_KR_BEEN,4443,ProRail,,3.89953869066586
200,WISSEL_KR_BEEN,4443,ProRail,,53.7008730822351
201,WISSEL_KR_BEEN,4443,ProRail,,61.1456308905223
202,WISSEL_KR_BEEN,921,ProRail,,3.89950932810783
203,WISSEL_KR_BEEN,921,ProRail,,26.3494100243593
204,WISSEL_KR_BEEN,921,ProRail,,34.0216178921579
205,WISSEL_KR_BEEN,908,ProRail,,4.75044092690352
206,WISSEL_KR_BEEN,908,ProRail,,32.0218817330371
207,WISSEL_KR_BEEN,908,ProRail,,31.9744649681586
208,WISSEL_KR_BEEN,4133,ProRail,,3.90016666310557
209,WISSEL_KR_BEEN,4133,ProRail,,27.2297818691636
210,WISSEL_KR_BEEN,4133,ProRail,,30.6800397034414
211,WISSEL_KR_BEEN,916,ProRail,,34.0650532510959
212,WISSEL_KR_BEEN,916,ProRail,,4.50018888492472
213,WISSEL_KR_BEEN,916,ProRail,,34.08793865973
214,WISSEL_KR_BEEN,4225,ProRail,,3.90025960674415
215,WISSEL_KR_BEEN,4225,ProRail,,36.4702119340429
216,WISSEL_KR_BEEN,4225,ProRail,,29.0664377463795
217,WISSEL_KR_BEEN,4045,ProRail,,36.4908366444794
218,WISSEL_KR_BEEN,4045,ProRail,,36.4694739885862
219,WISSEL_KR_BEEN,4045,ProRail,,3.89961344238118
220,WISSEL_KR_BEEN,4125,ProRail,,36.5047959816133
221,WISSEL_KR_BEEN,4125,ProRail,,36.5273530247846
222,WISSEL_KR_BEEN,4125,ProRail,,3.90194579665069
223,WISSEL_KR_BEEN,4135,ProRail,,27.2334672094178
224,WISSEL_KR_BEEN,4135,ProRail,,30.679853602386
225,WISSEL_KR_BEEN,4135,ProRail,,3.8991841454335
226,WISSEL_KR_BEEN,4391,ProRail,,30.6974367822462
227,WISSEL_KR_BEEN,4391,ProRail,,27.3757218790734
228,WISSEL_KR_BEEN,4391,ProRail,,0.650837153211155
229,WISSEL_KR_BEEN,4083,ProRail,,29.7883857824581
230,WISSEL_KR_BEEN,4083,ProRail,,36.4703994082873
231,WISSEL_KR_BEEN,4083,ProRail,,3.89987294664839
232,WISSEL_KR_BEEN,4075,ProRail,,36.4968116581795
233,WISSEL_KR_BEEN,4075,ProRail,,3.90082888627533
234,WISSEL_KR_BEEN,4075,ProRail,,34.4413570314841
235,WISSEL_KR_BEEN,905,ProRail,,34.1711943264293
236,WISSEL_KR_BEEN,905,ProRail,,34.1720595725884
237,WISSEL_KR_BEEN,905,ProRail,,4.50040142653964
238,WISSEL_KR_BEEN,4265,ProRail,,30.9975722436451
239,WISSEL_KR_BEEN,4265,ProRail,,36.4891649979807
240,WISSEL_KR_BEEN,4265,ProRail,,3.89948971020568
241,WISSEL_KR_BEEN,4113,ProRail,,36.4700871689379
242,WISSEL_KR_BEEN,4113,ProRail,,36.4895214874322
243,WISSEL_KR_BEEN,4113,ProRail,,3.90016666310557
244,WISSEL_KR_BEEN,4093,ProRail,,3.89936417893995
245,WISSEL_KR_BEEN,4093,ProRail,,36.4706797852741
246,WISSEL_KR_BEEN,4093,ProRail,,29.7755162088195
247,WISSEL_KR_BEEN,4261,ProRail,,36.469935727939
248,WISSEL_KR_BEEN,4261,ProRail,,3.89989974230108
249,WISSEL_KR_BEEN,4261,ProRail,,36.4899121205358
250,WISSEL_KR_BEEN,4479,ProRail,,3.89915734486312
251,WISSEL_KR_BEEN,4479,ProRail,,53.7957294310314
252,WISSEL_KR_BEEN,4479,ProRail,,61.1455270808912
253,WISSEL_KR_BEEN,915,ProRail,,4.50011388744774
254,WISSEL_KR_BEEN,915,ProRail,,47.019577124853
255,WISSEL_KR_BEEN,915,ProRail,,47.0045701816278
256,WISSEL_KR_BEEN,4371,ProRail,,61.1458243954565
257,WISSEL_KR_BEEN,4371,ProRail,,61.144979589497
258,WISSEL_KR_BEEN,4371,ProRail,,3.89919196757482
259,WISSEL_KR_BEEN,4085,ProRail,,30.6873520851832
260,WISSEL_KR_BEEN,4085,ProRail,,3.89950484036114
261,WISSEL_KR_BEEN,4085,ProRail,,30.8497004847697
262,WISSEL_KR_BEEN,902,ProRail,,1.3254508666865
263,WISSEL_KR_BEEN,902,ProRail,,34.0879501694117
264,WISSEL_KR_BEEN,902,ProRail,,34.0646154388979
265,WISSEL_KR_BEEN,4131,ProRail,,27.3385772617341
266,WISSEL_KR_BEEN,4131,ProRail,,3.90016666310557
267,WISSEL_KR_BEEN,4131,ProRail,,30.679853602386
268,WISSEL_KR_BEEN,4277,ProRail,,4.49961442792602
269,WISSEL_KR_BEEN,4277,ProRail,,34.0882552292029
270,WISSEL_KR_BEEN,4277,ProRail,,34.065445953341
271,WISSEL_KR_BEEN,4263,ProRail,,36.5016027758521
272,WISSEL_KR_BEEN,4263,ProRail,,3.18794996823978
273,WISSEL_KR_BEEN,4263,ProRail,,36.4694840791586
274,WISSEL_KR_BEEN,4447,ProRail,,36.4697148467053
275,WISSEL_KR_BEEN,4447,ProRail,,3.90022178856536
276,WISSEL_KR_BEEN,4447,ProRail,,36.4914962224653
277,WISSEL_KR_BEEN,917,ProRail,,34.0646178020538
278,WISSEL_KR_BEEN,917,ProRail,,34.0884648834196
279,WISSEL_KR_BEEN,917,ProRail,,4.50018888492472
280,WISSEL_KR_BEEN,4073,ProRail,,36.4943475220014
281,WISSEL_KR_BEEN,4073,ProRail,,36.4701882235493
282,WISSEL_KR_BEEN,4073,ProRail,,3.89970319383412
283,WISSEL_KR_BEEN,4117,ProRail,,30.8025895072735
284,WISSEL_KR_BEEN,4117,ProRail,,3.89982589354961
285,WISSEL_KR_BEEN,4117,ProRail,,36.4896425627427
286,WISSEL_KR_BEEN,4123,ProRail,,3.90010166534156
287,WISSEL_KR_BEEN,4123,ProRail,,36.4907901138496
288,WISSEL_KR_BEEN,4123,ProRail,,36.4697232694433
289,WISSEL_KR_BEEN,4221,ProRail,,36.4703083206051
290,WISSEL_KR_BEEN,4221,ProRail,,36.4926047956349
291,WISSEL_KR_BEEN,4221,ProRail,,3.89948060643979
292,WISSEL_KR_BEEN,4119,ProRail,,36.4695942044643
293,WISSEL_KR_BEEN,4119,ProRail,,36.4845257443477
294,WISSEL_KR_BEEN,4119,ProRail,,2.42876038340549
295,WISSEL_KR_BEEN,911,ProRail,,4.50011388744774
296,WISSEL_KR_BEEN,911,ProRail,,34.0646751048649
297,WISSEL_KR_BEEN,911,ProRail,,34.0881791119904
298,WISSEL_KR_BEEN,4341,ProRail,,28.516205655732
299,WISSEL_KR_BEEN,4341,ProRail,,3.89990012692633
300,WISSEL_KR_BEEN,4341,ProRail,,27.2796910930246
301,WISSEL_KR_BEEN,4233,ProRail,,3.90043125820723
302,WISSEL_KR_BEEN,4233,ProRail,,36.0997996545946
303,WISSEL_KR_BEEN,4233,ProRail,,29.0457692788468
304,WISSEL_KR_BEEN,918,ProRail,,32.0220741418445
305,WISSEL_KR_BEEN,918,ProRail,,28.4301145442645
306,WISSEL_KR_BEEN,918,ProRail,,4.74962272185907
307,WISSEL_KR_BEEN,153A,ProRail,,0.652209322227151
308,WISSEL_KR_BEEN,153A,ProRail,,38.8847518829682
309,WISSEL_KR_BEEN,153A,ProRail,,31.6729048569628
310,WISSEL_KR_BEEN,4227,ProRail,,30.2547304148371
311,WISSEL_KR_BEEN,4227,ProRail,,3.89948060643979
312,WISSEL_KR_BEEN,4227,ProRail,,29.6427981895759
313,WISSEL_KR_BEEN,4111,ProRail,,36.4700871675191
314,WISSEL_KR_BEEN,4111,ProRail,,3.90016666310557
315,WISSEL_KR_BEEN,4111,ProRail,,36.4859123971586
316,WISSEL_KR_BEEN,4367,ProRail,,36.4699403344727
317,WISSEL_KR_BEEN,4367,ProRail,,3.90015704811999
318,WISSEL_KR_BEEN,4367,ProRail,,36.4697959550091
319,WISSEL_KR_BEEN,922,ProRail,,3.90054162905615
320,WISSEL_KR_BEEN,922,ProRail,,36.4701185355902
321,WISSEL_KR_BEEN,922,ProRail,,36.4916897236964
322,WISSEL_KR_BEEN,4383,ProRail,,38.8848308212856
323,WISSEL_KR_BEEN,4383,ProRail,,38.5752969499044
324,WISSEL_KR_BEEN,4383,ProRail,,2.70609626584126
325,WISSEL_KR_BEEN,4077,ProRail,,36.4841462233468
326,WISSEL_KR_BEEN,4077,ProRail,,36.4695941888905
327,WISSEL_KR_BEEN,4077,ProRail,,3.1486308135442
328,WISSEL_KR_BEEN,4381,ProRail,,38.5749077542472
329,WISSEL_KR_BEEN,4381,ProRail,,38.8855121221259
330,WISSEL_KR_BEEN,4381,ProRail,,3.89941085293663
331,WISSEL_KR_BEEN,4049,ProRail,,36.5464247507289
332,WISSEL_KR_BEEN,4049,ProRail,,36.4698973557001
333,WISSEL_KR_BEEN,4049,ProRail,,3.89955125623449
334,WISSEL_KR_BEEN,4339,ProRail,,28.4620433735879
335,WISSEL_KR_BEEN,4339,ProRail,,27.3307119261997
336,WISSEL_KR_BEEN,4339,ProRail,,3.90027819520608
337,WISSEL_KR_BEEN,4337,ProRail,,3.9000380767372
338,WISSEL_KR_BEEN,4337,ProRail,,28.5158769284762
339,WISSEL_KR_BEEN,4337,ProRail,,27.3910871692174
340,WISSEL_KR_BEEN,4255,ProRail,,1.32575865073549
341,WISSEL_KR_BEEN,4255,ProRail,,34.0649592396644
342,WISSEL_KR_BEEN,4255,ProRail,,34.0017128525168
343,WISSEL_KR_BEEN,1231,ProRail,,36.5318329481528
344,WISSEL_KR_BEEN,1231,ProRail,,36.4705751257092
345,WISSEL_KR_BEEN,1231,ProRail,,3.89972409280452
346,WISSEL_KR_BEEN,1221,ProRail,,3.8997924303737
347,WISSEL_KR_BEEN,1221,ProRail,,60.9160289466378
348,WISSEL_KR_BEEN,1221,ProRail,,61.1448138765668
349,WISSEL_KR_BEEN,1107,ProRail,,34.0648582853356
350,WISSEL_KR_BEEN,1107,ProRail,,4.50041109233368
351,WISSEL_KR_BEEN,1107,ProRail,,33.9863293646766
352,WISSEL_KR_BEEN,1215,ProRail,,3.89972947779715
353,WISSEL_KR_BEEN,1215,ProRail,,60.9161270026435
354,WISSEL_KR_BEEN,1215,ProRail,,61.1447074569827
355,WISSEL_KR_BEEN,1103,ProRail,,13.9365643542446
356,WISSEL_KR_BEEN,1103,ProRail,,24.6141357929907
357,WISSEL_KR_BEEN,1103,ProRail,,24.5481164246873
358,WISSEL_KR_BEEN,928,ProRail,,36.4551328042227
359,WISSEL_KR_BEEN,928,ProRail,,36.4435324036778
360,WISSEL_KR_BEEN,928,ProRail,,3.75444070401971
361,WISSEL_KR_BEEN,921,ProRail,,3.75496964035663
362,WISSEL_KR_BEEN,921,ProRail,,36.4392394968934
363,WISSEL_KR_BEEN,921,ProRail,,32.5107133886986
364,WISSEL_KR_BEEN,925,ProRail,,36.4271716855365
365,WISSEL_KR_BEEN,925,ProRail,,3.75490146342084
366,WISSEL_KR_BEEN,925,ProRail,,36.4700945656049
367,WISSEL_KR_BEEN,191B,ProRail,,35.6858520684537
368,WISSEL_KR_BEEN,191B,ProRail,,3.90009294761035
369,WISSEL_KR_BEEN,191B,ProRail,,38.8844353437208
370,WISSEL_KR_BEEN,105A,ProRail,,3.90030165500055
371,WISSEL_KR_BEEN,105A,ProRail,,30.7894025797009
372,WISSEL_KR_BEEN,105A,ProRail,,27.2821071184649
373,WISSEL_KR_BEEN,133,ProRail,,4.50011388744774
374,WISSEL_KR_BEEN,133,ProRail,,32.0612491572353
375,WISSEL_KR_BEEN,133,ProRail,,34.087775558666
376,WISSEL_KR_BEEN,857,ProRail,,25.5453602049374
377,WISSEL_KR_BEEN,857,ProRail,,34.087394513591
378,WISSEL_KR_BEEN,857,ProRail,,4.49984555290512
379,WISSEL_KR_BEEN,871B,ProRail,,36.4912515395384
380,WISSEL_KR_BEEN,871B,ProRail,,32.8299975146455
381,WISSEL_KR_BEEN,871B,ProRail,,3.89989089590978
382,WISSEL_KR_BEEN,111B,ProRail,,34.0878491092901
383,WISSEL_KR_BEEN,111B,ProRail,,34.0650236606405
384,WISSEL_KR_BEEN,111B,ProRail,,4.50033087672451
385,WISSEL_KR_BEEN,137B,ProRail,,58.1373911089103
386,WISSEL_KR_BEEN,137B,ProRail,,4.49989710993485
387,WISSEL_KR_BEEN,137B,ProRail,,53.582692924115
388,WISSEL_KR_BEEN,137A,ProRail,,58.1385130739637
389,WISSEL_KR_BEEN,137A,ProRail,,56.1243012730307
390,WISSEL_KR_BEEN,137A,ProRail,,4.49957742460334
391,WISSEL_KR_BEEN,131B,ProRail,,1.32522903680835
392,WISSEL_KR_BEEN,131B,ProRail,,33.9560909398533
393,WISSEL_KR_BEEN,131B,ProRail,,35.8351959531408
394,WISSEL_KR_BEEN,181,ProRail,,3.89976217223564
395,WISSEL_KR_BEEN,181,ProRail,,38.9206742881282
396,WISSEL_KR_BEEN,181,ProRail,,38.884717319276
397,WISSEL_KR_BEEN,191A,ProRail,,35.6846029933175
398,WISSEL_KR_BEEN,191A,ProRail,,3.90062674451171
399,WISSEL_KR_BEEN,191A,ProRail,,38.8840276334641
400,WISSEL_KR_BEEN,193A,ProRail,,33.3450543419975
401,WISSEL_KR_BEEN,193A,ProRail,,3.89986730543489
402,WISSEL_KR_BEEN,193A,ProRail,,38.8847847493078
403,WISSEL_KR_BEEN,103A,ProRail,,30.8529414764134
404,WISSEL_KR_BEEN,103A,ProRail,,27.2813619349277
405,WISSEL_KR_BEEN,103A,ProRail,,3.90062674451171
406,WISSEL_KR_BEEN,111A,ProRail,,4.50000711110549
407,WISSEL_KR_BEEN,111A,ProRail,,34.0882609096345
408,WISSEL_KR_BEEN,111A,ProRail,,34.064824849102
409,WISSEL_KR_BEEN,105B,ProRail,,27.2832171002056
410,WISSEL_KR_BEEN,105B,ProRail,,3.89976101831894
411,WISSEL_KR_BEEN,105B,ProRail,,30.8537531526659
412,WISSEL_KR_BEEN,853,ProRail,,3.89987820322635
413,WISSEL_KR_BEEN,853,ProRail,,36.4934493278533
414,WISSEL_KR_BEEN,853,ProRail,,36.4701332188409
415,WISSEL_KR_BEEN,103B,ProRail,,30.813571065399
416,WISSEL_KR_BEEN,103B,ProRail,,3.89957561793588
417,WISSEL_KR_BEEN,103B,ProRail,,27.2653223894382
418,WISSEL_KR_BEEN,859,ProRail,,31.2647391906846
419,WISSEL_KR_BEEN,859,ProRail,,1.3258242719154
420,WISSEL_KR_BEEN,859,ProRail,,34.0640958341771
421,WISSEL_KR_BEEN,101B,ProRail,,34.0655103146863
422,WISSEL_KR_BEEN,101B,ProRail,,34.0878917059899
423,WISSEL_KR_BEEN,101B,ProRail,,1.32474072935046
424,WISSEL_KR_BEEN,869B,ProRail,,34.0649419931988
425,WISSEL_KR_BEEN,869B,ProRail,,34.088259981087
