FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
aquaduct_66.132,7010,1358,P3.40,Aquaduct,A1, ,Vechtzicht,Vecht,0, ,121,125,125,121, ,1,0,0,0,0, ,2450,3000,0,7012,7009,0,1,1,0, , ,3,0,1,421,,POINT (132901.11210000142 481846.90569999814)
aquaduct_66.288,7271,1514,P3.40,Aquaduct,A12, ,Gouwe-Aquaduct,Gouwe,0, ,273,274,274,273, ,1,0,0,0,0, ,2557,3020,0,7272,7270,0,1,1,0, , ,3,0,12,425,,POINT (105586.40260000154 448824.52490000054)
aquaduct_66.749,8107,1975,P3.40,Aquaduct,A20, ,Cortlandt-Aquaduct,Ringvaart Zuidplaspolder,0, ,412,413,413,412, ,1,0,0,0,0, ,2742,3123,0,8108,8106,0,1,1,0, , ,3,0,20,425,,POINT (100912.10799999908 442849.50560000166)
aquaduct_66.1047,8754,2273,P3.40,Aquaduct,N31, ,Akwadukt Van Harinxmakanaal,Van Harinxmakanaal,0, ,161,163,163,161, ,1,0,0,0,0, ,2231,3230,0,22640,22491,0,1,1,0, , ,3,0,31,705,,POINT (158816.97049999982 576713.056499999)
aquaduct_66.1090,8824,2316,P3.40,Aquaduct,A32, ,Leppa-Akwadukt,Leppa,0, ,591,592,592,591, ,1,0,0,0,0, ,2232,3241,0,8825,8823,0,1,1,0, , ,3,0,32,705,,POINT (185398.65890000015 563485.7628999986)
aquaduct_66.1091,8825,2317,P3.40,Aquaduct,A32, ,Akwaduct Mid Fryslan,Prinses Margrietkanaal,0, ,616,618,618,616, ,1,0,0,0,0, ,2234,3241,0,8826,8824,0,1,1,0, , ,3,0,32,705,,POINT (184609.02629999816 565930.625599999)
aquaduct_66.1244,9191,2470,P3.40,Aquaduct,A4, ,Gaag-Aquaduct,Gaag,0, ,561,558,558,561, ,-1,0,0,0,0, ,2512,3301,0,9192,9190,0,1,1,0, , ,3,0,4,425,,POINT (81842.45650000125 445266.4600000009)
aquaduct_66.1261,9210,2487,P3.40,Aquaduct,A4, ,Limesaquaduct,Oude Rijn,0, ,321,320,320,321, ,-1,0,0,0,0, ,2507,3300,0,9212,9209,0,1,1,0, , ,3,0,4,425,,POINT (95905.34250000119 462505.18890000135)
aquaduct_66.1265,9215,2491,P3.40,Aquaduct,A4, ,Ringvaart-Aquaduct,Ringvaart Haarlemmermeer,0, ,217,213,213,217, ,-1,0,0,0,0, ,2476,3300,0,9217,9214,0,1,1,0, , ,3,0,4,421,,POINT (103032.28759999946 469925.5496000014)
aquaduct_66.2156,10655,3252,P3.40,Aquaduct,N11, ,Alphen-Aquaduct,Gouwe,0, ,122,125,125,122, ,1,0,0,0,0, ,2477,3480,0,10665,10663,0,1,1,0, , ,3,0,11,425,,POINT (105879.9998999983 458377.81329999864)
