X,Y,OBJECTID,AANWIJZINGSDATUM,ABSX,ABSY,ADRES,AMID,BESLUITBWDATUM,BESLUITBWNUMMER,BOUWJAAR,LOCATIE,OMS_SOORT,OMS_STATUS,POSTCODE_VOL,RDMZOBJECTCODE,STATUSCODE,VERBLIJFSEENHEIDNUMMER,BUURTNAAM,WIJKNAAM,NIVEAU
5.88355846961164,51.9862545919591,1,14-04-1997,189096,444323,Anna Paulownastraat,24468,14-04-1997,BLO 97/344 N,1893,,complex arbeiderswoningen,Gemeentelijk monument,6812BX,,G,0202010000348735,Lombok,Heijenoord/Lombok,
5.91016473652068,51.9857977742046,2,06-11-2001,190924,444285,Apeldoornseweg,24475,06-11-2001,bkw 01/2654N,1900,,herenhuis,Gemeentelijk monument,6814BG,,G,0202010000380904,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
5.91009279067874,51.9858700009133,3,06-11-2001,190919,444293,Apeldoornseweg,24476,06-11-2001,bkw 01/2654N,1900,,herenhuis,Gemeentelijk monument,6814BG,,G,0202010000426366,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
5.9100352967228,51.9859331749838,4,06-11-2001,190915,444300,Apeldoornseweg,24477,06-11-2001,bkw 01/2654N,1900,,herenhuis,Gemeentelijk monument,6814BG,,G,0202010000420085,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
5.90930220845805,51.9867363949232,5,30-05-1995,190864,444389,Apeldoornseweg,24492,30-05-1995,95.025839,1900,,helft van dubbele villa,Gemeentelijk monument,6814BH,,G,,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
5.90898655280146,51.9871332832218,6,30-05-1995,190842,444433,Apeldoornseweg,24503,30-05-1995,95.025839,1904,,herenhuis,Gemeentelijk monument,6814BH,,G,0202010000858851,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
5.90991423880285,51.9867876069749,7,02-07-2002,190906,444395,Apeldoornseweg,24504,02-07-2002,bkw 02/634 N,1885,,herenhuis,Gemeentelijk monument,6814BL,,G,0202010000284840,St. Marten,St. Marten/Sonsbeek,
5.90895785655646,51.9871693639336,8,30-05-1995,190840,444437,Apeldoornseweg,24505,30-05-1995,95.025839,1904,,herenhuis,Gemeentelijk monument,6814BJ,,G,,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
5.90891491668912,51.9872324728802,9,30-05-1995,190837,444444,Apeldoornseweg,24507,30-05-1995,95.025839,,,herenhuis,Gemeentelijk monument,6814BJ,,G,0202010000297230,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
5.90885731476129,51.9872866584769,10,30-05-1995,190833,444450,Apeldoornseweg,24508,30-05-1995,95.025839,1904,,herenhuis,Gemeentelijk monument,6814BJ,,G,,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,
