OBJECTID,HELLING,LENGTE,STATIONSNAAM,DIENSTREGELPUNTSPOORNAAM,Z_BEGIN,Z_EIND,Shape__Length
360,3,21.98516264,Purmerend,2,2.18158774,2.1334,21.9851451587854
361,3,12.37550286,Breda,8,4.7296,4.7038,12.3755028635429
362,1,10.92806622,Rotterdam Lombardije,3,0.7708784,0.7673,10.9280978218274
363,0,115.07500321,Kesteren,4,8.2859,8.2856,115.075003213434
364,0,3.42502447,Amsterdam Centraal,2,5.7798,5.7798,3.42502447239813
365,1,95.30614386,Den Dolder,2,8.8705,8.82144695,95.3061098288049
366,1,25.63065387,Rilland-Bath,2,2.2373,2.23473693,25.6306057321932
367,12,37.84196716,Spaubeek,2,64.2487,63.80954917,37.8419815455825
368,1,39.74607887,Kropswolde,1,2.10784121,2.0959,39.7461075222895
369,1,2.62702883,Groningen,7,2.43070159,2.4287,2.62703109527289
370,5,4.99997861,Schiedam Centrum,5,4.6041,4.5842,4.99997861555698
371,5,13.11940937,Zutphen,1,11.3425,11.28608643,13.119384015966
372,2,12.63156176,Den Haag Centraal,10,0.62452057,0.6041,12.6315560663343
373,0,25.78009855,Amsterdam Sloterdijk,3,-0.105,-0.1054,25.7800985458199
374,1,24.45864843,Zevenbergen,1,0.47873759,0.4727,24.458646821242
375,5,25.00001137,Arnhem Presikhaaf,2,16.6873,16.574,25.0000113740128
376,1.25,50.75842077,Leeuwarden Cammingha,1,1.1574,1.10156578,50.7583994403158
377,2,9.99994234,Venlo,1a,21.6886,21.6761,9.99994234218794
378,1,61.00007861,Amsterdam Sloterdijk,11,10.5247,10.5109,61.0000786107136
379,1,1.22502775,Hengelo,2,21.7653,21.7645,1.22502774672411
380,0,1.22497068,Maastricht,5,47.1807,47.1806,1.22497068182352
381,4,15.00000433,Heemstede-Aerdenhout,1,5.071,5.0171,15.0000043303381
382,1.25,4.99999144,Gouda Goverwelle,1,-0.6065,-0.6115,4.9999914357704
383,1.25,71.64193166,Gouda Goverwelle,1,-0.5843,-0.6631,71.6419316573762
384,1.25,5.00009081,Gouda Goverwelle,1,-0.6624,-0.667,5.00009080775587
385,1,33.58811614,Schiphol Airport,2,-10.92,-10.9388,33.5881161386722
386,1,24.46520979,Schiphol Airport,2,-10.9305,-10.9396,24.4652097900544
387,4,10.0000168,Rijswijk,1,-5.52,-5.555,10.000016798304
388,1.25,5.00005316,Den Haag HS,1,3.8379,3.8334,5.00005316201884
389,1.25,4.99994706,Rotterdam Centraal,8,3.4375,3.4325,4.99994706561858
390,1,9.20510115,Uithuizermeeden,2,2.052,2.0495,9.20510115787
391,0,8.34378037,Bad Nieuweschans,1,2.4925,2.49,8.34378036957699
392,5,7.21216531,Diemen,2,0.3602,0.3294,7.21216530801788
393,3,5.0000201,Amsterdam Centraal,5,5.7034,5.6896,5.00002010388854
394,0,149.43991978,Veenendaal West,1,7.6805,7.68,149.439874715467
395,1,35.60211381,Koog aan de Zaan,1,0.4376,0.422,35.6021138075968
396,1,9.99999725,Koog aan de Zaan,1,0.4386,0.434,9.99999725566444
397,1.25,5.00002868,Amsterdam RAI,3,8.0805,8.0739,5.00002867493086
398,1.25,4.99996391,Amsterdam RAI,3,8.0681,8.0635,4.99996390805693
399,1,2.43395488,Wierden,1,11.70272791,11.7016,2.43400028287615
400,1,5.42505662,Amsterdam Centraal,2,5.7642,5.7623,5.42505661957929
401,1,5.68003307,Groningen,7,2.413,2.4086,5.6800330667348
402,4,24.99995176,Arnhem Presikhaaf,2,16.7756,16.6873,24.9999517640016
403,0,5.00002945,Alphen aan den Rijn,2,-0.3694,-0.3699,5.00002945269022
404,2,0.8164989,Maastricht,2,47.0307,47.0294,0.816498897733487
405,4,10.00002665,Duivendrecht,5,4.0216,3.989,10.0000266468385
406,0,1.31603748,Roosendaal,3,4.33,4.33,1.31603748139776
407,0,67.00004095,Duivendrecht,1,10.247,10.2458,67.0000409575298
408,1,62.58460708,Leiden Centraal,8,5.6597,5.6292,62.5846070794166
409,1,46.00929651,Bloemendaal,1,0.9481,0.9298,46.0092965142459
410,5,198.29646153,Den Haag Mariahoeve,3,2.43899736,1.4783,198.296500949863
411,3,30.71532976,,,21.8275,21.7477,30.7153297559107
412,1,87.84436284,Elst,1,9.8108,9.7706,87.8443628415334
413,1,74.98606525,Elst,1,9.80664019,9.7711,74.9860217657755
414,0,4.99993087,Hoogeveen,3,11.9731,11.973,4.9999308675245
415,1.25,5.00006029,Dronten,1,3.6494,3.645,5.0000602894609
416,0,2.57498602,Roosendaal,3,4.33,4.33,2.57498602081133
417,1,6.81998637,Martenshoek,1,2.4596,2.45846702,6.81997381594022
418,0,20.4351766,Zwolle,14,2.036,2.036,20.4351765975238
419,2,5.52343174,Gouda Goverwelle,1,-0.6812,-0.6889,5.52343174403792
420,1.25,6.17016702,Veenendaal West,1,7.70000389,7.6931,6.17015066540456
421,0,9.99996223,Voorhout,2,1.2078,1.2071,9.99996222523258
422,3,7.72822312,Purmerend Weidevenne,1,1.1388,1.1176,7.72822312453212
423,0,5.00002528,Terborg,2,14.9367,14.9366,5.00002528293198
424,0,1.16501343,Amsterdam Centraal,13,5.87,5.87,1.16501343381817
425,1,159.37921623,Assen,3,10.8498,10.8225,159.37921622561
426,3,71.10777367,Lichtenvoorde-Groenl,2,25.6269,25.46003096,71.1078192941373
427,7,5.14847977,Heerlen Woonboulevar,1,102.5693,102.5347,5.14847977204883
428,1,9.6516831,Delft,2,-8.6177,-8.62302405,9.65170105048756
429,0,11.65507512,Vught,2,6.8302,6.82920169,11.6550551072677
430,4,0.68636656,Rotterdam Centraal,8,3.233,3.2307,0.686366556586202
431,1,118.36971568,Driehuis,2,4.6396,4.599,118.369715683453
432,1,57.657701,Driehuis,2,4.6393,4.62343043,57.6577000080819
433,0,26.10979373,Voorburg,2,6.7867,6.7852,26.1097937302692
434,4,1.87208912,Amsterdam Centraal,8,5.7321,5.7243,1.87208912452421
435,4,5.00002063,Amsterdam Centraal,8,5.7658,5.7515,5.00002062651244
436,5,164.99965257,Den Haag Moerwijk,2,3.9244,3.16358441,164.99961164737
437,1,3.41497909,Den Haag Centraal,5,0.6483,0.646,3.41497909451827
438,0,22.25005905,Almere Centrum,4,1.972,1.972,22.2500590506202
439,2,3.75599159,Gouda Goverwelle,3,-0.408,-0.4164,3.75599159114653
440,0,77.26778035,Hilversum,3,5.88,5.88,77.2677803467616
441,1,110.53505766,Beilen,2,13.7915,13.7377,110.535057658981
442,1,2.99097286,Den Haag Centraal,8,0.5485,0.5472,2.99097286015652
443,2,7.64736589,Gouda,3,0.5753,0.56666551,7.64737419672426
444,2,4.99995941,Gouda,3,0.5698,0.5595,4.99995941352713
445,1,97.51261802,Bedum,1,0.4423,0.4270718,97.5126309593837
446,1,37.82102483,Maastricht,6,47.0439,47.0097,37.8210248325683
447,1.25,4.99998562,Utrecht Centraal,18,3.7254,3.721,4.99998562054812
448,1.25,7.64523009,Utrecht Centraal,18,3.8121,3.8035,7.64523009475215
449,0,31.99998913,Groningen,5a,2.428,2.4277,31.9999891311068
450,1,40.61090985,Rotterdam Centraal,4,3.3215,3.2886,40.6109098554534
451,6,5.40532773,Arnhem Zuid,1,15.3060254,15.2754,5.40528589863707
452,0,8.54097354,Roermond,3,27.59,27.59,8.54099333667672
453,2,49.63056838,Nunspeet,2,10.2256,10.15919466,49.6305401476041
454,2,9.99996849,Utrecht Vaartsche Ri,1,7.3436,7.3244,9.99996849334324
455,0,2.05503814,Roermond,3,27.59,27.59,2.05503813805028
456,1.25,4.99999954,Sneek Noord,2,1.5979,1.5928,4.999999541056
457,1,1.01375907,Eindhoven Centraal,2,19.8197,19.8192,1.01375906772489
458,1.25,65.41617143,'s-Hertogenbosch,3,6.9246,6.8584,65.4161714332088
459,8,12.47343505,Nieuwerkerk a/d IJss,2,2.0453,1.957,12.4734350537545
460,3,15.64890921,Rotterdam Centraal,6,3.1638,3.12780766,15.6488722129344
461,4,53.71579871,Nieuw Vennep,2,0.9239,0.735,53.715798709755
462,0,6.34802282,Amsterdam Centraal,8,5.7799,5.7799,6.34802281899098
463,9,9.99995381,Heerlen Woonboulevar,2,102.5285,102.4481,9.99995381078663
464,1.25,140.23130336,Oosterbeek,2,39.7046,39.5415,140.231303362563
465,0,60.15961033,'s-Hertogenbosch,7,6.9,6.9,60.1596103300269
466,6,4.99995118,Gouda Goverwelle,4,-0.4745,-0.4972,4.99995118398497
467,1,282.40708224,Maastricht,5,47.1839,46.98498987,282.407066918372
468,1,6.01544958,Amsterdam Muiderpoor,9,5.6879,5.68749845,6.01543921811089
469,1,3.99996993,Amsterdam Muiderpoor,9,5.6872,5.6861,3.99996993298506
470,1,0.81640895,Groningen,7,2.4137,2.4131,0.816408947770662
471,1.25,9.55730426,Tilburg Reeshof,2,10.17141305,10.1608,9.55731043467715
472,3,87.1255811,Lichtenvoorde-Groenl,1,25.6513,25.4762,87.125581095179
473,4,2.05493566,Maastricht,6,47.3348,47.3277,2.05493566290424
474,1,64.67952469,Schagen,1,1.1898,1.1419,64.6795246858957
475,5,23.00623017,De Vink,4,5.25522907,5.1468,23.0062056249922
476,1,8.61344994,Ruurlo,1,17.2422,17.2359,8.61344994126406
477,1,2.57497936,Heerlen,4,109.0025,109.0015,2.57497935983752
478,0,2.57495555,Dordrecht,4,0.28,0.28,2.57495554538811
479,1,66.4675394,Gouda Goverwelle,4,-0.5395,-0.5603,66.4675394005792
480,0,12.00004188,Sittard,2,49.48,49.48,12.0000418772683
481,0,103.28313358,Elst,3,9.8,9.8,103.283133582036
482,2,2.84661864,Amsterdam Centraal,7,5.89878836,5.894,2.84661831797204
483,0,7.9553486,Groningen,6a,2.492,2.492,7.95534623031255
484,1.25,9.20496843,Venlo,1a,21.2045,21.1947,9.20496842750178
485,1,79.73360612,Ravenstein,2,8.08090874,8.0409,79.7335821894028
486,1.25,5.0000375,Amsterdam Centraal,8,5.7905,5.7836,5.00003749901853
487,4,71.99997731,Schiedam Centrum,3,5.2841,5.0276,71.9999773163315
488,1.25,5.00007561,Arnhem Centraal,3,28.0743,28.0695,5.00007560610457
489,3,29.99993981,Delft Campus,2,-0.5758,-0.646,29.9999398051995
490,3,30.00003508,Delft Campus,2,-0.721,-0.7971,30.0000350789139
491,1,1.31604365,Amsterdam Centraal,14,5.916,5.9156,1.31604364699731
492,4,1.22497039,Amsterdam Centraal,5,5.8278,5.8235,1.22497038782026
493,0,6.79541398,Amsterdam Centraal,2,5.7006,5.7,6.79541398042119
494,0,5.57415827,Dordrecht,2,0.22,0.22,5.57415826408153
495,0,9.62390656,Soestdijk,1,7.0962,7.09533761,9.62391016942055
496,1,30.16163078,Baflo,1,1.9866,1.967,30.1616307792904
497,2,9.99999363,Voorst-Empe,1,9.6363,9.6194,9.99999362875579
498,2,4.99996841,Voorst-Empe,1,9.6428,9.6371,4.99996840902423
499,1,2.05500386,Haarlem,1,5.0603,5.0589,2.05500386188646
500,1,2.38952603,Eindhoven Centraal,6,19.815,19.8141,2.3895260326813
501,7,77.21468655,Schinnen,2,72.3212,71.81933612,77.214670835431
502,1,22.39963096,Rotterdam Centraal,14,2.8844,2.87464014,22.3995951157242
503,4,1.42411603,Duivendrecht,5,10.1714,10.1659,1.42411602634533
504,0,1.22496993,'s-Hertogenbosch,4,6.905,6.905,1.22496993095746
505,1,91.22461624,Ravenstein,1,8.04030566,8.0189,91.2246014759266
506,6,40.36530746,Den Haag Mariahoeve,1,1.5773,1.3466,40.3653074587967
507,1,14.66290944,Veenendaal Centrum,1,7.7067,7.7045,14.6629094343756
508,1,32.00002052,Leiden Centraal,1,5.5016,5.492,32.0000205151317
509,0,1.72608284,Winterswijk,1,36.522,36.522,1.72608284292252
510,0,5.00001718,Deurne,3,25.5892,25.5889,5.00001718470699
511,0,71.21254965,Deurne,3,25.531,25.5259,71.2125496509306
512,1,6.49787752,Boxtel,7,8.8269,8.82435104,6.49790570685901
513,0,3.41507689,'s-Hertogenbosch,4,6.905,6.905,3.4150768922688
514,1,7.9999421,Haarlem,8,5.0323,5.0315,7.99994209927229
515,1,2.81459018,Elst,1,9.7713,9.76820403,2.81460963216297
516,1,2.92145648,Elst,1,9.8484,9.846,2.92145648238375
517,0,7.14646133,Almelo,2,11.73,11.7287,7.14646132775442
518,0,1.31599728,Meppel,2,2.4651,2.4649,1.31599727982635
519,0,27.36498509,Amersfoort Centraal,4,5.633,5.633,27.3649850855964
520,1,24.06051292,Nunspeet,1,10.4045,10.4004,24.0605129200568
521,1,6.46026652,Rilland-Bath,2,2.2386,2.238,6.4602665184774
522,1,24.28215495,Kruiningen-Yerseke,2,1.38686929,1.3731,24.2821017819079
523,0,81.84994489,Krabbendijke,1,1.4062,1.4022,81.8499448952799
524,0,55.88031337,Dieren,2,16.8663,16.8659,55.8803133679055
525,0,120.62652267,Hoofddorp,3,0.5605,0.5579,120.626522673059
526,1,22.99993839,Obdam,1,-0.0038,-0.0199,22.9999383898306
527,1,3.17503321,Den Haag HS,6,3.8445,3.8419,3.17503321122133
528,1,14.08274786,Arnemuiden,2,2.5864,2.5827,14.0827478582509
529,1,27.36505698,Amsterdam Centraal,13,5.7964,5.7873,27.3650569811037
530,1,21.01625112,Amsterdam Zuid,2,6.88541205,6.8698,21.0162469817361
531,1.25,10.00006964,Loppersum,2,1.1531,1.1414,10.0000696406005
532,2,5.0000059,Breda,8,4.7038,4.6966,5.00000589620089
533,0,11.99994509,Arnhem Centraal,9,27.9499,27.9499,11.9999450891259
534,5,105.91169748,Deinum,1,3.34063576,2.8707,105.911659046413
535,1,113.01617314,Cuijk,3,12.5284,12.4815,113.016173141063
536,1,13.19206333,Cuijk,3,12.5277,12.52166553,13.1920861117624
537,0,19.9999697,Enkhuizen,2,2.825,2.825,19.9999696972557
538,1,64.5806743,Zutphen,2,11.582,11.5622,64.5806743046528
539,1,18.7135812,Hilversum,1,5.8991,5.8864,18.7135812008479
540,1,152.58310378,Eindhoven Strijp-S,3,24.226,24.11321139,152.583143904058
541,4,5.0000279,Utrecht Centraal,9,4.0542,4.0398,5.00002789984551
542,0,2.97136102,Emmen,2,21.5257,21.5256,2.97133600295045
543,1,4.8964272,'s-Hertogenbosch,7,6.7648,6.7632,4.89642719579913
544,1,57.53702863,Haarlem,5,5.0527,5.0287,57.5370286297447
545,2,9.99995338,Groningen,6a,2.4885,2.4751,9.99995337455788
546,2,3.05852284,Groningen,6a,2.4647,2.4588,3.05852284266425
547,0,7.85165066,Amsterdam Centraal,2,5.7798,5.7798,7.85165066684118
548,2,4.99995753,Sittard,3,49.4717,49.4653,4.99995752970665
549,10,45.86727266,Heerlen Woonboulevar,2,102.4481,102.01683437,45.8672981218229
550,1.25,4.99996175,Nieuwerkerk a/d IJss,2,2.198,2.1942,4.99996174883672
551,1.25,4.99997969,Nieuwerkerk a/d IJss,2,2.195,2.1882,4.99997969038198
552,1.25,3.98190234,Almere Parkwijk,2,0.9896,0.9845,3.98190233471316
553,1.25,9.99998966,Almere Parkwijk,2,1.0062,0.9961,9.99998966629629
554,1,83.18472364,Gouda Goverwelle,4,-0.5752,-0.60125542,83.1847499635577
555,1,2.0549852,Haarlem,3,5.117,5.1161,2.05498519371602
556,2,20.00000484,Sittard,1,49.5221,49.4921,20.0000048423239
557,1,12.70456053,Hengelo,3,21.7265,21.72395909,12.7045912845444
558,1,39.74288331,Den Haag HS,3,3.7927,3.7634,39.7428833152627
559,0,38.05257051,Heemstede-Aerdenhout,1,5.2776,5.277,38.0525705059479
560,0,71.35943803,Dronten,4,3.63,3.63,71.3594380294839
561,0,10.00000467,Roermond,3,27.59,27.59,10.0000046663741
562,0,27.36507181,Zutphen,2,11.563,11.563,27.3650718064351
563,0,2.57503791,Dordrecht,2,0.22,0.22,2.57503791269178
564,1,14.79574385,Amsterdam Centraal,11,5.8065,5.8016,14.7957438469462
565,0,45.00000935,Amsterdam Centraal,4,5.7017,5.6999,45.0000093525565
566,0,1.22499162,Dordrecht,3,0.28,0.28,1.22499161463551
567,1,47.95799488,Nijmegen,4,23.7561,23.7346,47.9579948785793
568,1,94.96482394,Boxmeer,1,15.0667,14.9859,94.9648239467994
569,1,1.31595856,Heerlen,4,108.8385,108.8378,1.31595856025443
570,1,13.50704848,Leiden Centraal,9,5.66815212,5.665,13.5070541931484
571,4,33.00000811,Eindhoven Centraal,6,19.7014,19.5988,33.0000081061799
572,1,13.3285668,Haarlem,5,4.9887,4.9833,13.3285668051336
573,1,203.0091885,Putten,1,7.79370458,7.6881,203.009173288089
574,4,4.99993706,Maastricht,5,47.323,47.3036,4.99993706301742
575,1.25,1.31606387,Maastricht,3,47.0521,47.0507,1.31606386691807
576,1,15.00002618,Den Haag HS,5,3.8588,3.8473,15.0000261823076
577,1,9.99992342,Den Haag HS,5,3.8508,3.8468,9.99992342337411
578,1,10.0000185,Gouda,3,0.5753,0.5698,10.0000185025121
579,1,19.93605288,Kropswolde,2,2.31849834,2.3113,19.9360315492955
580,1.25,5.00000342,Rotterdam Noord,2,2.7609,2.7538,5.00000342059638
581,6,0.95859439,Gouda Goverwelle,1,-0.2418,-0.2471,0.958594387632225
582,1.25,3.41502235,Rotterdam Centraal,13,2.9537,2.9494,3.41502234579126
583,3,3.36027536,Venlo,1b,21.8208,21.8108913,3.36029867443533
584,2,9.99995456,'s-Hertogenbosch,7,6.7773,6.7648,9.99995456487597
585,0,41.42099996,Meppel,1,2.45537999,2.4514,41.4209518002692
586,1.25,135.00001277,Twello,2,6.5592,6.3974,135.0000127735
587,2,79.1677682,Anna Paulowna,1,1.0416,0.9312,79.1677682031858
588,1,9.80164514,Beek-Elsloo,2,73.56776032,73.5661,9.80165697139702
589,2,4.99999284,Maarn,1,13.982,13.9714,4.99999283478245
590,1,14.19784821,Amsterdam Centraal,2,5.7598,5.75484067,14.1978382979105
591,4,77.50605263,Hoofddorp,2,0.9002191,0.6321,77.5060743174278
592,1,29.9999673,'t Harde,1,11.6389,11.6387,29.9999673055609
593,1,64.13126073,Dieren,2,16.8659,16.83022124,64.131274154378
594,1,26.94428308,Nijmegen,1,23.8592,23.8485,26.9442830801453
595,2,9.29997626,Eindhoven Centraal,1,19.9567,19.9386,9.29997626247568
596,3,10.00001938,Rotterdam Zuid,4,3.6908,3.6677,10.0000193824254
597,3,19.99998899,Rotterdam Zuid,4,3.8622,3.8122,19.9999889846468
598,2,5.00001426,Hoofddorp,3,0.5745,0.5674,5.00001426044976
599,1,18.69515313,Utrecht Terwijde,1,7.0069,6.9987,18.6951531317095
600,1.25,4.99997822,Utrecht Centraal,4,3.8604,3.8559,4.99997822394352
601,0,3.34377132,Reuver,2,24.9972,24.9969,3.34377132147239
602,5,9.99995948,Winterswijk West,1,33.9134,33.8654,9.99995948178735
603,5,14.99996886,Overveen,1,5.64,5.5727,14.9999688570824
604,1,39.21117155,Nunspeet,2,10.253,10.2316,39.211171553333
605,1.25,4.999965,Maarssen,3,1.2433,1.2383,4.9999649998775
606,8,10.00005431,Heerlen Woonboulevar,2,102.5989,102.5285,10.0000543061805
607,1.25,19.99997693,Weert,2,38.5259,38.5035,19.9999769331552
608,1,14.06442061,Rilland-Bath,2,2.23630644,2.2349,14.0644466953244
609,1,26.97299368,Hoogeveen,3,11.973,11.9577,26.9729936785527
610,7,10.79918483,Zwijndrecht,4,6.04309438,5.9756,10.7991839615266
611,1,25.00008559,Den Haag HS,3,3.6966,3.6781,25.0000855897636
612,3,60.3225408,Purmerend Weidevenne,1,1.3064,1.1388,60.3225408045196
613,3,29.66699149,Purmerend Weidevenne,1,1.51626114,1.4286,29.6669508581782
614,0,21.36848869,Usquert,1,1.7594,1.7583,21.3684886923414
615,0,20.06150067,Veenendaal Centrum,2,7.707,7.707,20.0614470044662
616,0,159.96317632,Voorburg,2,6.7888,6.7859,159.96317632216
617,0,204.88802286,Geldrop,2,23.54,23.54,204.887999080421
618,1,15.5245422,Weesp,1,1.5315,1.5254,15.5245421961455
619,1,1.22502021,Amsterdam Centraal,2,5.7614,5.761,1.22502020592625
620,1,20.00000825,Den Haag Laan van NO,3,6.1054,6.0939,20.0000082521519
621,2,31.00611693,Venlo,4,21.5316,21.4733,31.006116931038
622,0,4.99999698,Tegelen,1,24.0565,24.056,4.99999698342534
623,1,5.20840498,Utrecht Centraal,7,3.77352739,3.7725,5.20842422760356
624,1,16.83501683,Venlo,1a,21.7758,21.7754,16.8350168260425
625,3,0.83750264,Amsterdam Centraal,10,5.9072749,5.9056,0.837499211939928
626,5,155.6289008,Den Haag Moerwijk,1,3.9324,3.18964399,155.628900468245
627,1.25,5.0000075,Barendrecht,3,0.2745,0.2679,5.00000750412713
628,1,14.75392199,Leiden Centraal,9,5.6614,5.6545,14.7539219908761
629,3,98.97618122,Schiedam Centrum,2,4.7197,4.4236714,98.9761681431098
630,1.25,5.00001636,Hoofddorp,2,0.6055,0.6017,5.00001635783518
631,1,36.2039592,Den Helder,2,0.918,0.8988,36.2039592008651
632,1,20.00001621,Den Helder,2,0.9119,0.8989,20.0000162100055
633,0,4.99998874,Heiloo,1,2.7881,2.7878,4.99998873458317
634,3,30.00008176,Anna Paulowna,1,1.2792,1.2085,30.0000817569786
635,7,9.99996389,Utrecht Zuilen,3,7.0619,6.9953,9.99996388993136
636,0,4.99996636,Rotterdam Lombardije,3,0.7564,0.7559,4.99996636507718
637,0,5.00001181,Rotterdam Lombardije,3,0.8159,0.8154,5.00001180895372
638,2,4.99997728,Utrecht Centraal,14,3.6298,3.6236,4.99997728276523
639,1.25,10.00004546,Utrecht Centraal,14,3.6336,3.6213,10.0000454607881
640,2,4.99999286,Zutphen,1,11.5679,11.5634,4.99999285637515
641,1.25,14.21655267,Vlissingen,1,3.7065,3.69071832,14.2165918754988
642,1,85.67082754,Harlingen,2,1.36024453,1.3141,85.6708157188395
643,0,8.53587004,Dordrecht,1,0.2204,0.22,8.53587003606347
644,1.25,24.87613203,Bad Nieuweschans,1,2.52206221,2.4934,24.8761053725949
645,5,34.99992528,Sittard,3,49.7357,49.5627,34.9999252830201
646,0,14.41301346,Assen,2,10.8299,10.8289,14.4130134539835
647,2,5.00003813,Amsterdam Centraal,2,5.7798,5.7758,5.00003812485465
648,2,16.13124212,Grou-Jirnsum,2,1.10003617,1.0752,16.1312559561338
649,3,4.99993795,Maastricht,4,47.1735,47.1643,4.99993794931556
650,1,28.45070678,Deventer Colmschate,2,8.3159,8.30990986,28.4507578077672
651,3,4.83364128,Utrecht Leidsche Rij,4,9.821,9.8074,4.83364128332524
652,3,2.36562982,Maarn,1,13.8051,13.7992,2.36562981569659
653,1,48.23414826,Schin op Geul,2,97.76749483,97.7475,48.2341939755199
654,3,52.48526257,Abcoude,2,1.3893,1.2338,52.4852625648454
655,2,67.92318262,Apeldoorn,3,17.4281,17.3026,67.923182624463
656,1,28.00000886,Arnhem Centraal,9,27.9962,27.9682,28.0000088625685
657,1,20.00003927,Amsterdam Muiderpoor,3,5.6125,5.6005,20.0000392695891
658,1,4.32012155,Vriezenveen,1,10.94122406,10.938,4.32010504382937
659,5,3.76057933,Schin op Geul,2,97.9489,97.9335,3.76057933307227
660,0,1.43588248,Winterswijk,1,36.522,36.522,1.43588248127617
661,0,27.36493601,Amsterdam Centraal,2,5.7798,5.7798,27.3649360044473
662,0,27.36500152,Nijmegen,1,23.785,23.785,27.3650015182989
663,2,3.7485867,Alkmaar,5,2.5715,2.5677,3.74858669602627
664,1,82.93246013,Den Haag HS,4,3.8706,3.8333,82.9324601292082
665,3,3.08947449,Etten-Leur,1,6.4324,6.4237586,3.08944533183766
666,3,95.85071573,Etten-Leur,1,6.6862,6.4692,95.8507157302189
667,1.25,20.00005822,Eijsden,1,56.4973,56.477,20.0000582213676
668,0,27.36495915,Almelo,4,11.723,11.723,27.3649591512308
669,0,6.44853177,Dordrecht,2,0.22,0.22,6.44853177015922
670,8,5.98176869,Duivendrecht,8,10.0502,10.0074,5.98176869403249
671,0,13.85656494,Rotterdam Stadion,4,0,0,13.8565649352969
672,0,38.40000301,Amsterdam Lelylaan,2,5.997,5.997,38.4000030096537
673,0,14.7473381,Zutphen,2,11.563,11.563,14.7473203201281
674,0,30.76604285,Arnhem Centraal,10,27.9502,27.9502,30.7660428463566
675,1,167.53775568,Delft,2,-8.5211,-8.6177,167.537755683034
676,1,24.9999374,Didam,1,13.4512,13.4408,24.9999374026002
677,1,75.03992805,Didam,1,13.4707,13.4524,75.0399280489616
678,1,10.62508039,Didam,1,13.4448,13.4412,10.6250803922604
679,1,22.52548931,Didam,1,13.4699,13.4558,22.525489313989
680,1,1.30004602,Venlo,3,21.1683,21.1679,1.30004602324094
681,1,41.60330164,Geldermalsen,1,6.57972311,6.5384,41.6032860653039
682,4,1.82017151,Utrecht Centraal,7,4.37222467,4.3664,1.82019209181345
683,1.25,5.00006112,Purmerend,2,1.8993,1.894,5.00006112462638
684,1.25,5.31763383,Utrecht Centraal,7,3.8246,3.8183,5.31763383233848
685,1,85.38038449,Sittard,3,49.4524,49.3993,85.3803844903885
686,1,25.00005371,Sittard,3,49.4112,49.3985,25.0000537152625
687,1,5.00001569,Sittard,3,49.4587,49.455,5.00001568925896
688,2,0.66663624,Susteren,1,32.4876,32.4866,0.666636242639117
689,1.25,60.34913417,Putten,2,7.6874,7.6174,60.3491341715135
690,0,4.54776965,Hardinxveld Blauwe Z,1,0.0308,0.0305,4.54776964847587
691,3,1.20006203,Hoofddorp,4,0.4608,0.4582,1.20006203203394
692,0,27.36504668,Leiden Centraal,8,5.6626,5.6608,27.3650466805198
693,3,44.99996894,Weesp,6,1.5068,1.3875,44.9999689428319
694,4,19.12635655,Spaubeek,1,66.44488015,66.3718,19.1263850582198
695,1,0.35534673,Den Haag Centraal,6,0.4769,0.4768,0.355346732080091
696,3,14.99996312,Gouda Goverwelle,1,-0.5336,-0.569,14.9999631220322
697,3,8.12632236,Gouda Goverwelle,1,-0.6293,-0.6471,8.12632235642144
698,2,74.25649397,Rotterdam Centraal,13,3.2384,3.1251,74.2564939739518
699,1.25,5.00001035,Best,1,9.6756,9.6715,5.00001034822826
700,0,5.6649816,Almelo,2,11.79,11.79,5.66498159844113
701,1,16.10779349,Zwolle,14,2.0441,2.03947718,16.1077362889416
702,2,14.99995717,Santpoort Zuid,2,3.6755,3.6541,14.9999571725682
703,1,14.30432723,Amsterdam Sloterdijk,11,-0.0789,-0.0896,14.3043272271789
704,1,25.00005051,Doetinchem,2,13.1347,13.118,25.0000505086427
705,2,111.10071426,Emmen Zuid,1,17.06421517,16.8765,111.100676668569
706,1,4.74446245,Alkmaar Noord,2,0.83684452,0.8321,4.74442312582051
707,3,77.00001064,Halfweg-Zwanenburg,2,3.4193,3.2286,77.000010637622
708,4,19.68631651,,,21.89938251,21.8275,19.6863147000464
709,1,11.72259946,Den Haag Laan van NO,4,6.119,6.1163,11.7225994582461
710,11,8.34355118,Abcoude,2,0.6766,0.58842124,8.34349850451483
711,1,17.96730158,Best,2,9.6785,9.675,17.9673015839882
712,1,3.60978595,'s-Hertogenbosch,6,6.9006,6.9,3.60978594792089
713,0,209.95691359,Koog aan de Zaan,2,0.4732,0.4603,209.956913589528
714,1,160.1589257,Waddinxveen Noord,1,-3.0862,-3.12633286,160.158908900127
715,0,5.000054,Meppel,3,2.4007,2.4006,5.00005400606095
716,1,6.62225645,Wormerveer,4,0.0002,-0.002,6.62225645396849
717,1,8.91496977,Hengelo,2,21.7583,21.7555,8.9149697730339
718,1,25.00003793,Ravenstein,1,8.0142,7.9972,25.0000379262389
719,1,98.60496634,Ravenstein,1,8.0189,7.9962,98.6049663358819
720,0,2.05501909,Zutphen,2,11.563,11.563,2.05501908802615
721,0,25.00003841,Den Haag Laan van NO,5,6.153,6.153,25.0000384156899
722,2,18.49425359,Alkmaar,5,2.4536,2.4269,18.4942535923319
