OBJECTID,WTT_WTT_ID,DWKNAAM,DWKTYPE,LBISTATG,DWKBVORM,OSMOMSCH,KWKSTATU,DWKIDENT,IWS_LEGGERSTATUS,V_NORM,GlobalID,SHAPE_Length
82171,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{1EAC7DBC-CDCC-4D41-A349-299AEE9CC037},0.0078167627685156
82172,3, O25B,1,2,1,,300,13055,2,,{99DC2027-1C56-49E1-B7E5-8F221CFA0466},0.0110865288721888
82173,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{11451F98-6BA6-4C43-A6CA-CC1E2DBE53B9},0.00358665913642258
82174,3,Overige Kering,1,3,1,Normaal/L25B,300,O25B,1,,{BD3254DF-CF6D-49B9-A004-178FA27A21EA},0.0164548372053022
82175,3,Overige kering 1010,1,2,1,overige,300,BC89,4,,{91A2A116-3A3C-4E1F-8156-245579DE0A0C},0.0160682456625401
82176,3,Overige kering 1011,1,2,1,overige,300,BC90,4,,{471B371B-6290-48C7-906B-7717D777CE7F},0.0838890188403718
82177,3,Overige Kering,1,3,1,Normaal/L25B,300,13057,1,,{F8F49836-1959-48D3-9F37-B5DB14968E78},0.000857630566369924
82178,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{6493E8BF-353A-46B2-BAF8-AAFCB81FCF8E},0.0106561615462768
82179,3,Overige kering 1013,1,2,1,overige,300,BC92,4,,{09C3C2F8-2183-4183-8787-3925D869FFBE},0.0306582872689058
82180,3,Overige kering 1014,1,2,1,overige,300,BC93,4,,{A24DF55A-AE93-49B2-BC77-7C80B901CD3D},0.0126783119582037
82181,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{2DD7CAE7-BF97-45A1-8609-76F114666844},0.000160949868548566
82182,3,Overige kering 1101,1,2,1,overige,300,BC96,4,,{B0FC8144-0686-4892-BB75-96157C7C0277},0.0445152825872772
82183,3,Overige kering 1102,1,2,1,overige,300,BC97,4,,{3EAA71FA-79D8-4862-907B-C188B31FE1F3},0.0138406130266201
82184,3,Overige kering 1104,1,2,1,overige,300,BC99,4,,{A3FB9BC5-4A4B-4450-BE32-0435859D9029},0.00346900410687979
82185,3,Overige kering 1105,1,2,1,overige,300,BC100,4,,{1AFBA66C-57D3-41F8-B3B8-E9D9408901DD},0.0600259111119861
82186,3,Overige kering 1001,1,2,1,overige,300,BC80,4,,{274FF5B7-F9D4-4C2B-A65C-039D1D1594EC},0.00477870288845077
82187,3,Overige kering 1002,1,2,1,overige,300,BC81,4,,{02D6E278-664A-4F22-912D-1172158D80B4},0.0371313875841873
82188,3,Overige kering 1003,1,2,1,overige,300,BC82,4,,{816D8BD3-F271-47D8-AEFD-FC5ED244EAE0},0.00692515225889307
82189,3,Overige kering 1004,1,2,1,overige,300,BC83,4,,{9E3573E0-64E3-4887-9E55-23B499B327CA},0.0514925573415892
82190,3,Overige kering 1005,1,2,1,overige,300,BC84,4,,{9468C969-53AD-48A2-87E3-BF0871660031},0.0022791935146894
82191,3,Overige kering 1006,1,2,1,overige,300,BC85,4,,{2C8EBEA5-C41E-4D02-A70A-EE54CDB92FA2},0.0238086644938272
82192,3,Overige kering 1007,1,2,1,overige,300,BC86,4,,{BDF8847A-9DB9-4BA5-B004-027DF84EBB4D},0.00584034187527617
82193,3,Overige kering 1008,1,2,1,overige,300,BC87,4,,{F5F0586B-1B7D-41A4-941A-B351CC345A8C},0.00533837580573242
82194,3,Overige kering 1009,1,2,1,overige,300,BC88,4,,{8FA3647B-728E-4931-B7EC-68C755E44A9C},0.0342243970294547
82195,3,Overige Kering,1,3,1,Normaal/0,300,O13,1,,{0D8B8C30-3A3A-4309-AC18-EF754B9E5CA4},0.111754877972575
82196,3,Kering Koekoek,1,2,1,verbind kering met hoge grond in zuiden,300, ,2,,{5825E479-CCFE-46A9-BED5-99A9B648DC0F},0.00320071536979677
82197,1,Dijkring 11,1,3,1,"11-1: DR11_19_(km22,0-22,6)_dwarsprofiel_11dwp_21_8B.pdf",300,11-1,1,3000,{B9F111C5-E7AF-45BD-AE46-A63ACAA72028},0.00573889851643921
82198,1,Dijkring 53,1,3,1,"53-1: DR53_01_(km0,0-6,6)_dwarsprofiel_53_dwp_02_3.pdf",300,53-1,2,3000,{FD8BF328-7F72-45E2-9AD8-9D9FE1DB5855},0.0869568346549544
82199,3,Kering Koekoek,1,2,1,verbind kering met hoge grond in zuiden,300, ,2,,{229462B0-614D-4021-9EBA-41A0D9487DC8},2.01099619952439e-05
82200,2,Regionale kering 901,1,3,1,"RWK901_06_(km5,5-14,5)_dwarsprofiel_901dwp_05_9.pdf",300,901,2,,{0E23A984-4632-4A39-B659-6F2850567680},0.123829639886573
82201,2,Regionale kering 901,1,3,1,"RWK901_02_(km0,6-3,4)_dwarsprofiel_901dwp_03_1.pdf",300,901,2,,{DD45A922-AD24-42D7-98E1-4D91B180E9CE},0.0331716303252284
82202,3,Overige Kering,1,3,1,Normaal/0,300,O4,1,,{0748FD56-BA70-4D88-B526-BAFF66D8564C},0.0543515971985721
82203,3,Overige kering 9001,1,2,1,overige,300,BC128,4,,{68AC607A-FC91-4A76-AB1A-B416F9950226},0.154622986160536
82204,3,Overige kering 5313,1,2,1,overige,300,BC113,4,,{483CDB53-6907-4160-9EE2-FA302B90F1E7},0.067218844248221
82205,3,Overige Kering,1,3,1,Normaal/10C,300,O254,1,,{E32D5CD8-1820-4E39-B312-99D951B7D7E6},0.0255424939459104
82206,3,Overige Kering,1,3,1,Normaal/0,300,18536,1,,{4D9DD346-398D-435E-9A50-AD4175487E3C},0.00145321451303483
82207,3,Overige Kering,1,3,1,Normaal/0,300,O18,2,,{5305DA68-871E-429C-8998-C4DA2F9FE8A8},0.0734905131015738
82208,3,Overige kering 9003,1,2,1,overige,300,BC129,4,,{8D49E932-B037-4CC2-9906-07034232B9F4},0.12490747211705
82209,3,Overige kering 9002,1,2,1,overige,300,BC130,4,,{6A5FA3EF-F9EF-4129-B95F-A81A1FC09AAB},0.0651320535701338
82210,3,Overige kering 5305,1,2,1,overige,300,BC131,4,,{AA406742-E010-453D-BDCC-2545C1EDCA25},0.292544118569545
82211,3,Overige kering 5303,1,2,1,overige,300,BC132,4,,{57A4097A-008F-4AAC-B5D0-9DC9DE65D5FC},0.22644662815925
82212,3,Ringdijk,1,2,0, ,100,Ringdijk,,,{6CF4B750-7C60-4FEF-930B-C2CD2F552CA2},0.0202746633223138
82213,3,Overige Kering,1,3,1,Normaal/0,300,18537,2,,{1BE8789D-5DF9-4578-A162-AE78D3B293B3},0.00731397699241071
82214,3,Overige Kering,1,3,1,Normaal/Deels nieuw trace Wold Aa bl 7,300,O286,1,,{AF2D2BDA-1419-46EC-AD81-2ECFD3B6790F},0.035863602092628
82215,3,Overige Kering,1,3,1,Normaal/0,300,O285,1,,{B6557FD3-3751-4F0F-B77E-80C02E0024DA},0.00229078857411827
82216,1,Dijkring 53,1,3,1,"53-3: DR53_14_(km48_9-93,7)_dwarsprofiel_53_dwp_53_6.pdf",300,53-3,1,10000,{81CCD353-BBC1-4AD2-B186-3F79D5D8AE8E},0.0431318932777824
82217,2,Regionale kering 101,1,3,1,project Kampereilanden 2019 extra breedte ivm fietspad,400,101,2,,{8776DBF2-06B8-43EF-918F-526F16C8EC06},0.0105248298888529
82218,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{792635A9-3D34-4340-BAD0-AB270D123088},0.0139171985284371
82219,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{DF243B8C-133F-4341-8888-59675B33C0C1},0.00380163676123835
82220,2,Regionale kering 102,1,3,1,project Kampereilanden 2019 overstroombaar aangelegd,400,102,2,,{71046A40-0309-419D-B915-BC057B648696},0.0028665017008202
82221,3,Overige kering 5320,1,2,1,overige,300,BC120,4,,{5DC552A9-987C-487D-BEB8-59D9B43EB33F},0.0603333403140007
82222,3,Overige kering 5321,1,2,1,overige,300,BC121,4,,{7AEB3720-EBCB-498E-AEC7-36D426B29A7A},0.0125275769764226
82223,3,Overige kering 5322,1,2,1,overige,300,BC122,4,,{672D652D-ACB5-4B85-A8E3-2E0379B8DCEA},0.0198705566805256
82224,3,Overige kering 5323,1,2,1,overige,300,BC123,4,,{C06F7D82-D39C-49BA-ABC5-B2F9B2EC22E3},0.0152007911884835
82225,3,Overige kering 1012,1,2,1,project Kampereilanden 2019,400,BC91,4,,{DABB619B-88E7-4ADF-B1D3-8DA146F26C74},0.019657074347994
82226,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,1,,{05E94CF9-9383-47D8-9FE1-6695DF0DBB3B},0.0212571432264112
82227,2,Regionale kering 102,1,3,1,project Kampereilanden 2019,400,102,1,,{21ECF8BB-EEC2-453E-9685-82FC11D739AD},0.012987162682651
82228,2,Regionale kering 102,1,3,1,project Kampereilanden 2019 overstroombaar aangelegd,400,102,2,,{B717EC01-30D5-4AA8-B0CE-F80753517D3B},0.0246743948351586
82229,2,Regionale kering 102,1,3,1,project Kampereilanden 2019,400,102,1,,{72793E8B-4D5E-46A7-BD80-6B4B4EA6E633},0.00640065221630206
82230,3,Overige kering 5324,1,2,1,overige,300,BC124,4,,{F4B9F213-1B58-4D63-ADE7-D7B7073CB11E},0.0340822896995102
82231,3,Overige kering 5325,1,2,1,overige,300,BC125,4,,{90008B5D-1BF9-4EF3-9E9F-20DBA90517E5},0.00235625194978261
82232,3,Overige kering 1109,1,2,1,overige,300,BC126,4,,{968DFD8F-22C7-4A43-89FC-2FB7B69EAD63},0.0155596698152719
82233,3,Overige kering 1108,1,2,1,overige,300,BC127,4,,{4375DEF3-99FE-4081-BEB9-93D59452B9D2},0.0372817196192264
82234,3,Overige kering 1021,1,3,1,project Kampereilanden 2019,400,15657,2,,{DF04A963-DE5A-4F45-95F0-DF2793B47A1D},0.0101105617700081
82235,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,1,,{E3D2EEC9-2910-4529-8B33-A5803CBF12C1},0.00105799159060382
82236,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{941728FB-395F-4227-9323-F1EF5F7EBC64},0.0117761781458641
82237,2,Regionale kering 101,1,3,1,project Kampereilanden 2019,400,101,2,,{ABD2A2F7-45E8-4A62-AF05-4F11D6F0E35F},0.00326329804317314
82238,3,Overige kering 1106,1,2,1,overige,300,BC101,4,,{24DB185A-CE90-4BA2-A557-C15761C93F87},0.0350639053704474
82239,3,Overige kering 1107,1,2,1,overige,300,BC102,4,,{334902F8-1B82-48BD-B4B1-7B63970F4C1B},0.0283032975297404
