OBJECTID,WTT_WTT_ID,DWKNAAM,DWKTYPE,LBISTATG,DWKBVORM,OSMOMSCH,KWKSTATU,DWKIDENT,IWS_LEGGERSTATUS,V_NORM,GlobalID,SHAPE_Length
82240,3,Overige kering 5301,1,2,1,overige,300,BC103,4,,{DC2C08C2-9001-42ED-B567-D8BDBCB687AA},0.0479742587690872
82241,3,Overige kering 5302,1,2,1,overige,300,BC104,4,,{191D6A1C-1CAA-460B-A50F-36C6B20D84CA},0.0494457130522806
82242,3,Overige kering 5309,1,2,1,overige,300,BC109,4,,{0B1F6818-D67A-44C5-8FE1-D7BCF8585487},0.147257438817395
82243,3,Overige Kering,1,3,1,Normaal/0,300,O329,1,,{9168783D-C70D-4684-9251-A7F11970C292},0.00805430477506734
82244,3,Overige Kering,1,3,1,Normaal/L26C,300,O26C,1,,{83C5A49A-A289-454B-9948-E27128AF174A},0.0218950963770774
82245,3,Overige Kering,1,3,1,Normaal/0,300,O23,1,,{160944C4-9360-41E3-914A-3390FECEA41E},0.0127478579887634
82246,3,Overige Kering,1,3,1,Normaal/1.5 meter breed,300,O251,1,,{9BD18158-FD60-4FCF-B7C3-9BB45E3554DF},0.0102377614795612
82247,3,Overige Kering,1,3,1,Normaal/0,300,O327,1,,{1358B3C6-E1B0-4934-ABB1-D623D6C95A79},0.00202875968606257
82248,3,Overige Kering,1,3,1,Peilafscheiding/Binnen talud 1:10 Kruinbreedte 3 meter,300,O263,1,,{2F465A49-B720-4B58-AEAB-73C2E9C17610},0.00179490577729291
82249,1,Dijkring 11,1,3,1,"11-2: DR11_13_(km15,2-18,5)_dwarsprofiel_11dwp_17_1.pdf",300,11-2,2,3000,{0B96227F-F6E3-4CC6-B5CA-5C13A407CDBB},0.0360989518321976
82250,1,Dijkring 11,1,3,1,"11-2: DR11_10_(km11,9-13,2)_dwarsprofiel_11dwp_12_5B.pdf",300,11-2,1,3000,{2B559B73-6447-445C-9711-7A4A1E899402},0.0159793008617502
82251,3,Overige Kering,1,3,1,Normaal/L37,300,O37,1,,{68EFD275-A892-4BFC-A3FE-D01FDA6E4D32},0.00709638334400043
82252,3,Overige Kering,1,3,1,Normaal/0,300,O303,1,,{E649BEC9-0A42-41AE-8109-4871FC18B0AF},0.0112054228584907
82253,3,Overige Kering,1,3,1,Natuurontw/Waterberging en Natuurinrichting Wetering OW,300,O369,1,,{6B817EDC-F5BD-4742-A899-0650111C1E50},0.00942022663640198
82254,3,Overige Kering,1,3,1,Natuurontw/Waterberging en Natuurinrichting Wetering OW,300,O362,1,,{8F3F4D25-42BA-429B-B685-89717E4F7B2B},0.0199482927783602
82255,1,Dijkring 10,1,3,1,"10-2: DR10_20_(km27,8-28,3)_dwarsprofiel_10dwp_28_6.pdf",300,10-2,1,3000,{B6FB4EC6-AA30-41ED-BB7A-C0F725350CCC},0.00654887033474434
82256,1,Dijkring 10,1,3,1,"10-1: DR10_21_(km28,3-30,9)_dwarsprofiel_10dwp_31_1A.pdf",300,10-1,1,3000,{27B93DB5-D1D3-43F6-B64A-8BA45530445A},0.032186888474947
82257,1,Dijkring 10,1,3,1,"10-2: DR10_19_(km26,4-27,8)_dwarsprofiel_10dwp_28_2.pdf",300,10-2,1,3000,{679CD408-A8A6-40FC-9611-CAA97AD8C7E1},0.0144430768570509
82258,1,Dijkring 10,1,3,1,"10-2: DR10_18_(km25,4-26,4)_dwarsprofiel_10dwp_27_5.pdf",300,10-2,1,3000,{ECF1700E-53E2-45D6-8449-6070E4E76DCA},0.0105012460337038
82259,1,Dijkring 10,1,3,1,"10-1: DR10_25_(km31,6-33,0)_dwarsprofiel_10dwp_32_7C.pdf",300,10-1,1,3000,{055027A9-EDE8-4206-BA52-8F1D3ADE752C},0.0158802784721598
82260,1,Dijkring 10,1,3,1,"10-2: DR10_17_(km24,5-25,4)_dwarsprofiel_10dwp_25_8.pdf",300,10-2,1,3000,{7744D67E-689D-4E6E-9B6A-624ED989CECC},0.0117780973147954
82261,1,Dijkring 10,1,3,1,"10-2: DR10_16_(km20,6-24,5)_dwarsprofiel_10dwp_22_8.pdf",300,10-2,1,3000,{1D82DE54-1815-4C06-B199-5805ABEF9D92},0.0519915249238805
82262,1,Dijkring 10,1,3,1,"10-1: DR10_27_(km33,1-34,6)_dwarsprofiel_10dwp_35_2B.pdf",300,10-1,1,3000,{776D098A-BD3C-4CAC-89BC-DC7CC5949D09},0.0178876117727578
82263,1,Dijkring 10,1,3,1,"10-2: DR10_15_(km19,4-20,6)_dwarsprofiel_10dwp_19_9.pdf",300,10-2,1,3000,{57C73FFD-9917-4BBF-A242-6A840190CD45},0.0140403746767992
82264,1,Dijkring 10,1,3,1,"10-1: DR10_33_(km37,8-39,0)_dwarsprofiel_10dwp_39_0.pdf",300,10-1,1,3000,{B7CF599B-F201-498D-B96F-E3A0E9711F53},0.011930290270404
82265,3,Overige kering 5304,1,2,1,overige,300,BC105,4,,{84E9F61E-A5CD-44F6-AA5B-F11FD70F031F},0.166509783097609
82266,3,Overige kering 5306,1,2,1,overige,300,BC106,4,,{537F751F-BAA4-4427-ADA6-5FA33C438BD9},0.0171848037181165
82267,3,Overige kering 5307,1,2,1,overige,300,BC107,4,,{C2A7B17E-C651-4069-B848-7FB04BF13BBC},0.0139925557503522
82268,1,Dijkring 10,1,3,1,"10-2: DR10_11_(km14,5-15,6)_dwarsprofiel_10dwp_15_7.pdf",300,10-2,1,3000,{1DBACB16-11C0-4AFD-A214-3D6D84540B35},0.0125864174850343
82269,1,Dijkring 10,1,3,1,"10-1: DR10_34_(km39,0-40,0)_dwarsprofiel_10dwp_40_0.pdf",300,10-1,1,3000,{85FD298E-8737-4CF9-A07D-AA390D4D45AE},0.0105845766811323
82270,1,Dijkring 10,1,3,1,"10-3: DR10_10_(km12,8-14,5)_dwarsprofiel_10dwp_14_9.pdf",300,10-3,1,10000,{E8BC030F-2D9E-4E55-828E-A8B7459CB367},0.0189466216155486
82271,1,Dijkring 10,1,3,1,"10-3: DR10_09_(km12,0-12,8)_dwarsprofiel_10dwp_13_0.pdf",300,10-3,1,10000,{33568E73-ADD0-4D19-9BAB-37764C9D6F1E},0.00806982982367056
82272,1,Dijkring 10,1,3,1,"10-1: DR10_30_(km34,8-35,8)_dwarsprofiel_10dwp_35_8.pdf",300,10-1,1,3000,{0E62A710-F3AF-44E2-BB49-5DBC5F9FB04E},0.0098043251170024
82273,3,Overige kering 5308,1,2,1,overige,300,BC108,4,,{7374EEE8-49EB-43F0-8663-AF7E590B180B},0.00395045816786906
82274,3,Overige kering 5311,1,2,1,overige,300,BC111,4,,{489B3FB8-0FBF-4DD0-80AF-E2942202C531},0.0139933136326503
82275,3,Overige kering 5312,1,2,1,overige,300,BC112,4,,{2B4446A0-DFE6-4F9F-8848-9593EABB3440},0.0911681492910665
82276,3,Overige kering 5314,1,2,1,overige,300,BC114,4,,{8AC4B17A-2A62-41EC-926B-BF0B8FDF7FF2},0.0964651392889237
82277,3,Overige kering 5315,1,2,1,overige,300,BC115,4,,{79C06ABA-04BB-4DF2-AD0F-3DE6BA516C2F},0.0381181779639761
82278,3,Overige kering 5316,1,2,1,overige,300,BC116,4,,{6895BDB4-4C35-43B4-BFFD-10D4CC8DEF1D},0.0136198919633879
82279,3,Overige kering 5317,1,2,1,overige,300,BC117,4,,{F1650D72-AFCB-48E8-BB65-7127C6067AB7},0.0193527081198385
82280,3,Overige kering 5318,1,2,1,overige,300,BC118,4,,{556BC52D-AB56-40AE-A576-DF5760F47D90},0.0571122044157569
82281,3,Overige kering 5319,1,2,1,overige,300,BC119,4,,{1EBADF6B-A4C7-436A-A925-E0FD91EF88B7},0.0107801727658767
82282,3,Overige Kering,1,3,1,Normaal/DHV,300,O250,1,,{C52789AC-0FA5-403A-ADDE-22344E15A704},0.0479771275799708
82283,3,Overige Kering,1,3,1,Normaal/Kruin 3 meter  L10A,300,O256,1,,{8856F426-62F5-4AD9-8763-E17DD2CC08E7},0.0231201433401953
82284,3,Overige Kering,1,3,1,Normaal/0,300,O299,1,,{5BCDB343-1081-4F97-AEDF-014121636D89},0.00624807170554845
82285,3,Overige Kering,1,3,1,Peilafscheiding/0,300,O320,1,,{C265CDCF-931E-4775-BF00-9C764A7CEF2B},0.0025853490311136
82286,3,Overige Kering,1,3,1,Natuurontw/Stadsrand Hoogeveen ,300,O275,1,,{3F7AA18C-EED9-42E5-87B3-C2B7C628C26A},0.00117966943849735
82287,3,Overige Kering,1,3,1,Normaal/1:8 1.5 meter breed,300,O243,1,,{E6B2D0A8-D6BE-433D-AF2E-9A5F015A38B9},0.0357919905155346
82288,3,Overige Kering,1,3,1,Normaal/1.5 meter breed,300,O246,1,,{4B3DCD46-5832-4787-8362-EF3DFEEE29D0},0.0250259545659451
82289,3,Overige Kering,1,3,1,Normaal/1:8 1.5 meter breed,300,O245,1,,{53B2E8F8-306C-46A7-9F5B-71804D829CA9},0.0327882985188198
82290,3,Overige Kering,1,3,1,Normaal/1:3 10 meter breed,300,O241,1,,{EC76204C-3087-46FC-9CC7-3265A6C45524},0.0174461644221836
82291,3,Overige Kering,1,3,1,Normaal/0,300,O333,1,,{79BC1728-F021-4340-917E-27B13ADB6A48},0.0230962034179416
82292,1,Dijkring 10,1,3,1,"10-2: DR10_14_(km17,7-19,4)_dwarsprofiel_10dwp_18_6.pdf",300,10-2,1,3000,{677988EE-5CD0-4274-944F-4FE9E4942611},0.0208159640998577
82293,1,Dijkring 10,1,3,1,"10-1: DR10_31_(km35,8-36,6)_dwarsprofiel_10dwp_36_9.pdf",300,10-1,1,3000,{86497438-6862-4EFC-8949-1F34E884B511},0.00867191146220515
82294,1,Dijkring 10,1,3,1,"10-2: DR10_13_(km16,7-17,7)_dwarsprofiel_10dwp_18_1.pdf",300,10-2,1,3000,{E1461F5F-B016-488E-AFFE-FB9F8A0E3B8B},0.0125260936912494
82295,1,Dijkring 10,1,3,1,"10-1: DR10_32_(km36,6-37,8)_dwarsprofiel_10dwp_38_0.pdf",300,10-1,1,3000,{7A2122B4-5440-4BE3-AEE6-4CA4D55F0568},0.0134675941005734
82296,3,Overige Kering,1,3,1,Normaal/DHV,300,O249,1,,{5D3B42C1-8796-447F-BFCF-D48182E4C29E},0.0472864619598516
82297,3,Overige Kering,1,3,1,Normaal/0,300,O325,1,,{F7EA10F0-61D2-405F-9477-2F01740C3552},0.0194109274626372
82298,3,Overige Kering,1,3,1,Normaal/0,300,O284,1,,{875F4BF3-9ABC-453F-B9E0-E219F581C4CB},0.0340091056538372
82299,3,Overige Kering,1,3,1,Normaal/0,300,O290,1,,{DC312A4A-5B84-4871-BFA9-4D1D77AAEF9B},0.0263243850499599
82300,3,Overige Kering,1,3,1,Normaal/L28B,300,O28B,1,,{A9246937-59C9-4EA3-8E0B-96E02DA7B65B},0.0333206626952936
82301,3,Overige Kering,1,3,1,Peilafscheiding/Binnen talud 1:10 Kruinbreedte 3 meter,300,O264,1,,{239B949F-8FC9-4F23-961D-CB8361B2EB36},0.00568983096037752
82302,3,Overige Kering,1,3,1,Peilafscheiding/0,300,O280,1,,{49561E33-C4F7-46C1-A779-AB436D8D1A80},0.00745262367337714
82303,3,Overige Kering,1,3,1,Peilafscheiding/0,300,O334,1,,{C7C7EB8A-8104-49D3-BC5A-07A6C816016B},0.0100932859618633
82304,3,Overige Kering,1,3,1,Normaal/0,300,O343,1,,{C8871BE3-329E-456E-8337-7A4501F0E530},0.00348053497156474
82305,3,Overige Kering,1,3,1,Normaal/L26B,300,O26B,1,,{EF9D0EB4-37F9-467D-8504-4F8F3D5A2849},0.0163409860404578
82306,3,Overige Kering,1,3,1,Normaal/1:5 Kruin 1 meter,300,O233,1,,{83EAD747-989D-4445-8969-201FB4138984},0.0183577732364953
82307,3,Overige Kering,1,3,1,Normaal/0,300,O296,1,,{25CCAFCF-2371-4B69-9626-CA52EF0C88CD},0.00197889064117502
82308,3,Overige Kering,1,3,1,Natuurontw/Stadsrand Hoogeveen,300,O277,1,,{A5C95BC6-1B40-4813-9CF2-399A56E5FF6D},0.00518694680530683
82309,3,Overige Kering,1,3,1,Natuurontw/Natuurontwikkelingsproject Rodermond,300,O332,1,,{09D06A1D-E6D1-4F79-AD67-70036633309F},0.0103598203592327
82310,3,Overige Kering,1,3,1,Normaal/0,300,O322,1,,{04346C60-74D0-451D-87EE-B5B98A031658},0.00116822953501355
82311,3,Overige Kering,1,3,1,Normaal/0,300,O308,1,,{83053273-2C40-4244-BD34-E00784B472DC},0.0281502452660275
82312,3,Overige Kering,1,3,1,Peilafscheiding/Binnen talud 1:10 Kruinbreedte 3 meter,300,O265,1,,{B920941F-0286-41E0-AD04-390CFD997D78},0.00123989027874891
82313,3,Overige Kering,1,3,1,Natuurontw/Waterberging en Natuurinrichting Wetering OW,300,O365,1,,{06B2FCEE-AF63-42D5-940F-0593FC8ACCD1},0.0105274453031834
82314,3,Overige Kering,1,3,1,Natuurontw/Waterberging en Natuurinrichting Wetering OW,300,O364,1,,{3086FED2-0C7C-4ECC-8F08-E9EE04EFA55E},0.00307508585884892
82315,3,Overige Kering,1,3,1,Normaal/0,300,O321,1,,{BB38A390-177E-41E1-93D2-5EA8D660E2C0},0.00296277097496172
82316,3,Overige Kering,1,3,1,Peilafscheiding/0,300,O281,1,,{34DB30C3-A087-474C-81B2-04F5A68A8B5E},0.00794855805569885
82317,3,Overige Kering,1,3,1,Normaal/0,300,O7A,1,,{F640BB8D-A30E-40F0-B467-631B519561F5},0.13000709959559
82318,3,Overige Kering,1,3,1,Normaal/0,300,O7B,1,,{533D2BE7-3453-463C-935C-D30F1513196D},0.0456505842027399
82319,1,Dijkring 10,1,3,1,"10-3: DR10_03_(km2,7-4,6)_dwarsprofiel_10dwp_04_1.pdf",300,10-3,1,10000,{B1B9FF62-1D21-4293-8B2A-F818436EDB33},0.0221344179585876
82320,3,Primaire waterkering Zwartsluis-Kuinre,1,2,1,Bescherming/0,300,P6,2,,{7BDAC64B-EF0F-4198-A016-C9A72BB59BF6},0.015310025931858
82321,3,Primaire waterkering Zwartsluis-Kuinre,1,2,1,Bescherming/Tot 52 m +2.00 NAP en 52. m tot 80 meter +1.70 m,300,P1,2,3000,{2D386437-4BE1-4E70-8CFE-B7CF0756A179},0.00355428920867855
82322,3,Primaire waterkering Zwartsluis-Kuinre,1,2,1,Bescherming/0,300,P3,2,,{0656C871-DC24-4462-AEBE-34D002C39C76},0.00431192247059718
82323,1,Dijkring 10,1,3,1,"10-1: DR10_41_(km44,8-45,6)_dwarsprofiel_10dwp_46_0.pdf",300,10-1,1,3000,{22A10033-75F4-4CC6-B258-27D086F83567},0.00955336943034702
82324,1,Dijkring 10,1,3,1,"10-1: DR10_42_(km44,8-47,2)_dwarsprofiel_10dwp_47_5.pdf",300,10-1,1,3000,{248C2EFE-59C4-489C-8DD8-A96AFE872AA3},0.0190180275692371
82325,1,Dijkring 11,1,3,1,"11-2: DR11_07_(km7,8-9,2)_dwarsprofiel_11dwp_08_8.pdf",300,11-2,1,3000,{15EE920C-4F0E-4F1C-8A2B-29984B350AB2},0.0199135068217957
82326,3,Overige Kering,1,3,1,Normaal/Ook tussen spoor en vos v stuw laan?,300,O292,1,,{09C14363-96FB-4EDF-B1A8-DF4D3B239DC6},0.0340724580688493
82327,3,Overige Kering,1,3,1,Normaal/L36,300,O36,1,,{57A7C447-F44D-49B9-8B19-F2321177CCBC},0.0534706107740362
82328,3,Overige Kering,1,3,1,Normaal/0,300,O287,1,,{766DBDBC-8EC2-4BD1-A701-6CA4FA3F9716},0.00771440191274319
82329,3,Overige Kering,1,3,1,Natuurontw/Stadsrand Hoogeveen,300,O276,1,,{95BF1CF1-DE09-4438-9243-ABB756637EAB},0.0285224948563625
82330,3,Overige Kering,1,3,1,Normaal/L11,300,O258,1,,{2C176E0D-9EC8-4CA0-B42B-BE3FCFADDD03},0.0558818087968302
82331,3,Overige Kering,1,3,1,Normaal/Verbeteringsplan Mesu,300,O282,1,,{267A02F2-EC07-4D54-AAA5-674678DAA714},0.00344168815763811
82332,3,Overige Kering,1,3,1,Natuurontw/Stadsrand Hoogeveen ,300,O274,1,,{9BDF261E-A8A4-4F66-B6B4-745C9D0047CB},0.000570880472647231
82333,3,Overige Kering,1,3,1,Normaal/L32A,300,O32A,1,,{1B1A7D98-3F8F-4AD6-8967-44944FAEE759},0.0120038220637865
82334,3,Overige Kering,1,3,1,Normaal/L33,300,O33,1,,{4A5FC422-7C28-4C50-9807-3E4F0E7ED228},0.0416738180214284
82335,3,Overige Kering,1,3,1,Normaal/0,300,O301,1,,{95E153D4-7717-4AD9-8C28-0B8D314D9114},0.00249874447309266
82336,3,Overige Kering,1,3,1,Normaal/0,300,O297,1,,{C0AA9100-8A1F-4DEE-8620-067F329CAB30},0.00324026056665021
82337,3,Overige Kering,1,3,1,Peilafscheiding/Kaderfunctie PV Hoogwater Kamsalamander,300,O239,1,,{34D87CD3-5D32-4CC5-B93C-48D973E73F16},0.00714708315634362
82338,3,Overige Kering,1,3,1,Peilafscheiding/Scharreveld,300,O220,1,,{0995BD58-1FB0-4269-AB75-496EA7CA5035},0.00527062304680829
