FID,datummutatie,naammuteerder,status,rwsdienst,genormeerd,kilometer,waterlichaam,opmerkingen,bron,gdb_geomattr_data,shape
kilometrering_legger.14,2014-10-13T00:00:00,Fugro,Definitief,MN,0,13,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (129952.1259999983 476511.5720000006)
kilometrering_legger.15,2014-10-13T00:00:00,Fugro,Definitief,MN,0,14,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (129782.31300000101 475526.0949999988)
kilometrering_legger.16,2014-10-13T00:00:00,Fugro,Definitief,MN,0,15,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (129612.5 474540.618999999)
kilometrering_legger.17,2014-10-13T00:00:00,Fugro,Definitief,MN,0,16,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (129442.68600000069 473555.1429999992)
kilometrering_legger.18,2014-10-13T00:00:00,Fugro,Definitief,MN,0,17,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (129272.87299999967 472569.66699999943)
kilometrering_legger.19,2014-10-13T00:00:00,Fugro,Definitief,MN,0,18,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (129103.05900000036 471584.19000000134)
kilometrering_legger.20,2014-10-13T00:00:00,Fugro,Definitief,MN,0,19,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128933.24599999934 470598.71400000155)
kilometrering_legger.21,2014-10-13T00:00:00,Fugro,Definitief,MN,0,20,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128762.79500000179 469613.34899999946)
kilometrering_legger.22,2014-10-13T00:00:00,Fugro,Definitief,MN,0,21,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128592.30600000173 468627.98900000006)
kilometrering_legger.23,2014-10-13T00:00:00,Fugro,Definitief,MN,0,22,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128421.81799999997 467642.62900000066)
kilometrering_legger.24,2014-10-13T00:00:00,Fugro,Definitief,MN,0,23,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128251.32999999821 466657.26900000125)
kilometrering_legger.25,2014-10-13T00:00:00,Fugro,Definitief,MN,0,24,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128088.82800000161 465670.81599999964)
kilometrering_legger.26,2014-10-13T00:00:00,Fugro,Definitief,MN,0,25,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128170.51399999857 464674.5029999986)
kilometrering_legger.27,2014-10-13T00:00:00,Fugro,Definitief,MN,0,26,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128285.85500000045 463681.70800000057)
kilometrering_legger.28,2014-10-13T00:00:00,Fugro,Definitief,MN,0,27,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (128817.51000000164 462854.98800000176)
kilometrering_legger.29,2014-10-13T00:00:00,Fugro,Definitief,MN,0,28,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (129545.72199999914 462169.63699999824)
kilometrering_legger.30,2014-10-13T00:00:00,Fugro,Definitief,MN,0,29,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (130273.93400000036 461484.28500000015)
kilometrering_legger.31,2014-10-13T00:00:00,Fugro,Definitief,MN,0,30,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (131002.14699999988 460798.93299999833)
kilometrering_legger.32,2014-10-13T00:00:00,Fugro,Definitief,MN,0,31,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (131804.68499999866 460206.48999999836)
kilometrering_legger.33,2014-10-13T00:00:00,Fugro,Definitief,MN,0,32,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (132541.4690000005 459531.0159999989)
kilometrering_legger.34,2014-10-13T00:00:00,Fugro,Definitief,MN,0,33,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (133267.75400000066 458843.6229999997)
kilometrering_legger.35,2014-10-13T00:00:00,Fugro,Definitief,MN,0,34,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (133754.94799999893 458006.01900000125)
kilometrering_legger.36,2014-10-13T00:00:00,Fugro,Definitief,MN,0,35,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (133716.73000000045 457007.5799999982)
kilometrering_legger.37,2014-10-13T00:00:00,Fugro,Definitief,MN,0,36,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (133827.1700000018 456013.69000000134)
kilometrering_legger.38,2014-10-13T00:00:00,Fugro,Definitief,MN,0,37,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (133948.70199999958 455021.0639999993)
kilometrering_legger.39,2014-10-13T00:00:00,Fugro,Definitief,MN,0,38,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (134240.73699999973 454074.368999999)
kilometrering_legger.40,2014-10-13T00:00:00,Fugro,Definitief,MN,0,39,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (134733.87799999863 453204.4200000018)
kilometrering_legger.41,2014-10-13T00:00:00,Fugro,Definitief,MN,0,40,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (135227.01999999955 452334.4699999988)
kilometrering_legger.42,2014-10-13T00:00:00,Fugro,Definitief,MN,0,41,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (135646.55099999905 451431.3669999987)
kilometrering_legger.43,2014-10-13T00:00:00,Fugro,Definitief,MN,0,42,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (135911.49300000072 450467.1020000018)
kilometrering_legger.44,2014-10-13T00:00:00,Fugro,Definitief,MN,0,43,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (136176.4360000007 449502.8379999995)
kilometrering_legger.45,2014-10-13T00:00:00,Fugro,Definitief,MN,0,44,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (136265.7960000001 448516.04100000113)
kilometrering_legger.46,2014-10-13T00:00:00,Fugro,Definitief,MN,0,45,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (136000.8299999982 447552.4219999984)
kilometrering_legger.47,2014-10-13T00:00:00,Fugro,Definitief,MN,0,43,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (136361.91699999943 449585.3720000014)
kilometrering_legger.48,2014-10-13T00:00:00,Fugro,Definitief,MN,0,44,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (137063.06500000134 448872.4510000013)
kilometrering_legger.49,2014-10-13T00:00:00,Fugro,Definitief,MN,0,45,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (137766.88800000027 448162.0760000013)
kilometrering_legger.50,2014-10-13T00:00:00,Fugro,Definitief,MN,0,46,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (138473.01700000092 447454.07499999925)
kilometrering_legger.51,2014-10-13T00:00:00,Fugro,Definitief,MN,0,47,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (139347.69099999964 446988.26199999824)
kilometrering_legger.52,2014-10-13T00:00:00,Fugro,Definitief,MN,0,48,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (140298.27699999884 446677.80099999905)
kilometrering_legger.53,2014-10-13T00:00:00,Fugro,Definitief,MN,0,49,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (141248.86300000176 446367.33999999985)
kilometrering_legger.54,2014-10-13T00:00:00,Fugro,Definitief,MN,0,50,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (142172.3209999986 445988.8110000007)
kilometrering_legger.55,2014-10-13T00:00:00,Fugro,Definitief,MN,0,51,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (143070.49700000137 445549.1770000011)
kilometrering_legger.56,2014-10-13T00:00:00,Fugro,Definitief,MN,0,52,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (143968.67399999872 445109.54199999943)
kilometrering_legger.57,2014-10-13T00:00:00,Fugro,Definitief,MN,0,53,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (144866.8509999998 444669.9079999998)
kilometrering_legger.58,2014-10-13T00:00:00,Fugro,Definitief,MN,0,54,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (145767.88899999857 444236.2800000012)
kilometrering_legger.59,2014-10-13T00:00:00,Fugro,Definitief,MN,0,55,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (146675.76399999857 443817.0379999988)
kilometrering_legger.60,2014-10-13T00:00:00,Fugro,Definitief,MN,0,56,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (147583.63899999857 443397.7969999984)
kilometrering_legger.61,2014-10-13T00:00:00,Fugro,Definitief,MN,0,57,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (148491.51300000027 442978.5549999997)
kilometrering_legger.62,2014-10-13T00:00:00,Fugro,Definitief,MN,0,58,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (149399.38800000027 442559.313000001)
kilometrering_legger.63,2014-10-13T00:00:00,Fugro,Definitief,MN,0,59,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (150307.26300000027 442140.0720000006)
kilometrering_legger.64,2014-10-13T00:00:00,Fugro,Definitief,MN,0,62,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (152919.52299999818 440685.47399999946)
kilometrering_legger.65,2014-10-13T00:00:00,Fugro,Definitief,MN,0,63,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (153746.5700000003 440123.33999999985)
kilometrering_legger.66,2014-10-13T00:00:00,Fugro,Definitief,MN,0,64,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (154564.36499999836 439548.26000000164)
kilometrering_legger.67,2014-10-13T00:00:00,Fugro,Definitief,MN,0,65,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (155358.4389999993 438940.4389999993)
kilometrering_legger.68,2014-10-13T00:00:00,Fugro,Definitief,MN,0,66,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (156152.51399999857 438332.618999999)
kilometrering_legger.69,2014-10-13T00:00:00,Fugro,Definitief,MN,0,67,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (156946.58799999952 437724.7980000004)
kilometrering_legger.70,2014-10-13T00:00:00,Fugro,Definitief,MN,0,68,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (157740.66200000048 437116.9780000001)
kilometrering_legger.71,2014-10-13T00:00:00,Fugro,Definitief,MN,0,69,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (158534.73699999973 436509.1570000015)
kilometrering_legger.72,2014-10-13T00:00:00,Fugro,Definitief,MN,0,70,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (159206.436999999 435780.5170000009)
kilometrering_legger.73,2014-10-13T00:00:00,Fugro,Definitief,MN,0,71,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (159583.62299999967 434855.0469999984)
kilometrering_legger.74,2014-10-13T00:00:00,Fugro,Definitief,MN,0,42,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (135619.09200000018 451056.4679999985)
kilometrering_legger.75,2014-10-13T00:00:00,Fugro,Definitief,MN,0,36,Amsterdam-Rijnkanaal,,DUT: aangeleverd,,POINT (134165.25499999896 456130.9310000017)
kilometrering_legger.76,2014-10-13T00:00:00,Fugro,Definitief,MN,0,43,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (135101.04199999943 450199.94299999997)
kilometrering_legger.77,2014-10-13T00:00:00,Fugro,Definitief,MN,0,44,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (134749.80999999866 449294.41699999943)
kilometrering_legger.78,2014-10-13T00:00:00,Fugro,Definitief,MN,0,45,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (135224.7049999982 448457.256000001)
kilometrering_legger.79,2014-10-13T00:00:00,Fugro,Definitief,MN,0,46,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (135154.83900000155 447456.98000000045)
kilometrering_legger.80,2014-10-13T00:00:00,Fugro,Definitief,MN,0,47,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (134808.49599999934 446545.28599999845)
kilometrering_legger.81,2014-10-13T00:00:00,Fugro,Definitief,MN,0,37,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (134936.60399999842 455493.9140000008)
kilometrering_legger.82,2014-10-13T00:00:00,Fugro,Definitief,MN,0,38,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (135694.6550000012 454843.2809999995)
kilometrering_legger.83,2014-10-13T00:00:00,Fugro,Definitief,MN,0,39,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (136027.1889999993 453912.7349999994)
kilometrering_legger.84,2014-10-13T00:00:00,Fugro,Definitief,MN,0,40,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (136178.07699999958 452925.0329999998)
kilometrering_legger.85,2014-10-13T00:00:00,Fugro,Definitief,MN,0,41,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (135934.04300000146 451969.0709999986)
kilometrering_legger.86,2014-10-13T00:00:00,Fugro,Definitief,MN,0,0,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (136257.26099999994 452883.5089999996)
kilometrering_legger.87,2014-10-13T00:00:00,Fugro,Definitief,MN,0,0,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (136941.49300000072 454817.50499999896)
kilometrering_legger.88,2014-10-13T00:00:00,Fugro,Definitief,MN,0,1,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (136594.60799999908 453824.88899999857)
kilometrering_legger.89,2014-10-13T00:00:00,Fugro,Definitief,MN,0,2,Merwedekanaal - Vaartse Rijn - Stadsbuitengracht Utrecht,,DUT: aangeleverd,,POINT (136939.32600000128 454763.5370000005)
kilometrering_legger.90,2014-10-13T00:00:00,Fugro,Definitief,MN,0,72,Boven-Rijn - Waal,,DUT: aangeleverd,,POINT (159944.7960000001 433922.5480000004)
kilometrering_legger.91,2014-10-13T00:00:00,Fugro,Definitief,MN,0,46,Pannerdensch Kanaal - Nederrijn - Lek,,DUT: aangeleverd,,POINT (135716.0610000007 446593.86300000176)
kilometrering_legger.92,2014-10-13T00:00:00,Fugro,Definitief,MN,0,1,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (180483.31670000032 510808.9395000003)
kilometrering_legger.93,2014-10-13T00:00:00,Fugro,Definitief,MN,0,2,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (179528.20190000162 511105.1752999984)
kilometrering_legger.94,2014-10-13T00:00:00,Fugro,Definitief,MN,0,3,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (178573.08700000122 511401.41110000014)
kilometrering_legger.95,2014-10-13T00:00:00,Fugro,Definitief,MN,0,4,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (177617.9721999988 511697.6469999999)
kilometrering_legger.96,2014-10-13T00:00:00,Fugro,Definitief,MN,0,5,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (176662.8574000001 511993.88280000165)
kilometrering_legger.97,2014-10-13T00:00:00,Fugro,Definitief,MN,0,6,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (175707.7426000014 512290.1185999997)
kilometrering_legger.98,2014-10-13T00:00:00,Fugro,Definitief,MN,0,7,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (174752.627700001 512586.35449999943)
kilometrering_legger.99,2014-10-13T00:00:00,Fugro,Definitief,MN,0,8,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (173797.51289999858 512882.5903000012)
kilometrering_legger.100,2014-10-13T00:00:00,Fugro,Definitief,MN,0,9,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (172968.32140000165 513386.2074000016)
kilometrering_legger.101,2014-10-13T00:00:00,Fugro,Definitief,MN,0,11,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (185552.48690000176 514033.57840000093)
kilometrering_legger.102,2014-10-13T00:00:00,Fugro,Definitief,MN,0,12,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (184569.67540000007 513923.62849999964)
kilometrering_legger.103,2014-10-13T00:00:00,Fugro,Definitief,MN,0,13,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (183569.67550000176 513923.05999999866)
kilometrering_legger.104,2014-10-13T00:00:00,Fugro,Definitief,MN,0,14,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (182569.67570000142 513922.4915000014)
kilometrering_legger.105,2014-10-13T00:00:00,Fugro,Definitief,MN,0,15,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (181569.6757999994 513921.9230000004)
kilometrering_legger.106,2014-10-13T00:00:00,Fugro,Definitief,MN,0,16,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (180569.67599999905 513921.35449999943)
kilometrering_legger.107,2014-10-13T00:00:00,Fugro,Definitief,MN,0,17,Ketelmeer,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (179732.89229999855 513651.2419999987)
kilometrering_legger.108,2014-10-13T00:00:00,Fugro,Definitief,MN,0,27,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (161633.2179000005 475101.5811999999)
kilometrering_legger.109,2014-10-13T00:00:00,Fugro,Definitief,MN,0,28,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (162593.86389999837 475379.3566999994)
kilometrering_legger.110,2014-10-13T00:00:00,Fugro,Definitief,MN,0,29,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (163553.5810999982 475660.31529999897)
kilometrering_legger.111,2014-10-13T00:00:00,Fugro,Definitief,MN,0,30,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (164512.86059999838 475942.7738999985)
kilometrering_legger.112,2014-10-13T00:00:00,Fugro,Definitief,MN,0,31,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (165158.62669999897 476631.6011000015)
kilometrering_legger.113,2014-10-13T00:00:00,Fugro,Definitief,MN,0,32,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (165465.48149999976 477583.3574000001)
kilometrering_legger.114,2014-10-13T00:00:00,Fugro,Definitief,MN,0,33,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (165772.33630000055 478535.1136999987)
kilometrering_legger.115,2014-10-13T00:00:00,Fugro,Definitief,MN,0,34,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (166079.1911999993 479486.870099999)
kilometrering_legger.116,2014-10-13T00:00:00,Fugro,Definitief,MN,0,35,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (166386.0460000001 480438.62640000135)
kilometrering_legger.117,2014-10-13T00:00:00,Fugro,Definitief,MN,0,36,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (166692.90080000088 481390.38269999996)
kilometrering_legger.118,2014-10-13T00:00:00,Fugro,Definitief,MN,0,37,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (166999.75569999963 482342.13910000026)
kilometrering_legger.119,2014-10-13T00:00:00,Fugro,Definitief,MN,0,38,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (167306.61050000042 483293.8953999989)
kilometrering_legger.120,2014-10-13T00:00:00,Fugro,Definitief,MN,0,39,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (167613.4653000012 484245.6517000012)
kilometrering_legger.121,2014-10-13T00:00:00,Fugro,Definitief,MN,0,40,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (168075.1442000009 485123.6425999999)
kilometrering_legger.122,2014-10-13T00:00:00,Fugro,Definitief,MN,0,41,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (168649.97630000114 485941.27540000156)
kilometrering_legger.123,2014-10-13T00:00:00,Fugro,Definitief,MN,0,42,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (169557.4129000008 486250.2159000002)
kilometrering_legger.124,2014-10-13T00:00:00,Fugro,Definitief,MN,0,43,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (170473.40370000154 486434.3850999996)
kilometrering_legger.125,2014-10-13T00:00:00,Fugro,Definitief,MN,0,44,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (171126.15129999816 487190.195700001)
kilometrering_legger.126,2014-10-13T00:00:00,Fugro,Definitief,MN,0,45,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (171814.1127000004 487913.9996000007)
kilometrering_legger.127,2014-10-13T00:00:00,Fugro,Definitief,MN,0,46,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (172522.8942000009 488619.4226000011)
kilometrering_legger.128,2014-10-13T00:00:00,Fugro,Definitief,MN,0,47,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (173234.48369999975 489322.0179999992)
kilometrering_legger.129,2014-10-13T00:00:00,Fugro,Definitief,MN,0,48,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (174023.37810000032 489925.13430000097)
kilometrering_legger.130,2014-10-13T00:00:00,Fugro,Definitief,MN,0,49,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (174918.0612999983 490371.8355999999)
kilometrering_legger.131,2014-10-13T00:00:00,Fugro,Definitief,MN,0,50,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (175812.7441000007 490818.5375000015)
kilometrering_legger.132,2014-10-13T00:00:00,Fugro,Definitief,MN,0,51,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (176736.49060000107 491189.5139000006)
kilometrering_legger.133,2014-10-13T00:00:00,Fugro,Definitief,MN,0,52,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (177716.57200000063 491388.11030000076)
kilometrering_legger.134,2014-10-13T00:00:00,Fugro,Definitief,MN,0,53,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (178696.8361000009 491585.80260000005)
kilometrering_legger.135,2014-10-13T00:00:00,Fugro,Definitief,MN,0,54,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (179649.92720000073 491868.2446999997)
kilometrering_legger.136,2014-10-13T00:00:00,Fugro,Definitief,MN,0,55,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (180435.3986000009 492485.9083000012)
kilometrering_legger.137,2014-10-13T00:00:00,Fugro,Definitief,MN,0,56,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (181209.92060000077 493118.4552000016)
kilometrering_legger.138,2014-10-13T00:00:00,Fugro,Definitief,MN,0,57,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (181984.43299999833 493751.01399999857)
kilometrering_legger.139,2014-10-13T00:00:00,Fugro,Definitief,MN,0,58,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (182758.93200000003 494383.5890999995)
kilometrering_legger.140,2014-10-13T00:00:00,Fugro,Definitief,MN,0,59,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (183343.74230000004 495184.48589999974)
kilometrering_legger.141,2014-10-13T00:00:00,Fugro,Definitief,MN,0,60,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (183834.3951999992 496055.84099999815)
kilometrering_legger.142,2014-10-13T00:00:00,Fugro,Definitief,MN,0,61,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (184322.42300000042 496928.61769999936)
kilometrering_legger.143,2014-10-13T00:00:00,Fugro,Definitief,MN,0,62,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (184777.7522 497818.9408)
kilometrering_legger.144,2014-10-13T00:00:00,Fugro,Definitief,MN,0,63,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (185234.32429999858 498708.61829999834)
kilometrering_legger.145,2014-10-13T00:00:00,Fugro,Definitief,MN,0,64,Randmeren-Oost,,ICR: handmatig o.b.v. DVS: vaarwegas,,POINT (185716.62139999866 499584.5042999983)
