GEMEENTE,CBS_GEMEENTECODE,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000022,Scheendijk,11,,57,3621VC,Breukelen,5.024988,52.178351,130225.02,465640.62,"POLYGON ((130220.162 465642.77,130220.122 465638.53,130229.922 465638.47,130229.922 465642.75,130220.162 465642.77))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000020,Scheendijk,11,,49,3621VC,Breukelen,5.024248,52.178344,130174.38,465640.14,"POLYGON ((130169.84 465643.4,130169.82 465640.04,130175.22 465640.26,130175.18 465636.9,130178.946 465636.887,130178.946 465643.379,130169.84 465643.4))"
Stichtse Vecht,G1904,Breukelen,WK190402,Kievitsbuurt,WK19040204,0311030000000034,Scheendijk,19,,10,3621VC,Breukelen,5.024948,52.181294,130223.91,465968.07,"POLYGON ((130220.356 465966.395,130227.574 465966.338,130227.574 465969.748,130220.242 465969.805,130220.356 465966.395))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000013,Scheendijk,13,,4,3621VC,Breukelen,5.022496,52.17893,130054.89,465705.86,"POLYGON ((130048.754 465708.209,130048.686 465703.608,130061.029 465703.506,130061.096 465708.11,130048.754 465708.209))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000001,Scheendijk,11,,51b,3621VC,Breukelen,5.024821,52.178263,130213.58,465630.9,"POLYGON ((130208.306 465633.076,130208.365 465628.729,130218.847 465628.729,130218.847 465633.076,130208.306 465633.076))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000005,Scheendijk,11,,51a,3621VC,Breukelen,5.0246,52.178261,130198.42,465630.72,"POLYGON ((130194.132 465632.6,130194.132 465628.848,130202.648 465628.848,130202.708 465632.6,130194.132 465632.6))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000002,Scheendijk,13,,27,3621VC,Breukelen,5.024418,52.178984,130186.37,465711.21,"POLYGON ((130191.69 465709.006,130191.631 465713.413,130181.057 465713.349,130181.188 465709.033,130191.69 465709.006))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000016,Scheendijk,18,,21,3621VC,Breukelen,5.022729,52.180914,130071.96,465926.56,"POLYGON ((130073.691 465923.892,130073.745 465929.175,130070.291 465929.234,130070.168 465924.003,130073.691 465923.892))"
Stichtse Vecht,G1904,Breukelen,WK190402,Breukelen Zuid,WK19040213,0311030000000027,Poeldijk,5,,,3621CZ,Breukelen,4.997088,52.16855,128310.82,464560.01,"POLYGON ((128303.762 464563.137,128304.376 464555.893,128317.882 464557.121,128317.636 464561.05,128312.848 464560.804,128312.48 464564.119,128303.762 464563.137))"
Stichtse Vecht,G1904,Breukelen,WK190402,Kievitsbuurt,WK19040204,0311030000000023,De Meent,23,,,3621VS,Breukelen,5.042417,52.174851,131415.29,465245.44,"POLYGON ((131411.148 465242.453,131416.308 465240.544,131419.431 465248.545,131414.612 465250.34,131411.148 465242.453))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,1904030000003209,Scheendijk,24,,24,3621VC,Breukelen,5.022185,52.183279,130036.07,466189.86,"POLYGON ((130031.72 466193.16,130031.26 466187.28,130040.5 466186.56,130040.882 466192.288,130031.72 466193.16))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000011,Scheendijk,16,,33,3621VC,Breukelen,5.022731,52.180507,130071.87,465881.26,"POLYGON ((130063.621 465883.497,130063.74 465879.388,130079.998 465879.031,130080.117 465883.14,130063.621 465883.497))"
Stichtse Vecht,G1904,Breukelen,WK190402,Scheendijk,WK19040211,0311030000000008,Scheendijk,18,,32,3621VC,Breukelen,5.023679,52.180772,130136.84,465910.44,"POLYGON ((130133.716 465914.525,130133.877 465906.245,130136.812 465906.366,130136.693 465910.177,130139.968 465910.296,130139.909 465914.644,130133.716 465914.525))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000001,Bosdijk,5,,,3626AS,Nieuwer Ter Aa,4.951553,52.186258,125207.52,466547.95,"POLYGON Z ((125194.833 466555.022 0,125194.949 466551.524 0,125194.768 466551.518 0,125195.128 466540.683 0,125211.768 466541.265 0,125211.771 466541.165 0,125220.367 466541.449 0,125219.95 466554.032 0,125211.354 466553.748 0,125211.407 466552.149 0,125210.088 466552.103 0,125210.09 466552.052 0,125200.465 466551.716 0,125200.35 466555.214 0,125194.833 466555.022 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000002,Bosdijk,1,a,,3626AS,Nieuwer Ter Aa,4.958627,52.19063,125694.14,467031.52,"POLYGON Z ((125688.562 467036.529 0,125688.063 467031.252 0,125693.033 467030.773 0,125692.649 467026.842 0,125699.667 467026.166 0,125700.589 467035.742 0,125693.571 467036.418 0,125693.537 467036.05 0,125688.562 467036.529 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000003,Demmeriksekade,14,,,3626AZ,Nieuwer Ter Aa,4.973484,52.219417,126728.35,470228.44,"POLYGON Z ((126722.1 470230.67 0,126723.32 470223 0,126734.83 470224.91 0,126733.36 470233.88 0,126726.98 470232.81 0,126727.18 470231.53 0,126722.1 470230.67 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000004,Dorpsstraat,1,,,3626AC,Nieuwer Ter Aa,4.979411,52.190993,127115.57,467063.74,"POLYGON ((127104.978 467063.258,127113.6 467062.257,127113.194 467058.004,127113.173 467057.781,127124.152 467055.616,127124.269 467056.103,127126.347 467064.758,127114.435 467067.107,127114.867 467070.828,127105.977 467071.86,127104.978 467063.258))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000005,Dorpsstraat,3,,,3626AC,Nieuwer Ter Aa,4.979736,52.191069,127137.8,467072.03,"POLYGON Z ((127140.123 467080.323 0,127138.959 467075.46 0,127135.293 467076.337 0,127134.216 467071.834 0,127135.431 467071.543 0,127133.93 467065.27 0,127140.248 467063.743 0,127141.814 467070.288 0,127140.959 467070.493 0,127141.964 467074.695 0,127142.839 467074.483 0,127144.022 467079.39 0,127140.123 467080.323 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000006,Dorpsstraat,5,,,3626AC,Nieuwer Ter Aa,4.979887,52.191047,127148.14,467069.52,"POLYGON ((127143.331 467063.096,127149.967 467061.705,127151.722 467070.073,127155.536 467069.259,127156.413 467074.251,127156.565 467075.222,127152.463 467076.06,127149.855 467076.602,127146.317 467077.337,127143.331 467063.096))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000007,Dorpsstraat,6,,,3626AD,Nieuwer Ter Aa,4.979474,52.190562,127119.62,467015.68,"POLYGON ((127110.518 467014.911,127113.086 467008.013,127127.518 467013.388,127123.794 467023.387,127117.975 467021.22,127119.13 467018.118,127110.518 467014.911))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000008,Dorpsstraat,7,,,3626AC,Nieuwer Ter Aa,4.980065,52.190995,127160.28,467063.63,"POLYGON ((127155.355 467061.189,127163.887 467059.482,127165.202 467066.062,127165.618 467068.291,127157.155 467070.077,127156.671 467067.768,127155.355 467061.189))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000009,Dorpsstraat,9,,,3626AC,Nieuwer Ter Aa,4.980339,52.191047,127179.02,467069.31,"POLYGON ((127173.106 467064.73,127173.251 467060.763,127175.35 467060.84,127175.371 467060.26,127185.034 467060.614,127184.777 467067.639,127179.73 467067.454,127179.656 467069.493,127184.702 467069.678,127184.385 467078.352,127173.862 467077.967,127174.031 467073.35,127176.559 467073.442,127176.706 467069.445,127178.365 467069.506,127178.44 467067.457,127175.112 467067.335,127175.204 467064.807,127173.106 467064.73))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000010,Dorpsstraat,10,,,3626AD,Nieuwer Ter Aa,4.979414,52.190815,127115.64,467043.94,"POLYGON ((127111.866 467035.879,127116.27 467035.698,127116.26 467035.02,127119.316 467034.917,127119.699 467044.023,127117.325 467044.198,127117.381 467045.631,127117.716 467051.962,127112.614 467052.233,127111.948 467039.68,127112.067 467039.674,127111.866 467035.879))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000011,Dorpsstraat,11,,,3626AC,Nieuwer Ter Aa,4.98061,52.191059,127197.61,467070.57,"POLYGON ((127193.093 467074.714,127193.928 467060.939,127196.748 467061.11,127196.947 467057.838,127199.566 467057.997,127199.368 467061.269,127202.433 467061.455,127201.597 467075.23,127201.088 467075.199,127200.847 467079.172,127202.594 467079.278,127202.485 467082.056,127205.096 467082.314,127204.487 467088.856,127204.443 467089.589,127196.558 467089.11,127196.926 467083.041,127194.576 467082.838,127193.276 467081.443,127193.416 467079.011,127193.344 467079.007,127193.602 467074.745,127193.093 467074.714))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000012,Dorpsstraat,12,,,3626AD,Nieuwer Ter Aa,4.979522,52.190851,127123.08,467047.85,"POLYGON ((127117.381 467045.631,127128.043 467043.739,127128.94 467049.776,127128.987 467050.091,127117.716 467051.962,127117.381 467045.631))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000014,Dorpsstraat,14,,,3626AD,Nieuwer Ter Aa,4.979691,52.190738,127134.54,467035.2,"POLYGON ((127130.583 467041.601,127131.109 467028.572,127138.361 467032.127,127138.222 467035.584,127136.154 467035.501,127135.899 467041.816,127130.583 467041.601))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000015,Dorpsstraat,15,,,3626AC,Nieuwer Ter Aa,4.981067,52.191083,127228.84,467073.12,"POLYGON ((127223.938 467078.634,127224.788 467073.311,127226.467 467073.579,127227.731 467066.611,127232.026 467067.297,127230.123 467079.607,127229.604 467079.538,127223.938 467078.634))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000017,Dorpsstraat,17,,,3626AC,Nieuwer Ter Aa,4.981131,52.19109,127233.22,467073.79,"POLYGON ((127230.123 467079.607,127232.026 467067.297,127236.352 467067.988,127235.183 467075.305,127235.074 467075.288,127234.277 467080.284,127230.123 467079.607))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000018,Dorpsstraat,18,,,3626AD,Nieuwer Ter Aa,4.979891,52.190627,127148.13,467022.79,"POLYGON ((127143.323 467027.217,127145.231 467019.355,127152.31 467021.145,127150.259 467028.898,127143.323 467027.217))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000020,Dorpsstraat,34,,,3626AD,Nieuwer Ter Aa,4.980744,52.190785,127206.56,467040.02,"POLYGON ((127201.224 467043.252,127203.345 467034.683,127205.735 467035.27,127207.749 467035.749,127211.825 467036.719,127210.093 467043.995,127205.822 467042.979,127205.515 467044.273,127201.224 467043.252))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000021,Dorpsstraat,40,,,3626AD,Nieuwer Ter Aa,4.980927,52.190753,127219.05,467036.45,"POLYGON ((127211.268 467047.03,127211.506 467045.7,127212.261 467041.468,127212.605 467041.53,127214.103 467033.142,127212.853 467032.919,127215.083 467024.581,127226.355 467026.594,127223.903 467040.327,127223.354 467043.404,127219.547 467042.725,127218.547 467048.33,127211.268 467047.03))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000022,Dorpsstraat,44,,,3626AD,Nieuwer Ter Aa,4.981031,52.190836,127226.26,467045.58,"POLYGON ((127218.547 467048.33,127219.547 467042.725,127223.354 467043.404,127223.903 467040.327,127231.247 467041.638,127231.07 467042.623,127233.916 467043.131,127232.541 467050.829,127218.547 467048.33))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000023,Dorpsstraat,46,,,3626AD,Nieuwer Ter Aa,4.981569,52.19079,127262.97,467040.33,"POLYGON ((127259.394 467046.79,127262.564 467032.508,127265.59 467033.179,127264.058 467040.081,127267.134 467040.764,127265.496 467048.144,127259.394 467046.79))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000024,Dorpsstraat,18,a,,3626AD,Nieuwer Ter Aa,4.979804,52.190629,127142.22,467023.06,"POLYGON ((127139.399 467026.265,127140.972 467019.175,127143.122 467019.733,127143.339 467018.897,127145.231 467019.355,127143.323 467027.217,127139.399 467026.265))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000025,Dorpsstraat,21,a,,3626AC,Nieuwer Ter Aa,4.981526,52.191117,127260.27,467076.64,"POLYGON ((127255.805 467081.117,127257.222 467071.296,127263.201 467072.159,127263.051 467073.198,127264.6 467073.421,127263.894 467078.452,127262.326 467078.226,127261.955 467080.792,127261.784 467081.98,127255.805 467081.117))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000027,Doude van Troostwijkstraat,1,,,3626AT,Nieuwer Ter Aa,4.981282,52.190537,127243.23,467012.3,"POLYGON ((127238.316 467016.202,127238.691 467015.337,127242.253 467007.129,127247.674 467009.559,127244.633 467016.304,127241.726 467014.98,127240.709 467017.248,127238.316 467016.202))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000028,Doude van Troostwijkstraat,2,,,3626AV,Nieuwer Ter Aa,4.981556,52.190362,127261.87,466992.7,"POLYGON ((127255.65 466995.926,127259.836 466986.45,127265.416 466988.914,127265.585 466988.53,127268.082 466989.633,127263.965 466998.954,127261.468 466997.851,127261.23 466998.391,127255.65 466995.926))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000029,Dorpsstraat,19,,,3626AC,Nieuwer Ter Aa,4.981301,52.1911,127244.89,467074.84,"POLYGON ((127238.528 467080.355,127238.978 467077.541,127240.401 467068.634,127250.325 467070.219,127248.426 467082.108,127240.593 467080.685,127238.528 467080.355))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000030,Dorpsstraat,20,,,3626AD,Nieuwer Ter Aa,4.979978,52.190654,127154.15,467025.72,"POLYGON ((127150.259 467028.898,127152.31 467021.145,127156.415 467022.076,127158.033 467022.468,127156.033 467030.298,127150.259 467028.898))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000031,Dorpsstraat,21,,,3626AC,Nieuwer Ter Aa,4.981609,52.191143,127265.97,467079.55,"POLYGON ((127261.762 467082.134,127261.784 467081.98,127261.955 467080.792,127262.326 467078.226,127263.894 467078.452,127264.6 467073.421,127264.632 467073.193,127270.633 467074.035,127268.968 467085.899,127262.967 467085.057,127263.342 467082.39,127261.762 467082.134))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000032,Dorpsstraat,22,,,3626AD,Nieuwer Ter Aa,4.98015,52.19069,127165.89,467029.75,"POLYGON ((127161.616 467032.093,127161.717 467031.676,127162.983 467025.239,127169.605 467026.404,127168.83 467033.33,127161.616 467032.093))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000033,Dorpsstraat,23,,,3626AC,Nieuwer Ter Aa,4.981738,52.191171,127274.81,467082.62,"POLYGON ((127271.379 467085.936,127272.813 467077.659,127277.257 467078.43,127277.491 467077.079,127278.585 467077.269,127277.102 467085.822,127276.88 467087.103,127276.082 467086.964,127275.876 467088.157,127274.289 467087.882,127274.532 467086.482,127271.379 467085.936))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000034,Dorpsstraat,24,,,3626AD,Nieuwer Ter Aa,4.980238,52.190694,127171.91,467030.13,"POLYGON ((127168.83 467033.33,127169.605 467026.404,127169.664 467025.758,127172.234 467026.05,127172.619 467023.943,127174.742 467024.097,127173.757 467034.037,127168.83 467033.33))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000035,Dorpsstraat,25,,,3626AC,Nieuwer Ter Aa,4.981821,52.191188,127280.48,467084.48,"POLYGON ((127277.102 467085.822,127278.585 467077.269,127284.684 467078.326,127283.201 467086.879,127283.123 467086.865,127282.407 467090.994,127282.299 467090.975,127282.165 467091.743,127279.14 467091.219,127279.274 467090.451,127279.007 467090.405,127279.723 467086.276,127277.102 467085.822))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000036,Dorpsstraat,26,,,3626AD,Nieuwer Ter Aa,4.980309,52.190694,127176.8,467030.06,"POLYGON ((127173.757 467034.037,127174.742 467024.097,127174.945 467022.046,127175.199 467020.062,127175.398 467020.088,127177.759 467020.249,127176.884 467026.812,127179.869 467027.195,127179.349 467031.339,127179.66 467031.408,127179.228 467034.821,127173.757 467034.037))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000037,Dorpsstraat,27,,,3626AC,Nieuwer Ter Aa,4.982206,52.19122,127306.81,467087.86,"POLYGON Z ((127301.515 467089.711 0,127303.973 467082.039 0,127312.454 467084.705 0,127310.124 467092.484 0,127310.009 467092.448 0,127309.62 467093.688 0,127307.139 467092.909 0,127307.49 467091.793 0,127301.515 467089.711 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000038,Dorpsstraat,28,,,3626AD,Nieuwer Ter Aa,4.980386,52.190692,127182.07,467029.87,"POLYGON ((127179.228 467034.821,127179.66 467031.408,127179.349 467031.339,127179.869 467027.195,127180.261 467024.14,127184.784 467024.721,127184.392 467027.776,127184.501 467027.79,127183.52 467035.437,127179.228 467034.821))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000039,Dorpsstraat,29,,,3626AC,Nieuwer Ter Aa,4.982382,52.191281,127318.86,467094.63,"POLYGON ((127309.861 467101.975,127311.571 467095.672,127314.969 467096.594,127317.799 467086.161,127324.024 467087.85,127321.534 467097.028,127321.023 467098.91,127315.544 467097.413,127314.001 467103.097,127309.861 467101.975))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000040,Dorpsstraat,31,,,3626AC,Nieuwer Ter Aa,4.982478,52.191281,127325.45,467094.61,"POLYGON ((127321.534 467097.028,127324.024 467087.85,127330.056 467089.487,127326.846 467101.319,127322.667 467100.185,127323.387 467097.531,127321.534 467097.028))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000041,Bosdijk,1,,,3626AS,Nieuwer Ter Aa,4.95849,52.189215,125683.82,466874.15,"POLYGON ((125673.454 466872.387,125694.385 466868.138,125695.906 466875.635,125689.076 466877.022,125674.976 466879.884,125673.454 466872.387))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000042,Bosdijk,2,,,3626AS,Nieuwer Ter Aa,4.958503,52.189075,125684.64,466858.51,"POLYGON ((125671.092 466855.337,125695.988 466850.299,125698.269 466861.57,125673.373 466866.608,125671.092 466855.337))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000043,Bosdijk,3,,,3626AS,Nieuwer Ter Aa,4.958381,52.188413,125675.87,466784.91,"POLYGON Z ((125689.992 466779.653 0,125690.12 466789.637 0,125683.391 466789.723 0,125683.381 466788.903 0,125680.06 466788.946 0,125680.073 466789.946 0,125679.803 466789.949 0,125679.801 466789.789 0,125662.023 466790.018 0,125662.025 466790.178 0,125661.755 466790.181 0,125661.623 466779.872 0,125661.893 466779.869 0,125661.895 466780.029 0,125679.673 466779.8 0,125679.671 466779.64 0,125679.941 466779.637 0,125679.946 466780.057 0,125683.267 466780.014 0,125683.263 466779.739 0,125689.992 466779.653 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000045,Bosdijk,4,,,3626AS,Nieuwer Ter Aa,4.95167,52.186742,125215.82,466601.73,"POLYGON ((125205.388 466595.863,125224.088 466593.118,125225.491 466602.547,125218.981 466603.503,125219.824 466609.17,125219.864 466609.437,125219.864 466609.438,125216.705 466609.942,125214.873 466610.209,125214.707 466609.083,125214.013 466604.425,125206.82 466605.481,125205.388 466595.863))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Polder Oukoop,WK19040401,0311010000000046,Honderdsche Laantje,4,a,,3626AB,Nieuwer Ter Aa,4.984277,52.19938,127453.45,467994.92,"POLYGON ((127442.385 467996.455,127464.778 467979.867,127471.146 467988.466,127455.575 468000,127452.809 468002.049,127456.451 468006.968,127452.395 468009.972,127445.01 468000,127442.385 467996.455))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000047,Julianalaan,1,,,3626AM,Nieuwer Ter Aa,4.978834,52.190835,127076.03,467046.29,"POLYGON ((127070.364 467043.179,127076.82 467042.025,127078.221 467041.866,127078.703 467044.428,127081.068 467044.159,127081.403 467047.099,127081.436 467047.385,127081.664 467049.387,127071.288 467050.722,127070.364 467043.179))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000048,Julianalaan,2,,,3626AM,Nieuwer Ter Aa,4.978481,52.190656,127051.75,467026.57,"POLYGON ((127044.405 467032.292,127046.313 467022.507,127048.512 467022.892,127055.995 467024.11,127054.992 467030.264,127053.015 467029.942,127052.464 467032.863,127044.405 467032.292))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000049,Julianalaan,3,,,3626AM,Nieuwer Ter Aa,4.978793,52.190771,127073.19,467039.2,"POLYGON Z ((127070.364 467043.179 0,127069.67 467037.467 0,127073.472 467036.921 0,127073.314 467035.53 0,127076.045 467035.219 0,127076.82 467042.025 0,127070.364 467043.179 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000050,Julianalaan,4,,,3626AM,Nieuwer Ter Aa,4.978496,52.190601,127052.75,467020.41,"POLYGON ((127048.512 467022.892,127049.515 467016.738,127056.997 467017.956,127055.995 467024.11,127048.512 467022.892))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000051,Julianalaan,5,,,3626AM,Nieuwer Ter Aa,4.978862,52.190686,127077.86,467029.7,"POLYGON Z ((127071.041 467034.051 0,127070.835 467027.054 0,127078.921 467026.815 0,127078.884 467025.556 0,127084.68 467025.345 0,127084.846 467030.972 0,127081.948 467031.057 0,127081.931 467030.508 0,127079.333 467030.585 0,127079.428 467033.803 0,127071.041 467034.051 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000052,Julianalaan,6,,,3626AM,Nieuwer Ter Aa,4.978535,52.190488,127055.33,467007.84,"POLYGON ((127051.343 467010.248,127052.469 467004.171,127059.312 467005.438,127058.186 467011.516,127051.343 467010.248))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000053,Julianalaan,7,,,3626AM,Nieuwer Ter Aa,4.979283,52.189228,127105.71,466867.32,"POLYGON Z ((127109.844 466862.194 0,127109.299 466868.324 0,127110.73 466868.451 0,127110.317 466873.091 0,127107.416 466872.833 0,127107.643 466870.28 0,127101.821 466869.762 0,127102.553 466861.545 0,127109.844 466862.194 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000054,Julianalaan,8,,,3626AM,Nieuwer Ter Aa,4.978552,52.190434,127056.44,467001.86,"POLYGON ((127052.469 467004.171,127053.559 466998.282,127060.402 466999.55,127059.312 467005.438,127052.469 467004.171))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000055,Julianalaan,10,,,3626AM,Nieuwer Ter Aa,4.978568,52.190382,127057.52,466996.01,"POLYGON ((127050.948 466997.748,127051.408 466995.389,127054.055 466995.836,127054.634 466992.48,127061.477 466993.747,127060.402 466999.55,127053.559 466998.282,127050.948 466997.748))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000056,Julianalaan,12,,,3626AM,Nieuwer Ter Aa,4.978584,52.190329,127058.61,466990.14,"POLYGON ((127051.997 466991.986,127053.15 466986.102,127055.733 466986.545,127062.576 466987.813,127061.477 466993.747,127054.634 466992.48,127051.997 466991.986))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000057,Julianalaan,14,,,3626AM,Nieuwer Ter Aa,4.97858,52.190272,127058.28,466983.8,"POLYGON ((127052.834 466986.058,127053.965 466979.889,127056.866 466980.426,127063.71 466981.693,127062.576 466987.813,127055.733 466986.545,127053.15 466986.102,127052.834 466986.058))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000058,Julianalaan,16,,,3626AM,Nieuwer Ter Aa,4.978661,52.190028,127063.65,466956.62,"POLYGON ((127058.261 466961.197,127060.514 466950.993,127060.699 466950.153,127069.224 466952.035,127066.785 466963.079,127058.261 466961.197))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000059,Julianalaan,18,,,3626AM,Nieuwer Ter Aa,4.978891,52.189725,127079.22,466922.77,"POLYGON Z ((127079.674 466926.013 0,127056.801 466919.884 0,127059.667 466909.191 0,127087.215 466916.573 0,127083.044 466932.134 0,127078.37 466930.882 0,127079.674 466926.013 0))"
Stichtse Vecht,G1904,Nieuwer Ter Aa,WK190404,Nieuwer Ter Aa,WK19040402,0311010000000060,Julianalaan,20,,,3626AM,Nieuwer Ter Aa,4.978541,52.189508,127055.16,466898.83,"POLYGON Z ((127050.531 466904.994 0,127050.491 466892.674 0,127054.79 466892.66 0,127059.791 466892.874 0,127059.831 466904.964 0,127050.531 466904.994 0))"
