GEMEENTE,CBS_GEMEENTECODE,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000091,Stationsweg,37,,ws,3631AJ,Nieuwersluis,5.003267,52.198333,128751.15,467871.44,"POLYGON ((128738.031 467875.366,128757.25 467859.233,128764.264 467867.65,128744.765 467883.643,128738.031 467875.366))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Nigtevecht Garsten,WK19040805,0329020000000100,Vreelandseweg,7,,,1393PC,Nigtevecht,5.022246,52.27268,130090.36,476136.64,"POLYGON ((130078.403 476141.811,130080.429 476138.51,130082.455 476135.209,130084.149 476132.056,130085.727 476128.716,130088.324 476123.185,130102.326 476132.497,130092.376 476150.092,130078.403 476141.811))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000108,Klompweg,17,,,1393PJ,Nigtevecht,5.057162,52.284883,132479.61,477483,"POLYGON ((132472.451 477475.28,132480.301 477473.409,132486.762 477489.502,132478.445 477492.587,132472.451 477475.28))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000003,Oud Over,99,,ws,3632VC,Loenen aan de Vecht,5.030286,52.212413,130606.07,469428.61,"POLYGON ((130594.794 469419.591,130608.509 469414.261,130612.368 469425.545,130617.344 469437.654,130604.425 469442.959,130594.794 469419.591))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Hoefijzer,WK19040307,0329020000000024,Vreelandseweg,18,,ws05,3632EP,Loenen aan de Vecht,5.0296,52.212968,130559.52,469490.59,"POLYGON ((130549.855 469482.23,130557.095 469476.551,130569.19 469499.979,130556.964 469504.638,130557.075 469497.531,130553.487 469493.374,130553.442 469493.533,130549.919 469482.427,130549.855 469482.23))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Sticht,WK19040903,0329020000000045,Mijndensedijk,27,,ws03,3631NN,Loenen aan de Vecht,5.019136,52.199566,129836.72,468002.98,"POLYGON ((129821.263 467991.609,129831.87 467986.282,129852.177 468012.627,129841.611 468019.675,129821.263 467991.609))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000101,Stationsweg,47,,ws,3631AJ,Nieuwersluis,5.001833,52.199068,128653.51,467953.78,"POLYGON ((128639.973 467957.993,128660.034 467940.878,128667.048 467949.155,128647.127 467966.691,128639.973 467957.993))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000056,Nigtevechtseweg,126,,ws,3633XX,Vreeland,5.035997,52.245456,131014.22,473103.1,"POLYGON ((131004.51 473113.278,131011.486 473100.367,131016.773 473091.915,131018.899 473089.113,131023.934 473092.711,131011.532 473117.093,131004.51 473113.278))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000092,Stationsweg,39,,ws,3631AJ,Nieuwersluis,5.002974,52.198485,128731.16,467888.48,"POLYGON ((128717.55 467893.042,128738.031 467875.366,128744.765 467883.643,128724.704 467901.599,128717.55 467893.042))"
Stichtse Vecht,G1904,Vreeland,WK190406,Vreeland Dorp,WK19040603,0329020000000145,Nigtevechtseweg,20,,ws,3633XS,Vreeland,5.030879,52.233407,130658.07,471764.16,"POLYGON ((130651.273 471758.418,130659.263 471756.332,130664.87 471768.481,130657.277 471771.986,130651.273 471758.418))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000138,IJsvogelpad,1,,ws,3633DB,Vreeland,5.032715,52.2252,130779.03,470850.48,"POLYGON ((130765.281 470858.101,130773.804 470848.271,130779.092 470841.129,130782.46 470835.233,130792.775 470845.266,130773.993 470865.734,130765.281 470858.101))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000158,Nigtevechtseweg,90,,ws,3633XW,Vreeland,5.038446,52.240917,131179.06,472597.22,"POLYGON ((131165.158 472593.558,131175.287 472584.075,131175.934 472584.506,131192.959 472599.161,131183.692 472610.367,131165.158 472593.558))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000141,IJsvogelpad,9,,ws,3633DB,Vreeland,5.033115,52.224098,130805.76,470727.67,"POLYGON ((130800.315 470741.102,130801.743 470714.247,130801.76 470713.908,130811.205 470715.4,130810.873 470741.431,130800.315 470741.102))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000004,Oud Over,101,,ws,3632VC,Loenen aan de Vecht,5.030407,52.212637,130614.47,469453.45,"POLYGON ((130602.3 469443.809,130617.666 469438.456,130626.64 469463.078,130611.648 469468.453,130602.3 469443.809))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Hoefijzer,WK19040307,0329020000000025,Vreelandseweg,22,,ws06,3632ER,Loenen aan de Vecht,5.030047,52.213712,130590.46,469573.18,"POLYGON ((130579.803 469558.934,130593.49 469555.988,130601.118 469586.717,130588.395 469590.375,130584.579 469578.833,130582.761 469572.681,130579.803 469558.934))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000064,Nigtevechtseweg,142,,ws,3633XX,Vreeland,5.037124,52.2466,131091.83,473230.02,"POLYGON ((131079.782 473229.502,131083.694 473221.677,131103.874 473229.708,131100.579 473238.357,131079.782 473229.502))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000093,Stationsweg,41,,ws,3631AJ,Nieuwersluis,5.002672,52.198645,128710.61,467906.37,"POLYGON ((128696.507 467911.138,128717.55 467893.042,128724.704 467901.599,128703.802 467919.696,128697.128 467911.867,128696.507 467911.138))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000105,Klompweg,11,,,1393PH,Nigtevecht,5.057312,52.28444,132489.62,477433.7,"POLYGON ((132480.844 477442.475,132492.401 477421.838,132498.392 477428.887,132487.819 477445.568,132480.844 477442.475))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000107,Klompweg,15,,,1393PH,Nigtevecht,5.057133,52.284734,132477.61,477466.44,"POLYGON ((132472.451 477475.28,132475.688 477457.597,132482.768 477459.899,132480.301 477473.409,132472.451 477475.28))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000113,Klompweg,27,,,1393PJ,Nigtevecht,5.058496,52.284849,132570.64,477478.76,"POLYGON ((132558.667 477479.601,132563.119 477469.18,132579.447 477476.815,132582.619 477478.342,132579.642 477484.078,132577.433 477488.333,132565.094 477481.002,132561.627 477478.942,132558.667 477479.601))"
Stichtse Vecht,G1904,Vreeland,WK190406,Polder Dorssewaard,WK19040602,0329020000000146,Nigtevechtseweg,22,,ws,3633XS,Vreeland,5.030987,52.233539,130665.57,471778.82,"POLYGON ((130657.277 471771.986,130658.269 471771.528,130664.87 471768.481,130673.865 471786.472,130666.272 471789.159,130657.277 471771.986))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000140,IJsvogelpad,3,,ws,3633DB,Vreeland,5.033004,52.224862,130798.63,470812.72,"POLYGON ((130789.563 470821.67,130792.747 470814.062,130794.898 470807.271,130796.265 470798.707,130807.705 470800.237,130807.223 470806.016,130801.444 470826.725,130789.563 470821.67))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000159,Nigtevechtseweg,92,,ws,3633XW,Vreeland,5.038863,52.241107,131207.61,472618.23,"POLYGON ((131190.804 472614.893,131191.02 472614.893,131202.442 472603.04,131224.424 472623.729,131214.51 472633.427,131195.867 472618.852,131190.804 472614.893))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000005,Oud Over,103,,ws,3632VC,Loenen aan de Vecht,5.030664,52.213105,130632.29,469505.48,"POLYGON ((130619.862 469496.637,130634.496 469489.823,130637.914 469500,130644.721 469516.297,130631.051 469521.139,130619.862 469496.637))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Polder Holland,WK19040301,0329020000000026,Vreelandseweg,27,,ws07,3632ER,Loenen aan de Vecht,5.032247,52.220086,130744.28,470281.63,"POLYGON ((130729.992 470279.949,130735.384 470269.786,130735.475 470269.616,130758.576 470283.673,130752.964 470293.639,130729.992 470279.949))"
Stichtse Vecht,G1904,Loenersloot,WK190410,Poldergebied Loenersloot,WK19041001,0329020000000034,Angstelpad,14,,ws,3634AM,Loenersloot,4.995959,52.225089,128267.61,470851.03,"POLYGON ((128254.402 470848.812,128259.253 470840.861,128280.814 470853.258,128275.828 470861.209,128254.402 470848.812))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000102,Stationsweg,49,,ws,3631AJ,Nieuwersluis,5.001453,52.199259,128627.63,467975.11,"POLYGON ((128614.02 467979.176,128633.941 467962.342,128641.236 467971.18,128621.736 467987.874,128614.02 467979.176))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000069,Nigtevechtseweg,152,,ws,3633XX,Vreeland,5.038179,52.246705,131163.9,473241.34,"POLYGON ((131151.646 473242.681,131154.941 473234.238,131176.15 473241.445,131173.679 473248.446,131151.646 473242.681))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000094,Stationsweg,43,,ws,3631AJ,Nieuwersluis,5.002379,52.198795,128690.69,467923.2,"POLYGON ((128677.569 467926.57,128696.507 467911.138,128697.128 467911.867,128703.802 467919.696,128684.864 467935.267,128677.569 467926.57))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000114,Klompweg,29,,,1393PJ,Nigtevecht,5.058808,52.284948,132591.95,477489.72,"POLYGON ((132577.433 477488.333,132579.642 477484.078,132582.619 477478.342,132606.466 477490.442,132600.599 477501.1,132589.729 477495.111,132583.581 477491.722,132579.531 477489.49,132577.433 477488.333))"
Stichtse Vecht,G1904,Vreeland,WK190406,Polder Dorssewaard,WK19040602,0329020000000147,Nigtevechtseweg,66,,ws,3633XW,Vreeland,5.032721,52.236345,130785.54,472090.49,"POLYGON ((130772.93 472080.428,130786.076 472075.04,130798.145 472100.039,130798.145 472100.255,130785.742 472105.945,130783.921 472105.643,130772.93 472080.428))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000122,Klompweg,45,,,1393PJ,Nigtevecht,5.06452,52.284695,132981.59,477459.87,"POLYGON ((132966.796 477455.853,132975.701 477445.798,132996.384 477464.758,132987.622 477473.95,132966.796 477455.853))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000139,IJsvogelpad,5,,ws,3633DB,Vreeland,5.033062,52.224643,130802.47,470788.39,"POLYGON ((130796.265 470798.707,130798.289 470776.543,130808.668 470777.12,130807.705 470800.237,130796.265 470798.707))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000137,IJsvogelpad,7,,ws,3633DB,Vreeland,5.033081,52.224376,130803.62,470758.64,"POLYGON ((130798.517 470772.442,130800.141 470744.846,130808.718 470745.245,130808.552 470772.437,130798.517 470772.442))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000160,Nigtevechtseweg,96,,ws,3633XW,Vreeland,5.040116,52.242529,131293.94,472776,"POLYGON ((131283.741 472775.663,131300.935 472768.868,131304.137 472776.265,131287.663 472783.139,131283.741 472775.663))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000006,Oud Over,105,,ws,3632VC,Loenen aan de Vecht,5.030825,52.213359,130643.42,469533.59,"POLYGON ((130632.892 469524.679,130646.389 469520.414,130650.297 469530.902,130653.948 469541.595,130642.381 469546.774,130632.892 469524.679))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Polder Holland,WK19040301,0329020000000027,Vreelandseweg,27,,ws08,3632ER,Loenen aan de Vecht,5.03293,52.220552,130791.2,470333.26,"POLYGON ((130776.539 470325.402,130787.452 470316.69,130805.868 470341.099,130794.955 470349.822,130791.805 470346.392,130782.479 470333.836,130776.591 470325.474,130776.539 470325.402))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000070,Nigtevechtseweg,154,,ws,3633XX,Vreeland,5.038597,52.246792,131192.52,473250.81,"POLYGON ((131181.092 473251.535,131183.769 473243.71,131203.949 473249.064,131200.86 473257.919,131181.092 473251.535))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Kanaalzone sector Nieuwersluis,WK19040907,0329020000000103,Stationsweg,51,,ws,3631AJ,Nieuwersluis,5.00106,52.199466,128600.9,467998.32,"POLYGON ((128582.877 468005.69,128611.495 467981.561,128618.93 467990.539,128591.014 468015.089,128582.877 468005.69))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000072,Nigtevechtseweg,158,,ws,3633XX,Vreeland,5.038861,52.24696,131210.64,473269.45,"POLYGON ((131196.742 473270.479,131198.801 473262.243,131224.541 473269.45,131221.864 473276.657,131196.742 473270.479))"
Stichtse Vecht,G1904,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000089,Stationsweg,33,,ws,3631AJ,Nieuwersluis,5.003987,52.197973,128800.11,467831.11,"POLYGON ((128781.8 467838.612,128810.558 467814.904,128818.414 467823.461,128789.095 467847.309,128781.8 467838.612))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000115,Klompweg,31,,,1393PJ,Nigtevecht,5.059133,52.285056,132614.22,477501.68,"POLYGON ((132600.599 477501.1,132606.466 477490.442,132627.846 477502.424,132622.057 477512.922,132600.599 477501.1))"
Stichtse Vecht,G1904,Vreeland,WK190406,Polder Dorssewaard,WK19040602,0329020000000148,Nigtevechtseweg,68,,ws,3633XW,Vreeland,5.032839,52.236714,130793.77,472131.48,"POLYGON ((130783.357 472124.852,130795.99 472119.651,130804.179 472139.262,130793.146 472143.311,130792.508 472142.108,130783.357 472124.852))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000117,Klompweg,35,,,1393PJ,Nigtevecht,5.059943,52.285321,132669.59,477530.9,"POLYGON ((132655.191 477529.958,132660.386 477519.81,132683.998 477531.675,132678.861 477541.99,132660.348 477532.59,132655.191 477529.958))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000136,IJsvogelpad,11,,ws,3633DB,Vreeland,5.033131,52.22387,130806.73,470702.32,"POLYGON ((130801.76 470713.908,130802.324 470704.95,130803.39 470692.431,130803.984 470689.243,130811.702 470690.695,130811.205 470715.4,130801.76 470713.908))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000134,IJsvogelpad,13,,ws,3633DB,Vreeland,5.033259,52.223445,130815.25,470654.97,"POLYGON ((130809.008 470664.287,130814.462 470643.947,130821.485 470645.595,130816.013 470665.989,130809.008 470664.287))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000162,Nigtevechtseweg,100,,ws,3633XW,Vreeland,5.040586,52.242414,131326.03,472763.14,"POLYGON ((131316.276 472762.794,131333.161 472756.513,131335.776 472761.82,131318.473 472769.758,131316.276 472762.794))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000165,Nigtevechtseweg,108,,ws,3633XW,Vreeland,5.042029,52.242381,131424.55,472758.92,"POLYGON ((131409.179 472760.81,131415.837 472745.806,131439.929 472756.513,131433.604 472772.026,131409.179 472760.81))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000008,Oud Over,109,,ws,3632VC,Loenen aan de Vecht,5.031067,52.213744,130660.16,469576.44,"POLYGON ((130652.154 469568.443,130662.081 469565.606,130668.157 469583.833,130658.385 469587.28,130652.154 469568.443))"
Stichtse Vecht,G1904,Loenersloot,WK190410,Poldergebied Loenersloot,WK19041001,0329020000000030,Angstelpad,6,,ws,3634AM,Loenersloot,4.997403,52.225653,128366.59,470913.22,"POLYGON ((128355.873 470911.877,128359.511 470905.005,128368.405 470909.721,128377.299 470914.437,128373.661 470921.445,128355.873 470911.877))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000073,Nigtevechtseweg,160,,ws,3633XX,Vreeland,5.038488,52.246892,131185.11,473262.04,"POLYGON ((131173.474 473263.478,131176.15 473254.212,131196.742 473261.213,131194.065 473269.862,131173.474 473263.478))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000096,Klompweg,5,,,1393PH,Nigtevecht,5.032977,52.275586,130824.33,476456.33,"POLYGON ((130811.477 476454.306,130816.929 476445.544,130837.183 476458.753,130832.098 476467.118,130812.032 476454.651,130811.477 476454.306))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000116,Klompweg,33,,,1393PJ,Nigtevecht,5.059482,52.285171,132638.11,477514.36,"POLYGON ((132622.057 477512.922,132627.846 477502.424,132654.16 477516.521,132648.034 477526.304,132628.425 477516.293,132622.057 477512.922))"
Stichtse Vecht,G1904,Vreeland,WK190406,Polder Dorssewaard,WK19040602,0329020000000149,Nigtevechtseweg,70,,ws,3633XW,Vreeland,5.033005,52.236939,130805.24,472156.4,"POLYGON ((130795.53 472147.376,130796.818 472146.925,130810.429 472142.279,130814.954 472164.477,130801.808 472170.511,130795.53 472147.376))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000118,Klompweg,37,,,1393PJ,Nigtevecht,5.060335,52.285442,132696.45,477544.18,"POLYGON ((132681.653 477543.408,132686.347 477532.379,132711.251 477544.127,132710.048 477555.973,132702.551 477553.851,132681.653 477543.408))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000135,IJsvogelpad,15,,ws,3633DB,Vreeland,5.033369,52.223228,130822.67,470630.77,"POLYGON ((130815.065 470641.676,130822.753 470617.77,130830.273 470620.558,130822.148 470643.771,130815.065 470641.676))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000164,Nigtevechtseweg,104,,ws,3633XW,Vreeland,5.04113,52.242275,131363.07,472747.47,"POLYGON ((131351.9 472748.277,131372.491 472740.761,131374.242 472746.423,131354.209 472754.182,131351.9 472748.277))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000007,Oud Over,107,,ws,3632VC,Loenen aan de Vecht,5.030964,52.213552,130653.06,469555.1,"POLYGON ((130644.506 469547.198,130654.479 469543.165,130661.612 469564.199,130651.729 469567.027,130644.506 469547.198))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000009,Oud Over,111,,ws,3632VC,Loenen aan de Vecht,5.031162,52.213958,130666.79,469600.14,"POLYGON ((130655.978 469588.979,130668.157 469583.833,130677.593 469611.752,130664.617 469616.455,130655.978 469588.979))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Polder Oud Over,WK19040303,0329020000000014,Oud Over,121,,ws,3632VC,Loenen aan de Vecht,5.032132,52.216847,130734.63,469921.32,"POLYGON ((130723.676 469933.138,130732.174 469903.962,130745.579 469907.697,130744.566 469918.271,130738.578 469938.676,130723.676 469933.138))"
Stichtse Vecht,G1904,Loenersloot,WK190410,Poldergebied Loenersloot,WK19041001,0329020000000028,Angstelpad,2,,ws,3634AM,Loenersloot,4.997946,52.225846,128403.78,470934.45,"POLYGON ((128390.64 470933.438,128395.222 470924.14,128416.917 470935.19,128412.336 470944.758,128390.64 470933.438))"
Stichtse Vecht,G1904,Loenen aan de Vecht,WK190403,Hoefijzer,WK19040307,0329020000000020,Vreelandseweg,6,,,3632EP,Loenen aan de Vecht,5.028733,52.211284,130499.31,469303.5,"POLYGON ((130488.535 469294.163,130499.658 469288.119,130510.093 469314.592,130498.113 469318.878,130498.081 469318.779,130496.403 469313.193,130491.528 469301.237,130488.535 469294.163))"
Stichtse Vecht,G1904,Loenersloot,WK190410,Poldergebied Loenersloot,WK19041001,0329020000000031,Angstelpad,8,,ws,3634AM,Loenersloot,4.997049,52.225539,128342.33,470900.63,"POLYGON ((128331.617 470898.536,128335.39 470891.933,128353.043 470902.444,128349.135 470909.317,128331.617 470898.536))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Nigtevecht Garsten,WK19040805,0329020000000097,Vreelandseweg,1,,,1393PC,Nigtevecht,5.021893,52.273501,130066.73,476228.12,"POLYGON ((130059.728 476240.829,130060.344 476223.145,130061.126 476215.404,130073.734 476217.853,130072.268 476240.789,130059.728 476240.829))"
Stichtse Vecht,G1904,Loenersloot,WK190410,Poldergebied Loenersloot,WK19041001,0329020000000039,Angstelpad,24,,ws,3634AM,Loenersloot,4.993723,52.220796,128112.24,470374.22,"POLYGON ((128104.732 470383.839,128108.601 470362.332,128119.752 470364.836,128115.77 470386.115,128104.732 470383.839))"
Stichtse Vecht,G1904,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000074,Nigtevechtseweg,162,,ws,3633XX,Vreeland,5.03813,52.246828,131160.6,473255.04,"POLYGON ((131148.558 473256.271,131150.571 473247.612,131150.617 473247.417,131172.65 473255.036,131170.179 473262.655,131148.558 473256.271))"
Stichtse Vecht,G1904,Nigtevecht,WK190408,Nigtevecht Garsten,WK19040805,0329020000000098,Vreelandseweg,3,,,1393PC,Nigtevecht,5.022038,52.273102,130076.4,476183.69,"POLYGON ((130064.089 476199.233,130066.915 476183.545,130067.013 476183.017,130068.552 476175.217,130071.015 476164.707,130088.711 476168.001,130081.589 476202.667,130064.089 476199.233))"
