ID,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,POSITIONELE_NAUWKEURIGHEID_MM,NAAM,STATUS,LATITUDE,LONGITUDE,ROTATIE
6902112,2021/02/16 15:27:37+00,G0193,Zwolle,bestaand,0,hoogspanningsmast,283,,,52.5313504309017,6.18952379264075,
6902113,2021/02/16 15:27:37+00,G0193,Zwolle,bestaand,0,hoogspanningsmast,283,,,52.532003752101,6.18692391013051,
6902114,2021/02/16 15:27:37+00,G0193,Zwolle,bestaand,0,hoogspanningsmast,283,,,52.5310830460204,6.18627210999399,
6902115,2021/02/16 15:27:37+00,G0193,Zwolle,bestaand,0,hoogspanningsmast,283,,,52.5317613342238,6.18975143142441,
6902116,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.464827230499,6.16398926870225,
6902117,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4594367047582,6.16931188041314,
6902118,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4674364613068,6.16103573822504,
6902119,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4569807906378,6.16566160572085,
6902120,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4515219675022,6.17609264891629,
6902121,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4699043939809,6.1576477452199,
6902122,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4649137012052,6.1633637936573,
6902123,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4571346258469,6.1712929434595,
6902124,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.462214856364,6.16692941874643,
6902125,2016/06/24 15:19:54+00,G0177,Raalte,bestaand,0,hoogspanningsmast,283,,,52.4625922038931,6.16594168711909,
6902126,2016/09/27 10:07:47+00,G0153,Enschede,bestaand,0,hoogspanningsmast,283,,,52.2224551766221,6.86167097738435,
6902127,2016/09/27 10:07:47+00,G0153,Enschede,bestaand,0,hoogspanningsmast,283,,,52.221057488849,6.86287642230312,
6902128,2016/09/27 10:07:47+00,G0153,Enschede,bestaand,0,hoogspanningsmast,283,,,52.2194918362017,6.86159577696738,
6902129,2016/09/27 10:07:47+00,G0153,Enschede,bestaand,0,hoogspanningsmast,283,,,52.2235416436566,6.860432018618,
6902130,2016/09/27 10:07:47+00,G0153,Enschede,bestaand,0,hoogspanningsmast,283,,,52.2195194186943,6.85934028980842,
6902131,2017/09/15 10:19:23+00,G0351,Woudenberg,bestaand,0,hoogspanningsmast,283,,,52.052191682214,5.4644157376808,
6902132,2017/09/15 10:19:23+00,G0351,Woudenberg,bestaand,0,hoogspanningsmast,283,,,52.0548843501481,5.45577841551559,
6902133,2017/09/15 10:19:23+00,G0351,Woudenberg,bestaand,0,hoogspanningsmast,283,,,52.0534810972802,5.46004695315184,
6902134,2019/02/07 09:31:08+00,G1904,Stichtse Vecht,bestaand,0,hoogspanningsmast,283,,,52.1591410803444,4.99322839746383,
6902135,2019/02/07 08:26:53+00,G0503,Delft,bestaand,0,hoogspanningsmast,283,,,51.9843812495293,4.36701578152975,
6902136,2021/03/09 16:50:27+00,G0984,Venray,bestaand,0,hoogspanningsmast,283,,,51.5224354581403,6.01139369329144,
6902137,2019/05/24 12:39:47+00,G0193,Zwolle,bestaand,0,hoogspanningsmast,283,,,52.5302467717217,6.18630831024859,
