FID,OVW_STARTDATUM,AANSCHAFPRIJS,AANTAL,AANVULLENDE_INFORMATIE,AFGEWERKT,AFGIFTEDATUM,ALGEMEEN_AANSCHAFPRIJS,ALGEMEEN_FABRIKANT,ALGEMEEN_GARANTIE,ALGEMEEN_LEEFTIJDSCATEGORIE,ALGEMEEN_LEVENSDUUR,GEOMETRIE,LONGITUDE,LATITUDE,OVW_MAX_SIZE
Speelvoorzieningen.223149,2023-02-03,940,,.,,,,,,3 - 8 jaar,,POINT (52.140734312338196 5.377153963272184),5.37715428816172,52.140730781846,0

Speelvoorzieningen.223150,2023-02-03,250,,,,,,,,4 - 12 jaar,,POINT (52.140774051227964 5.3771549405254975),5.37715526490064,52.1407705206107,0

Speelvoorzieningen.223151,2023-02-03,17.50,1,,,,,,,6 - 12 jaar,,POINT (52.14076009412114 5.377118952735257),5.37711927741043,52.1407565633743,0

Speelvoorzieningen.223152,2023-02-03,685,,,,,,,,4 - 10 jaar,,POINT (52.155713058677804 5.384998886786487),5.38499898603162,52.155709511765,0

Speelvoorzieningen.223153,2023-02-03,,3,,,,,,,3 - 10 jaar,,POINT (52.15583386723705 5.384893334885201),5.384893432965,52.1558303192952,0

Speelvoorzieningen.223154,2023-02-03,4995,,,,,,,,4 - 12 jaar,,POINT (52.13479719241561 5.3741103910102055),5.37411080141384,52.1347936656041,0

Speelvoorzieningen.223155,2023-02-03,,,,,,,,,4 - 12 jaar,,POINT (52.15540131142184 5.385250200922525),5.38525030326944,52.1553977670557,0

Speelvoorzieningen.223156,2023-02-03,2425,,,,,,,,6 jaar en ouder,,POINT (52.15573273873835 5.385019394747026),5.38501949364404,52.155729191848,0

Speelvoorzieningen.223157,2023-02-03,,,,,,,,,,,POINT (52.20093602112258 5.426773827154017),5.42677304119662,52.2009324595328,0

Speelvoorzieningen.223158,2023-02-03,,,,,,,,,,,POINT (52.20519232231804 5.423124997272737),5.42312416991981,52.2051887103048,0

Speelvoorzieningen.223159,2023-02-03,1149,,,,,,,,5 - 14 jaar,,POINT (52.20022696801364 5.418860474985935),5.41885975329789,52.2002233648452,0

Speelvoorzieningen.223160,2023-02-03,3825,,,,,,,,3 - 9 jaar,,POINT (52.15574578477887 5.384867683020268),5.38486778238018,52.1557422370706,0

Speelvoorzieningen.223161,2023-02-03,17.50,2,,,,,,,6 - 12 jaar,,POINT (52.18393755761147 5.406167420245994),5.40616702070459,52.1839339835153,0

Speelvoorzieningen.223162,2023-02-03,190,,,,,,,,4 - 12 jaar,,POINT (52.18395517128137 5.406128786710833),5.40612838713715,52.1839515968724,0

Speelvoorzieningen.223163,2023-02-03,1795,,Het huisje is een deel van het verwijderde combinatietoestel,,,,,,2- 6 jaar,,POINT (52.15573753072573 5.384952506027312),5.38495260514117,52.1557339834787,0

Speelvoorzieningen.223164,2023-02-03,250,,,,,,,,4 - 12 jaar,,POINT (52.155832527641536 5.384927400952747),5.38492749890725,52.1558289798768,0

Speelvoorzieningen.223165,2023-02-03,17.50,1,,,,,,,6 - 12 jaar,,POINT (52.140870100255945 5.389893309727674),5.38989359014549,52.1408666330888,0

Speelvoorzieningen.223166,2023-02-03,,,,,,,,,,,POINT (52.20515478576953 5.423147179560918),5.42314635263531,52.2051511741457,0

Speelvoorzieningen.223167,2023-02-03,,,,,,,,,,,POINT (52.20524428680838 5.42055965448663),5.42055884427967,52.2052406594812,0

Speelvoorzieningen.223168,2023-02-03,,,,,,,,,,,POINT (52.20452036213196 5.41899571181394),5.41899492361495,52.2045167307486,0

Speelvoorzieningen.223169,2023-02-03,,,,,,,,,,,POINT (52.20458852862596 5.418850224110924),5.41884943588301,52.2045848959348,0

Speelvoorzieningen.223170,2023-02-03,1005,,,,,,,,2 - 8 jaar,,POINT (52.14257162138358 5.391290009041929),5.39129026152854,52.1425681557668,0

Speelvoorzieningen.223171,2023-02-03,1298,,,,,,,,8 jaar en ouder,,POINT (52.14251845261406 5.39112993264761),5.39113018641233,52.1425149863487,0

Speelvoorzieningen.223172,2023-02-03,8550,,,,,,,,3 - 9 jaar,,POINT (52.14119242071543 5.386794782858581),5.38679506934415,52.1411889366595,0

Speelvoorzieningen.223173,2023-02-03,1680,,,,,,,,3 - 9 jaar,,POINT (52.1412121739273 5.3867299177119845),5.38673020415146,52.1412086894771,0

Speelvoorzieningen.223174,2023-02-03,895,,,,,,,,6 jaar en ouder,,POINT (52.14053519397454 5.3867626527168335),5.38676294812169,52.1405317119072,0

Speelvoorzieningen.223175,2023-02-03,895,,,,,,,,6 jaar en ouder,,POINT (52.140871777941406 5.386816316116131),5.38681660682873,52.1408682950475,0

Speelvoorzieningen.223176,2023-02-03,190,,,,,,,,4 - 12 jaar,,POINT (52.141236091397225 5.386770707707785),5.38677099368903,52.1412326070752,0

Speelvoorzieningen.223177,2023-02-03,17.50,2,,,,,,,6 - 12 jaar,,POINT (52.141236361681244 5.386715503083706),5.38671578924759,52.1412328770782,0

Speelvoorzieningen.223178,2023-02-03,1455,,,,,,,,3 - 8 jaar,,POINT (52.15571005350583 5.3850551760982315),5.38505527514728,52.1557065068891,0

Speelvoorzieningen.223179,2023-02-03,595,,,,,,,,3 - 8 jaar,,POINT (52.15539760040045 5.385238812023525),5.38523891446748,52.1553940559921,0

Speelvoorzieningen.223180,2023-02-03,7030,,,,,,,,3 - 8 jaar,,POINT (52.15539506275365 5.385225367239526),5.38522546977346,52.1553915182879,0

Speelvoorzieningen.223181,2023-02-03,940,,,,,,,,3 - 8 jaar,,POINT (52.15539208126366 5.385210010282381),5.38521011292019,52.1553885367327,0

Speelvoorzieningen.223182,2023-02-03,620,,,,,,,,3 - 8 jaar,,POINT (52.15538858450327 5.3851953321598),5.38519543490552,52.1553850399126,0

Speelvoorzieningen.223183,2023-02-03,44695,,,,,,,,2 - 6 jaar,,POINT (52.1553861411955 5.385182240037542),5.3851823428705,52.1553825965488,0

Speelvoorzieningen.223184,2023-02-03,1455,,,,,,,,3 - 8 jaar,,POINT (52.15538245299947 5.385168297170305),5.38516840011064,52.1553789082976,0

Speelvoorzieningen.223185,2023-02-03,17.50,2x1 stuks,,,,,,,6 - 12 jaar,,POINT (52.15541242965424 5.3852838726350125),5.38528397469304,52.1554088854124,0

Speelvoorzieningen.223186,2023-02-03,1295,,,,,,,,2 - 8 jaar,,POINT (52.18045675374376 5.406045155144906),5.40604480688688,52.1804531985102,0

Speelvoorzieningen.222881,2023-02-03,17.50,1,,,,,,,6 - 12 jaar,,POINT (52.18058757744864 5.405926123082367),5.40592577359044,52.1805840208399,0

Speelvoorzieningen.222882,2023-02-03,,,,,,,,,1 - 8 jaar,,POINT (52.17952373041269 5.398912295918555),5.39891200074462,52.1795201416836,0

Speelvoorzieningen.222883,2023-02-03,895,,,,,,,,1 - 4 jaar,,POINT (52.179540533249174 5.398900680782775),5.39890038543592,52.1795369443663,0

Speelvoorzieningen.222884,2023-02-03,620,,,,,,,,3 - 8 jaar,,POINT (52.17955668780661 5.3988963054382175),5.39889600988748,52.1795530988122,0

Speelvoorzieningen.222885,2023-02-03,1298,,,,,,,,8 jaar en ouder,,POINT (52.17936535178742 5.398995080344052),5.39899478694884,52.1793617643644,0

Speelvoorzieningen.222886,2023-02-03,17.50,1,,,,,,,6 - 12 jaar,,POINT (52.179382683532175 5.398895556837747),5.39889526374848,52.1793790954835,0

Speelvoorzieningen.222887,2023-02-03,940,,,,,,,,3 - 8 jaar,,POINT (52.18390607737238 5.401370736049726),5.40137036473965,52.1839024773548,0

Speelvoorzieningen.222888,2023-02-03,555,,,,,,,,4 - 10 jaar,,POINT (52.1839513057441 5.401403689378753),5.40140331723255,52.1839477056458,0

Speelvoorzieningen.222889,2023-02-03,3710,,"verwijderd Bakemastraat

",,,,,,2 - 6 jaar,,POINT (52.15571710957002 5.3841983354251886),5.38419843797463,52.1557135586144,0

Speelvoorzieningen.222890,2023-02-03,740,,,,,,,,6 jaar en ouder,,POINT (52.1557969326313 5.384645490429146),5.38464559004139,52.1557933835942,0

Speelvoorzieningen.222891,2023-02-03,540,,,,,,,,3 - 8 jaar,,POINT (52.15542834624668 5.385252386377683),5.38525248835506,52.1554248017808,0

Speelvoorzieningen.222892,2023-02-03,560,,,,,,,,1 - 4 jaar,,POINT (52.155797201584356 5.384650183181691),5.38465028277065,52.1557936525698,0

Speelvoorzieningen.222893,2023-02-03,1420,,,,,,,,4 - 12 jaar,,POINT (52.15542410479445 5.385238935461489),5.38523903755161,52.1554205602781,0

Speelvoorzieningen.222894,2023-02-03,8310,,,,,,,,3 - 9 jaar,,POINT (52.15572621327066 5.384982171659091),5.38498227079917,52.1557226662196,0

Speelvoorzieningen.222895,2023-02-03,5140,,,,,,,,6 - 12 jaar,,POINT (52.155761687104956 5.385045672422348),5.38504577082352,52.1557581402278,0

Speelvoorzieningen.222896,2023-02-03,1940,,,,,,,,3 - 9 jaar,,POINT (52.15575043002923 5.3849629656185565),5.38496306451677,52.1557468827818,0

Speelvoorzieningen.222897,2023-02-03,750,5,,,,,,,4 - 12 jaar,,POINT (52.15576389450302 5.3849971149891385),5.38499721356473,52.1557603473721,0

Speelvoorzieningen.222898,2023-02-03,1399,,,,,,,,5 - 12 jaar,,POINT (52.155738250296245 5.385005574634823),5.38500567351642,52.1557347033135,0

Speelvoorzieningen.222899,2023-02-03,190,,,,,,,,4 - 12 jaar,,POINT (52.14321220952528 5.381994008687272),5.38199428482659,52.1432086945823,0

Speelvoorzieningen.222900,2023-02-03,1005,,"Komt van de opslag Torenstraat, is opgeknapt.",,,,,,2 - 8 jaar,,POINT (52.199642312532035 5.409120333996515),5.40911968631364,52.1996386580914,0

Speelvoorzieningen.222901,2023-02-03,1795,,,,,,,,2 - 6 jaar,,POINT (52.15534707324606 5.385248544623106),5.38524864769998,52.1553435290937,0

Speelvoorzieningen.222902,2023-02-03,1465,,Onderdelenlijst is zeer lastig terug te vinden vanwege diverse typen en uitvoeringen. Foto's nemen en maatvoering onderdelen opnemen.,,,,,,1 - 4 jaar,,POINT (52.15575114567021 5.3850973860372155),5.38509748436177,52.1557475990971,0

Speelvoorzieningen.222903,2023-02-03,910,,,,,,,,4 - 12 jaar,,POINT (52.15567698055161 5.384898911922563),5.3848990120673,52.1556734332837,0

Speelvoorzieningen.222904,2023-02-03,4885,,,,,,,,4 - 12 jaar,,POINT (52.155697265836714 5.384769545647919),5.38476964606517,52.1556937178341,0

Speelvoorzieningen.222905,2023-02-03,1298,,,,,,,,8 jaar en ouder,,POINT (52.155464159882044 5.385195330692007),5.38519543243047,52.1554606149817,0

Speelvoorzieningen.222906,2023-02-03,1905,,,,,,,,8 jaar en ouder,,POINT (52.16095463497395 5.383273601758756),5.38327363894173,52.1609510570588,0

Speelvoorzieningen.222907,2023-02-03,,,,,,,,,10 jaar en ouder,,POINT (52.14183068602287 5.377197994909704),5.37719830554734,52.1418271521292,0

Speelvoorzieningen.222908,2023-02-03,1680,,,,,,,,3 - 9 jaar,,POINT (52.155766039338964 5.384965164507881),5.38496526318902,52.1557624920383,0

Speelvoorzieningen.222909,2023-02-03,17.50,3,,,,,,,6 - 12 jaar,,POINT (52.15564582285749 5.384732833941731),5.38473293519723,52.1556422748816,0

Speelvoorzieningen.222910,2023-02-03,1005,,.,,,,,,2 - 8 jaar,,POINT (52.17680017330185 5.397886676259289),5.39788642507401,52.1767965937734,0

Speelvoorzieningen.222911,2023-02-03,895,,,,,,,,10 jaar en ouder,,POINT (52.17669702633091 5.397468794743807),5.39746854725824,52.1766934451303,0

Speelvoorzieningen.222912,2023-02-03,,1,,,,,,,,,POINT (52.15783068625245 5.3723955801395205),5.37239570557397,52.157827068707,0

Speelvoorzieningen.222913,2023-02-03,,1,,,,,,,,,POINT (52.15573222444509 5.384980172299405),5.38498027136783,52.1557286773592,0

Speelvoorzieningen.222914,2023-02-03,,1,,,,,,,,,POINT (52.160440767124 5.382109696843617),5.38210974601581,52.1604371856616,0

Speelvoorzieningen.222915,2023-02-03,17.50,3,,,,,,,6 - 12 jaar,,POINT (52.176797688203095 5.397924158696688),5.39792390734441,52.1767941088871,0

Speelvoorzieningen.222916,2023-02-03,7230,,,,,,,,3 - 9 jaar,,POINT (52.16343536613173 5.362132435846509),5.36213253819865,52.1634316761574,0

Speelvoorzieningen.222917,2023-02-03,1905,,,,,,,,8 jaar en ouder,,POINT (52.163859924449675 5.362290617765694),5.3622907142748,52.1638562332573,0

Speelvoorzieningen.222918,2023-02-03,1905,,,,,,,,8 jaar en ouder,,POINT (52.16366268240816 5.362189570780307),5.36218967013306,52.1636589916575,0

Speelvoorzieningen.222919,2023-02-03,595,,,,,,,,3 - 8 jaar,,POINT (52.15571458366968 5.384996779592791),5.38499687882646,52.15571103674,0

Speelvoorzieningen.222920,2023-02-03,62,,,,,,,,3 - 8 jaar,,POINT (52.155356821169356 5.385297273622307),5.38529737636582,52.1553532772229,0

Speelvoorzieningen.222921,2023-02-03,6560,,,,,,,,6 jaar en ouder,,POINT (52.15539113581335 5.385283697782222),5.38528380012489,52.1553875916579,0

Speelvoorzieningen.222922,2023-02-03,,,basisschool,,,,,,,,POINT (52.1673120766671 5.405862127910883),5.40586197144705,52.1673085880128,0

Speelvoorzieningen.222923,2023-02-03,910,,,,,,,,4 - 12 jaar,,POINT (52.173328507190064 5.391978153384057),5.39197798169166,52.1733249147144,0

Speelvoorzieningen.222924,2023-02-03,1005,,,,,,,,2 - 8 jaar,,POINT (52.1557398920126 5.384983642284939),5.3849837412367,52.1557363449126,0

Speelvoorzieningen.222925,2023-02-03,940,,Rubberstoottegels aanwezig.,,,,,,3 - 8 jaar,,POINT (52.155697266305005 5.385135130781317),5.38513522966539,52.1556937201438,0

Speelvoorzieningen.222926,2023-02-03,930,,,,,,,,3 - 8 jaar,,POINT (52.15569336842898 5.385135827134065),5.38513592606716,52.1556898222873,0

Speelvoorzieningen.222927,2023-02-03,17.50,5,,,,,,,6 - 12 jaar,,POINT (52.17327329022126 5.391755142227749),5.39175497245044,52.1732696968712,0

Speelvoorzieningen.222928,2023-02-03,,,,,,,,,,,POINT (52.1717528291473 5.377988197393469),5.37798811873058,52.1717491741678,0

Speelvoorzieningen.222929,2023-02-03,,,basisschool,,,,,,,,POINT (52.16769307539469 5.405605606235483),5.40560544549337,52.1676895835125,0

Speelvoorzieningen.222930,2023-02-03,,,basisschool,,,,,,,,POINT (52.167763714256445 5.405407298255119),5.40540713745581,52.1677602209493,0

Speelvoorzieningen.222931,2023-02-03,,,basisschool,,,,,,,,POINT (52.167492225216506 5.405331095500378),5.40533093900322,52.1674887327919,0

Speelvoorzieningen.222932,2023-02-03,,,basisschool,,,,,,,,POINT (52.16720548346833 5.406601051657024),5.40660089316126,52.1672019993815,0

Speelvoorzieningen.222933,2023-02-03,1905,,bevestigd aan ballenvanger,,,,,,8 jaar en ouder,,POINT (52.156541886772615 5.374642476218186),5.3746426083618,52.1565382854046,0

Speelvoorzieningen.222934,2023-02-03,1298,,Toestel staat in PlayMapping,,,,,,8 jaar en ouder,,POINT (52.156750279224646 5.374763261167317),5.37476339014401,52.15674667757,0

Speelvoorzieningen.222935,2023-02-03,,,,,,,,,,,POINT (52.156679781114256 5.374625580088562),5.37462571054852,52.1566761790904,0

Speelvoorzieningen.222936,2023-02-03,17.50,1,,,,,,,6 - 12 jaar,,POINT (52.15607056059623 5.367787864445637),5.36778803149568,52.1560669286756,0

Speelvoorzieningen.222937,2023-02-03,6250,,,,,,,,3 - 9 jaar,,POINT (52.15986115994529 5.361126424193291),5.36112657398545,52.1598574813157,0

Speelvoorzieningen.222938,2023-02-03,930,,Grondanker en veer zijn niet origineel.,,,,,,3 - 8 jaar,,POINT (52.15986236696417 5.361022434140118),5.36102258437888,52.1598586878587,0

Speelvoorzieningen.222939,2023-02-03,620,,,,,,,,3 - 8 jaar,,POINT (52.15536971705623 5.385303265980316),5.38530336852686,52.1553661730872,0

Speelvoorzieningen.222940,2023-02-03,930,,,,,,,,3 - 8 jaar,,POINT (52.15570421911452 5.384911257939101),5.38491135766948,52.1557006717968,0

Speelvoorzieningen.222941,2023-02-03,17.50,1,,,,,,,6 - 12 jaar,,POINT (52.158111054054125 5.37025573331608),5.37025586448798,52.1581074251658,0

Speelvoorzieningen.222942,2023-02-03,940,,,,,,,,3 - 8 jaar,,POINT (52.156926692025344 5.374853219558179),5.37485334590411,52.1569230900671,0

Speelvoorzieningen.222943,2023-02-03,8550,,,,,,,,3 - 9 jaar,,POINT (52.15577082709209 5.384968628396243),5.3849687269991,52.1557672797892,0

Speelvoorzieningen.222944,2023-02-03,1215,3,,,,,,,4 - 12 jaar,,POINT (52.15573014610049 5.384927523265003),5.384927622582,52.155726598758,0

Speelvoorzieningen.222945,2023-02-03,1005,,,,,,,,2 - 8 jaar,,POINT (52.15572587198551 5.385118617388291),5.38511871596048,52.1557223256234,0

Speelvoorzieningen.222946,2023-02-03,763,,,,,,,,4 - 10 jaar,,POINT (52.17411927794702 5.397534810365543),5.39753459872149,52.1741157105734,0

Speelvoorzieningen.222947,2023-02-03,8960,,,,,,,,4 - 12 jaar,,POINT (52.17531713970377 5.396370904855407),5.39637068256507,52.1753135599514,0

Speelvoorzieningen.222948,2023-02-03,,,,,,,,,4 - 12 jaar,,POINT (52.16256240593445 5.413404696234014),5.41340457413378,52.1625589812812,0

Speelvoorzieningen.222949,2023-02-03,620,,,,,,,,3 - 8 jaar,,POINT (52.17536801042743 5.396440502733418),5.39644027936275,52.175364430777,0

Speelvoorzieningen.222950,2023-02-03,1298,,,,,,,,8 jaar en ouder,,POINT (52.17538736851399 5.396559933605807),5.39655970933055,52.1753837893937,0

Speelvoorzieningen.222951,2023-02-03,17.50,3,,,,,,,6 - 12 jaar,,POINT (52.1753567644354 5.396552143167508),5.39655191936164,52.1753531854339,0

Speelvoorzieningen.222952,2023-02-03,190,,,,,,,,4 - 12 jaar,,POINT (52.17537551152234 5.396623405927572),5.39662318148127,52.1753719327996,0

Speelvoorzieningen.222953,2023-02-03,3705,,,,,,,,2 - 6 jaar,,POINT (52.17678741799203 5.397805363807916),5.39780511324008,52.1767838380992,0

Speelvoorzieningen.222954,2023-02-03,2980,,,,,,,,1 - 4 jaar,,POINT (52.17676686107292 5.397747116005306),5.3977468660402,52.1767632809797,0

Speelvoorzieningen.222955,2023-02-03,250,,,,,,,,4 - 12 jaar,,POINT (52.17457378797736 5.390119355348174),5.39011917634594,52.1745701794865,0

Speelvoorzieningen.222956,2023-02-03,17.50,2,,,,,,,6 - 12 jaar,,POINT (52.174550089260215 5.390116893387133),5.39011671472065,52.1745464808795,0

Speelvoorzieningen.222957,2023-02-03,763,,,,,,,,4 - 10 jaar,,POINT (52.17429205182752 5.3878107920707485),5.38781062901966,52.1742884329655,0

Speelvoorzieningen.222958,2023-02-03,17.50,1,,,,,,,6 - 12 jaar,,POINT (52.1742980044841 5.3877602953794),5.387760132513,52.1742943853339,0

Speelvoorzieningen.222959,2023-02-03,930,,,,,,,,3 - 8 jaar,,POINT (52.19299282229571 5.420221574594101),5.42022095477662,52.1929892734891,0

Speelvoorzieningen.222960,2023-02-03,940,,,,,,,,3 - 8 jaar,,POINT (52.15576061365066 5.384999625610809),5.38499972421955,52.1557570665459,0

Speelvoorzieningen.222961,2023-02-03,,,Alle toestellen vallen onder Projectnummer T06-2003 van Carve A¿dam,,,,,,8 jaar en ouder,,POINT (52.14715347837509 5.382059662371582),5.38205988648224,52.1471499498912,0

Speelvoorzieningen.222962,2023-02-03,,,Alle toestellen vallen onder Projectnummer T06-2003 van Carve A¿dam,,,,,,8 jaar en ouder,,POINT (52.147051576493006 5.382027780398372),5.38202800596656,52.1470480482202,0

Speelvoorzieningen.222963,2023-02-03,,,Alle toestellen vallen onder Projectnummer T06-2003 van Carve A¿dam,,,,,,8 jaar en ouder,,POINT (52.14717435418209 5.381813772000724),5.38181399674955,52.1471708243998,0

Speelvoorzieningen.222964,2023-02-03,,,Alle toestellen vallen onder Projectnummer T06-2003 van Carve A¿dam,,,,,,8 jaar en ouder,,POINT (52.14711929042109 5.38182509545531),5.38182532088515,52.147115760895,0

Speelvoorzieningen.222965,2023-02-03,940,,,,,,,,3 - 8 jaar,,POINT (52.15568826835856 5.385031042763055),5.38503114220349,52.1556847217098,0

Speelvoorzieningen.222966,2023-02-03,1680,,,,,,,,3 - 9 jaar,,POINT (52.155740994310776 5.385018952339354),5.38501905112827,52.1557374473841,0

Speelvoorzieningen.222967,2023-02-03,595,,,,,,,,3 - 8 jaar,,POINT (52.1557443215372 5.384968827808667),5.38496892676361,52.1557407743444,0

Speelvoorzieningen.222968,2023-02-03,4670,,,,,,,,3 - 10 jaar,,POINT (52.15989314801066 5.35510100955039),5.35510118568693,52.159889442358,0

Speelvoorzieningen.222969,2023-02-03,695,,,,,,,,4 - 12 jaar,,POINT (52.15990728068356 5.355040778088526),5.35504095432802,52.1599035747046,0

Speelvoorzieningen.222970,2023-02-03,750,,,,,,,,3 - 8 jaar,,POINT (52.15990726672367 5.354989353128688),5.35498952959651,52.1599035605187,0

Speelvoorzieningen.222971,2023-02-03,2895,,,,,,,,6 jaar en ouder,,POINT (52.15989734457974 5.355230922230983),5.35523109774239,52.1598936394803,0

Speelvoorzieningen.222972,2023-02-03,2895,,,,,,,,6 jaar en ouder,,POINT (52.15988907457008 5.355427831548659),5.35542800628279,52.1598853703734,0

Speelvoorzieningen.222973,2023-02-03,25745,,"Met afdeknet aan de bovenzijde.



",,,,,,NVT,,POINT (52.159922715735796 5.355348319053357),5.35534849374864,52.1599190110425,0

Speelvoorzieningen.222974,2023-02-03,4305,,Speciale uitvoering.,,,,,,1 - 6 jaar,,POINT (52.15900074267952 5.358784231792868),5.35878440215144,52.1589970572292,0

Speelvoorzieningen.222975,2023-02-03,2420,,,,,,,,3 - 8 jaar,,POINT (52.16510352308414 5.386614730849393),5.38661469737237,52.165099943212,0

Speelvoorzieningen.222976,2023-02-03,595,,,,,,,,3 - 8 jaar,,POINT (52.1651155290078 5.386751826499267),5.38675179221308,52.1651119497756,0

Speelvoorzieningen.222977,2023-02-03,1005,,,,,,,,2 - 8 jaar,,POINT (52.165086645874624 5.386769785346514),5.38676975136316,52.1650830668677,0

Speelvoorzieningen.222978,2023-02-03,7995,,,,,,,,3 - 9 jaar,,POINT (52.15585889391875 5.385027180934233),5.38502727811835,52.155855346548,0

Speelvoorzieningen.222979,2023-02-03,1115,,,,,,,,1 - 10 jaar,,POINT (52.165045586518964 5.386797874756663),5.38679784119182,52.1650420078453,0

Speelvoorzieningen.222980,2023-02-03,3500,,,,,,,,10 jaar en ouder,,POINT (52.15576234758203 5.385035335923352),5.38503543435911,52.1557588006501,0

Speelvoorzieningen.222981,2023-02-03,,,,,,,,,,,POINT (52.165550136474835 5.394823576829492),5.39482349835795,52.1655465968886,0

Speelvoorzieningen.222982,2023-02-03,3460,,,,,,,,3 - 9 jaar,,POINT (52.15584327221297 5.384987832337011),5.38498792989454,52.1558397247083,0

