PRODUCT;PROVINCIE;GEMEENTE;AFDELING;HOOFDGROEP;FEITGROEP;FEITCODE;OMSCHRIJVING;ZAKEN;BEDRAG
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Overig;Overig verkeer te land;R469;Op autoweg keren met motorvoertuig;1;380
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Overig;WAM;A917A;Met een motorrijtuig, niet zijnde brom-fiets,rijden zonder vereiste verzekering;2;1200
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Overig;WVW 1994/Reglement Rijbewijzen;K055;Rijden zonder geldig rijbewijs;10;2890
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Kleven;S005C;Niet voldoende afst.houden bij snelhedenv.>80 km/h en t/m 100 km/h, afstand >3m.;1;430
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid binnen bebouwde kom;VA035;Overschrijding max. snelheid binnenbebouwde kom, van 31 tot 35 km/h;7;2590
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid binnen bebouwde kom;VA040;Overschrijding max. snelheid binnenbebouwde kom, van 35 tot 40 km/h;6;2760
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid binnen bebouwde kom;VA045;Overschrijding maximum snelheid binnenbebouwde kom, van 40 tot 45 km/h;1;540
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid binnen bebouwde kom;VA050;Overschrijding maximum snelheid binnenbebouwde kom, van 45 tot 50 km/h;1;670
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid binnen bebouwde kom;VA055;Overschrijding maximum snelheid binnenbebouwde kom, van 50 tot 55 km/h;1;0
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid binnen bebouwde kom;VB035;Overschrijding max.snelheid binnen debebouwde kom(verkeersbord A1) 31-35 km/h;1;370
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid binnen bebouwde kom;VS045;Overschrijding max.snelheid bibekom(bord A1 30 km/h) met 40-45 km/h;1;680
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid buiten bebouwde kom;VF035;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 31-35 km/h;3;1020
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid buiten bebouwde kom;VF040;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 35-40 km/h;4;1640
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid buiten bebouwde kom;VF045;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 40-45 km/h;3;1530
OM-afdoening;Groningen;Appingedam;A: Verkeer te land;Snelheid;Snelheid buiten bebouwde kom;VG035;Overschrijding max snelheid (auto)wegenbuiten beb.kom 31-35 km/h (verkeersb A1);1;340
OM-afdoening;Groningen;Appingedam;B: Verkeer te water;Overig;Overig verkeer te water;W152;Met snelle motorboot varen, terwijlpersoon die stuurt geen 18 jaar is;2;420
OM-afdoening;Groningen;Appingedam;B: Verkeer te water;Overig;Snelheid motorboot/klein schip;W075B;Met klein schip de toegestane snelheidoverschreden met 6-15 km/h (Verk.tek.B6);1;70
OM-afdoening;Groningen;Appingedam;B: Verkeer te water;Overig;Snelheid motorboot/klein schip;W075C;Met klein schip de toegestane snelheidoverschreden 15-25 km/h (verk.tek. B6);1;210
OM-afdoening;Groningen;Appingedam;C: Milieu;Overig;Binnenvisserij visbewijs;H645A;Binnenvisserij uitoefenen zndr schrift.toestemming rechthebbende mt 1/2 hengels;2;280
OM-afdoening;Groningen;Appingedam;C: Milieu;Overig;Binnenvisserij visbewijs;H647B;Nt op 1e vord. tr inzage afg. schrift.toest.;2;190
OM-afdoening;Groningen;Appingedam;C: Milieu;Overig;Huishoudelijk afval;H004;Huish. afvalstoffen anders aanbieden danvia het aangewezen inzamelmiddel;1;95
OM-afdoening;Groningen;Appingedam;C: Milieu;Overig;Huishoudelijk afval;H012;Cat.huish.afv.st.,die zndr inz.midd.moetaangeb,niet op voorgeschr.wijze t.i.aanb;1;95
OM-afdoening;Groningen;Appingedam;C: Milieu;Overig;Overig milieu;H022;Straatafval achterlaten in openb. ruimtezonder gebruik voorgeschreven bakken e.d;1;70
OM-afdoening;Groningen;Appingedam;C: Milieu;Overig;Overig milieu;H200;Rumoer of burengerucht verwekken, waar-door de nachtrust kan worden verstoord;1;140
OM-afdoening;Groningen;Appingedam;D: Wetboek van Strafrecht;Overig;Wetboek van Strafrecht;D510;In staat v.dronkensch.het verkeer belem-meren/orde verstoren/veiligheid bedreig.;1;380
OM-afdoening;Groningen;Appingedam;D: Wetboek van Strafrecht;Overig;Wetboek van Strafrecht;D515;Door het bevoegd gezag naar zijn naamgevraagd een valse naam opgeven;2;570
OM-afdoening;Groningen;Appingedam;D: Wetboek van Strafrecht;Overig;Wetboek van Strafrecht;D517;Niet voldoen aan verplichting om identi-teitsbewijs ter inzage aan te bieden;14;1283
OM-afdoening;Groningen;Appingedam;D: Wetboek van Strafrecht;Overig;Wetboek van Strafrecht;D530;Zich in kennelijke staat van dronken-schap op de openbare weg bevinden;4;380
OM-afdoening;Groningen;Appingedam;D: Wetboek van Strafrecht;Overig;Wetboek van Strafrecht;D537;Zonder gerechtigd bevinden op grondwaarvan toegang blijkbare wijze verboden;8;431
OM-afdoening;Groningen;Appingedam;E: Bijzondere wetten;Overig;Overig bijzondere wetten;E211B;Als persoon jonger dan 18 alcohol aan-wezig hebben waar dit niet is toegestaan;1;95
OM-afdoening;Groningen;Appingedam;E: Bijzondere wetten;Overig;Personenvervoer;E100A;Zonder geldig vervoersbewijs gebruikmaken van het openbaar vervoer;90;8455
OM-afdoening;Groningen;Appingedam;F: Overige overtredingen;Overig;Plaatselijk geldende verordening;F121A;Op een openbare plaats alcoholhoudende drank gebruiken;1;95
OM-afdoening;Groningen;Appingedam;F: Overige overtredingen;Overig;Plaatselijk geldende verordening;F185;Binnen bebouwde kom buiten daarvoor be-stemde plaats zijn behoefte doen;29;4060
OM-afdoening;Groningen;Appingedam;G: Misdrijven;Overig;Overig misdrijven;G333;Vals kenteken aangebracht op motorrij-tuig of aanhangwagen;1;700
OM-afdoening;Groningen;Appingedam;GA: Misdrijven art. 8 WVW 1994;Overig;Alcohol bromvoertuig/fiets;GA302E;Rijden onder invloed, alcoholgehalteadem bedraagt: 235 t/m 350 µg/l;1;125
OM-afdoening;Groningen;Appingedam;GA: Misdrijven art. 8 WVW 1994;Overig;Alcohol motorvoertuig;GA300A;Rijden onder invloed, alcoholgehalteadem bedraagt: 235 t/m 350 µg/l;1;325
OM-afdoening;Groningen;Appingedam;GA: Misdrijven art. 8 WVW 1994;Overig;Alcohol motorvoertuig;GA300B;Rijden onder invloed, alcoholgehalteadem bedraagt: 355 t/m 435 µg/l;2;850
OM-afdoening;Groningen;Appingedam;GA: Misdrijven art. 8 WVW 1994;Overig;Beginnende bestuurder binnen 5 jaar na afgifte;GA305A;Rijden onder invloed, alcoholgehalteadem 95 t/m 230µg/l.(beg. bestuurder);2;600
Wahv;Groningen;Appingedam;A: Verkeer te land;APK;WVW 1994/Reglement Rijbewijzen;K045A;Voor het motorrijtuig van 3500 kg ofminder is geen keuringsbewijs afgegeven;2;280
Wahv;Groningen;Appingedam;A: Verkeer te land;APK;WVW 1994/Reglement Rijbewijzen;K045B;Voor motorrijtuig van 3500 kg of minderheeft keuringsbewijs geldigheid verloren;34;4760
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Gordel;R533;In een motorvoertuig voorin geen auto-gordel gebruiken;14;1960
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Gordel;R535F;Passagier <12 jr en <1.35m vervoerenzonder gebruik kinderbeveiligingssysteem;1;140
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Handheld bellen;R545;Als bestuurder tijdens het rijden eenmobiel elektronisch apparaat vasthouden;17;3471
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Helm;R536A;Als bestuurder/passagier bromfiets geengoed passende/bevestigde helm dragen;4;380
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Overig verkeer te land;N010D;Als bestuurder voertuig rijden, terwijlhet kenteken niet goed leesbaar is;2;280
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Overig verkeer te land;N270E;Als best. voertuig rijden, terwijl eenband beschadigd of versleten is;1;140
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Overig verkeer te land;N270S;Als bestuurd van een voertuig rijden,tw twee banden niet voldoen profilering;2;420
Wahv;Groningen;Appingedam;A: Verkeer te land;Overig;Overig verkeer te land;N310A;Als best. voertuig rijden, tw onderdelenreminrichting niet deugdelijk is/zijn;1;240
