FID,omschr,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegcategorie_beleving_kenmerk.1,Weg voor alle verkeer,R,59.11999893,R,59.47499847,T,015,KLK0007822418,L,I,,"LINESTRING (94969.15089999884 431602.0533999987, 94968.18899999931 431628.55999999866, 94964.53400000185 431663.2589999996, 94959.07400000095 431698.4990000017, 94950.99700000137 431733.37900000066, 94942.5859999992 431762.87099999934, 94934.89699999988 431786.08199999854, 94925.7650000006 431810.3759999983, 94913.9609999992 431836.69099999964, 94894.46799999848 431874.80999999866, 94886.1649999991 431890.188000001, 94866.34699999914 431926.10500000045, 94859.08300000057 431933.0450000018)"
wegcategorie_beleving_kenmerk.2,Autosnelweg,R,58.84799957,R,59.44100189,H,006,KLK0007489263,R,I,,"LINESTRING (150155.28200000152 488683.2109999992, 150207.8134999983 488722.314100001, 150285.1314000003 488776.7846000008, 150298.62519999966 488787.3680000007, 150315 488802, 150321 488808, 150321.2311999984 488808.34690000117, 150330 488819, 150338.80889999866 488831.75189999864, 150344.1667000018 488842.1367999986, 150350.91360000148 488856.5566999987, 150359.1911999993 488878.2894000001, 150371 488913, 150383 488940, 150387.85700000077 488948.2030000016, 150402.26399999857 488970.03500000015, 150417.561999999 488990.3830000013, 150440.43400000036 489014.44299999997, 150463.63800000027 489032.7083999999, 150489.78709999844 489050.7611999996, 150518.62669999897 489069.14979999885, 150542.5714999996 489083.7019000016, 150564.53429999948 489105.37099999934)"
wegcategorie_beleving_kenmerk.3,Autosnelweg,R,56.04499817,R,56.5,T,006,KLK0007489227,L,I,,"LINESTRING (148124.8289999999 487456.69200000167, 148113.19000000134 487418.3590000011, 148092.0300000012 487359.8289999999, 148077.6099999994 487321.9050000012, 148072.5460000001 487299.94000000134, 148071.82699999958 487289.16000000015, 148073.58399999887 487275.74500000104, 148076.61800000072 487265.5249999985, 148082.80799999833 487254.0760000013, 148089.2349999994 487245.72100000083, 148098.97700000182 487237.09800000116, 148109.35700000077 487231.02899999917, 148120.21700000018 487227.35599999875, 148132.51399999857 487225.2800000012, 148143.69299999997 487225.12000000104, 148155.35200000182 487226.7170000002, 148166.69000000134 487231.66800000146, 148175.6339999996 487237.41699999943, 148186.01399999857 487245.881000001, 148197.9919999987 487261.3720000014, 148209.80600000173 487276.93499999866, 148244.7344999984 487332.3002000004, 148262.44590000063 487349.7987000011)"
wegcategorie_beleving_kenmerk.4,Autosnelweg,R,15.65499973,R,15.95899963,T,001,KLK0008047129,L,I,,"LINESTRING (136103.0148999989 480778.70479999855, 136126.02629999816 480775.6933000013, 136149.060899999 480768.3535999991, 136169.78759999946 480761.2943000011, 136197.57809999958 480751.1273000017, 136223.54710000008 480740.94530000165, 136251.19799999893 480729.30270000175, 136276.79610000178 480717.8081, 136297.23369999975 480708.13379999995, 136315.13379999995 480699.2115000002, 136332.9101999998 480690.0362999998, 136354.9021999985 480678.0744000003, 136391.03840000182 480665.58949999884)"
wegcategorie_beleving_kenmerk.5,Autosnelweg,R,8.9630003,R,9.41399956,T,009,KLK0007817676,L,I,,"LINESTRING (126218.30860000104 479863.89090000093, 126228.1024999991 479873.3819000013, 126250.82019999996 479885.90190000087, 126276.41550000012 479899.9868000001, 126312.07620000094 479917.99159999937, 126425.3487999998 479981.42599999905, 126538.59070000052 480044.3969999999, 126566.48250000179 480061.63159999996, 126584.89290000126 480073.76579999924, 126615.09290000051 480084.9875999987)"
wegcategorie_beleving_kenmerk.6,Autoweg,R,8.81999969,R,8.82699966,H,099,KLK0007744367,R,I,,"LINESTRING (120252.09389999881 544519.2639999986, 120257.28559999913 544514.5687000006)"
wegcategorie_beleving_kenmerk.7,Weg gesloten voor langzaam verkeer,R,8.81999969,R,8.82699966,T,099,KLK0007744368,L,I,,"LINESTRING (120252.09389999881 544519.2639999986, 120257.28559999913 544514.5687000006)"
wegcategorie_beleving_kenmerk.8,Autosnelweg,R,7,R,10.4989996,T,009,KLK0007817590,L,I,,"LINESTRING (125289.24760000035 479327.2049999982, 125306.45279999822 479330.52529999986, 125350.58540000021 479350.2102999985, 125376.83210000023 479361.58740000054, 125377.31230000034 479361.80249999836, 125397.15340000018 479370.6908, 125412.34939999878 479375.0582999997, 125463.67709999904 479396.5031999983, 125498.33619999886 479412.5186999999, 125518.32360000163 479422.04250000045, 125539.00499999896 479432.12999999896, 125555.23090000078 479440.2109999992, 125578.02919999883 479451.97250000015, 125605.29179999977 479466.8145999983, 125627.38800000027 479479.4853999987, 125643.22890000045 479488.95650000125, 125659.47729999945 479499.000500001, 125678.53559999913 479511.2122000009, 125701.36349999905 479526.5115999989, 125724.43510000035 479542.72089999914, 125744.25299999863 479557.2619000003, 125755.66660000011 479565.9316000007, 125770.30700000003 479577.3398000002, 125786.13039999828 479590.13639999926, 125838.7322999984 479632.1262000017, 125868.683699999 479653.95369999856, 125902.40410000086 479677.5903000012, 125936.51139999926 479700.6651000008, 125970.99830000103 479723.16860000044, 125998.85399999842 479740.7569000013, 126002.35080000013 479742.93180000037, 126037.52760000154 479764.3409000002, 126041.06700000167 479766.44579999894, 126076.62959999964 479787.20749999955, 126105.3216000013 479803.39119999856, 126141.36230000108 479823.3126000017, 126177.40720000118 479843.22630000114, 126199.25789999962 479855.28610000014, 126218.30860000104 479863.89090000093, 126232.60229999945 479869.66899999976, 126273.33469999954 479889.6116000004, 126311.52829999849 479908.8515000008, 126335.63940000162 479921.8412999995, 126373.44200000167 479942.7261000015, 126435.8300999999 479977.1937999986, 126558.12719999999 480044.7595000006, 126579.46009999886 480056.5452999994, 126592.67650000006 480063.84699999914, 126646.20190000162 480093.4182999991, 126688.15619999915 480116.5967999995, 126731.82420000061 480140.7221000008, 126777.47170000151 480165.94110000134, 126829.67430000007 480194.7815000005, 126867.41160000116 480215.6303000003, 126898.79830000177 480232.9706000015, 126922.09090000018 480245.8390999995, 126949.73699999973 480261.118999999, 127084.3434999995 480344.64730000123, 127097.62009999901 480352.0001000017, 127110.6895999983 480359.2313000001, 127152.5960999988 480382.2153000012, 127192.23939999938 480403.1035999991, 127221.88320000097 480418.132100001, 127261.29769999906 480437.7745999992, 127291.9439000003 480453.5843999982, 127323.36549999937 480470.3379999995, 127356.0212999992 480488.2930999994, 127412.67949999869 480519.59519999847, 127451.98149999976 480541.3084000014, 127494.21200000122 480564.6394999996, 127563.68589999899 480602.8570000008, 127586.21150000021 480614.84870000184, 127627.89020000026 480636.2479999997, 127672.02059999853 480657.84319999814, 127684.55029999837 480663.7842000015, 127713.72899999842 480677.2736000009, 127734.3925999999 480686.57979999855, 127766.39039999992 480701.1821000017, 127820.63280000165 480726.98319999874, 127853.19680000097 480743.1141999997, 127888.4851000011 480761.15469999984, 127927.52679999918 480781.7917000018, 127958.28570000082 480798.5731000006, 127959.67870000005 480799.3451000005, 127968.3136 480804.2511, 128025.32119999826 480836.6405999996, 128052.70419999957 480852.57990000024, 128083.99749999866 480871.0302999988, 128114.59409999847 480889.61890000105, 128139.54349999875 480905.6424999982, 128166.5212999992 480923.95120000094, 128186.36250000075 480938.0722000003, 128221.23919999972 480964.36239999905, 128234.00389999896 480972.9475999996, 128270.8339000009 481003.26889999956, 128297.66270000115 481023.58900000155, 128320.76260000095 481055.5890999995)"
wegcategorie_beleving_kenmerk.9,Weg voor alle verkeer,R,133.94500732,R,134.52999878,H,012,KLK0007730808,R,I,,"LINESTRING (195499.16099999845 443714.23099999875, 195507.8359999992 443711.91099999845, 195578.38580000028 443725.9219999984, 195595.0091000013 443728.84329999983, 195621.89079999924 443731.9125000015, 195642.84580000117 443733.6057999991, 195660.62590000033 443733.28830000013, 195672.373399999 443732.86499999836, 195694.1750999987 443731.0658, 195713.01350000128 443728.314100001, 195731.11100000143 443724.39829999954, 195744.55189999938 443721.11740000173, 195760.63859999925 443715.9316000007, 195781.69940000027 443708.31159999967, 195801.4525000006 443699.8698000014, 195823.4875999987 443688.39820000157, 195837.96660000086 443679.6259999983, 195851.00659999996 443670.7082999982, 195877.9279000014 443650.4332000017, 195900.49599999934 443637.61499999836)"
wegcategorie_beleving_kenmerk.10,Autosnelweg,R,45.27199936,R,45.70500183,T,001,KLK0008047926,L,I,,"LINESTRING (158514.20899999887 464977.8979999982, 158540.2888999991 464914.60770000145, 158549.24709999934 464892.34219999984, 158558.8887999989 464867.41800000146, 158563.92229999974 464853.28290000185, 158565.3962999992 464848.4855000004, 158568.3962999992 464836.3317000009, 158570.3557999991 464825.2639000006, 158574.38650000095 464822.77230000123, 158577.67210000008 464802.73479999974, 158580.70490000024 464777.9160999991, 158582.8114 464763.9765000008, 158585.46379999816 464750.79580000043, 158587.8786999993 464741.08839999884, 158589.23099999875 464736.2747000009, 158592.31980000064 464726.7237999998, 158595.89139999822 464717.2960000001, 158599.87440000102 464708.11939999834, 158604.3115000017 464699.16420000046, 158609.97250000015 464689.00019999966, 158615.33830000088 464680.56540000066, 158618.37539999932 464676.2857000008, 158624.52219999954 464668.3522000015, 158630.4364 464661.35810000077, 158638.07869999856 464652.84050000086, 158641.57510000095 464649.23420000076, 158649.0540000014 464642.25989999995, 158652.83989999816 464638.99379999936, 158660.61719999835 464632.7021000013, 158680.60300000012 464617.4166000001, 158683.19209999964 464608.11730000004)"
