FID,omschr,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegcategorie_beleving_kenmerk.11,Autosnelweg,R,89.90000153,R,90,H,004,KLK0008244671,R,I,,"LINESTRING (88263.82970000058 421269.7723999992, 88271.87889999896 421251.69299999997, 88279.83150000125 421233.2628999986, 88283.59769999981 421224.33260000125, 88291.05579999834 421205.7941999994, 88298.17300000042 421187.1031000018, 88300.01960000023 421181.96229999885)"
wegcategorie_beleving_kenmerk.12,Autosnelweg,R,55.36800003,R,60.90800095,T,006,KLK0008637979,L,I,,"LINESTRING (147670.99179999903 486379.4893000014, 147717.19700000063 486444.8839999996, 147752.30799999833 486487.38800000027, 147821.14499999955 486577.16899999976, 147896.7580000013 486684.1970000006, 147930.17599999905 486736.0940000005, 147959.12700000033 486781.98600000143, 147997.47300000116 486846.51099999994, 148050.61019999906 486937.34629999846, 148150.06269999966 487138.56980000064, 148195.5711000003 487228.5284000002, 148262.44590000063 487349.7987000011, 148279.41600000113 487383.84600000083, 148303.3999999985 487425.18499999866, 148325.53200000152 487461.5520000011, 148364.82400000095 487522.48900000006, 148402.58100000024 487578.91600000113, 148473.6330000013 487674.09899999946, 148532.25400000066 487750.26900000125, 148579.72700000182 487808.08199999854, 148618.41099999845 487854.743999999, 148652.99500000104 487895.6160000004, 148688.76900000125 487935.2980000004, 148704.9140000008 487953.8229999989, 148733.2100000009 487988.7470000014, 148748.3350000009 488010.3299999982, 148758.95699999854 488028.2589999996, 148768.47399999946 488045.4239999987, 148781.05000000075 488069.38599999994, 148798.29899999872 488105.3299999982, 148818.94799999893 488147.90199999884, 148834.07299999893 488176.6229999997, 148853.53200000152 488208.48800000176, 148866.44799999893 488225.9919999987, 148883.188000001 488248.1700000018, 148899.67300000042 488266.5249999985, 148917.17700000107 488283.8590000011, 148945.30299999937 488308.0769999996, 148975.3839999996 488329.8299999982, 148997.22199999914 488343.33999999985, 149025.43299999833 488358.8060000017, 149059.16800000146 488373.16600000113, 149082.2800000012 488381.6629999988, 149111.51099999994 488390.5009999983, 149161.05099999905 488401.8020000011, 149212.375 488413.8680000007, 149255.6259999983 488425.51000000164, 149289.78500000015 488437.4059999995, 149329.21299999952 488453.8909999989, 149376.11800000072 488478.0229999982, 149425.75879999995 488495.66220000014, 149556.251600001 488569.32239999995, 149727.86070000008 488666.16010000184, 149795.64710000157 488705.37139999866, 149857.08350000158 488740.931499999, 149940.74489999935 488789.03280000016, 150107.18679999933 488885.12319999933, 150525.43519999832 489142.54630000144, 150631.35680000111 489207.7388000004, 150844.7976000011 489342.4248000011, 151003.81670000032 489444.17660000175, 151149.620099999 489538.53979999945, 151215.6777999997 489581.6202000007, 151244.8900000006 489600.8984999992, 151273.97850000113 489620.36349999905, 151323.4028000012 489654.1292999983, 151348.0197999999 489671.2762000002, 151376.61059999838 489691.46719999984, 151442.17709999904 489738.6939000003, 151470.34589999914 489758.71379999816, 151515.53660000116 489790.0780000016, 151561.13960000128 489820.8707999997, 151579.84270000085 489831.0201999992, 151620.5197999999 489857.34600000083, 151655.10240000114 489879.20259999856, 151672.07649999857 489889.7798999995, 151718.02180000022 489917.76509999856, 151747.94739999995 489935.6438000016, 151784.21119999886 489956.96709999815, 151800.81590000167 489960.1790000014)"
wegcategorie_beleving_kenmerk.13,Autosnelweg,R,31.03100014,R,31.51199913,T,001,KLK0008047642,L,I,,"LINESTRING (146080.32299999893 470921.0769999996, 146090.56419999897 470919.2696999982, 146101.40289999917 470915.9814000018, 146105.23050000146 470914.79850000143, 146164.3038999997 470899.44640000165, 146173.96950000152 470896.8911000006, 146180.88049999997 470894.86890000105, 146190.3599999994 470891.6735999994, 146195.0458999984 470889.90089999884, 146204.0139000006 470886.09230000153, 146208.4312000014 470883.9056000002, 146213.41710000113 470881.16160000116, 146222.36789999902 470875.4715999998, 146230.35590000078 470869.4488000013, 146234.18919999897 470866.19249999896, 146238.2237999998 470862.4178000018, 146245.21730000153 470855.22569999844, 146251.79930000007 470847.6926999986, 146257.9946999997 470839.83940000087, 146263.8663999997 470831.65520000085, 146269.35220000148 470823.6647000015, 146288.4384999983 470794.311900001, 146297.0960999988 470782.0720999986, 146303.19629999995 470774.14719999954, 146310.39919999987 470765.53079999983, 146317.21810000017 470758.20969999954, 146323.7232999988 470751.8980999999, 146331.2076999992 470745.27430000156, 146340.32649999857 470738.06120000035, 146344.37040000036 470735.11930000037, 146352.6532999985 470729.51410000026, 146361.2184999995 470724.36670000106, 146370.13650000095 470719.63369999826, 146379.17390000075 470715.4129999988, 146387.23589999974 470712.0800999999, 146391.92379999906 470710.3376000002, 146412.58509999886 470704.10929999873, 146417.03660000116 470703.0417000018, 146426.8273999989 470701.0051999986, 146479.83619999886 470691.85909999907, 146484.01999999955 470689.2019999996)"
wegcategorie_beleving_kenmerk.14,Autosnelweg,R,41.29100037,R,41.9620018,T,001,KLK0008047739,L,I,,"LINESTRING (155674.57429999858 467808.7906000018, 155687.4919999987 467802.06980000064, 155732.84739999846 467749.29410000145, 155749.45639999956 467730.60880000144, 155812.8359999992 467660.81219999865, 155836.60330000147 467635.1171000004, 155850.37139999866 467620.6297999993, 155871.2928000018 467598.7397999987, 155881.8022999987 467588.03660000116, 155917.3115000017 467552.83579999954, 155933.1526999995 467537.5747000016, 155951.74610000104 467520.85770000145, 155970.4952000007 467504.31980000064, 156040.0436999984 467446.8913999982, 156051.33040000126 467437.00239999965, 156069.69310000166 467420.0373999998, 156082.05970000103 467407.76729999855, 156092.0634999983 467397.2239000015, 156120.65309999883 467365.0340999998, 156123.37139999866 467362.0822999999, 156129.21550000086 467356.6748000011, 156145.73600000143 467336.46599999815)"
wegcategorie_beleving_kenmerk.15,Autosnelweg,R,14.60299969,R,15.05300045,T,007,KLK0008004753,L,I,,"LINESTRING (124149.28000000119 502785.67990000173, 124133.05530000106 502862.5703999996, 124123.95360000059 502910.51300000027, 124121.20190000162 502932.63219999894, 124121.0960999988 502949.24810000136, 124121.83689999953 502960.88969999924, 124125.5410999991 502973.5898000002, 124132.5260999985 502987.77149999887, 124140.56949999928 502997.5080999993, 124149.24780000001 503005.2340000011, 124163.64119999856 503011.6898000017, 124177.82290000096 503013.806499999, 124196 503011, 124215 503000, 124223 502993, 124232 502979, 124241 502958, 124247.43219999969 502942.44750000164, 124252.99859999865 502914.930399999, 124263.13039999828 502871.622299999, 124270.26779999956 502853.14119999856)"
wegcategorie_beleving_kenmerk.16,Autosnelweg,R,169.36300659,R,169.94700623,H,001,KLK0008048657,R,I,,"LINESTRING (259701.65249999985 478946.51000000164, 259735.35269999877 478932.3707000017, 259810.68890000135 478913.1002999991, 259833.3214999996 478906.5727000013, 259847.5502000004 478901.82459999993, 259862.0346999988 478896.05040000007, 259875.66440000013 478889.7866999991, 259891.72769999877 478881.3372000009, 259904.56049999967 478873.56799999997, 259920.71770000085 478862.63170000166, 259936.65850000083 478850.5408000015, 259963.0025999993 478829.2853000015, 259978.77639999986 478816.9967, 259990.96609999985 478808.25510000065, 259995.1261 478805.47729999945, 260008.72480000183 478797.10819999874, 260020.6875 478790.9263000004, 260034.5031999983 478785.0722000003, 260039.22179999948 478783.45899999887, 260048.96319999918 478780.5069000013, 260063.59800000116 478777.21279999986, 260076.61290000007 478775.40630000085, 260081.5859999992 478774.8671000004, 260107.11210000142 478773.8423999995, 260137.09860000014 478772.3440000005, 260205.97049999982 478772.4697000012, 260246.9360000007 478772.3029999994)"
wegcategorie_beleving_kenmerk.17,Autosnelweg,R,6.93400002,R,7.27899981,T,001,KLK0008046800,L,I,,"LINESTRING (127897.8209999986 483410.11300000176, 127907.68719999865 483403.4204000011, 127937.47850000113 483373.51480000094, 127969.59820000082 483341.47940000147, 127983.67550000176 483327.78819999844, 127994.6651000008 483317.5844999999, 128003.78330000117 483314.65029999986, 128018.50470000133 483299.91739999875, 128043.8654000014 483279.2371000014, 128058.9684999995 483266.11569999903, 128070.47399999946 483256.4908999987, 128109.49819999933 483225.22470000014, 128128.88049999997 483209.4340999983, 128143.06269999966 483197.7355999984, 128157.3553000018 483181.03130000085)"
wegcategorie_beleving_kenmerk.18,Autosnelweg,R,7.05800009,R,8.06799984,T,001,KLK0008046823,L,I,,"LINESTRING (127969.39029999822 483300.81969999894, 127984.97569999844 483297.72410000116, 128003.48460000008 483283.816300001, 128023.81540000066 483269.2666000016, 128044.54439999908 483254.94480000064, 128077.82059999928 483232.74450000003, 128157.3553000018 483181.03130000085, 128178.36989999935 483167.4807999991, 128195.27730000019 483156.79569999874, 128218.88309999928 483142.2468000017, 128244.58410000056 483126.7512000017, 128266.14930000156 483114.0987999998, 128287.84219999984 483101.67170000076, 128309.6475000009 483089.44299999997, 128335.98559999838 483075.0716000013, 128353.66809999943 483065.6429999992, 128374.88809999824 483054.59690000117, 128401.64029999822 483041.01999999955, 128424.04399999976 483029.9252000004, 128454.73970000073 483015.12779999897, 128477.38080000132 483004.5267999992, 128500.09479999915 482994.0817999989, 128530.56100000069 482980.44949999824, 128559.31049999967 482967.9547000006, 128572.65260000154 482962.3172999993, 128614.49469999969 482945.7553999983, 128651.56489999965 482931.7514999993, 128684.51190000027 482919.9340999983, 128711.73330000043 482910.6064000018, 128740.24540000036 482901.2738999985, 128778.3713000007 482889.15850000083, 128822.22639999911 482874.77149999887, 128849.45459999889 482866.14009999856, 128863.32180000097 482861.5828000009, 128887.54679999873 482847.60069999844)"
wegcategorie_beleving_kenmerk.19,Autosnelweg,R,7.20599985,R,7.38800001,H,001,KLK0008046851,R,I,,"LINESTRING (128066.66319999844 483195.8808000013, 128099.8797999993 483184.0828000009, 128133.74689999968 483161.7153999992, 128150.558699999 483150.879900001, 128178.88809999824 483133.0676999986, 128204.48070000112 483117.41479999945, 128225.19000000134 483105.02690000087, 128237.43169999868 483101.65509999916)"
wegcategorie_beleving_kenmerk.20,Autosnelweg,R,6.62200022,R,6.91699982,T,001,KLK0008046767,L,I,,"LINESTRING (127657.92680000141 483601.02430000156, 127674.62260000035 483596.4508999996, 127688.07950000092 483582.4243000001, 127698.72480000183 483571.8509999998, 127706.06720000133 483565.060899999, 127717.50329999998 483555.36930000037, 127723.60000000149 483550.62319999933, 127727.66079999879 483547.7014000006, 127740.31199999899 483539.63489999995, 127758.23050000146 483528.57009999827, 127774.60280000046 483517.0538999997, 127787.45289999992 483509.30370000005, 127795.85750000179 483503.8834999986, 127804.46409999952 483497.8968999982, 127813.4475999996 483491.1294, 127821.12339999899 483484.7197000012, 127832.17660000175 483474.555399999, 127841.68219999969 483465.52540000156, 127868.11870000139 483439.87900000066, 127874.45919999853 483434.83199999854, 127880.5850000009 483431.0480000004, 127884.67280000076 483421.9785999991, 127889.60799999908 483415.9200000018)"
wegcategorie_beleving_kenmerk.21,Autosnelweg,R,6.63100004,R,6.96500015,H,001,KLK0008046782,R,I,,"LINESTRING (127646.25490000099 483584.8775999993, 127649.15129999816 483567.1843000017, 127662.26799999923 483551.6031999998, 127674.9189000018 483536.0984000005, 127684.17139999941 483524.29030000046, 127693.41290000081 483511.9506999999, 127705.37990000099 483495.9257000014, 127714.18279999867 483483.4708000012, 127722.78180000186 483470.51469999924, 127736.1323999986 483449.3773000017, 127741.70050000027 483441.0692999996, 127751.09200000018 483428.04300000146, 127757.19729999825 483420.1229999997, 127763.69159999862 483412.15370000154, 127770.309799999 483404.6563999988, 127779.50600000098 483394.8158, 127786.58729999885 483387.74240000173, 127793.86430000141 483380.882100001, 127798.59690000117 483376.62680000067, 127839.15700000152 483343.09600000083)"
wegcategorie_beleving_kenmerk.22,Autosnelweg,R,7.91400003,R,9.17599964,H,001,KLK0008046932,R,I,,"LINESTRING (128721.74170000106 482865.04360000044, 128736.14059999958 482851.98530000076, 128773.05160000175 482837.98110000044, 128794.41369999945 482829.42859999835, 128803.56870000064 482825.41010000184, 128812.56740000099 482821.0478999987, 128824.26669999957 482814.63230000064, 128832.73959999904 482809.32009999827, 128842.34860000014 482802.69480000064, 128850.09519999847 482796.74010000005, 128857.72399999946 482790.2793999985, 128863.77730000019 482784.6845000014, 128870.82820000127 482777.57990000024, 128880.93290000036 482766.25609999895, 128889.50349999964 482753.3739, 128897.81329999864 482740.08300000057, 128902.92850000039 482730.79019999877, 128911.96550000086 482713.1425999999, 128918.27430000156 482699.07559999824, 128922.02549999952 482689.78280000016, 128932.93809999898 482661.30790000036, 128941.03730000183 482636.15780000016, 128945.07319999859 482621.61080000177, 128947.49199999869 482611.9061000012, 128950.09679999948 482600.4895000011, 128953.07679999992 482585.78649999946, 128956.86300000176 482563.5689000003, 128961.1425999999 482533.8445000015, 128964.63329999894 482524.32939999923, 128966.84259999916 482503.18499999866, 128970.12759999931 482473.5302999988, 128972.10240000114 482453.62530000135, 128974.27679999918 482428.7197000012, 128976.60280000046 482397.6061999984, 128978.0987999998 482372.64829999954, 128979.23209999874 482347.6739999987, 128979.8487999998 482327.68140000105, 128980.23409999907 482303.24340000004, 128980.21909999847 482279.70589999855, 128979.92049999908 482259.70650000125, 128979.1667000018 482234.7078000009, 128977.84479999915 482206.8986000009, 128976.09980000183 482180.41800000146, 128974.48460000008 482160.4805999994, 128972.08799999952 482135.5956999995, 128969.49969999865 482112.6552999988, 128965.1699000001 482079.71819999814, 128962.22360000014 482059.93279999867, 128961.25169999897 482055.02600000054, 128954.68360000104 482023.87420000136, 128947.87799999863 481994.2822000012, 128945.3841000013 481984.59750000015, 128940.50250000134 481967.59109999985, 128937.6350999996 481958.0073999986, 128932.29960000142 481941.9919999987, 128926.81129999831 481926.3088000007, 128921.61829999834 481912.24450000003, 128912.23189999908 481889.07090000063, 128887.06870000064 481830.75180000067, 128846.45729999989 481739.3729000017, 128834.67110000178 481713.58729999885, 128831.75620000064 481691.3973999992)"
wegcategorie_beleving_kenmerk.23,Autosnelweg,R,9.25199986,R,9.93799973,H,001,KLK0008046967,R,I,,"LINESTRING (130021.3060999997 482683.82140000165, 130030.76520000026 482677.4807000011, 130045.89499999955 482678.79659999907, 130064.79289999977 482679.9662999995, 130079.78060000017 482680.59800000116, 130089.7789000012 482680.8071000017, 130099.26550000161 482680.7862999998, 130109.26170000061 482680.4963000007, 130119.24049999937 482679.84380000085, 130129.47929999977 482678.8370000012, 130139.39770000055 482677.5625, 130148.77629999816 482676.02230000123, 130158.57710000128 482674.06390000135, 130168.31540000066 482671.7906999998, 130176.1400000006 482669.70490000024, 130185.7303000018 482666.8999999985, 130200.8574000001 482661.99109999835, 130229.35480000079 482651.9818999991, 130238.84120000154 482648.81810000166, 130255.34160000086 482643.6215999983, 130264.97989999875 482640.9378999993, 130279.5020999983 482637.4572999999, 130289.30070000142 482635.4605999999, 130297.66010000184 482633.95749999955, 130312.51199999824 482631.8247999996, 130325.30539999902 482630.4587999992, 130340.27459999919 482629.4750000015, 130352.39090000093 482629.1325000003, 130362.39079999924 482629.17720000073, 130375.5287999995 482629.59010000154, 130390.49650000036 482630.6041000001, 130454.85449999943 482636.8847000003, 130469.81789999828 482637.9345000014, 130484.44839999825 482638.5918000005, 130499.44729999825 482638.8865999989, 130517.11899999902 482638.6739999987, 130532.10489999875 482638.02230000123, 130548.76099999994 482636.8403000012, 130563.66270000115 482635.34980000183, 130573.58320000023 482634.0881000012, 130595.32229999825 482630.8007999994, 130618.01159999892 482626.8473000005, 130647.08529999852 482621.3872000016, 130671.62009999901 482616.58729999885, 130687.78779999912 482613.0078999996, 130701.28979999945 482611.8134999983)"
wegcategorie_beleving_kenmerk.24,Autosnelweg,R,9.47099972,R,11.82600021,H,001,KLK0008047018,R,I,,"LINESTRING (130243.64959999919 482678.1405999996, 130254.9787000008 482667.03759999946, 130269.47670000046 482663.04670000076, 130284.04439999908 482659.4688999988, 130303.14400000125 482655.4494000003, 130320.17179999873 482652.47520000115, 130335.01590000093 482650.2969000004, 130355.98669999838 482647.9534999989, 130365.95329999924 482647.13540000096, 130384.69420000166 482646.08480000123, 130397.79659999907 482645.7038999982, 130412.79639999941 482645.5454999991, 130475.00019999966 482645.9556000009, 130494.99219999835 482645.7468999997, 130504.98919999972 482645.5042999983, 130519.66539999843 482644.8841999993, 130534.63159999996 482643.8779999986, 130553.3040000014 482642.127700001, 130563.24049999937 482640.99870000035, 130580.73719999939 482638.63500000164, 130595.54239999875 482636.2221999988, 130619.29839999974 482631.73580000177, 130648.6763000004 482625.5131999999, 130688.96660000086 482616.54830000177, 130701.28979999945 482611.8134999983, 130730.50879999995 482605.01249999925, 130763.77340000123 482597.0254999995, 130807.42880000174 482586.1068999991, 130839.7938000001 482577.7628000006, 130863.97320000082 482571.40839999914, 130921.8702000007 482555.66149999946, 130981.51220000163 482538.8614999987, 131075.33619999886 482509.2135999985, 131120.9327000007 482494.57669999823, 131173.59120000154 482478.7512000017, 131235.88529999927 482459.55700000003, 131274.0588000007 482447.6077999994, 131308.5971999988 482436.2551999986, 131334.78009999916 482434.15520000085, 131404.56069999933 482411.39130000025, 131480.3029000014 482386.03869999945, 131560.6660999991 482358.3577999994, 131603.121199999 482343.439199999, 131650.3909999989 482326.5742999986, 131719.4354000017 482301.49810000136, 131775.18349999934 482280.7452000007, 131868.03220000118 482245.41149999946, 131924.8920999989 482223.29129999876, 132002.78240000084 482192.24230000004, 132057.14059999958 482170.1145000011, 132064.28500000015 482164.73800000176, 132088.23259999976 482157.2302000001, 132162.24080000073 482126.67159999907, 132239.82840000093 482095.4145999998, 132272.38980000094 482082.5491999984, 132358.43409999833 482049.129900001, 132382.58399999887 482039.5610000007, 132414.95600000024 482026.28229999915, 132445.92159999907 482013.2404000014, 132480.29830000177 482010.40729999915)"
wegcategorie_beleving_kenmerk.25,Autosnelweg,R,9.87800026,R,10.22500038,T,001,KLK0008047055,L,I,,"LINESTRING (130661.25879999995 482716.07939999923, 130685.11089999974 482715.3649000004, 130714.22690000013 482705.9125000015, 130750.42399999872 482694.60489999875, 130781.05649999902 482685.63230000064, 130824.54230000079 482673.5661999993, 130863.26080000028 482663.5223999992, 130918.23970000073 482650.01839999855, 130951.03849999979 482641.3165999986, 130970.13610000163 482635.89550000057, 131003.01319999993 482626.061900001)"
