FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2010_50.1,400380,4,380,730,670,-60,3.636,-,1 - - - - -,2,,,"POLYGON ((141141.69099999964 600036.5920000002, 141004.4849999994 600155.8630000018, 141135.69700000063 600306.8049999997, 141272.90300000086 600187.5340000018, 141141.69099999964 600036.5920000002))"
trend_2010_50.2,400400,4,400,720,707,-13,3.167,-,1 - - - - -,2,,,"POLYGON ((141273.69099999964 600187.5920000002, 141154.18299999833 600291.4789999984, 141285.39400000125 600442.4210000001, 141404.90300000086 600338.5340000018, 141273.69099999964 600187.5920000002))"
trend_2010_50.3,400420,4,420,685,743,58,1.884,-,- - - - - -,1,,,"POLYGON ((141404.69099999964 600338.5920000002, 141333.59699999914 600400.3929999992, 141464.80900000036 600551.3339999989, 141535.90300000086 600489.5340000018, 141404.69099999964 600338.5920000002))"
trend_2010_50.4,400440,4,440,650,751,101,-0.687,>2020,- - - - - -,3,,,"POLYGON ((141667.90300000086 600640.5340000018, 141693.82699999958 600617.9979999997, 141562.61499999836 600467.0560000017, 141536.69099999964 600489.5920000002, 141667.90300000086 600640.5340000018))"
trend_2010_50.5,400460,4,460,615,735,120,-6.973,>2020,- - - - - -,3,,,"POLYGON ((141798.90300000086 600791.5329999998, 142062.03200000152 600562.7980000004, 141930.8200000003 600411.8559999987, 141667.69099999964 600640.5909999982, 141798.90300000086 600791.5329999998))"
trend_2010_50.6,400480,4,480,575,688,113,-13.96,2018,- - - - - -,3,,,"POLYGON ((141930.90300000086 600942.5329999998, 142457.69000000134 600484.6039999984, 142326.47800000012 600333.6620000005, 141799.69099999964 600791.5909999982, 141930.90300000086 600942.5329999998))"
trend_2010_50.7,400500,4,500,520,634,114,-16.125,2017,- - - - - -,3,,,"POLYGON ((142061.90300000086 601092.5340000018, 142670.38699999824 600563.5859999992, 142539.17500000075 600412.6440000013, 141930.69099999964 600941.5920000002, 142061.90300000086 601092.5340000018))"
trend_2010_50.8,400501,4,501,520,614,94,-19.266,2014,- - - - - -,3,,,"POLYGON ((142170.40900000185 601181.2930000015, 142802.3900000006 600454.2820000015, 142651.44799999893 600323.0700000003, 142019.46700000018 601050.0819999985, 142170.40900000185 601181.2930000015))"
trend_2010_50.9,400502,4,502,520,602,82,-20.6,2013,- - - - - -,3,,,"POLYGON ((142274.71599999815 601245.9820000008, 142850.68499999866 600392.0729999989, 142684.87799999863 600280.2349999994, 142108.90900000185 601134.1429999992, 142274.71599999815 601245.9820000008))"
trend_2010_50.10,400503,4,503,520,599,79,-21.443,2013,- - - - - -,3,,,"POLYGON ((142386.1160000004 601297.3990000002, 142872.86199999973 600342.1059999987, 142694.66099999845 600251.3079999983, 142207.9149999991 601206.6009999998, 142386.1160000004 601297.3990000002))"
trend_2010_50.11,400504,4,504,520,608,88,-20.471,2014,- - - - - -,3,,,"POLYGON ((142502.9539999999 601334.8900000006, 142853.02899999917 600373.0670000017, 142665.08999999985 600304.6629999988, 142315.0150000006 601266.4860000014, 142502.9539999999 601334.8900000006))"
trend_2010_50.12,400520,4,520,550,695,145,-21.923,2016,- - - - - -,3,,,"POLYGON ((142691.9539999999 601401.8889999986, 143066.8590000011 600371.8449999988, 142878.9200000018 600303.4409999996, 142504.0150000006 601333.4849999994, 142691.9539999999 601401.8889999986))"
trend_2010_50.13,400540,4,540,570,686,116,-22.397,2015,- - - - - -,3,,,"POLYGON ((142879.9539999999 601467.8900000006, 143262.96499999985 600415.5749999993, 143075.02699999884 600347.1710000001, 142692.0150000006 601399.4860000014, 142879.9539999999 601467.8900000006))"
trend_2010_50.14,806025,8,6025,107,151,44,3.213,-,- - - - - -,1,,,"POLYGON ((97382.14900000021 493189.8370000012, 97228.51799999923 493236.8060000017, 97301.61100000143 493475.8830000013, 97455.24199999869 493428.9129999988, 97382.14900000021 493189.8370000012))"
trend_2010_50.15,1301608,13,1608,65,122,57,-0.94,>2020,- - - 4 - -,3,,,"POLYGON ((37173.4450000003 410292.13599999994, 37207.81799999997 410324.19000000134, 37344.21799999848 410177.91899999976, 37309.84400000051 410145.86499999836, 37173.4450000003 410292.13599999994))"
trend_2010_50.16,1301628,13,1628,81,125,44,-2.255,>2020,- - - 4 - -,3,,,"POLYGON ((37309.4450000003 410145.13500000164, 37391.90500000119 410222.0309999995, 37528.3040000014 410075.76000000164, 37445.84400000051 409998.86400000006, 37309.4450000003 410145.13500000164))"
trend_2010_50.17,1301648,13,1648,78,116,38,-1.292,>2020,- - - 4 - -,3,,,"POLYGON ((37425.94299999997 410022.19000000134, 37473.949999999255 410065.41600000113, 37607.77600000054 409916.7870000005, 37559.76900000125 409873.5610000007, 37425.94299999997 410022.19000000134))"
trend_2010_50.18,1301668,13,1668,63,81,18,-2.946,2016,- - - 4 - -,3,,,"POLYGON ((37573.4450000003 409860.13599999994, 37681.17300000042 409960.5940000005, 37817.57299999893 409814.3229999989, 37709.84400000051 409713.86499999836, 37573.4450000003 409860.13599999994))"
trend_2010_50.19,1301688,13,1688,36,64,28,-3.596,2017,- - - 4 - -,3,,,"POLYGON ((37709.4450000003 409714.13500000164, 37840.94200000167 409836.7580000013, 37977.34200000018 409690.48800000176, 37845.84400000051 409567.86400000006, 37709.4450000003 409714.13500000164))"
trend_2010_50.20,1301697,13,1697,22,54,32,-3.827,2018,- - - 4 - -,3,,,"POLYGON ((37934.90500000119 409476.88800000027, 38041.90700000152 409635.5249999985, 38207.71400000155 409523.6860000007, 38100.71299999952 409365.05000000075, 37934.90500000119 409476.88800000027))"
trend_2010_50.21,1301706,13,1706,52,94,42,-3.088,>2020,- - - 4 - -,3,,,"POLYGON ((38229.01099999994 409312.51399999857, 38281.81899999827 409457.6030000001, 38469.756999999285 409389.19900000095, 38416.949999999255 409244.1099999994, 38229.01099999994 409312.51399999857))"
