OBJECTID,Match_addr,X,Y,Hoofdcategorie,Categorie,Naam,Internet,Adres,Postcode,Plaats,GlobalID
31,"Havenplein 2, 8281 EV Genemuiden",6.04147499999999,52.62399,Gezondheidsvoorzieningen,Fysiotherapeuten,Fytac fysio-manuele therapie,http://www.fytacfysiotherapie.nl,Havenplein 2,8281 EV,Genemuiden,03bd7c15-b21d-4bdb-9c46-15f54cbac43d
32,"Burg Malcorpslaan 101a, 8061 AJ Hasselt",6.103251,52.593012,Gezondheidsvoorzieningen,Fysiotherapeuten,Kinderfysio Zwartewaterland,http://www.kinderfysiozwl.nl,Burg Malcorpslaan 101-A,8061 AJ,Hasselt,4aab9371-794c-49fa-a42a-82af74294889
33,"De Zwanebloem 41, 8064 HK Zwartsluis",6.07217400000002,52.646562,Gezondheidsvoorzieningen,Fysiotherapeuten,Kinderfysio Zwartewaterland,,De Zwanebloem 41,8064 HK,Zwartsluis,23bc6685-e50c-462a-8d8f-0aa2dc8d653f
34,"Jan van Arkelstraat 5, 8281 AA Genemuiden",6.04300050000001,52.621425,Gezondheidsvoorzieningen,Fysiotherapeuten,Kinderfysio Zwartewaterland,,Jan van Arkelstraat 5,8281 AA,Genemuiden,4ab56325-bb64-4a41-9796-e84477d71a87
35,"van Haersoltelaan 7, 8061 EG Hasselt",6.1059645,52.590402,Gezondheidsvoorzieningen,Fysiotherapeuten,"Therafit, centrum voor fysiotherapie, training en advies .",http://www.therafit.nl,Van Haersoltelaan 7,8061 EG,Hasselt,572d895d-b615-4f9d-a37b-6df303b1061f
36,"Zeven Alleetjes 1, 8011 CV Zwolle",6.0933105,52.507701,Gezondheidsvoorzieningen,GGD,Gemeenschappelijke Gezondheidsdienst - GGD IJsselland,http://www.ggdijsselland.nl,Zeven Alleetjes 1,8011 CV,Zwolle,ecdac56c-f684-46e5-a907-4a93ee65d65f
37,"Burgemeester Roelenweg 9, 8021 EV Zwolle",6.087132,52.515765,Gezondheidsvoorzieningen,Geestelijke Gezondheidszorg Algemeen,"Dimence, instelling voor geestelijke gezondheidszorg en welzijn in Oost-Nederland",http://www.dimence.nl,Burgemeester Roelenweg 9,8021 EV,Zwolle,b6437c10-fd62-4124-900e-79aee4fe397f
38,"Krommesteeg 2, 8281 PV Genemuiden",6.04512450000001,52.61589,Gezondheidsvoorzieningen,Gehandicapten - Organisaties en -verenigingen,Stichting Adullam voor Gehandicaptenzorg,,"Instelling Muiderheim, Krommesteeg 2",8281 PV,Genemuiden,0e80df0d-f819-46f1-9f53-968a1a8a4240
39,"Krabbescheer 26, 8281 KV Genemuiden",6.034662,52.627248,Gezondheidsvoorzieningen,Gehandicapten - Organisaties en -verenigingen,Stuurgroep Verstandelijk Gehandicapten Zwartewaterland,,Krabbescheer 26,8281 KV,Genemuiden,2c38356a-88cf-4725-bded-3731063431ba
40,"Zuiderlaan 142, 7944 EJ Meppel",6.18496200000001,52.692111,Gezondheidsvoorzieningen,Haptotherapeuten,Praktijk voor Haptonomie E.P. Luning,http://www.evertluning.nl,Zuiderlaan 142,7944 EJ,Meppel,2061d711-5ba7-4c4d-a7e6-3ad080445bce
41,"Sportlaan 10, 8064 BS Zwartsluis",6.07054500000001,52.642395,Gezondheidsvoorzieningen,Huisartsen,"Boender, A J",http://www.huisartsenpraktijkboender.nl,Sportlaan 10,8064 BS,Zwartsluis,40f7ac5c-2435-48df-a3cf-1d47e3a6a4a4
42,"van Haersoltelaan 4, 8061 EG Hasselt",6.10434900000001,52.589259,Gezondheidsvoorzieningen,Huisartsen,"Gijssel, E.A. van",http://www.huisartspraktijk-vangijssel.nl,Van Haersoltelaan 4,8061 EG,Hasselt,490cc5b1-0a61-478f-964f-001a5ac3937f
43,"Kerkstraat 24, 8064 DP Zwartsluis",6.07235400000002,52.640433,Gezondheidsvoorzieningen,Huisartsen,"Maat, J.H.A. de en Trum, mw. E.M.J.",https://www.huisartsenpraktijkdemaat-trum.nl,Kerkstraat 24,8064 DP,Zwartsluis,dc008f38-0a2e-413f-99bb-5930441e832f
44,"Prinses Julianastraat 25, 8281 CK Genemuiden",6.042384,52.623243,Gezondheidsvoorzieningen,Huisartsen,Medisch Centrum De Steenpoort,http://www.huisartsen-genemuiden.nl,Prinses Julianastraat 25,8281 CK,Genemuiden,fd76bbc6-ef5f-440f-9640-2b7759f047a9
45,"Hoogstraat 47, 8061 HB Hasselt",6.088842,52.592274,Gezondheidsvoorzieningen,Huisartsen,"Tuinstra, N.H.P.",http://www.huisartshoogstraat.nl,Hoogstraat 47,8061 HB,Hasselt,6b529b6d-ebc0-4438-a44d-aeb00b9d218a
46,"Het Ambt 72, 8061 AN Hasselt",6.10114949999999,52.593354,Gezondheidsvoorzieningen,Huisartsen,"Wallinga, T Y",,Het Ambt 72,8061 AN,Hasselt,aa2aa6b8-e8bf-4476-ae9f-a3dc4d4832fe
47,"Dokter van Heesweg 2, 8025 AB Zwolle",6.123762,52.513407,Gezondheidsvoorzieningen,Huisartsenpost,Avond- en weekenddiensten huisartsen,http://www.dehuisartsenpost.nl,Dokter van Heesweg 2,8025 AB,Zwolle,9f7cb43a-d78f-4987-9925-239ffe014993
48,"De Bovenkruier 47, 7323 AJ Apeldoorn",5.98679100000001,52.23537,Gezondheidsvoorzieningen,"Jeugd en Jongeren Advies, hulp en begeleiding",Agathos ambulante hulpverlening,http://www.agathos-thuiszorg.nl,De Bovenkruier 47,7323 AJ,Apeldoorn,47e1d06f-ee27-4420-bc7a-df74b33d7370
49,"Telvorenstraat 2, 8061 CB Hasselt",6.09585300000001,52.592058,Gezondheidsvoorzieningen,"Jeugd en Jongeren Advies, hulp en begeleiding",Centrum Jeugd & Gezin,https://www.zwartewaterland.nl/sociaaldomein,Telvorenstraat 2,8061 CB,Hasselt,838f2e8a-4b08-444b-8e3f-5fdfa9a65855
50,"Burgemeester Drijbersingel 39, 8021 JB Zwolle",6.09953849999999,52.51635,Gezondheidsvoorzieningen,"Jeugd en Jongeren Advies, hulp en begeleiding",Jeugdbescherming Overijssel - Regiokantoor Zwolle,http://www.jbov.nl,Burg Drijbersingel 39,8021 JB,Zwolle,43067666-5472-487a-af52-7e150ae0a1ff
51,"Grote Voort 293A, 8041 BL Zwolle",6.0652935,52.509105,Gezondheidsvoorzieningen,"Jeugd en Jongeren Advies, hulp en begeleiding",Klaver4you,http://www.klaver4you.nl,Grote Voort 293-A,8041 BL,Zwolle,fd5d7ba9-b443-4352-946c-9a788b34a080
52,"Schuurmanstraat 2, 8011 KP Zwolle",6.10144650000001,52.510419,Gezondheidsvoorzieningen,"Jeugd en Jongeren Advies, hulp en begeleiding",Raad voor de Kinderbescherming Zwolle,http://www.kinderbescherming.nl,Schuurmanstraat 2,8011 KP,Zwolle,77b14721-cdeb-4721-84c3-402ef376e3db
53,"Kamperzeedijk 44, 8281 PH Genemuiden",6.0007545,52.597944,Gezondheidsvoorzieningen,Jeugd- en jongerenwerk,Christelijk Jeugdwerk Kamperzeedijk,http://www.cjk-online.nl,Kamperzeedijk 44,8281 PH,Genemuiden,72bc490f-069f-431a-b1f4-cca730bdfe4b
54,"Gareel 2, 8061 MZ Hasselt",6.106041,52.597161,Gezondheidsvoorzieningen,Lactatiekundige,Lactatiekundigepraktijk Samen Groeien,http://www.praktijksamengroeien.nl,Gareel 2,8061 MZ,Hasselt,a19220ad-8664-4557-a101-949ec156debb
55,"Dokter Stolteweg 76, 8025 AZ Zwolle",6.1212195,52.514892,Gezondheidsvoorzieningen,"Leven zorg en welzijn Advies, hulp en begeleiding",'k Voel me fijn,http://www.voelmefijn.nl,Dr. Stolteweg 76,8025 AZ,Zwolle,bb51216b-a529-48df-99e2-5eb3195dc161
56,"De Zegge 33, 8064 HV Zwartsluis",6.07057650000002,52.64469,Gezondheidsvoorzieningen,"Leven zorg en welzijn Advies, hulp en begeleiding",Hulpdienst Kleine Noden,,De Zegge 33,8064 HV,Zwartsluis,be721244-8cb6-485c-b7d5-b6822489fdc6
57,"Dokter van Deenweg 2, 8025 BG Zwolle",6.123942,52.510446,Gezondheidsvoorzieningen,"Leven zorg en welzijn Advies, hulp en begeleiding",MEE IJsseloevers,http://www.meeijsseloevers.nl,Dr van Deenweg 2,8025 BG,Zwolle,e9ade80c-5d1f-4c2d-b846-1416dd879337
58,"Herman Buismanlaan 19, 8064 BA Zwartsluis",6.0650685,52.642107,Gezondheidsvoorzieningen,"Leven zorg en welzijn Advies, hulp en begeleiding",Ziekendienst,,Herman Buismanlaan 19,8064 BA,Zwartsluis,0a59af7a-44d4-4b7d-921e-1d00227a6dac
59,"Jan van Arkelstraat 5, 8281 AA Genemuiden",6.04300050000001,52.621425,Gezondheidsvoorzieningen,Logopedie,Centrum voor Logopedie,,Jan van Arkelstraat 5,8281 AA,Genemuiden,946f06d4-aaf8-4142-bf77-9e1921f7ea41
60,"Lamoen 1, 8061 MK Hasselt",6.1060545,52.598196,Gezondheidsvoorzieningen,Logopedie,Centrum voor Logopedie,http://www.logopediehasselt.nl,Lamoen 1,8061 MK,Hasselt,a0811004-8843-421f-a52c-6b234f763997
61,"Erasmuslaan 50, 8024 CS Zwolle",6.13962000000001,52.524585,Gezondheidsvoorzieningen,Logopedie,Logopediepraktijk Zwartewaterland,,Erasmuslaan 50,8024 CS,Zwolle,f8be34dc-5562-4b5b-a251-c9bb7a33f3f8
62,"Prinses Julianastraat 23a, 8281 CK Genemuiden",6.042528,52.623369,Gezondheidsvoorzieningen,Logopedie,Logopediepraktijk Zwartewaterland,http://www.logopediepraktijkzwartewaterland.uwlogopedistonline.nl,Prinses Julianastraat 23-A,8281 CK,Genemuiden,9526ff7c-461a-4fcc-a3df-e3f25c4738e3
63,"Purperreigerlaan 226, 8064 DC Zwartsluis",6.07536000000002,52.643511,Gezondheidsvoorzieningen,Logopedie,Logopediepraktijk Zwartewaterland,,Purperreigerlaan 226,8064 DC,Zwartsluis,6ee761ea-17f0-4272-845c-8216ac90a262
64,"Voorsterweg 36, 8042 AD Zwolle",6.05425049999999,52.52481,Gezondheidsvoorzieningen,Logopedie,Logopediepraktijk Zwartewaterland,,Voorsterweg 36,8042 AD,Zwolle,2465a815-d1df-4891-bdb8-41fff5d9846f
65,"Westenbergstraat 28, 8274 AR Wilsum",5.96601900000002,52.529067,Gezondheidsvoorzieningen,Logopedie,Logopediepraktijk Zwartewaterland,,Westenbergstraat 28,8274 AR,Wilsum,50db56b0-48c2-4760-8b8f-f95e4f176914
66,"Winde 37, 8265 ED Kampen",5.90252850000002,52.555437,Gezondheidsvoorzieningen,Logopedie,Logopediepraktijk Zwartewaterland,,Winde 37,8265 ED,Kampen,a02013e6-fe79-4c7c-a8a8-c3de70a05b51
67,"Karel Doormanstraat 30, 8061 JR Hasselt",6.100146,52.589187,Gezondheidsvoorzieningen,Mantelzorg,Steunpunt Mantelzorg Zwartewaterland,http://www.welzijnzwartewaterland.nl,karel doormanstraat 30,8061 JR,Hasselt,6a3a7c36-7a03-4d6f-b80b-75c8c423b9d8
68,"Havenplein 2, 8281 EV Genemuiden",6.04147499999999,52.62399,Gezondheidsvoorzieningen,Mensendieck,Felix Praktijk Oefentherapie Cesar,http://www.felixoefentherapie.nl,Havenplein 2,8281 EV,Genemuiden,78ce27cc-ce2f-4746-a557-e2fbbd99a312
69,"Aalshorsterpad 8, 7722 JL Dalfsen",6.24886649999999,52.485804,Gezondheidsvoorzieningen,Natuur- en alternatieve geneeswijzen,Acupunctuur en Bioresonantie Praktijk Truus Buter,http://www.truusbuter.nl,Aalshorsterpad 8,7722 JL,Dalfsen,0a03511c-6b92-4f96-b32d-5f7fc70ed181
70,"De Zwanebloem 37, 8064 HK Zwartsluis",6.0726645,52.646454,Gezondheidsvoorzieningen,Natuur- en alternatieve geneeswijzen,"Therapie, EMDR en Coaching Jacqueline Klein",http://www.jacquelineklein.nl,De Zwanebloem 37,8064 HK,Zwartsluis,b7f3f7da-24b5-4771-8e32-260259bf12f3
71,"Lijster 25, 8281 GS Genemuiden",6.05061449999999,52.618572,Gezondheidsvoorzieningen,Patiëntenbelangen,"Nederlandse Hartstichting, Patiëntenvereniging",,Lijster 25,8281 GS,Genemuiden,04921a6a-8718-4ed0-8c12-0eff99554c2e
72,"Otterbeek 10, 8064 JL Zwartsluis",6.058683,52.643772,Gezondheidsvoorzieningen,Patiëntenbelangen,"Nederlandse Hartstichting, Patiëntenvereniging",,Otterbeek 10,8064 JL,Zwartsluis,4f506e34-35b9-4056-8469-0c36599513fc
73,"Tijlswegje 1, 8061 JH Hasselt",6.0976125,52.589421,Gezondheidsvoorzieningen,Patiëntenbelangen,"Nederlandse Hartstichting, Patiëntenvereniging",,Tijlswegje 1,8061 JH,Hasselt,a174adc9-4bb2-4f77-809b-be3b94347913
74,"Kabel 14, 8281 NG Genemuiden",6.03153449999999,52.618455,Gezondheidsvoorzieningen,Patiëntenbelangen,"Nederlandse Patiëntenvereniging, afd. Genemuiden",http://www.npvzorg.nl,Kabel 14,8281 NG,Genemuiden,364c5ea7-8630-4c2b-befa-ab3053f058be
75,"Nijverheidstraat 51, 8281 JD Genemuiden",6.0578505,52.617141,Gezondheidsvoorzieningen,Patiëntenbelangen,Stichting Fonds van Camen en Stichting Provisoorfonds,,Nijverheidstraat 51,8281 JD,Genemuiden,5e4cb324-a494-4f50-8cac-017f152c0382
76,"Weesboom 7, 8061 LR Hasselt",6.1054785,52.596918,Gezondheidsvoorzieningen,Pedicure,Medisch Pedicure Corine Monsma,http://www.medischpedicure-hasselt.nl,Weesboom 7,8061 LR,Hasselt,186e72b7-c7d0-4ea2-a285-bb6a11cf6e59
77,"Havenplein 2, 8281 EV Genemuiden",6.04147499999999,52.62399,Gezondheidsvoorzieningen,Podotherapie,"Innofeet Fytac, Genemuiden",http://www.innofeet.nl,Havenplein 2,8281 CL,Genemuiden,0b0f8942-e0f0-4a88-946c-33b8741e0d92
78,"Prinses Julianastraat 23a, 8281 CK Genemuiden",6.042528,52.623369,Gezondheidsvoorzieningen,Podotherapie,"Innofeet, Genemuiden",http://www.innofeet.nl,Prinses Julianastraat 23-A,8281 CK,Genemuiden,fcc80eb1-8a51-4a7b-9e58-8ee80b7742e2
79,"De Meent 5, 8061 BT Hasselt",6.106302,52.592823,Gezondheidsvoorzieningen,Psychotherapie,Praktijk Xpansion voor psychosociale begeleiding,http://www.xpansion.nl,De Meent 5,8061 BT,Hasselt,30c55d6c-979f-4c32-b692-1fe2bfbbcb0b
80,"Langestraat 100, 8281 AN Genemuiden",6.04105200000001,52.621767,Gezondheidsvoorzieningen,Tandartsen,Centrum Tandheelkunde Genemuiden,http://www.centrumtandheelkundegenemuiden.nl,Langestraat 100,8281 AN,Genemuiden,9c7769f4-5775-4771-9e8b-3bf52365ac87
81,"Kerkstraat 36, 8064 DP Zwartsluis",6.07288500000001,52.640649,Gezondheidsvoorzieningen,Tandartsen,"Geelen, G. van",,Kerkstraat 36,8064 DP,Zwartsluis,001aa0b5-e185-4e54-98de-1124ee69bc13
82,"Prinses Irenestraat 2a, 8281 DX Genemuiden",6.04449450000001,52.620678,Gezondheidsvoorzieningen,Tandartsen,Tandarts Rooker,http://www.tandartsrooker.nl,Prinses Irenestraat 2-A,8281 DX,Genemuiden,32ac36e4-4a7d-46bd-a097-b05273051814
83,"Het Kerspel 78, 8061 BD Hasselt",6.09946200000002,52.59366,Gezondheidsvoorzieningen,Tandartsen,"Tandarts, R. Neijboer",,Het Kerspel 78,8061 BD,Hasselt,c68f6b34-f2a0-4cee-bf72-0e36742acb7e
84,"Julianastraat 20, 8064 CD Zwartsluis",6.06823199999999,52.643898,Gezondheidsvoorzieningen,Tandartsen,Tandartsenpraktijk G C Muller BV,http://www.tandartsgcmuller.nl,Julianastraat 20,8064 CD,Zwartsluis,6132fd36-f605-48d2-910a-38759baccef4
85,"Telvorenstraat 5, 8061 CB Hasselt",6.096384,52.591914,Gezondheidsvoorzieningen,Tandartsen,Tandartspraktijk Dental Clinics,,Telvorenstraat 5,8061 CB,Hasselt,dcc04855-4a4f-41ed-b341-ddc43c3f7e98
86,"Noordweg 2, 8262 BS Kampen",5.910876,52.562358,Gezondheidsvoorzieningen,Thuiszorg,Curadomi thuiszorg,http://www.curadomi.nl/kampen,Noordweg 2,8262 BS,Kampen,83685ddf-bd95-4e1c-a9cc-f7d9c93f1bc9
87,"Stationsweg 44, 7941 HE Meppel",6.19460549999999,52.692084,Gezondheidsvoorzieningen,Thuiszorg,De Nieuwe Zorg Thuis,http://www.dnzt.nl,Stationsweg 44,7941 HE,Meppel,2df885fa-c50b-4a13-8d94-9f9f5e31a664
88,"Fortresselaan 2, 8064 EE Zwartsluis",6.073317,52.641126,Gezondheidsvoorzieningen,Thuiszorg,Icare Verpleging en Verzorging,http://www.icare.nl,"Wijkteam Zwartsluis, Fortresselaan 2",8064 EE,Zwartsluis,a9e8ee33-8255-43ca-b4d9-fc357f3966cd
89,"Fortresselaan 2, 8064 EE Zwartsluis",6.073317,52.641126,Gezondheidsvoorzieningen,Thuiszorg,Icare Verpleging en verzorging,http://www.icare.nl,Fortresselaan 2,8064 EE,Zwartsluis,420985b5-d37c-492e-abe3-2336e444fdef
90,"Burgemeester Kuntzelaan 27A, 3771 EP Barneveld",5.59064700000002,52.138386,Gezondheidsvoorzieningen,Thuiszorg,RST Zorgverleners,http://www.rstzorg.nl,Burgemeester Kuntzelaan 27A,3771EP,Barneveld,387074b9-78ab-4a13-9184-96744efeb78e
91,"Vechtstraat 104, 8021 AZ Zwolle",6.108057,52.514919,Gezondheidsvoorzieningen,Thuiszorg,Vegro Thuiszorgwinkel Zwolle,http://www.vegro.info,Vechtstraat 104/106,8021 AZ,Zwolle,ef069288-e05b-4b19-b173-35f314e02e4d
92,"Vloeddijk 79, 8261 GE Kampen",5.91460649999999,52.556823,Gezondheidsvoorzieningen,Thuiszorg,Vrijwillige Terminale Thuiszorg Kampen e.o.,http://www.terminalethuiszorgkampen.nl,Vloeddijk 79,8261 GE,Kampen,ff2f2597-34fa-45aa-b57c-5f12a1d42d7d
93,"Purperreigerlaan 2, 8064 DC Zwartsluis",6.07235850000001,52.643124,Gezondheidsvoorzieningen,Uitvaartcentra,Uitvaartcentrum Mooiweer,http://www.uitvaartverzorging-gertmooiweer.nl,Purperreigerlaan 2,8064 DC,Zwartsluis,2bb30e6f-4486-4550-8b35-62c8e62b9831
94,"Jan van Nassaustraat 14, 8281 ZD Genemuiden",6.04434600000002,52.622082,Gezondheidsvoorzieningen,Uitvaartverzorgers,Dinant van Dijk begrafenisverzorging,http://www.delaatstezorg.nl,Jan van Nassaustraat 14,8281 ZD,Genemuiden,d584b7d0-69f1-466e-8b5a-40de1a982a86
95,"Doctor H.A.W. van de Vechtlaan 80, 8061 HJ Hasselt",6.10213386433833,52.5892536392518,Gezondheidsvoorzieningen,Uitvaartverzorgers,L Aarten Uitvaartverzorging,,Dr H A W van de Vechtlaan 80,8061 HM,Hasselt,78738fa8-787d-4721-b4c2-e1452076080c
