FID,OVW_STARTDATUM,LONGITUDE,LATITUDE,CODE,BREEDTE,EIGENAAR,FUNCTIE,GEBRUIK,HOOFDCATEGORIE,HOOGTE,GEOMETRIE,NAAM,OBJECTTYPE,OVW_MAX_SIZE
Artistieke_kunstwerken.8641,2021-02-19,5.36921965180132,52.152434234549,A095,,,,,Artistieke kunstwerken,,POINT (52.15243784511519 5.369219445664552),Gedenkplaat B&W-laan,Gedenkteken,0

Artistieke_kunstwerken.8642,2021-02-19,5.38815981440129,52.1676082738292,A067,,,,,Artistieke kunstwerken,,POINT (52.16761185766723 5.388159889053733),Messing letters Valleikanaal,Beeld,0

Artistieke_kunstwerken.8643,2021-02-19,5.4012624987027,52.1646332399163,A067,,,,,Artistieke kunstwerken,,POINT (52.1646367410175 5.401262594748667),Messing letters Valleikanaal,Beeld,0

Artistieke_kunstwerken.8644,2021-02-19,5.39083045680832,52.1977013528529,A117,,,,,Artistieke kunstwerken,,POINT (52.19770509266041 5.390830955753444),Trottoirband tekst,Beeld,0

Artistieke_kunstwerken.8645,2021-02-19,5.39293072528716,52.1966998906234,A117,,,,,Artistieke kunstwerken,,POINT (52.19670361306491 5.392931224224108),Trottoirband tekst,Beeld,0

Artistieke_kunstwerken.8646,2021-02-19,5.3965982779132,52.1770613218711,A066,,,,,Artistieke kunstwerken,,POINT (52.1770649096354 5.3965985258613465),Gedenkteken Schothorsterlaan,Gedenkteken,0

Artistieke_kunstwerken.8647,2021-02-19,5.38674397871328,52.1528506046307,A123,,,,,Artistieke kunstwerken,,POINT (52.152854131188974 5.386743848435253),Op schoot in Amersfoort,Bank,0

Artistieke_kunstwerken.8648,2021-02-19,5.38098871895674,52.1543395464719,A032,,,,,Artistieke kunstwerken,,POINT (52.15434310783266 5.380988584957025),Spoorbank 2,Bank,0

Artistieke_kunstwerken.8649,2021-02-19,5.37702312005035,52.1530727319414,A031,,,,,Artistieke kunstwerken,,POINT (52.15307630770245 5.377022953424909),Spoorbank 1,Bank,0

Artistieke_kunstwerken.8650,2021-02-19,5.37415612645873,52.1530567644464,A044,,,,,Artistieke kunstwerken,,POINT (52.15306035400933 5.3741559480288394),Zonnewijzer Stationsplein,Beeld,0

Artistieke_kunstwerken.8651,2021-02-19,5.39566069236492,52.145149166941,A125,,,,,Artistieke kunstwerken,,POINT (52.14515261863434 5.395660490858708),Zes-Zitsbank,Bank,0

Artistieke_kunstwerken.8652,2021-02-19,5.3978202011522,52.1464067639337,A137,,,,,Artistieke kunstwerken,,POINT (52.14641020867121 5.397820025060002),Portugese Kei,Kei,0

Artistieke_kunstwerken.8401,2021-02-19,5.40603224124633,52.1518737330312,A076,,,,,Artistieke kunstwerken,,POINT (52.15187715387369 5.4060321745430535),De Ontmoeting,Beeld,0

Artistieke_kunstwerken.8402,2021-02-19,5.4057352582444,52.1518548633503,A080,,,,,Artistieke kunstwerken,,POINT (52.1518582857485 5.405735190087548),Maastrichtse Kei,Kei,0

Artistieke_kunstwerken.8403,2021-02-19,5.38888417798355,52.1867887370698,A108,,,,,Artistieke kunstwerken,,POINT (52.186792419433495 5.388884516113994),Putdeksels,Beeld,0

Artistieke_kunstwerken.8404,2021-02-19,5.39020666160296,52.1877291091802,A108,,,,,Artistieke kunstwerken,,POINT (52.18773279029791 5.390207020432532),Putdeksels,Beeld,0

Artistieke_kunstwerken.8405,2021-02-19,5.38952646306517,52.2011418685675,A118,,,,,Artistieke kunstwerken,,POINT (52.201145637756404 5.389527000246403),Lichtbakken Enecohuisjes,Beeld,0

Artistieke_kunstwerken.8406,2021-02-19,5.39009537545027,52.1971764610993,A118,,,,,Artistieke kunstwerken,,POINT (52.19718020129877 5.390095862404488),Lichtbakken Enecohuisjes,Beeld,0

Artistieke_kunstwerken.8407,2021-02-19,5.39143599287576,52.1981295538624,A118,,,,,Artistieke kunstwerken,,POINT (52.19813329332279 5.3914365016741534),Lichtbakken Enecohuisjes,Beeld,0

Artistieke_kunstwerken.8408,2021-02-19,5.39302136471878,52.1967855699968,A118,,,,,Artistieke kunstwerken,,POINT (52.19678929251749 5.393021865429053),Lichtbakken Enecohuisjes,Beeld,0

Artistieke_kunstwerken.8409,2021-02-19,5.3945601648203,52.1957651843872,A118,,,,,Artistieke kunstwerken,,POINT (52.19576889232265 5.394560661395596),Lichtbakken Enecohuisjes,Beeld,0

Artistieke_kunstwerken.8410,2021-02-19,5.38804954303523,52.1524943527399,A015,,,,,Artistieke kunstwerken,,POINT (52.152497871249444 5.388049413216416),Zwitserse Kei,Kei,0

Artistieke_kunstwerken.8411,2021-02-19,5.38830508376866,52.152533648459,A016,,,,,Artistieke kunstwerken,,POINT (52.152537165818224 5.388304955505618),Turkse Kei,Kei,0

Artistieke_kunstwerken.8412,2021-02-19,5.38607549910824,52.1583531982296,A153,,,,,Artistieke kunstwerken,,POINT (52.158356750780406 5.386075439748608),Gebeeldhouwde spuwers (totaal 13 stuks),Beeld,0

Artistieke_kunstwerken.8413,2021-02-19,5.37896697457408,52.1528103890994,A154,,,,,Artistieke kunstwerken,,POINT (52.15281395432114 5.378966812410518),De Standvogels (totaal 8 stuks),Beeld,0

Artistieke_kunstwerken.8414,2021-02-19,5.37384257154589,52.1547047273206,A142,,,,,Artistieke kunstwerken,,POINT (52.15470832499945 5.373842412749322),De Dahliatuin,Beeld,0

Artistieke_kunstwerken.8415,2021-02-19,5.40163187422241,52.1629427337935,A149,,,,,Artistieke kunstwerken,,POINT (52.16294622517685 5.401631947887124),Hartenbankjes,Beeld,0

Artistieke_kunstwerken.8416,2021-02-19,5.40142872762713,52.1629635825626,A150,,,,,Artistieke kunstwerken,,POINT (52.16296707513576 5.401428800654154),Tuinbeelden,Beeld,0

Artistieke_kunstwerken.8417,2021-02-19,5.38120345218387,52.136743289413,A157,,,,,Artistieke kunstwerken,,POINT (52.13674678743694 5.381203088650008),De Larf,Beeld,0

Artistieke_kunstwerken.8418,2021-02-19,5.36916021253621,52.2029906194531,A140,,,,,Artistieke kunstwerken,,POINT (52.20299450127826 5.369160634813747),Stadstuin,Beeld,0

Artistieke_kunstwerken.8419,2021-02-19,5.37199385757384,52.1962371150245,A146.1,,,,,Artistieke kunstwerken,,POINT (52.19624093887525 5.3719942141760075),De Waker (deel van de Slaper),Beeld,0

Artistieke_kunstwerken.8420,2021-02-19,5.38250026764165,52.2022272148921,A146.2,,,,,Artistieke kunstwerken,,POINT (52.20223102693524 5.3825007715834605),De Slaper (deel van de Waker),Beeld,0

Artistieke_kunstwerken.8421,2021-02-19,5.41463732190927,52.1996688144888,A151,,,,,Artistieke kunstwerken,,POINT (52.199672438141825 5.41463800691231),Vlaggenparade,Beeld,0

Artistieke_kunstwerken.8422,2021-02-19,5.42006929825565,52.1924081256559,A155,,,,,Artistieke kunstwerken,,POINT (52.1924116717345 5.420069908206146),Boot 2006,Beeld,0

Artistieke_kunstwerken.8423,2021-02-19,5.41907617799069,52.1992758864855,A156,,,,,Artistieke kunstwerken,,POINT (52.19927948214757 5.419076886651653),Marieke,Beeld,0

Artistieke_kunstwerken.8424,2021-02-19,5.3844304066307,52.1594356616567,A164,,,,,Artistieke kunstwerken,,POINT (52.159439227153236 5.384430354507035),Kroonluchter,Beeld,0

Artistieke_kunstwerken.8425,2021-02-19,5.38007476416761,52.1939315568185,A167,,,,,Artistieke kunstwerken,,POINT (52.19393532687203 5.380075143125407),Hoog-Lander,Beeld,0

Artistieke_kunstwerken.8426,2021-02-19,5.39215332156073,52.16368260523,A054,,,,,Artistieke kunstwerken,,POINT (52.16368615014845 5.39215336175573),Horseweide,Beeld,0

Artistieke_kunstwerken.8427,2021-02-19,5.39398216334363,52.1634298730906,A169,,,,,Artistieke kunstwerken,,POINT (52.1634334073264 5.393982208538246),De Vlinder,Beeld,0

Artistieke_kunstwerken.8428,2021-02-19,5.43179273370722,52.1874360240227,A168,,,,,Artistieke kunstwerken,,POINT (52.18743947066256 5.431793337616026),Hoi-Berg,Beeld,0

Artistieke_kunstwerken.8429,2021-02-19,5.38447224602851,52.158355078792,A166,,,,,Artistieke kunstwerken,,POINT (52.15835863943771 5.384472179728728),Beeldbank,Beeld,0

Artistieke_kunstwerken.8430,2021-02-19,5.3899843457562,52.1603903661624,A165,,,,,Artistieke kunstwerken,,POINT (52.160393907568675 5.389984331086589),Plaquette 'Al mee menoechot',Plaquette,0

Artistieke_kunstwerken.8431,2021-02-19,5.40036359093934,52.1625184987655,A163,,,,,Artistieke kunstwerken,,POINT (52.162521995060324 5.400363652746148),Voor-lees-vertelplek,Beeld,0

Artistieke_kunstwerken.8432,2021-02-19,5.38977523659393,52.1535609681343,A162,,,,,Artistieke kunstwerken,,POINT (52.15356448203135 5.389775128189032),Johan van Oldebarneveld,Beeld,0

Artistieke_kunstwerken.8433,2021-02-19,5.38993247481001,52.1535035896305,A162,,,,,Artistieke kunstwerken,,POINT (52.15350710248991 5.389932366265325),Johan van Oldebarneveld,Beeld,0

Artistieke_kunstwerken.8434,2021-02-19,5.42963339470128,52.196121563533,A160,,,,,Artistieke kunstwerken,,POINT (52.19612507661714 5.4296341235714936),Mercurius,Beeld,0

Artistieke_kunstwerken.8435,2021-02-19,5.43112176979555,52.1943230884859,A159,,,,,Artistieke kunstwerken,,POINT (52.19432658120414 5.431122479600411),Boa eet Oma,Beeld,0

Artistieke_kunstwerken.8436,2021-02-19,5.37413369723149,52.15867686895,A158,,,,,Artistieke kunstwerken,,POINT (52.15868048179535 5.374133590094077),de Stationschef,Beeld,0

Artistieke_kunstwerken.8437,2021-02-19,5.39033798052674,52.1573441470498,A170,,,,,Artistieke kunstwerken,,POINT (52.15734767355928 5.390337925938402),Archeologisch kunstwerk Appelmarkt,Beeld,0

Artistieke_kunstwerken.8438,2021-02-19,5.38440996741474,52.1566050372546,A033,,,,,Artistieke kunstwerken,,POINT (52.156608590838175 5.384409877595096),Boomstammannen,Beeld,0

Artistieke_kunstwerken.8439,2021-02-19,5.38480167985965,52.1587072580809,A033,,,,,Artistieke kunstwerken,,POINT (52.15871081857454 5.384801619677913),Boomstammannen,Beeld,0

Artistieke_kunstwerken.8440,2021-02-19,5.37498768352358,52.1847825007273,A171,,,,,Artistieke kunstwerken,,POINT (52.184786240539744 5.374987913246414),Social Sofa,Beeld,0

Artistieke_kunstwerken.8441,2021-02-19,5.40407847771276,52.1714336532329,A172,,,,,Artistieke kunstwerken,,POINT (52.171437171793514 5.40407868496564),Sofie en de draken,Beeld,0

Artistieke_kunstwerken.8442,2021-02-19,5.39384447045184,52.1629979618169,A173,,,,,Artistieke kunstwerken,,POINT (52.16300149481272 5.393844509038098),Buitelend kind,Beeld,0

Artistieke_kunstwerken.8443,2021-02-19,5.42509980292676,52.2027519030701,A175,,,,,Artistieke kunstwerken,,POINT (52.20275548679325 5.425100606016258),Drie japanse bogen,Beeld,0

Artistieke_kunstwerken.8444,2021-02-19,5.40615186648561,52.1580626456171,B085,,,,,Bruggen,,POINT (52.15806609099974 5.406151890092389),Hogeweg-Valleikanaal,Prefab betonliggers,0

Artistieke_kunstwerken.8445,2021-02-19,5.40760974500566,52.1551091618438,B086,,,,,Bruggen,,POINT (52.155112586902746 5.40760973179824),Mendelssohnstraat-Valleikanaal,Prefab betonliggers,0

Artistieke_kunstwerken.8446,2021-02-19,5.40915534191357,52.1525184242607,B087,,,,,Bruggen,,POINT (52.15252183037987 5.409155297086518),Schuilenburgerweg-Valleikanaal,Prefab betonliggers,0

Artistieke_kunstwerken.8447,2021-02-19,5.40981091151231,52.1508482923554,B088,,,,,Bruggen,,POINT (52.15085168833877 5.409810844729113),Donzettipad-Valleikanaal,Prefab betonliggers,0

Artistieke_kunstwerken.8448,2021-02-19,5.41161336091451,52.1490789885854,B089,,,,,Bruggen,,POINT (52.149082367792474 5.411613274964745),Verdieweg-Valleikanaal,Prefab betonliggers,0

Artistieke_kunstwerken.8449,2021-02-19,5.40880982216537,52.1536807989961,B091,,,,,Bruggen,,POINT (52.15368421164304 5.408809792998642),Stuwbrug,Stalen brug,0

Artistieke_kunstwerken.8450,2021-02-19,5.41455677863641,52.1538405331735,B090,,,,,Bruggen,,POINT (52.153843914218776 5.414556775284928),Operaweg-Barneveldsebeek,Prefab betonliggers,0

Artistieke_kunstwerken.8451,2021-02-19,5.38532493706334,52.1589195641655,B001,,,,,Bruggen,,POINT (52.15892312293293 5.385324881997047),Koppelpoort,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8452,2021-02-19,5.38638931868171,52.1580141173966,B002,,,,,Bruggen,,POINT (52.15801766691563 5.386389256142483),Croontjesbrug,Gewelfbrug beton,0

Artistieke_kunstwerken.8453,2021-02-19,5.38619438913483,52.1560482822852,B003,,,,,Bruggen,,POINT (52.15605182455711 5.386194299438229),Hellebrug,Gewelfbrug beton,0

Artistieke_kunstwerken.8454,2021-02-19,5.38680535550301,52.1551947927542,B004,,,,,Bruggen,,POINT (52.15519832842135 5.38680525692741),Westsingel,Stalen brug,0

Artistieke_kunstwerken.8455,2021-02-19,5.3877038903376,52.1543393025602,B005,,,,,Bruggen,,POINT (52.15434283018316 5.387703783981225),Overkluizing Westsingel,Gewelfbrug beton,0

Artistieke_kunstwerken.8456,2021-02-19,5.39513434378823,52.15521223115,B006,,,,,Bruggen,,POINT (52.15521572386062 5.395134280140604),St Andriesstraat,Prefab betonliggers,0

Artistieke_kunstwerken.8457,2021-02-19,5.39116308146023,52.1540134434859,B007,,,,,Bruggen,,POINT (52.154016952040394 5.39116298488966),Weeshuisgang,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8458,2021-02-19,5.38854784227468,52.152447194963,A017,,,,,Artistieke kunstwerken,,POINT (52.15245071074155 5.388547713817578),Joegoslavische Kei,Kei,0

Artistieke_kunstwerken.8459,2021-02-19,5.38885449302408,52.1524786278338,A018,,,,,Artistieke kunstwerken,,POINT (52.15248214216662 5.3888543662217625),Canadese Kei,Kei,0

Artistieke_kunstwerken.8460,2021-02-19,5.39025996511488,52.1526829475662,A019,,,,,Artistieke kunstwerken,,POINT (52.152686455485416 5.3902598467309595),Spaanse Kei,Kei,0

Artistieke_kunstwerken.8461,2021-02-19,5.39073710747257,52.1530093498772,A020,,,,,Artistieke kunstwerken,,POINT (52.15301285662631 5.3907369954600055),Engels brugelement,Kei,0

Artistieke_kunstwerken.8462,2021-02-19,5.39102466338132,52.1529873090902,A021,,,,,Artistieke kunstwerken,,POINT (52.1529908142671 5.391024552229663),Italiaanse Kei,Kei,0

Artistieke_kunstwerken.8463,2021-02-19,5.39111064623103,52.1531055180615,A022,,,,,Artistieke kunstwerken,,POINT (52.15310902326243 5.391110537041603),Oostenrijkse Kei,Kei,0

Artistieke_kunstwerken.8464,2021-02-19,5.39149799833896,52.1531233268091,A023,,,,,Artistieke kunstwerken,,POINT (52.153126830076914 5.3914978909604425),Zweedse Kei,Kei,0

Artistieke_kunstwerken.8465,2021-02-19,5.39179467519098,52.1531789150066,A024,,,,,Artistieke kunstwerken,,POINT (52.15318241695818 5.391794569774676),Luxemburgse Kei,Kei,0

Artistieke_kunstwerken.8466,2021-02-19,5.39206751798298,52.1532575586136,A025,,,,,Artistieke kunstwerken,,POINT (52.15326105946245 5.39206741475038),Franse Kei,Kei,0

Artistieke_kunstwerken.8467,2021-02-19,5.39170154397634,52.1532645049963,A026,,,,,Artistieke kunstwerken,,POINT (52.15326800777057 5.391701439355021),Belgische Kei,Kei,0

Artistieke_kunstwerken.8468,2021-02-19,5.3973012765288,52.1585648287282,A028,,,,,Artistieke kunstwerken,,POINT (52.15856832401539 5.3973012688930355),Kamp-Kei,Kei,0

Artistieke_kunstwerken.8469,2021-02-19,5.3850296926407,52.1503665232626,A027,,,,,Artistieke kunstwerken,,POINT (52.15037004884662 5.385029522372197),Prins Bernhardkei,Kei,0

Artistieke_kunstwerken.8470,2021-02-19,5.43548461575004,52.1900324933653,A030,,,,,Artistieke kunstwerken,,POINT (52.19003593308142 5.435485283833276),De Slak,Beeld,0

Artistieke_kunstwerken.8471,2021-02-19,5.3838075124701,52.1518553457758,A122,,,,,Artistieke kunstwerken,,POINT (52.15185888323957 5.383807357166392),Correctie 1,Beeld,0

Artistieke_kunstwerken.8472,2021-02-19,5.3748540641488,52.1584231522932,A042,,,,,Artistieke kunstwerken,,POINT (52.1584267605868 5.37485395692198),Hilversumse Kei,Kei,0

Artistieke_kunstwerken.8473,2021-02-19,5.41333775458225,52.2004184228461,A124,,,,,Artistieke kunstwerken,,POINT (52.20042205881986 5.4133384421124),Park Podium,Beeld,0

Artistieke_kunstwerken.8474,2021-02-19,5.39299224249893,52.1634055581369,A055,,,,,Artistieke kunstwerken,,POINT (52.16340909742985 5.392992282774412),Liberec Kei,Beeld,0

Artistieke_kunstwerken.8475,2021-02-19,5.4182276655454,52.1581716151642,A075,,,,,Artistieke kunstwerken,,POINT (52.158174993130245 5.418227743019564),DHV Kei,Kei,0

Artistieke_kunstwerken.8476,2021-02-19,5.40571686451847,52.1476556118296,A128,,,,,Artistieke kunstwerken,,POINT (52.147659018470705 5.405716735454655),Vis in Boom,Beeld,0

Artistieke_kunstwerken.8477,2021-02-19,5.4007271899363,52.1488591004358,A138,,,,,Artistieke kunstwerken,,POINT (52.14886253860612 5.400727059327912),Bank Onomatopee,Bank,0

Artistieke_kunstwerken.8478,2021-02-19,5.39091253821451,52.1524574775766,A130,,,,,Artistieke kunstwerken,,POINT (52.15246098124262 5.390912419377692),Latei,Beeld,0

Artistieke_kunstwerken.8479,2021-02-19,5.3824259933735,52.1469560771564,A089,,,,,Artistieke kunstwerken,,POINT (52.14695960311492 5.382425768068727),Het geschonden kind in mij,Beeld,0

Artistieke_kunstwerken.8480,2021-02-19,5.38213737277479,52.146810204274,A092,,,,,Artistieke kunstwerken,,POINT (52.14681373114235 5.382137144484397),Kei Juliana van Stolberg,Kei,0

Artistieke_kunstwerken.8481,2021-02-19,5.37826249726042,52.1493120876761,A091,,,,,Artistieke kunstwerken,,POINT (52.14931564287697 5.378262287016843),Gedenkteken Appelweg,Gedenkteken,0

Artistieke_kunstwerken.8482,2021-02-19,5.36967347928358,52.1459645456507,A090,,,,,Artistieke kunstwerken,,POINT (52.14596812984324 5.369673194458583),Zuil Wereldvrede,Gedenkteken,0

Artistieke_kunstwerken.8483,2021-02-19,5.38773485728805,52.1543094366557,A139,,,,,Artistieke kunstwerken,,POINT (52.154312964000326 5.387734750656815),Periscoop,Beeld,0

Artistieke_kunstwerken.8484,2021-02-19,5.38413444030847,52.1599509756779,A141,,,,,Artistieke kunstwerken,,POINT (52.15995454489724 5.384134393719524),De Ontpopping,Beeld,0

Artistieke_kunstwerken.8485,2021-02-19,5.39780793824513,52.1588922157441,A143,,,,,Artistieke kunstwerken,,POINT (52.15889570974488 5.397807937413832),De Stier,Beeld,0

Artistieke_kunstwerken.8486,2021-02-19,5.37986951717446,52.1547600509372,A144,,,,,Artistieke kunstwerken,,POINT (52.154763619529355 5.379869384043552),Brouwerstunnel muurschilderwerk,Beeld,0

Artistieke_kunstwerken.8487,2021-02-19,5.41500543466489,52.1994966302075,A145,,,,,Artistieke kunstwerken,,POINT (52.19950025063432 5.415006119536338),Blinddruk van de tijd,Beeld,0

Artistieke_kunstwerken.8488,2021-02-19,5.39777539950446,52.1978603214207,A148,,,,,Artistieke kunstwerken,,POINT (52.19786402587424 5.397775946346478),Reiniertunnel muurschildering,Schildering,0

Artistieke_kunstwerken.8489,2021-02-19,5.38760532769722,52.1544870999028,A152,,,,,Artistieke kunstwerken,,POINT (52.15449062862515 5.387605222925034),Weg naar de Toekomst,Beeld,0

Artistieke_kunstwerken.8490,2021-02-19,5.38722040946054,52.1594359655443,A147,,,,,Artistieke kunstwerken,,POINT (52.159439516936104 5.387220369632725),De oude Eemloopbrug,Beeld,0

Artistieke_kunstwerken.8491,2021-02-19,5.39769690075271,52.1490849861884,A077,,,,,Artistieke kunstwerken,,POINT (52.14908844139114 5.397696761786406),Zonnewijzer (Ruiter te paard),Beeld,0

Artistieke_kunstwerken.8492,2021-02-19,5.39751504803701,52.1495727147963,A078,,,,,Artistieke kunstwerken,,POINT (52.14957617279454 5.397514915215349),Eos,Beeld,0

Artistieke_kunstwerken.8493,2021-02-19,5.39249375663384,52.1537165747685,B011,,,,,Bruggen,,POINT (52.153720075234034 5.392493661436403),Monnikendam,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8494,2021-02-19,5.39283047951947,52.1571365318232,B012,,,,,Bruggen,,POINT (52.15714004455118 5.392830432757221),Kamperbinnenpoort,Gewelfbrug beton,0

Artistieke_kunstwerken.8495,2021-02-19,5.39130150889877,52.1579511049593,B013,,,,,Bruggen,,POINT (52.157954629057585 5.391301466741007),Blauwebruggang,Stalen brug,0

Artistieke_kunstwerken.8496,2021-02-19,5.39002916563582,52.1576583112929,B014,,,,,Bruggen,,POINT (52.1576618407168 5.3900291139975165),Overkluizing Muurhuizen,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8497,2021-02-19,5.38889333807829,52.1575383998462,B015,,,,,Bruggen,,POINT (52.15754193459505 5.388893279927502),Bloemendaalse binnenpoort-Havi,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8498,2021-02-19,5.38744715950074,52.157600368353,B016,,,,,Bruggen,,POINT (52.15760391074762 5.3874470959685885),Nieuweweg-Havik,Gewelfbrug metselwerk,0

Artistieke_kunstwerken.8499,2021-02-19,5.3870782975167,52.1578352296193,B017,,,,,Bruggen,,POINT (52.1578387748832 5.387078235553616),Breestraat,Gewelfbrug beton,0

Artistieke_kunstwerken.8500,2021-02-19,5.39315501813731,52.1535386497266,B030,,,,,Bruggen,,POINT (52.153542146038795 5.3931549231866525),Overkluizing stadsring (Hb),Prefab betonliggers,0

Artistieke_kunstwerken.8501,2021-02-19,5.35955143022238,52.1378946837983,B046,,,,,Bruggen,,POINT (52.137898287637405 5.35955101274419),Stichtse Rotonde,Betonnen plaatbrug t.p.g.,0

Artistieke_kunstwerken.8704,2021-02-19,5.37538838690945,52.1993559223057,B289,,,,,Bruggen,,POINT (52.19935975013159 5.375388805485324),Hoge Boog-Lage Boog,Stalen brug,0

Artistieke_kunstwerken.8705,2021-02-19,5.3749687438302,52.1989321325382,B290,,,,,Bruggen,,POINT (52.198935959605365 5.374969154190732),Hoge Boog-Sijsjespeergaarde,Prefab betonliggers,0

Artistieke_kunstwerken.8706,2021-02-19,5.38034013409747,52.194556872971,B291,,,,,Bruggen,,POINT (52.194560645650775 5.380340522923247),Geluidswal-Het Groene Schaap,Stalen brug,0

Artistieke_kunstwerken.8707,2021-02-19,5.37603357131539,52.1982839413402,B292,,,,,Bruggen,,POINT (52.19828775901686 5.376033980431934),Maanglans-Anna Boelensgaarde,Stalen brug,0

Artistieke_kunstwerken.8708,2021-02-19,5.37646892525538,52.1975789305854,B293,,,,,Bruggen,,POINT (52.19758274156422 5.376469328180924),Anne Boelensgaarde-Goudreinetg,Prefab betonliggers,0

Artistieke_kunstwerken.8709,2021-02-19,5.37785441704108,52.1984135495912,B294,,,,,Bruggen,,POINT (52.19841735925115 5.377854839871502),Vuurgloed-Patricierlaan,Prefab betonliggers,0

Artistieke_kunstwerken.8710,2021-02-19,5.37735796122729,52.200164452192,B295,,,,,Bruggen,,POINT (52.20016827579752 5.377358403385102),Lage Boog-De drie Kazen,Prefab betonliggers,0

Artistieke_kunstwerken.8711,2021-02-19,5.37945952470027,52.2022841670573,B296,,,,,Bruggen,,POINT (52.2022879945486 5.379460008605589),Kaasjeskruid,Prefab betonliggers,0

Artistieke_kunstwerken.8712,2021-02-19,5.37355487015476,52.201418303604,B297,,,,,Bruggen,,POINT (52.201422153957466 5.373555302690105),Watersteeg-Grote Poelslak,Stalen brug,0

Artistieke_kunstwerken.8713,2021-02-19,5.37413038995266,52.2023098322543,B298,,,,,Bruggen,,POINT (52.20231368584154 5.374130837747367),Waterspringstraat-Waterviolier,Prefab betonliggers,0

Artistieke_kunstwerken.8714,2021-02-19,5.37640380102066,52.2043268520992,B299,,,,,Bruggen,,POINT (52.20433070843556 5.376404290309589),Waterdreef-Biesvaren,Prefab betonliggers,0

Artistieke_kunstwerken.8715,2021-02-19,5.37821585293305,52.204355991843,B300,,,,,Bruggen,,POINT (52.204359839544864 5.378216355199505),Melkkruid-Pitrus,Prefab betonliggers,0

Artistieke_kunstwerken.8716,2021-02-19,5.37705733737015,52.2058699788003,B301,,,,,Bruggen,,POINT (52.20587384262064 5.377057851112705),Biesvaren-Nieuwlandsedreef,Prefab betonliggers,0

Artistieke_kunstwerken.8717,2021-02-19,5.37508120235119,52.2048663935707,B302,,,,,Bruggen,,POINT (52.204870260023526 5.375081689343864),Gele Lis,Prefab betonliggers,0

Artistieke_kunstwerken.8718,2021-02-19,5.37366162953784,52.2046292889368,B303,,,,,Bruggen,,POINT (52.204633160587804 5.373662103602381),Krabbescheer-Waterdreef,Prefab betonliggers,0

Artistieke_kunstwerken.8719,2021-02-19,5.3738770472206,52.2062844029362,B304,,,,,Bruggen,,POINT (52.206288285023014 5.373877543842669),Nieuwlandsedreef-Krabbescheer,Prefab betonliggers,0

Artistieke_kunstwerken.8720,2021-02-19,5.37155462596253,52.2048949483749,B305,,,,,Bruggen,,POINT (52.20489883191685 5.371555088683299),Libelle-Kikkerbeet,Prefab betonliggers,0

Artistieke_kunstwerken.8721,2021-02-19,5.37162637390951,52.2044082514137,B306,,,,,Bruggen,,POINT (52.20441213126407 5.371626831002379),Waterdreef-Libelle,Prefab betonliggers,0

Artistieke_kunstwerken.8722,2021-02-19,5.3709729152882,52.2032168808273,B307,,,,,Bruggen,,POINT (52.203220755634035 5.3709733528752635),Watersteeg-Posthoornsteeg,Stalen brug,0

Artistieke_kunstwerken.8723,2021-02-19,5.37147305413336,52.2010572570682,B308,,,,,Bruggen,,POINT (52.20106111494144 5.3714734679926),Visotter-Grote Poelslak,Prefab betonliggers,0

Artistieke_kunstwerken.8724,2021-02-19,5.36888260866395,52.2030276827844,B309,,,,,Bruggen,,POINT (52.20303156616547 5.368883029492871),Snoek,Prefab betonliggers,0

Artistieke_kunstwerken.8725,2021-02-19,5.37080162171658,52.2051397509643,B310,,,,,Bruggen,,POINT (52.20514363976901 5.3708020822480105),Libelle,Prefab betonliggers,0

Artistieke_kunstwerken.8726,2021-02-19,5.39401831448007,52.1914879540398,B223,,,,,Bruggen,,POINT (52.191491638041086 5.394018748286329),Amerikaring-De Helling,Prefab betonliggers,0

Artistieke_kunstwerken.8727,2021-02-19,5.39471260407273,52.1909762229213,B224,,,,,Bruggen,,POINT (52.19097990015056 5.394713035088943),Aziering-De Mui,Stalen brug,0

Artistieke_kunstwerken.8728,2021-02-19,5.39530424681505,52.189411125538,B225,,,,,Bruggen,,POINT (52.18941479016626 5.3953046596986765),Aziering-Het Broek,Houten brug,0

Artistieke_kunstwerken.8729,2021-02-19,5.39361317938785,52.1898199769018,B226,,,,,Bruggen,,POINT (52.18982365286145 5.393613587603511),Wederik-Het Geheugen,Stalen brug,0

Artistieke_kunstwerken.8730,2021-02-19,5.39284234481382,52.1892803369414,B227,,,,,Bruggen,,POINT (52.189284013668235 5.3928427408664374),Hof der Herinnering-Het Geheug,Stalen brug,0

Artistieke_kunstwerken.8731,2021-02-19,5.39020326037908,52.1900009923403,B228,,,,,Bruggen,,POINT (52.19000468708426 5.390203650168181),Laan der Hoven-Hof der Reflect,Prefab betonliggers,0

