FID,entiteit,omschrijvi,vak_bagger,vak_naam,opname_vak,km2,actief,ngd_mv,ngd_lat,aanldp_lat,aanldpt_mv,bestandsna,se_anno_cad_data,gdb_geomattr_data,shape
monitoringsbebieden_noordzee.16,geul+bermen,Eurogeul 22.5-40 km,-,-,EG22540,27.40840552,ja,0,0,0,0,-,,,"POLYGON ((539895.3799 5760995.790200001, 539897.3201000001 5760992.036, 539904.8421999998 5760977.2392, 539912.1820999999 5760962.3509, 539919.3380000005 5760947.373299999, 539926.3096000003 5760932.309, 539933.0950999996 5760917.1602, 539939.6941 5760901.929099999, 539946.1051000003 5760886.617900001, 539952.3276000004 5760871.2292, 539958.3602 5760855.765000001, 539964.2023999998 5760840.2279, 539969.8528000005 5760824.620100001, 539975.3113000002 5760808.944, 539980.5762 5760793.202099999, 539985.6475 5760777.396400001, 539990.5240000002 5760761.5296, 539995.2049000002 5760745.6042, 539999.6897999998 5760729.622400001, 540003.9778000005 5760713.5865, 540008.0681999996 5760697.4991999995, 540011.9606999997 5760681.3628, 540015.6542999996 5760665.1798, 540019.1485000001 5760648.9527, 540022.4430999998 5760632.683599999, 540025.5376000004 5760616.375499999, 540028.4312000005 5760600.0305, 540031.1234999998 5760583.6511, 540033.6142999995 5760567.2399, 540035.9033000004 5760550.7993, 540037.9897999996 5760534.331700001, 540039.8735999996 5760517.8398, 540041.5543 5760501.3259, 540043.0323000001 5760484.7927, 540044.3068000004 5760468.2423, 540045.3773999996 5760451.6779, 540046.2444000002 5760435.101299999, 540046.9075999996 5760418.5155, 540047.3668 5760401.922599999, 540047.6218999997 5760385.325300001, 540047.6728999997 5760368.726199999, 540047.5197999999 5760352.127800001, 540047.1626000004 5760335.532400001, 540046.6014999999 5760318.9427000005, 540045.8364000004 5760302.361099999, 540044.8674999997 5760285.7903, 540043.6948999995 5760269.2325, 540042.3185999999 5760252.6906, 540040.7392999995 5760236.1667, 540038.9570000004 5760219.6634, 540036.9718000004 5760203.1833, 540034.784 5760186.729, 540032.3941000002 5760170.3027, 540029.8025000002 5760153.907199999, 540027.0093999999 5760137.544500001, 540024.0153999999 5760121.217700001, 540020.8207999999 5760104.9289, 540017.4263000004 5760088.680400001, 540013.8322000001 5760072.475, 540010.0390999997 5760056.3149999995, 540006.0475000003 5760040.2029, 540001.8581999997 5760024.141100001, 539997.4719000002 5760008.131999999, 539992.8887999998 5759992.177999999, 539988.1101000002 5759976.2816, 539983.1361999996 5759960.4451, 539977.9680000003 5759944.6711, 539972.6061000004 5759928.9617, 539967.0515000001 5759913.319399999, 539961.3052000003 5759897.7467, 539955.3677000003 5759882.2457, 539949.2401 5759866.8189, 539942.9231000002 5759851.468699999, 539936.4178999998 5759836.1972, 539929.7255999995 5759821.006899999, 539922.8468000004 5759805.9, 539915.7829999998 5759790.878900001, 539908.5350000001 5759775.945900001, 539901.1039000005 5759761.1029, 539893.4907 5759746.352499999, 539885.6968999999 5759731.697000001, 539877.7235000003 5759717.1382, 539869.5714999996 5759702.678400001, 539861.2423999999 5759688.3202, 539852.7375999996 5759674.0655000005, 539844.0580000002 5759659.9165, 539835.2050999999 5759645.8749, 539826.1803000001 5759631.943499999, 539816.9847999997 5759618.1241999995, 539807.6201 5759604.4189, 539798.0876000002 5759590.8298, 539788.3887 5759577.358899999, 539778.5247999998 5759564.008199999, 539768.4977000002 5759550.7797, 539758.3086000001 5759537.675799999, 539747.9590999996 5759524.697899999, 539737.4510000004 5759511.8485, 539726.7855000002 5759499.1291000005, 539715.9647000004 5759486.5419, 539704.9896 5759474.0887, 539693.8624999998 5759461.771299999, 539682.5844999999 5759449.591700001, 539671.1578000002 5759437.5517, 539659.5839 5759425.653000001, 539647.8646 5759413.897500001, 539636.0016000001 5759402.2872, 539623.9967 5759390.8236, 539611.8517000005 5759379.508300001, 539599.5686999997 5759368.3433, 539587.1492999997 5759357.3301, 539574.5954 5759346.4704, 539561.9086999996 5759335.766000001, 539549.0917999996 5759325.2183, 539536.1458 5759314.8289, 539523.0730999997 5759304.5998, 539509.8756999997 5759294.5318, 539496.5554 5759284.6271, 539483.1144000003 5759274.8869, 539469.5547000002 5759265.3127, 539455.8783 5759255.9059, 539442.0871000001 5759246.6679, 539428.1834000004 5759237.600400001, 539414.1694999998 5759228.704399999, 539400.0471000001 5759219.9813, 539385.8184000002 5759211.432700001, 539371.4858999997 5759203.0594999995, 539357.0514000002 5759194.8631, 539342.5173000004 5759186.845000001, 539327.8855999997 5759179.006200001, 539313.1585999997 5759171.3477, 539298.3387000002 5759163.870999999, 539283.4277999997 5759156.577199999, 539268.4286000002 5759149.467, 539253.3428999996 5759142.541999999, 539238.1732999999 5759135.8029, 539222.9217999997 5759129.251, 539207.5911999997 5759122.8871, 539192.1832999997 5759116.711999999, 539176.7007999998 5759110.7268, 539161.1457000002 5759104.932499999, 539145.5207000002 5759099.3299, 539129.8277000003 5759093.9199, 539114.0696 5759088.703199999, 539098.2484999998 5759083.680500001, 539082.3667000001 5759078.853, 539066.4271 5759074.221000001, 539050.4315 5759069.7852, 539034.3826000001 5759065.546599999, 539018.2828000002 5759061.5055, 539002.1344999997 5759057.663000001, 538985.9402000001 5759054.018999999, 538969.7023999998 5759050.5744, 538953.4234999996 5759047.3298, 538937.1058 5759044.285800001, 538920.7518999996 5759041.442299999, 538904.3642999995 5759038.8004, 538887.9456000002 5759036.3599, 538871.4977000002 5759034.1217, 538855.0240000002 5759032.085899999, 538838.5263999999 5759030.252699999, 538822.0075000003 5759028.6226, 538805.4698000001 5759027.1954, 538788.9156999998 5759025.972100001, 538772.3480000002 5759024.952199999, 538755.7687999997 5759024.1361, 538739.1809999999 5759023.5239, 538722.5866999999 5759023.115700001, 538705.9889000002 5759022.911599999, 538689.3896000003 5759022.911599999, 538672.7917 5759023.115700001, 538656.1974999998 5759023.5239, 538639.6096000001 5759024.1361, 538623.0303999996 5759024.952199999, 538606.4627999999 5759025.972100001, 538589.9085999997 5759027.195699999, 538573.3707999997 5759028.6226, 538556.852 5759030.252699999, 538540.3542 5759032.085899999, 538523.8805 5759034.1217, 538507.4329000004 5759036.359999999, 538491.0141000003 5759038.8004, 538474.6265000002 5759041.442299999, 538458.2725999998 5759044.285800001, 538441.9550000001 5759047.3298, 538425.676 5759050.5745, 538409.4381999997 5759054.018999999, 538393.2437000005 5759057.663000001, 538377.0954999998 5759061.5057, 538360.9956999999 5759065.546800001, 538359.8250000002 5759065.855900001, 538359.0617000004 5759066.0459, 534074.9671 5760176.139799999, 532864.0307999998 5760005.609200001, 532696.6946 5761193.8813000005, 550025.8905999996 5763634.2311, 550192.9758000001 5762445.9509, 539895.3799 5760995.790200001))"
monitoringsbebieden_noordzee.17,geul+bermen,Eurogeul K1-22.5 km,-,-,EGK1225,13.32707386,ja,0,0,0,0,egk1225nbzb,,,"POLYGON ((561169.3091000002 5764900.572000001, 561159.8399999999 5763934.530200001, 560965.3569 5763932.0809, 560706.4523 5763917.365800001, 560410.7388000004 5763884.867699999, 550193.2324000001 5762445.9509, 550025.6341000004 5763634.2311, 560595.9752000002 5765122.7892, 561169.3091000002 5764900.572000001))"
monitoringsbebieden_noordzee.18,geul+bermen,Eurogeul 40-57 km,-,-,EG4057,20.39976898,ja,0,0,0,0,-,,,"POLYGON ((532864.0307999998 5760005.609200001, 516030.3519000001 5757635.005999999, 515862.9305999996 5758823.2707, 532696.6947999997 5761193.8813000005, 532864.0307999998 5760005.609200001))"
monitoringsbebieden_noordzee.38,hydrografie,Hydrografie gebied 09314,-,-,HY09314,160.80534386,ja,0,0,0,0,hy09314,,,"POLYGON ((559564.9998000003 5811018.0001, 554016 5803130.0002, 552871 5803092.0002999995, 550520 5800476.0002, 549029 5797401.0001, 539257.9999000002 5804313.0001, 546714 5812002.0002, 549328.9999000002 5812388.0002, 549655 5810192, 555376.9999000002 5811053.0001, 555049.0000999998 5813251, 559579 5813942.0001, 559564.9998000003 5811018.0001))"
monitoringsbebieden_noordzee.39,hydrografie,Hydrografie gebied 10314-02,-,-,HY10314-02,110.89635575,ja,0,0,0,0,hy10314_2,,,"POLYGON ((559564.9998000003 5811018.0001, 559453.2600999996 5790026.880100001, 549029 5797401.0001, 550520 5800476.0002, 552871 5803092.0002999995, 554016 5803130.0002, 559564.9998000003 5811018.0001))"
monitoringsbebieden_noordzee.19,geul+bermen,Eurogeul 22.5-40 km,-,-,EG22540,27.10613919,nee,0,0,0,0,eg225398,,,"POLYGON ((540038.7498000003 5760215.5601, 540033.1601 5760173.7303, 540026.2602000004 5760132.100099999, 540018.0701000001 5760090.710200001, 540008.5900999997 5760049.5901, 539997.8201000001 5760008.780099999, 539985.79 5759968.3401, 539972.5000999998 5759928.279999999, 539957.9699999997 5759888.6701, 539942.2001 5759849.530200001, 539925.2198999999 5759810.9001, 539907.0301000001 5759772.8100000005, 539887.6699999999 5759735.3199000005, 539867.1401000004 5759698.450200001, 539845.4900000002 5759662.2401, 539822.6900000004 5759626.720000001, 539798.8098999998 5759591.940099999, 539773.8502000002 5759557.9101, 539747.8198999995 5759524.6899999995, 539720.7899000002 5759492.289999999, 539692.7499000002 5759460.7601, 539663.7400000002 5759430.110200001, 539633.7800000003 5759400.3901, 539602.9100000001 5759371.620100001, 539571.1600000001 5759343.8301, 539538.5502000004 5759317.039999999, 539505.1201 5759291.290200001, 539470.9099000003 5759266.6, 539435.9398999996 5759242.98, 539400.2401 5759220.4701000005, 539363.8600000003 5759199.0901, 539326.8299000002 5759178.850099999, 539289.1900000004 5759159.780200001, 539250.9699999997 5759141.9001, 539212.2000000002 5759125.219900001, 539172.9400000004 5759109.75, 539133.2101999996 5759095.530099999, 539093.0598999998 5759082.5502, 539052.5198999997 5759070.8401999995, 539011.6301999995 5759060.390000001, 538970.4400000004 5759051.2302, 538928.9800000004 5759043.360099999, 538887.2999 5759036.790200001, 538845.4299999997 5759031.529999999, 538803.4100000001 5759027.58, 538761.2999999998 5759024.9399999995, 538719.1200000001 5759023.620100001, 538676.9199000001 5759023.620100001, 538634.7401 5759024.9399999995, 538592.6299999999 5759027.58, 538550.6098999996 5759031.529999999, 538508.7500999998 5759036.790200001, 538467.0598999998 5759043.360099999, 538425.6100000003 5759051.2302, 538384.4199999999 5759060.390000001, 538359.4000000004 5759066.620200001, 534075.3098999998 5760176.710100001, 533111.9698999999 5760041.0502, 532986.4798999997 5760932.2401, 532944.6501000002 5761229.3201, 550025.9698999999 5763634.789999999, 550067.8000999996 5763337.7302, 550193.3099999996 5762446.530200001, 549698.1900000004 5762376.800100001, 539895.5100999996 5760996.7201000005, 539897.5000999998 5760992.899900001, 539916.2699999996 5760955.110099999, 539933.8597999997 5760916.7501, 539950.2298999997 5760877.850099999, 539965.3898999998 5760838.4702, 539979.2999 5760798.630000001, 539991.9698999999 5760758.3802000005, 540003.3701 5760717.7502, 540013.4901 5760676.780099999, 540022.3300999999 5760635.52, 540029.8701 5760594.010199999, 540036.1101000002 5760552.270099999, 540041.0500999996 5760510.370100001, 540044.6699999999 5760468.3201, 540046.9800000004 5760426.190099999, 540047.9698999999 5760384.0001, 540047.6399999997 5760341.8002, 540045.9900000002 5760299.6401, 540043.0199999996 5760257.540100001, 540038.7498000003 5760215.5601))"
monitoringsbebieden_noordzee.20,geul+bermen,Eurogeul 40-57 km,-,-,EG4057,20.69983462,nee,0,0,0,0,eg39857,,,"POLYGON ((533111.9698999999 5760041.0502, 516030.6401000004 5757635.5600000005, 515905.1401000004 5758526.77, 515863.2999999998 5758823.8401, 532944.6501000002 5761229.3201, 532986.4798999997 5760932.2401, 533111.9698999999 5760041.0502))"
monitoringsbebieden_noordzee.21,ankergebied,Ankergebied DW1 long term,-,-,ANK-DW1,49.25177445,ja,0,0,0,0,an_dw1,,,"POLYGON ((484494.02020000014 5768612.619999999, 480198.25 5768400.780200001, 480458.4400000004 5772209.8301, 483197.79000000004 5775985.610099999, 490937.0700000003 5776018.5899, 484494.02020000014 5768612.619999999))"
monitoringsbebieden_noordzee.22,vaargeul,Maasgeul 00-06 km vaargeul breed + berm,-,-,MG06_breed,5.90349595,ja,0,0,0,0,mg06breed,,,"POLYGON ((571813.8342000004 5760706.045299999, 571571.9868000001 5760083.103, 565982.9652000004 5762265.493100001, 566350.5866 5763213.9824, 570286.7231000001 5761687.9364, 570869.1870999997 5761417.762, 571813.8342000004 5760706.045299999))"
monitoringsbebieden_noordzee.23,vaargeul,Uitbreiding Aanloop IJgeul,-,-,AY-uitbr,6.43642456,ja,0,0,0,0,ay_uitbr,,,"POLYGON ((545882.8499999996 5811888.7301, 553337.6500000004 5819708.82, 554291.5400999999 5819722.380100001, 546717.0599999996 5812010.0901999995, 545882.8499999996 5811888.7301))"
monitoringsbebieden_noordzee.24,hydrografie,Hydrografie gebied 08111-10, ,-,HY08111-10,17.86414191,ja,0,0,0,0,hy08111-10,,,"POLYGON ((561738.0299000004 5771120.510199999, 557504.0499999998 5770327.4201, 558602.9999000002 5775101.0002, 562679.1999000004 5775153.100099999, 561738.0299000004 5771120.510199999))"
monitoringsbebieden_noordzee.25,hydrografie,Hydrografie gebied 08111-11,-,-,HY08111-11,18.8846026,ja,0,0,0,0,hy08111-11,,,"POLYGON ((568461 5775227.0001, 567148.5800000001 5769857.7302, 563541.5399000002 5770699.5901, 564586.6501000002 5775177.48, 568461 5775227.0001))"
monitoringsbebieden_noordzee.26,hydrografie,Hydrografie gebied 08111-12,-,-,HY08111-12,17.37805774,ja,0,0,0,0,hy08111-12,,,"POLYGON ((568518.4201999996 5767292.200200001, 565423.54 5765407.6899999995, 565385.9298999999 5765374.190099999, 565370.6299 5765392.110099999, 565355.0199999996 5765409.7601, 565339.0999999996 5765427.1302000005, 565322.8799999999 5765444.2202, 565306.3600000003 5765461.020099999, 565289.5598999998 5765477.540100001, 565272.4699999997 5765493.7601, 565255.0999999996 5765509.68, 565237.4500000002 5765525.280200001, 565219.5300000003 5765540.5801, 565201.3499999996 5765555.5701, 565182.9100000001 5765570.23, 565164.2199999997 5765584.58, 565145.2799000004 5765598.5901, 565126.1001000004 5765612.280099999, 565106.6801000005 5765625.620100001, 565087.0300000003 5765638.6302000005, 565067.1600000001 5765651.280200001, 565047.0700000003 5765663.600099999, 565026.7699999996 5765675.5502, 565006.2600999996 5765687.1603, 564985.5599999996 5765698.4002, 564964.6600000001 5765709.279999999, 564943.5701000001 5765719.790100001, 564922.2999999998 5765729.940099999, 564900.8600000003 5765739.710100001, 564879.2599999998 5765749.1, 564857.4901 5765758.120200001, 564835.5698999995 5765766.75, 564813.4999000002 5765775.0101, 564791.2899000002 5765782.870100001, 564768.9398999996 5765790.350199999, 564746.4698999999 5765797.4300999995, 564723.8799999999 5765804.120200001, 564701.1798999999 5765810.4201, 564678.3598999996 5765816.3202, 564655.4499000004 5765821.8201, 564632.4500000002 5765826.9199, 564609.3600000003 5765831.619999999, 564586.21 5765835.91, 564562.9699999997 5765839.800100001, 564539.6601 5765843.279999999, 564516.2999 5765846.360200001, 564492.8901000004 5765849.020199999, 564469.4400000004 5765851.280099999, 564445.9500000002 5765853.130100001, 564422.4301000005 5765854.5701, 564398.8898999998 5765855.6, 564375.3402000004 5765856.210000001, 564351.7801000001 5765856.4201, 564328.2200999996 5765856.210000001, 564304.6699000001 5765855.6, 564281.1298000002 5765854.5701, 564257.6100000003 5765853.130100001, 564234.1200000001 5765851.280099999, 564210.6699999999 5765849.020199999, 564187.2599999998 5765846.360200001, 564163.9000000004 5765843.279999999, 564140.5899 5765839.800100001, 564117.3499999996 5765835.91, 564094.1900000004 5765831.619999999, 564071.0998999998 5765826.9199, 564048.0999999996 5765821.8201, 564025.1898999996 5765816.3202, 564002.3701999998 5765810.4201, 563979.6699999999 5765804.120200001, 563957.0800000001 5765797.4300999995, 563938.46 5765791.600099999, 563541.5399000002 5770699.5901, 567148.5800000001 5769857.7302, 568518.4201999996 5767292.200200001))"
monitoringsbebieden_noordzee.27,hydrografie,Hydrografie gebied 08111-13,-,-,HY08111-13,25.85851024,ja,0,0,0,0,hy08111-13,,,"POLYGON ((561787.7698999997 5763893.100099999, 561787.7698999997 5758220.0001, 556974.3198999995 5758236.4101, 557202.0197999999 5763433.530099999, 559600.4000000004 5763771.280099999, 560095.5100999996 5763841, 560411.0701000001 5763885.440099999, 560501.4702000003 5763896.9001, 560591.0601000004 5763907.5601, 560679.8601000002 5763915.6503, 560769.2701000003 5763922.690099999, 560858.8000999996 5763928.1701, 560948.4000000004 5763932.0802, 561038.0599999996 5763934.4300999995, 561127.75 5763935.2103, 561159.7697999999 5763935.5603, 561217.4501 5763934.870200001, 561267.2900999999 5763933.760199999, 561307.1100000003 5763932.520199999, 561396.7301000003 5763928.610200001, 561486.2600999996 5763923.130000001, 561575.6801000005 5763916.100199999, 561664.9700999996 5763907.5001, 561754.0900999997 5763897.3401999995, 561787.7698999997 5763893.100099999))"
monitoringsbebieden_noordzee.28,hydrografie,Hydrografie gebied 08111-14,-,-,HY08111-14,22.96947374,ja,0,0,0,0,hy08111-14,,,"POLYGON ((565921.9500000002 5760215.700099999, 564813.1898999996 5758209.690099999, 561787.7698999997 5758220.0001, 561787.7698999997 5763893.100099999, 561843.0198999997 5763885.6402, 561931.7298999997 5763872.380100001, 562020.1898999996 5763857.57, 562108.3899999997 5763841.2301, 562196.29 5763823.3401999995, 562283.8598999996 5763803.9300999995, 562288.9798999997 5763802.7502, 562371.0800999999 5763782.9902, 562457.9299999997 5763760.530099999, 562544.3598999996 5763736.5602, 562601.5601000004 5763719.800000001, 562630.3701 5763711.0801, 562715.9199999999 5763684.110200001, 562800.9800000004 5763655.6501, 562885.5299000004 5763625.709899999, 562969.5499999998 5763594.289999999, 562985.1001000004 5763588.300100001, 563240.0500999996 5763489.4901, 566037.2599999998 5762405.3202, 568893.2999999998 5761298.3401, 565921.9500000002 5760215.700099999))"
monitoringsbebieden_noordzee.29,hydrografie,Hydrografie gebied 08111-15,-,-,HY08111-15,13.68543939,ja,0,0,0,0,hy08111-15,,,"POLYGON ((571908 5760944.0002, 571786.6799999997 5760662.190199999, 568234.4200999998 5763473.68, 565423.54 5765407.6899999995, 568518.4201999996 5767292.200200001, 569699.4600999998 5765080.279999999, 571908 5760944.0002))"
monitoringsbebieden_noordzee.30,hydrografie,Hydrografie gebied 08111-02,-,-,HY08111-02,102.08996436,ja,0,0,0,0,hy08111-2,,,"POLYGON ((546820.0000999998 5778239.0002, 547302 5777910.0001, 559275 5778020.0001, 558602.9999000002 5775101.0002, 557504.0499999998 5770327.4201, 546792.0000999998 5770229.0001, 547188 5770643.0001, 543189.0000999998 5773479.0002, 546820.0000999998 5778239.0002))"
monitoringsbebieden_noordzee.31,hydrografie,Hydrografie gebied 08111-03,-,-,HY08111-03,65.01671484,ja,0,0,0,0,hy08111-3,,,"POLYGON ((557255.4401000002 5764652.880100001, 547429.1200000001 5763269.0901, 546792.0000999998 5770229.0001, 557504.0499999998 5770327.4201, 557255.4401000002 5764652.880100001))"
monitoringsbebieden_noordzee.32,hydrografie,Hydrografie gebied 08111-04,-,-,HY08111-04,8.09242279,ja,0,0,0,0,hy08111-4,,,"POLYGON ((564586.6501000002 5775177.48, 563541.5399000002 5770699.5901, 561738.0299000004 5771120.510199999, 562679.1999000004 5775153.100099999, 564586.6501000002 5775177.48))"
monitoringsbebieden_noordzee.33,hydrografie,Hydrografie gebied 08111-05,-,-,HY08111-05,3.30123486,ja,0,0,0,0,hy08111-5,,,"POLYGON ((571908.0099 5760944.0101, 571908 5760944.0002, 569699.4600999998 5765080.279999999, 570591.4699999997 5766399.1602, 571908.0099 5760944.0101))"
monitoringsbebieden_noordzee.34,hydrografie,Hydrografie gebied 08111-06,-,-,HY08111-06,10.85088128,ja,0,0,0,0,hy08111-6,,,"POLYGON ((569887.5099999998 5769316.130000001, 568518.4201999996 5767292.200200001, 567148.5800000001 5769857.7302, 568461 5775227.0001, 569887.5099999998 5769316.130000001))"
monitoringsbebieden_noordzee.35,hydrografie,Hydrografie gebied 08111-07,-,-,HY08111-07,6.97791524,ja,0,0,0,0,hy08111-7,,,"POLYGON ((568310 5758197.7601, 556988.3799 5757005.2301, 556974.3198999995 5758236.4101, 568310 5758197.7699, 568310 5758197.7601))"
monitoringsbebieden_noordzee.36,hydrografie,Hydrografie gebied 08111-08,-,-,HY08111-08,56.58628325,ja,0,0,0,0,hy08111-8,,,"POLYGON ((548082.0000999998 5756098.0002, 545873 5755873.0002, 545873 5755873.01, 548758 5756800.0001, 547660.0000999998 5760747.0001, 547538.6299999999 5762072.789999999, 557202.0197999999 5763433.530099999, 556974.3198999995 5758236.4101, 556988.3799 5757005.2301, 555827.9999000002 5756883.0001, 548082.0000999998 5756098.0002))"
monitoringsbebieden_noordzee.37,hydrografie,Hydrografie gebied 08111-09,-,-,HY08111-09,35.64612139,ja,0,0,0,0,hy08111-9,,,"POLYGON ((559433.0598999998 5764959.539999999, 557255.4401000002 5764652.880100001, 557504.0499999998 5770327.4201, 561738.0299000004 5771120.510199999, 563541.5399000002 5770699.5901, 563938.46 5765791.600099999, 560596.3000999996 5765123.360099999, 560423.29 5765098.9901, 559433.0598999998 5764959.539999999))"
monitoringsbebieden_noordzee.40,hydrografie,Hydrografie gebied 10314-03,-,-,HY10314-03,172.85341369,ja,0,0,0,0,hy10314_3,,,"POLYGON ((549029 5797401.0001, 538686.4499000004 5786765.520199999, 529216.5799000002 5793987.1, 539257.9999000002 5804313.0001, 549029 5797401.0001))"
monitoringsbebieden_noordzee.41,vaargeul,Maasgeul 00-06 km vaargeul smal + berm,-,-,MG06_smal,5.0213159,ja,0,0,0,0,mg06smal,,,"POLYGON ((571607.9398999996 5760175.710000001, 569939.5698999995 5760892.120100001, 566036.9343999997 5762404.738, 566350.5866 5763213.9824, 570286.7231000001 5761687.9364, 570869.1870999997 5761417.762, 571813.8342000004 5760706.045299999, 571607.9398999996 5760175.710000001))"
