FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_kenmerk.1541,Klaverbladknooppunt,I,N,46.4r,,'KP.ZAARDERHEIKEN'VENLO VBW. r(RW73),R,69.81199646,067,KPK0001163342,I,,POINT (207691.06859999895 378666.124400001)
convergenties_kenmerk.1542,Halfklaverblad-aansluiting,I,N,71.6b,40,'VELDEN'VBW. b,R,71.77600098,067,KPK0001163346,I,,POINT (209642.435899999 378812.82550000027)
convergenties_kenmerk.1543,Halfklaverblad-aansluiting,I,N,72.0d,40,'VELDEN'VBW. d,R,71.76300049,067,KPK0001163347,I,,POINT (209627.28860000148 378825.10709999874)
convergenties_kenmerk.1544,,I,N,72.6p,,BS.'ZWARTEWATER',R,72.8030014,067,KPK0001163350,I,,POINT (210621.3526000008 378526.26790000126)
convergenties_kenmerk.1545,,I,N,74.7n,,'DOUANE',R,74.4960022,067,KPK0001163359,I,,POINT (212157.1889999993 377818.81500000134)
convergenties_kenmerk.1546,Klaverbladknooppunt,I,N,46.1s,,'KP.ZAARDERHEIKEN'EINDHOVEN VBW. s(RW73),R,68.17700195,067,KPK0001163373,I,,POINT (206059.1794999987 378527.3729999997)
convergenties_kenmerk.1547,Klaverbladknooppunt,I,N,27.1w,,'KP.HOEVELAKEN'APELDOORN VBW. w(RW28),R,44.5359993,001,KPK0001218820,I,,POINT (157749.71599999815 465322.1860000007)
convergenties_kenmerk.1548,Pseudo T-aansluiting halfklaverblad,I,N,9.0j,2,'SCHIPHOL'VBW. j,R,9.20400047,004,KPK0001157280,I,,POINT (110986.84219999984 479256.20809999853)
convergenties_kenmerk.1549,Niet indeelbaar,I,N,10.2n,,'HOOFDDORP'RANG.BAAN n,R,10.02000046,004,KPK0001157283,I,,POINT (110492.54980000108 478604.30590000004)
convergenties_kenmerk.1550,Pseudo T-knooppunt,C,N,18.8#,,KP.COENPLEIN'ROTTERDAM (RW5),R,28.52700043,010,KPK0001158091,I,,POINT (118578.76099999994 490685.3317999989)
convergenties_kenmerk.1551,Pseudo Haarlemmermeer-aansluiting,I,J,28.8b,1,'AMSTERDAM-HEMHAVENS'VBW. b,R,28.95800018,010,KPK0001158097,I,,POINT (118826.4785999991 491025.6484000012)
convergenties_kenmerk.1552,Haarlemmermeer-aansluiting,I,N,213.1d,41,'GRATHEM'VBW. d,R,212.80299377,002,KPK0001178462,I,,POINT (186972.64880000055 354880.1515999995)
convergenties_kenmerk.1553,Haarlemmermeer-aansluiting,I,N,232.8b,47,'BORN'VBW. b,R,232.82800293,002,KPK0001178499,I,,POINT (185675.96489999816 338638.441300001)
convergenties_kenmerk.1554,Halfklaverblad-aansluiting,I,N,44.3b,8,'LEIDSCHENDAM'VBW. b,R,44.52700043,004,KPK0001178638,I,,POINT (86685.69319999963 454224.5659000017)
convergenties_kenmerk.1555,Haarlemmermeer-aansluiting,C,N,53.5m,,BS.PPL.'PEULWIJK-WEST',R,53.6969986,004,KPK0001178677,I,,POINT (81054.33260000125 447173.1821999997)
convergenties_kenmerk.1556,Niet indeelbaar,C,N,4.64x,,WISSELSTROOK x,R,47.53699875,006,KPK0001179010,I,,POINT (140614.32030000165 483862.5560999997)
convergenties_kenmerk.1557,Pseudo T-knooppunt,C,N,51.0t,,'KP.BENELUX'RING-WEST'VBW. t(RW15),R,75.53500366,004,KPK0001157479,I,,POINT (86001.64999999851 432730.125)
convergenties_kenmerk.1558,Pseudo T-knooppunt,I,N,50.7d,,'KP.BENELUX'RING-R'DAM NOORD'VBW. d(RW15),R,75.84500122,004,KPK0001157480,I,,POINT (86146.38300000131 432484.19900000095)
convergenties_kenmerk.1559,Niet indeelbaar,I,N,0.0#,,WISSELSTROOK p (RW5),R,28.58799934,010,KPK0001158162,I,,POINT (118585.4272999987 490741.9442999996)
convergenties_kenmerk.1560,Pseudo Haarlemmermeer-aansluiting,I,N,28.4a,1,'AMSTERDAM-HEMHAVENS'VBW. a,R,28.53300095,010,KPK0001158193,I,,POINT (118589.97679999843 490664.24720000103)
convergenties_kenmerk.1561,Pseudo Overig volledig knooppunt,C,N,3.3#,,'KP.YPENBURG'ROTTERDAM (RW13),R,46.49000168,004,KPK0001178777,I,,POINT (85384.51139999926 452779.8136)
convergenties_kenmerk.1562,Pseudo Overig volledig knooppunt,I,N,50.1b,,'KP.YPENBURG'RIJSWIJK-PLASPOELPOLDER VBW. b,R,50.25,004,KPK0001178808,I,,POINT (82735.58430000022 450151.4884000011)
convergenties_kenmerk.1563,Haarlemmermeer-aansluiting,I,N,51.2d,11,'RIJSWIJK'VBW. d,R,50.99599838,004,KPK0001178809,I,,POINT (82243.61230000108 449584.9365000017)
convergenties_kenmerk.1564,Halfklaverblad-aansluiting,C,N,52.9d,12,'RING-ZUID'VBW. d,R,52.63800049,004,KPK0001178855,I,,POINT (81448.34569999948 448153.57339999825)
convergenties_kenmerk.1565,T-knooppunt,C,N,31.1s,,'KP.COENPLEIN'ZAANDAM VBW. s,R,31.98800087,010,KPK0001158206,I,,POINT (119961.3376000002 493514.0395000018)
convergenties_kenmerk.1566,Pseudo T-aansluiting Haarlemmermeer,I,N,235.6b,28,'BERGEN OP ZOOM'VBW. b,R,235.68800354,004,KPK0001178934,I,,POINT (80637.3022999987 389306.21350000054)
convergenties_kenmerk.1567,,I,N,68.0m,,BS.PPL.+ REST.'LEPELAAR',R,68.35299683,006,KPK0001179037,I,,POINT (157773.44999999925 494312.6979999989)
convergenties_kenmerk.1568,T-knooppunt,I,J,128.9b,,'KP.WATERBERG'ARNHEM-NOORD VBW. b,R,129.13200378,012,KPK0001180041,I,,POINT (192560.5496999994 447408.83740000054)
convergenties_kenmerk.1569,Pseudo Overig volledig knooppunt,I,N,6.3r,,'KP.PR.CLAUSPLEIN'ROTTERDAM VBW. r,R,5.94500017,012,KPK0001180125,I,,POINT (85376.09299999848 452893.4140000008)
convergenties_kenmerk.1570,Halfklaverblad-aansluiting,I,N,59.9b,17,'TRANSFERIUM WESTRAVEN'VBW. b,R,60.04499817,012,KPK0001180166,I,,POINT (135702.77329999954 452411.25459999964)
convergenties_kenmerk.1571,T-knooppunt,I,N,0.0s,,'KP.KLAVERPOLDER'IND .MOERDIJK 0-700 VBW. s,R,47.54999924,016,KPK0001211896,I,,POINT (104170.16000000015 412088.6656000018)
convergenties_kenmerk.1572,Haarlemmermeer-aansluiting,I,N,63.1d,15,'BREDA'VBW. d,R,62.89599991,016,KPK0001211914,I,,POINT (109491.84679999948 397828.16259999946)
convergenties_kenmerk.1573,Pseudo Halfklaverblad-aansluiting,I,N,18.2d,26,'ROTTERDAM-KRALINGEN'VBW. d,R,18.03000069,016,KPK0001211953,I,,POINT (96663.86149999872 438085.25389999896)
convergenties_kenmerk.1574,Pseudo Halfklaverblad-aansluiting,C,N,19.9b,25,'CAPELLE A/D IJSSEL'VBW. b,R,20.12800026,016,KPK0001211983,I,,POINT (96580.98299999908 436076.11939999834)
convergenties_kenmerk.1575,Niet indeelbaar,C,N,0.0#,,'BUSBAAN',R,32.44400024,009,KPK0001179457,I,,POINT (115281.85599999875 481817.6810000017)
convergenties_kenmerk.1576,Overig volledig knooppunt,I,N,3.4k,,'KP.BADHOEVEDORP'HAARLEM VBW. k(RW4),R,33.24300003,009,KPK0001179475,I,,POINT (114671.53849999979 482299.9189000018)
convergenties_kenmerk.1577,Overig volledig knooppunt,I,N,5.3e,,'KP.BADHOEVEDORP'ALKMAAR VBW. e(RW4),R,34.92399979,009,KPK0001179484,I,,POINT (113040.51799999923 482494.86250000075)
convergenties_kenmerk.1578,T-knooppunt,I,N,3.9r,,'KP.ROTTEPOLDERPLEIN ZUID'DEN HAAG VBW. r,R,41.10300064,009,KPK0001179520,I,,POINT (109249.66180000082 487110.3262999989)
convergenties_kenmerk.1579,Haarlemmermeer-aansluiting,I,J,42.5d,,'KP.ROTTEPOLDERPLEIN'HAARLEM VBW. d,R,42.40399933,009,KPK0001179536,I,,POINT (108758.07869999856 488240.71620000154)
convergenties_kenmerk.1580,Niet indeelbaar,C,N,0.0#,,'STADSHART',R,28.03499985,009,KPK0001179606,I,,POINT (118776.375 479458.6895000003)
convergenties_kenmerk.1581,Halfklaverblad-aansluiting,I,N,59.8d,17,'TRANSFERIUM WESTRAVEN'VBW. d,R,59.59899902,012,KPK0001180202,I,,POINT (135280.90060000122 452530.6739999987)
convergenties_kenmerk.1582,Halfklaverblad-aansluiting,I,J,7.0d,8,'DELFT-NOORD'VBW. d,R,6.84100008,013,KPK0001180252,I,,POINT (84303.96819999814 449515.19299999997)
convergenties_kenmerk.1583,Haarlemmermeer-aansluiting,I,N,32.8d,22,'ZWIJNDRECHT'VBW. d,R,32.60699844,016,KPK0001136814,I,,POINT (102873.57250000164 425567.6849000007)
convergenties_kenmerk.1584,Pseudo Overig volledig knooppunt,C,N,24.8r,,'KP.RIDDERKERK-NOORD'RING-ZUID VBW. r,R,63.06900024,015,KPK0001180557,I,,POINT (98081.68160000071 431703.0047999993)
convergenties_kenmerk.1585,,I,N,43.2m,,BS.PPL.'DE ZUIDPUNT',R,43.36399841,016,KPK0001136989,I,,POINT (102813.51469999924 415968.5375000015)
convergenties_kenmerk.1586,Haarlemmermeer-aansluiting,I,N,17.0b,7,'MAASSLUIS'VBW. b,R,17.09499931,020,KPK0001137495,I,,POINT (78501.76199999824 437824.27800000086)
convergenties_kenmerk.1587,T-knooppunt,C,N,155.0k,,'KP.BUREN'BORNE VBW. k(RW1),R,56.22700119,035,KPK0001181543,I,,POINT (247671.00499999896 477902.8222000003)
convergenties_kenmerk.1588,Niet indeelbaar,I,N,0.0#,,'SCHIELANDWEG'(N219),R,43.06999969,020,KPK0001181022,I,,POINT (102119.36360000074 443925.2971000001)
convergenties_kenmerk.1589,Niet indeelbaar,C,N,0.0#,,'AMSTERDAMSEWEG'(N202),R,10.41399956,022,KPK0001181024,I,,POINT (105372.59290000051 496913.17709999904)
convergenties_kenmerk.1590,Klaverbladknooppunt,I,N,116.1r,,'KP.HOOGEVEEN'EMMEN VBW. r(RW48),R,0.30399999,037,KPK0001181592,I,,POINT (227726.82789999992 525056.5691)
convergenties_kenmerk.1591,Klaverbladknooppunt,I,N,134.6v,,'KP.HOOGEVEEN'MEPPEL VBW. v(RW28),R,115.97299957,048,KPK0001181643,I,,POINT (227373.74309999868 525000.8194999993)
convergenties_kenmerk.1592,,I,N,101.7n,,BS.PPL.'SONSE HEIDE',R,101.54599762,050,KPK0001181685,I,,POINT (161178.82789999992 393709.90260000154)
convergenties_kenmerk.1593,,I,N,0.0#,,BUSH.,R,190.08500671,050,KPK0001181769,I,,POINT (193401.8264000006 455102.7509999983)
convergenties_kenmerk.1594,,I,N,227.8n,,BS.PPL.'HET VEEN',R,227.50799561,050,KPK0001181807,I,,POINT (197706.4123999998 489627.4186999984)
convergenties_kenmerk.1595,Haarlemmermeer-aansluiting,I,N,250.8d,32,'KAMPEN'VBW. d,R,250.7480011,050,KPK0001181830,I,,POINT (188791.17119999975 507193.15029999986)
convergenties_kenmerk.1596,Halfklaverblad-aansluiting,I,N,44.4b,,'ELLEMEET'VBW. b,R,44.61500168,057,KPK0001142262,I,,POINT (46981.27659999952 416743.67610000074)
convergenties_kenmerk.1597,Niet indeelbaar,I,N,0.0#,,'NIEUWE VIERWEGEN'(N666),R,145.43299866,058,KPK0001181895,I,,POINT (54121.414400000125 388327.77969999984)
convergenties_kenmerk.1598,,I,N,16.2m,,BS.PPL.'KRIEKAMPEN',R,16.30200005,058,KPK0001181927,I,,POINT (152865.66330000013 389270.64869999886)
convergenties_kenmerk.1599,Haarlemmermeer-aansluiting,I,N,14.1d,31,'VALKENSWAARD BS.PPL.OEIENBOSCH'VBW. d,R,14.01799965,067,KPK0001182265,I,,POINT (153855.98589999974 378050.90100000054)
convergenties_kenmerk.1600,Haarlemmermeer-aansluiting,I,N,15.1b,31,'VALKENSWAARD'VBW. b,R,15.22000027,067,KPK0001182266,I,,POINT (154934.4101999998 378548.0687999986)
convergenties_kenmerk.1601,Pseudo Haarlemmermeer-aansluiting,C,N,5.9d,1,'DIEMEN-NOORD'VBW. d,R,5.8499999,001,KPK0001156430,I,,POINT (127167.13679999858 484198.3192999996)
convergenties_kenmerk.1602,Pseudo Haarlemmermeer-aansluiting,I,N,6.7d,2,'DIEMEN'VBW. d,R,6.62200022,001,KPK0001156431,I,,POINT (127657.92680000141 483601.02430000156)
convergenties_kenmerk.1603,Pseudo Haarlemmermeer-aansluiting,C,N,7.2n,2,'DIEMEN'RANG.BAAN n,R,7.05800009,001,KPK0001156432,I,,POINT (127969.39029999822 483300.81969999894)
convergenties_kenmerk.1604,Niet indeelbaar,I,N,9.5n,,'MUIDEN'RANG.BAAN n,R,9.32999992,001,KPK0001156444,I,,POINT (130125.55319999903 482784.14990000054)
convergenties_kenmerk.1605,,I,N,13.6#,,BS.PPL.'HACKELAAR',R,13.47399998,001,KPK0001156448,I,,POINT (134051.48910000175 481541.0306000002)
convergenties_kenmerk.1606,Niet indeelbaar,I,N,0.0#,,'LIJNDIENSTEN BUS',R,14.60900021,001,KPK0001156454,I,,POINT (135119.63019999862 481149.84120000154)
convergenties_kenmerk.1607,Pseudo T-knooppunt,C,N,41.6#,,'KP.MUIDERBERG'AMSTERDAM (RW6),R,14.98099995,001,KPK0001156455,I,,POINT (135455.10990000144 480992.74109999835)
convergenties_kenmerk.1608,Pseudo T-knooppunt,I,N,17.2h,5,'NAARDEN-WEST'VBW. h,R,17.05500031,001,KPK0001156465,I,,POINT (137278.8328000009 479991.60179999843)
convergenties_kenmerk.1609,Haarlemmermeer-aansluiting,I,N,18.0d,6,'NAARDEN-VESTING'VBW. d,R,17.80599976,001,KPK0001156472,I,,POINT (137974.24700000137 479790.05270000175)
convergenties_kenmerk.1610,,I,J,21.0q,,PPL.'BASTION',R,20.82799911,001,KPK0001156476,I,,POINT (140567.38929999992 478801.00829999894)
convergenties_kenmerk.1611,Halfklaverblad-aansluiting,I,J,22.7d,7,'NAARDEN'VBW. d,R,22.56200027,001,KPK0001156478,I,,POINT (141128.9464999996 477184.16640000045)
convergenties_kenmerk.1612,T-aansluiting halfklaverblad,I,J,24.6d,8,'BLARICUM'VBW. d,R,24.4489994,001,KPK0001156483,I,,POINT (142193.60759999976 475741.2435000017)
convergenties_kenmerk.1613,Halfklaverblad-aansluiting,I,J,27.0d,9,'HILVERSUM-NOORD'VBW. d,R,26.89999962,001,KPK0001156485,I,,POINT (143104.83509999886 473572.55590000004)
convergenties_kenmerk.1614,Halfklaverblad-aansluiting,I,N,34.0d,11,'BAARN'VBW. d,R,33.78699875,001,KPK0001156494,I,,POINT (148724.25919999927 470376.0887000002)
convergenties_kenmerk.1615,,I,N,150.9n,,BS.PPL.'VLIEDBERG',R,150.79200745,058,KPK0001182116,I,,POINT (48619.23380000144 389501.0044)
convergenties_kenmerk.1616,,I,N,157.4m,,BS.PPL.'SELNISSE',R,157.50300598,058,KPK0001182123,I,,POINT (42501.88329999894 391223.7159000002)
convergenties_kenmerk.1617,Klaverbladknooppunt,I,N,68.1n,,'KP.ZAARDERHEIKEN'VENLO-WEST/ZUID RANG.B. n,R,67.70300293,067,KPK0001182327,I,,POINT (205611.12040000036 378508.5573000014)
convergenties_kenmerk.1618,,I,N,0.0#,,BS.'REUNEN',R,70.75,067,KPK0001182334,I,,POINT (208621.6363000013 378782.11829999834)
convergenties_kenmerk.1619,Niet indeelbaar,C,N,0.0#,,'STEENOVENS' (N397),R,10.05099964,067,KPK0001182349,I,,POINT (150584.1330000013 375832.1240000017)
convergenties_kenmerk.1620,Niet indeelbaar,I,N,0.0#,,BS.PPL.'OEIENBOSCH',R,14.42500019,067,KPK0001182350,I,,POINT (154220.2708999999 378284.0353000015)
convergenties_kenmerk.1621,Niet indeelbaar,I,N,0.0#,,'PROVINCIALEWEG' (N279),R,41.91999817,067,KPK0001182353,I,,POINT (180953.56789999828 381102.34120000154)
convergenties_kenmerk.1622,Niet indeelbaar,I,N,0.0#,,'DEURNESEWEG' (N279),R,41.93099976,067,KPK0001182354,I,,POINT (181013.9668999985 381010.6020999998)
convergenties_kenmerk.1623,Klaverbladknooppunt,I,N,45.8w,,'KP.ZAARDERHEIKEN'VENLO VBW. w(RW73),R,68.58499908,067,KPK0001182361,I,,POINT (206471.3249000013 378516.5509000011)
convergenties_kenmerk.1624,Klaverbladknooppunt,I,N,48.0x,,'KP.ZAARDERHEIKEN'RANG.BAAN x,R,48.26900101,073,KPK0001182425,I,,POINT (206278.44440000132 380542.22850000113)
convergenties_kenmerk.1625,Halfklaverblad-aansluiting,I,N,48.9b,12,'GRUBBENVORST'VBW. b,R,49.06299973,073,KPK0001182426,I,,POINT (205929.3361000009 381252.57919999957)
convergenties_kenmerk.1626,Halfklaverblad-aansluiting,I,N,70.7b,7,'VIERLINGSBEEK'VBW. b,R,70.8789978,073,KPK0001182449,I,,POINT (196072.9411999993 399755.6431000009)
convergenties_kenmerk.1627,Niet indeelbaar,I,N,54.1m,,'RING ALMERE-CENTRUM'RANG.BAAN m,R,54.35400009,006,KPK0001157835,I,,POINT (146870.14400000125 485753.37680000067)
convergenties_kenmerk.1628,Halfklaverblad-aansluiting,I,J,2.6b,1,'ZAANSTAD-ZUID'VBW. b,R,2.78399992,008,KPK0001157933,I,,POINT (119360.1783999987 494421.97260000184)
convergenties_kenmerk.1629,Haarlemmermeer-aansluiting,C,N,53.3n,,BS.PPL.'PEULWIJK-OOST',R,53.14500046,004,KPK0001155569,I,,POINT (81249.85929999873 447688.9822999984)
convergenties_kenmerk.1630,Halfklaverblad-aansluiting,I,N,13.7b,2,'IJMUIDEN'VBW. b,R,13.89999962,005,KPK0001128496,I,,POINT (114083.09109999985 489670.1279999986)
convergenties_kenmerk.1631,Halfklaverblad-aansluiting,I,J,1.7d,1,'ZAANSTAD-ZUID'VBW. d,R,1.48899996,008,KPK0001157910,I,,POINT (120037.9523999989 493326.0254999995)
convergenties_kenmerk.1632,Halfklaverblad-aansluiting,I,J,13.9b,12,'AMSTERDAM-CENTRUM'VBW. b,R,14.05000019,010,KPK0001157991,I,,POINT (124356.26080000028 483163.13230000064)
convergenties_kenmerk.1633,Halfklaverblad-aansluiting,I,J,14.8d,11,'AMSTERDAM-OVERAMSTEL'VBW. d,R,14.60099983,010,KPK0001157994,I,,POINT (123889.40480000153 482877.56120000035)
convergenties_kenmerk.1634,Pseudo Klaverbladknooppunt,I,J,31.4j,,'KP.AMSTEL'AMERSFOORT VBW. j (RW2),R,15.87100029,010,KPK0001157995,I,,POINT (122739.34730000049 482370.7793000005)
convergenties_kenmerk.1635,Halfklaverblad-aansluiting,C,J,17.5d,9,'AMSTERDAM-RIVIERENBUURT'VBW. d,R,17.25399971,010,KPK0001157996,I,,POINT (121522.26060000062 482968.938000001)
convergenties_kenmerk.1636,T-aansluiting Haarlemmermeer,C,N,39.0d,3,'ABCOUDE'VBW. d,R,38.81900024,002,KPK0001178219,I,,POINT (125958.45820000023 475469.83359999955)
convergenties_kenmerk.1637,Haarlemmermeer-aansluiting,I,J,26.1b,4,'AMSTELVEEN'VBW. b,R,26.23200035,009,KPK0001179403,I,,POINT (120473.55689999834 478844.8900000006)
convergenties_kenmerk.1638,,I,N,251.4q,,BS.'KRUISBERG',R,251.22200012,002,KPK0001156990,I,,POINT (179821.7580000013 322048.18299999833)
convergenties_kenmerk.1639,Pseudo Haarlemmermeer-aansluiting,I,N,0.0#,3,'AMSTERDAM-WESTERPARK'RANG.BAAN m,R,26.11300087,010,KPK0001158063,I,,POINT (118071.6229000017 488441.2270000018)
convergenties_kenmerk.1640,Pseudo Haarlemmermeer-aansluiting,I,N,26.1d,3,'AMSTERDAM-WESTERPARK'VBW. d,R,26.04199982,010,KPK0001158146,I,,POINT (118042.65080000088 488375.7725000009)
convergenties_kenmerk.1641,Pseudo Halfklaverblad-aansluiting,I,N,158.3b,29,'EINDHOVEN AIRPORT'VBW. b,R,158.40800476,002,KPK0001178141,I,,POINT (156454.42009999976 385695.04949999973)
convergenties_kenmerk.1642,Pseudo Haarlemmermeer-aansluiting,I,N,27.7d,5,'AMSTELVEEN-STADSHART'VBW. d,R,27.61000061,009,KPK0001179414,I,,POINT (119154.81049999967 479255.8343000002)
convergenties_kenmerk.1643,Niet indeelbaar,I,J,30.4d,,'SCHIPHOL-OOST'VBW. d,R,30.22800064,009,KPK0001179435,I,,POINT (116708.39200000092 480150.4503999986)
convergenties_kenmerk.1644,Halfklaverblad-aansluiting,I,J,31.7b,6,'AALSMEER'VBW. b,R,31.81999969,009,KPK0001179447,I,,POINT (115623.08529999852 481278.0947000012)
convergenties_kenmerk.1645,T-knooppunt,I,N,20.6s,,'KP.DE NIEUWE MEER'ROTTERDAM VBW. s(RW10),R,1.421,004,KPK0001157200,I,,POINT (116723.40399999917 483585.0749000013)
convergenties_kenmerk.1646,Haarlemmermeer-aansluiting,C,N,2.6b,1,'AMSTERDAM-SLOTEN'VBW. b,R,2.75200009,004,KPK0001157213,I,,POINT (115457.67599999905 483250.6539000012)
convergenties_kenmerk.1647,Overig volledig knooppunt,C,N,33.7u,,'KP.BADHOEVEDORP'AMSTERDAM VBW. u(RW9),R,4.26000023,004,KPK0001157226,I,,POINT (114297.39490000159 482266.74329999834)
convergenties_kenmerk.1648,Overig volledig knooppunt,C,N,0.0#,,'KP.BADHOEVEDORP'ROTTERDAM VBW. p,R,6.10599995,004,KPK0001157232,I,,POINT (112510.55640000105 481879.85009999946)
convergenties_kenmerk.1649,Pseudo T-knooppunt,C,N,12.1#,,'KP.BATADORP'MAASTRICHT (RW58),R,156.95199585,002,KPK0001178376,I,,POINT (156174.12920000032 387128.0637000017)
convergenties_kenmerk.1650,Haarlemmermeer-aansluiting,C,N,55.0b,15,'DE MEERN'VBW. b,R,55.20199966,012,KPK0001179957,I,,POINT (131068.66090000048 453759.0331999995)
convergenties_kenmerk.1651,Haarlemmermeer-aansluiting,I,N,0.0#,,'BUSBAAN',R,7.73600006,031,KPK0001195247,I,,POINT (155552.72159999982 569256.2153000012)
convergenties_kenmerk.1652,,I,N,0.0#,,BS.PPL.'DE WEEREN',R,40.77399826,032,KPK0001195388,I,,POINT (194436.66629999876 548042.7214000002)
convergenties_kenmerk.1653,Halfklaverblad-aansluiting,I,N,46.5d,12,'HEERENVEEN-CENTRUM'VBW. d,R,46.32899857,032,KPK0001195398,I,,POINT (191900.61129999906 552919.4604000002)
convergenties_kenmerk.1654,Halfklaverblad-aansluiting,I,N,46.6b,12,'HEERENVEEN-CENTRUM'VBW. b,R,46.80799866,032,KPK0001195400,I,,POINT (191654.53510000184 553328.9578000009)
convergenties_kenmerk.1655,Haarlemmermeer-aansluiting,I,J,27.3b,2,'AMSTERDAM-SLOTERDIJK'VBW. b,R,27.49699974,010,KPK0001156029,I,,POINT (118069.65500000119 489825.49610000104)
convergenties_kenmerk.1656,T-knooppunt,C,N,0.7#,,'KP.COENPLEIN'ZAANSTAD (RW8),R,31.96100044,010,KPK0001156074,I,,POINT (120821.37099999934 493111.1939999983)
convergenties_kenmerk.1657,Pseudo T-aansluiting Haarlemmermeer,I,N,235.4d,28,'BERGEN OP ZOOM'VBW. d,R,235.33399963,004,KPK0001210783,I,,POINT (80672.42170000076 389662.1228)
convergenties_kenmerk.1658,Halfklaverblad-aansluiting,I,N,236.6b,29,'BERGEN OP ZOOM-ZUID'VBW. b,R,236.65400696,004,KPK0001210789,I,,POINT (80565.4151000008 388343.3953000009)
convergenties_kenmerk.1659,T-aansluiting halfklaverblad,I,N,211.6b,25,'APELDOORN-NOORD'VBW. b,R,211.7749939,050,KPK0001195552,I,,POINT (197095.23519999906 474339.0601999983)
convergenties_kenmerk.1660,T-aansluiting halfklaverblad,I,N,220.4d,27,'EPE'VBW. d,R,220.08599854,050,KPK0001195561,I,,POINT (197283.60170000046 482543.8099000007)
convergenties_kenmerk.1661,Pseudo Haarlemmermeer-aansluiting,I,N,0.0#,,'BUSBAAN,R,16.06999969,029,KPK0001156271,I,,POINT (93336.0636 425892.6886)
convergenties_kenmerk.1662,Haarlemmermeer-aansluiting,I,N,107.2d,35,'WASPIK'VBW. d,R,107.03099823,059,KPK0001143375,I,,POINT (124264.36309999973 411695.5758999996)
convergenties_kenmerk.1663,Halfklaverblad-aansluiting,I,N,117.7d,39,'WAALWIJK-OOST'VBW. d,R,117.63200378,059,KPK0001143398,I,,POINT (134753.94440000132 411958.08469999954)
convergenties_kenmerk.1664,Halfklaverblad-aansluiting,I,N,6.0b,7,'HAZERSWOUDE'VBW. b,R,6.09200001,011,KPK0001211244,I,,POINT (100263.75149999931 459683.40949999914)
convergenties_kenmerk.1665,Halfklaverblad-aansluiting,I,N,6.0d,7,'HAZERSWOUDE'VBW. d,R,6.03200006,011,KPK0001211245,I,,POINT (100203.05660000071 459683.4778999984)
convergenties_kenmerk.1666,,I,N,10.5n,,BS.PPL.'KNORRESTEIN'VBW. n,R,10.39299965,012,KPK0001211288,I,,POINT (89420.95670000091 451879.6096000001)
convergenties_kenmerk.1667,T-knooppunt,C,N,48.8#,,'KP.GOUWE'ROTTERDAM (R.RIJBAAN RW 20),R,26.91200066,012,KPK0001211346,I,,POINT (105228.2248999998 448660.9208999984)
convergenties_kenmerk.1668,T-aansluiting halfklaverblad,I,N,13.1d,10,'ALPHEN A/D RIJN-OOST'VBW. d,R,13.04599953,011,KPK0001131838,I,,POINT (106425.41939999908 458417.29630000144)
convergenties_kenmerk.1669,Pseudo Halfklaverblad-aansluiting,C,N,8.2d,5,'NOOTDORP'VBW. d,R,8.01000023,012,KPK0001179828,I,,POINT (87097.61160000041 452313.8920000009)
convergenties_kenmerk.1670,Haarlemmermeer-aansluiting,I,N,19.0b,8,'BLEISWIJK'VBW. b,R,19.10700035,012,KPK0001179848,I,,POINT (97773.26529999822 449736.3903999999)
convergenties_kenmerk.1671,,I,N,0.0#,,BS.PPL.'STAATS-SPAANSE-LINIES',R,6.6079998,061,KPK0001156397,I,,POINT (30672.24760000035 371206.4479999989)
convergenties_kenmerk.1672,Niet indeelbaar,I,N,0.0#,,'BARENDRECHT',R,11.89599991,029,KPK0001181475,I,,POINT (94813.05689999834 428803.6141999997)
convergenties_kenmerk.1673,Haarlemmermeer-aansluiting,I,N,39.7d,13,'NIEUWERBRUG'VBW. d,R,39.5320015,012,KPK0001179931,I,,POINT (115870.09820000082 453123.8401999995)
convergenties_kenmerk.1674,Halfklaverblad-aansluiting,I,N,98.2b,25,'WOUWSE PLANTAGE'VBW. b,R,98.33300018,058,KPK0001212916,I,,POINT (86048.67119999975 391480.5480000004)
convergenties_kenmerk.1675,Niet indeelbaar,I,N,0.0#,,INVOEG KOMENDE VAN DE VBW. a,R,8.97700024,030,KPK0001181505,I,,POINT (170844.9620999992 449713.86609999835)
convergenties_kenmerk.1676,Niet indeelbaar,I,N,0.0#,,INVOEG KOMENDE VAN DE VBW. c,R,9.21500015,030,KPK0001181506,I,,POINT (170587.7393000014 449708.8233000003)
convergenties_kenmerk.1677,Pseudo T-knooppunt,I,N,97.2t,7,'HELMOND'VBW. t,R,97.03199768,050,KPK0001162828,I,,POINT (160693.54470000044 389701.6145000011)
convergenties_kenmerk.1678,Klaverbladknooppunt,I,N,36.7s,,'KP.GORINCHEM'UTRECHT VBW. s(RW27),R,95.48100281,015,KPK0001185363,I,,POINT (124603.61080000177 428634.2553000003)
convergenties_kenmerk.1679,Halfklaverblad-aansluiting,I,N,95.0b,27,'GORINCHEM'VBW. b,R,95.11299896,015,KPK0001185370,I,,POINT (124311.96119999886 428424.8742999993)
