Ministerie;Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
BZK;Strategisch Veiligheids Advies Jonge Vos;;2;;;;;;2
BZK;Strukton Worksphere B.V.;;1;;;;;;1
BZK;Studio Ossidiana;;1;;;;;;1
BZK;Sturingsadvies;1;;;;;;;1
BZK;Suit-case;;1;;;;;;1
BZK;Supa-Dupa;;1;;;;;;1
BZK;SurveyMonkey Europe UC;;;1;;;;;1
BZK;Sustainable Change B.V.;;1;;;;;;1
BZK;Svenon;;1;;;;;;1
BZK;Swis B.V.;;;1;;;;;1
BZK;t Goude Hooft Exploitatie B.V.;;1;;;;;;1
BZK;Taets Catering Services B.V.;;1;;;;;;1
BZK;TAPPAN COMMUNICATIE;;;2;;;;;2
BZK;Task Engineering & Projectmanagement B.V.;;1;;;;;;1
BZK;Tauro Beheer B.V.;;1;;;;;;1
BZK;TB Events;;;1;;;;;1
BZK;Team4Teams;1;;;;;;;1
BZK;Tekstschrijvers.nl B.V.;;;1;;;;;1
BZK;Tempo-Team Direct;;;4;;;;;4
BZK;Textinfo B.V.;;;;;;7;;7
BZK;The Embedding Company B.V.;;1;;;;;;1
BZK;The Knowledge Enterprise B.V.;;1;;;;;;1
BZK;THE LIME TREE;;;1;;;;;1
BZK;The Workplace Network;;1;;;;;;1
BZK;TIENOPLEIDINGEN;;2;;;;;;2
BZK;Tilkema Horeca B.V.;;;1;;;;;1
BZK;T-Mobile Netherlands B.V.;;;1;;;;;1
BZK;TNS Nipo B.V.;;2;;;;;;2
BZK;Today Designers B.V.;;;2;;;;;2
BZK;Tolk- en Vertaalcentrum Nederland;;;1;;;;;1
BZK;Topgeschenken Nederland B.V.;;;1;;;;;1
BZK;TOT Team Ontwikkel Trajecten B.V.;;;1;;;;;1
BZK;TrainersNoord;;1;;;;;;1
BZK;Transposafe Systems;;1;;;;;;1
BZK;Trichis Publishing B.V.;;2;;;;;;2
BZK;Trots Consultancy & Detachering B.V.;;;4;;;;;4
BZK;Twynstra Gudde Huisv., V.g. en Fac. Man. B.V.;;2;;;;;;2
BZK;TwynstraGudde;;;4;;;;;4
BZK;Tyrilo B.V.;;;1;;;;;1
BZK;U&I Learning Nederland B.V.;;1;;;;;;1
BZK;UITGEVERIJ 12 PROVINCIEN;;;1;;;;;1
BZK;Unica Installatietechniek;;1;;;;;;1
BZK;Unzip Holding B.V.;;2;;;;;;2
BZK;Urbancore;;;1;;;;;1
BZK;Valerie Kuypers Fotografie;;;1;;;;;1
BZK;Van der Loo Consulting;;1;;;;;;1
BZK;Van Heijster, Relatiegeschenken/Premiums B.V.;;;1;;;;;1
BZK;Van Meer Juridische Zaken & Advocatuur;;;1;;;;;1
BZK;Van Vlier Media B.V.;;2;;;;;;2
BZK;Vanberkel Professionals B.V.;;;;;;;3;3
BZK;VANWAARDE Documentenwacht B.V.;;;1;;;;;1
BZK;Vastgoedmanagement Nederland (VGM NL);;;2;;;;;2
BZK;VCK Travel B.V.;;;3;;;;;3
BZK;Vector firesafety consultants B.V.;;2;;;;;;2
BZK;Veelpeper B.V.;;;3;;;;;3
BZK;Ver. NLdigital, ver. bedr. id sect. d.i.t.k.;;2;;;;;;2
BZK;Verdonck, Klooster & Associates B.V.;;;4;;;;;4
BZK;Vereniging Deltametropool;;;2;;;;;2
BZK;Vermaat Bedrijfshoreca B.V.;;;1;;;;;1
BZK;Vis Organisatieadvies;;1;;;;;;1
BZK;Visserie De Dagvisser;;;1;;;;;1
BZK;Vorm Vijf Ontwerpteam B.V.;;;2;;;;;2
BZK;Waterproof Events B.V.;;;1;;;;;1
BZK;Weistra Consult;;;2;;;;;2
BZK;Willemse Horeca Beheer;;1;;;;;;1
BZK;Wirtz, Film & Experience Agency B.V.;;;1;;;;;1
BZK;Wit Communicatie;;;2;;;;;2
BZK;Wolfskuil Verblijven B.V.;;;2;;;;;2
BZK;Woning Schouw B.V.;2;;;;;;;2
BZK;Worldmeetings.com B.V.;;2;1;;;;;2
BZK;WorldSkills International;;;2;;;;;2
BZK;Wouter Stolwijk Aanbestedingsexpert;;1;;;;;;1
BZK;WPEX B.V.;;;1;;;;;1
BZK;WUA B.V.;;;;;;;;
BZK;www.ictloket.nl;;4;;;;;;4
BZK;Xerox (Nederland) B.V.;;1;2;;;;;2
BZK;Yacht B.V.;;;2;;;;;2
BZK;YoungCapital Flex B.V.;;;2;;;;;2
BZK;YourSurprise.com B.V.;;1;;;;;;1
BZK;Yowsim! competence simulator B.V.;;;3;;;;;3
BZK;Yume interactive B.V.;;;1;;;;;1
BZK;Zaadhof's Cartonnage Fabrieken B.V.;;;1;;;;;1
BZK;Zaca;;;1;;;;;1
BZK;ZoomBIM;;;2;;;;;2
DEF;BMC Advies B.V.;;;1;;;;;1
DEF;Den Haag Centrum v. Strategische Studies B.V.;;;2;;;;;2
DEF;Pricewaterhousecoopers Advisory N.V.;;;1;;;;;1
EZK;.FABRIC;;;1;;;;;1
EZK;10BE B.V.;;;9;;;;;9
EZK;118 Horeca B.V.;;;1;;;;;1
EZK;21 Markets B.V.;;;1;;;;;1
EZK;2BGlobal B.V.;;;2;;;;;2
EZK;2Participate Deekens Advies B.V.;;;2;;;;;2
EZK;2Solve Investigations;;;1;;;;;1
EZK;4C Offshore Limited;;;1;;;;;1
EZK;4e Implementing Agreement Pty Ltd.;;;2;;;;;2
EZK;4synergy B.V.;;;2;;;;;2
EZK;54Events B.V.;;;1;;;;;1
EZK;5plus1;;;1;;;;;1
EZK;87seconds Video Production Brussels;;;2;;;;;2
EZK;9-Five-9 Ventures B.V.;;;1;;;;;1
EZK;A.M.P.C. Assoc. Medic. Proj. Consultants B.V.;;;4;;;;;4
EZK;A.V.E.R.E.;;;1;;;;;1
EZK;A4 Advies;;;2;;;;;2
EZK;Aaaaha! The Actor Factory B.V.;;;1;;;;;1
EZK;AAP, Opvang voor Uitheemse Dieren, stichting;;;3;;;;;3
EZK;ABAB Groep B.V.;;;;;1;;;1
EZK;ABC Consultorio;;;1;;;;;1
EZK;ABCD About Brands Concepts Design;;;3;;;;;3
EZK;Abeng Taal & Tekst;;;1;;;;;1
EZK;ABF Group B.V.;;;1;;;;;1
EZK;ABF Research B.V.;;;2;;;;;2
EZK;ABM Hoff Consultancy;;;2;;;;;2
EZK;ABS-Technologies;;;1;;;;;1
EZK;Acacia Water B.V.;;;4;;;;;4
EZK;Academy for Professional Development;;;2;;;;;2
EZK;Acapture B.V.;;;1;;;;;1
EZK;Acorn Tourism Consulting Ltd;;;2;;;;;2
EZK;Acquire Publishing B.V.;;;2;;;;;2
EZK;ACT-for-Performance B.V.;;;2;;;;;2
EZK;ADAS, leading agribusiness;;;2;;;;;2
EZK;Adri Dorrestein, Advies & Interim B.V.;;;1;;;;;1
EZK;Adromi B.V.;;;2;;;;;2
EZK;Advance Consulting;;;6;;;;;6
EZK;Adviesburo Smeets;;;3;;;;;3
EZK;AECOM Ltd;;;1;;;;;1
EZK;Aelmans Rentmeesters- & Makelaarskantoor;;;1;;;;;1
EZK;Aeres VMBO en MBO Almere;;;3;;;;;3
EZK;AEVES B.V.;;;4;;;;;4
EZK;AFRIC connect. european business with Africa;;;1;;;;;1
EZK;Agri Logic;;;3;;;;;3
EZK;Agricultural Growers Resource Organization Developing Economic Viability (AGRODEV);;;2;;;;;2
EZK;Agrifirm Exlan B.V.;;;2;;;;;2
EZK;Agrionic Holding B.V.;;;2;;;;;2
EZK;AgriProFocus Niger;;;2;;;;;2
EZK;Agulon Kunststoffen;;;3;;;;;3
EZK;Aided-Trade Limited;;;1;;;;;1
EZK;Aiden Wong;;;1;;;;;1
EZK;AKD;;;;;1;;;1
EZK;Alba Concepts B.V.;;;2;;;;;2
EZK;Albers Adviezen;;;2;;;;;2
EZK;Algemene Stichting Welzijn Appingedam;;;1;;;;;1
EZK;Allen & Overy LLP;;;3;;;;;3
EZK;alles anderZ;;;3;;;;;3
EZK;Alliance for Water Stewardship Asia-Pacific;;;2;;;;;2
EZK;Altares - Dun & Bradstreet;;;2;;;;;2
EZK;Amigos International B.V.;;;4;;;;;4
EZK;Amilcar Aristides Monteiro;;;1;;;;;1
EZK;Amuco;;;1;;;;;1
EZK;Andersson Elffers Felix;;;4;;;;;4
EZK;Angie's Kitchen Beers & Bites;;;1;;;;;1
EZK;AniCura Dierenkliniek Dierzorg B.V.;;;1;;;;;1
EZK;AniCura Dierenziekenhuis Drechtstreek B.V.;;;1;;;;;1
EZK;Anna de Leeuw fotografie;;;1;;;;;1
EZK;Anne van Strien;;;2;;;;;2
EZK;Annette van Soest;;;1;;;;;1
EZK;Antea Nederland B.V.;;;3;;;;;3
EZK;Antea Realisatie B.V.;;;1;;;;;1
EZK;Anton Buijs Civil Engineering Consultancy NL;;;3;;;;;3
EZK;Anton Mol Industrial Safety & Training;;;1;;;;;1
EZK;Antonissen V.O.F.;;;3;;;;;3
EZK;Aon Hewitt Risk & Financial Management B.V.;;;2;;;;;2
EZK;Apex Media;;;1;;;;;1
EZK;Appleby;;;1;;;;;1
EZK;Appletree Advies;;;1;;;;;1
EZK;APPM Management Consultants B.V.;;;2;;;;;2
EZK;Aquariumhandel W.C.T. Brouwers B.V.;;;1;;;;;1
EZK;Aquaverum;;;1;;;;;1
EZK;Arag-Ned., Alg. Rechtsbijst. Verzeker.mij NV;;;;;1;;;1
EZK;ARCADIS CED Project Service Bureau B.V.;;;5;;;;;5
EZK;ARCADIS Nederland;;;7;;;;;7
EZK;ARCADIS Nederland B.V.;;;2;;;;;2
EZK;Archipunt B.V.;;;3;;;;;3
EZK;Architecture Workroom Brussels (AWB);;;1;;;;;1
EZK;Ardis Opleidingen B.V.;;;1;;;;;1
EZK;Ardis Organisatieontwikkeling B.V.;;;2;;;;;2
EZK;Arenda Oomen Fotografie;;;1;;;;;1
EZK;Arjan Broers Installatie- en Energieadvies;;;1;;;;;1
EZK;Arjan Klopstra;;;2;;;;;2
EZK;Arnage Horeca B.V.;;;1;;;;;1
EZK;Arnold & Porter;;;2;;;;;2
EZK;Arounders Experiencias & Eventos;;;1;;;;;1
EZK;Art of Co-creation;;;1;;;;;1
EZK;AS I-search, onderzoek;;;2;;;;;2
EZK;Association Climate-KIC;;;1;;;;;1
EZK;Association IDEE;;;2;;;;;2
EZK;At Osborne B.V.;;;2;;;;;2
EZK;Atelier Groenblauw / Opmaat;;;1;;;;;1
EZK;ATG Europe B.V.;;;4;;;;;4
EZK;Atlas Services Group;;;2;;;;;2
EZK;Atos Nederland B.V.;7;;5;;;3;;7
EZK;Atriensis data B.V.;;;1;;;;;1
EZK;Aurika Ltd.;;;1;;;;;1
EZK;Austrian Foundation for Development Research (ÖFSE);;;2;;;;;2
EZK;AutomotiveNL B.V.;;;3;;;;;3
EZK;Avance PMC B.V.;;;2;;;;;2
EZK;Avanteers;;;4;;;;;4
EZK;Aveco De Bondt;;;1;;;;;1
EZK;Azienda Alberto B.V.;;;1;;;;;1
EZK;B & T Expo Consultants;;;2;;;;;2
EZK;B.V. Ingenieursbureau Ir. K. Boorsma;;;3;;;;;3
EZK;B3partners B.V.;;;1;;;;;1
EZK;Baat Nemes B.V.;;;2;;;;;2
EZK;Backbench;;;2;;;;;2
EZK;Baghus Advies;;;1;;;;;1
EZK;Bakx advies en consultancy;;;2;;;;;2
EZK;Bart Maat Fotografie;;;1;;;;;1
EZK;Bart van Vliet Freelance Fotograaf;;;1;;;;;1
EZK;Bas van Horn;;;1;;;;;1
EZK;Basis & Beleid Organisatie-Adviseurs B.V.;;;2;;;;;2
EZK;Bastiaan Brüning Consultancy;;;2;;;;;2
EZK;BB Backing;;;2;;;;;2
EZK;BBK/Door Vriendschap Sterker B.V.;;;4;;;;;4
EZK;BDO Audit & Assurance B.V.;;;2;;;;;2
EZK;BDO Tunisie;;;3;;;;;3
EZK;BEAR-iD B.V.;;;1;;;;;1
EZK;Beatex;;;2;;;;;2
EZK;Beccan Davila Urbanisma;;;3;;;;;3
EZK;Beers Mobility innovation;;;1;;;;;1
EZK;Behavior Change Group B.V.;;;2;;;;;2
EZK;Behavioral Insight;;;2;;;;;2
EZK;Beheerstichting KabzeÃ«l;;;1;;;;;1
EZK;Beijer Tuin- en Landschapsinrichting;;;1;;;;;1
EZK;BÉKÉLE Bouwmanagement;;;2;;;;;2
EZK;Beleidstheater;;;2;;;;;2
EZK;Berenschot B.V.;;;4;;;;;4
EZK;Berenschot Groep B.V.;;;4;;;;;4
EZK;Bert Klerk;;;1;;;;;1
EZK;Beschaffungsamt des Bundesministeriums des Innern;;;4;;;;;4
EZK;Bestman B.V.;;;3;;;;;3
EZK;Bex*communicatie;;;1;;;;;1
EZK;Bexperience;;;2;;;;;2
EZK;Beyond Now;;;3;;;;;3
EZK;Bhouwvast B.V.;;;3;;;;;3
EZK;Bilderberg Grand Hotel Wientjes;;;1;;;;;1
EZK;Biomass Research B.V.;;;1;;;;;1
EZK;Bizned B.V.;;;1;;;;;1
EZK;BKS Schagen;;;2;;;;;2
EZK;Blaauw Space Affairs;;;2;;;;;2
EZK;Blaauwendraad Advies;;;1;;;;;1
EZK;Blauw Research B.V.;;;5;;;;;5
EZK;Blauw Tekstra Uding N.V.;;;1;;;;;1
EZK;Bles Dairies Consultancy;;;2;;;;;2
EZK;BLIX Consultancy B.V.;;;7;;;;;7
EZK;Bloc B.V.;;;2;;;;;2
EZK;Bloomberg Finance L.P.;;;3;;;;;3
EZK;Blue Bird Projects;;;1;;;;;1
EZK;Blue Skies Consultancy Group;;;3;;;;;3
EZK;BlueTerra Energy Experts;;;4;;;;;4
EZK;BMC Advies B.V.;;;2;;;;;2
EZK;BMC Implementatie;;;2;;;;;2
EZK;BodemenergieNL;;;2;;;;;2
EZK;Boerderij de Diek'n;;;1;;;;;1
EZK;BOM;;;1;;;;;1
EZK;Boomkwekerijen Henri Fleuren B.V.;;;1;;;;;1
EZK;Bosch & Van Rijn B.V.;;;2;;;;;2
EZK;Bourgonje Geluid- en Lichtservice B.V.;;;1;;;;;1
EZK;Bouwbedrijf Iden B.V.;;;1;;;;;1
EZK;BouwCirculair B.V.;;;1;;;;;1
EZK;Bouwkennis B.V.;;;1;;;;;1
EZK;Bouwonderneming Roorda & Veldman B.V.;;;2;;;;;2
EZK;Bouwtechnisch Adviesbureau Versteeg B.V.;;;2;;;;;2
EZK;Bouwtrend B.V.;;;2;;;;;2
EZK;brainbay B.V.;;;2;;;;;2
EZK;Branche Vereniging Organische Reststoffen;;;2;;;;;2
EZK;Brands Bouw B.V.;;;4;;;;;4
EZK;Brandwise B.V.;;;4;;;;;4
EZK;Bregman Advisering B.V.;;;3;;;;;3
EZK;Breuers & Cobelens B.V.;;;2;;;;;2
EZK;Bries Energietechniek B.V.;;;2;;;;;2
EZK;Brinkmann Consultancy;;;2;;;;;2
EZK;BRO;;;3;;;;;3
EZK;Broekhuizen Communicatie;;;3;;;;;3
EZK;BroekhuizenWirtz;;;2;;;;;2
EZK;BROUARD CONSULTING;;;3;;;;;3
EZK;Brunel Nederland B.V.;4;;;;;;;4
EZK;BT Professional Services Nederland B.V.;6;;;;;;;6
EZK;Buck Consultants International B.V.;;;3;;;;;3
EZK;Building Vision B.V.;;;2;;;;;2
EZK;Buildsight B.V.;;;4;;;;;4
EZK;Buiten, bureau voor Economie & Omgeving B.V.;;;3;;;;;3
EZK;Bureau BlauwGeel B.V.;;;1;;;;;1
EZK;Bureau G.I.T.;;;1;;;;;1
EZK;Bureau Karin de Lange B.V.;;;1;;;;;1
EZK;Bureau Mozaiek;;;1;;;;;1
EZK;Bureau Tw!st;;;1;;;;;1
EZK;Bureau van Loosdrecht;;;1;;;;;1
EZK;Bureau ZET;;;2;;;;;2
EZK;Buro Beeld B.V.;;;1;;;;;1
EZK;Buro De Steeg B.V.;;;7;;;;;7
EZK;Buro del Rey;;;1;;;;;1
EZK;Burosa;;;2;;;;;2
EZK;Business & Fun Promotions B.V.;;;2;;;;;2
EZK;Business Development Holland B.V.;;;4;;;;;4
EZK;Business Openers B.V.;;;2;;;;;2
EZK;BViT Noordwijk;;;2;;;;;2
EZK;C.A. Fotografie;;;1;;;;;1
EZK;Cabinet Merlin;;;5;;;;;5
EZK;Cámara de Comercio Colombo-Holandesa Holland House;;;2;;;;;2
EZK;CAOP;;;1;;;;;1
EZK;Capgemini Nederland B.V.;4;;;;;;;4
EZK;Capwell B.V.;;;2;;;;;2
EZK;Carla Dierenartsen;;;1;;;;;1
EZK;Carwei Communications;;;2;;;;;2
EZK;Casilan B.V.;;;2;;;;;2
EZK;Catalysta's Consulting;;;4;;;;;4
EZK;Catering en Partyservice van 't Hooge;;;1;;;;;1
EZK;Cator & van Zwet Statistisch Adviseurs;;;1;;;;;1
EZK;CDI - The Craft and Design Institute (Cape Town);;;3;;;;;3
EZK;CDR International B.V.;;;5;;;;;5
EZK;CE Delft;;;5;;;;;5
EZK;CED Nederland;;;8;;;;;8
EZK;Cedla;;;2;;;;;2
EZK;Cefas;;;4;;;;;4
EZK;Cendris Customer Contact B.V.;;;1;;;;;1
EZK;CENER Centro national de Energia renovables;;;1;;;;;1
EZK;Center fo Renewable Energy Sources;;;2;;;;;2
EZK;Centralpoint Nijmegen B.V.;2;;;;;;;2
EZK;Certifield International B.V.;;;4;;;;;4
EZK;CGI Nederland B.V.;;;3;;;;;3
EZK;Charles River Associates;;;2;;;;;2
EZK;Chatik International;;;2;;;;;2
EZK;CHE Synnervation B.V.;;;1;;;;;1
EZK;ChiPro GmbH;;;3;;;;;3
EZK;Cimsolutions;4;;;;;;;4
EZK;CIRFOOD Netherlands B.V.;;;1;;;;;1
EZK;Cirkellab B.V.;;;2;;;;;2
EZK;Cit Industriell Energi Ab;;;1;;;;;1
EZK;CKTrade;;;2;;;;;2
EZK;Clairfort Zeist B.V.;;;1;;;;;1
EZK;Clavis Consulting;;;2;;;;;2
EZK;Clifford Chance LLP;;;2;;;;;2
EZK;Climatic Design Consult;;;1;;;;;1
EZK;Clipit News B.V.;;;2;;;;;2
EZK;CLM Onderzoek en Advies B.V.;;;2;;;;;2
EZK;clothing connect B.V.;;;4;;;;;4
EZK;CMS Derks Star Busmann;;;2;;;;;2
EZK;CO2GeoNet;;;1;;;;;1
EZK;Code Yellow B.V.;;;1;;;;;1
EZK;Coesmans Management;;;2;;;;;2
EZK;Cohere Consultants;;;2;;;;;2
EZK;Collé Sittard Verhuur B.V.;;;1;;;;;1
EZK;Columbiss;;;2;;;;;2
EZK;CommPartners;;;1;;;;;1
EZK;Communicatief Entertainment;;;1;;;;;1
EZK;COMPAREX Nederland B.V.;2;;;;;;;2
EZK;Compass;;;2;;;;;2
EZK;Compass Lexecon;;;2;;;;;2
EZK;Competence Management Consulting;;;1;;;;;1
EZK;Computacenter;3;;;;;;;3
EZK;concept en zo B.V.;;;2;;;;;2
EZK;Concept7 B.V.;1;;;;;;;1
EZK;Conducto Opleidingen B.V.;;;2;;;;;2
EZK;Coniche IN consultancy & projects B.V.;;;1;;;;;1
EZK;Consciousness Consultancy;;;2;;;;;2
EZK;CONSERVATION INTERNATIONAL FOUNDATION;;;1;;;;;1
EZK;Consolair B.V.;;;1;;;;;1
EZK;Constructief Marketing en Managementexpertise;;;2;;;;;2
EZK;Consulaat-Generaal in Dubai;;;2;;;;;2
EZK;Consumer Centric;;;2;;;;;2
EZK;Content Strategy B.V.;;;2;;;;;2
EZK;Coöp. Energie Collectief Lage Weide (ECLW) UA;;;2;;;;;2
EZK;Coöperatie Bommelerwaar BA;;;2;;;;;2
EZK;Coöperatie Cirkelstad UA;;;2;;;;;2
EZK;Coöperatie De Betekenaar UA;1;;;;;;;1
EZK;Coöperatie Energie Samen UA;;;2;;;;;2
EZK;Coöperatie Leren voor Morgen UA;;;3;;;;;3
EZK;Coöperatief Nevasco UA;;;2;;;;;2
EZK;Coöperatieve vereniging 'TSG Netwerk' UA;;;2;;;;;2
EZK;Cooperativa Agroindustrial Cacao Alto Huallaga;;;1;;;;;1
EZK;Copper8 B.V.;;;3;;;;;3
EZK;Cornelissen Consulting Services B.V.;;;2;;;;;2
EZK;Corps 3 op twee B.V.;;;2;;;;;2
EZK;Corps ontwerpers;;;1;;;;;1
EZK;Cosine Research B.V.;;;3;;;;;3
EZK;COT Inst. voor Veil.h.- & Crisismanagem. B.V.;;;2;;;;;2
EZK;CottonConnect Limited;;;2;;;;;2
EZK;Coupry B.V.;;;2;;;;;2
EZK;CP2 Fieldmarketing;;;1;;;;;1
EZK;CR Management Consultancy;;;2;;;;;2
EZK;Creapolis Media;;;1;;;;;1
EZK;CREARA Consultores SL;;;2;;;;;2
EZK;Creating Perspective;;;2;;;;;2
EZK;CREM;;;2;;;;;2
EZK;Crisislab;;;2;;;;;2
EZK;Crisp Consultancy;;;1;;;;;1
EZK;Crossphase B.V.;;;1;;;;;1
EZK;CVS Netherlands No 2 B.V.;;;1;;;;;1
EZK;Cybery B.V.;;;2;;;;;2
EZK;D & C Engineering;;;1;;;;;1
EZK;D.O.G. ingenieurs B.V.;;;8;;;;;8
EZK;Daad Architecten B.V.;;;2;;;;;2
EZK;Dajebo Consulting B.V.;;;3;;;;;3
EZK;Damaris Matthijsen;;;1;;;;;1
EZK;Danish Technological Intitute;;;2;;;;;2
EZK;DAP Ter Aar-Nieuwkoop;;;1;;;;;1
EZK;D-Cision B.V.;;;1;;;;;1
EZK;De Argumentenfabriek B.V.;;;1;;;;;1
EZK;De Bankarie;;;1;;;;;1
EZK;De Boer Onderzoek & Projectmanagement;;;3;;;;;3
EZK;De Brauw Blackstone Westbroek N.V.;;;;;1;;;1
EZK;De Coöperatieve Betuwse Fruitmotor UA;;;1;;;;;1
EZK;De Coöperatieve Samenleving BA;;;2;;;;;2
EZK;Dé Duurzame Uitgeverij B.V.;;;1;;;;;1
EZK;De Galan Groep B.V.;;;4;;;;;4
EZK;De Gemeynt Coöperatie UA;;;2;;;;;2
EZK;De Graafschap Dierenartsen B.V.;;;1;;;;;1
EZK;De Groeiwerkplaats;;;2;;;;;2
EZK;De Groene Reiger;;;2;;;;;2
EZK;De Heus Opleidingsconsultancy;;;1;;;;;1
EZK;De investeringsmaatschappij;;;2;;;;;2
EZK;De Investeringsmaatschappij B.V.;;;2;;;;;2
EZK;De Natuurverdubbelaars;;;2;;;;;2
EZK;De Nieuwe Academie B.V.;;;1;;;;;1
EZK;De Sierkamp V.O.F.;;;5;;;;;5
EZK;De Staffing Groep Nederland B.V.;7;;1;;;;;7
EZK;De Stolp Beheer B.V.;;;1;;;;;1
EZK;De Textexpert;;;2;;;;;2
EZK;De Toezichtsfluisteraar;;;1;;;;;1
EZK;de Turfstaeker;;;1;;;;;1
EZK;De Waterspin;;;1;;;;;1
EZK;De Wijkplaats B.V.;;;1;;;;;1
EZK;De Zakencoach;;;2;;;;;2
EZK;De Zevensprong Coöperatie UA;;;1;;1;;;1
EZK;Debbee Dale Development Limited;;;2;;;;;2
EZK;Deborah Abrahams;;;1;;;;;1
EZK;Decisio B.V.;;;3;;;;;3
EZK;Decoded;;;2;;;;;2
EZK;Decos Software Engineering B.V.;;;;;;2;;2
EZK;Deerns Nederland B.V.;;;2;;;;;2
EZK;defKon Solutions;;;2;;;;;2
EZK;DEKRA Certification B.V.;2;;4;;;;;4
EZK;Delftechniek;;;1;;;;;1
EZK;Deloitte Accountancy & Advies B.V.;;;3;;;;;3
EZK;Deloitte Accountants;;;1;;;;;1
EZK;Deloitte Consulting B.V.;;;5;;;;;5
EZK;Delphy B.V.;;;4;;;;;4
EZK;Deltacommissaris;;;1;;;;;1
EZK;Demis B.V.;;;2;;;;;2
EZK;Demis Beheer B.V.;;;2;;;;;2
EZK;Demokwekerij B.V.;;;1;;;;;1
EZK;Den Haag Centrum v. Strategische Studies B.V.;;;3;;;;;3
EZK;Depasse Organisatie & Informatie;;;2;;;;;2
EZK;Deschutter Consultancy;;;2;;;;;2
EZK;Deskbookers B.V.;;;1;;;;;1
EZK;Det Norske Veritas B.V.;;;4;;;;;4
EZK;Detron Communication Solutions;2;;;;;;;2
EZK;Deutsche Energie Agentur;;;2;;;;;2
EZK;Deutsche Windguard;;;2;;;;;2
EZK;DGMR Bouw B.V.;;;3;;;;;3
EZK;DGMR Raadgevende Ingenieurs B.V.;;;4;;;;;4
EZK;Dhaka Ahsania Mission;;;1;;;;;1
EZK;DHI;;;4;;;;;4
EZK;Diabel NDAW;;;1;;;;;1
EZK;Dialogic Innovatie & Interactie;;;6;;;;;6
EZK;Dialogic Innovatie & Interactie B.V.;;;2;;;;;2
EZK;Diana de Graaf Advies;;;3;;;;;3
EZK;Diederik Jekel;;;1;;;;;1
EZK;Dier Gezondheids Centrum Boven-Veluwe;;;1;;;;;1
EZK;Dier Medische Zorggroep B.V.;;;1;;;;;1
EZK;Dieren Opvang Centrum De Horizon;;;2;;;;;2
EZK;Dieren Preparateur J.W. Gerritzen;;;1;;;;;1
EZK;Dierenarts Noord-Holland B.V.;;;1;;;;;1
EZK;Dierenartsencentrum Ede-Bennekom;;;1;;;;;1
EZK;Dierenartsenpraktijk Doetinchem Zeddam;;;1;;;;;1
EZK;Dierenartsenpraktijk Ell;;;1;;;;;1
EZK;Dierenartsenpraktijk Landsmeer B.V.;;;1;;;;;1
EZK;Dierenartsenpraktijk Nijkerk-Wellensiek;;;1;;;;;1
EZK;Dierenartsenpraktijk Zelhem B.V.;;;1;;;;;1
EZK;Dierenhotel De Mère;;;3;;;;;3
EZK;Dierenkliniek Amsterdam-Noord;;;1;;;;;1
EZK;Dierenkliniek Breda;;;1;;;;;1
EZK;Dierenkliniek D.C.I. van der Star;;;1;;;;;1
EZK;Dierenkliniek Hellevoetsluis B.V.;;;1;;;;;1
EZK;Dierenkliniek Marnixstraat;;;1;;;;;1
EZK;Dierenkliniek Middenwaard;;;1;;;;;1
EZK;Dierenkliniek Ridderkerk;;;1;;;;;1
EZK;Dierenkliniek Schiedam-Noord;;;1;;;;;1
EZK;Dierenkliniek Stede Broec B.V.;;;1;;;;;1
EZK;Dierenkliniek Steenbergen;;;1;;;;;1
EZK;Dierenkliniek Terneuzen;;;1;;;;;1
EZK;Dierenkliniek Veendam B.V.;;;1;;;;;1
EZK;Dierenkliniek Vlagtwedde;;;1;;;;;1
EZK;Dierenkliniek Volendam-Edam;;;1;;;;;1
EZK;Dierenpension 't Hoogeland;;;5;;;;;5
EZK;Dierenziekenhuis Drachten B.V.;;;1;;;;;1
EZK;DIG - Design Innovation Group B.V.;;;2;;;;;2
EZK;Dijkoraad R.R.G. B.V.;;;3;;;;;3
EZK;Dirkzwager N.V.;;;1;;;;;1
EZK;Ditty Blom Plan+Project;;;2;;;;;2
EZK;DKL Putten B.V.;;;1;;;;;1
EZK;DLV Intensief Advies B.V.;;;1;;;;;1
EZK;DNV GL Netherlands B.V.;;;5;;;;;5
EZK;Docfactory B.V.;;;2;;;;;2
EZK;DOKK Advocaten B.V.;;;;;1;;;1
EZK;Dolmans Calamiteiten Diensten;;;1;;;;;1
EZK;Don Offermans;;;4;;;;;4
EZK;Donatello Piras;;;1;;;;;1
EZK;donkergroen;;;1;;;;;1
EZK;Double 2 B.V.;;;2;;;;;2
EZK;DPA Legal Services B.V.;;;;;4;;;4
EZK;DPG Online Services B.V.;;;1;;;;;1
EZK;DPI;;;1;;;;;1
EZK;Dr. M.J.L. Kik, dierenarts voor reptielen;;;1;;;;;1
EZK;Driehoek Advocaten B.V.;;;;;1;;;1
EZK;Driessen United Blenders B.V.;;;3;;;;;3
