Ministerie;Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
BZ;NEP Media Solutions B.V.;;;;5;;;;5
BZ;Nuance door Training & Advies (NTA) B.V.;;;1;;;;;1
BZ;Obvious Advisory;;2;;;;;;2
BZ;OnePlanet Journalistiek;;;2;;;;;2
BZ;Part-up B.V.;;;2;;;;;2
BZ;Quality Support B.V.;;2;;;;;;2
BZ;RAP Consultancy;;;2;;;;;2
BZ;SD Worx Nederland B.V.;;;;;;;1;1
BZ;Significant APE B.V.;;;2;;;;;2
BZ;Stichting Fonds Instituut Clingendael;;;2;;;;;2
BZ;Stichting Ictu;;;1;;;;;1
BZ;Stichting Netherlands Water Partnership (Nwp);;;2;;;;;2
BZ;Stichting Sustainable Scale Up Foundation;;4;;;;;;4
BZ;Teun van Dongen Editing and Policy Analysis;;;1;;;;;1
BZ;The Next Web B.V.;;;;3;;;;3
BZ;TMF Netherlands B.V.;;;;;;;4;4
BZ;TNO B.V.;;;2;;;;;2
BZ;UVA-Kaartenmakers B.V.;;;1;;;;;1
BZ;Van Ierschot;;2;;;;;;2
BZ;Van Rijssen Publicaties;;;1;;;;;1
BZ;VerversAdvies B.V.;;;2;;;;;2
BZ;Willem Elbers Consultancy;;;1;;;;;1
BZK;2KNOWHOW, art of change B.V.;;1;1;;;;;2
BZK;31Volts;;;;2;;;;2
BZK;5hart-IT Opleidingen B.V.;;;1;;;;;1
BZK;7AM Partners B.V.;1;;;;;;;1
BZK;ABF Research B.V.;;;7;;;;;7
BZK;Abrandis!;;1;;;;;;1
BZK;ADConsultancy;;3;;;;;;3
BZK;Aeneas B.V.;;;2;;;;;2
BZK;AEVES B.V.;;;2;;;;;2
BZK;AKD N.V.;2;;;;;;;2
BZK;Altavilla B.V.;;1;;;;;;1
BZK;AMI Maastricht;;2;;;;;;2
BZK;Andale;;1;;;;;;1
BZK;Andersson Elffers Felix;;;3;;;;;3
BZK;AnnA - Annebregje Snijders architects;;1;;;;;;1
BZK;Anna Vastgoed Beheer B.V.;;1;;;;;;1
BZK;anoniem_BZK_135;;1;;;;;;1
BZK;anoniem_BZK_136;;1;;;;;;1
BZK;anoniem_BZK_142;;1;;;;;;1
BZK;anoniem_BZK_152;;2;;;;;;2
BZK;anoniem_BZK_154;;1;;;;;;1
BZK;anoniem_BZK_166;;1;;;;;;1
BZK;anoniem_BZK_169;;2;;;;;;2
BZK;anoniem_BZK_17;;;1;;;;;1
BZK;anoniem_BZK_21;;;;;1;;;1
BZK;anoniem_BZK_27;;;1;;;;;1
BZK;anoniem_BZK_30;;;;;1;;;1
BZK;anoniem_BZK_35;;;1;;;;;1
BZK;anoniem_BZK_36;;;2;;;;;2
BZK;anoniem_BZK_399;;1;;;;;;1
BZK;anoniem_BZK_40;;;2;;;;;2
BZK;anoniem_BZK_403;;2;;;;;;2
BZK;anoniem_BZK_425;;;2;;;;;2
BZK;anoniem_BZK_45;;;4;;;;;4
BZK;anoniem_BZK_46;;;1;;;;;1
BZK;anoniem_BZK_7;;;1;;;;;1
BZK;anoniem_BZK_98;;1;;;;;;1
BZK;Antea Nederland B.V.;;1;4;;;;;4
BZK;APG Service Partners B.V.;;2;3;;;;;4
BZK;ARCADIS Nederland B.V.;;;4;;;;;4
BZK;ArchiXL B.V.;;;1;;;;;1
BZK;Ardis Organisatieontwikkeling B.V.;;1;;;;;;1
BZK;Arnage Horeca B.V.;;;1;;;;;1
BZK;At Osborne B.V.;;1;;;;;;1
BZK;Auxilium B.V.;;3;;;;;;3
BZK;Avanteers;;;1;;;;;1
BZK;Ave Redactie;;;1;;;;;1
BZK;Babbage Company B.V.;;;4;;;;;4
BZK;Bakkerij C.J. van Kempen;;;1;;;;;1
BZK;Banketbakkerij Boheemen;;;1;;;;;1
BZK;Bar Restaurant Pavlov B.V.;;1;1;;;;;1
BZK;Barbarossa Beach B.V.;;;1;;;;;1
BZK;Barnhoorn Mediation;;;;;1;;;1
BZK;Bart Hoogveld beeldredactie & fotografie;;;1;;;;;1
BZK;Becis B.V.;;;2;;;;;2
BZK;BedrijfsMotivaties B.V.;;1;;;;;;1
BZK;Benthurst GmbH;;2;;;;;;2
BZK;Bento Presentaties;;2;;;;;;2
BZK;Berenschot B.V.;;;3;;;;;3
BZK;Berenschot Groep B.V.;;;5;;;;;5
BZK;Best Value Group B.V.;;1;;;;;;1
BZK;Bijlsoft Ltd.;;;2;;;;;2
BZK;Blauw Research B.V.;;;2;;;;;2
BZK;BMC Management B.V.;;;2;;;;;2
BZK;Bob Papenhuijzen Consultancy;;1;;;;;;1
BZK;Bobbe International B.V.;;;1;;;;;1
BZK;Bos & Meer;;;1;;;;;1
BZK;BouwQ B.V.;;2;;;;;;2
BZK;brainbay B.V.;;;2;;;;;2
BZK;Bribenco B.V.;;;1;;;;;1
BZK;Brighthives;;1;;;;;;1
BZK;Brink Management/Advies;;;2;;;;;2
BZK;Buck Consultants International B.V.;;;1;;;;;1
BZK;Budgetronics;;;1;;;;;1
BZK;Building Organisation of Students Society;;1;;;;;;1
BZK;BuildingLabel B.V.;;;4;;;;;4
BZK;Bureau 'Mevrouw de Voorzitter';;1;;;;;;1
BZK;Bureau Personal Development B.V.;;;;;2;;;2
BZK;Bureau voor Overheidscommunicatie B.V.;;;4;;;;;4
BZK;Bureau Zuidema Learning Solutions B.V.;;;2;;;;;2
BZK;Buro BRAND Creative Factory B.V.;;;1;;;;;1
BZK;Buro BRAND Visuele Communicatie B.V.;;1;;;;;;1
BZK;Burrata Goudenregenplein B.V.;;;1;;;;;1
BZK;Buyitdirect.com N.V.;;;;1;;;;1
BZK;BvS Advies;;;;;2;;;2
BZK;bygg architecture;;2;;;;;;2
BZK;Café de Ceuvel Coöperatie UA;;;1;;;;;1
BZK;Cafe/Restaurant De Eeuwige Jachtvelden;;;1;;;;;1
BZK;Calcasa B.V.;;;2;;;;;2
BZK;Capgemini Nederland B.V.;;;;;;6;;6
BZK;Carnegie-Stichting;;;1;;;;;1
BZK;Carthago ICT;;;;;;2;;2
BZK;CEEP BENELUX;;;2;;;;;2
BZK;Centrale Bibliotheek Rotterdam;;;1;;;;;1
BZK;Centralpoint Nijmegen B.V.;;;1;;;;;1
BZK;CENTURIO B.V.;;1;;;;;;1
BZK;Ciao! Ciao! B.V.;;;1;;;;;1
BZK;Cimsolutions;;;1;;;;;1
BZK;Citybakerytaart.nl B.V.;;;1;;;;;1
BZK;CM Partners B.V.;;2;;;;;;2
BZK;COMPAREX Nederland B.V.;;;4;;;4;;4
BZK;Complions-GRC B.V.;;;1;;;;;1
BZK;Computel Stand-By B.V.;;;1;;;;;1
BZK;Coop.dk MAD;;;1;;;;;1
BZK;Coöperatie Cirkelstad UA;;2;;;;;;2
BZK;Coöperatie VersnellingNL UA;;1;;;;;;1
BZK;Coöperatieve Vereniging KWH UA;;;1;;;;;1
BZK;Cormet Enjoy the Good Life B.V.;;1;;;;;;1
BZK;Cozijnsen Consulting B.V.;;;2;;;;;2
BZK;CSG, Bureau voor Facilitaire Dienstverlening;;;1;;;;;1
BZK;CTM Solution B.V.;;;;1;;;;1
BZK;CycloMedia Technology B.V.;;2;;;;;;2
BZK;DataChecker B.V.;;;2;;;;;2
BZK;DBN Vision;;;1;;;;;1
BZK;De Argumentenfabriek Groep B.V.;;;;;2;;;2
BZK;De Bonte Koe B.V.;;;1;;;;;1
BZK;De Pier B.V.;;;1;;;;;1
BZK;De School voor Transitie;;;;;1;;;1
BZK;De Waterreus;;;1;;;;;1
BZK;De Winkel van Sinkel B.V.;;2;;;;;;2
BZK;Debat.NL B.V.;;;2;;;;;2
BZK;DEERNS;;;1;;;;;1
BZK;Deerns Nederland B.V.;;2;;;;;;2
BZK;Dekxels B.V.;;;1;;;;;1
BZK;Deloitte Accountants B.V.;;2;;;;;;2
BZK;Deloitte Group Support Center B.V.;;;3;;;;;3
BZK;Detron Telecom Enterprise;;2;;;;;;2
BZK;DGMR Bouw B.V.;;;1;;;;;1
BZK;DGMR Industrie Verkeer en Milieu B.V.;;;2;;;;;2
BZK;Dialogic Innovatie & Interactie;;;3;;;;;3
BZK;Discountoffice.nl B.V.;;;1;;;;;1
BZK;Divertido;;;1;;;;;1
BZK;D'Javas;;;1;;;;;1
BZK;DPI Animation House B.V.;;;1;;1;;;2
BZK;Drukkerij Wilco;;;1;;;;;1
BZK;Duo Market Research B.V.;;2;;;;;;2
BZK;Dutch Consultancy Group B.V.;;;;;;6;;6
BZK;Duurzaam Gebouwd B.V.;;1;;;;;;1
BZK;E. van Baarle B.V.;;1;;;;;;1
BZK;Easyfairs Nederland B.V.;;2;;;;;;2
BZK;Eazie Den Haag II B.V.;;;1;;;;;1
BZK;Economisch Bureau Amsterdam EBA;;;2;;;;;2
BZK;Ecorys B.V.;;;4;;;;;4
BZK;Effectory Holding B.V.;;2;;;;;;2
BZK;Eiffel B.V.;;;4;;;;;4
BZK;Eigen Zin in Zijn;;;1;;;;;1
BZK;Eindhoven247 B.V.;;1;;;;;;1
BZK;Elektroraad Opleidingen B.V.;;2;;;;;;2
BZK;Elycio Vertalers;;1;;;;;;1
BZK;EMMA Communicatie B.V.;;;1;;;;;1
BZK;Emma Handson B.V.;;;1;;;;;1
BZK;Entopic B.V.;;2;;;;;;2
BZK;EPAM Consulting;;;;;;6;;6
BZK;ER;;;1;;;;;1
BZK;Ergo B.V.;;;2;;;;;2
BZK;Ernst & Young Belastingadviseurs LLP;;2;;;;;;2
BZK;EURS B.V.;;1;;;;;;1
BZK;Explicit Solutions;;1;;;;;;1
BZK;Exploitatiemaatschappij Grand Hotel;;;1;;;;;1
BZK;Fakton B.V.;;;4;;;;;4
BZK;Firm Ground;;1;;;;;;1
BZK;Fletcher Hotel Exploitaties B.V.;;1;;;;;;1
BZK;Floor! Marketing Communicatie & Sales B.V.;;;4;;;;;4
BZK;For Conference B.V.;;;1;;;;;1
BZK;FPh Onderzoek;;1;;;;;;1
BZK;Friso Advies;;1;;;;;;1
BZK;Future Communication Consultants B.V.;;;3;;;;;3
BZK;Ganspoort B.V.;;;1;;;;;1
BZK;Garoeda;;;1;;;;;1
BZK;Gartner Nederland B.V.;;4;4;;;;;5
BZK;gBOU B.V.;;2;;;;;;2
BZK;Gebr. Barendsen B.V.;;;1;;;;;1
BZK;Geodan B.V.;;;3;;;;;3
BZK;Geregeld;;1;;;;;;1
BZK;Governance & Integrity Nederland B.V.;;;2;;;;;2
BZK;Gran Mercado B.V.;;;2;;;;;2
BZK;GRAND HOTEL AMRATH KURHAUS THE HAGUE;;;1;;;;;1
BZK;Granny's Corner;;;1;;;;;1
BZK;Green Turf B.V.;;;1;;;;;1
BZK;H.K. Business & Advisory Services B.V.;;;4;;;;;4
BZK;Hampshire Hotel Management B.V.;;1;;;;;;1
BZK;Harry Booltink Project Advies & Management;;1;;;;;;1
BZK;HaskoningDHV Nederland B.V.;;;;;4;;;4
BZK;Het Kookplein;;;1;;;;;1
BZK;Hoekman Houtindustrie Rijssen B.V.;;;2;;;;;2
BZK;Hoffmann Bedrijfsrecherche B.V.;;;2;;;;;2
BZK;Holding Beheermaatschappij Ropeni B.V.;;;1;;;;;1
BZK;Hollandse Hoogte B.V.;;;1;;;;;1
BZK;Hoogduin Papierrestauratoren;;;1;;;;;1
BZK;Horeca Exploitatie Schiedamse Vest B.V.;;1;;;;;;1
BZK;Hotel-Café-Restaurant Haarhuis;;;1;;;;;1
BZK;HSK Interventie B.V.;;1;;;;;;1
BZK;Huiswerk;;;2;;;;;2
BZK;Humor werkt producties;;1;;;;;;1
BZK;I am Consultancy B.V.;;;1;;;;;1
BZK;ICM Opleidingen & Trainingen B.V.;;;;;;;1;1
BZK;IJKX;;;2;;;;;2
BZK;Impero Romano Holding B.V.;;;1;;;;;1
BZK;in60seconds B.V.;;1;2;;;;;2
BZK;Infamous Productions Foundation;;;1;;;;;1
BZK;InnoValor B.V.;;;2;;;;;2
BZK;Innovention Change Management B.V.;;;1;;;;;1
BZK;Innovero Software Solutions B.V.;;1;;;;;;1
BZK;InsideStory;2;;;;;;;2
BZK;Instituut voor Wijsbegeerte B.V.;;3;;;;;;3
BZK;Intelligence Group B.V.;;;2;;;;;2
BZK;Intenza Consulting Group B.V.;;1;;;;;;1
BZK;Interoffice Kantoorinrichting B.V.;;;1;;;;;1
BZK;Interpoint B.V.;;;;;3;;;3
BZK;IPD European Social Property Services;;;4;;;;;4
BZK;ISS Integrated Facility Services B.V.;;;1;;;;;1
BZK;Istana Indonesisch Restaurant;;;1;;;;;1
BZK;ItaQ;;;5;;;;;5
BZK;itslearning Nederland B.V.;;;2;;;;;2
BZK;Janita Sassen Vormgeving & Fotografie;;;;;1;;;1
BZK;Jenrick Nederland B.V.;;;2;;;;;2
BZK;Jonge Honden 2 C.V.;;;2;;;;;2
BZK;Jont Groenendaal;;1;;;;;;1
BZK;Joost Hoebink;;;1;;;;;1
BZK;Kaas en Toost;;1;;;;;;1
BZK;Kairos Green Development Group B.V.;;;2;;;;;2
BZK;Keizers Taxi;;;1;;;;;1
BZK;Kick Smeets Fotografie;;1;;;;;;1
BZK;Knippenberg Coachend Interim Management;;1;;;;;;1
BZK;Kompanen B.V.;;;4;;;;;4
BZK;Koning Photography;;;1;;;;;1
BZK;Koninklijke Woudenberg;;1;;;;;;1
BZK;Kotteman B.V.;;1;;;;;;1
BZK;Kouwenhoven Fotografie;;;1;;;;;1
BZK;KPMG;;;2;;;;;2
BZK;KPMG Advisory N.V.;;;3;;;;;3
BZK;KPMG Audit;;;2;;;;;2
BZK;Kruis IJzerhandel B.V.;;1;;;;;;1
BZK;KSG Osborne B.V.;;;1;;;;;1
BZK;Kumilamor;;;1;;;;;1
BZK;Kwa Bedrijfsadviseurs B.V.;;1;;;;;;1
BZK;KWD Management Diensten B.V.;;1;;;;;;1
BZK;Laheij Gespreksleiding;;;2;;;;;2
BZK;LANDSADVOCAAT DE;;1;;;;;;1
BZK;Le Bistroquet B.V.;;;1;;;;;1
BZK;Leeuwendaal Advies B.V.;;;3;;;;;3
BZK;Levenswerken;;1;;;;;;1
BZK;Lindblom Public Relations/Public Affairs B.V.;;;;;1;;;1
BZK;Linguist Link Europe;;;1;;;;;1
BZK;Lloyd's Register Nederland B.V.;;1;;;;;;1
BZK;Locatie Marketing en Management Company B.V.;;;4;;;;;4
BZK;LOT of Architecture & Design;;1;;;;;;1
BZK;M.J. den Hartog h.o.d.n. Bailine Rijswijk;;1;;;;;;1
BZK;Maatschap The Demand Group;;;;;;1;;1
BZK;Maliebaan45 B.V.;;1;;;;;;1
BZK;Marcus Evans (Holland) Limited;;;1;;;;;1
BZK;Marieke Textor;;;2;;;;;2
BZK;Marketresponse Nederland B.V.;;;;;;;;
BZK;Marosel B.V.;;2;;;;;;2
BZK;Maxilia B.V.;;;1;;;;;1
BZK;Meetingselect B.V.;;;4;;;;;4
BZK;Megonit;;;2;;;;;2
BZK;Metier Academy Benelux B.V.;;;2;;;;;2
BZK;Mett;;;3;;;;;3
BZK;Meurs HRM;;;;2;;;;2
BZK;MNO Photo;;;1;;;;;1
BZK;Moduli Print B.V.;;;1;;;;;1
BZK;Monitori B.V.;;1;;;;;;1
BZK;More Balls Than Most B.V.;;;1;;;;;1
BZK;Munckhof Reizen B.V.;;;1;;;;;1
BZK;Museum Beelden aan Zee;;;1;;;;;1
BZK;MW & V;;;;;2;;;2
BZK;MWM2 B.V.;2;;1;;;;;2
BZK;N.O. voor toegep.-natuurwetensch. onderz. TNO;;;3;;;;;3
BZK;N.V. Nederlandsch Octrooibureau;;;1;;;;;1
BZK;Nationale Beeldbank B.V.;;;1;;;;;1
BZK;NCOI Techniek Trainingen B.V.;;3;;;;;;3
BZK;Necker van Naem B.V.;;;3;;;;;3
BZK;Nederlandse School voor Openbaar Bestuur B.V.;;;2;;;;;2
BZK;Nederlandse Vereniging voor;;;1;;;;;1
BZK;Netherlands Economic Observatory;;;2;;;;;2
BZK;Network of Research & Architecture B.V.;;1;;;;;;1
BZK;Neuf & Associates B.V.;;1;;;;;;1
BZK;New Sustainable Solutions B.V.;;;3;;;;;3
BZK;NHVB;;;1;;;;;1
BZK;NOSCERE;;1;;;;;;1
BZK;NRC Media Holding B.V.;;;1;;;;;1
BZK;NWC Events B.V.;;;1;;;;;1
BZK;Office Depot International;;;1;;;;;1
BZK;One Fox B.V.;;;2;;;;;2
BZK;OnlyHuman Groep B.V.;;1;;;;;;1
BZK;Open Ateliers B.V.;;1;;;;;;1
BZK;Optima Forma B.V.;;;1;;;;;1
BZK;Ordina Business Consulting & Solutions B.V.;;;;;;4;;4
BZK;Ordina Nederland B.V.;;;;;;5;;5
BZK;Ortec Finance B.V.;;;2;;;;;2
BZK;P & Projects B.V.;;1;;;;;;1
BZK;P2 Proces- en Projectmanagers B.V.;;;2;;;;;2
BZK;Paardekooper Organisatieadvies;;;2;;;;;2
BZK;PACT Public Affairs B.V.;;;;;2;;;2
BZK;PE Fotostudio B.V.;;1;;;;;;1
BZK;PeelPioneers B.V.;;1;;;;;;1
BZK;Peerage;;;3;;;;;3
BZK;Pegasus Events;;;1;;;;;1
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;1;4;2;;2;;;4
BZK;People, Patterns & Policy B.V.;;;;;3;;;3
BZK;PGW Advies;;;1;;;;;1
BZK;PHONSAWAN THAIS RESTAURANT;;;1;;;;;1
BZK;Pieter Verbeek;;;2;;;;;2
BZK;Planting Power;;;1;;;;;1
BZK;Plein 20 Den Haag B.V.;;;1;;;;;1
BZK;Plein 9 A B.V.;;1;1;;;;;1
BZK;Posad B.V.;;;2;;;;;2
BZK;PostNL Data Solutions B.V.;;;;;1;;;1
BZK;Practical Business Solutions B.V.;;;1;;;;;1
BZK;Presence Translate & Interact B.V.;;;1;;;;;1
BZK;Pricewaterhousecoopers Advisory N.V.;;2;5;;;;;6
BZK;Pricewaterhousecoopers N.V.;;;4;;;;;4
BZK;Privacy Management Partners Coöperatie UA;;;4;;;;;4
BZK;Professional Strategies;;2;;;;;;2
BZK;Protinus IT B.V.;;;2;;;2;;3
BZK;Provada B.V.;;2;;;;;;2
BZK;Public Cinema B.V.;;;2;;;;;2
BZK;Punctualis Real Estate C.V.;;1;;;;;;1
BZK;Q42;;2;;;;;;2
BZK;Qirion B.V.;;1;;;;;;1
BZK;RAI Amsterdam B.V.;;2;;;;;;2
BZK;Randstad Uitzendbureau B.V.;;;2;;;;;2
BZK;Real-life Xcape;;;1;;;;;1
BZK;RedNose IT B.V.;;;3;;;;;3
BZK;Regas IP B.V.;;;;;;5;;5
BZK;Re-integratiebureau re-turn B.V.;;1;;;;;;1
BZK;Renata Verloop Advies & Management;;;1;;;;;1
BZK;Restaurant De Zakkendrager B.V.;;;1;;;;;1
BZK;Restaurant Fouquet;;;1;;;;;1
BZK;Restaurant OKAY;;;1;;;;;1
BZK;Rigo;;;3;;;;;3
BZK;Rob Gieling Fotografie;;;1;;;;;1
BZK;Roel Dijkstra Persfotografie;;;1;;;;;1
BZK;Rokery by Simonis B.V.;;;;;;;1;1
BZK;RS Link;;;3;;;;;3
BZK;SDM horses;;;1;;;;;1
BZK;SECRETARY MANAGEMENT INSTITUTE;;;;;1;;;1
BZK;Servicekantoor Ipse de Bruggen;;;1;;;;;1
BZK;Shared Business B.V.;;1;;;;;;1
BZK;Show Rental B.V.;;1;;;;;;1
BZK;Shuttel B.V.;;;5;;;;;5
BZK;Siep Eilander Bestuur & Advies;;;2;;;;;2
BZK;Significant B.V.;;;4;;;1;;4
BZK;Simmons & Simmons LLP;;;4;;;;;4
BZK;Simple Check;;;2;;;;;2
BZK;Sira Consulting B.V.;;;2;;;;;2
BZK;Sjoerd van der Hucht Fotografie;;;1;;;;;1
BZK;SLTN IT Professionals B.V.;;;;;;3;;3
BZK;SNR Schouten & Nelissen Recovery B.V.;;;1;;;;;1
BZK;Socratax;;1;;;;;;1
BZK;SoftwareONE B.V.;;;2;;;;;2
BZK;Sogeti Nederland B.V.;;;;;;7;;7
BZK;Speakers Academy®;;;1;;;;;1
BZK;Sprengers Advocaten;1;1;2;;1;;;2
BZK;Squarewise;;1;;;;;;1
BZK;Starsound Productions Exploitatie B.V.;;;1;;;;;1
BZK;Steensma;;1;;;;;;1
BZK;Steinbuch Consultancy;;1;;;;;;1
BZK;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;1;;;;;;;1
BZK;Stg. Groninger Real Estate Students& Profess.;;1;;;;;;1
BZK;Stg. Standaardbestek Burg.- en Utiliteitsbouw;;3;;;;;;3
BZK;STICHTING CAOP;;;1;;;;;1
BZK;Stichting Crealisatie;;;1;;;;;1
BZK;Stichting De Bouwcampus;;2;;;;;;2
BZK;Stichting Derdengelden APG Service Partners;;8;4;;;;;8
BZK;Stichting Economisch Instituut voor de Bouw;;2;;;;;;2
BZK;Stichting Fundatie J.H.C. Voorhoeve;;;1;;;;;1
BZK;Stichting Het Vastgoed Symposium;;1;;;;;;1
BZK;Stichting Holland Property Plaza;;1;;;;;;1
BZK;Stichting Instituut voor Bouwrecht;;1;;;;;;1
BZK;Stichting Internat. Perscentrum 'Nieuwspoort';;1;1;;;;;1
BZK;Stichting Koninklijke Rotterdamse;;;2;;;;;2
BZK;Stichting Lentiz Onderwijsgroep, samenwe;;;1;;;;;1
BZK;Stichting Nationaal ICT Instituut in de Zorg;;;2;;;;;2
BZK;Stichting NL Cares;;1;;;;;;1
BZK;STICHTING PRODEMOS;;;2;;;;;2
BZK;Stichting SEO Economisch Onderzoek;;1;2;;;;;2
BZK;Stichting WeMakeTheCity;;2;;;;;;2
BZK;Stichting ZB - Planbureau en Bibliotheek;;;1;;;;;1
BZK;Stipo;;;;;;;2;2
BZK;Stipp B.V.;;;;;;6;;6
BZK;Straatman Koster Advocaten B.V.;;1;;;;;;1
