Nederlandse naam,Wetenschappelijke naam,Plantjaar,Leeftijd,Eigenaar,Buurt,Wijk,Boomnummer,X,Y,Lat,Long,Exportdatum
Schietwilg,Salix alba,2001,19,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059702,131446.579,454374.84,5.043626593088473,52.07714899757781,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Furkabaan e.o.,Zuid,4067916,138021.515457334,452731.909924874,5.139616649943879,52.06262288743961,20201123
Gewone plataan,Platanus x hispanica,2012,8,Gemeentelijk,Herenweg e.o.,Noordwest,3022266,136109.742351764,456607.692921928,5.111524257057051,52.097396389297714,20201123
Gewone plataan,Platanus x hispanica,2012,8,Gemeentelijk,Herenweg e.o.,Noordwest,3022267,136106.449651319,456607.48048964096,5.111476216626492,52.09739436762547,20201123
Gewone plataan,Platanus x hispanica,2012,8,Gemeentelijk,Herenweg e.o.,Noordwest,3022268,136102.83830244502,456607.161841211,5.111423531873807,52.09739138039537,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Watervogelbuurt,Oost,4083213,137264.976857501,454425.154212268,5.128496696431198,52.07781804015243,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Watervogelbuurt,Oost,4083214,137268.284237799,454428.46159256605,5.128544769993617,52.077847872641186,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Lodewijk Napoleonplantsoen e.o.,Oost,4083218,137933.23625876,454006.71939298505,5.13826564021217,52.07407814650894,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Lodewijk Napoleonplantsoen e.o.,Oost,4083219,137931.683813685,453997.47222014604,5.138243458546588,52.07399498530136,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Lodewijk Napoleonplantsoen e.o.,Oost,4083220,137928.30893308698,453990.114980442,5.138194600576977,52.073928754621875,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Lodewijk Napoleonplantsoen e.o.,Oost,4083221,137890.577768,453996.392258355,5.137643942202049,52.07398401089956,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2018,2,Gemeentelijk,Simplonbaan e.o.,Zuid,3721901,137459.087,452839.942,5.131409640949038,52.0635763653701,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2018,2,Gemeentelijk,Simplonbaan e.o.,Zuid,3721909,137612.251,452561.761,5.133657319393857,52.061080902722395,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2018,2,Gemeentelijk,Simplonbaan e.o.,Zuid,3721910,137611.641,452554.351,5.133648801651786,52.06101428255093,20201123
Gewone esdoorn,Acer pseudoplatanus,2004,16,Gemeentelijk,"Lange Elisabethstraat, Mariaplaats e.o.",Binnenstad,3959662,136631.397034725,455621.53164138104,5.119190162698784,52.088550381938475,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987576,132786.939,456388.729,5.063047161701313,52.09530502469026,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987582,132813.523,456347.344,5.063437789656756,52.094934126313646,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987583,132804.817,456352.188,5.063310430364692,52.09497731478196,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987589,132845.249,456284.698,5.063904827349624,52.09437234060499,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987590,132836.943,456292.151,5.063783137567618,52.09443899503041,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987591,132837.84100000001,456301.767,5.063795616766351,52.09452545863675,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987592,132843.63,456274.597,5.063881858308138,52.0942814890249,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987598,132855.088,456228.414,5.064052057825493,52.093866859104395,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Grauwaart,Leidsche Rijn,3987599,132851.228,456215.008,5.063996601990864,52.0937462128889,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Leeuwesteyn,Leidsche Rijn,4002402,133679.051,456319.343,5.076069939932196,52.09471646116844,20201123
Gewone plataan,Platanus x hispanica,,,Gemeentelijk,Grauwaart,Leidsche Rijn,4002428,131989.881,455367.51,5.051484740004892,52.08609386125555,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,De Woerd,Vleuten - De Meern,3917611,131733.483,455259.449,5.047751314945761,52.08511190726326,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,De Woerd,Vleuten - De Meern,3917612,131731.021,455240.074,5.047716717021689,52.08493766319947,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,De Woerd,Vleuten - De Meern,3917616,131615.345,455319.604,5.046023620908661,52.08564759888645,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,De Woerd,Vleuten - De Meern,3917617,131613.119,455317.24,5.045991306401203,52.08562625749225,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,De Woerd,Vleuten - De Meern,3917631,131721.345,455633.824,5.047548682874902,52.088476242568376,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,De Woerd,Vleuten - De Meern,3917632,131723.605,455636.82,5.047581453139388,52.088503265309015,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,De Woerd,Vleuten - De Meern,3917633,131724.679,455630.602,5.047597547676327,52.088447423698256,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Parkwijk-zuid,Leidsche Rijn,4002484,132895.635,455587.997,5.064685235545894,52.08811247061821,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Parkwijk-zuid,Leidsche Rijn,4002551,132997.016,455604.096,5.066163394097913,52.088261204281174,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Parkwijk-zuid,Leidsche Rijn,4002553,132979.96600000001,455616.707,5.065913811667552,52.08837387316005,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Parkwijk-zuid,Leidsche Rijn,4002555,132991.227,455582.935,5.066080294747732,52.088070781032194,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Leeuwesteyn,Leidsche Rijn,4002403,133672.967,456318.635,5.0759812025789754,52.094709863422665,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Leeuwesteyn,Leidsche Rijn,4002404,133652.161,456302.048,5.075678626432307,52.094559979181625,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,,,Gemeentelijk,Leeuwesteyn,Leidsche Rijn,4002405,133656.388,456326.151,5.075738800834016,52.09477677772619,20201123
Gewone esdoorn,Acer pseudoplatanus,1994,26,Gemeentelijk,Brennerbaan e.o.,Zuid,1847565,137623.838,453225.401,5.133792522065029,52.067046055726394,20201123
Schietwilg,Salix alba,1960,60,Gemeentelijk,Landgoederen,,1847570,139913.264,453786.167,5.1671560551021045,52.07215326884678,20201123
Ruwe berk,Betula pendula,1969,51,Gemeentelijk,"Savannahweg, Kobaltweg e.o.",West,1847573,132115.659,458571.261,5.053104764626755,52.1148940187953,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2013,7,Gemeentelijk,Furkabaan e.o.,Zuid,1847574,137782.059,452396.202,5.136141756997855,52.059598159598174,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2000,20,Gemeentelijk,"Maarschalkerweerd, Mereveld",Oost,1847581,138263.855,454290.535,5.143074124668542,52.07663915981041,20201123
Schietwilg,Salix alba,2004,16,Gemeentelijk,Haarrijn,Vleuten - De Meern,1847657,130396.271,458392.781,5.028016005543745,52.11321608950849,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2001,19,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3051458,131581.834958593,454671.611533254,5.045579192088006,52.07982208814154,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2009,11,Gemeentelijk,Brennerbaan e.o.,Zuid,3820792,137761.074536915,452915.886294921,5.135809555513258,52.06426842678182,20201123
Schietwilg,Salix alba,2001,19,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059814,131420.468,454322.955,5.043249299569524,52.07668154896209,20201123
Schietwilg,Salix alba,2001,19,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059815,131419.455,454315.752,5.043235020828875,52.0766167659123,20201123
Ruwe berk,Betula pendula,2001,19,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,3059817,131418.667,454310.35000000003,5.043223899709365,52.07656817966782,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,'t Weer,Vleuten - De Meern,3692859,129886.802,455551.637,5.020787757616145,52.08765739857452,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,'t Weer,Vleuten - De Meern,3692860,129887.201,455556.635,5.0207932112013,52.087702338085585,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2019,1,Gemeentelijk,'t Weer,Vleuten - De Meern,3692861,129890.126,455561.809,5.020835506938487,52.0877489740064,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701668,136670.83110520602,458020.677565585,5.119636569253453,52.11011504710512,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701670,136643.967,458037.791,5.119243492935619,52.110267970945614,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701671,136657.763,458039.265,5.119444804363304,52.110281676486586,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701672,136652.712,458040.004,5.119371031245555,52.11028815114897,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701673,136658.437,458029.929,5.1194551457267865,52.11019778764523,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701674,136658.022,458033.253,5.119448908761204,52.11022764972333,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701675,136653.443,458034.498,5.119381998632438,52.110238687918844,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701676,136655.436,458037.124,5.119410950602894,52.11026235624152,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2017,3,Gemeentelijk,Taagdreef e.o.,Overvecht,3701677,136664.55,458025.356,5.119544627760701,52.11015688844374,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,1999,21,Gemeentelijk,"Bernadottelaan e.o., GWC",Zuidwest,3753849,134732.214724873,454057.59847955,5.091572738033639,52.0744275998506,20201123
Soortnaam nader te bepalen,Soortnaam nader te bepalen,2018,2,Gemeentelijk,Het Zand-oost,Leidsche Rijn,3532883,132035.097,456626.163,5.052059686102454,52.09740838161951,20201123
Papier berk,Betula papyrifera,2018,2,Gemeentelijk,Het Zand-oost,Leidsche Rijn,3532884,132067.17,456605.592,5.052529126711989,52.09722482121,20201123
Schietwilg,Salix alba,1975,45,Gemeentelijk,De Meern-west,Vleuten - De Meern,1917343,130474.90000000001,454097.373,5.029472787418962,52.07461298423181,20201123
Gewone plataan,Platanus x hispanica,1995,25,Gemeentelijk,Neckardreef-zuid,Overvecht,1917358,137041.795,458942.311,5.125003220790757,52.11841076789725,20201123
Grijze els,Alnus incana,2004,16,Gemeentelijk,Bedrijvengebied Papendorp,Leidsche Rijn,1917360,134424.789,453317.42,5.087133216596227,52.06776358021526,20201123
Gewone esdoorn,Acer pseudoplatanus,1996,24,Gemeentelijk,Oudwijk-zuid,Oost,1917366,137719.687,455219.151,5.135089439028753,52.08496882531499,20201123
Schietwilg,Salix alba,1990,30,Gemeentelijk,Simplonbaan e.o.,Zuid,1917379,137537.955,452119.861,5.132596537704333,52.057106771645444,20201123
Gewone plataan,Platanus x hispanica,2009,11,Gemeentelijk,"Achter 't Spoor, De Hagen",Vleuten - De Meern,1917381,129066.234,457224.657,5.008688222670541,52.102656443830185,20201123
Gewone esdoorn,Acer pseudoplatanus,1990,30,Gemeentelijk,Tigrisdreef-oost,Overvecht,1917391,135779.688,459906.046,5.106521544932106,52.12703031280492,20201123
Grauwe els of Zwarte els,Alnus glutinosa,1991,29,Gemeentelijk,Landgoederen,,1917402,139339.7,453975,5.15878175669735,52.073834586737554,20201123
Gewone plataan,Platanus x hispanica,2001,19,Gemeentelijk,Veldhuizen-zuid,Vleuten - De Meern,1918451,129711.98,455028.492,5.018275833857456,52.082947478472285,20201123
Hartbladige els,Alnus cordata,1985,35,Gemeentelijk,Nieuw Hoograven-noord,Zuid,1918478,137207.183,453309.374,5.127711788689638,52.06778758343548,20201123
Goudberk,Betula ermanii 'Blush',2004,16,Gemeentelijk,De Rietvelden,Vleuten - De Meern,1918484,128429.444,456329.398,4.999463956562792,52.0945797933889,20201123
Schietwilg,Salix alba,1992,28,Gemeentelijk,Rijnsweerd-noord,Oost,1918493,139243.314,456204.719,5.157272937652197,52.09387251184167,20201123
Schietwilg,Salix alba,2009,11,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,1918495,131544.97,454767.697,5.045034811720675,52.08068413571159,20201123
Els,Alnus x spaethii,1970,50,Gemeentelijk,Amazonedreef-noord,Overvecht,1919538,135284.464,459307.836,5.0993243124524845,52.121636244601824,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2004,16,Gemeentelijk,Veldhuizen-zuid,Vleuten - De Meern,1919551,128896.963,454756.461,5.006406591795711,52.08046468496847,20201123
Japanse magnolia,Magnolia kobus,2009,11,Gemeentelijk,Adenauerlaan e.o.,Zuidwest,1919561,134393.97,454239.794,5.086628091435777,52.07605268631948,20201123
Witte Himalayaberk,Betula utilis 'Doorenbos',2006,14,Gemeentelijk,De Balije,Vleuten - De Meern,1921914,129906.064,454618.471,5.02113742478674,52.079271083238154,20201123
Haagbeuk,Carpinus betulus 'Frans Fontaine',2004,16,Gemeentelijk,De Rietvelden,Vleuten - De Meern,1921932,129111.543,456531.698,5.009402135664279,52.09643035194874,20201123
Bolacacia,Robinia pseudoacacia 'Umbraculifera',1980,40,Gemeentelijk,2e Daalsebuurt,Noordwest,1921934,135495.014,456722.334,5.102546633354436,52.098405460519984,20201123
Gewone plataan,Platanus x hispanica,1960,60,Gemeentelijk,Kaatstraat e.o.,Noordwest,1922972,136056.155,456977.691,5.1107216713213885,52.10072007393423,20201123
Schietwilg,Salix alba,1985,35,Gemeentelijk,De Tol,Vleuten - De Meern,1922981,129783.129,458184.487,5.0190803989649,52.11131637473647,20201123
Gewone plataan,Platanus x hispanica,1970,50,Gemeentelijk,De Meern-oost,Vleuten - De Meern,1922991,131038.75,454686.215,5.0376557862940174,52.079930115994955,20201123
Schietwilg,Salix alba,2006,14,Gemeentelijk,De Rietvelden,Vleuten - De Meern,1923012,128510.776,456884.10000000003,5.000607698979763,52.09956926798284,20201123
Hartbladige els,Alnus cordata,1980,40,Gemeentelijk,Nieuw Hoograven-noord,Zuid,1923019,137166.967,453230.649,5.127129392546736,52.06707871196736,20201123
Schietwilg,Salix alba,1975,45,Gemeentelijk,De Tuinlanden,Vleuten - De Meern,1923023,129160.964,455560.64,5.010196912379739,52.08770492411672,20201123
Enkelbladige acacia,Robinia pseudoacacia 'Unifolia',2007,13,Gemeentelijk,Het Zand-west,Leidsche Rijn,1923031,130511.276,456991.282,5.0297956279978875,52.10062471726092,20201123
Kronkelwilg,Salix babylonica 'Tortuosa',1969,51,Gemeentelijk,Olympus e.o.,Zuid,1923035,137001.914,452284.538,5.12477215689388,52.05856974340926,20201123
Goudberk,Betula ermanii,2007,13,Gemeentelijk,De Rietvelden,Vleuten - De Meern,1924099,129062.579,456409.168,5.008696918707959,52.09532677805588,20201123
Ruwe berk,Betula pendula,1969,51,Gemeentelijk,"Savannahweg, Kobaltweg e.o.",West,1924103,132095.084,458546.25,5.052806067617488,52.114668372059285,20201123
Kegelvormige haagbeuk,Carpinus betulus 'Fastigiata',1995,25,Gemeentelijk,Máximapark Binnenhof,Vleuten - De Meern,1924111,130209.138,456883.899,5.02539388091289,52.09964612499251,20201123
Schietwilg,Salix alba,1975,45,Gemeentelijk,Haarzuilens e.o.,Vleuten - De Meern,1924122,127187.853,459045.478,4.9811244022902015,52.118930443896154,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2007,13,Gemeentelijk,De Rietvelden,Vleuten - De Meern,1924124,128647.25,456730.309,5.002611306248912,52.09819353170151,20201123
Schietwilg,Salix alba,1990,30,Gemeentelijk,Havengebied,West,1909932,132761.918,457500.726,5.062609501853568,52.1052985296517,20201123
Gewone haagbeuk,Carpinus betulus,2007,13,Gemeentelijk,Máximapark Noord,Vleuten - De Meern,1909949,130196.149,457456.772,5.025162632237323,52.104794446044004,20201123
Grauwe els of Zwarte els,Alnus glutinosa,1990,30,Gemeentelijk,Kaap Hoorndreef e.o.,Overvecht,1909966,135408.709,458499.3,5.1011849721178315,52.114373623233156,20201123
Witte Himalayaberk,Betula utilis 'Doorenbos',2008,12,Gemeentelijk,De Balije,Vleuten - De Meern,1909989,130097.097,455100.508,5.023888948321581,52.08361220030059,20201123
Schietwilg,Salix alba,2009,11,Gemeentelijk,Haarzuilens e.o.,Vleuten - De Meern,1911049,128062.307,461080.807,4.993730757413771,52.137266834815186,20201123
Schietwilg,Salix alba,1970,50,Gemeentelijk,Rijnsweerd-noord,Oost,1911064,139035.035,456438.531,5.154222694598683,52.09596803907795,20201123
acacia,Robinia pseudoacacia 'Bessoniana',1985,35,Gemeentelijk,Schildersbuurt,Oost,1911068,138545.57,455372.641,5.147131282631615,52.086373536553026,20201123
Schietwilg,Salix alba,1990,30,Gemeentelijk,Furkabaan e.o.,Zuid,1911087,137993.173,452607.485,5.139209547074705,52.06150368785625,20201123
Schietwilg,Salix alba,2007,13,Gemeentelijk,De Balije,Vleuten - De Meern,1913426,129851.144,454724.673,5.020328451241255,52.080223124279904,20201123
Gewone esdoorn,Acer pseudoplatanus,1975,45,Gemeentelijk,Bedrijvengebied Overvecht,Overvecht,1914458,134969.963,460146.358,5.094682815091688,52.12916148142835,20201123
Schietwilg,Salix alba,2013,7,Gemeentelijk,Furkabaan e.o.,Zuid,1914471,137797.355,452351.059,5.136367064488454,52.05919288929801,20201123
Bolacacia,Robinia pseudoacacia 'Umbraculifera',1990,30,Gemeentelijk,Abstede-oost,Oost,1914481,137595.493,455078.246,5.133284694612194,52.0836984883899,20201123
Gewone rode esdoorn,Acer pseudoplatanus 'Atropurpureum',1995,25,Gemeentelijk,De Meern-west,Vleuten - De Meern,1914490,130488.321,454780.096,5.029619516011056,52.08074982424297,20201123
Gewone esdoorn,Acer pseudoplatanus 'Negenia',2001,19,Gemeentelijk,Langerak-Oost,Leidsche Rijn,1914506,132947.776,455384.396,5.065459157917486,52.08628460118372,20201123
Schietwilg,Salix alba,2009,11,Gemeentelijk,De Tol,Vleuten - De Meern,1914517,129796.523,458344.508,5.019264086971766,52.11275522834475,20201123
GeleTreurwilg,Salix x sepulcralis 'Chrysocoma',1995,25,Gemeentelijk,'t Weer,Vleuten - De Meern,1915642,130826.053,455562.656,5.034490917270205,52.087798233804875,20201123
Schietwilg,Salix alba 'Chermesina',2003,17,Gemeentelijk,Terwijde-west,Leidsche Rijn,1915665,131095.889357834,457544.186204563,5.03828900805548,52.10561970163673,20201123
Schietwilg,Salix alba,2010,10,Gemeentelijk,Haarrijn,Vleuten - De Meern,1915670,129359.536,458666.609,5.012860508689427,52.11563014296426,20201123
Gewone plataan,Platanus x hispanica,2015,5,Gemeentelijk,Bomenbuurt,Noordwest,1915688,134958.654,457682.259,5.0946626346027974,52.10701402566781,20201123
Grauwe els of Zwarte els,Alnus glutinosa,1980,40,Gemeentelijk,Brennerbaan e.o.,Zuid,1916723,137673.123,453295.364,5.1345077293470895,52.06767642520811,20201123
Els,Alnus x spaethii,2004,16,Gemeentelijk,Terwijde-west,Leidsche Rijn,1916735,130956.429,457561.229,5.03625222091863,52.105766839437926,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2005,15,Gemeentelijk,Terwijde-west,Leidsche Rijn,1920207,131283.339,457628.198,5.041019206727209,52.10638285230643,20201123
Gewone plataan,Platanus x hispanica,2012,8,Gemeentelijk,Hoge Weide,Leidsche Rijn,1920208,133389.651,456037.68,5.071864677811278,52.09217368040973,20201123
Schietwilg,Salix alba,1959,61,Gemeentelijk,"Nieuwe Vaart, Odenvelt",Vleuten - De Meern,1920210,128985.08,458176.709,5.007431090938615,52.11120952618891,20201123
Schietwilg,Salix alba,1975,45,Gemeentelijk,"Maarschalkerweerd, Mereveld",Oost,1920211,138275.195,454297.857,5.1432391804068915,52.07670531219778,20201123
Laurierwilg,Salix pentandra,1993,27,Gemeentelijk,'t Weer,Vleuten - De Meern,1920214,130560.247,455525.961,5.030615349097899,52.08745675631557,20201123
Grijze els,Alnus incana,1969,51,Gemeentelijk,"Maarschalkerweerd, Mereveld",Oost,1920216,138624.872,453719.674,5.148367589619479,52.07151905753036,20201123
Grauwe els of Zwarte els,Alnus glutinosa,1986,34,Gemeentelijk,Simplonbaan e.o.,Zuid,1921280,137571.555,452386.934,5.133072818874178,52.059508280482625,20201123
Westerse levensboom,Thuja occidentalis,1985,35,Gemeentelijk,Bokkenbuurt,Zuid,1921288,137550.406,453883.227,5.132688001855199,52.07295627611152,20201123
Gewone plataan,Platanus x hispanica,2009,11,Gemeentelijk,Het Zand-west,Leidsche Rijn,1921293,131133.251,456129.105,5.038933404962335,52.092902739391434,20201123
Schietwilg,Salix alba 'Liempde',2001,19,Gemeentelijk,Parkwijk-zuid,Leidsche Rijn,1921307,132646.672,455507.82,5.061058002023581,52.08738185385042,20201123
Gewone haagbeuk,Carpinus betulus,1983,37,Gemeentelijk,Landgoederen,,1922364,140429.34,453666.34,5.1746883283874965,52.07109007256419,20201123
Schietwilg,Salix alba,1985,35,Gemeentelijk,Terwijde-west,Leidsche Rijn,1922368,130585.269,457361.205,5.030849025122549,52.103952803749344,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2007,13,Gemeentelijk,Máximapark Noord,Vleuten - De Meern,1922391,130523.981,457660.139,5.029933022380647,52.10663687406666,20201123
Gewone esdoorn,Acer pseudoplatanus,1969,51,Gemeentelijk,Tigrisdreef-west,Overvecht,1922403,135266.73,459625.607,5.099046956965552,52.12449170117601,20201123
Els,Alnus x spaethii,1970,50,Gemeentelijk,De Meern-oost,Vleuten - De Meern,1922405,131107.883,454469.495,5.0386794541358535,52.077985243461356,20201123
Ruwe berk,Betula pendula,1985,35,Gemeentelijk,Bedrijvengebied Oudenrijn,Vleuten - De Meern,1922418,131869.042,454952.606,5.049749850606832,52.082359709229195,20201123
Gewone esdoorn,Acer pseudoplatanus 'Negenia',1970,50,Gemeentelijk,Tuindorp-oost,Noordoost,1926917,137840.191,457911.075,5.136712086750948,52.109167434700176,20201123
Schietwilg,Salix alba,2020,0,Gemeentelijk,Voordorp,Noordoost,1926926,138210.834,457812.759,5.142127363294709,52.10829514316358,20201123
Gewone plataan,Platanus x hispanica,2007,13,Gemeentelijk,Tigrisdreef-oost,Overvecht,1926931,135953.19,459694.418,5.109067072735798,52.12513422534082,20201123
Schietwilg,Salix alba,1990,30,Gemeentelijk,Abstede-oost,Oost,1926949,137482.361,455202.371,5.13162782858679,52.08481055284252,20201123
Schietwilg,Salix alba,1990,30,Gemeentelijk,Havengebied,West,1910450,132790.961,457456.316,5.063036309531471,52.10490054371448,20201123
Bolacacia,Robinia pseudoacacia 'Umbraculifera',2011,9,Gemeentelijk,Mariëndaalstraat e.o.,Noordwest,1911509,135148.32,457390.05,5.097448146841064,52.10439451270945,20201123
Schietwilg,Salix alba,2007,13,Gemeentelijk,De Rietvelden,Vleuten - De Meern,1911520,128915.552,456530.368,5.006542118332335,52.09640919847641,20201123
Gewone haagbeuk,Carpinus betulus,1960,60,Gemeentelijk,Zuilen-noord,Noordwest,1911526,132754.597,459432.657,5.062376498221674,52.122662184306414,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2013,7,Gemeentelijk,De Woerd,Vleuten - De Meern,1911545,131510.532,455346.441,5.044492588787772,52.08588437158719,20201123
Schietwilg,Salix alba,1975,45,Gemeentelijk,Rijnsweerd-noord,Oost,1896314,138496.3,456087.978,5.146377831140911,52.0928014914834,20201123
Schietwilg,Salix alba,1990,30,Gemeentelijk,"Savannahweg, Kobaltweg e.o.",West,1897416,131406.996,458586.225,5.04275782044233,52.11499875200125,20201123
Gewone plataan,Platanus x hispanica,1970,50,Gemeentelijk,Marco Pololaan e.o.,Zuidwest,1897465,135281.641,453755.798,5.099604124980067,52.07173485660268,20201123
Gewone esdoorn,Acer pseudoplatanus 'Rotterdam',1970,50,Gemeentelijk,Tigrisdreef-oost,Overvecht,1898531,135788.542,459474.911,5.106675165572764,52.123155628359775,20201123
Gewone plataan,Platanus x hispanica,2008,12,Gemeentelijk,Terwijde-oost,Leidsche Rijn,1898544,131775.165,457243.128,5.048224342142376,52.10294274715262,20201123
Gewone haagbeuk,Carpinus betulus,1990,30,Gemeentelijk,Majellapark e.o.,West,1898574,134561.995320759,456516.76030931,5.088942609410365,52.096524126178295,20201123
Grauwe els of Zwarte els,Alnus glutinosa,2006,14,Gemeentelijk,Het Zand-west,Leidsche Rijn,1898580,131186.779,456548.309,5.039685212738418,52.096672800689845,20201123
Grauwe els of Zwarte els,Alnus glutinosa,1980,40,Gemeentelijk,Bedrijvengebied Overvecht,Overvecht,1899618,133770.987,459868.698,5.077190405357651,52.12662119696283,20201123
Gewone haagbeuk,Carpinus betulus,1995,25,Gemeentelijk,Tigrisdreef-oost,Overvecht,1899629,135871.511,459843.13,5.107865991978199,52.126468013695145,20201123
acacia,Robinia pseudoacacia 'Bessoniana',1980,40,Gemeentelijk,Tigrisdreef-oost,Overvecht,1903085,135788.365,459532.961,5.106669306231306,52.12367736910875,20201123
Gewone acacia,Robinia pseudoacacia,2007,13,Gemeentelijk,Amazonedreef-zuid,Overvecht,1903087,135435.154,459284.685,5.101525936585721,52.12143351504246,20201123
Gewone esdoorn,Acer pseudoplatanus,1980,40,Gemeentelijk,Den Hommel,West,1903094,134404.919,454880.366,5.086749147872725,52.08181051611444,20201123
Goudberk,Betula ermanii 'Blush',2007,13,Gemeentelijk,De Rietvelden,Vleuten - De Meern,1903102,128536.406,456686.045,5.000997119865144,52.09779040598932,20201123
