gemcode;gm_naam;wijk;buurt;bu_naam;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm9812;lbm0206;lbm0208;lbm0210;lbm0212;lbm0608;lbm0610;lbm0612;lbm0810;lbm0812;lbm1012;bev;lftsam;publ;veilig;vrz;won
5;Bedum;0;3;Verspreide huizen Zuidwolde;2006;7; ;4; ; ; ;3; ; ; ; ; ; ; ; ; ;29,62459;32,07734;-34,37946;42,94993;-30,51523;48,65665
5;Bedum;0;3;Verspreide huizen Zuidwolde;2008;7; ; ;4; ; ; ;3; ; ;3; ; ; ; ; ;32,13238;32,19926;-33,46816;40,72622;-33,31619;48,77273
5;Bedum;0;3;Verspreide huizen Zuidwolde;2010;7; ; ; ;4; ; ; ;3; ; ;3; ;3; ; ;33,70212;31,10721;-21,06247;27,48508;-33,31619;49,00876
5;Bedum;0;3;Verspreide huizen Zuidwolde;2012;7; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;31,54855;33,63084;-23,87181;39,81399;-33,31619;48,69327
5;Bedum;0;4;Onderdendam;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-4,46336;-18,89052;13,12704;41,21872;1,67245;34,0236
5;Bedum;0;4;Onderdendam;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4,43728;6,27198;12,71395;37,08825;-41,73471;38,77919
5;Bedum;0;4;Onderdendam;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;,98145;22,11951;10,37341;33,50934;-41,73471;37,18923
5;Bedum;0;4;Onderdendam;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;8,32125;25,50429;-24,76107;35,70473;-41,73471;37,51031
5;Bedum;0;4;Onderdendam;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;10,45609;20,9465;2,9679;24,89141;-41,73471;37,5216
5;Bedum;0;4;Onderdendam;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;9,57468;27,55301;7,09364;31,90806;-41,73471;36,87975
5;Bedum;0;5;Verspreide huizen Onderdendam;1998;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16,60054;49,88849;-19,18385;44,60978;9,30728;48,42986
5;Bedum;0;5;Verspreide huizen Onderdendam;2002;7;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15,08248;49,6036;-22,47161;40,38328;-41,73471;48,8018
5;Bedum;0;5;Verspreide huizen Onderdendam;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;5,93203;46,07333;-22,33233;29,68103;-41,73471;49,05424
5;Bedum;0;5;Verspreide huizen Onderdendam;2008;7; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;20,26366;47,22144;-22,90489;29,94417;-41,73471;49,06019
5;Bedum;0;5;Verspreide huizen Onderdendam;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;24,61174;27,25164;-20,37618;11,55946;-41,73471;49,28218
5;Bedum;0;5;Verspreide huizen Onderdendam;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;11,25568;-5,91481;-17,27142;34,08068;-41,73471;49,1245
5;Bedum;0;6;Noordwolde;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10,46631;-12,2386;,56772;41,51363;3,69294;48,48745
5;Bedum;0;6;Noordwolde;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23,77558;-25,66737;-,07454;36,15212;-33,31619;48,16862
5;Bedum;0;6;Noordwolde;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;13,99833;-11,77472;2,04216;41,5135;-33,31619;44,32991
5;Bedum;0;6;Noordwolde;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;16,30361;-18,7794;3,87293;37,38562;-33,31619;48,27793
5;Bedum;0;6;Noordwolde;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;14,27932;-15,42821;2,99335;23,85236;-33,31619;48,23111
5;Bedum;0;6;Noordwolde;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;17,28701;-15,4212;-,63902;29,07165;-33,31619;48,20425
5;Bedum;0;7;Verspreide huizen Noordwolde;1998;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28,05846;47,01143;-24,74611;36,00122;-1,38554;49,60699
5;Bedum;0;7;Verspreide huizen Noordwolde;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16,6434;-,60969;-26,56843;19,16424;-33,31619;49,64627
5;Bedum;0;7;Verspreide huizen Noordwolde;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;14,30136;14,59457;-25,74142;23,78999;-33,31619;49,71205
5;Bedum;0;7;Verspreide huizen Noordwolde;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;18,48257;9,70004;-34,697;17,11746;-33,31619;49,6107
5;Bedum;0;7;Verspreide huizen Noordwolde;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,67912;21,40623;-34,61968;23,44904;-33,31619;49,64931
5;Bedum;0;7;Verspreide huizen Noordwolde;2012;7; ; ; ; ;3; ; ; ;4; ; ;4; ;4;4;34,11451;38,09432;-35,04542;34,69624;-33,31619;49,6272
7;Bellingwedde;0;0;Bellingwolde;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-13,92277;7,32608;-14,88287;40,12385;-2,52507;33,14362
7;Bellingwedde;0;0;Bellingwolde;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-3,3226;27,03917;-15,57705;36,46943;-22,0269;37,23045
7;Bellingwedde;0;0;Bellingwolde;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-16,56277;28,73953;-16,81044;38,16477;-30,37994;35,29402
7;Bellingwedde;0;0;Bellingwolde;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-6,63178;28,95988;-28,74673;34,91446;-30,15344;36,55912
7;Bellingwedde;0;0;Bellingwolde;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-8,61584;34,38491;-12,64238;39,19814;-30,98422;37,17198
7;Bellingwedde;0;0;Bellingwolde;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;-10,39327;35,45526;-11,3297;31,47006;-29,93894;36,85098
7;Bellingwedde;0;1;Vriescheloo;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-25,51419;43,4354;-32,40566;42,77394;-33,96523;44,10654
7;Bellingwedde;0;1;Vriescheloo;2002;6;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,70106;48,39667;-33,48453;42,83013;-38,04204;46,70977
7;Bellingwedde;0;1;Vriescheloo;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-13,93337;23,41285;-32,04865;43,56565;-38,04204;44,55454
7;Bellingwedde;0;1;Vriescheloo;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-3,39898;20,97072;-42,906;42,50806;-38,04204;44,5238
7;Bellingwedde;0;1;Vriescheloo;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;9,01143;20,0919;-14,69188;39,25935;-38,04204;45,41565
7;Bellingwedde;0;1;Vriescheloo;2012;6; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;13,72422;26,49922;-11,85848;41,4737;-38,04204;45,59302
7;Bellingwedde;0;2;Rhederweg-West;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-29,27817;29,57015;-14,05106;42,88632;-22,77169;38,97013
7;Bellingwedde;0;2;Rhederweg-West;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-,83851;9,71431;-20,01793;39,67389;-35,92709;32,37919
7;Bellingwedde;0;2;Rhederweg-West;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-6,93926;14,99725;-19,02791;39,13976;-38,30995;38,12114
7;Bellingwedde;0;2;Rhederweg-West;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;3,0002;11,41967;-36,4757;40,05219;-38,78466;36,64869
7;Bellingwedde;0;2;Rhederweg-West;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;3,55171;6,00417;-24,65521;30,50351;-39,04142;38,1785
7;Bellingwedde;0;2;Rhederweg-West;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;1,04103;5,67209;-17,36951;37,91549;-37,13482;38,08218
7;Bellingwedde;0;4;Vriescheloo-Zuid;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-21,57966;23,18579;-18,91594;39,85245;-38,13207;31,35169
7;Bellingwedde;0;4;Vriescheloo-Zuid;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-6,75836;35,14655;-19,86068;38,6649;-39,14101;34,66384
7;Bellingwedde;0;4;Vriescheloo-Zuid;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-9,79842;-15,62816;-19,69112;39,23319;-39,22426;36,77118
7;Bellingwedde;0;4;Vriescheloo-Zuid;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-10,44584;-14,49875;-29,22873;40,54136;-39,55958;36,26975
7;Bellingwedde;0;4;Vriescheloo-Zuid;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-12,96368;-9,15981;-25,45053;41,08193;-39,5221;38,1465
7;Bellingwedde;0;4;Vriescheloo-Zuid;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;4,67703;-12,04374;-13,10466;37,95393;-38,72676;39,07255
7;Bellingwedde;0;5;Oudeschans;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-1,84552;-35,16341;-29,54784;38,96681;-2,42441;48,15853
7;Bellingwedde;0;5;Oudeschans;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-12,78354;19,53068;-31,78179;39,70415;-33,31619;45,25821
7;Bellingwedde;0;5;Oudeschans;2006;6; ;3; ; ; ;4; ; ; ; ; ; ; ; ; ;2,66805;28,35542;-29,15419;41,02606;-33,31619;49,14479
7;Bellingwedde;0;5;Oudeschans;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;3,7787;39,01838;-21,22277;28,59849;-33,31619;49,12587
7;Bellingwedde;0;5;Oudeschans;2010;6; ; ; ;4; ; ; ;4; ; ;3; ;3; ; ;11,62064;37,51881;-10,97341;36,15155;-33,31619;49,14292
7;Bellingwedde;0;5;Oudeschans;2012;7; ; ; ; ;5; ; ; ;5; ; ;4; ;4;3;23,03189;41,9995;-23,56093;47,23424;-33,31619;49,13518
7;Bellingwedde;0;7;Verspreide huizen ten zuidoosten van Bellingwolde;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-18,64667;49,97792;-23,46353;46,2086;3,72544;40,52783
7;Bellingwedde;0;7;Verspreide huizen ten zuidoosten van Bellingwolde;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2,14255;49,62116;-25,0484;46,18024;-37,04177;40,85859
7;Bellingwedde;0;7;Verspreide huizen ten zuidoosten van Bellingwolde;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-6,75426;46,38344;-23,20839;46,16424;-37,29736;41,52502
7;Bellingwedde;0;7;Verspreide huizen ten zuidoosten van Bellingwolde;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;10,51551;32,69897;-22,74513;46,57602;-36,1531;42,56813
7;Bellingwedde;0;7;Verspreide huizen ten zuidoosten van Bellingwolde;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;15,82644;30,75143;5,59705;43,47846;-36,97062;43,20964
7;Bellingwedde;0;7;Verspreide huizen ten zuidoosten van Bellingwolde;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;10,32228;34,91338;1,89224;42,35484;-36,39522;43,08108
7;Bellingwedde;0;8;Verspreide huizen ten zuidoosten van Vriescheloo;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21,52311;-2,82949;-20,66765;43,78817;-29,63218;45,57801
7;Bellingwedde;0;8;Verspreide huizen ten zuidoosten van Vriescheloo;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10,76471;38,89723;-21,1108;42,08565;-40,73049;45,65483
7;Bellingwedde;0;8;Verspreide huizen ten zuidoosten van Vriescheloo;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-4,08837;44,40171;-21,79671;44,60188;-40,82535;46,4949
7;Bellingwedde;0;8;Verspreide huizen ten zuidoosten van Vriescheloo;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;,74568;41,90666;-21,9445;40,07007;-40,78027;46,39184
7;Bellingwedde;0;8;Verspreide huizen ten zuidoosten van Vriescheloo;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-13,34343;34,97367;,68035;22,12655;-41,00247;46,5855
7;Bellingwedde;0;8;Verspreide huizen ten zuidoosten van Vriescheloo;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;,68523;10,66293;-5,62762;37,11116;-39,5045;47,32886
7;Bellingwedde;0;9;Verspreide huizen Westerwoldse A;2002;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10,78818;2,71156;-29,91556;41,16716;-35,09136;49,47379
7;Bellingwedde;0;9;Verspreide huizen Westerwoldse A;2010;7; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;17,66348;44,42687;-24,08879;39,97312;-34,50136;48,85824
7;Bellingwedde;0;9;Verspreide huizen Westerwoldse A;2012;6; ; ; ; ; ; ; ; ;3; ; ; ; ; ;3;6,89175;-6,98907;-24,47268;43,86454;-34,32041;48,87148
7;Bellingwedde;1;0;Veelerveen;1998;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-26,09199;10,31312;-11,35817;40,9884;-14,8156;29,27394
7;Bellingwedde;1;0;Veelerveen;2002;6;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;,63766;15,9454;-11,67871;44,63366;-41,5867;33,10107
7;Bellingwedde;1;0;Veelerveen;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-9,73956;21,95991;-9,44496;44,55607;-41,73471;32,36
7;Bellingwedde;1;0;Veelerveen;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-1,49949;23,31739;-26,04114;41,12061;-41,73471;31,80315
7;Bellingwedde;1;0;Veelerveen;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-3,61454;10,36883;13,92301;35,31861;-41,73471;31,19202
7;Bellingwedde;1;0;Veelerveen;2012;5; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;-5,78329;-18,81653;,35998;31,15635;-41,66692;30,6214
7;Bellingwedde;1;1;Rhederbrug-Oost;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-20,12904;31,7241;-33,56412;44,91562;-30,18664;46,47026
7;Bellingwedde;1;1;Rhederbrug-Oost;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1,17396;38,34802;-33,18392;45,47473;-41,73471;47,99802
7;Bellingwedde;1;1;Rhederbrug-Oost;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-9,24675;31,92141;-31,87165;45,87384;-41,73471;46,14888
7;Bellingwedde;1;1;Rhederbrug-Oost;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;-1,30517;37,84869;-30,34389;41,00566;-41,73471;43,97035
7;Bellingwedde;1;1;Rhederbrug-Oost;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-1,1926;26,58509;-11,39044;40,15155;-41,73471;43,61992
7;Bellingwedde;1;1;Rhederbrug-Oost;2012;6; ; ; ; ;4; ; ; ;3; ; ;3; ;3;3;23,74967;23,31339;-15,73376;41,99698;-39,08277;43,54364
7;Bellingwedde;1;8;Verspreide huizen ten noordoosten van Rhederbrug;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-6,43768;2,72133;-18,56965;41,33787;-29,06679;45,89864
7;Bellingwedde;1;8;Verspreide huizen ten noordoosten van Rhederbrug;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,71453;33,23093;-19,12627;41,57386;-41,73471;47,03615
7;Bellingwedde;1;8;Verspreide huizen ten noordoosten van Rhederbrug;2006;6; ;3; ; ; ;3; ; ; ; ; ; ; ; ; ;-14,48548;19,50027;-18,39894;39,474;-41,73471;46,38517
7;Bellingwedde;1;8;Verspreide huizen ten noordoosten van Rhederbrug;2008;6; ; ;3; ; ; ;3; ; ;3; ; ; ; ; ;15,86977;-43,05395;-15,30586;36,28902;-41,73471;47,77198
7;Bellingwedde;1;8;Verspreide huizen ten noordoosten van Rhederbrug;2010;6; ; ; ;3; ; ; ;3; ; ;3; ;3; ; ;-1,83374;-3,51956;14,27892;28,32077;-41,73471;48,25788
7;Bellingwedde;1;8;Verspreide huizen ten noordoosten van Rhederbrug;2012;6; ; ; ; ;3; ; ; ;3; ; ;3; ;3;3;14,14169;-31,89357;2,37495;35,89643;-39,08277;47,61758
7;Bellingwedde;1;9;Verspreide huizen Veelerveen;1998;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-11,11828;33,34174;-8,92354;38,97702;,92377;47,65716
7;Bellingwedde;1;9;Verspreide huizen Veelerveen;2002;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-2,93374;38,03643;-10,02893;38,07667;-41,73471;47,20374
