FID,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2013.1,L0002_ruw,2013-01-14T00:00:00,8038.69652262,,,"LINESTRING (98954.31300000101 497775.5069999993, 101708.8590000011 505327.53400000185)"
vlieglijnen_kust_2013.2,L0001_ruw,2013-01-14T00:00:00,7909.12681058,,,"LINESTRING (98746.83300000057 497878.4459999986, 101442.72700000182 505313.9310000017)"
vlieglijnen_kust_2013.3,L0003_ruw,2013-01-14T00:00:00,7991.28078789,,,"LINESTRING (99163.01799999923 497648.9299999997, 101935.8359999992 505143.7320000008)"
vlieglijnen_kust_2013.4,L0004_ruw,2013-01-14T00:00:00,6693.93079387,,,"LINESTRING (99425.21200000122 497616.32499999925, 101718.95899999887 503905)"
vlieglijnen_kust_2013.5,L0005_ruw,2013-01-14T00:00:00,5528.53295276,,,"LINESTRING (99670.68699999899 497555.8440000005, 101565.09800000116 502749.67500000075)"
vlieglijnen_kust_2013.6,L0007_ruw,2013-01-14T00:00:00,24049.0236598,,,"LINESTRING (101383.69000000134 504561.97199999914, 104656.77600000054 528387.2199999988)"
vlieglijnen_kust_2013.7,L0008_ruw,2013-01-14T00:00:00,25036.5974515,,,"LINESTRING (101650.60399999842 504549.63800000027, 105020.04699999839 529358.4679999985)"
vlieglijnen_kust_2013.8,L0009_ruw,2013-01-14T00:00:00,25981.6663533,,,"LINESTRING (101863.75499999896 504499.4129999988, 105399.875 530239.3209999986)"
vlieglijnen_kust_2013.9,L0010_ruw,2013-01-14T00:00:00,9968.30745029,,,"LINESTRING (103263.48900000006 512801.0689999983, 104620.18200000003 522676.62099999934)"
vlieglijnen_kust_2013.10,L0011_ruw,2013-01-14T00:00:00,17437.4279796,,,"LINESTRING (104141.44000000134 527078.1119999997, 109267.21299999952 543745.1550000012)"
vlieglijnen_kust_2013.11,L0012_ruw,2013-01-14T00:00:00,16951.6602689,,,"LINESTRING (104093.73299999908 526053.8350000009, 109051.85200000182 542264.1970000006)"
vlieglijnen_kust_2013.12,L0013_ruw,2013-01-14T00:00:00,17087.9280632,,,"LINESTRING (104136.14799999818 525367.9739999995, 109152.92100000009 541702.8839999996)"
vlieglijnen_kust_2013.13,L0014_ruw,2013-01-14T00:00:00,9928.77293162,,,"LINESTRING (105942.65399999917 530397.5009999983, 108861.23999999836 539887.6209999993)"
vlieglijnen_kust_2013.14,L0015_ruw,2013-01-15T00:00:00,13513.3074038,,,"LINESTRING (108611.1099999994 538950.9530000016, 109804.07299999893 552411.5)"
vlieglijnen_kust_2013.15,L0016_ruw,2013-01-15T00:00:00,13561.0751523,,,"LINESTRING (108852.60500000045 538944.6829999983, 110035.53799999878 552454.0659999996)"
vlieglijnen_kust_2013.16,L0017_ruw,2013-01-15T00:00:00,13626.0413574,,,"LINESTRING (109104.20600000024 538917.0940000005, 110309.72300000116 552489.7039999999)"
vlieglijnen_kust_2013.17,L0018_ruw,2013-01-15T00:00:00,13729.3261514,,,"LINESTRING (109365.34600000083 538923.2840000018, 110543.28500000015 552601.9840000011)"
vlieglijnen_kust_2013.18,L0021_ruw,2013-01-15T00:00:00,19876.4873885,,,"LINESTRING (108084.89200000092 561854.2820000015, 118839.23800000176 578570.1059999987)"
vlieglijnen_kust_2013.19,L0023_ruw,2013-01-15T00:00:00,21662.7722454,,,"LINESTRING (108450.30000000075 559833.8900000006, 120151.91200000048 578064.3040000014)"
vlieglijnen_kust_2013.20,L0022_ruw,2013-01-15T00:00:00,20163.7783798,,,"LINESTRING (108736.78599999845 561595.9609999992, 119628.68400000036 578564.8889999986)"
vlieglijnen_kust_2013.21,L0031_ruw,2013-01-15T00:00:00,5369.56471521,,,"LINESTRING (111223.52299999818 553798.5839999989, 114124.00899999961 558317.3680000007)"
vlieglijnen_kust_2013.22,L0032_ruw,2013-01-15T00:00:00,10702.2491286,,,"LINESTRING (109562.81599999964 548514.2580000013, 114400.31399999931 558060.8150000013)"
vlieglijnen_kust_2013.23,L0024_ruw,2013-01-15T00:00:00,22353.3862442,,,"LINESTRING (108734.87700000033 558967.6680000015, 120809.53799999878 577779.2710000016)"
vlieglijnen_kust_2013.24,L0025_ruw,2013-01-15T00:00:00,22871.0139442,,,"LINESTRING (108673.19299999997 557579.9820000008, 121034.84299999848 576822.4580000006)"
vlieglijnen_kust_2013.25,L0027_ruw,2013-01-15T00:00:00,23972.8650357,,,"LINESTRING (109161.47300000116 555701.7719999999, 122087.71200000122 575891.1409999989)"
vlieglijnen_kust_2013.26,L0028_ruw,2013-01-15T00:00:00,6226.02384023,,,"LINESTRING (109388.38199999928 554779.8139999993, 112753.51199999824 560018.0650000013)"
vlieglijnen_kust_2013.27,L0029_ruw,2013-01-15T00:00:00,5892.40721467,,,"LINESTRING (110043.71799999848 554601.574000001, 113256.99500000104 559540.7360000014)"
vlieglijnen_kust_2013.28,L0030_ruw,2013-01-15T00:00:00,5897.8717995,,,"LINESTRING (110495.21400000155 553889.2320000008, 113619.92700000107 558891.3370000012)"
vlieglijnen_kust_2013.29,L0026_ruw,2013-01-15T00:00:00,40567.782967,,,"LINESTRING (108716.85000000149 556317.2740000002, 130604.21799999848 590474.0909999982)"
vlieglijnen_kust_2013.30,L0035_ruw,2013-01-15T00:00:00,32594.3633529,,,"LINESTRING (117978.69700000063 579942.7609999999, 145017.2580000013 598144.6499999985)"
vlieglijnen_kust_2013.31,L0036_ruw,2013-01-15T00:00:00,31969.0328748,,,"LINESTRING (118373.57999999821 579351.8489999995, 144893.3999999985 597204.5300000012)"
vlieglijnen_kust_2013.32,L0037_ruw,2013-01-15T00:00:00,31102.8776699,,,"LINESTRING (119253.57600000128 579095.1039999984, 145014.84600000083 596523.4149999991)"
vlieglijnen_kust_2013.33,L0046_ruw,2013-01-15T00:00:00,12464.9662689,,,"LINESTRING (134947.99300000072 588806.4959999993, 145280.25499999896 595779.2829999998)"
vlieglijnen_kust_2013.34,L0065_ruw,2013-01-15T00:00:00,12153.7141458,,,"LINESTRING (135335.79800000042 588240.3000000007, 145399.62099999934 595054.4210000001)"
vlieglijnen_kust_2013.35,L0066_ruw,2013-01-15T00:00:00,11627.2984418,,,"LINESTRING (135670.21200000122 587620.5280000009, 145328.03700000048 594095.131000001)"
vlieglijnen_kust_2013.36,L0067_ruw,2013-01-15T00:00:00,11441.8493664,,,"LINESTRING (136028.10599999875 587032.2140000015, 145492.62099999934 593461.745000001)"
vlieglijnen_kust_2013.37,L0033_ruw,2013-01-15T00:00:00,21755.5106418,,,"LINESTRING (117510.62000000104 581238.2479999997, 135506.43100000173 593463.3460000008)"
vlieglijnen_kust_2013.38,L0034_ruw,2013-01-15T00:00:00,32839.0588812,,,"LINESTRING (117554.42599999905 580444.0159999989, 144764.7259999998 598828.8839999996)"
vlieglijnen_kust_2013.39,L0039_ruw,2013-03-27T00:00:00,26711.7718385,,,"LINESTRING (140628.1710000001 599798.4910000004, 166282.97199999914 607238.245000001)"
vlieglijnen_kust_2013.40,L0040_ruw,2013-03-27T00:00:00,28670.0824666,,,"LINESTRING (139553.83199999854 598933.4730000012, 167185.37099999934 606580.1499999985)"
vlieglijnen_kust_2013.41,L0041_ruw,2013-03-27T00:00:00,34950.1995171,,,"LINESTRING (138923.94200000167 598012.1030000001, 172593.76900000125 607385.4270000011)"
vlieglijnen_kust_2013.42,L0042_ruw,2013-03-27T00:00:00,9590.72140153,,,"LINESTRING (135902.07400000095 596437.9930000007, 145144.40100000054 598999.504999999)"
vlieglijnen_kust_2013.43,L0043_ruw,2013-03-27T00:00:00,9038.30615731,,,"LINESTRING (135974.33799999952 595753.4549999982, 144679.6710000001 598184.1229999997)"
vlieglijnen_kust_2013.44,L0044_ruw,2013-03-27T00:00:00,9039.81979732,,,"LINESTRING (136261.3359999992 595080.3220000006, 144977.38599999994 597477.9899999984)"
vlieglijnen_kust_2013.45,L0045_ruw,2013-03-27T00:00:00,8485.13445919,,,"LINESTRING (136518.22300000116 594396.381000001, 144667.60500000045 596759.6579999998)"
vlieglijnen_kust_2013.46,L0038_ruw,2013-03-27T00:00:00,25168.2791804,,,"LINESTRING (141069.0789999999 600775.5269999988, 165323.08799999952 607497.5300000012)"
vlieglijnen_kust_2013.47,L0047_1_ruw,2013-03-27T00:00:00,24012.3570833,,,"LINESTRING (170675.7199999988 609432.7300000004, 194687.29800000042 609239.3509999998)"
vlieglijnen_kust_2013.48,L0047_2_ruw,2013-03-27T00:00:00,3332.63528377,,,"LINESTRING (170649.5300000012 609704.2060000002, 173982.1490000002 609714.4310000017)"
vlieglijnen_kust_2013.49,L0048_ruw,2013-03-27T00:00:00,36864.2541911,,,"LINESTRING (170240.48099999875 608722.7080000006, 207103.85700000077 608468.2399999984)"
vlieglijnen_kust_2013.50,L0049_ruw,2013-03-27T00:00:00,25094.8441293,,,"LINESTRING (169684.06500000134 608032.0249999985, 194778.1710000001 607839.5520000011)"
vlieglijnen_kust_2013.51,L0050_ruw,2013-03-27T00:00:00,3425.95766958,,,"LINESTRING (169141.0150000006 607322.9070000015, 172566.87200000137 607296.629999999)"
vlieglijnen_kust_2013.52,L0051_ruw,2013-03-27T00:00:00,7967.79606632,,,"LINESTRING (170113.52899999917 607477.0500000007, 176114.76700000092 602235.7800000012)"
vlieglijnen_kust_2013.53,L0052_ruw,2013-03-27T00:00:00,8158.22558544,,,"LINESTRING (169275.6700000018 607454.2250000015, 175252.8289999999 601901.7280000001)"
vlieglijnen_kust_2013.54,L0053_ruw,2013-03-27T00:00:00,6589.90449294,,,"LINESTRING (169073.91099999845 606526.1469999999, 174010.64799999818 602160.8900000006)"
vlieglijnen_kust_2013.55,L0064_ruw,2013-03-27T00:00:00,7435.60823876,,,"LINESTRING (170953.0460000001 607575.925999999, 176583.35500000045 602719.1889999993)"
vlieglijnen_kust_2013.56,L0054_ruw,2013-04-01T00:00:00,19134.4767512,,,"LINESTRING (203576.6719999984 613094.6979999989, 222538.061999999 615662.5579999983)"
vlieglijnen_kust_2013.57,L0055_ruw,2013-04-01T00:00:00,19516.1860656,,,"LINESTRING (203155.94900000095 612280.4200000018, 222484.89200000092 614977.3590000011)"
vlieglijnen_kust_2013.58,L0056_ruw,2013-04-01T00:00:00,20643.9742243,,,"LINESTRING (202668.44099999964 611558.2600000016, 223127.79199999943 614313.0040000007)"
vlieglijnen_kust_2013.59,L0057_ruw,2013-04-01T00:00:00,21084.2346799,,,"LINESTRING (202697.8350000009 610757.5920000002, 223564.41800000146 613779.2899999991)"
vlieglijnen_kust_2013.60,L0058_ruw,2013-04-01T00:00:00,21108.1108778,,,"LINESTRING (202627.2419999987 610113.6889999993, 223543.32499999925 612954.4329999983)"
vlieglijnen_kust_2013.61,L0059_ruw,2013-04-01T00:00:00,21134.4375393,,,"LINESTRING (202354.15300000086 609340.2600000016, 223280.75 612296.943)"
vlieglijnen_kust_2013.62,L0060_ruw,2013-04-01T00:00:00,4401.83056071,,,"LINESTRING (202609.35200000182 608675.6770000011, 206971.13699999824 609268.0789999999)"
vlieglijnen_kust_2013.63,L0061_ruw,2013-04-01T00:00:00,4010.65206449,,,"LINESTRING (202758.61400000006 608031.1440000013, 206732.7800000012 608570.9010000005)"
vlieglijnen_kust_2013.64,L0062_ruw,2013-04-01T00:00:00,3121.65168213,,,"LINESTRING (203644.5240000002 607409.4869999997, 206735.8110000007 607843.8319999985)"
vlieglijnen_kust_2013.65,L0063_ruw,2013-04-01T00:00:00,2956.8917998,,,"LINESTRING (203768.64699999988 606745.4699999988, 206703.30200000107 607107.425999999)"
vlieglijnen_kust_2013.66,L0020_ruw,2013-01-15T00:00:00,31917.5250189,,,"LINESTRING (66642.99100000039 444019.4470000006, 87363.50400000066 468296.77699999884)"
vlieglijnen_kust_2013.67,L0021_ruw,2013-01-15T00:00:00,18343.0756383,,,"LINESTRING (66816.59800000116 443897.8900000006, 78797.79600000009 457787.4290000014)"
vlieglijnen_kust_2013.68,L0071_ruw,2013-01-15T00:00:00,10954.1945739,,,"LINESTRING (80434.58199999854 459826.41699999943, 87564.08300000057 468142.94200000167)"
vlieglijnen_kust_2013.69,L0001_ruw,2013-01-14T00:00:00,1639.80193464,,,"LINESTRING (97821.68499999866 496435.6039999984, 98200.57499999925 498031.0329999998)"
vlieglijnen_kust_2013.70,L0003_ruw,2013-01-14T00:00:00,2442.15186392,,,"LINESTRING (98094.14400000125 495538.7270000018, 98680.26799999923 497909.5)"
vlieglijnen_kust_2013.71,L0004_ruw,2013-01-14T00:00:00,9833.80509541,,,"LINESTRING (96565.03500000015 488255.49500000104, 98930.66899999976 497800.51999999955)"
vlieglijnen_kust_2013.72,L0005_ruw,2013-01-14T00:00:00,10347.3490392,,,"LINESTRING (96678.66200000048 487725.98600000143, 99169.76099999994 497768.9970000014)"
vlieglijnen_kust_2013.73,L0006_ruw,2013-01-14T00:00:00,10468.3130369,,,"LINESTRING (96882.20600000024 487546.26399999857, 99410.21799999848 497704.743999999)"
vlieglijnen_kust_2013.74,L0007_ruw,2013-01-14T00:00:00,8338.05375278,,,"LINESTRING (97658.96200000122 489529.8770000003, 99610.41600000113 497636.3539999984)"
vlieglijnen_kust_2013.75,L0008_ruw,2013-01-14T00:00:00,6421.04395512,,,"LINESTRING (98343.07899999991 491314.03500000015, 99884.14900000021 497547.4059999995)"
vlieglijnen_kust_2013.76,L0009_ruw,2013-01-14T00:00:00,24719.4628883,,,"LINESTRING (86382.90199999884 468169.10500000045, 97231.64900000021 490380.73600000143)"
vlieglijnen_kust_2013.77,L0010_ruw,2013-01-14T00:00:00,23012.3596035,,,"LINESTRING (86750.11100000143 468313.7010000013, 96811.96999999881 489009.7800000012)"
vlieglijnen_kust_2013.78,L0011_ruw,2013-01-14T00:00:00,23148.4927838,,,"LINESTRING (86890.58100000024 468077.0399999991, 97043.88500000164 488879.9990000017)"
vlieglijnen_kust_2013.79,L0012_ruw,2013-01-14T00:00:00,21805.7281526,,,"LINESTRING (87723.68800000101 469151.3429999985, 97273.0009999983 488754.9239999987)"
vlieglijnen_kust_2013.80,L0013_ruw,2013-01-14T00:00:00,10479.6345735,,,"LINESTRING (90323.3350000009 473955.8020000011, 94919.87299999967 483373.58199999854)"
vlieglijnen_kust_2013.81,L0014_ruw,2013-01-15T00:00:00,4385.93266102,,,"LINESTRING (70952.87900000066 451391.5069999993, 73794.65799999982 454732.26999999955)"
vlieglijnen_kust_2013.82,L0015_ruw,2013-01-15T00:00:00,4379.42681429,,,"LINESTRING (71161.5549999997 451246.77800000086, 73996.55900000036 454584.76099999994)"
vlieglijnen_kust_2013.83,L0016_ruw,2013-01-15T00:00:00,12827.1903615,,,"LINESTRING (65828.08700000122 444624.90300000086, 74157.93299999833 454379.4140000008)"
vlieglijnen_kust_2013.84,L0017_ruw,2013-01-15T00:00:00,33424.0520176,,,"LINESTRING (66029.14699999988 444470.48900000006, 87724.63399999961 469896.32400000095)"
vlieglijnen_kust_2013.85,L0018_ruw,2013-01-15T00:00:00,33379.0776939,,,"LINESTRING (66260.38500000164 444343.91899999976, 87924.24399999902 469737.618999999)"
vlieglijnen_kust_2013.86,L0019_ruw,2013-01-15T00:00:00,32399.4525088,,,"LINESTRING (66427.57999999821 444197.02699999884, 87465.08900000155 468837.39499999955)"
