FID,fid_bps_ba,id,et_id,fid_bps__1,id_1,et_id_1,etp_type,oid_,fid_2,cnt_fid_2,min_zcoor,max_zcoor,ave_zcoor,near_fid,near_dist,ahn_med,near_regio,verf_ahn,verfh_klas,dist_klas,risc_klas,risc_kla_1,risico,risc_naam,se_anno_cad_data,gdb_geomattr_data,shape
blue_spots_overstromingsrisico.424,20,0,20,3358,0,3892,Original,3319,3358,217,3.087,5.295,4.8087,15569,735.67212495,0.79,736,2.3,2,40,42,42,2,small,,,"LINESTRING (81153.43100000173 431749.5, 81377.16600000113 431767.5460000001, 81578.24399999902 431784.4149999991, 81651.68899999931 431791.15300000086)"
blue_spots_overstromingsrisico.425,20,0,20,3430,0,3980,Original,3390,3430,138,-21.357,-6.128,-14.1188,15571,997.97655052,-4.11,998,-17.25,6,40,46,46,5,very high,,,"LINESTRING (82146.92599999905 431857.9930000007, 82157.04399999976 431860.00499999896, 82213.93100000173 431872.74599999934, 82268 431886.3260000013, 82319.00499999896 431900.6090000011, 82366.87099999934 431915.438000001, 82411.72899999842 431930.6579999998, 82494.04800000042 431961.73699999973, 82621.02899999917 432013.69900000095)"
blue_spots_overstromingsrisico.426,20,0,20,3472,0,4034,Original,3432,3472,334,4.638,11.368,5.3963,15569,655.28778439,0.33,655,4.31,1,40,41,41,1,very small,,,"LINESTRING (80655.04899999872 431709.3040000014, 81153.43100000173 431749.5)"
blue_spots_overstromingsrisico.427,20,0,20,3513,0,4083,Original,3473,3513,168,-17.951,2.815,-6.5012,15570,931.13658977,0.79,931,-18.74,6,40,46,46,5,very high,,,"LINESTRING (81651.68899999931 431791.15300000086, 81711.6950000003 431796.6570000015, 81843.84200000018 431810.68299999833, 81909.02400000021 431818.70800000057, 81973.28700000048 431827.5799999982, 82036.30600000173 431837.39499999955, 82097.69700000063 431848.2030000016, 82146.92599999905 431857.9930000007)"
blue_spots_overstromingsrisico.428,20,0,20,3591,0,4180,Original,3551,3591,207,-5.691,0.901,-1.251,15572,1196.47257883,2.99,1196,-8.68,6,30,36,36,4,high,,,"LINESTRING (82621.02899999917 432013.69900000095, 82649.13500000164 432025.19999999925, 82780.21599999815 432076.3720000014, 83088.25899999961 432191.6790000014)"
blue_spots_overstromingsrisico.429,20,0,20,3624,0,4219,Original,3584,3624,267,-1.319,5.947,1.6201,15572,2684.36784304,0.41,2684,-1.73,6,30,36,36,4,high,,,"LINESTRING (84560.38599999994 432434.7179999985, 84643.05600000173 432432.4840000011, 84771.10200000182 432424.13599999994, 84955.2100000009 432405.6779999994, 85058.31100000069 432392.41099999845)"
blue_spots_overstromingsrisico.430,20,0,20,3663,0,4263,Original,3623,3663,275,-0.864,6.152,1.6139,15572,1538.4661688,2.05,1538,-2.91,6,30,36,36,4,high,,,"LINESTRING (83088.25899999961 432191.6790000014, 83100.1790000014 432196.1409999989, 83212.17399999872 432236.29300000146, 83267.18200000003 432255.0159999989, 83375.00200000033 432288.6860000007, 83428.38100000098 432303.47399999946, 83482.11400000006 432316.94299999997, 83536.92000000179 432329.22100000083, 83566.6240000017 432335.1259999983)"
blue_spots_overstromingsrisico.431,20,0,20,3711,0,4318,Original,3671,3711,264,-0.685,5.429,2.8431,15572,1909.12761537,2.05,1909,-2.73,6,30,36,36,4,high,,,"LINESTRING (83566.6240000017 432335.1259999983, 83593.5940000005 432340.48699999973, 83652.9299999997 432350.9539999999, 83715.62799999863 432360.8420000002, 83852.95100000128 432379.6810000017, 84006.49500000104 432398.09899999946, 84061.70800000057 432403.9600000009)"
blue_spots_overstromingsrisico.432,20,0,20,3712,0,4319,Original,3672,3712,417,-1.369,8.654,2.2267,15572,3072.1395887,-1.37,3072,0,5,20,25,25,3,moderate,,,"LINESTRING (85058.31100000069 432392.41099999845, 85293.59099999815 432362.13599999994, 85553.55900000036 432323.79399999976)"
blue_spots_overstromingsrisico.433,20,0,20,3752,0,4366,Original,3712,3752,231,-0.871,5.945,2.422,15572,2287.12835882,0.41,2287,-1.28,6,30,36,36,4,high,,,"MULTILINESTRING ((84540.16099999845 432435.26399999857, 84560.38599999994 432434.7179999985), (84061.70800000057 432403.9600000009, 84172.96799999848 432415.7719999999, 84259.59499999881 432423.6030000001, 84348.24500000104 432430.0150000006, 84439.75499999896 432434.23099999875, 84484.26700000092 432434.7529999986))"
blue_spots_overstromingsrisico.434,21,0,21,19,0,285,Original,17,19,296,-1.4355,0.791,0.0087,15069,93.00187438,0.44,669,-1.88,6,60,66,66,5,very high,,,"LINESTRING (82822.97100000083 454703.2039999999, 82855.10000000149 454699.7749999985, 82890.18100000173 454690.6790000014, 82927.94200000167 454676.6469999999, 82968.14299999923 454658.33900000155, 83010.56799999997 454636.34899999946, 83055.02400000021 454611.20899999887, 83101.33700000122 454583.3969999999, 83198.9140000008 454521.4070000015, 83264.30999999866 454477.97100000083)"
blue_spots_overstromingsrisico.435,21,0,21,278,0,286,Original,268,278,197,0.222,0.729,0.4304,15069,206.71223972,0.44,432,-0.22,6,50,56,56,5,very high,,,"LINESTRING (83264.30999999866 454477.97100000083, 83579.42799999937 454268.66899999976, 83681.52600000054 454202.4239999987)"
blue_spots_overstromingsrisico.436,21,0,21,279,0,287,Original,269,279,136,0.253,5.133,1.4794,15069,104.32077051,0.44,182,-0.19,6,50,56,56,5,very high,,,"LINESTRING (83681.52600000054 454202.4239999987, 83755.77899999917 454154.24500000104, 83938.78200000152 454038.9600000009, 84105.27400000021 453937.06599999964)"
blue_spots_overstromingsrisico.437,21,0,21,280,0,288,Original,270,280,529,0.434,7.281,5.5055,15070,0,0.06,0,0.37,4,60,64,64,5,very high,,,"LINESTRING (84105.27400000021 453937.06599999964, 84130.12700000033 453921.85500000045, 84407.33999999985 453756.8570000008, 84535.48800000176 453682.2950000018)"
blue_spots_overstromingsrisico.438,21,0,21,281,0,289,Original,271,281,336,6.385,7.05,6.7582,14774,0,0.06,0,6.32,1,60,61,61,1,very small,,,"LINESTRING (84535.48800000176 453682.2950000018, 84733.63399999961 453567.00499999896, 84968.57400000095 453432.4279999994)"
blue_spots_overstromingsrisico.439,21,0,21,842,0,656,Sliver,820,842,3886,-0.172,21.461,8.6675,14774,126.43598607,-1.16,136,0.99,3,50,53,53,3,moderate,,,"LINESTRING (84968.57400000095 453432.4279999994, 85155.4690000005 453325.3729999997, 85578.94200000167 453085.36499999836)"
blue_spots_overstromingsrisico.440,22,0,22,20,0,21,Original,0,0,0,0,0,0,14944,464.99460568,0.49,0,-0.49,6,50,56,56,5,very high,,,"LINESTRING (74550.62099999934 443386.58199999854, 74502.90900000185 443538.2890000008)"
blue_spots_overstromingsrisico.441,22,0,22,282,0,290,Original,272,282,311,0.306,1.4231,0.7754,14942,258.91965039,0.49,2,-0.18,6,50,56,56,5,very high,,,"LINESTRING (74747.78599999845 442928.48800000176, 74702.66299999878 443010.52800000086, 74646.17300000042 443124.4759999998, 74598.04100000113 443240.8839999996, 74556.36199999973 443368.3269999996, 74550.62099999934 443386.58199999854)"
blue_spots_overstromingsrisico.442,22,0,22,283,0,291,Original,273,283,107,0.376,1.282,0.7356,14942,2.81471862,0.69,0,-0.31,6,60,66,66,5,very high,,,"LINESTRING (75003.12099999934 442498.63800000027, 74886.23699999973 442691.5870000012, 74825.86300000176 442792.5940000005, 74763.85700000077 442899.2679999992, 74747.78599999845 442928.48800000176)"
blue_spots_overstromingsrisico.443,22,0,22,284,0,292,Original,274,284,116,0.943,1.633,1.3671,14942,0,-0.14,0,1.08,3,60,63,63,4,high,,,"LINESTRING (75260.21400000155 442069.80900000036, 75227.00499999896 442126.92500000075, 75144.05200000107 442265.9910000004, 75003.12099999934 442498.63800000027)"
blue_spots_overstromingsrisico.444,22,0,22,285,0,293,Original,275,285,156,0.457,1.589,1.086,14939,0,-0.45,211,0.91,3,60,63,63,4,high,,,"LINESTRING (75477.86400000006 441620.8189999983, 75471.58300000057 441640.436999999, 75456.83999999985 441681.1020000018, 75440.8359999992 441721.7800000012, 75423.22300000116 441763.11400000006, 75403.59899999946 441805.8440000005, 75381.56799999997 441850.7280000001, 75356.78700000048 441898.46400000155, 75298.12200000137 442004.61100000143, 75260.21400000155 442069.80900000036)"
blue_spots_overstromingsrisico.445,22,0,22,286,0,294,Original,276,286,306,-0.216,5.928,2.1362,14939,162.54583878,-0.45,316,0.23,5,50,55,55,5,very high,,,"LINESTRING (75566.96499999985 441130.5540000014, 75560.86699999869 441215.3929999992, 75557.20300000161 441256.2829999998, 75546.67100000009 441340.8770000003, 75539.45899999887 441384.22199999914, 75530.89699999988 441427.8920000009, 75521.06599999964 441471.5370000005, 75510.10300000012 441514.81500000134, 75498.15399999917 441557.4519999996, 75477.86400000006 441620.8189999983)"
blue_spots_overstromingsrisico.446,22,0,22,495,0,538,Original,480,495,155,-0.947,-0.322,-0.6571,15093,548.83809655,-1.02,557,0.07,5,40,45,45,5,very high,,,"LINESTRING (77211.4609999992 438661.20800000057, 77159.47800000012 438724.4279999994, 77041.17199999839 438876.33999999985, 76905.4459999986 439056.5540000014)"
blue_spots_overstromingsrisico.447,22,0,22,497,0,540,Original,482,497,239,1.74,3.355,2.1989,14929,0,-1.69,0,3.43,1,60,61,61,1,very small,,,"LINESTRING (78935.25600000098 437759.53500000015, 78883.45899999887 437773.1339999996, 78765.86499999836 437800.9919999987, 78448.56799999997 437869.2340000011, 78447.54800000042 437869.4670000002)"
blue_spots_overstromingsrisico.448,22,0,22,498,0,541,Original,483,498,161,-0.808,1.88,0.025,14932,40.97577004,-2.35,63,1.54,2,60,62,62,2,small,,,"LINESTRING (79417.28200000152 437626.81500000134, 79413.14400000125 437627.80700000003, 79294.33700000122 437658.50400000066, 79188.32999999821 437688.061999999, 78990.52699999884 437745.0229999982, 78935.25600000098 437759.53500000015)"
blue_spots_overstromingsrisico.449,22,0,22,499,0,542,Original,484,499,186,-0.93,-0.38,-0.6182,14932,748.93735636,-2.33,755,1.4,3,40,43,43,3,moderate,,,"LINESTRING (80393.38599999994 437409.625, 79904.8599999994 437516.1259999983)"
blue_spots_overstromingsrisico.450,22,0,22,500,0,543,Original,485,500,154,-1.06,-0.459,-0.7563,14932,1137.44303199,-2.33,1144,1.27,3,30,33,33,2,small,,,"LINESTRING (80881.9849999994 437303.4609999992, 80601.73600000143 437364.2030000016, 80393.38599999994 437409.625)"
blue_spots_overstromingsrisico.451,22,0,22,501,0,544,Original,486,501,110,-1.3509,-0.139,-0.8486,14792,1097.26770772,-1.92,1177,0.57,4,30,34,34,3,moderate,,,"LINESTRING (81863.06799999997 437112.0760000013, 81855.66899999976 437112.7349999994, 81792.11699999869 437120.3960000016, 81725.80700000003 437130.08100000024, 81657.00499999896 437141.51900000125, 81513.52400000021 437168.48600000143, 81370.77899999917 437198.20899999887)"
blue_spots_overstromingsrisico.452,22,0,22,502,0,545,Original,487,502,338,-1.331,4.548,1.1954,14792,629.38102535,-1.9,682,0.57,4,40,44,44,4,high,,,"LINESTRING (82357.10200000182 437159.2039999999, 82300.53299999982 437143.4690000005, 82244.27299999818 437129.8819999993, 82190.10700000077 437119.1810000017, 82137.01799999923 437111.3289999999, 82083.97899999842 437106.2809999995, 82030.03400000185 437103.9829999991, 81974.37000000104 437104.36499999836, 81916.375 437107.3289999999, 81863.06799999997 437112.0760000013)"
blue_spots_overstromingsrisico.453,22,0,22,600,0,658,Original,581,600,178,-1.007,-0.288,-0.6511,15093,581.03520628,-1.05,589,0.04,5,40,45,45,5,very high,,,"LINESTRING (76905.4459999986 439056.5540000014, 76651.10599999875 439394.26099999994, 76604.8200000003 439456.08399999887)"
blue_spots_overstromingsrisico.454,22,0,22,602,0,660,Original,583,602,168,0.95,4.702,3.1662,14927,0,-1.02,0,1.97,2,60,62,62,2,small,,,"LINESTRING (77973.90100000054 438025.3680000007, 77945.29199999943 438039.6279999986, 77896.39699999988 438066.1259999983, 77848.54699999839 438094.0879999995, 77801.62700000033 438123.43200000003, 77755.51300000027 438154.08999999985, 77710.08700000122 438186.0219999999, 77665.23699999973 438219.2129999995, 77620.87099999934 438253.6739999987, 77576.92199999839 438289.44000000134, 77560.08399999887 438303.7870000005)"
blue_spots_overstromingsrisico.455,22,0,22,603,0,661,Original,584,603,417,-0.354,5.928,3.1969,14927,13.74197412,-1.69,21,1.34,3,60,63,63,4,high,,,"LINESTRING (78447.54800000042 437869.4670000002, 78386.36699999869 437883.4210000001, 78325.65300000086 437898.2969999984, 78266.58799999952 437914.1319999993, 78209.21299999952 437931.1790000014, 78153.48900000006 437949.64499999955, 78099.33700000122 437969.67599999905, 78046.65700000152 437991.3500000015, 77995.34299999848 438014.6790000014, 77973.90100000054 438025.3680000007)"
blue_spots_overstromingsrisico.456,22,0,22,605,0,663,Original,585,605,152,-0.82,-0.22,-0.414,14932,442.47649801,-2.35,461,1.53,2,50,52,52,2,small,,,"LINESTRING (79904.8599999994 437516.1259999983, 79763.0009999983 437547.0520000011, 79545.55700000003 437596.0370000005, 79417.28200000152 437626.81500000134)"
blue_spots_overstromingsrisico.457,22,0,22,606,0,664,Original,586,606,152,-1.144,-0.43,-0.7704,14791,1541.15526548,-1.92,1596,0.78,3,30,33,33,2,small,,,"LINESTRING (81370.77899999917 437198.20899999887, 81289.7109999992 437215.08999999985, 80881.9849999994 437303.4609999992)"
blue_spots_overstromingsrisico.458,22,0,22,738,0,813,Original,717,738,317,-0.2479,5.97,2.2008,14939,326.22181392,0.26,333,-0.51,6,50,56,56,5,very high,,,"LINESTRING (75709.7100000009 440659.11400000006, 75691.77400000021 440687.08900000155, 75670.46700000018 440723.0219999999, 75651.56599999964 440758.05700000003, 75635.13300000131 440792.1950000003, 75621.09699999914 440825.5929999985, 75609.2899999991 440858.51399999857, 75599.48200000077 440891.2800000012, 75591.42199999839 440924.2129999995, 75584.8599999994 440957.5949999988, 75579.56300000101 440991.6420000009, 75575.30999999866 441026.50400000066, 75571.87299999967 441062.27600000054, 75566.96499999985 441130.5540000014)"
blue_spots_overstromingsrisico.459,22,0,22,741,0,816,Original,720,741,201,-0.634,1.185,0.3888,15093,322.55773129,-1.02,333,0.39,4,50,54,54,4,high,,,"LINESTRING (77560.08399999887 438303.7870000005, 77533.35300000012 438326.561999999, 77490.15300000086 438365.0929999985, 77447.33399999887 438405.08199999854, 77404.92000000179 438446.561999999, 77362.93600000069 438489.53500000015, 77321.39999999851 438533.97199999914, 77280.31300000101 438579.8020000011, 77239.65799999982 438626.91800000146, 77211.4609999992 438661.20800000057)"
blue_spots_overstromingsrisico.460,22,0,22,742,0,817,Original,721,742,248,-0.993,4.088,1.4041,14792,173.35544225,-1.9,188,0.91,3,50,53,53,3,moderate,,,"LINESTRING (82829.16699999943 437323.69999999925, 82798.16099999845 437311.95600000024, 82637.27199999988 437253.0320000015, 82490.04300000146 437201.43299999833, 82422.82200000063 437179.313000001, 82359.80600000173 437159.95600000024, 82357.10200000182 437159.2039999999)"
blue_spots_overstromingsrisico.461,22,0,22,939,0,1054,Original,914,939,161,0.254,1.82,1.129,14939,0,-1.05,0,1.3,3,60,63,63,4,high,,,"LINESTRING (76306.29899999872 439857.18499999866, 76203.49300000072 440000.5859999992, 76084.75499999896 440170.68299999833, 76032.45800000057 440243.6620000005, 76016.69799999893 440264.756000001)"
blue_spots_overstromingsrisico.462,22,0,22,1029,0,1160,Original,1004,1029,147,0.221,1.08,0.5258,14939,147.94219106,0.26,153,-0.04,6,50,56,56,5,very high,,,"LINESTRING (76016.69799999893 440264.756000001, 76007.2509999983 440277.3999999985, 75957.08999999985 440341.2710000016, 75850.99700000137 440469.4849999994, 75795.04800000042 440539.72300000116, 75740.64299999923 440613.3520000018, 75715.2809999995 440650.42500000075, 75709.7100000009 440659.11400000006)"
blue_spots_overstromingsrisico.463,22,0,22,1031,0,1162,Original,1006,1031,173,1.77,3.474,2.6749,14792,0,-1.67,0,3.44,1,60,61,61,1,very small,,,"LINESTRING (83291.84200000018 437512.9439999983, 83217.45100000128 437479.68400000036, 83131.02100000158 437442.2179999985, 83047.73800000176 437407.8359999992, 82964.69099999964 437375.02800000086, 82829.16699999943 437323.69999999925)"
blue_spots_overstromingsrisico.464,22,0,22,1117,0,1259,Original,1092,1117,176,-0.811,0.564,-0.031,15093,185.41132787,-1.05,192,0.24,5,50,55,55,5,very high,,,"LINESTRING (76604.8200000003 439456.08399999887, 76418.6259999983 439704.7749999985, 76306.78700000048 439856.50499999896, 76306.29899999872 439857.18499999866)"
blue_spots_overstromingsrisico.465,22,0,22,1118,0,1263,Original,1093,1118,434,-1.6812,3.497,1.5544,14793,282.80868918,-1.67,302,-0.01,6,50,56,56,5,very high,,,"LINESTRING (83761.79399999976 437681.2509999983, 83628.42399999872 437645.6339999996, 83437.26300000027 437576.0219999999, 83314.06500000134 437522.87999999896, 83291.84200000018 437512.9439999983)"
blue_spots_overstromingsrisico.466,22,0,22,1379,0,1561,Original,1351,1379,117,-0.403,2.945,1.4201,14793,766.61040439,-1.67,792,1.27,3,40,43,43,3,moderate,,,"LINESTRING (84249.46700000018 437789.8200000003, 83988.60099999979 437741.8209999986, 83761.79399999976 437681.2509999983)"
blue_spots_overstromingsrisico.467,22,0,22,1380,0,1261,Sliver,1352,1380,1874,-1.987,4.999,1.1167,14793,1262.51422828,-1.55,1291,-0.44,6,30,36,36,4,high,,,"LINESTRING (84741.21200000122 437880.3020000011, 84249.46700000018 437789.8200000003)"
blue_spots_overstromingsrisico.468,23,0,23,277,0,451,Sliver,267,277,5699,-5.734,7.114,1.1645,14834,71.22872668,2.48,534,-8.21,6,60,66,66,5,very high,,,"LINESTRING (83960.32699999958 458511.00499999896, 84479.14799999818 457980.6339999996)"
blue_spots_overstromingsrisico.469,24,0,24,795,0,1801,Original,773,795,4588,-6.794,3.998,-0.2632,14774,288.12751447,-1.36,284,-5.43,6,50,56,56,5,very high,,,"LINESTRING (86996.27600000054 454318.59600000083, 86930.73999999836 454278.99500000104, 86813.4600000009 454211.76900000125, 86621.67300000042 454108.12000000104, 86560.53799999878 454073.52699999884)"
blue_spots_overstromingsrisico.470,24,0,24,796,0,1002,Sliver,774,796,1040,-9.655,0.845,-1.619,14774,313.00400264,-3.55,310,-6.1,6,50,56,56,5,very high,,,"LINESTRING (86560.53799999878 454073.52699999884, 86539.41299999878 454061.57400000095, 86499.84800000116 454037.3280000016, 86460.57600000128 454011.53400000185, 86421.01000000164 453983.506000001, 86380.54300000146 453952.5469999984, 86338.55200000107 453917.94900000095, 86294.39499999955 453878.9979999997, 86247.40900000185 453834.96599999815, 86196.9149999991 453785.1169999987, 86173.06300000101 453760.51999999955)"
blue_spots_overstromingsrisico.471,24,0,24,842,0,656,Sliver,820,842,3886,-0.172,21.461,8.6675,14774,697.59640486,-1.16,541,0.99,3,40,43,43,3,moderate,,,"LINESTRING (86173.06300000101 453760.51999999955, 86142.21400000155 453728.70600000024, 86082.58999999985 453664.9770000018, 86017.30600000173 453593.1649999991, 85866.72399999946 453422.1770000011, 85779.86100000143 453321.4219999984, 85578.94200000167 453085.36499999836)"
blue_spots_overstromingsrisico.472,25,0,25,115,0,117,Original,0,0,0,0,0,0,1305,2316.25491323,6.93,6468,-6.93,6,30,36,36,4,high,,,"LINESTRING (77845.92100000009 393462.9750000015, 77837.30799999833 393412.0949999988, 77829.34299999848 393354.91600000113, 77823.20199999958 393296.61199999973, 77819.26099999994 393238.061999999, 77817.74100000039 393180.01199999824, 77818.66899999976 393122.98600000143, 77821.88300000131 393067.2529999986, 77827.07499999925 393012.8530000001, 77833.12099999934 392965.45699999854)"
blue_spots_overstromingsrisico.473,25,0,25,464,0,499,Original,452,464,97,0.475,1.727,0.9392,1316,1701.67146381,0.62,2406,-0.14,6,30,36,36,4,high,,,"LINESTRING (79939.02800000086 397942.3440000005, 79910.83100000024 397900.86199999973, 79880.18299999833 397852.3020000011, 79850.96799999848 397802.43299999833, 79822.89200000092 397751.0029999986, 79795.68699999899 397697.91899999976, 79743.15199999884 397587.43499999866, 79704.93299999833 397501.5229999982)"
blue_spots_overstromingsrisico.474,25,0,25,465,0,500,Original,453,465,177,3.123,4.223,3.7842,1316,1238.90250718,3.55,4361,-0.43,6,30,36,36,4,high,,,"LINESTRING (78968.68600000069 396212.4699999988, 78949.67799999937 396193.5159999989, 78909.67599999905 396151.83300000057, 78872.21599999815 396110.1790000014, 78837.9459999986 396068.4979999997, 78807.26900000125 396026.71400000155, 78780.27800000086 395984.69000000134, 78756.7490000017 395942.2199999988, 78736.17799999937 395899.061999999, 78717.8740000017 395855.0069999993, 78701.07200000063 395809.9459999986, 78697.33199999854 395799.11100000143)"
blue_spots_overstromingsrisico.475,25,0,25,546,0,594,Original,531,546,57,0.438,0.807,0.6449,10386,1011.88298443,0.4,1012,0.04,5,30,35,35,4,high,,,"LINESTRING (83794.01799999923 404233.2569999993, 83782.07299999893 404201.84600000083, 83758.55299999937 404129.9829999991, 83714.2809999995 403976.563000001, 83695.8759999983 403923.9789999984, 83685.25699999928 403898.1620000005, 83660.14900000021 403844.3359999992, 83620.98600000143 403765.44299999997)"
blue_spots_overstromingsrisico.476,25,0,25,547,0,595,Original,532,547,110,0.367,0.903,0.6202,10416,1961.7631524,0.72,1962,-0.35,6,30,36,36,4,high,,,"LINESTRING (80267.75800000131 398318.11400000006, 80256.69700000063 398307.6579999998, 80173.01399999857 398223.0480000004, 80131.55999999866 398178.8289999999, 80090.89299999923 398133.7170000002, 80051.42100000009 398087.9910000004, 80013.5009999983 398041.8500000015, 79977.38199999928 397995.36199999973, 79943.17300000042 397948.44200000167, 79939.02800000086 397942.3440000005)"
blue_spots_overstromingsrisico.477,25,0,25,548,0,596,Original,533,548,160,3.1,3.857,3.5144,1316,1369.07309154,3.55,4846,-0.45,6,30,36,36,4,high,,,"LINESTRING (78697.33199999854 395799.11100000143, 78636.60099999979 395623.16699999943, 78602.28599999845 395530.71499999985, 78550.05200000107 395394.08300000057, 78533.2809999995 395347.006000001, 78527.32899999991 395328.95800000057)"
blue_spots_overstromingsrisico.478,25,0,25,549,0,597,Original,0,0,0,0,0,0,1316,1774.58913194,5.14,6337,-5.14,6,30,36,36,4,high,,,"LINESTRING (78237.97599999979 394377.06500000134, 78200.08100000024 394304.6730000004, 78048 394020.5069999993, 78004.37799999863 393935.00499999896)"
blue_spots_overstromingsrisico.479,25,0,25,550,0,598,Original,0,0,0,0,0,0,1316,2167.01241939,6.93,6467,-6.93,6,30,36,36,4,high,,,"LINESTRING (78004.37799999863 393935.00499999896, 77995.82600000128 393918.243999999, 77952.6959999986 393826.3209999986, 77934.64400000125 393783.65399999917, 77918.67000000179 393742.2670000009, 77904.40700000152 393701.16800000146, 77891.4299999997 393659.2670000009, 77879.34699999914 393615.54100000113, 77867.88199999928 393569.19200000167, 77856.94399999827 393519.77800000086, 77846.64999999851 393467.2820000015, 77845.92100000009 393462.9750000015)"
blue_spots_overstromingsrisico.480,25,0,25,658,0,868,Sliver,638,658,72,0.571,0.746,0.6683,10365,1209.85817425,0.06,1210,0.51,4,30,34,34,3,moderate,,,"LINESTRING (85002.44700000063 404582.3839999996, 84826.72199999914 404624.72199999914, 84589.59499999881 404703.8929999992, 84522.98600000143 404722.8440000005)"
blue_spots_overstromingsrisico.481,25,0,25,659,0,724,Original,639,659,67,0.284,0.685,0.4368,10365,1455.44292376,0.02,1455,0.26,4,30,34,34,3,moderate,,,"LINESTRING (84050.3350000009 404657.01099999994, 84033.24599999934 404642.4360000007, 83997.89999999851 404605.3449999988, 83966.22500000149 404565.9279999994, 83937.69299999997 404525.06500000134, 83911.81100000069 404483.45899999887, 83888.16699999943 404441.6420000009, 83866.44900000095 404400.0029999986, 83846.45199999958 404358.8110000007, 83828.05999999866 404318.2589999996, 83811.21999999881 404278.4930000007, 83794.01799999923 404233.2569999993)"
blue_spots_overstromingsrisico.482,25,0,25,660,0,725,Original,640,660,126,2.3,3.137,2.6417,1316,1123.86365977,1.92,3894,0.38,4,30,34,34,3,moderate,,,"LINESTRING (79292.69200000167 396591.27699999884, 79270.97399999946 396556.40100000054, 79235.78799999878 396505.1559999995, 79198.56799999997 396456.0560000017, 79159.4450000003 396409.0489999987, 79118.68100000173 396363.87999999896, 79076.68400000036 396320.1550000012, 78968.68600000069 396212.4699999988)"
blue_spots_overstromingsrisico.483,25,0,25,661,0,726,Original,641,661,15,3.441,3.696,3.5279,1316,1432.83771748,3.55,5345,-0.11,6,30,36,36,4,high,,,"LINESTRING (78527.32899999991 395328.95800000057, 78517.16299999878 395298.12999999896, 78501.87200000137 395247.13599999994, 78487.56100000069 395194.0760000013, 78474.33900000155 395139.3969999999, 78451.23999999836 395028.33100000024, 78422.08199999854 394869.32400000095, 78416.56300000101 394841.8839999996)"
blue_spots_overstromingsrisico.484,25,0,25,662,0,727,Original,0,0,0,0,0,0,1316,1502.79529334,5.14,5839,-5.14,6,30,36,36,4,high,,,"LINESTRING (78416.56300000101 394841.8839999996, 78412.11699999869 394819.77600000054, 78401.04100000113 394771.53599999845, 78388.25400000066 394723.94900000095, 78373.25699999928 394676.2740000002, 78355.70300000161 394627.813000001, 78335.43899999931 394578.01999999955, 78312.50499999896 394526.5610000007, 78287.11499999836 394473.3229999989, 78259.61400000006 394418.3999999985, 78237.97599999979 394377.06500000134)"
blue_spots_overstromingsrisico.485,25,0,25,784,0,867,Original,763,784,239,0.207,2.282,0.73,10365,1324.38475086,0.03,1324,0.18,5,30,35,35,4,high,,,"LINESTRING (85498.35099999979 404520.9979999997, 85045.44099999964 404572.02600000054, 85002.44700000063 404582.3839999996)"
blue_spots_overstromingsrisico.486,25,0,25,786,0,870,Original,765,786,104,1.587,2.033,1.8459,1316,1346.48946354,0.62,2898,0.97,3,30,33,33,2,small,,,"LINESTRING (79704.93299999833 397501.5229999982, 79692.69799999893 397474.0210000016, 79509.12000000104 397041.46599999815)"
blue_spots_overstromingsrisico.487,25,0,25,787,0,871,Original,766,787,97,1.807,2.727,2.1988,1316,1131.32111171,1.92,3397,-0.11,6,30,36,36,4,high,,,"LINESTRING (79509.12000000104 397041.46599999815, 79489.01199999824 396994.0870000012, 79417.96400000155 396831.85599999875, 79391.97700000182 396776.0729999989, 79364.46200000122 396720.03599999845, 79335.22500000149 396664.33300000057, 79304.10099999979 396609.59800000116, 79292.69200000167 396591.27699999884)"
blue_spots_overstromingsrisico.488,25,0,25,880,0,980,Original,857,880,287,0.329,0.838,0.67,10365,1209.47691595,0.06,1209,0.27,4,30,34,34,3,moderate,,,"LINESTRING (84522.98600000143 404722.8440000005, 84499.94299999997 404729.3990000002, 84419.69700000063 404746.2479999997, 84347.01999999955 404754.4910000004, 84280.88599999994 404754.11300000176, 84220.71999999881 404745.34699999914, 84166.17199999839 404728.7820000015, 84116.9609999992 404705.33999999985, 84072.77899999917 404676.1559999995, 84050.3350000009 404657.01099999994)"
blue_spots_overstromingsrisico.489,25,0,25,881,0,981,Original,858,881,286,1.054,1.837,1.6014,10484,1056.67185815,0.91,1057,0.14,5,30,35,35,4,high,,,"LINESTRING (81937.04699999839 400710.08999999985, 81929.26099999994 400679.8379999995, 81917.34200000018 400626.82499999925, 81906.54300000146 400572.70800000057, 81896.5700000003 400517.7010000013, 81859.57400000095 400297.63500000164, 81849.70699999854 400245.0940000005, 81844.1950000003 400218.9439999983)"
blue_spots_overstromingsrisico.490,25,0,25,882,0,982,Original,859,882,120,0.383,0.842,0.5824,10416,1596.86326864,0.72,1597,-0.34,6,30,36,36,4,high,,,"LINESTRING (80644.20199999958 398647.0009999983, 80617.3590000011 398623.62900000066, 80420.37299999967 398457.80799999833, 80339.48200000077 398385.90900000185, 80267.75800000131 398318.11400000006)"
