Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal ketenbreed vertrek
1;Jaar;2017;;;;20770
2;Jaar, Maand;2017;1;;;2250
2;Jaar, Maand;2017;2;;;1940
2;Jaar, Maand;2017;3;;;1950
2;Jaar, Maand;2017;4;;;1570
2;Jaar, Maand;2017;5;;;1750
2;Jaar, Maand;2017;6;;;1610
2;Jaar, Maand;2017;7;;;1750
2;Jaar, Maand;2017;8;;;1650
2;Jaar, Maand;2017;9;;;1440
2;Jaar, Maand;2017;10;;;1760
2;Jaar, Maand;2017;11;;;1720
2;Jaar, Maand;2017;12;;;1400
3;Jaar, Maand, Categorie;2017;1;Gedwongen vertrek;;510
3;Jaar, Maand, Categorie;2017;1;Zelfstandig vertrek;;300
3;Jaar, Maand, Categorie;2017;1;Zelfstandig vertrek zonder toezicht;;1440
3;Jaar, Maand, Categorie;2017;2;Gedwongen vertrek;;530
3;Jaar, Maand, Categorie;2017;2;Zelfstandig vertrek;;220
3;Jaar, Maand, Categorie;2017;2;Zelfstandig vertrek zonder toezicht;;1190
3;Jaar, Maand, Categorie;2017;3;Gedwongen vertrek;;560
3;Jaar, Maand, Categorie;2017;3;Zelfstandig vertrek;;290
3;Jaar, Maand, Categorie;2017;3;Zelfstandig vertrek zonder toezicht;;1110
3;Jaar, Maand, Categorie;2017;4;Gedwongen vertrek;;460
3;Jaar, Maand, Categorie;2017;4;Zelfstandig vertrek;;230
3;Jaar, Maand, Categorie;2017;4;Zelfstandig vertrek zonder toezicht;;870
3;Jaar, Maand, Categorie;2017;5;Gedwongen vertrek;;500
3;Jaar, Maand, Categorie;2017;5;Zelfstandig vertrek;;250
3;Jaar, Maand, Categorie;2017;5;Zelfstandig vertrek zonder toezicht;;1000
3;Jaar, Maand, Categorie;2017;6;Gedwongen vertrek;;490
3;Jaar, Maand, Categorie;2017;6;Zelfstandig vertrek;;240
3;Jaar, Maand, Categorie;2017;6;Zelfstandig vertrek zonder toezicht;;890
3;Jaar, Maand, Categorie;2017;7;Gedwongen vertrek;;510
3;Jaar, Maand, Categorie;2017;7;Zelfstandig vertrek;;220
3;Jaar, Maand, Categorie;2017;7;Zelfstandig vertrek zonder toezicht;;1020
3;Jaar, Maand, Categorie;2017;8;Gedwongen vertrek;;450
3;Jaar, Maand, Categorie;2017;8;Zelfstandig vertrek;;230
3;Jaar, Maand, Categorie;2017;8;Zelfstandig vertrek zonder toezicht;;960
3;Jaar, Maand, Categorie;2017;9;Gedwongen vertrek;;430
3;Jaar, Maand, Categorie;2017;9;Zelfstandig vertrek;;190
3;Jaar, Maand, Categorie;2017;9;Zelfstandig vertrek zonder toezicht;;820
3;Jaar, Maand, Categorie;2017;10;Gedwongen vertrek;;550
3;Jaar, Maand, Categorie;2017;10;Zelfstandig vertrek;;240
3;Jaar, Maand, Categorie;2017;10;Zelfstandig vertrek zonder toezicht;;970
3;Jaar, Maand, Categorie;2017;11;Gedwongen vertrek;;540
3;Jaar, Maand, Categorie;2017;11;Zelfstandig vertrek;;210
3;Jaar, Maand, Categorie;2017;11;Zelfstandig vertrek zonder toezicht;;970
3;Jaar, Maand, Categorie;2017;12;Gedwongen vertrek;;470
3;Jaar, Maand, Categorie;2017;12;Zelfstandig vertrek;;200
3;Jaar, Maand, Categorie;2017;12;Zelfstandig vertrek zonder toezicht;;720
4;Jaar, Categorie;2017;;Gedwongen vertrek;;5990
4;Jaar, Categorie;2017;;Zelfstandig vertrek;;2820
4;Jaar, Categorie;2017;;Zelfstandig vertrek zonder toezicht;;11960
5;Jaar, Maand, Nationaliteit;2017;1;;Afghaanse;70
5;Jaar, Maand, Nationaliteit;2017;1;;Albanese;160
5;Jaar, Maand, Nationaliteit;2017;1;;Algerijnse;280
5;Jaar, Maand, Nationaliteit;2017;1;;Amerikaans burger;10
5;Jaar, Maand, Nationaliteit;2017;1;;Angolese;10
5;Jaar, Maand, Nationaliteit;2017;1;;Armeense;20
