Verkiezing;Gemeente;Stembureau_naam;Stembureau_nummer;Partij;Partij_lijstnummer;Naam kandidaat;Kandidaat_volgnummer_partij;Aantal_stemmen
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;van Ark, T.;2;6
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;VVD;1;van Ark, T.;2;14
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;VVD;1;van Ark, T.;2;23
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;VVD;1;van Ark, T.;2;10
TK2021;Stichtse Vecht;OBS De Regenboog;25;VVD;1;van Ark, T.;2;16
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;VVD;1;van Ark, T.;2;1
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;VVD;1;van Ark, T.;2;5
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;VVD;1;van Ark, T.;2;12
TK2021;Stichtse Vecht;Studio Idee;31;VVD;1;van Ark, T.;2;17
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;VVD;1;van Ark, T.;2;10
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;VVD;1;van Ark, T.;2;14
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;VVD;1;van Ark, T.;2;5
TK2021;Stichtse Vecht;Gymzaal Loenen;35;VVD;1;van Ark, T.;2;14
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;VVD;1;van Ark, T.;2;7
TK2021;Stichtse Vecht;Briefstembureau;47;VVD;1;van Ark, T.;2;15
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;1;Hermans, S.T.M.;3;6
TK2021;Stichtse Vecht;De Vondel;2;VVD;1;Hermans, S.T.M.;3;2
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;1;Hermans, S.T.M.;3;1
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;VVD;1;Hermans, S.T.M.;3;3
TK2021;Stichtse Vecht;Basisschool Het Kompas;5;VVD;1;Hermans, S.T.M.;3;19
TK2021;Stichtse Vecht;OVVO hal;6;VVD;1;Hermans, S.T.M.;3;9
TK2021;Stichtse Vecht;Dorpshuis De Veenkluit;7;VVD;1;Hermans, S.T.M.;3;4
TK2021;Stichtse Vecht;Het Trefpunt;9;VVD;1;Hermans, S.T.M.;3;3
TK2021;Stichtse Vecht;Sportzaal Bloemstede;10;VVD;1;Hermans, S.T.M.;3;2
TK2021;Stichtse Vecht;De Shelter Scouting, naast ambulancepost;11;VVD;1;Hermans, S.T.M.;3;6
TK2021;Stichtse Vecht;Sportzaal Fazantenkamp;12;VVD;1;Hermans, S.T.M.;3;1
TK2021;Stichtse Vecht;Kerkcentrum De Ark;13;VVD;1;Hermans, S.T.M.;3;5
TK2021;Stichtse Vecht;RK Verrijzenisgemeenschap;14;VVD;1;Hermans, S.T.M.;3;7
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;VVD;1;Hermans, S.T.M.;3;2
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;VVD;1;Hermans, S.T.M.;3;1
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;VVD;1;Hermans, S.T.M.;3;2
TK2021;Stichtse Vecht;Willem van Hoornhof;18;VVD;1;Hermans, S.T.M.;3;2
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;Hermans, S.T.M.;3;6
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;VVD;1;Hermans, S.T.M.;3;11
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;VVD;1;Hermans, S.T.M.;3;7
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;VVD;1;Hermans, S.T.M.;3;7
TK2021;Stichtse Vecht;OBS De Regenboog;25;VVD;1;Hermans, S.T.M.;3;1
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;VVD;1;Hermans, S.T.M.;3;1
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;VVD;1;Hermans, S.T.M.;3;2
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;VVD;1;Hermans, S.T.M.;3;3
TK2021;Stichtse Vecht;Studio Idee;31;VVD;1;Hermans, S.T.M.;3;10
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;VVD;1;Hermans, S.T.M.;3;4
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;VVD;1;Hermans, S.T.M.;3;12
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;VVD;1;Hermans, S.T.M.;3;2
TK2021;Stichtse Vecht;Gymzaal Loenen;35;VVD;1;Hermans, S.T.M.;3;9
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;VVD;1;Hermans, S.T.M.;3;7
TK2021;Stichtse Vecht;Briefstembureau;47;VVD;1;Hermans, S.T.M.;3;1
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;1;Becker, B.;4;8
TK2021;Stichtse Vecht;De Vondel;2;VVD;1;Becker, B.;4;2
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;1;Becker, B.;4;3
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;VVD;1;Becker, B.;4;4
TK2021;Stichtse Vecht;Basisschool Het Kompas;5;VVD;1;Becker, B.;4;12
TK2021;Stichtse Vecht;OVVO hal;6;VVD;1;Becker, B.;4;5
TK2021;Stichtse Vecht;Dorpshuis De Veenkluit;7;VVD;1;Becker, B.;4;1
TK2021;Stichtse Vecht;Het Trefpunt;9;VVD;1;Becker, B.;4;2
TK2021;Stichtse Vecht;Sportzaal Bloemstede;10;VVD;1;Becker, B.;4;1
TK2021;Stichtse Vecht;De Shelter Scouting, naast ambulancepost;11;VVD;1;Becker, B.;4;2
TK2021;Stichtse Vecht;Sportzaal Fazantenkamp;12;VVD;1;Becker, B.;4;1
TK2021;Stichtse Vecht;Kerkcentrum De Ark;13;VVD;1;Becker, B.;4;4
TK2021;Stichtse Vecht;RK Verrijzenisgemeenschap;14;VVD;1;Becker, B.;4;3
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;VVD;1;Becker, B.;4;1
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;VVD;1;Becker, B.;4;0
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;VVD;1;Becker, B.;4;3
TK2021;Stichtse Vecht;Willem van Hoornhof;18;VVD;1;Becker, B.;4;1
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;Becker, B.;4;6
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;VVD;1;Becker, B.;4;6
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;VVD;1;Becker, B.;4;13
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;VVD;1;Becker, B.;4;3
TK2021;Stichtse Vecht;OBS De Regenboog;25;VVD;1;Becker, B.;4;2
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;VVD;1;Becker, B.;4;2
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;VVD;1;Becker, B.;4;0
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;VVD;1;Becker, B.;4;0
TK2021;Stichtse Vecht;Studio Idee;31;VVD;1;Becker, B.;4;4
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;VVD;1;Becker, B.;4;4
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;VVD;1;Becker, B.;4;3
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;VVD;1;Becker, B.;4;1
TK2021;Stichtse Vecht;Gymzaal Loenen;35;VVD;1;Becker, B.;4;2
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;VVD;1;Becker, B.;4;2
TK2021;Stichtse Vecht;Briefstembureau;47;VVD;1;Becker, B.;4;5
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;1;Yeşilgöz-Zegerius, D.;5;15
TK2021;Stichtse Vecht;De Vondel;2;VVD;1;Yeşilgöz-Zegerius, D.;5;3
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;1;Yeşilgöz-Zegerius, D.;5;5
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;VVD;1;Yeşilgöz-Zegerius, D.;5;7
TK2021;Stichtse Vecht;Basisschool Het Kompas;5;VVD;1;Yeşilgöz-Zegerius, D.;5;28
TK2021;Stichtse Vecht;OVVO hal;6;VVD;1;Yeşilgöz-Zegerius, D.;5;11
TK2021;Stichtse Vecht;Dorpshuis De Veenkluit;7;VVD;1;Yeşilgöz-Zegerius, D.;5;7
TK2021;Stichtse Vecht;Het Trefpunt;9;VVD;1;Yeşilgöz-Zegerius, D.;5;8
TK2021;Stichtse Vecht;Sportzaal Bloemstede;10;VVD;1;Yeşilgöz-Zegerius, D.;5;4
TK2021;Stichtse Vecht;De Shelter Scouting, naast ambulancepost;11;VVD;1;Yeşilgöz-Zegerius, D.;5;6
TK2021;Stichtse Vecht;Sportzaal Fazantenkamp;12;VVD;1;Yeşilgöz-Zegerius, D.;5;6
TK2021;Stichtse Vecht;Kerkcentrum De Ark;13;VVD;1;Yeşilgöz-Zegerius, D.;5;7
TK2021;Stichtse Vecht;RK Verrijzenisgemeenschap;14;VVD;1;Yeşilgöz-Zegerius, D.;5;26
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;VVD;1;Yeşilgöz-Zegerius, D.;5;7
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;VVD;1;Yeşilgöz-Zegerius, D.;5;10
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;VVD;1;Yeşilgöz-Zegerius, D.;5;12
TK2021;Stichtse Vecht;Willem van Hoornhof;18;VVD;1;Yeşilgöz-Zegerius, D.;5;4
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;Yeşilgöz-Zegerius, D.;5;7
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;VVD;1;Yeşilgöz-Zegerius, D.;5;15
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;VVD;1;Yeşilgöz-Zegerius, D.;5;16
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;VVD;1;Yeşilgöz-Zegerius, D.;5;9
TK2021;Stichtse Vecht;OBS De Regenboog;25;VVD;1;Yeşilgöz-Zegerius, D.;5;8
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;VVD;1;Yeşilgöz-Zegerius, D.;5;1
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;VVD;1;Yeşilgöz-Zegerius, D.;5;6
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;VVD;1;Yeşilgöz-Zegerius, D.;5;2
TK2021;Stichtse Vecht;Studio Idee;31;VVD;1;Yeşilgöz-Zegerius, D.;5;27
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;VVD;1;Yeşilgöz-Zegerius, D.;5;11
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;VVD;1;Yeşilgöz-Zegerius, D.;5;9
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;VVD;1;Yeşilgöz-Zegerius, D.;5;2
TK2021;Stichtse Vecht;Gymzaal Loenen;35;VVD;1;Yeşilgöz-Zegerius, D.;5;10
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;VVD;1;Yeşilgöz-Zegerius, D.;5;6
TK2021;Stichtse Vecht;Briefstembureau;47;VVD;1;Yeşilgöz-Zegerius, D.;5;14
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;1;van 't Wout, B.;6;1
TK2021;Stichtse Vecht;De Vondel;2;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;VVD;1;van 't Wout, B.;6;1
TK2021;Stichtse Vecht;Basisschool Het Kompas;5;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;OVVO hal;6;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Dorpshuis De Veenkluit;7;VVD;1;van 't Wout, B.;6;1
TK2021;Stichtse Vecht;Het Trefpunt;9;VVD;1;van 't Wout, B.;6;2
TK2021;Stichtse Vecht;Sportzaal Bloemstede;10;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;De Shelter Scouting, naast ambulancepost;11;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Sportzaal Fazantenkamp;12;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Kerkcentrum De Ark;13;VVD;1;van 't Wout, B.;6;2
TK2021;Stichtse Vecht;RK Verrijzenisgemeenschap;14;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Willem van Hoornhof;18;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;VVD;1;van 't Wout, B.;6;2
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;OBS De Regenboog;25;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Studio Idee;31;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;VVD;1;van 't Wout, B.;6;1
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Gymzaal Loenen;35;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Briefstembureau;47;VVD;1;van 't Wout, B.;6;0
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;1;Harbers, M.G.J.;7;2
TK2021;Stichtse Vecht;De Vondel;2;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Basisschool Het Kompas;5;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;OVVO hal;6;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Dorpshuis De Veenkluit;7;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Het Trefpunt;9;VVD;1;Harbers, M.G.J.;7;2
TK2021;Stichtse Vecht;Sportzaal Bloemstede;10;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;De Shelter Scouting, naast ambulancepost;11;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Sportzaal Fazantenkamp;12;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Kerkcentrum De Ark;13;VVD;1;Harbers, M.G.J.;7;3
TK2021;Stichtse Vecht;RK Verrijzenisgemeenschap;14;VVD;1;Harbers, M.G.J.;7;2
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;VVD;1;Harbers, M.G.J.;7;1
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;VVD;1;Harbers, M.G.J.;7;2
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Willem van Hoornhof;18;VVD;1;Harbers, M.G.J.;7;1
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;VVD;1;Harbers, M.G.J.;7;1
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;VVD;1;Harbers, M.G.J.;7;1
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;VVD;1;Harbers, M.G.J.;7;1
TK2021;Stichtse Vecht;OBS De Regenboog;25;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Studio Idee;31;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Gymzaal Loenen;35;VVD;1;Harbers, M.G.J.;7;1
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;VVD;1;Harbers, M.G.J.;7;0
TK2021;Stichtse Vecht;Briefstembureau;47;VVD;1;Harbers, M.G.J.;7;1
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;De Vondel;2;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Basisschool Het Kompas;5;VVD;1;de Vries, A.;8;3
TK2021;Stichtse Vecht;OVVO hal;6;VVD;1;de Vries, A.;8;2
TK2021;Stichtse Vecht;Dorpshuis De Veenkluit;7;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Het Trefpunt;9;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Sportzaal Bloemstede;10;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;De Shelter Scouting, naast ambulancepost;11;VVD;1;de Vries, A.;8;2
TK2021;Stichtse Vecht;Sportzaal Fazantenkamp;12;VVD;1;de Vries, A.;8;2
TK2021;Stichtse Vecht;Kerkcentrum De Ark;13;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;RK Verrijzenisgemeenschap;14;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;VVD;1;de Vries, A.;8;3
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Willem van Hoornhof;18;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Gemeentelijke Sporthal;22;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Gemeentehuis Boom en Bosch;23;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Zwembad 't Kikkerfort;24;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;OBS De Regenboog;25;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Dorpshuis Ons Genoegen;27;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Sporthal 1 Kockengen;28;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Sporthal 2 Kockengen;29;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Studio Idee;31;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Dorpshuis Nigtevecht;32;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Dorpshuis Vreeland;33;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Montessorischool Loenersloot;34;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Gymzaal Loenen;35;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Drive Thru - Van der Valk;46;VVD;1;de Vries, A.;8;0
TK2021;Stichtse Vecht;Briefstembureau;47;VVD;1;de Vries, A.;8;1
TK2021;Stichtse Vecht;Gemeentekantoor;1;VVD;1;Wiersma, A.D.;9;2
TK2021;Stichtse Vecht;De Vondel;2;VVD;1;Wiersma, A.D.;9;0
TK2021;Stichtse Vecht;Basisschool De Klaroen;3;VVD;1;Wiersma, A.D.;9;0
TK2021;Stichtse Vecht;Gymzaal Huis ten Bosch;4;VVD;1;Wiersma, A.D.;9;3
TK2021;Stichtse Vecht;Basisschool Het Kompas;5;VVD;1;Wiersma, A.D.;9;5
TK2021;Stichtse Vecht;OVVO hal;6;VVD;1;Wiersma, A.D.;9;1
TK2021;Stichtse Vecht;Dorpshuis De Veenkluit;7;VVD;1;Wiersma, A.D.;9;1
TK2021;Stichtse Vecht;Het Trefpunt;9;VVD;1;Wiersma, A.D.;9;1
TK2021;Stichtse Vecht;Sportzaal Bloemstede;10;VVD;1;Wiersma, A.D.;9;2
TK2021;Stichtse Vecht;De Shelter Scouting, naast ambulancepost;11;VVD;1;Wiersma, A.D.;9;2
TK2021;Stichtse Vecht;Sportzaal Fazantenkamp;12;VVD;1;Wiersma, A.D.;9;1
TK2021;Stichtse Vecht;Kerkcentrum De Ark;13;VVD;1;Wiersma, A.D.;9;1
TK2021;Stichtse Vecht;RK Verrijzenisgemeenschap;14;VVD;1;Wiersma, A.D.;9;1
TK2021;Stichtse Vecht;Jenaplan Basisschool 't Bontenest;15;VVD;1;Wiersma, A.D.;9;1
TK2021;Stichtse Vecht;Gymzaal Rientjes Mavo;16;VVD;1;Wiersma, A.D.;9;2
TK2021;Stichtse Vecht;Wijkcentrum 't Schuurtje;17;VVD;1;Wiersma, A.D.;9;2
TK2021;Stichtse Vecht;Willem van Hoornhof;18;VVD;1;Wiersma, A.D.;9;2
TK2021;Stichtse Vecht;Zwembad Safari;19;VVD;1;Wiersma, A.D.;9;0
